mol_id,PKI,0,1,2,3,5,8,9,10,19,20,21,30,31,32,52,53,74,75,76,84,100,101,102,104,106,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
212,6.698970004336019,19.234,3.189,2.05,0.786,0.145,0.446,0.621,0.399,0.442,0.616,0.135,0.423,0.552,0.202,0.431,0.547,0.487,0.589,0.214,107.296,0.489,0.398,0.392,0.413,0.43,7.0,0.0004569,7.334,4.572,1.0,0.482533,4.46858214,75.658638,202.225296,139.864807
214,5.561141340579438,34.794,6.349,1.754,0.811,0.137,0.472,0.448,0.403,0.413,0.259,0.152,0.453,0.304,0.216,0.47,0.334,0.518,0.278,0.259,293.067,0.441,0.275,0.324,0.353,0.352,8.0,0.0004387,9.07,4.875,1.0,0.621428,6.03818898,108.579971,151.072647,145.72319
216,7.698970004336019,35.852,2.506,0.702,0.918,0.149,0.55,0.405,0.312,0.707,0.153,0.101,0.535,0.221,0.134,0.454,0.25,0.992,0.263,0.166,116.779,0.422,0.32,0.296,0.286,0.474,4.0,0.0004848,7.546,3.834,1.0,0.640267,3.69815797,65.053406,123.141258,63.045452
217,8.397940008672037,30.636,3.242,0.663,0.887,0.151,0.543,0.383,0.218,0.767,0.109,0.103,0.554,0.192,0.095,0.45,0.237,1.021,0.183,0.225,121.764,0.381,0.326,0.28,0.26,0.476,4.0,0.0004591,7.173,3.625,1.0,0.615412,2.58589357,65.306061,102.093384,60.875473
218,5.084072788302884,31.837,4.804,1.458,0.836,0.149,0.587,0.445,0.485,0.579,0.6,0.35,0.54,0.389,0.301,0.507,0.29,0.723,0.821,0.308,206.36,0.506,0.51,0.41,0.369,0.617,4.0,0.0004983,7.845,4.427,1.0,0.607724,6.16205619,72.131805,116.859734,126.64959
219,6.180456064458132,16.249,2.794,2.653,0.749,0.155,0.621,0.416,0.449,0.539,0.309,0.14,0.54,0.318,0.231,0.597,0.316,0.488,0.367,0.253,95.921,0.495,0.329,0.363,0.396,0.369,8.0,0.0004776,6.148,4.392,1.0,0.433503,6.1687388,55.893684,106.076523,48.320248
220,6.092588639225414,30.404,2.5,1.564,0.882,0.148,0.567,0.442,0.331,0.446,0.469,0.173,0.503,0.344,0.192,0.524,0.314,0.571,0.435,0.268,127.442,0.447,0.363,0.346,0.344,0.425,7.0,0.0004684,7.38,4.42,1.0,0.546249,2.44971407,43.853317,168.54982,104.405251
221,5.267606240177032,28.071,3.994,1.516,0.836,0.15,0.571,0.473,0.476,0.692,0.265,0.192,0.573,0.306,0.292,0.58,0.342,0.692,0.319,0.293,160.734,0.507,0.383,0.391,0.409,0.435,6.0,0.0004292,7.086,4.487,1.0,0.583731,5.71309937,52.416191,88.207901,96.637093
222,5.337242168318426,29.571,5.426,2.123,0.797,0.147,0.606,0.427,0.39,0.692,0.458,0.135,0.576,0.371,0.213,0.517,0.301,0.926,0.366,0.274,234.736,0.474,0.429,0.387,0.355,0.522,5.0,0.0004855,7.669,5.497,1.0,0.610776,3.35400783,69.685051,122.167366,136.957535
223,5.20342566678957,24.178,6.252,1.96,0.746,0.148,0.615,0.475,0.466,0.652,0.354,0.204,0.572,0.361,0.27,0.532,0.334,0.951,0.364,0.255,210.784,0.519,0.403,0.401,0.392,0.523,4.0,0.0004886,7.493,4.373,1.0,0.558556,8.04717036,95.932625,121.67392,99.043159
224,5.392544976785332,35.081,2.158,1.345,0.909,0.147,0.533,0.503,0.355,0.715,0.163,0.135,0.54,0.25,0.187,0.457,0.313,0.981,0.291,0.175,125.77,0.464,0.338,0.325,0.325,0.482,4.0,0.0005017,7.172,4.244,1.0,0.640098,3.12459947,62.554585,127.204506,135.364792
225,8.657577319177793,25.166,3.935,1.175,0.831,0.147,0.575,0.447,0.376,0.552,0.174,0.126,0.516,0.274,0.192,0.507,0.332,0.566,0.289,0.246,133.221,0.466,0.284,0.327,0.358,0.367,7.0,0.0005081,7.225,3.75,1.0,0.526483,3.36853104,36.825584,124.959564,143.492996
226,7.853871964321762,25.358,3.265,0.994,0.856,0.15,0.62,0.445,0.389,0.669,0.275,0.119,0.626,0.273,0.181,0.611,0.282,0.576,0.39,0.207,111.259,0.485,0.354,0.36,0.371,0.391,7.0,0.0004945,7.159,4.777,1.0,0.541459,6.22477609,34.870277,107.687836,99.096794
227,8.568636235841012,30.058,3.801,1.109,0.86,0.147,0.659,0.47,0.454,0.508,0.367,0.117,0.57,0.336,0.21,0.604,0.324,0.574,0.474,0.295,151.794,0.527,0.331,0.372,0.397,0.448,7.0,0.0004696,7.175,3.75,1.0,0.547763,5.48137029,66.719231,137.546265,118.511307
228,8.1249387366083,24.937,3.132,1.659,0.839,0.149,0.648,0.505,0.44,0.556,0.209,0.186,0.581,0.294,0.248,0.598,0.35,0.574,0.343,0.283,124.673,0.531,0.317,0.374,0.407,0.4,7.0,0.000444,6.887,3.817,1.0,0.510191,4.06044126,67.053062,136.406403,98.789162
229,8.721246399047171,33.259,3.156,2.44,0.856,0.142,0.521,0.331,0.463,0.563,0.296,0.139,0.528,0.187,0.31,0.514,0.226,0.606,0.34,0.243,193.809,0.438,0.333,0.341,0.354,0.396,7.0,0.0004571,7.992,4.42,1.0,0.620514,4.12368372,66.429581,161.021774,132.553619
230,7.602059991327962,27.725,3.424,1.004,0.862,0.148,0.586,0.387,0.303,0.627,0.317,0.108,0.559,0.353,0.149,0.538,0.368,0.586,0.273,0.195,126.201,0.425,0.351,0.354,0.36,0.351,6.0,0.0004735,7.498,4.375,1.0,0.564622,6.32300809,44.584846,108.600235,117.694733
231,8.795880017344075,27.509,2.693,1.396,0.871,0.146,0.556,0.453,0.447,0.798,0.184,0.143,0.575,0.265,0.225,0.499,0.315,0.938,0.295,0.234,116.246,0.486,0.375,0.355,0.364,0.489,5.0,0.0004634,7.293,3.214,1.0,0.593214,5.69223387,45.070953,149.789597,102.203659
233,8.337242168318426,30.629,2.143,1.716,0.888,0.149,0.607,0.419,0.368,0.562,0.302,0.112,0.558,0.285,0.179,0.562,0.283,0.6,0.415,0.214,121.874,0.465,0.325,0.341,0.357,0.409,5.0,0.0004638,6.778,3.348,1.0,0.566075,2.97479242,57.37812,127.547249,110.801117
234,6.931814138253839,24.783,3.719,1.154,0.836,0.151,0.633,0.415,0.328,0.602,0.349,0.083,0.62,0.31,0.16,0.629,0.301,0.682,0.438,0.171,125.039,0.458,0.345,0.363,0.38,0.43,7.0,0.0004771,6.76,4.554,1.0,0.530778,8.05176966,47.443962,80.572365,131.060028
235,7.173925197299173,25.244,2.828,1.36,0.858,0.149,0.601,0.442,0.314,0.467,0.373,0.095,0.53,0.334,0.161,0.563,0.319,0.49,0.41,0.194,109.573,0.452,0.312,0.342,0.361,0.365,4.0,0.000506,6.945,3.281,1.0,0.503865,3.37438592,41.457794,148.850952,86.12545
236,7.251811972993799,29.241,2.373,0.671,0.906,0.151,0.588,0.466,0.31,0.518,0.238,0.087,0.533,0.282,0.139,0.544,0.306,0.587,0.333,0.165,90.623,0.455,0.281,0.318,0.341,0.362,5.0,0.0005182,6.605,3.415,1.0,0.541652,8.45678037,60.110985,97.126938,89.517838
237,7.366531544420414,34.702,2.379,1.851,0.891,0.147,0.547,0.432,0.427,0.556,0.213,0.237,0.533,0.273,0.264,0.525,0.31,0.62,0.339,0.256,151.2,0.469,0.335,0.357,0.372,0.405,7.0,0.000528,7.29,3.415,1.0,0.616685,3.00121511,72.513893,82.391724,139.291351
238,8.136677139879543,22.991,2.871,1.057,0.854,0.153,0.555,0.525,0.541,0.699,0.236,0.343,0.595,0.317,0.389,0.556,0.37,0.562,0.4,0.304,93.345,0.54,0.426,0.434,0.443,0.422,7.0,0.000465,6.664,4.375,1.0,0.536095,4.91001469,68.891068,82.84169,112.726707
239,8.18045606445813,36.652,2.274,0.889,0.921,0.149,0.572,0.489,0.423,0.503,0.351,0.123,0.5,0.356,0.188,0.505,0.355,0.533,0.454,0.291,117.935,0.494,0.326,0.348,0.364,0.426,4.0,0.0004698,6.942,4.353,1.0,0.604717,3.122053,54.543655,120.795059,116.754982
240,8.173925197299173,27.008,2.263,1.903,0.866,0.151,0.568,0.394,0.409,0.479,0.367,0.196,0.498,0.301,0.245,0.513,0.286,0.52,0.327,0.282,116.801,0.457,0.347,0.348,0.357,0.376,8.0,0.0005004,6.759,4.219,1.0,0.531405,3.5585849,49.279064,101.939049,139.08429
241,7.886056647693163,30.015,2.459,1.033,0.896,0.151,0.528,0.48,0.379,0.856,0.344,0.168,0.561,0.35,0.209,0.455,0.363,1.096,0.301,0.341,107.352,0.462,0.456,0.373,0.348,0.579,6.0,0.0005158,7.097,4.286,1.0,0.630542,4.82901727,51.964581,124.537781,110.433105
242,8.3767507096021,26.627,2.323,1.187,0.884,0.151,0.555,0.49,0.448,0.813,0.363,0.154,0.574,0.334,0.218,0.49,0.32,1.036,0.429,0.25,96.211,0.498,0.443,0.375,0.357,0.572,5.0,0.0004674,6.552,3.214,1.0,0.583637,7.09996773,51.609287,122.980652,103.354622
243,8.050609993355087,18.833,5.121,0.873,0.759,0.149,0.545,0.527,0.402,0.524,0.22,0.134,0.493,0.323,0.191,0.485,0.384,0.515,0.303,0.275,117.344,0.492,0.293,0.336,0.365,0.364,6.0,0.0004635,6.801,3.013,1.0,0.468096,2.38022782,36.606331,148.588135,83.191399
244,9.022276394711152,39.765,2.374,1.779,0.905,0.146,0.538,0.483,0.409,0.787,0.339,0.214,0.561,0.332,0.253,0.481,0.337,0.987,0.39,0.225,169.359,0.477,0.447,0.382,0.362,0.534,6.0,0.0004598,7.824,4.442,1.0,0.70789,4.13796913,51.874893,154.738235,123.173454
245,8.657577319177793,36.602,5.069,0.764,0.863,0.146,0.62,0.425,0.328,0.543,0.287,0.109,0.581,0.287,0.158,0.601,0.292,0.605,0.359,0.203,217.372,0.458,0.313,0.342,0.362,0.389,9.0,0.0004628,7.651,4.509,1.0,0.622324,3.32670157,87.480186,108.451935,113.569588
246,8.2518119729938,40.867,3.104,2.357,0.882,0.144,0.588,0.446,0.325,0.606,0.293,0.111,0.549,0.309,0.165,0.53,0.322,0.621,0.386,0.181,230.486,0.453,0.337,0.341,0.351,0.396,7.0,0.0005027,8.248,5.442,1.0,0.672475,6.03257592,65.344109,151.215881,125.498817
247,7.958607314841775,19.169,6.424,1.298,0.713,0.148,0.554,0.486,0.379,0.615,0.346,0.182,0.538,0.367,0.219,0.511,0.389,0.69,0.408,0.334,156.36,0.473,0.381,0.375,0.381,0.477,8.0,0.0004759,7.054,4.788,1.0,0.513995,5.20001285,63.425755,90.484039,127.57325
248,7.366531544420414,42.498,2.544,1.504,0.913,0.145,0.625,0.479,0.361,0.622,0.366,0.171,0.593,0.355,0.208,0.585,0.367,0.67,0.431,0.297,175.858,0.488,0.386,0.385,0.391,0.466,10.0,0.0004702,7.765,5.209,1.0,0.675123,3.76380118,79.822578,101.03476,128.111176
249,8.638272163982407,33.39,3.854,1.017,0.873,0.147,0.576,0.477,0.403,0.625,0.299,0.145,0.583,0.317,0.216,0.569,0.33,0.673,0.426,0.268,166.567,0.485,0.356,0.372,0.385,0.456,8.0,0.0004741,7.38,4.308,1.0,0.619042,6.90338783,61.367081,102.316978,113.716087
250,8.823908740944319,39.493,3.763,0.992,0.893,0.145,0.592,0.523,0.327,0.573,0.302,0.128,0.573,0.342,0.159,0.576,0.373,0.619,0.413,0.208,191.528,0.481,0.334,0.358,0.375,0.413,8.0,0.0004819,8.008,4.241,1.0,0.650271,6.3790573,72.791924,113.21331,126.238998
251,8.42021640338319,30.483,3.051,1.38,0.873,0.149,0.585,0.425,0.341,0.588,0.399,0.094,0.572,0.323,0.165,0.566,0.3,0.657,0.454,0.183,139.29,0.45,0.36,0.353,0.36,0.431,6.0,0.0004942,7.208,4.487,1.0,0.584059,6.5156752,52.316532,144.423599,134.371948
252,8.229147988357855,35.559,1.968,1.187,0.919,0.149,0.566,0.472,0.449,0.704,0.271,0.131,0.596,0.3,0.235,0.611,0.337,0.633,0.326,0.261,114.529,0.496,0.369,0.377,0.41,0.407,5.0,0.0004854,7.467,4.769,1.0,0.646036,8.55760958,41.087967,216.364487,137.460388
253,8.468521082957745,26.986,6.343,0.967,0.787,0.146,0.611,0.468,0.37,0.891,0.301,0.194,0.646,0.364,0.211,0.618,0.311,1.052,0.307,0.229,203.37,0.483,0.462,0.407,0.38,0.529,6.0,0.0004939,7.965,4.992,1.0,0.610315,5.58803208,66.073929,175.809906,132.085373
254,5.651695136951839,32.559,1.764,1.338,0.913,0.149,0.541,0.357,0.361,0.627,0.44,0.099,0.55,0.282,0.172,0.509,0.319,0.764,0.31,0.208,103.356,0.419,0.389,0.335,0.347,0.428,11.0,0.0004391,7.409,4.955,1.0,0.608902,8.42641153,43.048859,130.883972,112.763626
255,6.43533393574791,34.03,3.607,1.378,0.872,0.145,0.574,0.348,0.405,0.628,0.244,0.259,0.572,0.244,0.265,0.551,0.254,0.699,0.278,0.291,174.615,0.442,0.377,0.36,0.359,0.423,13.0,0.0004649,7.859,5.527,1.0,0.628694,9.28086952,57.273678,148.357147,126.755882
256,7.958607314841775,30.876,2.362,1.109,0.899,0.149,0.558,0.487,0.469,0.634,0.369,0.133,0.56,0.346,0.207,0.535,0.342,0.729,0.43,0.304,109.788,0.504,0.379,0.371,0.378,0.488,8.0,0.0004526,6.773,4.922,1.0,0.593812,9.30024569,58.49696,129.065018,110.404831
257,8.455931955649724,43.055,3.382,0.922,0.909,0.141,0.527,0.427,0.397,0.525,0.236,0.111,0.502,0.271,0.179,0.5,0.304,0.508,0.308,0.224,188.426,0.45,0.291,0.317,0.339,0.346,8.0,0.0004686,7.87,5.073,1.0,0.677831,5.83006248,71.456413,238.754517,256.045166
258,8.886056647693163,41.784,3.499,1.406,0.895,0.146,0.578,0.476,0.459,0.566,0.267,0.139,0.54,0.315,0.23,0.549,0.323,0.523,0.371,0.267,209.833,0.504,0.324,0.362,0.382,0.387,8.0,0.000445,7.74,5.038,1.0,0.667647,3.1372472,65.422531,201.408142,262.755402
259,8.397940008672037,43.902,2.638,1.408,0.916,0.144,0.564,0.375,0.434,0.519,0.189,0.159,0.513,0.223,0.227,0.525,0.254,0.529,0.259,0.296,181.366,0.458,0.289,0.321,0.348,0.361,8.0,0.0005495,8.116,5.212,1.0,0.668888,3.10839129,55.421692,151.342331,125.755997
260,8.537602002101044,29.703,5.755,0.955,0.816,0.146,0.533,0.462,0.32,0.461,0.296,0.125,0.464,0.31,0.169,0.478,0.322,0.491,0.337,0.181,204.799,0.438,0.294,0.314,0.33,0.336,5.0,0.0004711,7.911,4.771,1.0,0.571841,2.30374922,59.429504,154.732086,108.79985
262,8.481486060122112,38.803,4.347,1.083,0.877,0.143,0.56,0.402,0.427,0.805,0.305,0.191,0.593,0.296,0.223,0.536,0.267,0.946,0.324,0.252,215.396,0.463,0.434,0.371,0.359,0.507,4.0,0.0005096,7.995,4.897,1.0,0.705095,2.47856031,71.029831,162.482956,120.3666
263,7.958607314841775,40.759,4.332,2.491,0.857,0.139,0.561,0.324,0.432,0.542,0.139,0.212,0.523,0.202,0.275,0.522,0.231,0.573,0.201,0.289,288.897,0.439,0.297,0.333,0.353,0.354,6.0,0.000488,8.724,5.272,1.0,0.665866,7.06100781,77.146118,192.116745,133.425873
264,8.602059991327963,35.66,5.659,1.395,0.835,0.144,0.549,0.462,0.43,0.54,0.202,0.166,0.508,0.284,0.217,0.514,0.314,0.533,0.307,0.287,259.44,0.48,0.303,0.336,0.365,0.376,8.0,0.0005068,8.59,5.285,1.0,0.630676,5.72174597,64.117813,155.544708,128.153656
265,7.958607314841775,35.661,4.663,1.945,0.844,0.142,0.514,0.349,0.413,0.553,0.175,0.174,0.506,0.22,0.25,0.503,0.249,0.532,0.258,0.263,244.724,0.425,0.301,0.325,0.343,0.351,5.0,0.000449,8.694,5.058,1.0,0.641691,4.14849386,58.433086,145.52562,119.480667
266,8.356547323513812,42.403,2.15,0.929,0.932,0.146,0.561,0.434,0.361,0.519,0.318,0.096,0.509,0.283,0.171,0.519,0.303,0.511,0.432,0.219,132.563,0.452,0.311,0.321,0.344,0.387,8.0,0.0004947,7.88,4.763,1.0,0.655834,5.40937307,72.043144,129.231674,90.94175
267,8.568636235841012,33.841,3.744,1.477,0.866,0.145,0.58,0.427,0.426,0.508,0.331,0.14,0.529,0.296,0.236,0.557,0.299,0.548,0.361,0.281,182.24,0.478,0.326,0.354,0.379,0.397,7.0,0.0004656,7.785,5.393,1.0,0.597271,5.54710545,55.599709,145.578156,102.658264
268,9.236572006437065,24.787,4.977,1.819,0.785,0.148,0.627,0.495,0.384,0.661,0.414,0.164,0.615,0.381,0.209,0.636,0.377,0.643,0.471,0.253,177.513,0.502,0.413,0.401,0.419,0.456,6.0,0.0005003,7.519,5.399,1.0,0.554256,3.74504665,58.56012,117.478104,150.887436
269,8.795880017344075,29.654,4.245,1.301,0.842,0.144,0.552,0.488,0.397,0.676,0.303,0.144,0.569,0.351,0.21,0.568,0.371,0.625,0.47,0.22,169.969,0.479,0.374,0.377,0.395,0.439,6.0,0.0004898,7.672,4.83,1.0,0.605413,2.86959909,65.822479,144.282043,94.878227
270,6.661543506395395,40.108,2.089,1.627,0.915,0.146,0.568,0.348,0.385,0.592,0.254,0.172,0.542,0.23,0.236,0.533,0.217,0.571,0.436,0.277,152.437,0.434,0.339,0.336,0.336,0.428,7.0,0.0004914,8.046,5.578,1.0,0.656116,4.75133652,54.926636,159.918549,142.908463
271,8.67778070526608,47.133,2.798,1.992,0.908,0.141,0.582,0.377,0.365,0.541,0.176,0.147,0.531,0.218,0.214,0.532,0.235,0.506,0.361,0.286,231.304,0.441,0.288,0.321,0.333,0.385,10.0,0.0004684,9.008,6.214,1.0,0.695827,3.11319029,95.051834,200.090652,180.384064
272,8.356547323513812,39.452,4.146,3.383,0.84,0.139,0.556,0.462,0.406,0.589,0.265,0.15,0.534,0.314,0.237,0.515,0.329,0.542,0.388,0.291,311.041,0.475,0.334,0.362,0.375,0.407,7.0,0.0004892,9.159,5.86,1.0,0.677532,7.53295636,91.084274,185.310883,163.927689
273,8.468521082957745,38.781,4.293,2.083,0.859,0.145,0.611,0.436,0.447,0.571,0.332,0.148,0.567,0.309,0.23,0.575,0.294,0.543,0.428,0.265,256.202,0.498,0.35,0.369,0.381,0.412,7.0,0.0004549,8.58,5.873,1.0,0.648307,3.38368744,58.101795,150.343597,123.881325
274,7.744727494896693,41.064,7.488,1.005,0.829,0.141,0.566,0.418,0.346,0.6,0.251,0.105,0.545,0.292,0.173,0.535,0.307,0.554,0.307,0.214,356.271,0.444,0.319,0.337,0.349,0.358,7.0,0.0004946,8.912,5.612,1.0,0.69573,2.46365102,55.57766,151.841187,118.91436
275,8.161150909262744,33.866,5.84,0.753,0.837,0.145,0.55,0.529,0.359,0.579,0.283,0.126,0.519,0.359,0.172,0.514,0.373,0.489,0.452,0.208,227.684,0.48,0.329,0.35,0.36,0.383,8.0,0.00047,7.969,5.212,1.0,0.624434,4.68949923,75.854805,164.584808,123.143227
276,8.2839966563652,35.214,5.457,1.613,0.833,0.144,0.536,0.545,0.382,0.582,0.316,0.117,0.545,0.39,0.179,0.542,0.41,0.577,0.438,0.235,257.759,0.488,0.338,0.371,0.391,0.417,7.0,0.0004899,8.177,5.352,1.0,0.64371,5.36155732,100.311523,157.417419,128.407791
277,8.886056647693163,39.738,3.815,1.788,0.876,0.143,0.545,0.491,0.353,0.514,0.209,0.21,0.505,0.291,0.215,0.507,0.341,0.5,0.309,0.409,229.482,0.463,0.311,0.337,0.353,0.406,6.0,0.0004586,8.264,5.836,1.0,0.650774,6.43148146,64.470131,164.665466,163.138901
278,8.309803919971486,40.894,5.865,1.814,0.842,0.14,0.599,0.464,0.373,0.556,0.257,0.177,0.553,0.318,0.226,0.55,0.361,0.571,0.308,0.248,324.644,0.479,0.33,0.366,0.384,0.376,7.0,0.0005056,8.855,5.376,1.0,0.670565,11.211976,46.629662,191.249863,178.682907
279,8.481486060122112,36.279,4.997,2.995,0.819,0.142,0.581,0.551,0.499,0.506,0.3,0.189,0.523,0.386,0.265,0.537,0.414,0.484,0.401,0.328,304.912,0.544,0.332,0.391,0.42,0.404,7.0,0.000497,8.514,5.259,1.0,0.626539,4.36945361,70.816284,161.250961,121.039261
280,8.647817481888637,44.146,4.533,0.974,0.889,0.14,0.525,0.301,0.388,0.507,0.144,0.111,0.491,0.188,0.18,0.486,0.219,0.497,0.187,0.269,247.51,0.405,0.254,0.286,0.307,0.318,5.0,0.000465,8.892,4.972,1.0,0.685081,3.4040255,72.253662,153.204254,119.213173
281,8.387216143280265,35.026,7.485,1.24,0.801,0.143,0.646,0.496,0.411,0.583,0.314,0.139,0.594,0.35,0.219,0.62,0.35,0.542,0.429,0.249,314.903,0.517,0.345,0.387,0.408,0.407,8.0,0.0004533,8.213,5.52,1.0,0.630233,7.42055477,106.964142,162.113556,337.0896
282,8.267606240177031,42.418,4.152,1.89,0.875,0.141,0.61,0.331,0.388,0.498,0.185,0.177,0.535,0.215,0.25,0.549,0.246,0.507,0.222,0.274,264.134,0.443,0.287,0.333,0.358,0.334,8.0,0.0005334,8.975,5.782,1.0,0.653466,2.4876674,86.310867,196.3573,115.57576
283,8.221848749616356,43.053,4.596,1.315,0.879,0.143,0.633,0.335,0.36,0.516,0.278,0.092,0.555,0.254,0.17,0.57,0.264,0.571,0.276,0.214,260.569,0.443,0.295,0.326,0.347,0.354,6.0,0.0004425,8.976,5.883,1.0,0.66014,6.7270514,65.890671,177.936737,138.427734
284,8.494850021680094,35.41,4.558,1.334,0.857,0.14,0.502,0.526,0.372,0.468,0.331,0.113,0.453,0.367,0.186,0.449,0.402,0.495,0.378,0.235,214.707,0.466,0.304,0.335,0.358,0.369,6.0,0.0005112,9.045,5.139,1.0,0.620807,4.31264344,59.038559,206.22348,141.833328
285,8.522878745280337,52.289,2.726,1.441,0.926,0.143,0.574,0.399,0.388,0.476,0.305,0.145,0.497,0.286,0.204,0.507,0.287,0.505,0.358,0.284,221.783,0.454,0.309,0.329,0.343,0.382,8.0,0.0004575,8.37,5.721,1.0,0.712956,7.17847161,77.893509,174.005707,108.415382
286,8.638272163982407,39.855,9.991,1.332,0.779,0.14,0.597,0.435,0.457,0.624,0.206,0.12,0.572,0.282,0.224,0.565,0.311,0.585,0.312,0.241,464.586,0.496,0.317,0.359,0.386,0.379,8.0,0.0004554,9.532,5.475,1.0,0.695047,3.47812135,63.949883,146.887054,131.250671
287,8.468521082957745,38.034,3.237,2.624,0.866,0.143,0.584,0.45,0.351,0.537,0.272,0.13,0.545,0.315,0.203,0.566,0.344,0.516,0.389,0.184,231.381,0.462,0.313,0.354,0.38,0.363,11.0,0.0005251,8.258,5.634,1.0,0.635096,3.70761411,63.448845,188.265976,116.444099
288,8.698970004336019,33.601,3.893,1.225,0.868,0.141,0.509,0.554,0.376,0.577,0.291,0.162,0.501,0.373,0.216,0.485,0.43,0.58,0.387,0.245,176.765,0.479,0.343,0.363,0.388,0.404,5.0,0.0004673,8.295,5.279,1.0,0.626014,6.24283038,56.9035,144.381042,120.797493
289,8.920818753952375,39.991,5.334,0.742,0.868,0.145,0.596,0.509,0.377,0.663,0.239,0.089,0.583,0.322,0.161,0.574,0.353,0.607,0.383,0.222,246.946,0.494,0.331,0.355,0.376,0.404,11.0,0.0004756,7.915,5.421,1.0,0.678674,6.7752624,53.822948,166.22905,103.147751
290,8.522878745280337,36.509,3.4,1.75,0.876,0.145,0.587,0.457,0.414,0.613,0.192,0.135,0.559,0.277,0.207,0.554,0.323,0.613,0.264,0.246,193.96,0.486,0.313,0.348,0.375,0.374,8.0,0.0004795,8.233,5.614,1.0,0.637754,5.81171023,67.701698,159.026062,105.395157
291,8.886056647693163,32.834,2.794,2.492,0.861,0.147,0.578,0.481,0.459,0.627,0.191,0.183,0.559,0.271,0.263,0.555,0.357,0.613,0.319,0.229,180.522,0.506,0.334,0.364,0.405,0.387,7.0,0.0004167,7.523,5.389,1.0,0.611924,3.80571867,79.137985,119.066017,114.703339
292,8.337242168318426,36.064,5.296,0.721,0.857,0.142,0.522,0.525,0.323,0.664,0.355,0.098,0.547,0.369,0.14,0.516,0.374,0.647,0.477,0.187,220.838,0.457,0.373,0.352,0.352,0.437,11.0,0.0005123,8.863,5.897,1.0,0.671393,4.2545995,85.539078,158.740753,136.081894
293,7.920818753952375,41.847,3.927,1.475,0.886,0.141,0.532,0.387,0.318,0.662,0.21,0.15,0.541,0.255,0.168,0.499,0.284,0.633,0.335,0.358,231.856,0.412,0.341,0.322,0.32,0.442,9.0,0.0004739,9.284,6.064,1.0,0.707266,4.98522292,74.39344,137.904877,134.690491
294,7.552841968657781,34.213,5.334,1.617,0.831,0.144,0.551,0.505,0.302,0.657,0.292,0.094,0.549,0.334,0.147,0.524,0.345,0.591,0.475,0.181,246.438,0.453,0.347,0.344,0.349,0.416,12.0,0.0004565,8.605,6.154,1.0,0.645282,4.27507867,71.941963,129.142715,158.597855
295,7.337242168318426,36.279,5.072,1.227,0.852,0.142,0.551,0.352,0.4,0.636,0.149,0.203,0.548,0.219,0.219,0.523,0.25,0.591,0.236,0.436,234.747,0.434,0.329,0.329,0.333,0.421,9.0,0.0004837,8.7,5.679,1.0,0.657813,11.4341097,90.623016,182.53125,120.137192
296,8.221848749616356,32.691,5.26,0.664,0.847,0.145,0.604,0.375,0.373,0.736,0.355,0.118,0.594,0.316,0.166,0.551,0.268,0.844,0.421,0.24,197.164,0.45,0.403,0.359,0.338,0.502,6.0,0.0005104,7.717,4.434,1.0,0.633063,5.57065534,48.777458,124.205627,99.037918
297,7.173925197299173,27.273,3.399,1.047,0.86,0.148,0.609,0.416,0.495,0.74,0.319,0.335,0.595,0.288,0.32,0.542,0.281,0.898,0.377,0.504,124.792,0.507,0.465,0.401,0.376,0.593,8.0,0.0004999,6.966,4.896,1.0,0.570519,9.25935634,64.04303,181.998901,184.980118
298,6.08196966321512,24.247,1.889,1.356,0.882,0.152,0.581,0.436,0.385,0.648,0.271,0.164,0.593,0.296,0.212,0.575,0.307,0.673,0.414,0.318,81.236,0.467,0.361,0.367,0.368,0.468,8.0,0.000485,6.671,4.567,1.0,0.527332,4.12841,41.818493,95.672592,109.306496
299,7.795880017344075,27.902,2.764,1.836,0.858,0.15,0.545,0.438,0.443,0.549,0.262,0.227,0.51,0.286,0.272,0.499,0.307,0.604,0.41,0.333,133.405,0.475,0.346,0.356,0.369,0.449,5.0,0.0004429,6.403,4.366,1.0,0.559421,1.98142287,42.089851,85.115425,102.601013
300,8.09151498112135,27.26,2.254,1.514,0.879,0.149,0.589,0.419,0.448,0.586,0.19,0.171,0.569,0.24,0.251,0.566,0.278,0.636,0.332,0.284,106.132,0.485,0.316,0.353,0.381,0.417,5.0,0.0004921,6.77,4.501,1.0,0.543894,4.95689505,60.808823,156.457413,101.408371
301,8.67778070526608,31.935,4.139,1.261,0.855,0.145,0.632,0.457,0.384,0.682,0.225,0.122,0.615,0.297,0.199,0.592,0.34,0.69,0.37,0.241,177.679,0.491,0.343,0.37,0.392,0.434,6.0,0.0005058,7.412,4.433,1.0,0.606733,5.00438641,60.70718,135.774155,112.394913
302,6.543633966870957,26.008,3.681,1.082,0.845,0.149,0.585,0.502,0.354,0.631,0.24,0.09,0.578,0.318,0.154,0.559,0.365,0.654,0.356,0.209,127.876,0.48,0.32,0.35,0.373,0.406,7.0,0.0004751,6.266,4.24,1.0,0.549454,9.41171466,30.752048,143.943039,77.181381
