mol_id,PKI,0,1,2,3,5,8,9,10,19,20,21,30,31,32,52,53,74,75,76,84,100,101,102,104,106,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
651,5.3872161432802645,29.488,5.237,1.992,0.803,0.142,0.457,0.358,0.397,0.628,0.22,0.41,0.449,0.269,0.318,0.369,0.287,0.89,0.319,0.258,223.606,0.404,0.42,0.346,0.328,0.489,7.0,0.000455,8.654,5.371,1.0,0.635564,4.10891447,72.444077,147.824051,123.374168
652,5.1487416512809245,21.214,9.898,3.927,0.605,0.141,0.457,0.342,0.442,0.649,0.229,0.278,0.462,0.248,0.337,0.386,0.262,0.984,0.226,0.31,332.154,0.414,0.386,0.349,0.329,0.507,6.0,0.0005077,9.356,5.325,1.0,0.601536,2.30371225,69.533745,144.504715,162.073822
666,7.744727494896693,23.279,3.97,2.188,0.791,0.146,0.543,0.479,0.405,0.617,0.217,0.587,0.514,0.293,0.367,0.437,0.335,0.963,0.21,0.393,152.034,0.476,0.474,0.391,0.392,0.522,3.0,0.0004951,8.04,4.334,1.0,0.54669,3.17937125,75.903114,124.663498,74.449951
667,5.853871964321762,24.298,2.325,1.004,0.879,0.153,0.564,0.466,0.363,0.566,0.24,0.138,0.524,0.28,0.199,0.532,0.337,0.581,0.292,0.232,83.222,0.465,0.315,0.334,0.366,0.368,4.0,0.0004638,6.26,4.113,1.0,0.505952,1.7811464,35.877087,120.402725,64.811249
668,4.950781977329818,30.801,1.793,1.085,0.915,0.152,0.576,0.362,0.32,0.576,0.181,0.112,0.534,0.231,0.17,0.522,0.26,0.57,0.322,0.217,90.614,0.419,0.29,0.312,0.33,0.37,5.0,0.0004651,6.145,3.415,1.0,0.568868,3.01602009,43.171829,92.567673,35.468109
669,6.886056647693163,39.51,10.946,1.769,0.757,0.139,0.508,0.376,0.437,0.46,0.26,0.133,0.43,0.329,0.209,0.404,0.352,0.491,0.356,0.225,521.73,0.44,0.284,0.323,0.336,0.357,5.0,0.0004443,9.692,4.212,1.0,0.689669,3.06076581,109.175224,223.610672,165.317688
670,6.886056647693163,31.283,4.484,1.525,0.839,0.149,0.591,0.355,0.421,0.612,0.342,0.094,0.532,0.321,0.191,0.505,0.356,0.614,0.365,0.211,194.825,0.456,0.349,0.348,0.365,0.397,5.0,0.0004831,7.736,4.052,1.0,0.603138,4.35298581,77.290588,201.03421,102.227303
671,6.721246399047171,30.646,6.607,1.537,0.79,0.147,0.636,0.4,0.376,0.518,0.239,0.106,0.527,0.29,0.181,0.508,0.313,0.61,0.325,0.184,259.71,0.471,0.287,0.333,0.349,0.373,6.0,0.0004772,7.845,5.056,1.0,0.57888,6.59356355,87.856834,240.591583,104.80481
672,6.721246399047171,22.325,4.579,2.073,0.77,0.151,0.521,0.37,0.348,0.413,0.261,0.183,0.424,0.291,0.217,0.411,0.308,0.444,0.385,0.221,157.983,0.413,0.286,0.311,0.321,0.35,6.0,0.0004535,7.58,4.755,1.0,0.498435,3.43948682,101.591278,236.326843,76.922691
673,6.494850021680094,29.423,2.552,1.542,0.878,0.154,0.585,0.413,0.409,0.705,0.15,0.101,0.57,0.224,0.198,0.546,0.264,0.653,0.257,0.218,124.391,0.469,0.318,0.33,0.352,0.376,4.0,0.0004969,7.448,3.857,1.0,0.588475,3.67719277,68.029823,116.127686,83.293098
674,6.468521082957745,40.694,2.668,1.485,0.907,0.149,0.627,0.408,0.321,0.505,0.293,0.113,0.55,0.28,0.158,0.541,0.337,0.601,0.26,0.144,172.991,0.452,0.304,0.329,0.35,0.335,6.0,0.0004781,7.391,4.025,1.0,0.630005,2.59354423,57.247326,178.602371,99.147781
675,6.455931955649724,34.286,6.028,1.47,0.821,0.146,0.577,0.374,0.362,0.614,0.567,0.082,0.512,0.355,0.154,0.446,0.269,0.719,0.931,0.15,265.958,0.437,0.421,0.34,0.308,0.6,3.0,0.000503,8.407,3.963,1.0,0.653969,7.82593622,89.040123,190.683975,108.106071
676,6.292429823902063,28.771,4.972,1.366,0.819,0.149,0.652,0.405,0.418,0.711,0.578,0.081,0.607,0.384,0.179,0.593,0.417,0.685,0.448,0.215,189.141,0.492,0.457,0.39,0.411,0.449,7.0,0.0005039,8.252,3.991,1.0,0.599707,7.58180024,67.187141,177.511398,97.894218
678,5.619788758288394,28.841,2.977,1.895,0.855,0.152,0.647,0.421,0.378,0.714,0.404,0.099,0.598,0.318,0.174,0.526,0.31,0.976,0.354,0.144,146.144,0.482,0.405,0.363,0.354,0.491,6.0,0.0004794,7.335,4.064,1.0,0.58398,5.98132493,56.057072,184.605682,108.327347
679,5.581698708680254,22.633,5.316,2.083,0.754,0.147,0.529,0.399,0.413,0.404,0.241,0.184,0.415,0.31,0.24,0.407,0.345,0.475,0.315,0.262,178.536,0.447,0.276,0.322,0.342,0.351,5.0,0.0004943,7.52,4.963,1.0,0.505964,3.9588551,90.793427,241.568481,101.09465
680,5.391473966422806,20.869,4.314,1.195,0.791,0.153,0.527,0.525,0.471,0.424,0.551,0.118,0.43,0.451,0.21,0.411,0.498,0.479,0.462,0.238,120.114,0.508,0.364,0.364,0.393,0.393,8.0,0.0004902,6.276,5.169,1.0,0.484008,2.76233755,74.921837,188.921967,47.972652
681,5.326979092871103,29.452,2.073,1.457,0.893,0.156,0.564,0.404,0.392,0.699,0.395,0.062,0.562,0.309,0.166,0.544,0.373,0.638,0.359,0.223,106.979,0.453,0.385,0.346,0.37,0.406,5.0,0.0004941,6.446,3.857,1.0,0.591237,5.42623351,70.586906,173.758774,59.187954
682,5.229147988357856,28.168,4.539,2.03,0.811,0.15,0.666,0.365,0.363,0.646,0.34,0.142,0.593,0.319,0.199,0.584,0.352,0.669,0.385,0.215,194.26,0.464,0.376,0.371,0.382,0.423,4.0,0.0004847,7.809,4.025,1.0,0.574958,6.84058837,87.021759,184.137665,100.249077
683,5.199282921717615,33.039,2.498,1.646,0.889,0.152,0.578,0.38,0.437,0.49,0.119,0.146,0.496,0.202,0.222,0.476,0.245,0.552,0.221,0.247,141.0,0.465,0.252,0.307,0.33,0.34,4.0,0.0005401,7.282,4.077,1.0,0.569981,2.55838381,57.990604,116.69928,88.214806
684,8.0,21.369,5.859,2.71,0.714,0.148,0.475,0.319,0.469,0.384,0.561,0.176,0.385,0.32,0.26,0.39,0.246,0.398,0.91,0.241,198.971,0.421,0.374,0.322,0.316,0.516,6.0,0.0004629,8.161,5.068,1.0,0.5326,3.16125597,113.086807,247.223633,86.832245
685,8.0,31.046,8.824,1.246,0.755,0.145,0.542,0.334,0.408,0.563,0.37,0.146,0.476,0.285,0.201,0.452,0.235,0.612,0.464,0.258,323.653,0.428,0.36,0.321,0.311,0.445,6.0,0.0004636,8.473,6.108,1.0,0.636445,2.97472275,92.135818,301.19281,129.203583
686,8.0,38.963,7.754,1.846,0.802,0.142,0.524,0.37,0.489,0.46,0.259,0.106,0.449,0.287,0.208,0.428,0.291,0.512,0.345,0.24,388.338,0.461,0.275,0.315,0.329,0.366,4.0,0.0004661,9.28,5.103,1.0,0.66142,5.71469266,90.758766,208.03418,113.921104
687,8.0,30.516,10.086,1.633,0.723,0.142,0.512,0.379,0.444,0.522,0.181,0.114,0.454,0.253,0.207,0.432,0.294,0.503,0.237,0.224,374.086,0.445,0.272,0.305,0.332,0.321,2.0,0.0004868,8.65,4.734,1.0,0.620278,3.04479488,61.700535,274.720306,111.742912
688,8.0,31.135,10.739,1.899,0.711,0.143,0.584,0.357,0.361,0.519,0.231,0.151,0.506,0.272,0.19,0.508,0.293,0.523,0.307,0.194,413.871,0.434,0.3,0.323,0.338,0.341,5.0,0.0004912,9.149,4.969,1.0,0.626133,4.50173819,72.057327,290.381561,130.56871
689,7.698970004336019,22.129,7.823,2.024,0.692,0.145,0.585,0.449,0.376,0.643,0.213,0.176,0.503,0.309,0.224,0.447,0.347,0.859,0.241,0.197,233.753,0.47,0.344,0.345,0.352,0.432,4.0,0.0004817,8.007,6.282,1.0,0.561181,4.55258686,77.373383,244.089951,114.840439
690,7.698970004336019,32.502,9.078,1.591,0.753,0.144,0.548,0.337,0.44,0.49,0.187,0.128,0.465,0.239,0.214,0.436,0.26,0.533,0.266,0.248,361.234,0.442,0.268,0.306,0.322,0.349,6.0,0.0004546,8.738,4.962,1.0,0.620032,4.31704983,88.594345,227.150177,110.025574
691,7.397940008672037,21.615,7.52,2.565,0.682,0.146,0.579,0.45,0.434,0.629,0.221,0.305,0.51,0.304,0.289,0.453,0.347,0.825,0.239,0.31,237.286,0.488,0.385,0.368,0.362,0.458,4.0,0.0004553,7.838,4.961,1.0,0.55741,5.04911974,84.917137,213.166962,93.325256
692,7.301029995663981,32.888,4.69,1.658,0.838,0.147,0.542,0.293,0.432,0.497,0.47,0.126,0.454,0.31,0.208,0.445,0.345,0.492,0.348,0.209,216.552,0.422,0.365,0.324,0.351,0.35,7.0,0.0004376,8.884,4.868,1.0,0.613256,3.73680891,85.583237,260.164154,87.6418
693,7.301029995663981,21.873,7.35,2.408,0.692,0.145,0.65,0.479,0.418,0.473,0.296,0.19,0.525,0.377,0.237,0.53,0.397,0.577,0.432,0.224,231.139,0.516,0.319,0.38,0.408,0.411,6.0,0.0004481,8.046,5.757,1.0,0.512666,9.05120311,55.368496,214.969955,114.095596
694,7.221848749616356,29.648,6.08,1.945,0.787,0.147,0.638,0.329,0.359,0.606,0.275,0.15,0.554,0.273,0.195,0.533,0.302,0.615,0.3,0.198,249.742,0.442,0.344,0.341,0.35,0.371,7.0,0.0005039,8.194,4.996,1.0,0.593917,7.30427172,64.663269,213.645828,82.767967
695,7.154901959985743,32.682,6.826,1.92,0.789,0.145,0.555,0.312,0.386,0.528,0.278,0.092,0.475,0.25,0.181,0.438,0.227,0.601,0.371,0.17,298.911,0.418,0.3,0.302,0.3,0.381,5.0,0.0004786,8.619,5.169,1.0,0.625041,5.49710402,80.691483,242.713593,108.746666
696,7.154901959985743,28.863,5.643,2.193,0.786,0.147,0.625,0.315,0.377,0.625,0.367,0.235,0.548,0.297,0.244,0.546,0.338,0.585,0.326,0.249,238.543,0.439,0.409,0.363,0.383,0.387,7.0,0.0004832,8.706,4.935,1.0,0.591726,5.60198061,63.605808,243.568085,91.724892
697,7.096910013008056,32.089,6.842,1.982,0.784,0.145,0.615,0.401,0.522,0.51,0.262,0.179,0.517,0.304,0.273,0.5,0.313,0.57,0.352,0.272,296.708,0.513,0.317,0.364,0.38,0.398,8.0,0.0004935,8.525,5.783,1.0,0.598725,4.98343212,100.297859,215.094055,106.671875
698,6.958607314841775,33.868,7.238,1.565,0.794,0.145,0.609,0.36,0.297,0.509,0.211,0.103,0.516,0.266,0.156,0.497,0.287,0.591,0.293,0.166,309.486,0.422,0.275,0.313,0.326,0.35,6.0,0.0005127,8.772,5.062,1.0,0.611346,7.08901605,91.721413,234.843002,96.773155
699,6.958607314841775,32.177,8.776,1.396,0.76,0.144,0.537,0.339,0.317,0.504,0.204,0.097,0.459,0.264,0.148,0.445,0.297,0.505,0.274,0.178,339.556,0.397,0.268,0.29,0.309,0.319,6.0,0.0004748,7.981,5.995,1.0,0.621981,5.54957298,87.827538,286.418243,94.417458
700,6.886056647693163,35.217,6.169,1.837,0.815,0.145,0.567,0.356,0.464,0.512,0.222,0.156,0.472,0.255,0.26,0.446,0.268,0.541,0.286,0.268,293.302,0.463,0.297,0.329,0.346,0.365,5.0,0.0004922,8.977,6.106,1.0,0.627432,6.08468024,87.123726,251.547028,114.055527
701,6.823908740944319,32.99,8.391,1.869,0.763,0.145,0.549,0.304,0.351,0.592,0.287,0.093,0.488,0.254,0.165,0.451,0.225,0.652,0.387,0.16,354.151,0.401,0.324,0.303,0.295,0.4,5.0,0.0004845,8.797,6.354,1.0,0.651437,7.79044305,91.37957,241.028519,138.923798
702,6.6020599913279625,27.71,8.691,2.212,0.718,0.141,0.59,0.465,0.385,0.447,0.328,0.319,0.483,0.364,0.274,0.486,0.364,0.514,0.345,0.377,321.336,0.48,0.365,0.374,0.377,0.412,7.0,0.0004952,9.399,5.041,1.0,0.575873,7.86599602,93.595314,226.730392,151.311783
703,6.292429823902063,32.761,10.576,1.376,0.733,0.143,0.593,0.362,0.415,0.499,0.175,0.123,0.495,0.243,0.201,0.478,0.263,0.53,0.253,0.217,406.095,0.457,0.266,0.313,0.328,0.334,6.0,0.000498,8.798,5.029,1.0,0.612392,5.05908909,110.96936,217.327164,99.75235
704,6.187086643357144,20.099,8.769,1.964,0.652,0.145,0.611,0.462,0.348,0.574,0.261,0.204,0.505,0.341,0.235,0.506,0.341,0.671,0.262,0.224,232.954,0.474,0.346,0.36,0.367,0.386,7.0,0.000469,8.358,4.868,1.0,0.543086,3.26219295,80.954742,293.267822,99.849762
705,6.142667503568731,33.572,7.428,2.003,0.781,0.141,0.568,0.351,0.347,0.469,0.219,0.115,0.467,0.264,0.176,0.452,0.275,0.517,0.284,0.222,331.47,0.422,0.268,0.302,0.312,0.341,7.0,0.0004867,8.386,5.209,1.0,0.605895,5.92656075,77.501106,219.011169,112.187958
706,6.055517327849832,32.565,5.86,1.424,0.817,0.147,0.561,0.326,0.453,0.558,0.306,0.11,0.486,0.283,0.204,0.455,0.316,0.57,0.328,0.236,245.519,0.447,0.324,0.324,0.342,0.378,7.0,0.0004628,8.557,5.818,1.0,0.616022,6.44562219,93.572205,245.758362,94.797417
707,9.0,39.669,9.856,1.678,0.775,0.139,0.505,0.278,0.422,0.414,0.448,0.129,0.41,0.275,0.201,0.421,0.209,0.405,0.636,0.196,474.067,0.402,0.33,0.295,0.295,0.412,10.0,0.0004933,9.506,6.424,1.0,0.692256,6.18638248,109.858932,309.061157,191.667389
708,8.698970004336019,40.685,8.346,1.625,0.803,0.139,0.52,0.35,0.426,0.447,0.406,0.187,0.424,0.331,0.234,0.409,0.277,0.507,0.486,0.211,419.265,0.432,0.347,0.33,0.317,0.402,5.0,0.000456,9.571,6.691,1.0,0.683649,6.47277134,91.393639,293.395416,223.468384
709,8.096910013008056,33.713,8.965,1.955,0.755,0.142,0.541,0.296,0.359,0.44,0.503,0.132,0.438,0.294,0.182,0.452,0.219,0.476,0.678,0.23,385.702,0.399,0.358,0.304,0.295,0.461,10.0,0.0004622,9.452,6.04,1.0,0.641124,3.1361521,78.622223,341.896118,121.993134
710,8.096910013008056,39.038,9.1,1.473,0.787,0.14,0.497,0.3,0.39,0.428,0.439,0.104,0.409,0.294,0.181,0.414,0.231,0.428,0.576,0.174,426.171,0.396,0.324,0.294,0.294,0.393,8.0,0.0004764,9.525,6.175,1.0,0.681005,3.33205434,88.547943,323.941284,148.665512
711,8.221848749616356,36.706,9.864,1.921,0.757,0.14,0.518,0.304,0.363,0.391,0.506,0.114,0.409,0.306,0.187,0.413,0.23,0.467,0.656,0.185,451.536,0.395,0.337,0.301,0.291,0.436,6.0,0.0004927,10.146,6.867,1.0,0.664443,9.47647991,90.757629,272.709106,237.048737
712,8.070581074285707,23.788,9.541,2.338,0.667,0.142,0.556,0.422,0.368,0.562,0.403,0.22,0.472,0.365,0.253,0.434,0.318,0.759,0.403,0.232,304.888,0.449,0.395,0.364,0.343,0.465,6.0,0.0005049,9.193,6.053,1.0,0.572831,6.1414528,56.545944,295.998291,143.288651
713,7.903089986991944,37.576,8.064,2.003,0.789,0.141,0.569,0.371,0.352,0.496,0.395,0.117,0.468,0.356,0.187,0.456,0.294,0.577,0.427,0.206,394.435,0.43,0.336,0.337,0.327,0.403,6.0,0.0005004,9.712,6.207,1.0,0.659559,6.14374165,85.987206,262.253448,169.156143
714,7.886056647693163,29.098,9.302,2.032,0.72,0.142,0.592,0.418,0.374,0.588,0.301,0.229,0.512,0.334,0.229,0.473,0.327,0.762,0.285,0.245,348.681,0.462,0.373,0.358,0.345,0.431,6.0,0.0005051,8.684,6.703,1.0,0.61894,7.37380678,108.048737,269.716248,177.261368
715,7.769551078621726,32.194,8.622,1.675,0.758,0.144,0.587,0.383,0.369,0.575,0.293,0.112,0.498,0.313,0.178,0.46,0.288,0.757,0.295,0.219,345.936,0.446,0.327,0.33,0.321,0.424,6.0,0.0004938,9.147,6.642,1.0,0.638687,6.98841486,86.638268,263.322662,119.747177
716,7.744727494896693,40.176,8.068,1.846,0.802,0.141,0.522,0.365,0.381,0.47,0.382,0.1,0.43,0.335,0.181,0.408,0.284,0.523,0.484,0.184,413.215,0.423,0.317,0.315,0.307,0.397,6.0,0.0004743,8.852,6.269,1.0,0.680978,4.78509238,100.41832,314.926514,132.312286
717,7.744727494896693,37.468,7.929,2.437,0.783,0.14,0.519,0.293,0.379,0.428,0.456,0.175,0.425,0.288,0.244,0.434,0.23,0.457,0.591,0.209,407.733,0.397,0.353,0.319,0.317,0.419,8.0,0.0004488,9.482,6.558,1.0,0.66597,7.10820188,87.744453,327.725433,207.877914
718,7.638272163982407,29.885,9.939,2.506,0.706,0.142,0.576,0.343,0.5,0.529,0.434,0.145,0.488,0.314,0.248,0.464,0.249,0.67,0.457,0.265,396.82,0.473,0.369,0.35,0.34,0.464,7.0,0.0004865,9.443,6.584,1.0,0.630154,9.32431899,75.756821,265.307129,179.280579
719,7.585026652029182,34.408,10.593,2.275,0.728,0.141,0.556,0.348,0.407,0.484,0.403,0.161,0.454,0.326,0.228,0.446,0.264,0.555,0.514,0.268,466.883,0.437,0.35,0.336,0.321,0.446,8.0,0.000503,9.754,6.248,1.0,0.656447,7.28886007,82.555038,253.298325,125.598969
721,7.508638306165727,33.096,7.55,1.569,0.784,0.146,0.572,0.341,0.425,0.599,0.365,0.097,0.503,0.299,0.187,0.446,0.252,0.754,0.353,0.195,313.625,0.446,0.354,0.33,0.314,0.434,6.0,0.0004685,8.537,6.481,1.0,0.647409,4.71852619,95.868484,281.49588,126.874809
724,7.346787486224656,36.386,9.687,1.864,0.759,0.141,0.507,0.321,0.474,0.457,0.493,0.139,0.426,0.315,0.229,0.404,0.238,0.505,0.652,0.228,438.367,0.434,0.363,0.323,0.309,0.462,9.0,0.0004854,9.751,6.585,1.0,0.679124,5.5001691,90.112762,263.041229,198.803375
725,7.2839966563652,39.166,8.985,1.581,0.788,0.14,0.51,0.311,0.354,0.443,0.429,0.083,0.42,0.302,0.16,0.408,0.229,0.483,0.583,0.186,428.036,0.392,0.319,0.294,0.282,0.417,6.0,0.0005087,10.028,6.291,1.0,0.679991,4.55217884,97.52932,276.209106,183.783081
726,7.251811972993799,32.195,5.91,2.045,0.802,0.145,0.607,0.449,0.48,0.559,0.501,0.224,0.506,0.402,0.263,0.467,0.334,0.69,0.597,0.412,268.193,0.512,0.428,0.39,0.366,0.567,8.0,0.0004751,8.117,6.268,1.0,0.616024,6.12903372,82.485275,240.406219,144.631989
727,7.200659450546418,33.064,10.506,1.95,0.726,0.141,0.552,0.377,0.42,0.534,0.34,0.116,0.469,0.328,0.198,0.438,0.295,0.662,0.379,0.22,432.353,0.45,0.33,0.332,0.328,0.42,6.0,0.0004972,9.338,6.179,1.0,0.649118,7.71463825,62.98011,278.135742,131.376755
728,6.920818753952375,31.493,7.783,1.982,0.763,0.145,0.58,0.307,0.352,0.61,0.237,0.12,0.51,0.235,0.182,0.46,0.212,0.763,0.28,0.175,322.942,0.413,0.323,0.309,0.296,0.406,6.0,0.0004995,8.489,6.18,1.0,0.633717,4.50798785,107.91568,228.066498,165.449402
729,6.795880017344075,26.65,9.044,2.811,0.692,0.142,0.53,0.368,0.395,0.483,0.493,0.23,0.455,0.349,0.256,0.447,0.254,0.553,0.678,0.27,341.359,0.431,0.402,0.353,0.328,0.5,6.0,0.0004802,8.606,5.175,1.0,0.606381,2.79263988,103.519157,205.046204,132.306732
730,6.480172006224281,33.547,5.996,1.541,0.817,0.145,0.576,0.41,0.478,0.632,0.596,0.159,0.513,0.395,0.23,0.439,0.306,0.748,0.91,0.235,262.074,0.488,0.462,0.379,0.343,0.631,5.0,0.0005007,8.823,5.036,1.0,0.65034,5.77060653,90.270576,201.290894,179.783997
731,6.3872161432802645,26.917,10.27,1.921,0.688,0.141,0.518,0.348,0.339,0.383,0.506,0.224,0.412,0.326,0.236,0.419,0.258,0.432,0.768,0.231,347.884,0.402,0.371,0.325,0.31,0.477,7.0,0.0004823,9.139,6.342,1.0,0.591096,2.82784851,99.443512,258.494659,146.372559
732,6.2644011003018205,32.401,6.688,1.953,0.789,0.145,0.612,0.373,0.393,0.627,0.453,0.115,0.542,0.34,0.198,0.485,0.282,0.748,0.417,0.188,293.038,0.459,0.398,0.36,0.333,0.451,6.0,0.000478,8.317,7.03,1.0,0.637674,9.31384485,83.147423,262.943665,133.146088
733,6.110698297493689,22.886,9.825,2.587,0.648,0.143,0.546,0.389,0.391,0.543,0.57,0.221,0.478,0.363,0.256,0.447,0.295,0.695,0.377,0.218,309.498,0.442,0.445,0.366,0.338,0.43,11.0,0.0005253,8.878,7.008,1.0,0.60263,9.73568808,77.36731,255.858353,113.38546
734,9.0,34.78,6.694,2.191,0.797,0.143,0.594,0.347,0.387,0.509,0.429,0.165,0.484,0.33,0.218,0.491,0.265,0.565,0.486,0.191,323.705,0.443,0.368,0.344,0.336,0.414,9.0,0.000467,8.823,6.325,1.0,0.632651,6.65599627,56.602318,329.575562,113.230492
735,9.0,37.72,8.3,1.911,0.787,0.142,0.528,0.357,0.372,0.496,0.475,0.089,0.449,0.351,0.172,0.438,0.286,0.514,0.528,0.153,401.004,0.419,0.353,0.324,0.32,0.398,10.0,0.0004983,9.377,6.867,1.0,0.67873,6.43376763,120.968254,295.092102,112.469536
736,8.698970004336019,34.841,8.918,1.633,0.768,0.141,0.556,0.322,0.313,0.492,0.471,0.088,0.468,0.317,0.149,0.469,0.256,0.518,0.578,0.134,382.186,0.397,0.35,0.311,0.306,0.41,12.0,0.0005139,9.974,6.731,1.0,0.655703,4.42776455,102.385406,296.640778,129.832321
737,8.522878745280337,34.579,9.429,2.03,0.751,0.142,0.592,0.36,0.404,0.511,0.454,0.126,0.494,0.343,0.205,0.48,0.268,0.597,0.488,0.164,415.409,0.452,0.364,0.348,0.333,0.416,6.0,0.0004791,9.386,7.035,1.0,0.654364,9.05241253,112.883644,260.715179,173.972382
739,8.154901959985743,30.278,5.465,1.854,0.805,0.148,0.576,0.392,0.418,0.674,0.42,0.11,0.524,0.358,0.189,0.472,0.311,0.768,0.521,0.204,231.724,0.462,0.401,0.357,0.342,0.498,8.0,0.0004837,7.697,5.587,1.0,0.620701,3.57678645,58.601845,297.150391,94.599945
740,8.0,33.522,11.722,1.563,0.716,0.143,0.535,0.377,0.423,0.508,0.307,0.117,0.45,0.31,0.203,0.425,0.274,0.571,0.384,0.196,463.649,0.445,0.311,0.321,0.319,0.384,6.0,0.0005008,9.26,6.137,1.0,0.661171,4.92848402,70.294769,277.761169,119.252213
741,8.045757490560675,28.319,9.155,1.814,0.721,0.145,0.603,0.324,0.411,0.56,0.441,0.112,0.521,0.291,0.192,0.518,0.229,0.643,0.544,0.203,327.23,0.446,0.371,0.335,0.332,0.463,8.0,0.0004728,8.512,5.913,1.0,0.612119,4.33028553,86.038399,302.99173,108.738998
742,7.853871964321762,28.577,7.828,1.666,0.751,0.146,0.584,0.327,0.297,0.528,0.518,0.096,0.493,0.323,0.151,0.492,0.24,0.576,0.677,0.121,284.341,0.402,0.381,0.322,0.307,0.458,6.0,0.0004898,8.006,6.457,1.0,0.605048,7.73958485,68.496437,305.144012,95.668472
743,7.838631997765025,33.051,7.739,1.782,0.776,0.145,0.57,0.313,0.45,0.58,0.315,0.142,0.5,0.257,0.22,0.451,0.214,0.683,0.401,0.208,328.457,0.444,0.346,0.326,0.311,0.43,9.0,0.0004782,8.44,6.219,1.0,0.643631,6.57872809,71.160454,248.438583,131.493271
744,7.744727494896693,32.635,10.858,1.942,0.718,0.141,0.558,0.329,0.432,0.483,0.481,0.124,0.467,0.322,0.213,0.451,0.248,0.567,0.568,0.175,438.81,0.44,0.363,0.334,0.323,0.437,7.0,0.0004645,9.117,7.038,1.0,0.654597,5.85080109,69.564888,290.442078,125.370811
746,7.259637310505756,23.465,5.554,1.656,0.765,0.148,0.503,0.353,0.311,0.622,0.219,0.166,0.458,0.273,0.197,0.403,0.302,0.755,0.299,0.181,178.363,0.389,0.336,0.309,0.309,0.412,7.0,0.0004627,8.278,6.403,1.0,0.564109,4.11941725,91.324852,272.07428,110.280533
747,7.229147988357855,30.763,5.533,1.748,0.809,0.148,0.587,0.409,0.459,0.627,0.436,0.198,0.523,0.355,0.263,0.459,0.29,0.739,0.658,0.287,233.64,0.485,0.42,0.38,0.358,0.561,7.0,0.0004369,8.312,6.434,1.0,0.616428,8.0365434,75.320953,221.316833,115.021965
748,7.167491087293763,32.876,5.863,1.222,0.823,0.148,0.565,0.364,0.418,0.61,0.309,0.124,0.501,0.309,0.191,0.442,0.271,0.742,0.439,0.183,240.08,0.449,0.348,0.334,0.32,0.455,5.0,0.0004988,7.917,5.888,1.0,0.63299,8.11962999,80.831207,232.629501,105.583626
750,7.207608310501746,10.982,7.344,3.729,0.498,0.147,0.493,0.399,0.452,0.824,0.356,0.265,0.524,0.375,0.313,0.506,0.305,0.916,0.296,0.312,149.003,0.448,0.482,0.404,0.386,0.508,6.0,0.0005072,7.777,4.633,1.0,0.460137,7.70423468,77.233749,207.367676,105.010864
751,6.853871964321762,31.448,6.861,1.843,0.783,0.144,0.664,0.351,0.445,0.601,0.34,0.125,0.569,0.289,0.213,0.541,0.255,0.74,0.393,0.206,286.371,0.487,0.356,0.357,0.354,0.446,5.0,0.0004683,8.711,4.566,1.0,0.607228,7.55937405,64.812141,251.137985,111.624725
753,6.638272163982407,32.7,6.567,1.674,0.799,0.145,0.641,0.419,0.333,0.556,0.304,0.168,0.524,0.334,0.19,0.479,0.298,0.756,0.416,0.203,280.482,0.464,0.342,0.349,0.325,0.458,7.0,0.0004816,8.427,5.317,1.0,0.610519,8.3049484,81.671867,191.209183,127.257141
754,6.468521082957745,34.012,6.711,1.506,0.805,0.146,0.601,0.34,0.359,0.595,0.225,0.122,0.525,0.251,0.195,0.484,0.246,0.738,0.281,0.223,289.597,0.433,0.314,0.324,0.322,0.414,4.0,0.0004704,8.321,5.022,1.0,0.634947,11.560178,75.222221,219.946991,112.657753
756,6.337242168318426,29.393,7.545,1.881,0.757,0.146,0.56,0.341,0.436,0.596,0.248,0.183,0.503,0.254,0.232,0.449,0.239,0.684,0.349,0.296,291.24,0.446,0.342,0.329,0.318,0.443,4.0,0.0004907,8.42,5.056,1.0,0.614884,10.5089346,63.423714,236.30748,151.49707
757,6.318758762624412,24.52,6.984,1.719,0.738,0.147,0.533,0.416,0.403,0.537,0.452,0.206,0.448,0.391,0.249,0.421,0.32,0.663,0.585,0.249,225.404,0.451,0.399,0.363,0.344,0.499,6.0,0.0004839,8.107,4.773,1.0,0.561868,7.1850665,84.057381,180.302795,127.145157
758,6.130768280269024,33.386,6.361,2.33,0.793,0.144,0.641,0.341,0.392,0.617,0.271,0.151,0.566,0.268,0.228,0.535,0.241,0.777,0.341,0.26,304.964,0.458,0.346,0.354,0.346,0.459,5.0,0.0004925,8.568,4.707,1.0,0.630218,9.52444327,102.460846,230.662811,117.579353
759,6.031517051446065,29.366,8.514,0.875,0.758,0.147,0.552,0.375,0.43,0.57,0.239,0.16,0.485,0.272,0.215,0.438,0.267,0.661,0.292,0.278,283.161,0.452,0.323,0.324,0.32,0.41,6.0,0.0004875,8.079,4.961,1.0,0.612964,7.43366937,86.162758,206.43071,104.487679
760,5.920818753952375,26.643,7.173,2.312,0.737,0.144,0.605,0.367,0.382,0.55,0.315,0.22,0.492,0.319,0.243,0.469,0.265,0.729,0.428,0.232,269.293,0.452,0.362,0.351,0.336,0.463,6.0,0.0005097,8.653,5.249,1.0,0.570639,9.02333517,75.268181,252.34198,130.242599
