mol_id,PKI,0,1,2,3,5,8,9,10,20,21,32,75,76,100,101,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
124,5.251811972993799,542.444,123.252,55.531,0.752,0.144,0.7,0.231,0.096,0.092,0.069,0.087,0.117,0.107,0.342,0.346,8.0,0.2826069,8.367,4.602,1.051,0.655427,6.7243674,56.80658,127.688507,103.911377
125,6.301029995663981,134.232,12.413,3.737,0.893,0.14,0.178,0.386,0.393,0.297,0.321,0.337,0.348,0.348,0.319,0.257,8.0,0.4405858,7.477,4.299,1.038,0.446114,4.57145091,96.029503,226.270172,109.299034
126,5.309803919971486,16.532,6.006,2.848,0.651,0.141,0.422,0.44,0.309,0.334,0.125,0.175,0.404,0.171,0.39,0.288,7.0,0.4797069,8.371,4.533,1.049,0.478346,7.38126155,95.046585,125.454742,133.563385
127,5.651695136951839,193.208,7.503,2.38,0.951,0.146,0.747,0.554,0.325,0.55,0.158,0.203,0.583,0.234,0.542,0.545,6.0,0.4378401,7.927,4.386,1.022,0.494826,3.71842936,70.352814,94.838142,107.742432
128,6.013228265733755,204.883,26.765,6.035,0.862,0.149,0.291,0.087,0.084,0.086,0.001,0.007,0.079,0.012,0.154,0.126,4.0,0.2285214,7.199,3.047,1.013,0.541727,1.46789196,85.062469,71.396873,99.263565
129,7.522878745280337,321.62,102.573,3.722,0.752,0.145,0.692,0.528,0.459,0.646,0.274,0.28,0.681,0.343,0.56,0.51,4.0,0.2974734,8.528,4.078,1.059,0.57566,4.62164228,99.862389,140.774628,108.172691
130,7.397940008672037,333.794,151.17,7.829,0.677,0.144,0.427,0.575,0.331,0.687,0.226,0.272,0.692,0.224,0.444,0.47,7.0,0.2060066,9.375,6.152,1.033,0.655206,6.40271475,103.057541,150.848938,120.57814
131,6.6777807052660805,358.785,25.166,12.701,0.905,0.144,0.669,0.028,0.389,0.126,0.002,0.032,0.012,0.158,0.362,0.269,6.0,0.1965517,9.2,6.355,1.037,0.553609,8.10251655,79.881165,118.033371,117.606926
132,7.397940008672037,376.546,142.552,3.757,0.72,0.145,0.605,0.621,0.489,0.671,0.411,0.352,0.672,0.489,0.572,0.544,3.0,0.248789,9.102,3.942,1.012,0.588995,3.74794382,88.621117,119.148651,116.654861
134,6.958607314841775,87.76,8.392,2.137,0.893,0.144,0.201,0.474,0.317,0.366,0.193,0.215,0.38,0.229,0.331,0.247,7.0,0.251015,8.068,6.086,1.027,0.485952,4.31085603,77.464058,137.398102,97.253166
135,7.221848749616356,234.473,119.701,5.992,0.651,0.141,0.215,0.653,0.414,0.633,0.431,0.363,0.479,0.599,0.427,0.417,5.0,0.2878765,8.379,2.947,1.022,0.618633,4.56250358,117.090225,149.478378,96.586746
136,7.154901959985743,318.411,124.965,6.733,0.707,0.144,0.814,0.278,0.283,0.715,0.156,0.219,1.017,0.186,0.458,0.566,6.0,0.2497131,8.826,3.013,1.029,0.619549,4.14624582,86.450211,143.74939,105.82695
137,7.154901959985743,275.613,139.99,2.627,0.659,0.143,0.344,0.228,0.326,0.155,0.213,0.222,0.192,0.224,0.299,0.311,5.0,0.2700713,8.894,4.018,1.021,0.54789,1.10796764,70.214005,95.45652,68.574532
139,6.251811972993799,193.235,15.535,7.751,0.892,0.144,0.232,0.303,0.364,0.451,0.502,0.358,0.711,0.674,0.3,0.402,4.0,0.2260537,9.016,2.913,1.034,0.60774,5.12021966,128.098557,99.233467,108.469818
140,7.522878745280337,21.815,13.382,8.552,0.499,0.143,0.061,0.245,0.305,0.482,0.492,0.273,0.656,0.659,0.203,0.363,5.0,0.2356601,8.904,5.156,1.014,0.588549,1.94845154,99.097,136.924286,173.309753
142,6.309803919971486,171.107,90.705,16.708,0.614,0.139,0.464,0.084,0.406,0.023,0.396,0.358,0.038,0.391,0.318,0.276,8.0,0.2533727,9.259,5.234,1.011,0.597972,2.70309507,77.421883,132.275269,128.166672
143,6.455931955649724,20.927,11.297,1.614,0.618,0.143,0.456,0.348,0.34,0.249,0.179,0.209,0.306,0.26,0.381,0.294,5.0,0.1856927,8.674,5.123,1.02,0.556837,2.27083801,107.330482,158.750275,126.234009
144,6.795880017344075,18.259,8.227,1.496,0.653,0.147,0.437,0.353,0.367,0.598,0.232,0.237,0.706,0.302,0.385,0.45,2.0,0.3101175,8.06,2.693,1.028,0.563758,2.78630671,101.5839,130.420929,136.836594
145,6.267606240177032,12.154,10.474,3.253,0.47,0.149,0.384,0.427,0.408,0.536,0.249,0.268,0.622,0.272,0.407,0.484,4.0,0.286656,8.56,2.612,1.033,0.545896,3.53159506,61.676804,84.786613,118.112137
146,7.522878745280337,245.144,12.817,1.91,0.943,0.144,0.836,0.447,0.364,0.739,0.2,0.225,1.107,0.26,0.549,0.563,3.0,0.3267559,8.041,3.262,1.027,0.559034,6.40371644,129.316696,128.010239,121.0784
147,7.154901959985743,232.458,19.332,2.162,0.915,0.144,0.33,0.421,0.446,0.554,0.184,0.236,0.646,0.275,0.399,0.386,4.0,0.2654763,8.46,3.114,1.023,0.593939,1.4716556,71.947266,143.643143,90.459991
148,8.0,66.795,19.13,8.066,0.711,0.144,0.057,0.425,0.316,0.577,0.51,0.313,0.693,0.728,0.266,0.384,5.0,0.3187976,8.922,2.88,1.023,0.607823,4.41431978,80.738174,148.52533,135.100601
149,6.251811972993799,12.114,8.329,3.042,0.516,0.147,0.503,0.409,0.432,0.255,0.22,0.272,0.371,0.301,0.448,0.348,4.0,0.20555,7.44,2.947,1.015,0.466173,2.232043,80.291374,119.77739,84.477356
150,7.301029995663981,136.067,22.245,8.194,0.817,0.142,0.097,0.564,0.296,0.61,0.361,0.314,0.682,0.351,0.319,0.368,3.0,0.1755661,9.118,3.047,1.017,0.657364,4.34101731,127.45961,102.250137,127.336197
151,6.958607314841775,21.165,15.687,7.702,0.475,0.145,0.156,0.05,0.354,0.518,0.001,0.008,0.512,0.005,0.187,0.386,4.0,0.2783132,8.162,2.98,1.029,0.582927,5.39962246,90.038132,113.68708,83.664444
155,6.585026652029182,107.076,49.152,4.162,0.668,0.148,0.125,0.046,0.432,0.033,0.32,0.339,0.01,0.355,0.201,0.138,5.0,0.2941293,7.18,4.337,1.057,0.424597,3.3413136,84.679558,111.803024,130.819443
156,6.508638306165727,9.264,3.5,2.644,0.601,0.152,0.456,0.6,0.459,0.402,0.332,0.388,0.518,0.47,0.505,0.371,6.0,0.47233,6.083,4.641,1.053,0.369548,5.50923028,48.066216,116.366638,90.769455
158,7.045757490560675,215.473,7.149,2.55,0.957,0.148,0.284,0.461,0.392,0.501,0.278,0.311,0.431,0.37,0.379,0.32,8.0,0.3060297,7.007,4.104,1.044,0.439821,5.00570078,56.049953,148.13353,105.942619
159,5.586700235918748,14.265,3.586,2.38,0.705,0.146,0.543,0.517,0.435,0.418,0.442,0.356,0.552,0.434,0.499,0.429,5.0,0.395882,6.949,4.371,1.042,0.419702,4.85119683,74.525322,170.398132,105.026932
160,7.522878745280337,16.371,4.432,1.487,0.734,0.149,0.465,0.556,0.38,0.289,0.504,0.308,0.462,0.408,0.467,0.409,6.0,0.2387516,7.441,4.069,1.037,0.452457,5.5816354,61.862568,996.189026,94.243408
162,7.096910013008056,303.691,7.896,1.948,0.969,0.147,0.593,0.406,0.453,0.35,0.45,0.318,0.437,0.406,0.484,0.469,5.0,0.3759872,7.779,4.337,1.045,0.506964,5.03572637,64.889702,177.65213,147.203979
163,5.43533393574791,223.684,16.005,3.75,0.919,0.146,0.218,0.453,0.424,0.396,0.359,0.291,0.496,0.451,0.365,0.332,4.0,0.3266135,7.678,4.507,1.053,0.458313,6.57189962,66.407394,193.871613,173.878922
164,6.721246399047171,122.66,62.962,12.761,0.618,0.147,0.159,0.081,0.444,0.307,0.269,0.367,0.109,0.433,0.228,0.281,4.0,0.1508106,7.934,4.096,1.081,0.48869,5.07333185,68.909531,156.993271,144.415436
165,7.522878745280337,332.468,85.299,1.938,0.792,0.147,0.904,0.081,0.411,0.021,0.208,0.249,0.053,0.296,0.465,0.382,6.0,0.237107,7.932,4.165,1.058,0.455854,5.0214612,69.969124,170.375229,117.97657
166,5.619788758288394,10.562,7.087,3.059,0.51,0.145,0.47,0.426,0.364,0.312,0.154,0.23,0.356,0.258,0.42,0.283,3.0,0.3363863,6.83,3.648,1.056,0.404624,2.50451154,62.78717,119.299057,93.520576
167,5.187086643357144,20.553,6.216,1.875,0.718,0.146,0.63,0.488,0.49,0.276,0.198,0.26,0.375,0.326,0.536,0.327,4.0,0.2780646,7.766,4.082,1.027,0.490989,2.63510782,45.221161,82.530075,124.284103
168,5.337242168318426,142.074,20.537,2.293,0.862,0.148,0.282,0.564,0.328,0.473,0.149,0.197,0.546,0.212,0.391,0.264,4.0,0.2793941,7.631,4.148,1.031,0.487328,2.91572023,47.785213,64.317375,82.419327
169,5.619788758288394,28.144,3.95,1.033,0.85,0.151,0.564,0.455,0.331,0.183,0.101,0.17,0.282,0.195,0.45,0.316,4.0,0.1903952,7.77,4.046,1.026,0.577794,3.36654313,46.710159,85.974808,74.406288
170,5.769551078621726,108.578,17.226,1.648,0.852,0.146,0.231,0.481,0.482,0.301,0.213,0.289,0.302,0.278,0.398,0.304,8.0,0.2387421,8.126,4.046,1.078,0.57175,6.55653738,50.949451,82.928009,104.940201
171,5.6020599913279625,37.779,2.645,1.507,0.901,0.145,0.555,0.452,0.369,0.167,0.152,0.218,0.333,0.233,0.459,0.242,3.0,0.1646574,7.72,4.182,1.028,0.589756,1.18868827,85.04834,106.32579,139.440186
172,5.6020599913279625,197.835,36.788,7.156,0.818,0.143,0.618,0.029,0.377,0.007,0.005,0.049,0.014,0.124,0.341,0.159,3.0,0.2296149,7.984,3.977,1.011,0.465151,3.34881874,67.501633,106.064766,94.991409
173,5.6020599913279625,33.419,3.566,1.182,0.876,0.145,0.572,0.447,0.257,0.245,0.125,0.134,0.327,0.254,0.425,0.255,3.0,0.1824673,7.609,4.015,1.018,0.557868,2.08465898,64.07769,86.127594,88.779778
174,5.853871964321762,202.746,7.051,1.696,0.959,0.148,0.837,0.497,0.362,0.548,0.195,0.222,0.44,0.3,0.566,0.552,7.0,0.3825434,7.973,4.079,1.027,0.480486,5.21236169,38.573818,61.34655,92.813461
175,5.619788758288394,82.346,18.055,2.015,0.804,0.144,0.121,0.588,0.364,0.415,0.218,0.227,0.57,0.327,0.358,0.226,8.0,0.1564401,8.325,5.786,1.025,0.554366,7.4433115,66.446548,121.738159,101.755005
176,5.619788758288394,218.777,12.125,4.056,0.931,0.146,0.754,0.271,0.543,0.098,0.287,0.364,0.166,0.329,0.522,0.436,4.0,0.3199055,7.917,4.046,1.034,0.505792,4.37346842,87.242149,93.201385,94.032097
178,5.657577319177793,117.945,6.205,1.128,0.941,0.145,0.362,0.386,0.46,0.53,0.134,0.217,0.816,0.26,0.403,0.309,4.0,0.2795207,7.871,3.979,1.052,0.582358,6.15251658,55.921333,100.378029,115.156441
179,5.221848749616356,181.808,9.112,1.212,0.946,0.145,0.89,0.496,0.342,0.289,0.135,0.174,0.394,0.26,0.576,0.442,5.0,0.3391066,8.073,4.283,1.046,0.543548,3.38255557,60.117172,94.485115,103.622559
180,5.075720713938118,256.294,17.068,2.598,0.929,0.149,0.968,0.647,0.408,0.561,0.129,0.208,0.514,0.222,0.674,0.57,6.0,0.1568967,6.978,4.012,1.051,0.479603,5.516007,52.096237,78.358437,82.18367
181,7.823908740944319,423.431,6.465,1.538,0.981,0.148,0.955,0.416,0.344,0.496,0.156,0.196,0.44,0.257,0.572,0.54,7.0,0.4417382,6.385,4.031,1.03,0.401617,7.27426109,75.85083,100.044327,84.557991
182,8.154901959985743,7.388,3.94,2.928,0.518,0.148,0.469,0.432,0.421,0.649,0.166,0.38,0.611,0.208,0.441,0.404,3.0,0.4410627,6.014,3.482,1.017,0.352089,3.08595944,54.705631,129.071732,68.184639
183,7.795880017344075,96.397,5.94,4.709,0.901,0.146,0.065,0.439,0.478,0.77,0.152,0.368,1.156,0.306,0.327,0.309,5.0,0.4545276,6.77,3.583,1.024,0.412657,3.3313463,51.083332,119.609764,72.827713
184,7.008773924307505,18.547,5.679,1.271,0.727,0.147,0.54,0.442,0.448,0.564,0.145,0.226,0.609,0.243,0.477,0.386,6.0,0.3082515,7.216,3.616,1.023,0.481534,2.33057629,52.388279,114.666199,80.380737
185,7.086186147616283,184.859,4.638,3.474,0.958,0.146,0.848,0.461,0.342,0.3,0.152,0.217,0.311,0.193,0.55,0.424,7.0,0.180042,7.841,5.504,1.056,0.648017,4.56848763,42.911243,82.242088,57.439476
186,5.0,64.576,6.869,1.282,0.888,0.154,0.136,0.417,0.383,0.344,0.105,0.183,0.322,0.178,0.312,0.232,8.0,0.2624823,6.676,4.955,1.053,0.476123,6.82291359,52.687393,92.298531,97.410927
187,5.980468315468745,199.114,72.46,23.32,0.675,0.149,0.15,0.102,0.532,0.534,0.004,0.524,0.04,0.558,0.261,0.184,4.0,0.1995307,6.753,3.717,1.027,0.52195,2.52483327,48.230511,100.036133,66.721558
188,6.34008379993015,73.658,9.643,3.271,0.851,0.146,0.055,0.437,0.459,0.004,0.082,0.297,0.178,0.354,0.317,0.034,9.0,0.3075142,7.158,5.19,1.047,0.512878,2.7113091,58.421249,98.859497,92.505806
189,7.327902142064283,290.297,46.008,4.528,0.852,0.143,0.321,0.104,0.349,0.032,0.072,0.233,0.057,0.313,0.258,0.126,7.0,0.2405376,7.657,4.587,1.036,0.564042,4.73375327,64.314423,98.264244,150.625702
190,8.221848749616356,247.216,4.194,3.406,0.97,0.144,0.836,0.537,0.353,0.572,0.175,0.281,0.547,0.325,0.575,0.517,4.0,0.4595318,7.409,3.516,1.015,0.42146,2.30680676,84.655937,124.078423,115.769363
191,7.468521082957745,10.55,4.049,3.698,0.577,0.147,0.49,0.346,0.539,0.563,0.306,0.44,0.398,0.451,0.458,0.419,5.0,0.3492724,6.713,3.817,1.018,0.40592,4.97251621,85.866806,116.681854,90.422943
193,9.0,9.198,5.949,3.572,0.491,0.144,0.444,0.358,0.397,0.336,0.287,0.335,0.435,0.419,0.4,0.339,6.0,0.3836382,6.826,3.616,1.013,0.405526,1.03484129,55.825272,102.355606,108.047241
194,8.698970004336019,420.232,291.507,86.045,0.527,0.143,0.615,0.445,0.346,0.345,0.518,0.437,0.304,0.599,0.469,0.549,7.0,0.472462,6.531,4.755,1.015,0.400818,3.10926553,65.948242,138.688232,135.68306
195,8.096910013008056,19.144,4.531,2.16,0.741,0.145,0.564,0.443,0.35,0.479,0.136,0.2,0.438,0.261,0.452,0.459,5.0,0.1547673,7.991,3.884,1.014,0.526603,3.83908877,41.550922,117.542374,89.577461
196,8.301029995663981,460.97,269.062,141.366,0.529,0.142,0.739,0.636,0.266,0.329,0.095,0.148,0.482,0.159,0.547,0.407,4.0,0.4278201,6.895,3.75,1.027,0.388764,4.55435436,70.835266,118.886856,119.197289
197,7.154901959985743,8.474,6.817,3.057,0.462,0.142,0.594,0.464,0.432,0.423,0.188,0.279,0.358,0.294,0.496,0.35,4.0,0.4948747,7.261,3.08,1.014,0.397969,2.3007327,91.315308,155.278549,93.176208
198,7.2839966563652,340.859,140.913,15.343,0.686,0.139,0.546,0.334,0.509,0.311,0.387,0.434,0.283,0.486,0.463,0.377,5.0,0.3403413,7.855,4.018,1.042,0.485149,8.15207534,66.965347,147.072479,117.909103
199,7.602059991327962,109.073,6.615,3.566,0.915,0.141,0.152,0.401,0.306,0.192,0.249,0.273,0.268,0.285,0.286,0.214,8.0,0.3497345,8.013,4.018,1.042,0.492142,4.72428641,85.954605,157.701157,94.681427
201,5.334419008982047,13.461,7.588,2.285,0.577,0.138,0.433,0.528,0.382,0.374,0.163,0.212,0.436,0.269,0.448,0.339,4.0,0.3800545,7.8,4.535,1.076,0.467584,4.81949924,102.94635,153.573257,157.903931
202,5.366531544420414,21.152,6.808,2.994,0.683,0.138,0.477,0.458,0.378,0.352,0.147,0.223,0.436,0.237,0.438,0.335,5.0,0.2404264,8.632,4.401,1.065,0.540616,5.39302574,74.761604,157.382782,145.732132
203,5.156144577376839,158.624,5.224,4.149,0.944,0.14,0.343,0.427,0.381,0.48,0.279,0.282,0.508,0.385,0.384,0.385,6.0,0.4364609,7.665,4.604,1.063,0.446086,8.50505958,85.024246,166.310898,117.469337
204,5.87942606879415,17.522,6.274,2.318,0.671,0.143,0.43,0.338,0.342,0.584,0.145,0.212,0.875,0.219,0.37,0.384,6.0,0.2871107,8.22,3.593,1.068,0.505214,5.76030889,123.145813,108.361015,108.073799
206,7.301029995663981,227.79,8.045,2.743,0.955,0.146,0.896,0.502,0.424,0.285,0.394,0.303,0.403,0.355,0.607,0.534,3.0,0.343011,7.742,3.934,1.038,0.450446,2.41765457,54.355141,219.377731,104.008873
207,7.045757490560675,24.319,2.836,1.811,0.84,0.149,0.532,0.418,0.366,0.439,0.203,0.235,0.471,0.341,0.439,0.421,8.0,0.2254305,8.039,4.84,1.058,0.548151,8.37030032,63.137836,128.128494,101.154411
208,5.97061622231479,13.977,4.218,2.36,0.68,0.149,0.466,0.457,0.413,0.295,0.248,0.298,0.357,0.369,0.445,0.33,5.0,0.3692635,7.078,4.338,1.032,0.436228,4.91346741,35.338348,129.501602,97.426376
210,6.013228265733755,170.78,8.003,2.086,0.944,0.146,0.384,0.399,0.406,0.282,0.154,0.215,0.301,0.303,0.396,0.317,6.0,0.2925619,8.177,4.437,1.028,0.490112,4.50477509,84.286797,203.154678,106.347809
211,7.154901959985743,14.604,6.582,1.821,0.635,0.147,0.43,0.419,0.4,0.33,0.269,0.27,0.399,0.314,0.416,0.334,9.0,0.2722669,7.502,4.272,1.038,0.46727,6.44811373,100.600937,190.172653,117.506294
212,6.698970004336019,17.784,4.847,1.457,0.738,0.145,0.463,0.449,0.289,0.312,0.196,0.178,0.41,0.201,0.401,0.315,8.0,0.2152997,7.987,4.774,1.033,0.473006,3.76994285,75.127426,209.261841,102.551521
214,5.561141340579438,16.832,6.496,2.612,0.649,0.139,0.477,0.497,0.516,0.412,0.18,0.281,0.419,0.314,0.497,0.335,5.0,0.4585477,8.158,5.212,1.042,0.48092,7.38785559,108.357239,175.594193,131.853882
216,7.698970004336019,49.957,9.362,2.469,0.809,0.149,0.104,0.456,0.454,0.606,0.308,0.316,0.619,0.37,0.338,0.375,2.0,0.2851039,6.821,3.767,1.022,0.531557,2.68254081,74.091476,177.473602,60.329895
217,8.397940008672037,163.014,34.75,2.03,0.816,0.151,0.085,0.11,0.437,0.083,0.214,0.267,0.088,0.26,0.211,0.139,5.0,0.2485581,7.058,3.619,1.025,0.548963,5.9421007,59.594437,102.388039,60.060455
218,5.084072788302884,234.442,24.365,4.837,0.889,0.148,0.925,0.034,0.45,0.004,0.09,0.375,0.012,0.502,0.47,0.331,4.0,0.2577935,8.154,4.452,1.03,0.559659,4.71018655,92.759377,176.323578,92.900101
219,6.180456064458132,19.034,3.125,2.082,0.785,0.155,0.651,0.404,0.431,0.286,0.116,0.223,0.357,0.243,0.496,0.333,8.0,0.2141164,6.036,4.426,1.069,0.464811,5.68830873,50.451614,133.92511,57.685497
220,6.092588639225414,27.867,3.133,2.458,0.833,0.148,0.616,0.441,0.446,0.182,0.159,0.277,0.321,0.175,0.501,0.291,7.0,0.2613059,7.58,4.351,1.033,0.538579,2.92943507,64.695206,138.812042,111.120804
221,5.267606240177032,417.73,47.508,3.358,0.891,0.15,0.894,0.05,0.455,0.052,0.331,0.332,0.016,0.358,0.466,0.473,4.0,0.1552677,7.661,4.275,1.026,0.560119,3.81710671,47.915497,111.785675,78.340462
222,5.337242168318426,250.818,86.7,3.881,0.735,0.147,0.744,0.172,0.398,0.381,0.223,0.303,0.981,0.271,0.438,0.401,4.0,0.2418524,8.042,5.356,1.021,0.591851,4.37732067,57.168182,131.041733,123.611816
223,5.20342566678957,24.353,7.03,1.423,0.742,0.149,0.626,0.466,0.443,0.308,0.171,0.219,0.366,0.315,0.512,0.384,6.0,0.204466,7.712,4.565,1.037,0.56237,5.55241513,60.662159,127.549255,57.122078
224,5.392544976785332,10.92,7.416,1.734,0.544,0.147,0.377,0.466,0.336,0.317,0.145,0.204,0.282,0.205,0.393,0.349,4.0,0.4252689,6.894,4.123,1.038,0.447895,5.82493826,70.376022,166.09021,131.607193
225,8.657577319177793,217.989,7.185,2.697,0.957,0.147,0.81,0.405,0.386,0.314,0.138,0.219,0.382,0.251,0.534,0.428,6.0,0.2226289,6.775,3.951,1.054,0.579038,5.51268957,39.94965,95.23645,129.764328
226,7.853871964321762,310.756,6.505,1.643,0.974,0.15,0.936,0.343,0.484,0.343,0.146,0.24,0.31,0.3,0.587,0.471,7.0,0.1584022,6.976,5.179,1.051,0.587218,8.80483566,72.452515,162.061951,130.872742
227,8.568636235841012,296.338,30.824,1.891,0.901,0.147,0.915,0.538,0.38,0.428,0.134,0.202,0.459,0.25,0.611,0.501,5.0,0.2221808,7.319,3.884,1.045,0.581486,5.71506359,41.778004,93.02153,141.536057
228,8.1249387366083,86.919,8.295,3.439,0.881,0.149,0.125,0.464,0.455,0.502,0.229,0.328,0.434,0.342,0.348,0.279,4.0,0.2734545,6.128,3.616,1.05,0.42258,7.05675371,35.029434,113.976418,153.048737
229,8.721246399047171,166.607,29.991,2.558,0.837,0.142,0.346,0.55,0.382,0.556,0.252,0.258,0.637,0.256,0.426,0.351,7.0,0.3051507,8.49,4.42,1.038,0.612875,4.438499,75.813965,110.804321,140.497787
230,7.602059991327962,22.187,4.255,1.273,0.801,0.147,0.558,0.48,0.355,0.221,0.157,0.208,0.333,0.266,0.464,0.372,5.0,0.2683458,7.323,4.509,1.055,0.540979,4.25121594,45.689789,85.284943,113.835716
231,8.795880017344075,6.87,4.539,3.091,0.474,0.147,0.471,0.499,0.472,0.363,0.136,0.25,0.36,0.208,0.481,0.417,6.0,0.4983121,6.055,3.281,1.038,0.374832,3.19524877,53.552086,76.432068,126.086525
233,8.337242168318426,136.841,9.116,1.301,0.929,0.149,0.118,0.453,0.422,0.451,0.07,0.192,0.413,0.247,0.331,0.198,7.0,0.1114462,7.034,3.147,1.04,0.536252,1.98851708,41.716812,78.380585,102.582619
234,6.931814138253839,13.677,3.766,1.657,0.716,0.151,0.56,0.454,0.355,0.331,0.137,0.195,0.374,0.224,0.456,0.331,4.0,0.2697393,6.167,4.185,1.046,0.419121,5.36264674,52.017517,153.985199,111.543205
235,7.173925197299173,123.474,68.691,18.052,0.587,0.149,0.176,0.194,0.583,0.059,0.417,0.528,0.096,0.591,0.318,0.215,6.0,0.1931153,6.946,3.281,1.036,0.551035,1.49443382,41.242764,118.244499,103.537361
236,7.251811972993799,26.663,2.353,1.184,0.883,0.151,0.562,0.478,0.362,0.249,0.142,0.203,0.413,0.233,0.467,0.301,6.0,0.1909434,6.425,3.281,1.031,0.527718,6.16284903,30.576805,169.334534,81.736984
237,7.366531544420414,80.253,16.543,1.199,0.819,0.147,0.199,0.611,0.295,0.551,0.131,0.175,0.643,0.221,0.368,0.29,5.0,0.1815183,7.305,3.348,1.035,0.648195,7.10026321,56.579659,112.274506,119.077202
238,8.136677139879543,19.313,4.647,0.921,0.776,0.154,0.583,0.499,0.425,0.376,0.153,0.212,0.327,0.293,0.502,0.402,6.0,0.2282222,6.337,4.174,1.045,0.503089,5.65925226,45.567078,117.295509,99.067398
239,8.18045606445813,38.843,1.898,0.974,0.931,0.149,0.547,0.454,0.321,0.215,0.129,0.18,0.31,0.152,0.441,0.28,5.0,0.1798127,6.528,4.554,1.04,0.62163,6.21038913,67.129028,131.889404,113.813248
240,8.173925197299173,25.332,3.702,1.456,0.831,0.151,0.573,0.444,0.453,0.191,0.131,0.232,0.305,0.294,0.49,0.309,7.0,0.1855465,6.996,4.219,1.046,0.540613,4.33097913,61.01152,95.346077,102.209816
241,7.886056647693163,30.162,2.104,1.382,0.896,0.151,0.564,0.457,0.339,0.218,0.121,0.185,0.363,0.144,0.453,0.401,6.0,0.2192361,6.929,4.219,1.043,0.620348,5.42469599,38.147949,93.214569,141.55806
242,8.3767507096021,240.849,26.908,1.436,0.895,0.151,0.868,0.625,0.421,0.639,0.365,0.287,0.432,0.472,0.638,0.603,5.0,0.1985163,6.679,3.415,1.043,0.603391,4.43846178,36.113571,164.341782,108.16552
243,8.050609993355087,84.41,24.18,2.022,0.763,0.149,0.1,0.625,0.435,0.489,0.341,0.318,0.593,0.391,0.387,0.292,5.0,0.22004,6.739,3.348,1.039,0.540552,7.45816754,19.978182,97.206902,104.00428
244,9.022276394711152,38.847,3.972,1.764,0.871,0.146,0.577,0.5,0.351,0.303,0.144,0.189,0.353,0.209,0.476,0.426,7.0,0.2040651,7.944,4.576,1.045,0.70531,8.58928376,75.843506,154.289764,121.380981
245,8.657577319177793,45.057,3.111,0.542,0.925,0.146,0.599,0.527,0.333,0.306,0.085,0.128,0.404,0.157,0.486,0.319,4.0,0.1974564,7.699,4.509,1.049,0.680843,3.49845449,57.486519,131.435486,133.53772
246,8.2518119729938,41.718,2.921,1.293,0.908,0.144,0.555,0.455,0.386,0.247,0.209,0.225,0.316,0.353,0.465,0.345,11.0,0.2583852,7.894,5.577,1.039,0.675728,3.95991678,81.362968,177.256104,158.191147
247,7.958607314841775,192.749,55.377,33.653,0.684,0.148,0.423,0.065,0.083,0.102,0.003,0.012,0.267,0.022,0.19,0.155,8.0,0.3041768,7.326,4.719,1.059,0.600942,8.88266989,72.529617,130.467224,121.741089
248,7.366531544420414,30.189,10.174,1.497,0.721,0.145,0.143,0.274,0.441,0.032,0.028,0.135,0.095,0.209,0.286,0.072,7.0,0.2998075,7.646,4.973,1.038,0.534093,6.76013571,52.512177,124.25164,137.63353
249,8.638272163982407,76.171,32.599,2.984,0.682,0.147,0.041,0.531,0.402,0.001,0.264,0.288,0.648,0.283,0.325,0.294,7.0,0.1915706,7.359,4.308,1.043,0.622075,6.24461112,79.361099,113.558624,109.586861
250,8.823908740944319,40.912,3.014,1.545,0.9,0.145,0.569,0.485,0.382,0.257,0.177,0.222,0.351,0.291,0.478,0.346,8.0,0.2072427,7.786,4.509,1.052,0.673937,7.95414103,56.419834,107.098557,134.579773
251,8.42021640338319,31.028,3.186,1.758,0.863,0.152,0.596,0.524,0.448,0.404,0.142,0.227,0.506,0.292,0.522,0.412,5.0,0.1364435,7.383,4.554,1.033,0.610013,3.7181431,57.341969,173.00592,111.040848
252,8.229147988357855,22.665,5.832,1.891,0.746,0.149,0.625,0.455,0.46,0.506,0.128,0.222,0.436,0.267,0.513,0.452,5.0,0.2895688,7.347,4.434,1.036,0.559331,5.46677927,51.427517,198.876511,101.412369
253,8.468521082957745,26.528,6.537,1.733,0.762,0.146,0.622,0.461,0.407,0.428,0.355,0.285,0.394,0.39,0.497,0.553,4.0,0.2560436,7.785,5.301,1.037,0.615101,2.04785568,104.975746,156.143478,161.382874
254,5.651695136951839,149.415,25.22,1.601,0.848,0.149,0.254,0.481,0.43,0.453,0.271,0.257,0.533,0.344,0.388,0.307,8.0,0.200512,7.343,4.89,1.087,0.630036,7.04323833,55.43494,184.346863,118.131683
255,6.43533393574791,69.285,5.458,2.038,0.902,0.145,0.154,0.465,0.461,0.373,0.316,0.335,0.402,0.253,0.36,0.317,6.0,0.2658954,7.581,5.43,1.125,0.536509,10.8916345,78.785965,120.047562,137.429138
256,7.958607314841775,153.036,12.457,3.092,0.908,0.149,0.443,0.479,0.427,0.417,0.235,0.296,0.497,0.277,0.449,0.359,7.0,0.1862807,6.85,5.058,1.045,0.566506,6.85613047,65.543564,116.556511,116.544571
257,8.455931955649724,227.878,13.222,3.118,0.933,0.141,0.824,0.508,0.46,0.403,0.254,0.349,0.482,0.306,0.597,0.514,8.0,0.2896977,8.224,4.924,1.059,0.588489,4.7586655,80.468292,148.475891,314.662781
