mol_id,PKI,0,1,2,3,5,8,9,10,20,21,31,32,75,76,100,101,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
16,5.102372908709558,17.967,3.989,2.737,0.728,0.151,0.541,0.579,0.472,0.406,0.199,0.446,0.31,0.483,0.292,0.531,0.413,8.0,0.3031168,6.536,3.901,1.031,0.495004,2.16450403,54.870544,98.696709,91.92778
17,6.795880017344075,162.024,9.672,2.471,0.93,0.151,0.312,0.456,0.356,0.383,0.139,0.38,0.204,0.4,0.2,0.375,0.335,7.0,0.3414601,7.204,4.069,1.036,0.48898,3.82773967,30.348698,102.391388,92.145927
18,7.0,108.636,53.438,10.904,0.628,0.149,0.242,0.089,0.535,0.153,0.43,0.069,0.525,0.321,0.43,0.289,0.329,4.0,0.2568152,7.392,3.968,1.036,0.57589,6.43594134,66.387604,129.065552,82.692459
19,5.6020599913279625,112.378,18.514,3.919,0.834,0.149,0.186,0.519,0.431,0.386,0.327,0.455,0.346,0.387,0.387,0.379,0.269,8.0,0.2314476,6.904,4.104,1.019,0.512905,3.88688473,85.094833,146.525497,67.052765
20,6.301029995663981,31.921,6.654,4.416,0.743,0.151,0.1,0.367,0.243,0.286,0.002,0.28,0.016,0.271,0.027,0.237,0.13,6.0,0.2823239,7.301,4.002,1.02,0.531465,4.00496525,50.038673,102.693802,68.07753
21,6.301029995663981,351.109,140.512,2.416,0.711,0.149,0.314,0.741,0.419,0.955,0.255,0.849,0.325,1.02,0.319,0.491,0.52,6.0,0.3642398,6.501,4.171,1.028,0.474255,5.62171574,64.591217,145.102554,89.554398
22,5.102372908709558,161.69,10.325,1.243,0.933,0.145,0.663,0.381,0.444,0.582,0.115,0.427,0.217,0.565,0.233,0.496,0.431,3.0,0.2226874,7.924,4.171,1.02,0.640343,1.65751958,68.754532,120.495789,97.44397
24,5.795880017344075,244.056,113.057,22.724,0.643,0.149,0.469,0.213,0.55,0.047,0.356,0.092,0.365,0.099,0.384,0.411,0.287,4.0,0.2308828,6.381,4.069,1.026,0.523654,3.51122838,61.105652,121.786758,79.590988
25,6.301029995663981,474.894,15.082,3.982,0.961,0.147,0.832,0.308,0.413,0.226,0.095,0.223,0.224,0.317,0.189,0.518,0.365,5.0,0.2447813,7.645,4.372,1.04,0.628742,4.30766299,81.933868,120.2789,96.745232
26,5.3979400086720375,14.972,7.09,1.197,0.644,0.149,0.578,0.564,0.437,0.419,0.175,0.443,0.238,0.492,0.339,0.526,0.407,7.0,0.2877335,6.832,4.204,1.034,0.471804,4.97878593,46.931644,101.136368,85.833893
27,6.102372908709558,230.943,6.086,2.013,0.966,0.151,0.603,0.475,0.294,0.257,0.113,0.347,0.16,0.341,0.259,0.457,0.413,6.0,0.1842837,7.081,4.339,1.035,0.563111,5.83570697,58.130211,85.859627,83.360489
28,5.301029995663981,156.218,3.675,2.023,0.965,0.144,0.725,0.405,0.377,0.17,0.266,0.253,0.254,0.245,0.387,0.502,0.394,8.0,0.2144995,7.98,4.135,1.017,0.599677,2.94496634,63.958366,165.549072,73.561424
29,5.520856752021387,212.458,18.782,6.367,0.894,0.144,0.168,0.027,0.451,0.014,0.003,0.01,0.082,0.011,0.174,0.215,0.049,6.0,0.3521661,7.599,4.366,1.02,0.520925,3.3906231,63.475395,115.299889,107.632614
30,7.031517051446065,24.983,17.331,4.795,0.53,0.14,0.038,0.353,0.27,0.018,0.003,0.017,0.036,0.251,0.037,0.22,0.166,4.0,0.2746531,9.677,3.932,1.125,0.569509,12.624204,93.935989,191.172714,118.648727
31,6.366531544420414,32.416,5.803,2.75,0.791,0.138,0.059,0.313,0.433,0.528,0.156,0.324,0.253,0.83,0.234,0.268,0.27,6.0,0.2405968,8.352,4.857,1.09,0.533678,5.5038753,101.706314,1021.18335,206.863403
32,6.0,19.382,7.477,3.851,0.631,0.139,0.532,0.295,0.528,0.753,0.303,0.379,0.367,0.428,0.426,0.452,0.502,8.0,0.3200079,9.683,5.426,1.08,0.564022,8.48191203,70.985703,1021.823364,211.541275
33,6.0,37.299,5.763,3.199,0.806,0.138,0.093,0.473,0.451,0.626,0.236,0.435,0.261,0.724,0.342,0.339,0.304,9.0,0.2373343,9.095,5.095,1.054,0.568123,4.05243376,89.21991,1030.053467,261.270905
34,7.721246399047171,67.08,15.601,1.933,0.793,0.139,0.125,0.507,0.382,0.525,0.363,0.481,0.316,0.647,0.34,0.338,0.374,6.0,0.3416102,9.196,3.398,1.152,0.572786,7.53934109,84.45723,179.01947,161.964844
35,6.795880017344075,27.027,4.865,2.459,0.787,0.138,0.41,0.395,0.381,0.536,0.247,0.37,0.28,0.762,0.333,0.396,0.414,4.0,0.425013,8.829,5.693,1.055,0.601792,6.8203026,103.672112,203.038635,222.484009
36,6.0,332.987,59.72,8.22,0.831,0.14,0.712,0.175,0.386,0.206,0.296,0.169,0.334,0.237,0.352,0.424,0.429,2.0,0.1343079,9.341,5.156,1.021,0.644835,3.81722477,87.274338,237.632477,164.700104
38,5.2441251443275085,363.44,3.86,2.182,0.984,0.147,0.915,0.406,0.373,0.207,0.174,0.285,0.232,0.333,0.228,0.565,0.429,4.0,0.1617394,7.659,2.913,1.023,0.540301,3.78441889,94.283493,109.738663,121.221664
39,6.3979400086720375,396.558,152.745,145.594,0.571,0.147,0.717,0.21,0.42,0.327,0.057,0.292,0.088,0.339,0.072,0.449,0.424,3.0,0.2176171,8.198,2.947,1.021,0.627755,4.90843679,47.770988,82.175812,134.27095
40,5.698970004336019,40.676,38.077,8.473,0.466,0.144,0.057,0.093,0.201,0.028,0.002,0.028,0.019,0.028,0.043,0.117,0.034,3.0,0.2024812,8.131,3.013,1.017,0.546462,4.33784362,64.572884,69.486748,129.227844
41,6.154901959985743,74.206,7.769,7.045,0.834,0.148,0.068,0.337,0.39,0.306,0.025,0.32,0.238,0.361,0.345,0.265,0.113,7.0,0.2905091,7.835,5.223,1.043,0.481908,2.16837907,80.266495,153.204437,151.326385
42,5.508638306165727,205.019,13.925,1.329,0.931,0.141,0.22,0.492,0.465,0.456,0.192,0.413,0.262,0.435,0.326,0.393,0.346,4.0,0.1730447,8.698,3.742,1.065,0.575225,7.85720601,69.616539,115.277473,146.573959
43,5.522878745280337,25.341,7.736,2.213,0.718,0.14,0.528,0.395,0.379,0.174,0.184,0.255,0.245,0.267,0.276,0.434,0.385,9.0,0.3473043,8.98,5.19,1.012,0.611897,2.6027729,87.251419,147.183929,118.132736
44,6.102372908709558,20.117,3.272,1.777,0.799,0.142,0.544,0.375,0.443,0.513,0.186,0.387,0.253,0.636,0.407,0.454,0.353,7.0,0.2641252,6.993,3.707,1.055,0.455845,5.20968568,82.491478,168.669846,171.923431
45,6.721246399047171,26.203,5.604,2.699,0.759,0.142,0.593,0.332,0.421,0.575,0.247,0.374,0.305,0.487,0.406,0.449,0.448,5.0,0.2113077,8.817,3.606,1.055,0.56596,7.65387029,54.161961,116.021187,109.146156
46,8.102372908709558,197.704,103.31,12.681,0.63,0.144,0.154,0.134,0.364,0.089,0.384,0.126,0.411,0.164,0.41,0.217,0.211,4.0,0.2578397,8.26,4.407,1.061,0.560876,8.03796229,46.052227,164.040497,119.461464
47,5.040958607678906,285.759,170.296,3.132,0.622,0.153,0.293,0.83,0.346,0.747,0.112,0.835,0.187,0.376,0.196,0.489,0.42,7.0,0.184001,6.478,4.296,1.05,0.571461,4.23799398,69.883514,106.793488,84.53035
48,5.42021640338319,188.979,68.709,22.103,0.675,0.147,0.142,0.091,0.496,0.027,0.494,0.047,0.494,0.042,0.511,0.243,0.196,5.0,0.1837875,7.721,4.011,1.016,0.574009,2.28765658,57.757942,114.325729,79.681519
49,5.580044251510242,146.026,22.138,1.617,0.86,0.151,0.198,0.51,0.417,0.435,0.247,0.493,0.261,0.416,0.323,0.375,0.307,5.0,0.1861518,7.016,3.998,1.033,0.569899,0.776096586,51.137077,102.14827,131.313293
50,8.522878745280337,357.051,132.471,10.012,0.715,0.145,0.663,0.306,0.491,0.289,0.253,0.255,0.387,0.238,0.392,0.487,0.45,5.0,0.2443398,8.544,4.582,1.074,0.548625,10.0884368,87.276146,143.04155,106.564011
51,5.329754146925876,447.806,6.435,1.473,0.983,0.149,0.976,0.37,0.319,0.282,0.094,0.279,0.149,0.324,0.219,0.555,0.449,5.0,0.3027317,6.509,3.884,1.014,0.458226,4.89544452,45.36068,131.042862,126.652626
52,6.8297382846050425,274.453,169.766,4.292,0.612,0.144,0.259,0.908,0.39,0.887,0.209,0.908,0.275,0.832,0.273,0.519,0.457,5.0,0.217989,7.875,4.668,1.041,0.6205,5.4180819,65.730431,117.38205,120.050575
53,6.1938200260161125,488.191,11.577,2.082,0.973,0.143,0.858,0.306,0.354,0.17,0.194,0.193,0.243,0.229,0.221,0.506,0.413,4.0,0.260039,8.761,4.902,1.044,0.724094,4.15040532,69.340408,172.559097,125.453522
55,5.978810700930062,39.036,1.814,0.871,0.936,0.15,0.576,0.43,0.33,0.2,0.112,0.243,0.149,0.301,0.264,0.445,0.277,6.0,0.1782937,7.204,3.851,1.024,0.622109,4.66761193,46.804352,67.346832,103.351593
56,5.510041520575165,153.608,21.225,15.238,0.808,0.148,0.458,0.027,0.467,0.338,0.001,0.395,0.005,0.137,0.012,0.317,0.298,6.0,0.1778091,6.87,4.574,1.018,0.587021,5.09187047,37.00407,134.410004,100.263611
57,7.886056647693163,32.289,3.687,2.513,0.839,0.143,0.506,0.509,0.286,0.386,0.125,0.363,0.165,0.419,0.212,0.434,0.333,6.0,0.1852016,8.279,4.936,1.046,0.603379,5.26098639,80.782562,150.480988,101.731621
58,6.764471553092451,17.964,7.503,3.749,0.615,0.14,0.531,0.53,0.434,0.323,0.184,0.394,0.261,0.395,0.283,0.499,0.367,3.0,0.2607212,8.149,4.902,1.053,0.521665,8.03499115,88.852585,204.294678,99.557426
59,5.441291429466834,126.533,11.434,1.053,0.91,0.149,0.333,0.513,0.404,0.288,0.167,0.393,0.215,0.357,0.248,0.416,0.325,8.0,0.2317751,6.917,4.887,1.05,0.592535,4.00645068,59.103882,109.364838,83.235001
60,5.429457060118103,26.107,3.025,0.937,0.868,0.151,0.565,0.499,0.425,0.185,0.345,0.367,0.267,0.507,0.435,0.496,0.56,1.0,0.2219579,6.704,1.473,1.012,0.575274,2.7800095,16.860409,76.99221,45.644665
61,6.3979400086720375,248.65,9.041,7.549,0.937,0.141,0.956,0.234,0.363,0.087,0.214,0.18,0.321,0.138,0.3,0.518,0.434,4.0,0.3303148,8.754,4.534,1.044,0.532551,5.18991436,70.535889,157.038742,109.530632
62,5.5003129173815966,233.698,8.469,2.554,0.955,0.146,0.788,0.447,0.468,0.302,0.172,0.378,0.253,0.413,0.299,0.568,0.444,8.0,0.2340793,7.697,4.809,1.035,0.622956,4.48300435,48.181072,136.895218,47.016045
63,6.0655015487564325,30.255,4.725,2.814,0.801,0.139,0.499,0.446,0.345,0.264,0.161,0.302,0.202,0.295,0.263,0.43,0.308,5.0,0.2973796,8.921,4.768,1.05,0.597834,5.57316337,97.191681,169.730698,102.037178
64,7.795880017344075,274.942,125.033,5.369,0.678,0.144,0.598,0.524,0.293,0.449,0.082,0.471,0.145,0.453,0.179,0.472,0.427,6.0,0.2631038,8.578,4.903,1.057,0.565099,6.34469433,62.102749,145.28949,101.25927
65,5.480172006224281,73.226,9.881,2.045,0.86,0.146,0.217,0.517,0.399,0.332,0.208,0.406,0.254,0.374,0.326,0.377,0.272,4.0,0.2451707,8.008,3.884,1.012,0.575756,2.2541083,55.027401,158.593216,53.456219
66,7.698970004336019,408.338,7.111,4.061,0.973,0.143,0.824,0.521,0.331,0.362,0.173,0.426,0.203,0.42,0.245,0.559,0.466,5.0,0.2557055,8.098,4.602,1.05,0.660012,4.01004811,58.928661,124.958405,90.739548
67,5.896196279044043,41.404,10.438,1.326,0.779,0.148,0.413,0.042,0.372,0.002,0.072,0.008,0.179,0.013,0.22,0.276,0.161,6.0,0.1493571,7.087,3.65,1.012,0.616064,1.66854576,57.975235,132.586258,66.257797
68,6.832682665251824,128.809,6.115,1.379,0.945,0.145,0.362,0.327,0.385,0.206,0.201,0.242,0.249,0.279,0.317,0.358,0.269,4.0,0.1695305,7.765,4.501,1.049,0.579368,4.17370304,90.091721,154.190094,86.885109
69,5.610833915635467,32.741,2.392,1.368,0.897,0.147,0.614,0.416,0.425,0.182,0.168,0.247,0.231,0.287,0.263,0.485,0.31,6.0,0.2027764,7.25,3.951,1.018,0.578584,3.08513782,47.716171,115.748207,83.020729
70,5.207608310501746,245.526,123.758,5.764,0.655,0.136,0.455,0.884,0.395,0.803,0.312,0.904,0.371,0.838,0.458,0.578,0.577,7.0,0.1817531,9.219,4.004,1.071,0.611055,7.91841957,61.97599,210.135727,137.613174
71,5.3979400086720375,431.408,7.767,4.249,0.973,0.136,0.894,0.381,0.411,0.301,0.26,0.347,0.276,0.349,0.314,0.562,0.484,7.0,0.3443931,8.785,4.565,1.026,0.563922,6.56953548,107.513947,169.819916,122.345375
73,5.301029995663981,322.726,11.362,5.086,0.952,0.137,0.343,0.354,0.375,0.34,0.383,0.374,0.325,0.446,0.298,0.357,0.312,3.0,0.4124159,8.352,4.009,1.095,0.483326,8.04759319,95.906464,140.242828,179.69397
74,5.958607314841775,404.54,5.677,2.879,0.979,0.137,0.905,0.371,0.388,0.374,0.253,0.35,0.264,0.335,0.369,0.555,0.562,5.0,0.3215229,8.112,3.879,1.063,0.515803,4.06028362,78.644859,225.813751,133.322098
75,5.522878745280337,83.834,21.476,1.797,0.783,0.142,0.123,0.495,0.497,0.402,0.192,0.467,0.277,0.554,0.342,0.372,0.211,5.0,0.2378736,7.609,3.775,1.031,0.515654,3.59605072,39.110275,166.108475,114.215912
76,5.537602002101044,41.586,1.836,1.616,0.923,0.143,0.582,0.411,0.398,0.227,0.173,0.224,0.247,0.305,0.25,0.464,0.303,5.0,0.3577597,7.581,3.843,1.014,0.64117,5.16307157,43.51762,108.204704,103.018532
77,5.522878745280337,360.202,152.723,2.919,0.698,0.141,0.465,0.274,0.5,0.175,0.286,0.207,0.341,0.284,0.335,0.413,0.353,7.0,0.2874998,8.253,3.911,1.013,0.558049,2.45941986,56.109459,147.391251,105.2789
78,5.522878745280337,287.151,7.808,2.645,0.965,0.141,0.326,0.448,0.399,0.353,0.189,0.4,0.256,0.427,0.255,0.391,0.292,5.0,0.2745919,7.878,3.878,1.029,0.523786,5.39955254,50.09988,164.640411,80.392906
80,8.045757490560675,243.899,162.457,1.911,0.597,0.145,0.562,0.835,0.394,0.589,0.171,0.815,0.255,0.833,0.287,0.597,0.536,8.0,0.292149,7.462,5.072,1.039,0.527933,2.87762739,53.604305,126.821152,118.604797
81,8.190440285364732,20.158,4.23,2.146,0.76,0.149,0.551,0.428,0.382,0.261,0.154,0.284,0.218,0.307,0.211,0.454,0.408,5.0,0.3167019,7.914,4.757,1.06,0.542122,4.74460151,53.314133,88.830185,77.724281
82,7.920818753952375,227.621,159.202,3.42,0.583,0.146,0.472,0.333,0.409,0.195,0.334,0.263,0.33,0.279,0.363,0.405,0.481,4.0,0.2218166,7.564,4.548,1.067,0.521043,7.38735835,87.337135,77.969566,56.547523
83,7.939302159646388,242.193,8.518,1.478,0.96,0.147,0.904,0.637,0.396,0.871,0.348,0.666,0.307,0.663,0.475,0.646,0.707,4.0,0.378153,6.611,4.836,1.068,0.406978,7.09328484,79.908417,146.849075,84.790031
86,7.698970004336019,171.417,2.386,1.851,0.976,0.152,0.842,0.494,0.303,0.293,0.133,0.286,0.191,0.429,0.187,0.546,0.393,6.0,0.1066428,7.359,3.692,1.044,0.642594,6.01743294,52.478313,108.930481,99.574631
88,6.376750709602099,9.447,8.186,0.827,0.512,0.154,0.437,0.437,0.32,0.255,0.229,0.306,0.2,0.257,0.322,0.398,0.366,4.0,0.416444,6.355,4.027,1.057,0.422462,6.06411375,41.736549,72.651199,86.287361
89,7.522878745280337,32.078,2.993,0.746,0.896,0.151,0.57,0.424,0.359,0.21,0.121,0.233,0.185,0.293,0.232,0.451,0.346,3.0,0.2007821,7.053,4.074,1.05,0.604942,6.24837318,64.718285,109.085114,90.575958
90,8.0,292.426,25.961,1.49,0.914,0.152,0.93,0.507,0.42,0.652,0.398,0.495,0.329,0.884,0.28,0.619,0.668,5.0,0.4046651,6.783,4.227,1.053,0.566484,7.55091997,76.366386,77.351868,94.594261
91,7.045757490560675,212.237,9.25,1.318,0.953,0.153,0.827,0.432,0.435,0.589,0.117,0.426,0.19,0.679,0.278,0.565,0.482,5.0,0.1998084,6.855,3.623,1.044,0.618238,3.63918333,68.234406,103.898659,75.683807
92,7.221848749616356,182.339,13.236,1.081,0.927,0.153,0.68,0.614,0.352,0.588,0.12,0.55,0.179,0.447,0.203,0.549,0.499,4.0,0.3614964,6.498,3.463,1.047,0.472679,2.74922271,62.208511,95.956696,47.054745
93,5.229147988357856,14.193,4.773,1.529,0.692,0.157,0.539,0.399,0.437,0.322,0.14,0.296,0.209,0.285,0.222,0.458,0.409,5.0,0.201747,6.609,3.462,1.041,0.466743,3.35093821,50.717533,50.16116,63.751305
94,7.522878745280337,177.793,98.624,3.125,0.636,0.152,0.183,0.47,0.406,0.046,0.326,0.215,0.327,0.097,0.539,0.353,0.196,3.0,0.2033341,7.021,3.898,1.042,0.559575,3.89903029,86.329651,86.297462,75.871109
95,5.721246399047171,172.47,11.074,1.545,0.932,0.155,0.39,0.413,0.25,0.536,0.196,0.406,0.194,0.607,0.15,0.351,0.332,5.0,0.1406544,6.46,3.779,1.044,0.555005,7.27192813,41.380608,88.75219,72.994637
100,4.721246399047171,247.456,5.963,3.419,0.963,0.151,0.694,0.316,0.449,0.272,0.207,0.235,0.306,0.27,0.288,0.486,0.383,4.0,0.1562437,6.866,3.114,1.021,0.520535,3.71737747,35.825825,73.636208,63.753754
101,5.721246399047171,305.542,59.902,3.7,0.828,0.144,0.901,0.091,0.509,0.353,0.266,0.132,0.351,0.246,0.4,0.5,0.512,6.0,0.2488833,7.362,3.683,1.02,0.494478,3.84461853,35.20636,232.998749,153.030273
103,6.214670164989233,160.875,5.498,2.672,0.952,0.146,0.342,0.472,0.375,0.355,0.18,0.354,0.241,0.411,0.22,0.397,0.351,5.0,0.3738053,6.88,4.514,1.039,0.436642,7.99882336,58.923061,112.970451,113.563965
104,8.0,58.197,10.091,3.607,0.809,0.146,0.08,0.356,0.434,0.766,0.19,0.428,0.276,1.064,0.224,0.29,0.352,7.0,0.2428209,7.685,4.784,1.041,0.523107,8.1451391,92.098679,181.518921,99.531433
105,7.096910013008056,238.925,13.865,1.86,0.938,0.146,0.299,0.471,0.399,0.416,0.203,0.415,0.27,0.366,0.296,0.39,0.383,5.0,0.2551633,7.586,4.68,1.048,0.590887,6.59917054,72.607368,131.803116,78.370811
106,6.614393726401688,21.534,5.245,1.082,0.773,0.145,0.5,0.478,0.356,0.305,0.149,0.324,0.197,0.327,0.198,0.445,0.421,5.0,0.258774,7.542,4.952,1.039,0.565955,3.94119173,57.173038,148.456848,103.913506
107,6.431798275933005,19.977,4.741,3.474,0.709,0.145,0.524,0.464,0.346,0.456,0.141,0.314,0.194,0.626,0.199,0.445,0.466,4.0,0.2211041,7.629,4.982,1.062,0.554274,3.92417899,85.236435,112.61438,85.963562
108,6.494850021680094,154.293,10.884,3.674,0.914,0.143,0.127,0.438,0.377,0.371,0.206,0.357,0.278,0.454,0.292,0.314,0.227,4.0,0.3609515,7.492,4.579,1.056,0.49558,5.64213669,65.091797,112.953445,110.97789
109,7.096910013008056,10.519,5.497,2.554,0.566,0.143,0.403,0.454,0.5,0.341,0.318,0.333,0.358,0.38,0.386,0.452,0.305,5.0,0.4557662,6.461,4.176,1.045,0.389706,6.77129428,66.781502,128.135971,107.783409
110,6.376750709602099,20.759,4.33,1.672,0.776,0.147,0.526,0.484,0.394,0.244,0.187,0.294,0.255,0.349,0.283,0.468,0.34,6.0,0.1631775,7.078,4.387,1.045,0.511025,3.13618782,59.00621,112.447983,73.418877
112,5.037630664329979,35.559,3.886,1.478,0.869,0.144,0.548,0.297,0.377,0.183,0.147,0.193,0.199,0.26,0.283,0.408,0.378,8.0,0.238451,7.808,5.49,1.051,0.680932,3.09461692,63.356941,130.094131,94.277733
113,5.476253533188435,185.716,7.532,3.23,0.945,0.142,0.486,0.396,0.344,0.345,0.189,0.289,0.258,0.38,0.299,0.409,0.324,7.0,0.5053871,7.079,3.811,1.018,0.404178,3.58269521,73.299271,120.69342,112.545494
114,5.671620396561262,383.871,5.262,3.294,0.978,0.142,0.545,0.359,0.454,0.375,0.166,0.308,0.258,0.356,0.272,0.453,0.386,4.0,0.2635046,7.831,4.568,1.043,0.598235,5.07876618,81.325806,196.992432,97.9785
115,5.111259039317107,404.863,103.768,2.716,0.792,0.142,0.774,0.364,0.45,0.293,0.177,0.313,0.255,0.279,0.285,0.529,0.429,5.0,0.2264252,8.526,4.533,1.05,0.640813,3.60402301,60.774094,206.181793,102.470779
116,7.501689446210399,18.846,4.553,1.634,0.753,0.15,0.516,0.448,0.505,0.388,0.158,0.36,0.271,0.341,0.287,0.49,0.418,5.0,0.1756633,6.758,3.36,1.072,0.501906,7.35312256,54.825394,148.764465,56.273647
117,5.698970004336019,22.148,3.087,1.157,0.839,0.15,0.552,0.413,0.219,0.26,0.148,0.287,0.13,0.292,0.239,0.395,0.351,5.0,0.2836902,6.847,3.627,1.12,0.504366,5.83549579,58.97654,134.153168,48.937073
118,6.301029995663981,457.699,100.773,5.586,0.811,0.15,0.651,0.234,0.502,0.174,0.238,0.135,0.322,0.203,0.273,0.462,0.428,7.0,0.2899966,6.972,3.63,1.057,0.483561,6.15971281,64.835876,82.761658,45.523945
119,6.0,20.999,4.542,1.467,0.778,0.15,0.551,0.395,0.311,0.18,0.271,0.234,0.22,0.275,0.295,0.419,0.387,5.0,0.2544307,6.859,3.391,1.054,0.517656,2.10538393,39.070007,76.659874,45.812122
120,5.361510743045363,42.369,3.168,0.743,0.915,0.147,0.617,0.421,0.32,0.326,0.113,0.32,0.154,0.414,0.166,0.453,0.386,9.0,0.1607307,8.205,4.803,1.054,0.699967,7.159382,51.724754,102.435944,82.974411
121,5.3979400086720375,408.553,6.844,2.539,0.978,0.143,0.957,0.575,0.404,0.501,0.211,0.462,0.264,0.641,0.273,0.645,0.541,6.0,0.2603654,8.448,4.6,1.019,0.548881,2.76551733,45.61586,114.476685,94.395447
122,6.214670164989233,27.104,5.772,2.725,0.761,0.143,0.542,0.44,0.43,0.414,0.17,0.346,0.247,0.514,0.255,0.471,0.412,5.0,0.2485301,8.609,4.669,1.035,0.60695,7.2435602,65.751411,116.490623,89.081085
123,5.276544327964814,40.221,11.5,2.168,0.746,0.143,0.401,0.037,0.449,0.201,0.163,0.041,0.267,0.013,0.263,0.296,0.261,6.0,0.2809856,7.83,4.77,1.042,0.676011,5.59766412,73.385757,147.239487,123.009399
124,5.251811972993799,435.661,114.452,2.702,0.788,0.144,0.919,0.36,0.461,0.297,0.238,0.362,0.278,0.39,0.357,0.58,0.472,8.0,0.2133816,8.154,4.803,1.048,0.754144,5.98126616,103.66465,89.335228,125.26001
125,6.301029995663981,346.048,223.572,110.556,0.509,0.14,0.442,0.425,0.491,0.18,0.318,0.282,0.394,0.417,0.434,0.453,0.38,6.0,0.2324893,7.983,4.568,1.039,0.676918,4.8774678,101.605225,128.690125,112.438583
126,5.309803919971486,199.754,8.404,4.763,0.938,0.141,0.92,0.442,0.366,0.257,0.198,0.295,0.235,0.335,0.243,0.576,0.445,5.0,0.3460489,8.575,4.4,1.049,0.603947,5.1286097,69.767685,134.335434,119.50473
127,5.651695136951839,171.486,5.37,1.279,0.963,0.146,0.853,0.444,0.414,0.329,0.275,0.347,0.246,0.448,0.397,0.57,0.502,7.0,0.1443045,8.22,4.688,1.02,0.718599,6.65276731,75.136017,108.015846,125.421646
128,6.013228265733755,187.507,8.038,1.709,0.951,0.149,0.833,0.382,0.377,0.252,0.188,0.311,0.221,0.347,0.218,0.531,0.438,5.0,0.1831621,7.551,3.013,1.013,0.53088,4.2072779,119.877037,109.900871,92.356598
