mol_id,PKI,0,1,2,3,5,8,9,10,20,21,31,32,75,76,100,101,106,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
19,5.6020599913279625,223.811,11.262,1.477,0.946,0.149,0.264,0.49,0.419,0.642,0.145,0.534,0.232,0.598,0.263,0.391,0.332,0.366,4.0,0.2285973,7.49,4.104,1.018,0.600899,1.73513745,66.814636,108.597237,87.462494
20,6.301029995663981,332.276,17.208,1.304,0.947,0.151,0.313,0.341,0.339,0.257,0.105,0.294,0.156,0.343,0.262,0.331,0.333,0.367,6.0,0.1543659,7.58,4.136,1.021,0.626118,5.1270985,50.110085,122.733536,86.661804
21,6.301029995663981,154.322,11.009,1.061,0.927,0.149,0.333,0.444,0.471,0.602,0.145,0.472,0.207,0.764,0.314,0.416,0.331,0.437,6.0,0.3701195,6.941,4.171,1.028,0.474041,2.9140401,68.278717,93.822128,78.31794
22,5.102372908709558,68.259,8.036,2.378,0.868,0.145,0.13,0.526,0.452,0.692,0.147,0.534,0.241,0.64,0.252,0.369,0.299,0.322,4.0,0.3618369,7.994,3.901,1.022,0.503843,4.99143355,44.483482,101.894646,96.304138
24,5.795880017344075,334.969,39.72,11.97,0.866,0.149,0.37,0.065,0.509,0.037,0.011,0.028,0.149,0.035,0.22,0.315,0.144,0.221,4.0,0.2570939,7.038,3.968,1.029,0.463694,3.59264668,72.594765,120.927666,101.715584
25,6.301029995663981,534.345,196.276,127.436,0.623,0.147,0.785,0.4,0.333,0.317,0.372,0.449,0.303,0.347,0.401,0.506,0.504,0.538,4.0,0.2478032,7.26,4.204,1.045,0.553572,2.69367081,62.652805,128.071426,73.722336
26,5.3979400086720375,23.754,3.444,2.571,0.798,0.149,0.586,0.451,0.456,0.306,0.2,0.325,0.271,0.471,0.301,0.498,0.392,0.496,7.0,0.2325267,7.43,4.036,1.037,0.543635,3.19304808,43.997345,98.932098,83.482941
27,6.102372908709558,168.571,27.913,1.789,0.85,0.151,0.156,0.488,0.385,0.709,0.134,0.577,0.2,0.482,0.346,0.343,0.291,0.298,6.0,0.2681621,7.392,4.104,1.033,0.653222,5.40279491,41.42511,90.898438,113.020035
28,5.301029995663981,44.029,3.085,1.784,0.9,0.144,0.67,0.457,0.398,0.324,0.135,0.324,0.237,0.503,0.232,0.508,0.317,0.408,8.0,0.2223314,7.961,4.103,1.015,0.640356,2.96049307,74.433868,138.990616,89.70903
29,5.520856752021387,146.303,10.248,1.626,0.925,0.144,0.362,0.375,0.481,0.318,0.199,0.339,0.272,0.37,0.319,0.406,0.305,0.375,4.0,0.2072453,7.764,3.997,1.021,0.5877,3.02930555,59.681625,150.783752,93.424805
30,7.031517051446065,169.245,21.609,2.694,0.874,0.14,0.172,0.496,0.321,0.61,0.36,0.473,0.282,0.601,0.424,0.33,0.386,0.437,6.0,0.4812991,9.395,3.899,1.128,0.575574,7.47653966,88.222786,143.252014,124.820091
31,6.366531544420414,317.731,13.556,2.846,0.951,0.138,0.726,0.533,0.379,0.614,0.068,0.492,0.15,0.86,0.147,0.546,0.447,0.539,6.0,0.2471382,8.589,5.028,1.09,0.517006,7.8411616,86.110947,1087.708496,230.314026
32,6.0,284.316,154.458,4.229,0.642,0.139,0.908,0.385,0.474,0.503,0.354,0.438,0.365,0.39,0.499,0.589,0.592,0.6,8.0,0.3308381,9.364,5.292,1.073,0.559541,9.90392142,74.883408,1050.587402,196.007339
33,6.0,139.085,47.565,4.47,0.728,0.138,0.352,0.038,0.389,0.002,0.323,0.008,0.353,0.01,0.451,0.26,0.21,0.238,4.0,0.3361758,8.321,5.026,1.055,0.521926,4.80250018,79.869118,1023.22998,244.284058
34,7.721246399047171,59.198,7.843,2.331,0.853,0.139,0.079,0.369,0.362,0.542,0.304,0.371,0.268,0.764,0.409,0.27,0.37,0.569,3.0,0.4503518,9.171,3.498,1.145,0.556196,12.6897251,98.873375,117.278748,141.29863
35,6.795880017344075,21.573,4.673,3.418,0.727,0.138,0.354,0.349,0.373,0.478,0.321,0.347,0.311,0.585,0.465,0.359,0.426,0.496,4.0,0.3722798,8.612,5.153,1.046,0.572178,8.80634751,82.14827,133.55069,227.540939
36,6.0,43.732,16.103,1.758,0.71,0.14,0.1,0.306,0.284,0.343,0.103,0.316,0.136,0.198,0.204,0.23,0.201,0.159,5.0,0.1976084,9.492,5.19,1.023,0.651068,3.56537744,80.905235,286.211304,155.744812
38,5.2441251443275085,230.536,15.17,2.424,0.929,0.147,0.2,0.536,0.31,0.336,0.128,0.43,0.177,0.374,0.173,0.348,0.206,0.244,4.0,0.2143936,7.289,3.08,1.028,0.502171,2.08372471,49.57058,54.850624,132.08493
39,6.3979400086720375,398.273,194.471,7.081,0.664,0.147,0.611,0.327,0.418,0.163,0.806,0.223,0.399,0.24,0.389,0.452,0.505,0.427,3.0,0.3462192,7.83,3.013,1.019,0.540182,5.54366282,53.831879,87.714783,146.051849
40,5.698970004336019,169.115,7.276,3.34,0.941,0.144,0.375,0.446,0.437,0.362,0.222,0.36,0.26,0.412,0.351,0.419,0.317,0.385,3.0,0.267687,7.61,2.947,1.017,0.461177,3.29328796,47.64698,97.990829,154.411911
41,6.154901959985743,31.418,9.766,6.604,0.657,0.143,0.274,0.103,0.187,0.169,0.002,0.14,0.01,0.131,0.019,0.188,0.161,0.136,7.0,0.1864764,8.414,5.223,1.047,0.572387,5.90665113,83.125732,153.872467,159.227295
42,5.508638306165727,51.662,11.585,3.331,0.776,0.141,0.108,0.347,0.475,0.399,0.236,0.353,0.261,0.583,0.362,0.31,0.236,0.369,6.0,0.2001219,8.507,3.707,1.064,0.531801,7.94307314,38.638233,152.338043,116.226151
43,5.522878745280337,17.415,5.493,3.261,0.665,0.14,0.455,0.498,0.381,0.367,0.16,0.4,0.228,0.382,0.235,0.445,0.42,0.397,4.0,0.2961952,8.308,5.156,1.011,0.531282,2.48200316,46.555946,100.314636,122.985329
44,6.102372908709558,16.221,3.17,2.477,0.742,0.142,0.542,0.383,0.43,0.559,0.248,0.427,0.28,0.865,0.363,0.452,0.39,0.548,6.0,0.2865741,7.103,3.471,1.052,0.426557,7.43558692,47.517647,125.786896,170.150513
45,6.721246399047171,35.287,9.477,3.222,0.735,0.142,0.073,0.213,0.355,0.045,0.006,0.064,0.041,0.107,0.061,0.213,0.034,0.077,5.0,0.3138504,8.664,3.673,1.053,0.52811,4.45624696,79.193863,135.199554,126.989304
46,8.102372908709558,27.741,5.265,2.222,0.787,0.144,0.552,0.444,0.497,0.298,0.22,0.305,0.294,0.375,0.375,0.498,0.356,0.473,4.0,0.2366582,7.799,4.715,1.057,0.576502,4.89070161,55.781578,147.292877,99.67688
47,5.040958607678906,18.663,5.559,1.082,0.738,0.153,0.563,0.411,0.331,0.27,0.288,0.274,0.256,0.242,0.238,0.435,0.449,0.52,5.0,0.2219854,7.073,4.351,1.047,0.523219,6.74989757,38.294476,112.874268,86.682449
48,5.42021640338319,27.891,4.68,1.817,0.811,0.147,0.599,0.481,0.485,0.263,0.173,0.348,0.242,0.388,0.266,0.522,0.326,0.417,5.0,0.2123284,7.633,4.01,1.019,0.557306,2.72940303,59.796066,91.608124,110.041718
49,5.580044251510242,33.343,1.836,1.204,0.916,0.151,0.596,0.441,0.387,0.198,0.19,0.263,0.208,0.247,0.271,0.475,0.32,0.376,8.0,0.2396924,6.739,3.863,1.035,0.588215,6.05439665,54.80125,93.714432,103.038689
50,8.522878745280337,32.227,3.836,0.661,0.878,0.145,0.496,0.53,0.343,0.316,0.206,0.337,0.192,0.421,0.227,0.456,0.336,0.405,3.0,0.294654,7.718,4.589,1.075,0.593126,8.72707369,67.005981,107.309906,91.088181
51,5.329754146925876,37.125,1.722,1.111,0.929,0.149,0.628,0.405,0.431,0.212,0.131,0.246,0.186,0.252,0.386,0.488,0.318,0.419,7.0,0.214701,6.606,3.984,1.015,0.611994,2.87422509,43.93507,106.671394,99.496674
52,6.8297382846050425,213.517,8.636,3.497,0.946,0.144,0.689,0.369,0.473,0.227,0.165,0.294,0.254,0.292,0.276,0.51,0.368,0.425,5.0,0.3000164,7.971,4.299,1.037,0.591371,4.74367404,61.502083,129.783661,63.402557
53,6.1938200260161125,138.246,2.83,1.445,0.97,0.143,0.425,0.315,0.398,0.139,0.18,0.198,0.226,0.22,0.258,0.379,0.264,0.331,6.0,0.2286087,9.04,4.736,1.041,0.725222,3.56166933,48.165009,114.584198,101.721375
55,5.978810700930062,192.069,3.62,0.821,0.977,0.151,0.832,0.453,0.391,0.204,0.197,0.291,0.233,0.34,0.247,0.559,0.41,0.463,7.0,0.2043234,7.213,3.616,1.024,0.584603,3.73544018,39.928001,119.137444,82.187561
56,5.510041520575165,36.862,2.059,1.396,0.914,0.148,0.629,0.483,0.361,0.215,0.097,0.283,0.17,0.299,0.218,0.491,0.296,0.361,9.0,0.1824185,7.097,4.641,1.018,0.607689,2.038313,48.767555,121.823242,113.526543
57,7.886056647693163,122.553,23.914,3.344,0.818,0.143,0.095,0.039,0.365,0.004,0.004,0.009,0.181,0.013,0.264,0.166,0.02,0.112,4.0,0.2548723,8.343,4.769,1.045,0.577481,4.04586936,85.48027,140.383896,113.076546
58,6.764471553092451,32.557,9.034,1.308,0.759,0.14,0.604,0.448,0.36,0.237,0.153,0.326,0.202,0.309,0.239,0.471,0.343,0.409,9.0,0.2467065,8.432,5.137,1.051,0.639221,5.32801643,90.095535,172.814362,93.30571
59,5.441291429466834,46.905,16.206,1.74,0.723,0.149,0.115,0.272,0.484,0.003,0.172,0.02,0.265,0.048,0.41,0.29,0.126,0.186,6.0,0.1671706,7.141,4.854,1.048,0.560158,4.4527303,43.800774,101.309731,102.213432
60,5.429457060118103,23.174,2.29,1.29,0.866,0.151,0.55,0.394,0.444,0.381,0.133,0.397,0.267,0.402,0.324,0.463,0.421,0.48,0.0,0.2115849,6.88,1.406,1.012,0.507191,2.63288886,23.404493,122.11219,47.896172
61,6.3979400086720375,33.742,4.61,3.576,0.805,0.141,0.17,0.47,0.201,0.315,0.019,0.31,0.039,0.349,0.063,0.281,0.151,0.193,3.0,0.2990714,7.878,4.568,1.043,0.555863,2.62629887,82.144279,181.23291,112.386673
62,5.5003129173815966,40.767,3.025,0.826,0.914,0.146,0.605,0.402,0.402,0.169,0.123,0.235,0.18,0.286,0.239,0.47,0.266,0.338,7.0,0.2805383,7.307,4.909,1.034,0.627592,1.46132961,49.673992,153.813751,55.329891
63,6.0655015487564325,372.872,9.586,3.636,0.966,0.139,0.469,0.36,0.406,0.316,0.149,0.348,0.231,0.386,0.278,0.412,0.315,0.369,5.0,0.3339544,7.844,4.768,1.049,0.541965,5.56987379,78.466385,150.543869,88.023788
64,7.795880017344075,29.307,4.785,1.305,0.828,0.144,0.486,0.457,0.328,0.372,0.118,0.332,0.182,0.339,0.228,0.424,0.345,0.39,7.0,0.2660058,7.944,4.903,1.058,0.600453,7.4389615,79.551483,121.127541,86.587448
65,5.480172006224281,15.615,5.965,1.609,0.673,0.146,0.497,0.489,0.331,0.349,0.137,0.39,0.187,0.424,0.233,0.439,0.288,0.348,5.0,0.330406,6.603,3.717,1.013,0.443031,3.06301428,78.126595,180.909042,94.225945
66,7.698970004336019,415.12,175.422,2.695,0.7,0.143,0.804,0.388,0.45,0.311,0.24,0.311,0.284,0.294,0.249,0.547,0.469,0.454,7.0,0.295984,8.509,4.366,1.056,0.583437,7.517452,98.136383,173.873001,120.5793
67,5.896196279044043,24.699,4.802,2.22,0.779,0.148,0.622,0.523,0.397,0.369,0.113,0.41,0.188,0.47,0.229,0.514,0.349,0.43,6.0,0.2280068,7.982,3.616,1.012,0.536485,4.58759831,60.380856,158.490906,44.392185
68,6.832682665251824,238.891,4.405,3.423,0.968,0.145,0.899,0.436,0.416,0.349,0.195,0.351,0.246,0.33,0.266,0.584,0.466,0.475,6.0,0.2366123,7.915,4.501,1.05,0.560349,5.81076858,82.890518,148.146286,76.99157
69,5.610833915635467,208.472,10.397,1.19,0.947,0.147,0.858,0.264,0.366,0.24,0.152,0.224,0.195,0.191,0.263,0.496,0.456,0.475,6.0,0.1830055,7.518,3.717,1.014,0.557531,3.73245374,33.337078,126.479454,88.939125
70,5.207608310501746,258.663,11.219,2.065,0.951,0.136,0.78,0.459,0.389,0.297,0.253,0.372,0.263,0.339,0.424,0.542,0.454,0.543,5.0,0.1883901,9.231,4.07,1.065,0.612992,3.98664421,71.722504,147.043854,152.388718
71,5.3979400086720375,26.616,4.704,3.852,0.757,0.136,0.432,0.459,0.514,0.483,0.225,0.302,0.296,0.35,0.462,0.468,0.357,0.427,7.0,0.3417349,9.124,5.115,1.025,0.56359,1.63142291,67.081993,153.935745,110.89595
73,5.301029995663981,478.491,12.186,4.19,0.967,0.137,0.86,0.518,0.449,0.429,0.362,0.457,0.372,0.466,0.329,0.609,0.54,0.556,6.0,0.4114593,8.032,3.936,1.094,0.47206,8.89504876,80.151123,143.871399,168.591324
74,5.958607314841775,324.273,44.378,10.803,0.855,0.137,0.766,0.067,0.383,0.036,0.516,0.029,0.438,0.142,0.421,0.405,0.388,0.399,7.0,0.2107908,9.128,4.436,1.073,0.558232,8.68134977,64.180984,217.121155,140.963867
75,5.522878745280337,21.661,10.525,5.18,0.58,0.142,0.024,0.526,0.46,0.062,0.002,0.03,0.414,0.175,0.537,0.337,0.04,0.242,7.0,0.4430874,6.725,3.675,1.031,0.398348,5.15626638,72.244095,144.912643,91.585556
76,5.537602002101044,36.282,3.021,1.981,0.879,0.143,0.576,0.487,0.373,0.268,0.207,0.332,0.233,0.315,0.285,0.479,0.327,0.389,5.0,0.3037213,7.995,3.843,1.014,0.610835,1.58016584,50.693062,143.337402,73.814178
77,5.522878745280337,27.567,5.489,2.403,0.777,0.141,0.566,0.391,0.405,0.31,0.201,0.313,0.261,0.29,0.36,0.454,0.324,0.391,9.0,0.2841218,8.531,3.709,1.014,0.559244,1.37364184,88.787689,180.595886,74.089462
78,5.522878745280337,544.48,126.855,4.658,0.805,0.141,0.885,0.314,0.396,0.267,0.176,0.338,0.259,0.301,0.239,0.532,0.464,0.491,8.0,0.2457073,8.235,3.911,1.029,0.562124,6.72197425,44.725098,173.34288,91.006195
80,8.045757490560675,8.32,4.631,2.862,0.526,0.145,0.465,0.492,0.468,0.353,0.151,0.421,0.276,0.367,0.268,0.475,0.366,0.4,6.0,0.4565713,6.472,4.737,1.033,0.386872,4.07284489,48.541363,125.112389,99.060608
81,8.190440285364732,150.688,13.835,2.519,0.902,0.149,0.21,0.426,0.466,0.634,0.203,0.499,0.272,0.859,0.27,0.368,0.328,0.43,3.0,0.3278486,7.391,4.73,1.055,0.52172,6.08137415,29.377499,84.695702,86.96067
82,7.920818753952375,41.713,12.405,4.408,0.713,0.147,0.087,0.28,0.483,0.002,0.275,0.019,0.367,0.051,0.365,0.283,0.147,0.166,2.0,0.1913822,7.291,4.514,1.063,0.527288,8.95613339,49.176838,112.661179,86.306206
83,7.939302159646388,26.437,4.456,2.03,0.803,0.147,0.534,0.44,0.426,0.196,0.233,0.278,0.253,0.265,0.31,0.467,0.324,0.404,4.0,0.1587227,7.513,4.763,1.073,0.553019,7.05580088,55.478271,114.834015,116.031509
86,7.698970004336019,159.349,24.746,11.992,0.813,0.152,0.285,0.082,0.132,0.158,0.362,0.091,0.096,0.355,0.542,0.167,0.237,0.352,3.0,0.1980784,7.042,3.584,1.046,0.552154,5.12960857,58.596352,88.071404,93.015221
88,6.376750709602099,42.693,31.26,24.573,0.433,0.154,0.033,0.088,0.04,0.047,0.001,0.048,0.005,0.066,0.006,0.054,0.052,0.119,4.0,0.215604,6.735,4.195,1.057,0.52719,7.44209435,73.190567,82.591812,83.263153
89,7.522878745280337,29.4,3.82,0.988,0.859,0.151,0.584,0.408,0.398,0.219,0.115,0.242,0.197,0.303,0.209,0.463,0.348,0.51,7.0,0.2171735,7.408,3.618,1.046,0.587942,7.00051196,51.219082,140.062714,81.455032
90,8.0,11.322,7.733,1.555,0.549,0.152,0.569,0.448,0.294,0.301,0.187,0.353,0.183,0.318,0.246,0.437,0.371,0.508,3.0,0.226277,6.759,4.035,1.045,0.443406,7.3073134,72.448311,93.473618,90.093094
91,7.045757490560675,343.853,2.543,1.721,0.988,0.153,0.624,0.434,0.428,0.426,0.134,0.383,0.218,0.647,0.241,0.495,0.344,0.44,5.0,0.1419016,6.881,3.764,1.044,0.600824,5.40548924,48.609802,81.379166,80.850037
92,7.221848749616356,201.68,4.162,2.069,0.97,0.153,0.763,0.396,0.476,0.276,0.331,0.286,0.366,0.233,0.355,0.545,0.509,0.496,6.0,0.2436248,6.253,3.463,1.047,0.520449,5.71119475,64.195999,70.736626,75.320885
93,5.229147988357856,176.675,3.395,0.439,0.979,0.157,0.498,0.435,0.364,0.242,0.208,0.307,0.198,0.243,0.418,0.432,0.344,0.462,4.0,0.2259121,6.49,3.63,1.043,0.574757,5.45704818,53.713169,60.712952,60.108948
94,7.522878745280337,23.751,2.989,1.576,0.839,0.152,0.488,0.527,0.445,0.326,0.136,0.352,0.217,0.382,0.225,0.487,0.395,0.509,5.0,0.211375,7.077,3.83,1.04,0.562669,2.43444693,54.208622,93.451492,59.279747
95,5.721246399047171,22.418,3.422,1.455,0.821,0.155,0.554,0.425,0.36,0.303,0.107,0.283,0.166,0.333,0.177,0.446,0.37,0.502,4.0,0.218222,6.583,3.771,1.042,0.532163,5.22329973,92.893166,110.029541,81.23233
100,4.721246399047171,258.644,5.986,1.544,0.972,0.151,0.38,0.421,0.382,0.402,0.198,0.359,0.238,0.399,0.366,0.395,0.327,0.402,4.0,0.1782094,7.172,2.947,1.022,0.555773,3.58874718,62.308804,101.252487,64.948586
101,5.721246399047171,19.057,3.332,1.484,0.798,0.144,0.522,0.383,0.436,0.203,0.199,0.269,0.27,0.316,0.375,0.447,0.335,0.426,8.0,0.2696233,6.821,3.683,1.02,0.487921,4.05519567,44.90303,207.395279,164.05394
103,6.214670164989233,10.946,6.01,1.542,0.592,0.146,0.421,0.443,0.339,0.278,0.128,0.305,0.193,0.269,0.229,0.401,0.377,0.522,4.0,0.316473,6.455,4.346,1.037,0.445819,4.08191081,53.313007,109.487823,87.903442
104,8.0,304.301,35.596,15.239,0.857,0.146,0.338,0.045,0.345,0.069,0.253,0.025,0.24,0.189,0.398,0.243,0.227,0.294,2.0,0.1855158,7.477,4.917,1.045,0.569172,4.84283868,52.841858,116.749763,79.907822
105,7.096910013008056,170.794,8.722,1.839,0.942,0.146,0.389,0.431,0.46,0.207,0.259,0.326,0.313,0.226,0.329,0.427,0.372,0.438,6.0,0.3197808,7.713,4.447,1.041,0.569673,4.42357401,69.431335,114.842796,83.347206
106,6.614393726401688,72.01,26.99,1.697,0.715,0.145,0.084,0.476,0.382,0.709,0.247,0.517,0.239,0.766,0.272,0.314,0.338,0.372,9.0,0.1855574,8.085,4.95,1.035,0.633263,4.60487258,43.104202,88.795944,96.622101
107,6.431798275933005,22.324,4.229,1.719,0.79,0.145,0.495,0.527,0.311,0.343,0.19,0.374,0.22,0.398,0.281,0.444,0.458,0.589,10.0,0.2645054,7.524,5.248,1.064,0.57813,7.69428352,61.776707,172.83255,97.446335
108,6.494850021680094,301.982,61.341,2.046,0.827,0.143,0.737,0.139,0.369,0.133,0.214,0.149,0.263,0.182,0.297,0.415,0.351,0.398,6.0,0.2710943,7.662,4.649,1.053,0.572367,6.01120259,61.665215,149.444122,88.032051
109,7.096910013008056,327.252,12.634,1.529,0.959,0.143,0.515,0.494,0.369,0.5,0.236,0.446,0.23,0.5,0.317,0.46,0.431,0.482,6.0,0.2019692,8.892,4.851,1.037,0.630312,3.61450123,91.3545,144.946121,110.842346
110,6.376750709602099,377.427,104.768,4.747,0.775,0.147,0.726,0.149,0.466,0.072,0.254,0.104,0.305,0.136,0.356,0.447,0.404,0.45,6.0,0.3071516,7.039,4.554,1.044,0.463318,3.90600235,46.953285,101.020706,80.26973
112,5.037630664329979,187.248,36.926,4.831,0.818,0.144,0.622,0.037,0.357,0.053,0.239,0.019,0.246,0.172,0.276,0.339,0.328,0.395,8.0,0.1767941,8.05,5.188,1.05,0.63173,6.38637207,84.092804,129.608231,63.090004
113,5.476253533188435,158.508,8.259,1.636,0.941,0.142,0.512,0.395,0.285,0.407,0.097,0.342,0.148,0.39,0.164,0.397,0.348,0.364,5.0,0.3496364,7.938,4.386,1.018,0.506975,2.41701876,45.379707,125.976288,112.532532
114,5.671620396561262,13.309,4.968,2.545,0.639,0.142,0.387,0.41,0.453,0.294,0.196,0.287,0.274,0.326,0.31,0.417,0.265,0.346,4.0,0.4864848,6.546,3.829,1.048,0.421153,4.26944974,51.322205,141.24234,117.648506
115,5.111259039317107,449.932,44.629,1.175,0.908,0.143,0.984,0.531,0.332,0.567,0.16,0.543,0.195,0.623,0.22,0.616,0.583,0.614,5.0,0.3840579,8.794,4.466,1.056,0.705218,3.16630653,61.356514,190.936798,81.891502
116,7.501689446210399,200.118,12.365,1.204,0.937,0.15,0.654,0.43,0.442,0.591,0.267,0.452,0.274,0.74,0.297,0.509,0.455,0.505,6.0,0.2093312,7.218,3.661,1.077,0.502316,6.66811271,41.75843,119.744446,75.669968
117,5.698970004336019,205.447,55.287,3.67,0.777,0.15,0.491,0.078,0.413,0.026,0.216,0.05,0.269,0.031,0.228,0.327,0.317,0.374,6.0,0.2894983,6.322,3.159,1.131,0.419153,6.89568238,61.126678,97.209358,87.659332
118,6.301029995663981,25.922,2.797,1.164,0.867,0.15,0.546,0.401,0.369,0.186,0.179,0.237,0.207,0.258,0.277,0.439,0.385,0.543,6.0,0.2354254,6.96,3.526,1.054,0.567438,4.624458,60.965912,122.450592,57.778069
119,6.0,18.651,5.112,1.38,0.742,0.157,0.581,0.372,0.449,0.317,0.219,0.271,0.267,0.346,0.288,0.467,0.412,0.534,6.0,0.2702107,6.783,3.359,1.06,0.502547,5.16601889,40.717186,74.325256,73.988083
120,5.361510743045363,32.499,5.058,1.81,0.826,0.147,0.662,0.453,0.404,0.454,0.186,0.36,0.24,0.529,0.27,0.506,0.461,0.512,8.0,0.2744919,7.544,4.667,1.05,0.637224,6.72768107,78.66407,101.557236,99.306587
121,5.3979400086720375,30.13,5.294,1.183,0.823,0.143,0.522,0.624,0.343,0.437,0.108,0.452,0.171,0.444,0.182,0.496,0.392,0.466,7.0,0.1466213,8.452,4.634,1.017,0.617414,3.76109425,67.866051,101.89193,99.963379
122,6.214670164989233,433.741,16.93,3.055,0.956,0.143,0.6,0.481,0.34,0.508,0.127,0.474,0.198,0.461,0.217,0.474,0.406,0.436,9.0,0.2158138,8.386,4.803,1.033,0.665003,3.33748591,41.309746,121.480019,120.628952
123,5.276544327964814,238.308,32.611,20.733,0.817,0.143,0.691,0.018,0.517,0.613,0.001,0.573,0.004,0.442,0.007,0.409,0.43,0.365,7.0,0.3062766,8.271,4.601,1.043,0.573905,5.32535027,86.28933,105.164322,117.998123
124,5.251811972993799,129.631,18.968,1.658,0.863,0.144,0.39,0.502,0.362,0.556,0.143,0.516,0.2,0.595,0.215,0.418,0.364,0.397,7.0,0.2277502,8.529,4.803,1.048,0.719451,2.68359834,65.530548,93.741486,92.367844
