mol_id,PKI,0,1,2,3,5,8,9,10,20,21,31,32,75,76,100,101,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
21,6.301029995663981,158.739,10.272,1.459,0.931,0.149,0.617,0.436,0.491,0.627,0.285,0.439,0.316,0.886,0.357,0.514,0.44,7.0,0.2021308,7.597,3.903,1.029,0.663789,5.24379156,55.190834,106.724304,80.438004
22,5.102372908709558,39.763,2.166,1.491,0.916,0.145,0.6,0.503,0.439,0.292,0.216,0.323,0.24,0.491,0.284,0.514,0.289,3.0,0.2129165,7.339,4.002,1.021,0.576754,4.24583436,52.50922,150.232788,96.984512
24,5.795880017344075,19.779,4.149,2.51,0.748,0.149,0.612,0.494,0.457,0.26,0.25,0.331,0.297,0.322,0.366,0.521,0.334,7.0,0.2843404,6.992,3.969,1.03,0.475238,3.06181717,66.163269,119.487396,90.054626
25,6.301029995663981,143.18,45.502,7.485,0.73,0.147,0.139,0.103,0.565,0.448,0.459,0.156,0.487,0.482,0.44,0.269,0.355,4.0,0.2399531,7.726,4.339,1.053,0.613715,1.05583869,65.582497,79.788605,86.330292
26,5.3979400086720375,15.423,5.074,2.427,0.673,0.149,0.543,0.453,0.467,0.325,0.17,0.355,0.282,0.358,0.242,0.488,0.398,8.0,0.2763802,6.832,4.035,1.037,0.479592,5.70549668,45.580956,110.812637,113.32972
27,6.102372908709558,185.407,16.925,1.749,0.908,0.151,0.418,0.467,0.395,0.684,0.079,0.45,0.189,0.428,0.195,0.427,0.34,6.0,0.2895229,7.653,4.07,1.028,0.654985,5.86264792,47.88279,92.836609,76.460281
28,5.301029995663981,22.359,5.85,1.988,0.74,0.144,0.594,0.417,0.478,0.479,0.168,0.395,0.253,0.507,0.334,0.496,0.341,5.0,0.2585917,7.953,4.104,1.016,0.497283,4.26897282,69.534515,118.392914,106.667122
29,5.520856752021387,28.951,5.295,1.386,0.813,0.145,0.61,0.514,0.392,0.262,0.156,0.331,0.224,0.384,0.223,0.506,0.32,2.0,0.2690142,8.31,4.028,1.019,0.565049,3.82711669,72.002167,117.949905,77.595184
30,7.031517051446065,297.439,124.527,15.504,0.68,0.14,0.516,0.138,0.457,0.066,0.635,0.124,0.497,0.095,0.421,0.37,0.382,6.0,0.32041,9.432,3.899,1.136,0.594284,9.19584062,85.136002,138.129898,172.410309
31,6.366531544420414,13.11,8.284,2.617,0.546,0.138,0.445,0.406,0.414,0.353,0.227,0.346,0.289,0.397,0.255,0.422,0.386,7.0,0.2467159,8.087,4.892,1.089,0.500149,5.69084479,118.827972,1045.665405,190.914948
32,6.0,190.26,9.578,4.149,0.933,0.139,0.443,0.437,0.432,0.308,0.311,0.33,0.34,0.406,0.348,0.438,0.414,8.0,0.3213171,9.363,5.121,1.06,0.502929,6.57911409,67.971825,1036.527344,203.936127
33,6.0,71.472,12.121,4.479,0.812,0.138,0.066,0.396,0.344,0.375,0.577,0.26,0.334,0.547,0.683,0.269,0.356,6.0,0.2318409,8.937,4.892,1.053,0.548767,7.86347312,112.703896,1086.89209,234.644226
34,7.721246399047171,302.761,11.044,1.363,0.961,0.139,0.813,0.378,0.366,0.53,0.348,0.382,0.251,0.632,0.475,0.519,0.546,6.0,0.4268886,9.563,3.465,1.133,0.604252,11.6274865,102.605217,164.779434,163.149948
35,6.795880017344075,15.156,5.402,3.333,0.634,0.138,0.428,0.479,0.474,0.464,0.266,0.424,0.325,0.468,0.28,0.46,0.452,4.0,0.4525463,8.672,5.759,1.029,0.513789,7.54287203,85.102524,177.322266,221.566162
36,6.0,23.734,12.193,3.169,0.607,0.14,0.651,0.325,0.336,0.315,0.129,0.314,0.18,0.366,0.191,0.438,0.329,6.0,0.2401265,9.094,5.19,1.023,0.595792,3.87912051,97.482613,284.693665,144.483047
38,5.2441251443275085,205.714,10.092,1.216,0.948,0.147,0.66,0.316,0.433,0.219,0.16,0.248,0.24,0.303,0.255,0.47,0.368,3.0,0.2072846,7.788,2.98,1.034,0.563595,3.51163738,79.012985,66.805222,128.471588
39,6.3979400086720375,15.993,5.132,2.548,0.676,0.147,0.583,0.389,0.374,1.047,0.325,0.423,0.316,0.364,0.334,0.449,0.709,4.0,0.2714571,7.977,2.947,1.019,0.536705,5.08417092,55.799278,78.670898,117.812408
40,5.698970004336019,31.012,6.105,1.093,0.812,0.144,0.56,0.34,0.367,0.187,0.134,0.236,0.204,0.265,0.23,0.422,0.25,2.0,0.293798,8.562,3.013,1.017,0.56583,3.78121673,50.184204,81.729851,116.588898
41,6.154901959985743,241.904,23.581,2.93,0.901,0.143,0.956,0.492,0.345,0.252,0.155,0.324,0.204,0.347,0.216,0.597,0.476,8.0,0.2040277,8.404,5.123,1.045,0.539833,6.56184638,79.64032,136.222595,178.924316
42,5.508638306165727,209.91,11.252,2.817,0.937,0.141,0.895,0.341,0.395,0.32,0.306,0.334,0.313,0.474,0.321,0.544,0.534,4.0,0.1813784,8.722,3.739,1.059,0.557681,7.15280045,80.514648,196.547607,111.384056
43,5.522878745280337,16.837,5.935,3.186,0.649,0.14,0.455,0.469,0.298,0.303,0.109,0.368,0.167,0.373,0.175,0.407,0.386,10.0,0.3197457,7.794,4.921,1.013,0.527224,2.50646884,70.074951,142.921814,108.809082
44,6.102372908709558,117.074,82.098,5.125,0.573,0.142,0.115,0.199,0.285,0.029,0.276,0.084,0.275,0.048,0.343,0.2,0.169,5.0,0.1172069,7.802,3.707,1.052,0.511667,6.49840088,59.447273,124.356293,169.335922
45,6.721246399047171,24.325,7.349,1.68,0.729,0.142,0.556,0.345,0.395,0.463,0.14,0.382,0.215,0.418,0.303,0.432,0.412,5.0,0.2697843,8.749,3.64,1.055,0.579137,5.74264429,75.670212,132.572617,110.118713
46,8.102372908709558,29.967,5.874,0.834,0.817,0.144,0.493,0.395,0.454,0.174,0.459,0.249,0.353,0.284,0.324,0.448,0.391,5.0,0.2400901,8.233,4.273,1.053,0.597198,5.722321,76.215408,169.744415,70.036385
47,5.040958607678906,167.497,8.039,1.818,0.944,0.153,0.556,0.478,0.361,0.311,0.261,0.337,0.265,0.286,0.198,0.465,0.391,4.0,0.0842491,6.845,4.001,1.044,0.554473,4.50781457,52.844341,71.985786,112.633194
48,5.42021640338319,24.08,3.575,1.229,0.834,0.147,0.492,0.476,0.325,0.296,0.116,0.346,0.173,0.381,0.196,0.431,0.279,7.0,0.2735478,6.707,4.046,1.017,0.509094,3.10498157,40.210686,84.015266,72.758499
49,5.580044251510242,343.04,6.005,1.2,0.979,0.151,0.959,0.439,0.335,0.296,0.175,0.313,0.175,0.377,0.289,0.578,0.474,6.0,0.2274939,7.052,4.199,1.035,0.608206,3.36424522,60.571854,96.017265,106.302521
50,8.522878745280337,61.455,15.186,3.656,0.765,0.145,0.075,0.479,0.45,0.529,0.287,0.476,0.308,0.587,0.351,0.334,0.317,2.0,0.2517611,7.465,4.628,1.077,0.520535,8.11671077,57.256348,128.571472,109.161064
51,5.329754146925876,106.332,26.552,1.665,0.79,0.149,0.15,0.522,0.471,0.469,0.128,0.51,0.226,0.34,0.288,0.381,0.289,4.0,0.2044596,7.082,3.951,1.016,0.584249,1.63728129,42.279552,119.685089,100.986565
52,6.8297382846050425,164.883,5.378,1.628,0.959,0.144,0.509,0.342,0.367,0.293,0.185,0.249,0.246,0.34,0.24,0.406,0.366,2.0,0.3170851,7.935,4.466,1.04,0.591921,7.03657084,69.671341,197.781525,107.567184
53,6.1938200260161125,162.474,9.951,1.333,0.935,0.143,0.591,0.441,0.393,0.344,0.169,0.361,0.235,0.332,0.292,0.475,0.401,4.0,0.2020196,8.949,4.501,1.041,0.711778,4.27315211,78.341385,188.282013,97.240974
55,5.978810700930062,58.552,13.764,1.761,0.79,0.15,0.08,0.497,0.402,0.422,0.238,0.488,0.242,0.475,0.291,0.326,0.233,5.0,0.3223553,6.981,3.884,1.024,0.457957,4.4998915,62.95475,93.179359,91.687897
56,5.510041520575165,32.563,3.176,1.107,0.884,0.148,0.626,0.424,0.298,0.225,0.126,0.266,0.169,0.304,0.286,0.45,0.304,5.0,0.208334,7.08,4.54,1.017,0.576752,3.14954109,46.403435,135.157562,101.91819
57,7.886056647693163,244.264,12.873,2.672,0.94,0.143,0.613,0.33,0.348,0.262,0.199,0.31,0.23,0.344,0.224,0.431,0.349,5.0,0.2129721,8.527,4.97,1.04,0.590197,4.82051764,48.274124,115.556305,97.608971
58,6.764471553092451,252.841,10.846,4.874,0.941,0.14,0.824,0.541,0.417,0.368,0.19,0.397,0.291,0.415,0.284,0.594,0.463,8.0,0.3066977,9.01,5.103,1.048,0.58087,6.41028937,54.376518,123.159492,147.248627
59,5.441291429466834,33.01,1.998,1.362,0.908,0.149,0.621,0.457,0.334,0.24,0.104,0.27,0.154,0.356,0.222,0.47,0.305,9.0,0.1821264,6.961,4.686,1.048,0.578387,5.29621131,57.780441,93.981949,123.666153
60,5.429457060118103,50.992,5.759,1.421,0.877,0.151,0.142,0.246,0.344,0.007,0.036,0.043,0.293,0.115,0.373,0.244,0.051,1.0,0.1186662,6.652,1.406,1.012,0.580284,2.49778436,28.28709,93.21537,52.29464
61,6.3979400086720375,266.65,48.095,5.599,0.832,0.141,0.271,0.114,0.451,0.095,0.176,0.09,0.253,0.15,0.311,0.279,0.185,7.0,0.2368697,8.371,4.769,1.043,0.598123,6.79360231,57.652679,163.078857,108.53553
62,5.5003129173815966,41.504,2.121,1.158,0.927,0.146,0.616,0.345,0.417,0.144,0.137,0.199,0.204,0.257,0.242,0.459,0.259,7.0,0.2813672,7.166,4.607,1.034,0.625139,6.92367427,41.578381,116.515953,55.680428
63,6.0655015487564325,414.924,7.899,1.098,0.979,0.139,0.928,0.387,0.357,0.215,0.12,0.29,0.186,0.307,0.189,0.557,0.415,3.0,0.2295147,8.763,4.434,1.044,0.64679,8.17231415,65.609726,145.243164,108.576874
64,7.795880017344075,174.305,9.936,2.274,0.935,0.144,0.6,0.54,0.445,0.41,0.264,0.463,0.31,0.48,0.362,0.529,0.421,6.0,0.3025714,7.423,4.87,1.057,0.549622,2.91019199,82.764877,177.569458,102.570694
65,5.480172006224281,39.675,34.428,1.89,0.522,0.147,0.051,0.604,0.399,0.002,0.151,0.009,0.229,0.017,0.304,0.351,0.238,8.0,0.182634,7.956,3.75,1.012,0.605802,2.29250133,52.744526,135.792236,51.096901
66,7.698970004336019,177.896,17.999,2.0,0.899,0.143,0.339,0.415,0.343,0.436,0.121,0.408,0.185,0.492,0.204,0.366,0.26,5.0,0.272067,7.687,4.534,1.052,0.567175,7.39964992,57.286911,147.237305,106.062515
67,5.896196279044043,35.25,3.078,0.748,0.902,0.148,0.586,0.473,0.377,0.165,0.176,0.255,0.194,0.3,0.223,0.479,0.29,4.0,0.1889647,7.864,3.884,1.01,0.598627,2.26575631,58.501827,142.721405,52.226265
68,6.832682665251824,230.816,7.568,1.489,0.962,0.145,0.272,0.433,0.355,0.3,0.11,0.315,0.192,0.372,0.18,0.353,0.235,6.0,0.2018589,8.337,4.535,1.045,0.633047,5.61144526,65.483017,154.489838,60.735233
69,5.610833915635467,165.248,141.773,34.632,0.484,0.147,0.128,0.416,0.087,0.078,0.018,0.253,0.034,0.064,0.05,0.211,0.194,4.0,0.2380879,7.168,3.817,1.014,0.605315,3.19348341,80.645126,140.492981,98.903542
70,5.207608310501746,31.872,6.336,1.532,0.802,0.137,0.5,0.432,0.402,0.255,0.205,0.334,0.241,0.339,0.4,0.445,0.33,6.0,0.2060032,9.066,3.943,1.063,0.612387,2.14778073,51.363667,157.907883,122.624741
71,5.3979400086720375,266.42,55.988,14.226,0.791,0.136,0.259,0.081,0.437,0.044,0.391,0.062,0.42,0.082,0.395,0.259,0.249,6.0,0.3608003,8.591,4.657,1.023,0.534031,7.41698638,63.739712,144.061264,129.34819
73,5.301029995663981,14.525,9.829,2.335,0.544,0.137,0.53,0.512,0.429,0.553,0.252,0.537,0.324,0.439,0.311,0.49,0.401,4.0,0.4014842,7.748,3.867,1.09,0.490881,8.03789776,41.513504,133.622177,142.062363
74,5.958607314841775,384.636,21.791,1.069,0.944,0.137,0.743,0.444,0.407,0.447,0.2,0.416,0.242,0.417,0.339,0.531,0.52,4.0,0.2176432,9.594,4.398,1.075,0.595555,7.62748971,52.968822,205.125946,107.192268
75,5.522878745280337,9.997,4.537,3.414,0.557,0.142,0.513,0.472,0.473,0.447,0.185,0.397,0.286,0.55,0.269,0.486,0.306,8.0,0.4373342,6.618,3.609,1.03,0.379981,3.99027541,65.10083,125.39782,107.806816
76,5.537602002101044,10.309,5.3,2.06,0.583,0.144,0.496,0.445,0.445,0.33,0.223,0.361,0.281,0.38,0.321,0.462,0.269,5.0,0.3613642,6.437,3.105,1.015,0.366565,1.86704115,66.915001,129.454468,121.7285
77,5.522878745280337,175.371,96.845,2.222,0.639,0.141,0.313,0.188,0.418,0.108,0.181,0.152,0.267,0.159,0.277,0.306,0.182,8.0,0.2693462,8.374,3.845,1.012,0.650385,3.94572104,72.06871,147.343384,107.799789
78,5.522878745280337,446.249,11.784,5.631,0.962,0.141,0.661,0.443,0.239,0.28,0.067,0.375,0.124,0.33,0.181,0.447,0.355,5.0,0.2678612,7.926,3.776,1.027,0.55416,4.02816701,65.28936,144.817535,101.347198
80,8.045757490560675,275.178,10.436,2.255,0.956,0.145,0.943,0.406,0.253,0.304,0.123,0.282,0.159,0.389,0.147,0.534,0.437,4.0,0.3712614,7.454,5.259,1.034,0.482657,3.90342389,40.316666,125.47245,114.443169
81,8.190440285364732,206.296,8.331,1.353,0.955,0.149,0.216,0.387,0.354,0.944,0.119,0.515,0.18,1.104,0.208,0.319,0.405,3.0,0.3457454,7.144,4.689,1.053,0.50476,8.40545896,62.554733,96.9496,90.880692
82,7.920818753952375,7.455,5.738,3.992,0.434,0.146,0.485,0.466,0.36,0.377,0.13,0.335,0.214,0.272,0.226,0.437,0.266,4.0,0.4197821,6.478,4.615,1.062,0.37598,5.55162059,34.541565,85.346443,67.502373
83,7.939302159646388,11.926,5.12,2.311,0.616,0.148,0.403,0.435,0.291,0.312,0.172,0.332,0.194,0.377,0.222,0.376,0.281,6.0,0.4157074,6.491,4.354,1.072,0.411655,7.67001483,41.491173,109.202621,90.287025
86,7.698970004336019,69.95,11.319,4.083,0.82,0.152,0.12,0.429,0.482,0.622,0.198,0.439,0.306,0.977,0.244,0.343,0.328,3.0,0.3023594,6.924,3.765,1.049,0.525745,3.28672272,58.338249,114.592888,93.539185
88,6.376750709602099,139.502,22.37,2.474,0.849,0.154,0.225,0.525,0.443,0.579,0.557,0.475,0.452,0.786,0.525,0.398,0.424,4.0,0.25305,6.874,4.201,1.049,0.558559,7.4499805,46.249748,89.559875,104.900658
89,7.522878745280337,117.027,30.101,1.55,0.787,0.151,0.194,0.582,0.332,0.715,0.097,0.475,0.164,0.727,0.173,0.369,0.386,8.0,0.2184574,6.735,3.791,1.043,0.596171,5.72991134,87.062897,112.296799,78.224693
90,8.0,9.724,8.318,1.887,0.488,0.152,0.649,0.48,0.283,0.257,0.098,0.326,0.146,0.297,0.161,0.471,0.333,4.0,0.2265422,6.18,4.041,1.034,0.435902,6.7987982,85.199745,141.802917,92.598526
91,7.045757490560675,237.77,207.95,6.779,0.525,0.153,0.512,0.423,0.309,0.337,0.091,0.499,0.164,0.209,0.118,0.415,0.299,5.0,0.2860942,6.862,3.685,1.043,0.526393,5.15609039,60.237118,97.73996,61.584427
92,7.221848749616356,152.794,13.709,2.71,0.903,0.153,0.112,0.429,0.367,0.68,0.13,0.441,0.196,0.955,0.198,0.303,0.28,4.0,0.2094208,6.735,3.297,1.043,0.535961,5.21963717,57.027023,92.328613,43.597488
93,5.229147988357856,225.726,8.903,2.288,0.953,0.157,0.918,0.378,0.382,0.183,0.559,0.243,0.31,0.176,0.748,0.559,0.567,3.0,0.148299,6.575,3.633,1.042,0.513607,4.59726365,63.219597,76.341827,92.413452
94,7.522878745280337,420.838,232.612,6.17,0.638,0.152,0.662,0.587,0.356,0.511,0.444,0.59,0.294,0.516,0.752,0.535,0.575,7.0,0.2718738,7.323,3.834,1.036,0.49469,6.54503035,41.919056,111.384781,71.78463
95,5.721246399047171,227.256,102.544,1.712,0.686,0.155,0.895,0.299,0.529,0.242,0.276,0.242,0.301,0.185,0.392,0.575,0.476,4.0,0.1504225,6.757,3.751,1.042,0.594761,6.55226377,76.116348,77.327393,71.358604
100,4.721246399047171,167.294,6.199,2.782,0.949,0.151,0.634,0.461,0.462,0.353,0.169,0.35,0.265,0.363,0.29,0.519,0.369,4.0,0.246678,6.826,3.08,1.023,0.549201,2.94739271,70.742851,73.967628,76.85804
101,5.721246399047171,39.665,12.819,1.2,0.739,0.144,0.082,0.385,0.364,0.286,0.102,0.277,0.192,0.247,0.2,0.277,0.176,8.0,0.2397107,7.828,3.549,1.02,0.51949,2.71804836,31.583794,147.905548,185.508316
103,6.214670164989233,9.205,6.325,2.31,0.516,0.146,0.42,0.461,0.373,0.299,0.209,0.327,0.241,0.266,0.265,0.418,0.385,5.0,0.3894064,6.684,4.547,1.03,0.425945,7.00054384,66.377441,92.964462,91.943481
104,8.0,173.855,15.9,1.756,0.908,0.146,0.419,0.463,0.339,0.769,0.205,0.516,0.233,1.034,0.285,0.407,0.423,3.0,0.336029,6.929,4.783,1.048,0.504429,5.59202905,46.617149,125.123383,84.051529
105,7.096910013008056,428.359,65.092,18.661,0.836,0.146,0.957,0.09,0.421,0.367,0.133,0.116,0.214,0.734,0.217,0.489,0.503,6.0,0.1035178,7.522,5.018,1.041,0.59787,3.43883581,37.113945,114.920792,85.225365
106,6.614393726401688,17.119,6.369,1.286,0.691,0.145,0.483,0.475,0.404,0.351,0.134,0.37,0.215,0.356,0.243,0.454,0.415,8.0,0.3345394,7.381,4.817,1.036,0.521947,6.10213272,62.441681,113.941299,71.126442
107,6.431798275933005,191.494,5.109,1.988,0.964,0.145,0.545,0.461,0.4,0.266,0.221,0.349,0.263,0.252,0.292,0.468,0.377,4.0,0.1890054,7.754,5.282,1.063,0.620472,8.33449136,72.816849,147.975113,118.903458
108,6.494850021680094,355.796,8.601,1.86,0.971,0.143,0.604,0.416,0.34,0.27,0.164,0.308,0.182,0.349,0.29,0.453,0.377,9.0,0.3398159,8.392,4.648,1.049,0.560987,3.99427388,61.948601,154.423096,111.462997
109,7.096910013008056,194.778,5.776,3.02,0.957,0.143,0.246,0.384,0.475,0.259,0.206,0.319,0.285,0.345,0.333,0.368,0.255,7.0,0.3379895,8.34,4.883,1.034,0.58836,5.29065466,63.57354,138.306488,103.784103
110,6.376750709602099,22.79,3.818,0.553,0.839,0.147,0.486,0.51,0.309,0.222,0.15,0.305,0.154,0.338,0.212,0.435,0.31,6.0,0.1113618,6.693,4.521,1.044,0.521345,1.3527162,53.560028,96.431633,98.376633
112,5.037630664329979,27.905,3.811,1.155,0.849,0.144,0.487,0.502,0.324,0.281,0.21,0.328,0.2,0.397,0.232,0.438,0.428,5.0,0.2166263,7.954,5.457,1.041,0.62201,8.90043262,76.793274,109.134499,88.508141
113,5.476253533188435,225.737,98.174,5.945,0.684,0.142,0.849,0.125,0.48,0.105,0.412,0.124,0.427,0.12,0.494,0.485,0.446,4.0,0.4388692,7.553,4.419,1.018,0.446398,1.91279329,69.67865,125.435379,111.84478
114,5.671620396561262,30.572,7.613,1.395,0.772,0.142,0.588,0.396,0.287,0.225,0.089,0.273,0.151,0.317,0.202,0.424,0.313,4.0,0.2133206,8.49,4.5,1.043,0.615455,4.02395525,52.30933,163.845551,117.76207
115,5.111259039317107,29.748,4.267,2.083,0.824,0.142,0.495,0.504,0.417,0.281,0.146,0.347,0.229,0.392,0.242,0.472,0.324,6.0,0.2696365,8.3,4.567,1.059,0.596196,4.7687307,70.113701,188.689377,91.675827
116,7.501689446210399,17.843,5.37,1.41,0.725,0.15,0.531,0.45,0.427,0.288,0.16,0.324,0.257,0.256,0.239,0.469,0.38,4.0,0.1870648,6.888,3.394,1.086,0.491971,4.93160632,40.16814,108.583511,31.851461
117,5.698970004336019,19.149,4.321,1.518,0.766,0.15,0.497,0.346,0.414,0.183,0.291,0.227,0.273,0.218,0.381,0.419,0.395,4.0,0.2315861,7.203,3.29,1.133,0.500376,9.1087143,59.041348,106.079979,51.014404
118,6.301029995663981,228.594,8.608,1.903,0.956,0.15,0.759,0.374,0.418,0.531,0.23,0.391,0.274,0.707,0.274,0.517,0.485,4.0,0.1672237,7.328,3.492,1.05,0.521414,5.7904873,49.883308,98.287094,50.701126
119,6.0,24.89,3.061,1.064,0.858,0.15,0.541,0.407,0.334,0.153,0.23,0.225,0.206,0.219,0.317,0.427,0.34,3.0,0.1763252,6.888,3.56,1.058,0.532222,1.15534551,69.421501,89.329803,47.61338
120,5.361510743045363,25.608,4.378,2.099,0.798,0.147,0.538,0.431,0.451,0.323,0.235,0.301,0.289,0.313,0.38,0.474,0.383,8.0,0.3087081,7.559,4.768,1.051,0.565888,4.48684838,59.539959,111.822853,155.167938
121,5.3979400086720375,332.143,142.029,3.598,0.695,0.143,0.492,0.534,0.48,0.698,0.293,0.657,0.331,0.661,0.293,0.502,0.496,5.0,0.3616884,7.151,4.432,1.017,0.447538,1.57637567,70.702347,103.692627,108.821701
122,6.214670164989233,31.166,3.736,2.309,0.838,0.143,0.494,0.435,0.421,0.272,0.173,0.272,0.257,0.311,0.285,0.45,0.361,7.0,0.2674979,8.138,4.837,1.035,0.631882,4.09471038,89.998665,139.532166,113.588921
123,5.276544327964814,392.982,7.533,2.625,0.975,0.143,0.871,0.395,0.426,0.359,0.185,0.329,0.255,0.529,0.285,0.564,0.464,8.0,0.2580576,8.715,4.468,1.043,0.578206,5.19332789,83.216858,127.296539,121.485237
124,5.251811972993799,280.818,143.823,9.018,0.648,0.144,0.367,0.204,0.333,0.162,0.32,0.142,0.254,0.134,0.26,0.301,0.289,7.0,0.2028729,8.462,4.937,1.046,0.725218,6.02481506,111.623589,81.579437,145.633179
125,6.301029995663981,139.007,9.871,1.788,0.923,0.14,0.311,0.446,0.24,0.512,0.224,0.43,0.161,0.446,0.272,0.332,0.345,6.0,0.263701,8.688,4.902,1.037,0.650184,4.83069067,74.235222,129.203888,116.300957
126,5.309803919971486,272.362,26.091,2.597,0.905,0.14,0.869,0.506,0.425,0.482,0.3,0.528,0.291,0.553,0.346,0.6,0.574,8.0,0.2906907,8.511,4.769,1.039,0.58331,2.33308595,60.488052,160.323364,181.331589
127,5.651695136951839,164.348,4.772,2.523,0.958,0.147,0.772,0.368,0.322,0.36,0.242,0.294,0.251,0.51,0.275,0.487,0.449,8.0,0.2571242,7.941,4.855,1.016,0.679286,5.77421929,56.821793,105.256584,76.346237
128,6.013228265733755,160.776,11.95,4.004,0.91,0.149,0.328,0.444,0.399,0.275,0.261,0.308,0.3,0.367,0.316,0.391,0.279,4.0,0.29543,7.057,3.047,1.013,0.483869,1.95655522,89.416107,73.712486,106.189438
