mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,19,20,21,31,32,75,76,100,101,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,7.698970004336019,3.41,189.082,5.665,1.825,0.962,0.163,0.69,0.444,0.497,0.751,0.457,0.16,0.408,0.262,0.339,0.299,0.544,0.456,9.0,0.1783641,5.581,4.576,1.063,0.446252,6.43305826,35.345158,80.137627,86.849663
2,7.698970004336019,7.94,303.533,7.629,4.502,0.962,0.151,0.835,0.314,0.338,0.792,0.178,0.076,0.195,0.149,0.227,0.093,0.496,0.349,5.0,0.1414445,7.23,3.042,1.049,0.524628,3.10482179,53.227619,139.758102,86.241051
3,8.0,7.11,304.321,106.821,6.471,0.729,0.153,0.569,0.137,0.388,0.576,0.079,0.14,0.076,0.208,0.047,0.164,0.365,0.265,6.0,0.1484768,6.829,2.973,1.04,0.500833,3.48576891,58.283783,147.532745,82.073784
4,8.0,9.9,222.13,10.956,7.32,0.924,0.149,0.468,0.331,0.403,0.421,0.265,0.276,0.254,0.298,0.613,0.178,0.401,0.32,4.0,0.1104975,7.303,4.616,1.036,0.512309,4.33705016,101.497887,184.533752,123.426361
5,7.301029995663981,0.53,244.029,64.847,6.096,0.775,0.151,0.326,0.248,0.322,0.624,0.28,0.257,0.306,0.277,0.072,0.278,0.299,0.387,4.0,0.1042053,7.739,2.905,1.024,0.545273,5.5099602,75.299103,166.928238,90.699196
6,4.721246399047171,8.48,45.437,11.681,1.151,0.78,0.157,0.077,0.517,0.384,0.033,0.008,0.117,0.117,0.198,0.132,0.215,0.326,0.052,3.0,0.2196455,6.272,2.905,1.011,0.418241,2.45053335,45.35495,996.655823,58.291683
7,4.638272163982407,6.37,14.93,4.446,1.193,0.726,0.157,0.517,0.388,0.262,0.698,0.16,0.1,0.234,0.14,0.21,0.163,0.389,0.319,,,,,,,,,,
8,7.096910013008056,4.39,254.619,8.101,1.578,0.963,0.151,0.281,0.519,0.52,0.259,0.365,0.302,0.418,0.349,0.492,0.472,0.44,0.309,9.0,0.3954332,6.084,2.973,1.067,0.39512,4.87812208,83.509003,1018.118591,60.186611
9,7.522878745280337,9.65,155.29,14.112,0.802,0.912,0.153,0.342,0.484,0.302,0.266,0.594,0.107,0.477,0.156,0.794,0.182,0.376,0.322,3.0,0.1257428,7.055,4.843,1.024,0.482871,2.08889934,52.796143,164.572128,80.084564
10,7.0,4.29,14.532,4.535,2.812,0.664,0.151,0.465,0.449,0.383,0.548,0.264,0.255,0.332,0.316,0.328,0.37,0.432,0.356,3.0,0.2717593,7.122,3.247,1.079,0.449848,8.16770045,85.718819,142.625092,78.577393
11,7.522878745280337,6.76,167.457,7.628,0.923,0.951,0.149,0.179,0.399,0.379,0.086,0.196,0.139,0.272,0.197,0.209,0.255,0.319,0.14,4.0,0.1749371,7.633,3.11,1.017,0.512987,2.81561575,62.028229,147.393524,75.107208
12,6.102372908709558,9.96,228.557,15.083,2.317,0.929,0.151,0.679,0.461,0.372,0.702,0.28,0.159,0.38,0.224,0.21,0.245,0.504,0.38,3.0,0.2083123,6.961,4.446,1.048,0.460343,4.84111026,80.08741,156.207169,88.002403
13,5.801342913045577,5.89,148.441,10.77,8.312,0.886,0.151,0.126,0.348,0.373,0.113,0.405,0.291,0.369,0.275,0.603,0.384,0.282,0.269,4.0,0.2055057,7.216,3.007,1.057,0.495923,4.70597462,75.64856,180.312408,103.892769
14,6.200659450546418,6.54,339.518,16.521,1.254,0.95,0.149,0.939,0.509,0.349,1.022,0.401,0.455,0.456,0.269,0.402,0.569,0.599,0.626,3.0,0.172054,7.869,2.871,1.072,0.537468,3.54219761,51.035324,152.691833,70.443146
