mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,19,20,21,31,32,75,76,100,101,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,7.698970004336019,7.77,31.59,10.758,2.455,0.705,0.163,0.056,0.36,0.505,0.124,0.001,0.256,0.013,0.286,0.042,0.262,0.307,0.127,3.0,0.1298757,5.7,4.543,1.065,0.4394,6.54929073,55.64933,101.971687,62.636333
2,7.698970004336019,2.57,118.241,10.086,1.99,0.907,0.151,0.174,0.438,0.324,0.326,0.257,0.26,0.329,0.288,0.274,0.189,0.312,0.281,5.0,0.1995057,7.495,3.178,1.044,0.511332,3.06976357,52.072472,181.614532,78.331306
3,8.0,6.75,243.132,14.235,0.833,0.942,0.153,0.916,0.453,0.364,0.989,0.378,0.175,0.369,0.191,0.379,0.318,0.578,0.514,5.0,0.1314965,6.872,3.076,1.04,0.502905,5.52870747,83.321251,140.419205,65.908447
4,8.0,6.83,23.894,6.126,1.331,0.762,0.149,0.5,0.376,0.368,0.358,0.317,0.117,0.303,0.185,0.486,0.2,0.415,0.264,9.0,0.1607175,7.562,4.377,1.036,0.513735,3.97266859,90.004921,172.883026,112.649376
5,7.301029995663981,5.12,18.49,8.034,0.916,0.674,0.151,0.539,0.433,0.4,0.822,0.261,0.188,0.298,0.216,0.385,0.308,0.457,0.424,5.0,0.1100145,7.509,2.973,1.045,0.534949,7.94192276,89.098,196.617371,92.28952
6,4.721246399047171,0.55,14.84,4.675,1.118,0.719,0.157,0.533,0.376,0.379,0.43,0.186,0.114,0.253,0.188,0.243,0.22,0.429,0.244,5.0,0.1417919,6.057,2.973,1.01,0.411931,2.02571692,61.61507,983.001526,72.384697
7,4.638272163982407,6.31,15.41,4.081,1.026,0.751,0.157,0.486,0.388,0.314,0.651,0.134,0.192,0.226,0.18,0.161,0.369,0.396,0.326,,,,,,,,,,
8,7.096910013008056,7.5,11.845,7.616,0.941,0.581,0.151,0.497,0.572,0.366,0.341,0.582,0.105,0.538,0.167,0.63,0.167,0.478,0.343,5.0,0.3339548,6.396,2.939,1.07,0.412736,4.66739436,48.515678,150.37532,92.777939
9,7.522878745280337,2.5,16.838,6.271,1.21,0.692,0.153,0.439,0.392,0.347,0.504,0.186,0.117,0.277,0.182,0.243,0.197,0.393,0.269,2.0,0.2345474,7.07,5.078,1.029,0.475111,4.91539115,84.637177,154.224686,72.970932
10,7.0,8.3,206.947,6.814,2.669,0.956,0.151,0.36,0.399,0.297,0.231,0.207,0.382,0.271,0.275,0.244,0.275,0.352,0.273,5.0,0.2696996,6.721,3.042,1.086,0.446267,5.71663969,92.795677,145.111572,100.286263
