mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,19,20,21,31,32,75,76,100,101,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,7.698970004336019,5.53,319.815,155.653,2.129,0.67,0.163,0.673,0.374,0.329,0.794,0.208,0.419,0.329,0.277,0.184,0.253,0.459,0.474,8.0,0.1776266,5.457,4.407,1.065,0.449185,5.45633091,45.919174,83.831345,65.771957
2,7.698970004336019,5.24,19.348,5.875,1.615,0.721,0.151,0.466,0.347,0.39,0.463,0.29,0.131,0.287,0.203,0.384,0.196,0.401,0.295,3.0,0.175986,7.27,2.939,1.046,0.500919,6.72103979,70.353508,158.730011,83.763931
3,8.0,3.03,17.126,6.018,1.266,0.702,0.153,0.435,0.395,0.383,0.452,0.317,0.108,0.317,0.18,0.432,0.196,0.404,0.292,5.0,0.2324394,7.51,2.939,1.038,0.480258,7.10360534,64.242737,151.581238,87.675034
4,8.0,2.28,202.548,8.935,1.206,0.952,0.149,0.432,0.314,0.344,0.365,0.388,0.105,0.298,0.175,0.242,0.199,0.363,0.286,4.0,0.1477546,7.388,4.207,1.034,0.526017,4.15547409,90.331848,179.930725,91.620697
5,7.301029995663981,4.17,226.901,12.986,3.751,0.931,0.151,0.228,0.479,0.363,0.129,0.904,0.249,0.541,0.278,1.041,0.333,0.357,0.427,4.0,0.228016,8.01,3.178,1.049,0.533248,4.41792169,61.28677,175.191864,82.998627
6,4.721246399047171,2.38,111.01,9.794,2.223,0.902,0.157,0.211,0.367,0.361,0.157,0.243,0.178,0.287,0.233,0.22,0.311,0.313,0.192,4.0,0.0952784,5.878,3.007,1.011,0.419468,3.22249866,40.386761,1003.754211,64.487206
7,4.638272163982407,4.76,15.234,4.326,1.037,0.74,0.157,0.494,0.423,0.339,0.657,0.141,0.12,0.235,0.185,0.173,0.191,0.419,0.306,,,,,,,,,,
8,7.096910013008056,6.77,10.002,6.802,2.334,0.523,0.152,0.409,0.565,0.339,0.343,0.613,0.098,0.592,0.156,0.7,0.14,0.437,0.351,9.0,0.3187635,6.5,3.144,1.07,0.403427,9.15725654,88.54007,1011.00293,100.761253
9,7.522878745280337,8.64,198.256,8.934,2.052,0.947,0.153,0.56,0.483,0.461,0.635,0.252,0.291,0.327,0.319,0.297,0.264,0.501,0.393,6.0,0.1835946,6.98,4.707,1.024,0.473678,4.72404378,53.75943,156.244736,65.797913
10,7.0,7.82,394.158,195.793,5.15,0.662,0.151,0.803,0.475,0.471,0.845,0.68,0.259,0.508,0.336,0.519,0.277,0.583,0.595,2.0,0.3952038,7.114,2.973,1.088,0.443028,8.02051879,74.42765,149.764755,111.515282
11,7.522878745280337,9.93,227.261,7.322,1.711,0.962,0.149,0.339,0.385,0.368,0.33,0.184,0.229,0.264,0.286,0.294,0.227,0.364,0.247,8.0,0.1440887,7.714,3.042,1.018,0.508455,3.76216494,77.326279,158.53447,90.444595
12,6.102372908709558,7.48,343.133,114.534,1.324,0.748,0.151,0.681,0.273,0.324,0.77,0.164,0.118,0.199,0.177,0.143,0.166,0.426,0.351,3.0,0.2273981,7.41,4.514,1.048,0.468357,5.80892758,58.591125,156.107483,86.527367
13,5.801342913045577,8.68,336.375,152.862,127.881,0.545,0.151,0.383,0.748,0.366,0.472,0.548,0.311,0.686,0.341,0.638,0.245,0.499,0.444,6.0,0.2017947,6.832,3.178,1.062,0.493827,6.13986885,85.787437,171.95816,84.109818
14,6.200659450546418,8.35,18.241,7.419,1.643,0.668,0.149,0.445,0.441,0.332,0.589,0.369,0.123,0.351,0.197,0.5,0.182,0.406,0.36,6.0,0.2323194,7.918,3.007,1.074,0.523485,5.4293889,108.353729,200.019791,83.690994
15,6.823908740944319,4.79,233.73,9.722,2.591,0.95,0.147,0.837,0.475,0.401,0.909,0.451,0.289,0.384,0.309,0.474,0.255,0.571,0.55,4.0,0.2031401,8.12,3.212,1.041,0.527151,4.5233724,107.346039,191.923233,84.161652
16,7.698970004336019,3.64,106.523,60.321,9.997,0.602,0.153,0.106,0.093,0.373,0.029,0.035,0.384,0.054,0.397,0.027,0.338,0.191,0.149,6.0,0.1253113,6.812,4.411,1.036,0.461505,5.06072997,79.923271,193.626266,100.021606
17,7.838631997765025,7.47,14.372,3.24,0.839,0.779,0.164,0.574,0.4,0.283,0.503,0.182,0.065,0.253,0.122,0.271,0.127,0.419,0.25,3.0,0.1524906,5.657,2.973,1.015,0.397919,2.95703901,54.835831,116.82608,47.489441
18,4.701146923590294,2.42,232.404,15.491,0.885,0.934,0.161,0.864,0.516,0.287,0.915,0.236,0.083,0.347,0.129,0.214,0.167,0.556,0.412,5.0,0.0485503,5.34,3.042,1.02,0.419423,2.78661231,50.856514,107.531387,54.791718
19,5.221848749616356,9.79,14.964,3.081,1.223,0.777,0.161,0.586,0.385,0.255,0.538,0.174,0.054,0.244,0.108,0.271,0.098,0.409,0.255,6.0,0.1826493,5.536,3.042,1.015,0.408432,2.074444,58.698856,116.697655,47.719662
20,8.0,2.26,22.996,1.723,0.898,0.898,0.16,0.552,0.423,0.329,0.413,0.209,0.12,0.249,0.188,0.341,0.199,0.435,0.248,10.0,0.0680795,5.652,3.11,1.019,0.461785,4.68740869,87.954399,137.460739,51.453304
21,7.522878745280337,7.86,200.064,119.155,2.938,0.621,0.156,0.39,0.351,0.426,0.422,0.246,0.16,0.344,0.259,0.286,0.215,0.389,0.276,3.0,0.161954,5.921,3.808,1.014,0.472829,3.11737428,50.417961,155.354004,60.529617
22,6.920818753952375,0.31,19.159,3.89,1.032,0.796,0.153,0.585,0.438,0.359,0.422,0.305,0.1,0.326,0.172,0.403,0.212,0.461,0.276,5.0,0.0954209,6.331,3.076,1.022,0.442711,5.52571417,63.832371,122.463829,45.952763
23,7.301029995663981,0.65,152.486,13.314,1.812,0.91,0.153,0.363,0.455,0.416,0.178,0.373,0.195,0.398,0.245,0.41,0.358,0.411,0.249,4.0,0.0944179,5.845,3.178,1.013,0.504484,2.70352978,68.731522,143.480957,57.191467
24,7.958212681028248,3.94,175.764,3.002,1.198,0.977,0.158,0.883,0.528,0.386,0.867,0.159,0.267,0.256,0.276,0.283,0.23,0.599,0.431,7.0,0.1126298,6.156,2.905,1.028,0.481296,3.45933467,54.994705,127.47464,62.810669
25,8.0,0.73,15.109,3.368,0.684,0.789,0.164,0.566,0.441,0.337,0.704,0.18,0.111,0.262,0.164,0.269,0.178,0.448,0.332,6.0,0.0614351,5.775,4.445,1.011,0.439375,0.925314086,48.920929,149.269852,55.929062
26,8.0,8.15,124.849,12.668,1.692,0.897,0.164,0.259,0.39,0.333,0.34,0.626,0.127,0.424,0.18,0.42,0.298,0.327,0.364,5.0,0.1844865,5.956,3.11,1.014,0.494944,3.7635925,36.013252,120.767273,63.204819
27,8.0,8.6,244.765,19.8,3.719,0.912,0.156,0.993,0.616,0.482,1.032,0.537,0.213,0.527,0.28,0.587,0.288,0.697,0.594,6.0,0.1919162,6.261,3.042,1.019,0.46458,2.77214441,54.020508,133.786423,66.396973
