mol_id,PKI,0,1,2,3,5,8,9,10,19,20,21,30,31,32,74,75,76,84,100,101,102,106,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
202,7.599980364934842,12.361,4.211,1.544,0.682,0.158,0.478,0.314,0.317,0.388,0.206,0.082,0.386,0.206,0.154,0.534,0.248,0.167,77.637,0.37,0.225,0.249,0.316,9.0,0.0004606,5.869,3.641,1.0,0.387558,6.23473425,171.812057,390.740173,75.745895
204,5.700000503883016,28.081,2.101,0.641,0.911,0.156,0.585,0.449,0.245,0.73,0.247,0.074,0.595,0.27,0.11,0.935,0.338,0.151,78.357,0.426,0.35,0.325,0.475,10.0,0.0005215,6.159,3.473,1.0,0.577694,4.03773656,78.291519,107.670082,91.40097
205,6.799998134593398,12.806,3.338,0.615,0.764,0.165,0.55,0.46,0.367,0.46,0.302,0.158,0.471,0.302,0.174,0.636,0.299,0.301,52.674,0.459,0.307,0.316,0.412,7.0,0.0004434,5.413,4.492,1.0,0.383103,6.1704891,69.944206,105.860184,87.043961
206,5.300000202445418,7.585,3.876,0.357,0.642,0.175,0.558,0.56,0.242,0.616,0.197,0.134,0.459,0.376,0.121,0.623,0.427,0.085,33.488,0.453,0.316,0.319,0.378,3.0,0.0004834,4.775,2.994,1.0,0.320367,1.79982252,40.725761,61.995338,88.106171
207,6.299997602857746,16.408,5.065,1.184,0.724,0.156,0.645,0.497,0.342,0.526,0.383,0.104,0.575,0.372,0.163,0.609,0.46,0.197,108.538,0.495,0.338,0.37,0.422,8.0,0.0004838,6.155,2.865,1.0,0.44505,9.1440995,44.762184,114.299713,48.578011
208,6.699991797446187,14.806,3.687,0.757,0.769,0.156,0.624,0.44,0.263,0.553,0.237,0.049,0.56,0.314,0.109,0.611,0.365,0.094,68.588,0.443,0.28,0.328,0.357,9.0,0.0005217,5.296,3.282,1.0,0.404944,4.46473163,46.279572,120.333168,59.290413
209,6.199998172182031,18.8,3.529,1.159,0.8,0.154,0.448,0.414,0.343,0.446,0.185,0.12,0.4,0.257,0.187,0.56,0.271,0.234,92.213,0.402,0.25,0.281,0.355,5.0,0.0005017,6.648,3.828,1.0,0.461087,7.20283373,38.006439,147.559692,112.964157
210,5.200000237109354,33.383,2.476,0.747,0.912,0.151,0.561,0.398,0.313,0.54,0.257,0.079,0.576,0.282,0.144,0.62,0.403,0.153,109.414,0.424,0.292,0.334,0.392,5.0,0.0005275,6.993,3.336,1.0,0.591119,2.4614633,37.683258,85.359558,90.509048
211,5.40000018605658,35.362,2.496,0.123,0.931,0.153,0.574,0.464,0.191,0.606,0.174,0.24,0.565,0.228,0.145,0.788,0.33,0.063,92.92,0.41,0.34,0.313,0.394,7.0,0.0004798,7.218,3.971,1.0,0.616071,3.22443148,69.950279,79.900513,78.180283
212,7.299988937677887,16.3,3.395,0.888,0.792,0.156,0.607,0.363,0.382,0.457,0.611,0.107,0.516,0.354,0.199,0.615,0.437,0.193,72.823,0.451,0.392,0.356,0.415,9.0,0.0005,5.908,4.66,1.0,0.429763,2.5324601,74.081635,111.46096,74.33992
213,7.0,10.333,3.87,1.741,0.648,0.159,0.587,0.448,0.521,0.467,0.27,0.163,0.474,0.311,0.265,0.465,0.338,0.346,64.717,0.518,0.3,0.35,0.383,8.0,0.0004777,5.114,4.08,1.0,0.359296,7.37996718,73.964523,178.46727,101.848221
214,5.700000503883016,12.966,6.13,2.625,0.597,0.14,0.562,0.453,0.461,0.453,0.258,0.209,0.513,0.323,0.262,0.546,0.347,0.312,129.6,0.492,0.306,0.366,0.402,2.0,0.0004836,7.375,4.178,1.0,0.425068,2.9140247,76.679001,84.782257,41.610176
215,6.0999990348465305,29.918,3.781,0.854,0.866,0.152,0.56,0.452,0.321,0.525,0.362,0.104,0.553,0.348,0.159,0.598,0.479,0.179,141.894,0.444,0.331,0.353,0.419,5.0,0.000494,6.812,4.254,1.0,0.573045,5.43713917,46.978058,59.590057,51.534767
216,5.59999938302362,7.301,3.17,0.633,0.658,0.169,0.535,0.44,0.505,0.429,0.336,0.073,0.445,0.335,0.207,0.687,0.359,0.189,29.768,0.493,0.279,0.329,0.412,8.0,0.0004647,4.506,4.413,1.0,0.304024,5.03358728,60.590576,92.066513,95.411118
217,5.800000874803203,15.728,4.796,1.239,0.723,0.151,0.604,0.438,0.338,0.745,0.532,0.135,0.612,0.414,0.21,0.585,0.609,0.237,100.852,0.46,0.47,0.412,0.477,5.0,0.0004805,7.15,3.489,1.0,0.484781,6.83227384,17.727266,44.757645,36.842686
218,8.299988937677888,14.914,2.734,0.098,0.84,0.168,0.543,0.414,0.164,0.53,0.162,0.045,0.506,0.234,0.06,0.745,0.249,0.068,42.497,0.374,0.245,0.266,0.354,6.0,0.0004792,4.962,4.656,1.0,0.404871,6.03562554,51.006767,156.478882,95.014389
219,8.299988937677888,14.379,8.355,0.99,0.606,0.149,0.595,0.484,0.32,0.551,0.367,0.083,0.557,0.413,0.145,0.567,0.457,0.151,142.66,0.466,0.333,0.371,0.392,6.0,0.0005057,6.879,3.407,1.0,0.46204,6.98010863,79.591797,66.72438,84.013603
220,5.899998417198648,7.119,6.49,0.97,0.488,0.156,0.425,0.472,0.318,0.286,0.244,0.085,0.314,0.344,0.148,0.403,0.341,0.177,59.398,0.405,0.205,0.269,0.307,7.0,0.0005185,5.258,4.006,1.0,0.33728,1.21042229,64.663521,154.468857,70.254761
221,6.0,17.633,2.276,0.397,0.868,0.163,0.547,0.449,0.329,0.469,0.141,0.091,0.44,0.229,0.142,0.598,0.24,0.171,48.036,0.442,0.234,0.271,0.336,4.0,0.0004554,5.018,3.212,1.0,0.421051,2.38763231,70.334778,67.670387,77.92334
222,7.0,17.886,4.474,0.73,0.775,0.157,0.615,0.474,0.247,0.617,0.235,0.088,0.542,0.339,0.108,0.475,0.361,0.194,96.352,0.446,0.313,0.33,0.343,6.0,0.0004968,5.977,3.365,1.0,0.460216,8.76422782,60.042088,45.974758,95.671417
223,6.0,14.55,2.441,0.964,0.81,0.167,0.599,0.319,0.32,0.709,0.329,0.062,0.464,0.341,0.148,0.447,0.277,0.186,51.884,0.413,0.367,0.318,0.304,3.0,0.0004705,5.488,3.911,1.0,0.404619,4.39812556,40.330757,95.0168,79.385582
224,5.300000202445418,6.864,2.656,0.537,0.683,0.175,0.571,0.6,0.442,0.369,0.298,0.308,0.44,0.327,0.304,0.579,0.394,0.258,23.342,0.538,0.325,0.357,0.411,9.0,0.0004872,3.932,3.041,1.0,0.278384,9.42566047,38.741188,42.549007,51.016674
225,5.499999678657065,16.085,5.635,1.408,0.695,0.151,0.584,0.344,0.262,0.613,0.446,0.112,0.511,0.357,0.157,0.591,0.565,0.172,121.238,0.397,0.39,0.342,0.443,7.0,0.0004491,6.9,2.725,1.0,0.470279,9.24723414,49.190903,99.629303,96.669838
226,7.100015437450609,7.131,6.512,0.381,0.508,0.163,0.394,0.422,0.283,0.468,0.187,0.025,0.362,0.254,0.08,0.433,0.313,0.118,51.638,0.367,0.227,0.232,0.288,6.0,0.000417,4.953,3.71,1.0,0.336728,2.82155639,70.501373,174.808884,95.532799
227,6.799998134593398,11.053,3.535,0.135,0.751,0.171,0.561,0.503,0.212,0.405,0.241,0.027,0.421,0.276,0.064,0.536,0.277,0.097,41.031,0.425,0.224,0.254,0.303,7.0,0.0004415,4.701,3.839,1.0,0.344354,4.70485238,47.07053,106.492523,58.222511
228,6.499996931948306,11.193,6.5,0.25,0.624,0.161,0.585,0.515,0.346,0.412,0.203,0.06,0.477,0.302,0.129,0.491,0.271,0.153,77.184,0.482,0.225,0.303,0.305,3.0,0.000478,5.46,3.861,1.0,0.372375,3.48085487,28.330402,146.206726,29.10537
229,5.800000874803203,25.244,3.655,1.053,0.843,0.151,0.544,0.368,0.425,0.682,0.229,0.335,0.541,0.24,0.288,1.102,0.311,0.287,122.71,0.445,0.415,0.356,0.567,6.0,0.00048,6.624,2.597,1.0,0.564299,6.21627827,51.471676,61.259262,62.549816
231,6.199998172182031,11.903,4.293,0.073,0.732,0.167,0.489,0.392,0.117,1.444,0.168,0.011,0.539,0.26,0.028,0.58,0.201,0.05,52.277,0.333,0.541,0.276,0.277,4.0,0.0004565,5.301,3.647,1.0,0.44541,4.79984486,81.583687,101.463135,130.676224
232,6.599997654072044,13.218,2.364,0.636,0.815,0.163,0.621,0.49,0.234,0.333,0.282,0.035,0.434,0.295,0.082,0.486,0.403,0.104,41.154,0.448,0.217,0.27,0.331,5.0,0.0004487,4.954,3.896,1.0,0.337747,2.58609253,53.277077,38.019276,30.417507
233,5.800000874803203,7.55,4.455,0.687,0.595,0.168,0.469,0.496,0.302,0.472,0.431,0.052,0.374,0.432,0.121,0.613,0.479,0.13,41.873,0.422,0.318,0.309,0.407,4.0,0.0004697,4.895,2.307,1.0,0.349354,6.55519173,30.015087,60.901543,46.718094
234,7.0,9.313,3.557,0.643,0.689,0.172,0.505,0.462,0.284,1.302,0.217,0.028,0.482,0.326,0.098,0.462,0.483,0.14,41.398,0.417,0.516,0.302,0.362,4.0,0.0004532,4.895,2.901,1.0,0.402289,6.07081876,90.957489,223.200821,58.324562
235,5.700000503883016,52.999,1.884,1.123,0.946,0.145,0.53,0.365,0.381,0.402,0.187,0.128,0.425,0.217,0.186,0.5,0.344,0.25,161.477,0.425,0.239,0.276,0.365,8.0,0.0004832,7.885,2.754,1.0,0.693288,8.80876688,47.299053,98.092293,71.628983
236,5.800000874803203,42.657,3.954,3.13,0.858,0.139,0.57,0.386,0.38,0.385,0.349,0.097,0.469,0.277,0.151,0.447,0.265,0.183,314.54,0.445,0.277,0.299,0.298,7.0,0.0004861,10.118,6.65,1.0,0.638404,9.34745113,76.254791,278.322113,105.888947
237,6.299997602857746,11.696,4.573,0.536,0.696,0.163,0.581,0.469,0.418,0.539,0.634,0.075,0.51,0.42,0.169,0.788,0.641,0.175,62.207,0.489,0.416,0.366,0.535,5.0,0.000481,5.232,6.046,1.0,0.409938,5.62208787,114.078796,283.582947,164.447571
238,5.40000018605658,10.319,2.969,0.416,0.753,0.175,0.561,0.509,0.284,0.609,0.249,0.132,0.49,0.265,0.233,0.511,0.331,0.129,36.163,0.451,0.33,0.329,0.324,5.0,0.0004665,4.674,2.208,1.0,0.352834,3.26811842,54.556889,98.587654,59.535702
239,5.499999678657065,5.783,3.819,1.365,0.527,0.168,0.471,0.458,0.315,1.174,0.146,0.172,0.294,0.29,0.343,0.48,0.342,0.207,35.194,0.415,0.497,0.309,0.343,3.0,0.0004279,4.975,3.924,1.0,0.282937,5.24605527,30.047926,29.573439,53.646534
240,5.59999938302362,11.252,7.197,2.026,0.55,0.146,0.386,0.403,0.492,0.579,0.497,0.165,0.434,0.412,0.253,0.806,0.245,0.25,118.363,0.427,0.413,0.366,0.434,8.0,0.0004559,7.73,2.998,1.0,0.479941,7.20046683,53.018745,82.642525,124.536034
241,5.300000202445418,27.689,2.899,1.905,0.852,0.147,0.515,0.388,0.405,0.544,0.168,0.152,0.535,0.211,0.232,0.442,0.254,0.247,138.536,0.436,0.288,0.326,0.314,2.0,0.0005029,6.827,5.935,1.0,0.553119,4.07102946,77.127701,122.464272,157.157837
242,7.299988937677887,16.12,2.58,0.932,0.821,0.161,0.619,0.516,0.28,0.472,0.197,0.132,0.522,0.286,0.16,0.531,0.307,0.244,59.021,0.472,0.267,0.323,0.36,7.0,0.0004887,5.259,4.416,1.0,0.393833,7.45498586,62.21611,97.452858,159.358963
243,5.800000874803203,35.32,4.554,0.661,0.871,0.146,0.621,0.344,0.383,0.496,0.401,0.086,0.533,0.34,0.168,0.514,0.342,0.214,187.18,0.449,0.328,0.347,0.357,9.0,0.0005141,7.752,3.315,1.0,0.592847,6.27936033,42.709038,113.39135,78.852837
244,7.700057099977233,16.384,3.061,1.117,0.797,0.162,0.661,0.452,0.339,0.315,0.639,0.138,0.531,0.288,0.222,0.615,0.292,0.349,71.858,0.484,0.364,0.347,0.419,10.0,0.0004283,5.996,5.605,1.0,0.386025,5.59070105,72.891388,112.09169,144.118927
245,5.200000237109354,58.883,2.276,1.127,0.945,0.141,0.57,0.474,0.454,0.389,0.223,0.134,0.458,0.258,0.235,0.44,0.343,0.256,202.943,0.499,0.249,0.317,0.346,5.0,0.0004755,8.866,3.383,1.0,0.713522,7.7948343,40.402748,128.204422,72.240791
247,5.200000237109354,31.626,3.001,0.5,0.9,0.151,0.624,0.51,0.437,0.542,0.2,0.147,0.568,0.273,0.214,0.55,0.336,0.278,112.231,0.524,0.296,0.352,0.388,7.0,0.0004149,6.843,6.002,1.0,0.55789,8.03821693,77.460617,283.616882,127.451393
248,6.0,18.329,6.481,1.472,0.697,0.147,0.618,0.433,0.268,0.448,0.376,0.109,0.491,0.377,0.159,0.507,0.469,0.182,155.313,0.44,0.311,0.342,0.386,5.0,0.000516,7.608,3.254,1.0,0.472177,6.73811842,48.56937,131.069,120.737015
249,7.299988937677887,12.043,2.246,1.222,0.776,0.162,0.578,0.477,0.381,0.547,0.23,0.122,0.524,0.282,0.2,0.522,0.338,0.215,44.508,0.479,0.299,0.335,0.358,5.0,0.0004959,5.207,3.404,1.0,0.371149,7.97718052,73.397552,267.989166,119.082825
250,6.199998172182031,20.726,3.567,1.474,0.804,0.151,0.525,0.422,0.307,0.652,0.209,0.119,0.555,0.253,0.167,0.488,0.336,0.217,109.736,0.418,0.327,0.325,0.347,6.0,0.0004848,6.605,3.287,1.0,0.510386,1.68954788,26.848831,59.95063,54.085632
251,6.699991797446187,45.186,1.83,1.502,0.931,0.147,0.545,0.446,0.414,0.578,0.228,0.155,0.495,0.255,0.224,0.748,0.391,0.261,153.309,0.468,0.321,0.325,0.467,9.0,0.0004917,7.707,4.921,1.0,0.697042,3.110175,71.738708,89.202713,73.428848
252,7.0,10.892,3.254,2.304,0.662,0.151,0.519,0.48,0.392,0.459,0.346,0.178,0.483,0.341,0.23,0.577,0.452,0.263,68.04,0.463,0.328,0.351,0.431,9.0,0.0004888,5.932,6.331,1.0,0.380113,9.98224849,119.290054,269.877289,128.675293
253,6.199998172182031,9.874,4.481,0.683,0.657,0.159,0.5,0.468,0.348,0.405,0.302,0.072,0.422,0.325,0.142,0.565,0.39,0.163,54.041,0.439,0.26,0.296,0.373,8.0,0.0004713,5.082,4.144,1.0,0.354277,3.77533457,75.528946,148.303268,165.171173
254,6.699991797446187,13.659,2.156,1.099,0.808,0.16,0.569,0.337,0.399,0.446,0.357,0.113,0.513,0.274,0.199,0.637,0.247,0.2,46.834,0.435,0.305,0.328,0.361,8.0,0.0005006,4.946,3.402,1.0,0.377481,7.82129234,43.497776,83.89817,74.457191
255,7.400007822415902,15.106,3.454,2.136,0.73,0.15,0.513,0.549,0.398,0.493,0.339,0.152,0.462,0.406,0.255,0.597,0.483,0.263,91.813,0.487,0.328,0.375,0.448,9.0,0.0004922,6.487,3.13,1.0,0.429815,9.36152602,37.32618,78.925674,85.06794
256,6.699991797446187,17.778,4.66,0.664,0.77,0.153,0.59,0.339,0.359,0.498,0.349,0.078,0.512,0.294,0.156,0.55,0.4,0.193,97.745,0.429,0.309,0.321,0.381,4.0,0.0004619,6.562,4.207,1.0,0.45282,9.07516587,42.902596,220.340454,182.306351
257,6.699991797446187,9.922,2.802,1.237,0.711,0.165,0.662,0.5,0.392,0.869,0.292,0.106,0.671,0.39,0.186,0.792,0.328,0.265,43.537,0.518,0.423,0.416,0.462,4.0,0.0005129,5.392,3.781,1.0,0.375612,4.48847639,98.749054,347.218048,117.11071
258,6.199998172182031,20.733,4.541,2.014,0.76,0.147,0.598,0.547,0.422,0.545,0.679,0.204,0.582,0.47,0.287,0.641,0.546,0.33,145.041,0.522,0.476,0.446,0.506,7.0,0.000508,7.313,2.106,1.0,0.492002,4.53887781,29.736797,113.129753,203.311035
260,6.900008766455316,17.601,2.646,0.67,0.841,0.162,0.565,0.384,0.44,0.326,0.685,0.12,0.418,0.344,0.243,0.456,0.453,0.255,60.134,0.463,0.377,0.335,0.388,5.0,0.0004754,5.372,4.135,1.0,0.408257,5.89795492,52.929279,183.459167,146.765976
261,5.300000202445418,12.033,2.325,0.115,0.831,0.172,0.56,0.495,0.409,0.49,0.17,0.091,0.463,0.241,0.156,0.563,0.32,0.203,29.617,0.488,0.251,0.287,0.362,6.0,0.000448,3.958,3.741,1.0,0.355642,7.56160044,42.357491,115.30732,45.842781
262,5.40000018605658,14.996,3.658,0.895,0.767,0.162,0.525,0.292,0.295,0.378,0.365,0.108,0.413,0.251,0.145,0.462,0.368,0.158,71.549,0.37,0.284,0.27,0.329,4.0,0.0004727,5.873,3.007,1.0,0.397225,3.95094252,45.562996,18.141315,44.122292
263,7.899974269892137,21.521,3.329,0.337,0.854,0.159,0.571,0.452,0.25,0.735,0.433,0.261,0.54,0.344,0.15,1.018,0.606,0.466,80.03,0.424,0.476,0.345,0.697,6.0,0.0005201,5.881,2.867,1.0,0.526351,5.59109779,49.119545,150.413956,92.157326
264,6.599997654072044,7.362,4.292,0.513,0.605,0.174,0.564,0.457,0.306,0.609,0.325,0.153,0.503,0.292,0.152,0.501,0.413,0.369,37.576,0.442,0.362,0.316,0.428,5.0,0.0004629,4.574,3.591,1.0,0.33522,9.10225571,76.341736,69.214363,56.524895
265,7.50003813440381,20.433,3.422,0.966,0.823,0.152,0.634,0.324,0.326,0.52,0.7,0.106,0.566,0.367,0.159,0.639,0.485,0.24,92.968,0.428,0.442,0.364,0.455,5.0,0.0004851,6.912,2.75,1.0,0.475184,2.63149731,37.788742,79.995583,104.524826
266,5.899998417198648,10.406,2.848,0.085,0.78,0.175,0.558,0.448,0.459,0.593,0.307,0.456,0.517,0.279,0.37,0.58,0.385,0.329,30.765,0.488,0.452,0.389,0.431,3.0,0.0004824,4.629,4.079,1.0,0.353558,5.73911615,40.854607,152.554871,91.784882
267,5.899998417198648,20.669,9.124,1.8,0.654,0.144,0.479,0.452,0.32,0.491,0.238,0.111,0.484,0.316,0.183,0.451,0.272,0.257,242.204,0.417,0.28,0.328,0.326,10.0,0.0005062,7.877,3.569,1.0,0.535638,8.56032165,27.019415,77.553932,23.567945
268,6.299997602857746,9.782,6.11,0.413,0.6,0.162,0.511,0.47,0.355,0.681,0.194,0.036,0.475,0.342,0.116,0.498,0.328,0.139,66.341,0.445,0.303,0.311,0.321,7.0,0.0004537,5.686,4.315,1.0,0.360482,3.87723587,58.209671,115.44294,127.858025
269,8.100015437450608,18.117,3.323,0.114,0.841,0.163,0.61,0.493,0.178,0.715,0.252,0.28,0.593,0.314,0.121,0.971,0.338,0.541,62.639,0.427,0.416,0.343,0.616,3.0,0.0004787,5.418,3.09,1.0,0.469676,2.23115182,37.695213,104.876556,62.310837
270,8.500038134403809,23.435,2.328,0.653,0.887,0.158,0.574,0.406,0.251,0.425,0.315,0.073,0.489,0.257,0.117,0.458,0.345,0.147,71.397,0.411,0.271,0.287,0.317,5.0,0.0004568,6.019,2.894,1.0,0.474225,3.63621194,74.238823,78.804169,59.012985
271,6.0999990348465305,12.633,2.614,1.057,0.775,0.163,0.491,0.417,0.371,0.433,0.148,0.119,0.416,0.217,0.182,0.458,0.271,0.194,49.139,0.426,0.233,0.272,0.307,5.0,0.0004852,4.944,3.118,1.0,0.373068,6.95216204,39.835667,89.90007,63.7201
272,6.199998172182031,21.815,3.08,1.367,0.831,0.154,0.549,0.459,0.383,0.501,0.235,0.151,0.509,0.281,0.203,0.644,0.294,0.238,101.207,0.464,0.296,0.331,0.392,5.0,0.0004779,6.365,3.088,1.0,0.486125,6.41795401,55.87278,67.717819,53.318993
273,6.399996913372259,6.345,4.583,0.74,0.544,0.171,0.386,0.581,0.258,0.671,0.256,0.034,0.44,0.357,0.089,0.642,0.446,0.102,37.172,0.408,0.32,0.295,0.397,5.0,0.0004383,4.785,3.519,1.0,0.336642,3.09119482,86.524597,84.729774,53.902077
274,8.100015437450608,26.635,3.987,0.555,0.854,0.155,0.561,0.307,0.27,0.324,0.213,0.07,0.443,0.241,0.109,0.397,0.248,0.15,123.187,0.379,0.203,0.264,0.265,9.0,0.0004936,6.603,4.172,1.0,0.486901,6.09918975,37.451973,118.706772,52.212967
275,7.0,21.179,3.239,1.922,0.804,0.152,0.587,0.391,0.434,0.543,0.242,0.193,0.55,0.258,0.258,0.693,0.253,0.288,115.522,0.47,0.326,0.355,0.411,5.0,0.0005018,6.548,3.162,1.0,0.488027,5.71706883,42.26685,1032.343262,113.589111
276,5.300000202445418,30.745,1.951,0.524,0.925,0.155,0.573,0.518,0.387,0.504,0.228,0.117,0.522,0.269,0.196,0.61,0.375,0.273,77.14,0.493,0.283,0.329,0.419,7.0,0.0004946,5.897,3.654,1.0,0.544255,5.26421494,48.630604,85.751663,97.778503
277,5.499999678657065,12.611,4.845,0.492,0.703,0.161,0.491,0.394,0.293,0.553,0.159,0.065,0.445,0.227,0.105,0.447,0.243,0.186,69.693,0.393,0.259,0.259,0.292,3.0,0.000418,5.861,4.108,1.0,0.395959,10.5869992,83.026764,157.290344,66.16317
278,5.59999938302362,7.152,2.752,0.079,0.716,0.185,0.558,0.438,0.347,0.94,0.258,0.04,0.37,0.456,0.125,0.442,0.504,0.225,20.464,0.448,0.413,0.317,0.39,3.0,0.000496,4.649,2.501,1.0,0.306288,2.28299364,75.193542,74.05304,101.891296
280,6.0999990348465305,10.243,2.582,0.501,0.769,0.175,0.543,0.499,0.309,0.759,0.323,0.083,0.527,0.301,0.232,0.488,0.337,0.132,32.873,0.45,0.388,0.353,0.319,4.0,0.0004373,4.682,2.434,1.0,0.362412,3.92884392,34.656918,47.653828,65.920242
281,6.299997602857746,17.449,4.592,0.502,0.774,0.16,0.591,0.493,0.242,0.466,0.331,0.053,0.513,0.346,0.099,0.566,0.438,0.107,91.187,0.442,0.283,0.32,0.37,7.0,0.0004739,6.36,4.247,1.0,0.438003,7.40163488,53.164349,56.655197,75.71315
282,6.0,31.526,3.204,0.47,0.896,0.15,0.585,0.493,0.327,0.545,0.227,0.06,0.542,0.278,0.124,0.627,0.298,0.168,117.356,0.468,0.277,0.315,0.364,7.0,0.00049,6.673,2.618,1.0,0.560263,5.22722461,75.953293,118.085754,55.776875
283,4.200000030616179,4.279,1.738,0.013,0.71,0.204,0.495,0.541,0.367,1.826,0.084,0.067,0.577,0.219,0.316,0.385,0.403,0.32,7.513,0.468,0.659,0.371,0.369,3.0,0.0003913,3.333,4.4,1.0,0.274502,4.77752461,59.005798,248.468689,80.008522
284,7.299988937677887,21.502,3.119,0.685,0.85,0.161,0.561,0.308,0.24,0.346,0.523,0.037,0.449,0.324,0.094,0.433,0.342,0.108,83.924,0.37,0.302,0.289,0.294,6.0,0.0005092,5.871,2.209,1.0,0.45373,5.44714865,39.104603,32.556694,13.621733
285,6.599997654072044,16.189,3.104,1.143,0.792,0.159,0.575,0.349,0.34,0.407,0.63,0.076,0.465,0.356,0.152,0.526,0.443,0.166,72.298,0.421,0.371,0.324,0.378,8.0,0.0004084,5.411,2.905,1.0,0.418484,3.77256865,46.07848,67.982086,99.460831
286,6.0,20.385,3.098,1.149,0.828,0.156,0.596,0.478,0.317,0.72,0.367,0.546,0.61,0.324,0.271,0.76,0.431,0.342,90.123,0.464,0.544,0.401,0.511,6.0,0.0004955,6.914,3.708,1.0,0.509073,3.77331846,47.205013,123.073311,66.800064
287,6.599997654072044,7.863,3.126,0.9,0.661,0.172,0.539,0.391,0.43,0.405,0.239,0.098,0.443,0.24,0.188,0.52,0.31,0.206,34.469,0.453,0.247,0.29,0.346,6.0,0.0004577,4.386,3.079,1.0,0.309635,3.46672034,63.377033,52.69783,58.506187
288,5.700000503883016,17.074,4.398,2.158,0.723,0.156,0.578,0.432,0.325,0.474,0.259,0.093,0.527,0.308,0.154,0.693,0.349,0.178,121.438,0.445,0.275,0.329,0.406,3.0,0.0004558,6.476,2.461,1.0,0.444557,4.10022191,36.467415,121.391647,59.047394
289,7.0,14.27,4.368,0.963,0.728,0.156,0.443,0.45,0.366,0.294,0.332,0.12,0.351,0.365,0.184,0.323,0.447,0.228,80.281,0.419,0.249,0.3,0.333,1.0,0.0005136,5.714,4.341,1.0,0.397536,5.14498099,38.684204,104.750832,61.988953
290,7.599980364934842,11.631,4.783,0.316,0.695,0.164,0.545,0.463,0.354,0.639,0.219,0.187,0.508,0.244,0.19,0.557,0.34,0.315,60.82,0.454,0.348,0.314,0.404,6.0,0.0004833,6.005,3.332,1.0,0.40068,6.41478673,62.86195,152.056808,128.964218
293,6.599997654072044,37.201,3.073,1.452,0.892,0.146,0.582,0.409,0.342,0.546,0.298,0.121,0.519,0.271,0.188,0.716,0.373,0.213,172.819,0.445,0.322,0.326,0.434,8.0,0.0005231,7.86,3.54,1.0,0.628817,1.0670218,46.394489,102.945953,81.858223
294,5.499999678657065,18.068,3.293,0.653,0.821,0.161,0.562,0.39,0.331,0.442,0.129,0.163,0.485,0.206,0.187,0.637,0.208,0.173,73.438,0.428,0.245,0.292,0.339,5.0,0.000501,5.908,4.895,1.0,0.428079,1.152192,100.359154,108.261597,107.431686
295,5.499999678657065,11.345,1.913,0.15,0.846,0.177,0.577,0.413,0.163,0.482,0.158,0.096,0.436,0.22,0.075,0.616,0.267,0.206,23.689,0.385,0.245,0.244,0.363,6.0,0.0004132,4.18,3.909,1.0,0.340363,4.50194559,43.499249,66.381905,44.547947
296,8.199970640755867,12.532,3.96,0.67,0.73,0.164,0.486,0.368,0.202,0.547,0.196,0.262,0.437,0.218,0.159,0.562,0.266,0.194,60.669,0.352,0.335,0.271,0.34,6.0,0.0004429,6.179,3.454,1.0,0.405346,7.43745853,25.718019,108.084969,44.287693
297,5.899998417198648,12.513,4.861,1.373,0.667,0.156,0.52,0.323,0.328,0.37,0.344,0.11,0.396,0.283,0.185,0.453,0.401,0.184,84.678,0.39,0.275,0.288,0.346,5.0,0.0005094,6.067,3.676,1.0,0.397857,8.61772658,34.18935,92.998978,56.596397
298,7.299988937677887,47.829,3.541,1.744,0.9,0.14,0.544,0.249,0.375,0.382,0.351,0.128,0.451,0.243,0.203,0.403,0.229,0.211,258.971,0.389,0.287,0.299,0.281,7.0,0.0005204,10.053,3.405,1.0,0.672571,9.20884842,89.876816,310.620728,68.79937
299,5.700000503883016,17.607,6.191,1.404,0.699,0.149,0.563,0.408,0.388,0.474,0.323,0.141,0.464,0.336,0.213,0.507,0.41,0.231,142.411,0.453,0.313,0.338,0.383,8.0,0.0005082,7.091,5.562,1.0,0.473563,5.55999939,106.711151,314.463226,162.334564
300,5.200000237109354,16.076,8.072,1.087,0.637,0.146,0.558,0.433,0.358,0.364,0.395,0.108,0.402,0.407,0.175,0.476,0.367,0.194,156.018,0.45,0.289,0.328,0.346,4.0,0.0005077,7.361,4.28,1.0,0.45316,8.51780048,102.277054,236.211517,125.166237
301,5.700000503883016,17.116,2.455,0.479,0.854,0.164,0.48,0.359,0.445,0.536,0.205,0.151,0.505,0.204,0.211,0.425,0.276,0.379,51.395,0.428,0.297,0.307,0.36,9.0,0.0004575,5.812,3.913,1.0,0.447085,5.01155282,81.998581,1118.534058,158.519913
302,6.299997602857746,14.274,2.552,0.609,0.819,0.172,0.643,0.515,0.352,0.372,0.299,0.088,0.512,0.329,0.142,0.59,0.312,0.203,46.684,0.504,0.253,0.328,0.368,3.0,0.0004964,5.071,3.766,1.0,0.362553,3.34726314,47.930428,80.369591,86.266747
303,5.700000503883016,24.917,2.957,0.983,0.863,0.153,0.572,0.472,0.323,0.589,0.208,0.065,0.565,0.255,0.139,0.683,0.247,0.184,101.086,0.456,0.287,0.32,0.371,7.0,0.0004513,6.576,3.066,1.0,0.518962,6.50453683,30.435604,70.453918,68.425034
