mol_id,PKI,0,1,2,3,5,8,9,10,19,20,21,31,32,75,76,100,101,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
27,8.0,22.094,3.017,1.411,0.833,0.158,0.573,0.277,0.329,0.483,0.111,0.149,0.145,0.195,0.146,0.264,0.393,0.248,9.0,0.127235,6.201,3.076,1.019,0.477068,2.54635254,40.751717,127.173981,50.562012
28,8.0,118.682,2.485,1.058,0.971,0.16,0.435,0.474,0.401,0.544,0.296,0.163,0.326,0.249,0.388,0.208,0.437,0.334,4.0,0.1579027,5.619,4.543,1.017,0.499316,3.01383461,32.124031,154.210358,52.398689
29,7.301029995663981,263.245,137.668,4.144,0.65,0.157,0.457,0.331,0.335,0.423,0.351,0.212,0.328,0.25,0.411,0.259,0.374,0.328,3.0,0.2113504,6.319,3.231,1.081,0.440616,8.02244376,53.645214,133.503738,59.371666
30,6.721246399047171,30.673,2.15,0.767,0.913,0.155,0.551,0.451,0.241,0.478,0.262,0.097,0.296,0.131,0.348,0.169,0.414,0.279,7.0,0.0751832,6.55,3.368,1.021,0.546359,2.27818192,73.076797,139.84021,55.415413
31,6.102372908709558,16.029,6.225,1.104,0.686,0.153,0.486,0.437,0.252,0.367,0.44,0.144,0.415,0.162,0.486,0.207,0.391,0.317,5.0,0.2960733,6.429,3.607,1.074,0.440654,4.12139159,62.901142,130.792236,84.710846
32,7.0,28.555,2.373,0.604,0.906,0.156,0.55,0.461,0.275,0.375,0.2,0.106,0.263,0.146,0.317,0.186,0.428,0.227,9.0,0.0825528,6.617,3.607,1.014,0.503986,3.0747842,41.697193,152.961853,57.586479
33,7.301029995663981,21.343,2.856,2.15,0.81,0.156,0.557,0.38,0.348,0.564,0.294,0.225,0.272,0.268,0.392,0.275,0.428,0.361,5.0,0.1296257,6.704,4.544,1.01,0.496196,1.42626875,62.897026,124.071198,48.51757
34,7.301029995663981,167.759,19.829,0.794,0.891,0.159,0.38,0.516,0.444,0.329,0.408,0.153,0.461,0.236,0.397,0.28,0.447,0.297,6.0,0.1786233,6.36,4.305,1.012,0.502991,2.38599749,54.130322,144.628708,93.7994
35,7.154901959985743,370.045,3.169,1.398,0.988,0.158,0.878,0.493,0.445,0.856,0.312,0.155,0.358,0.234,0.338,0.271,0.605,0.441,4.0,0.0912024,5.876,4.497,1.01,0.533293,2.31451767,106.989876,118.617081,49.075115
36,6.920818753952375,23.544,3.222,2.589,0.802,0.153,0.566,0.351,0.261,0.43,0.192,0.095,0.245,0.133,0.271,0.129,0.393,0.239,8.0,0.2299516,6.982,4.849,1.012,0.492747,2.40547349,96.32505,146.537216,44.771297
37,6.721246399047171,123.081,10.42,2.128,0.907,0.154,0.315,0.523,0.323,0.269,0.667,0.254,0.542,0.227,0.751,0.317,0.387,0.397,6.0,0.2358502,6.422,5.244,1.012,0.503672,3.45655672,43.593849,201.644913,94.719788
38,5.5003129173815966,110.148,17.576,2.478,0.846,0.152,0.144,0.582,0.287,0.087,0.751,0.066,0.565,0.123,0.904,0.117,0.338,0.301,5.0,0.2474178,7.095,4.441,1.013,0.520258,2.68776096,72.988693,145.298355,64.119583
39,6.200659450546418,27.959,23.318,1.564,0.529,0.155,0.122,0.091,0.362,0.09,0.541,0.402,0.062,0.265,0.581,0.647,0.192,0.344,3.0,0.1558458,6.663,4.34,1.008,0.54638,1.99980558,95.581673,168.600342,66.012878
40,7.522878745280337,408.418,6.421,2.592,0.978,0.155,0.978,0.331,0.431,1.002,0.187,0.294,0.229,0.302,0.239,0.397,0.58,0.494,5.0,0.0647755,5.917,3.675,1.01,0.491915,3.83881249,81.276985,149.829224,77.869942
41,7.301029995663981,231.861,7.584,1.282,0.963,0.158,0.778,0.496,0.448,0.688,0.574,0.159,0.467,0.233,0.673,0.257,0.574,0.474,4.0,0.1647196,5.857,4.873,1.019,0.537244,3.84244414,65.813141,149.623611,46.131886
42,8.0,20.834,3.591,2.18,0.783,0.155,0.6,0.365,0.281,0.611,0.173,0.136,0.238,0.159,0.237,0.161,0.415,0.306,3.0,0.1559395,6.582,2.973,1.023,0.493931,1.70980314,44.058468,126.443626,55.731853
43,8.0,18.027,4.734,0.864,0.763,0.156,0.56,0.464,0.25,0.358,0.284,0.104,0.318,0.133,0.377,0.16,0.425,0.249,9.0,0.1106606,6.184,4.047,1.048,0.432846,5.5381889,50.117527,166.493881,51.102253
44,6.823908740944319,205.854,14.181,0.876,0.932,0.153,0.682,0.44,0.326,0.647,0.277,0.127,0.321,0.167,0.336,0.228,0.483,0.35,6.0,0.1978772,6.734,4.242,1.02,0.579839,0.404161544,60.837826,150.811905,69.051186
45,6.920818753952375,223.384,14.724,0.959,0.934,0.151,0.966,0.408,0.358,1.009,0.17,0.121,0.23,0.188,0.273,0.208,0.577,0.434,6.0,0.1432097,7.106,3.007,1.01,0.599191,1.82404659,62.72559,132.092224,85.723923
46,8.0,197.532,9.1,2.139,0.946,0.155,0.61,0.377,0.384,0.681,0.295,0.129,0.321,0.203,0.368,0.212,0.457,0.369,3.0,0.118267,6.592,4.276,1.015,0.43699,3.58826242,45.893387,151.965683,105.649788
47,8.0,53.784,11.183,2.076,0.802,0.153,0.073,0.472,0.341,0.041,0.007,0.06,0.116,0.188,0.079,0.244,0.295,0.036,1.0,0.1892079,7.25,3.212,1.022,0.499059,3.75743207,68.755135,151.652512,86.483025
48,8.0,196.296,6.806,2.005,0.957,0.155,0.675,0.445,0.394,0.733,0.242,0.201,0.312,0.235,0.327,0.31,0.505,0.392,3.0,0.2472465,6.464,3.178,1.021,0.475362,1.46270025,58.809464,151.664963,69.409294
49,8.0,16.045,6.38,0.862,0.689,0.155,0.517,0.364,0.324,0.577,0.191,0.262,0.256,0.187,0.249,0.495,0.402,0.343,4.0,0.1833316,6.178,3.11,1.013,0.469284,3.4804537,64.790352,145.244141,102.477669
50,7.698970004336019,227.975,15.507,1.623,0.93,0.153,0.792,0.506,0.372,0.835,0.892,0.112,0.516,0.186,0.775,0.201,0.557,0.613,5.0,0.1709926,7.053,2.973,1.041,0.49895,5.43251308,58.924137,150.727875,85.884514
51,7.698970004336019,352.374,8.2,2.45,0.971,0.155,0.748,0.518,0.402,0.756,0.391,0.126,0.42,0.194,0.502,0.217,0.556,0.424,5.0,0.1879507,6.444,2.905,1.032,0.424534,4.116544,46.120876,166.381424,94.603294
52,7.698970004336019,111.831,15.061,1.855,0.869,0.153,0.175,0.508,0.442,0.174,0.658,0.147,0.491,0.244,0.801,0.211,0.375,0.327,4.0,0.2549856,7.29,3.042,1.039,0.494611,6.56486702,55.850006,140.229492,97.729858
53,7.698970004336019,295.618,140.479,3.419,0.673,0.155,0.862,0.275,0.518,0.834,0.188,0.416,0.226,0.431,0.2,0.474,0.552,0.479,6.0,0.1309161,6.607,3.144,1.038,0.479675,5.87598059,45.690819,143.499008,97.218269
54,7.397940008672037,295.452,10.692,1.781,0.959,0.153,0.894,0.471,0.354,0.977,0.601,0.147,0.44,0.184,0.872,0.253,0.573,0.575,2.0,0.243399,6.902,3.178,1.051,0.496615,5.56405265,76.414383,140.901764,83.104668
55,8.0,21.279,5.683,1.344,0.752,0.151,0.549,0.33,0.414,0.466,0.272,0.168,0.263,0.233,0.393,0.26,0.431,0.302,7.0,0.1681542,6.987,3.144,1.024,0.504685,4.14995785,99.663971,154.663681,82.15889
56,5.300162274132754,13.187,9.681,1.417,0.543,0.152,0.449,0.369,0.362,0.351,0.205,0.119,0.246,0.188,0.241,0.216,0.394,0.225,4.0,0.218678,6.803,4.515,1.03,0.445197,4.47976245,92.384705,175.567139,105.826286
57,4.500312917381596,133.662,14.865,5.177,0.87,0.15,0.124,0.514,0.295,0.07,0.602,0.147,0.504,0.209,0.725,0.182,0.311,0.273,3.0,0.1863837,7.743,4.113,1.042,0.499794,6.40836954,91.649605,166.744125,87.003769
58,5.100179497572904,351.652,176.692,81.076,0.577,0.152,0.55,0.548,0.319,0.522,0.542,0.242,0.613,0.259,0.453,0.415,0.472,0.435,6.0,0.0950777,6.809,4.01,1.072,0.467947,6.23771945,57.299805,183.798737,91.147064
59,4.508638306165727,88.816,9.278,4.858,0.863,0.15,0.128,0.393,0.547,0.506,0.209,0.363,0.274,0.441,0.238,0.409,0.356,0.359,5.0,0.3899874,6.966,4.147,1.107,0.430251,6.99847363,88.039612,162.829407,74.857124
60,5.300162274132754,59.241,6.041,3.369,0.863,0.148,0.097,0.321,0.295,0.026,0.255,0.005,0.264,0.038,0.315,0.062,0.237,0.095,6.0,0.1458155,7.494,4.147,1.03,0.533054,4.783895,74.222557,170.891388,104.23526
61,6.823908740944319,16.844,7.018,1.022,0.677,0.154,0.493,0.359,0.315,0.534,0.248,0.123,0.278,0.165,0.293,0.207,0.389,0.302,1.0,0.1606841,7.164,5.687,1.038,0.483878,5.91105315,69.85862,164.661743,100.934608
62,6.508638306165727,178.053,9.262,1.341,0.944,0.153,0.261,0.487,0.354,0.351,0.582,0.251,0.458,0.206,0.701,0.433,0.367,0.395,1.0,0.3388138,6.728,3.11,1.049,0.448291,6.54520296,90.053329,167.747116,86.818764
63,7.301029995663981,318.523,118.464,9.695,0.713,0.149,0.796,0.151,0.329,0.885,0.266,0.196,0.125,0.267,0.331,0.204,0.425,0.449,8.0,0.2078773,7.634,3.076,1.041,0.556322,5.38290709,67.148056,157.386414,88.624481
64,6.0,180.818,14.21,3.96,0.909,0.151,0.407,0.34,0.336,0.656,0.404,0.158,0.249,0.223,0.741,0.188,0.361,0.406,3.0,0.2524694,7.41,4.513,1.05,0.556404,5.79807894,90.483536,181.943726,94.972008
65,5.903089986991944,15.54,6.622,0.824,0.676,0.155,0.495,0.358,0.157,0.438,0.33,0.062,0.302,0.088,0.339,0.109,0.337,0.277,5.0,0.0673683,7.054,3.076,1.03,0.460612,5.30177291,70.985947,153.119308,130.116516
66,5.600326278518962,386.062,10.658,1.525,0.969,0.153,0.958,0.281,0.349,0.956,0.527,0.19,0.254,0.199,0.284,0.292,0.53,0.558,3.0,0.1335084,7.283,3.144,1.039,0.524508,3.25451534,51.309582,145.72406,70.267235
67,6.0,16.948,5.683,1.331,0.707,0.155,0.515,0.326,0.374,0.719,0.277,0.105,0.261,0.166,0.267,0.21,0.405,0.367,4.0,0.1379553,7.365,3.076,1.036,0.509544,3.55350609,73.756851,144.457092,93.031143
68,5.400116927926312,11.798,4.245,2.322,0.642,0.153,0.481,0.442,0.317,0.575,0.442,0.403,0.373,0.259,0.366,0.507,0.413,0.473,3.0,0.3684826,6.718,3.144,1.062,0.423481,9.27086527,66.608017,175.747314,65.689644
69,6.102372908709558,301.738,14.082,0.997,0.952,0.151,0.669,0.399,0.322,0.75,0.495,0.097,0.379,0.157,0.37,0.185,0.463,0.447,7.0,0.2102119,7.152,3.076,1.028,0.521397,5.03096673,48.844616,164.629883,89.845047
70,7.301029995663981,16.179,8.019,1.066,0.64,0.153,0.504,0.416,0.382,0.379,0.202,0.111,0.274,0.186,0.264,0.209,0.434,0.23,4.0,0.1467192,6.783,4.515,1.017,0.449161,3.64320758,61.112289,178.308319,91.754128
71,7.397940008672037,19.669,5.481,1.432,0.74,0.151,0.462,0.357,0.361,0.495,0.173,0.135,0.259,0.186,0.217,0.215,0.393,0.267,5.0,0.1605457,6.654,3.042,1.029,0.4961,5.58765489,73.03727,152.632599,99.730682
72,5.096910013008056,350.867,2.497,1.285,0.989,0.15,0.943,0.414,0.411,0.898,0.424,0.142,0.334,0.21,0.833,0.27,0.589,0.488,8.0,0.1943387,6.882,3.076,1.054,0.497505,1.73064393,64.055939,150.819351,112.745346
73,7.472284193781353,19.516,2.082,1.137,0.858,0.165,0.532,0.435,0.367,0.652,0.242,0.104,0.293,0.179,0.231,0.257,0.445,0.333,8.0,0.1158432,5.454,4.464,1.087,0.467866,7.24529575,51.62302,131.559113,170.787186
74,7.657577319177793,9.886,8.541,0.26,0.529,0.16,0.495,0.473,0.34,0.351,0.273,0.144,0.373,0.183,0.356,0.205,0.436,0.256,6.0,0.145039,5.539,4.293,1.074,0.380299,5.53189259,52.595669,90.986763,27.619932
75,5.985479461242076,32.523,8.53,1.771,0.759,0.153,0.083,0.446,0.355,0.026,0.121,0.093,0.281,0.134,0.364,0.164,0.295,0.08,12.0,0.0975982,6.753,2.597,1.136,0.458861,11.0338194,65.392944,96.813766,72.365211
76,6.638272163982407,490.699,63.783,3.574,0.879,0.154,0.646,0.096,0.434,0.495,0.02,0.543,0.046,0.402,0.022,0.784,0.392,0.353,7.0,0.1714484,6.277,4.263,1.077,0.48254,8.9725889,80.535492,100.325272,66.120422
77,5.537602002101044,92.426,5.978,5.528,0.889,0.156,0.115,0.391,0.466,0.078,0.515,0.415,0.368,0.442,0.755,0.418,0.324,0.336,8.0,0.1619776,5.676,3.294,1.073,0.363688,6.79557412,64.411339,93.10289,135.110275
78,10.045757490560677,22.931,4.075,0.867,0.823,0.152,0.556,0.418,0.232,0.744,0.186,0.292,0.267,0.169,0.314,0.2,0.402,0.407,9.0,0.2447229,7.581,3.247,1.048,0.553328,7.78673421,44.610828,95.175369,57.416382
79,7.136677139879544,73.257,9.129,1.248,0.876,0.161,0.152,0.514,0.528,0.112,0.359,0.328,0.383,0.416,0.427,0.388,0.398,0.266,8.0,0.0400658,5.377,5.137,1.069,0.380728,5.79315212,81.111504,93.889282,136.766144
80,7.619788758288394,258.104,11.117,2.376,0.95,0.158,0.909,0.486,0.266,0.979,0.288,0.188,0.388,0.207,0.363,0.251,0.554,0.485,9.0,0.0894771,5.628,3.486,1.013,0.361413,1.98767323,97.977188,100.189301,55.515877
81,6.505845405981557,67.588,9.939,3.525,0.834,0.156,0.128,0.435,0.339,0.101,0.239,0.177,0.309,0.24,0.284,0.25,0.3,0.173,9.0,0.1274082,6.401,3.042,1.127,0.411087,8.41927236,72.526756,137.886932,77.280418
82,7.292429823902063,220.682,8.457,1.383,0.957,0.159,0.903,0.521,0.348,1.019,0.348,0.164,0.386,0.226,0.391,0.246,0.59,0.51,10.0,0.1122131,5.674,3.076,1.022,0.385321,3.28851829,66.090874,137.748749,84.977554
83,6.767003889607846,188.072,115.728,4.776,0.609,0.159,0.266,0.231,0.44,0.168,0.113,0.395,0.181,0.399,0.195,0.406,0.312,0.226,7.0,0.1017594,6.094,2.893,1.073,0.381581,3.93551457,83.893311,99.231491,69.066658
84,6.899629454882437,10.983,9.069,0.696,0.529,0.159,0.509,0.502,0.396,0.29,0.232,0.263,0.364,0.276,0.366,0.258,0.469,0.262,5.0,0.1514416,5.697,3.156,1.064,0.387735,2.16650588,59.736496,95.698944,55.792027
85,7.481486060122112,17.421,4.661,0.807,0.761,0.159,0.526,0.402,0.425,0.467,0.308,0.333,0.318,0.326,0.389,0.319,0.451,0.37,8.0,0.1289665,6.044,3.134,1.13,0.44512,10.5392542,86.003517,97.828522,50.710777
86,7.356547323513812,17.086,4.28,0.813,0.77,0.159,0.521,0.394,0.348,0.503,0.195,0.664,0.258,0.387,0.322,0.365,0.421,0.454,8.0,0.1401449,6.274,3.094,1.112,0.445781,10.6578835,82.866997,94.856613,66.613533
87,7.318758762624412,16.792,4.108,1.49,0.75,0.159,0.568,0.403,0.452,0.637,0.282,0.354,0.346,0.314,0.415,0.293,0.475,0.424,6.0,0.182491,6.809,3.196,1.168,0.44752,12.3645391,65.766281,78.6073,75.679008
88,8.096910013008056,13.52,6.015,1.49,0.643,0.16,0.586,0.476,0.491,0.689,0.329,0.276,0.364,0.321,0.403,0.334,0.518,0.432,7.0,0.1260153,6.666,3.134,1.126,0.437471,9.04727167,80.991692,116.961853,56.133595
89,6.94692155651658,10.874,8.428,1.017,0.535,0.159,0.462,0.497,0.425,0.389,0.25,0.296,0.373,0.321,0.39,0.386,0.461,0.312,8.0,0.2355981,6.456,2.849,1.154,0.392489,11.5149212,96.073586,88.578125,59.320057
90,6.665546248849069,208.543,120.603,5.359,0.623,0.156,0.511,0.347,0.297,0.406,0.172,0.131,0.217,0.175,0.178,0.176,0.385,0.236,5.0,0.1601725,6.09,3.162,1.171,0.408202,11.4620367,89.837524,102.193687,75.770172
91,6.906578314837765,20.928,4.034,1.274,0.798,0.156,0.527,0.389,0.394,0.311,0.193,0.333,0.261,0.305,0.322,0.276,0.437,0.279,12.0,0.1210587,6.715,3.642,1.175,0.446074,9.22676021,77.711998,86.92762,93.513237
92,5.932557157223619,21.656,4.656,1.253,0.786,0.154,0.589,0.476,0.369,0.382,0.232,0.314,0.316,0.265,0.379,0.249,0.478,0.309,9.0,0.1109386,6.731,4.228,1.133,0.465777,12.4209229,65.504585,106.599464,87.82164
93,7.173925197299173,13.299,8.456,2.199,0.555,0.154,0.615,0.406,0.46,0.619,0.189,0.459,0.28,0.39,0.327,0.261,0.494,0.422,13.0,0.1339669,7.279,4.693,1.071,0.457547,6.36032763,82.266182,108.94416,124.677528
94,7.769551078621726,397.469,4.948,2.845,0.981,0.151,0.901,0.444,0.392,0.874,0.384,0.253,0.334,0.338,0.404,0.316,0.579,0.504,11.0,0.2114454,6.533,4.899,1.183,0.494523,10.2631477,92.433975,108.118759,94.470665
95,5.823908740944319,265.209,8.504,2.023,0.962,0.152,0.906,0.505,0.428,1.027,0.315,0.361,0.394,0.322,0.396,0.331,0.613,0.568,10.0,0.1938031,6.996,4.195,1.177,0.461074,11.5398583,71.174904,120.270134,147.29126
96,5.881404634776238,21.542,7.968,1.411,0.697,0.151,0.557,0.374,0.457,0.39,0.205,0.35,0.259,0.347,0.309,0.318,0.463,0.315,11.0,0.1662251,7.157,4.406,1.134,0.498071,6.78851952,102.878906,108.198837,90.044891
97,6.218244625347531,238.881,10.183,1.718,0.953,0.156,0.81,0.341,0.465,0.848,0.235,0.364,0.279,0.344,0.263,0.345,0.539,0.482,10.0,0.1057755,6.432,4.582,1.102,0.457683,10.9430234,71.115799,970.304749,119.885948
98,6.471083299722345,270.433,27.213,1.289,0.905,0.151,0.268,0.52,0.373,0.168,0.341,0.2,0.395,0.254,0.327,0.207,0.387,0.236,10.0,0.1314174,7.47,4.509,1.154,0.521685,11.1491267,104.268402,96.870987,87.64695
99,6.586700235918748,8.601,4.307,0.353,0.649,0.165,0.555,0.542,0.32,0.499,0.246,0.066,0.308,0.144,0.366,0.186,0.472,0.27,4.0,0.071551,4.861,4.44,1.051,0.329893,4.65377406,84.867538,1015.730469,74.849586
100,6.698970004336019,81.486,37.535,34.843,0.53,0.168,0.079,0.098,0.084,0.004,0.008,0.001,0.018,0.006,0.022,0.009,0.087,0.005,6.0,0.0733298,5.435,3.29,1.03,0.371214,3.86356331,25.063223,51.238644,20.173138
101,6.6020599913279625,241.159,3.61,1.571,0.979,0.168,0.882,0.423,0.437,0.993,0.345,0.203,0.309,0.243,0.315,0.285,0.581,0.513,9.0,0.1333823,5.231,3.065,1.039,0.363059,4.55733155,57.474693,65.951126,53.553303
102,6.070581074285707,16.095,3.219,1.618,0.769,0.162,0.561,0.341,0.397,0.376,0.278,0.199,0.256,0.248,0.245,0.309,0.433,0.284,7.0,0.1950651,5.864,3.236,1.026,0.412332,2.66924833,33.89706,101.342659,45.545578
103,7.356547323513812,17.672,4.266,1.048,0.769,0.158,0.595,0.472,0.397,0.389,0.375,0.202,0.337,0.226,0.336,0.284,0.488,0.322,4.0,0.2455093,6.394,3.285,1.053,0.43027,6.70821009,53.755882,130.717239,53.451576
104,7.00436480540245,212.382,135.962,101.994,0.472,0.167,0.303,0.229,0.457,0.332,0.219,0.493,0.205,0.332,0.196,0.189,0.33,0.348,6.0,0.1458291,4.731,3.821,1.017,0.36574,3.72571934,68.425415,113.217094,52.673508
105,6.920818753952375,12.757,3.659,0.727,0.744,0.167,0.581,0.397,0.373,0.577,0.316,0.091,0.307,0.158,0.309,0.191,0.45,0.328,5.0,0.186749,5.185,2.381,1.025,0.399742,3.99901128,26.739033,79.508751,59.312126
106,7.638272163982407,10.89,3.924,1.36,0.673,0.167,0.612,0.408,0.417,0.758,0.298,0.088,0.319,0.182,0.297,0.228,0.479,0.381,4.0,0.1383529,5.109,2.348,1.03,0.398591,3.16777443,49.116066,79.848373,48.234947
107,7.455931955649724,208.092,113.376,3.233,0.641,0.162,0.344,0.193,0.327,0.295,0.1,0.286,0.139,0.255,0.147,0.239,0.288,0.227,8.0,0.1768154,5.545,2.347,1.029,0.388577,3.78848353,52.105949,82.50219,31.769756
108,7.698970004336019,17.61,3.258,0.882,0.81,0.162,0.568,0.38,0.419,0.377,0.281,0.096,0.262,0.178,0.26,0.219,0.456,0.251,7.0,0.1425419,5.328,3.249,1.031,0.417463,4.28643259,55.260071,96.230026,71.14547
109,6.1938200260161125,217.957,65.919,1.679,0.763,0.163,0.158,0.096,0.428,0.08,0.043,0.205,0.037,0.247,0.066,0.29,0.227,0.109,7.0,0.1301366,5.545,3.25,1.038,0.407943,4.36223515,54.99947,96.053482,71.126221
110,7.698970004336019,169.353,14.498,1.555,0.913,0.163,0.254,0.573,0.428,0.139,0.407,0.247,0.449,0.293,0.427,0.262,0.418,0.264,8.0,0.1498947,5.417,3.659,1.046,0.40912,5.27735238,45.708366,125.861786,52.635658
112,7.744727494896693,15.57,6.006,0.395,0.709,0.158,0.543,0.458,0.388,0.364,0.407,0.148,0.351,0.19,0.329,0.269,0.463,0.306,9.0,0.1245799,5.799,4.103,1.036,0.426446,6.6054362,77.634537,100.296158,58.792118
