mol_id,PKI,0,1,2,3,5,8,9,10,19,20,21,31,32,75,76,100,101,107,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
439,5.700000503883016,35.188,3.21,1.634,0.879,0.148,0.601,0.361,0.276,0.531,0.153,0.172,0.218,0.183,0.285,0.242,0.413,0.285,400.332,14.0,0.1835814,7.544,4.87,1.111,0.602419,7.11570017,30.697437,97.835258,63.394741
440,6.599997654072044,28.602,3.533,0.827,0.868,0.147,0.586,0.359,0.393,0.539,0.527,0.082,0.35,0.169,0.483,0.196,0.446,0.383,244.084,9.0,0.2294539,7.072,5.649,1.06,0.553711,3.58668929,74.219452,65.568489,77.765404
441,6.0,6.315,2.133,0.669,0.693,0.183,0.586,0.482,0.39,0.516,0.464,0.195,0.352,0.215,0.424,0.221,0.486,0.392,37.25,5.0,0.1664772,4.161,4.977,1.012,0.281676,2.0840457,72.953735,200.36441,143.917587
442,6.0999990348465305,154.629,6.098,0.482,0.959,0.172,0.199,0.487,0.429,0.077,0.305,0.09,0.353,0.191,0.403,0.214,0.371,0.158,1635.66,6.0,0.0993092,4.085,2.433,1.02,0.289773,2.36992561,23.853056,72.500801,22.723589
443,6.199998172182031,12.507,4.05,0.128,0.75,0.167,0.53,0.434,0.111,0.413,0.313,0.003,0.303,0.019,0.269,0.03,0.358,0.243,75.927,7.0,0.1113054,4.655,2.768,1.082,0.371451,6.63486324,45.093281,44.293503,49.631275
444,5.700000503883016,110.825,3.853,1.462,0.954,0.183,0.277,0.445,0.33,0.047,1.383,0.332,0.343,0.482,0.361,0.496,0.351,0.587,1335.07,3.0,0.0285229,4.73,3.791,1.002,0.32564,0.698827003,41.966122,192.71167,29.606066
445,5.800000874803203,195.961,74.419,12.798,0.692,0.151,0.354,0.123,0.436,0.399,0.076,0.346,0.092,0.352,0.127,0.39,0.304,0.274,204957.03,8.0,0.2674085,7.281,2.517,1.285,0.466669,13.9599215,23.92643,41.553661,42.042316
446,4.200000030616179,188.852,3.914,0.368,0.978,0.188,0.311,0.482,0.305,0.467,0.203,0.049,0.325,0.099,0.395,0.16,0.366,0.239,1275.565,3.0,0.0167829,3.354,4.392,1.028,0.246096,3.81952105,74.637512,119.481285,89.581398
447,5.200000237109354,196.64,3.826,1.115,0.975,0.174,0.861,0.581,0.359,0.793,0.2,0.186,0.31,0.223,0.295,0.316,0.6,0.393,2016.536,4.0,0.0334409,4.418,2.362,1.189,0.319199,9.83402741,13.650272,71.801735,28.931559
448,5.0,62.589,10.879,1.482,0.835,0.179,0.047,0.527,0.467,0.011,0.002,0.172,0.43,0.232,0.599,0.256,0.347,0.062,1873.781,4.0,0.0524655,4.279,2.119,1.051,0.34504,4.97161547,36.341213,120.841522,71.604439
449,7.400007822415902,11.117,4.281,1.037,0.676,0.158,0.528,0.415,0.329,0.62,0.321,0.095,0.351,0.157,0.511,0.133,0.424,0.345,129.364,7.0,0.1943331,5.624,2.43,1.095,0.39188,8.12056838,39.61235,44.995232,27.087643
450,7.79997073344623,16.492,2.641,2.463,0.764,0.159,0.61,0.42,0.407,0.527,0.233,0.212,0.207,0.202,0.405,0.294,0.479,0.324,219.56,12.0,0.1257471,6.291,3.802,1.019,0.437396,3.12058135,54.622898,53.291267,53.128929
451,7.0,8.99,3.673,0.483,0.684,0.172,0.515,0.461,0.276,0.37,0.34,0.043,0.332,0.102,0.46,0.137,0.417,0.251,68.245,4.0,0.0859072,4.525,4.316,1.078,0.32677,5.25955716,30.412172,100.156433,59.212948
452,6.0999990348465305,141.556,105.999,4.451,0.562,0.158,0.243,0.2,0.311,0.215,0.004,0.314,0.018,0.449,0.029,0.551,0.251,0.178,83143.398,7.0,0.1590642,6.351,2.623,1.053,0.426564,5.44423567,27.565027,86.487686,61.031116
454,7.50003813440381,11.558,5.574,0.365,0.661,0.157,0.551,0.485,0.266,0.351,0.388,0.165,0.393,0.138,0.324,0.314,0.434,0.302,111.698,4.0,0.3074405,5.681,3.504,1.139,0.374198,8.5673445,60.620384,61.288109,71.356232
455,5.40000018605658,144.377,5.474,0.658,0.959,0.157,0.597,0.398,0.187,0.543,0.193,0.045,0.249,0.083,0.282,0.076,0.394,0.26,1559.305,13.0,0.0644608,6.345,2.825,1.041,0.478536,5.31880361,51.352684,92.340408,48.031273
456,6.799998134593398,101.704,5.481,1.189,0.938,0.159,0.258,0.489,0.451,0.376,0.227,0.258,0.373,0.258,0.327,0.629,0.4,0.287,1456.029,9.0,0.1163334,5.932,4.595,1.147,0.515511,10.7255245,54.434715,126.080109,114.59964
457,6.399996913372259,15.536,2.16,0.067,0.875,0.172,0.567,0.499,0.256,0.549,0.323,0.264,0.312,0.206,0.293,0.112,0.44,0.378,54.764,8.0,0.1654786,4.321,4.585,1.095,0.408113,6.70074543,48.513397,93.868134,95.739342
458,6.299997602857746,520.654,58.316,3.417,0.894,0.156,0.694,0.106,0.482,0.752,0.021,0.281,0.028,0.335,0.03,0.339,0.427,0.351,136671.898,8.0,0.1902719,5.807,3.887,1.038,0.459901,5.32244787,24.250822,60.125725,32.39138
459,5.800000874803203,163.716,4.584,1.545,0.964,0.16,0.295,0.402,0.406,0.129,0.314,0.182,0.277,0.257,0.342,0.223,0.368,0.208,2339.66,4.0,0.1190691,5.862,4.851,1.024,0.427802,2.46444341,42.73621,49.0648,72.701012
460,6.0999990348465305,162.611,17.815,1.139,0.896,0.167,0.219,0.48,0.247,0.067,0.388,1.838,0.467,0.325,0.502,0.226,0.315,0.764,6582.736,5.0,0.0614336,6.258,3.726,1.086,0.494947,6.01421813,51.889538,61.028908,62.465641
461,5.300000202445418,185.171,3.429,1.912,0.972,0.157,0.849,0.422,0.351,0.773,0.22,0.121,0.294,0.176,0.314,0.151,0.541,0.371,2400.156,5.0,0.1250097,6.04,2.907,1.074,0.442408,6.61217315,45.66544,46.240524,68.119774
462,7.79997073344623,291.039,7.698,2.286,0.967,0.153,0.502,0.429,0.27,0.391,0.252,0.211,0.288,0.197,0.377,0.129,0.4,0.285,8346.622,4.0,0.0657982,5.953,2.221,1.069,0.360545,6.19833136,60.753838,76.81295,88.036644
463,7.50003813440381,15.729,3.965,0.998,0.76,0.151,0.53,0.407,0.442,0.365,0.859,0.163,0.46,0.24,0.579,0.267,0.459,0.462,164.925,8.0,0.3173351,6.573,3.508,1.063,0.432656,5.81385856,80.23764,135.26532,428.575928
464,5.499999678657065,9.923,3.858,1.587,0.646,0.159,0.491,0.441,0.39,0.77,0.626,0.286,0.388,0.256,0.306,0.32,0.441,0.561,136.32,5.0,0.2879945,6.162,3.881,1.167,0.42272,6.03299889,80.43866,113.430832,82.597023
465,7.100015437450609,459.385,97.099,2.358,0.822,0.153,0.909,0.494,0.412,0.948,0.532,0.195,0.562,0.254,0.591,0.277,0.605,0.558,151666.246,5.0,0.1091601,6.24,3.995,1.042,0.484115,3.53207666,56.392094,90.138046,74.990257
466,6.0999990348465305,195.747,5.348,2.12,0.963,0.151,0.521,0.487,0.321,0.545,0.806,0.148,0.516,0.183,0.533,0.174,0.443,0.499,3895.392,12.0,0.2888951,7.084,4.2,1.061,0.442081,7.96613903,58.693993,87.06852,67.769066
467,4.800000052738446,79.554,10.097,1.683,0.871,0.175,0.091,0.566,0.505,0.005,0.15,0.224,0.48,0.282,0.432,0.39,0.387,0.126,2397.765,6.0,0.0751267,4.009,4.595,1.048,0.331846,4.61118935,44.560734,191.119232,104.362885
468,5.200000237109354,195.526,25.865,1.401,0.878,0.151,0.479,0.06,0.383,0.493,0.014,0.178,0.022,0.212,0.027,0.315,0.308,0.228,12673.047,8.0,0.1295577,6.894,1.933,1.057,0.570156,4.84021005,24.283073,31.405334,45.197765
469,8.0,9.829,3.292,0.181,0.739,0.169,0.5,0.515,0.169,1.113,0.214,0.03,0.299,0.059,0.32,0.069,0.394,0.452,53.891,4.0,0.0600302,4.468,4.13,1.126,0.387174,8.78210255,47.565811,133.078812,134.311203
470,6.0,420.517,93.958,1.594,0.815,0.149,0.844,0.342,0.342,0.804,0.247,0.386,0.334,0.227,0.321,0.743,0.509,0.479,103813.371,7.0,0.2172112,7.73,2.412,1.087,0.665893,6.15037001,60.698586,102.018463,94.678833
471,8.599980364934842,23.558,4.506,1.572,0.795,0.153,0.643,0.439,0.411,0.498,0.217,0.257,0.308,0.274,0.307,0.432,0.498,0.324,346.847,9.0,0.2351144,7.006,5.06,1.081,0.497709,11.0003508,98.814796,209.960327,136.989548
472,4.100000018985305,12.268,2.235,0.517,0.817,0.169,0.589,0.523,0.42,0.646,0.15,0.097,0.263,0.182,0.291,0.208,0.511,0.298,64.103,4.0,0.1608588,4.895,3.575,1.218,0.374934,10.5688068,60.248856,160.659378,48.132549
473,5.899998417198648,39.237,4.926,1.07,0.867,0.157,0.058,0.454,0.505,0.016,0.096,0.007,0.181,0.104,0.332,0.133,0.339,0.04,492.717,5.0,0.1000405,5.646,1.691,1.068,0.414102,6.42234602,35.770027,41.512928,57.042194
474,5.59999938302362,15.762,2.515,0.116,0.857,0.168,0.597,0.522,0.191,0.542,0.254,0.029,0.321,0.066,0.336,0.08,0.437,0.275,64.733,1.0,0.0807838,4.966,3.007,1.131,0.399984,8.37644324,43.979652,138.316895,93.115219
475,8.0,182.372,27.329,12.317,0.821,0.152,0.431,0.053,0.183,0.294,0.14,0.415,0.054,0.149,0.379,0.442,0.222,0.283,69178.189,7.0,0.2033729,6.776,3.564,1.205,0.515063,12.2197542,24.966976,40.036659,28.311211
476,8.400007822415901,45.658,10.806,0.838,0.797,0.164,0.04,0.608,0.436,0.021,0.003,0.082,0.221,0.235,0.337,0.375,0.361,0.035,1011.468,7.0,0.099333,5.176,3.731,1.02,0.39621,2.35434107,59.613022,65.180153,93.78775
477,5.899998417198648,164.246,15.921,1.756,0.903,0.149,0.332,0.425,0.431,0.213,0.312,0.228,0.376,0.278,0.387,0.313,0.396,0.251,7704.299,8.0,0.186658,6.618,3.371,1.024,0.469636,3.55607162,58.588383,57.582191,75.482445
479,5.800000874803203,157.264,15.177,2.362,0.9,0.147,0.27,0.448,0.43,0.302,0.376,0.235,0.365,0.289,0.4,0.397,0.383,0.304,8605.932,10.0,0.1038961,7.367,3.657,1.05,0.477582,7.2363778,50.666874,127.121445,152.354843
480,4.100000018985305,119.564,6.197,0.434,0.947,0.185,0.197,0.476,0.505,0.18,0.23,0.465,0.321,0.356,0.416,0.342,0.393,0.292,1243.623,3.0,0.0947672,3.784,5.014,1.273,0.276183,12.1146895,88.460686,196.751404,149.563538
481,7.899974269892137,30.129,24.579,2.12,0.53,0.151,0.137,0.054,0.431,0.039,0.003,0.176,0.012,0.278,0.018,0.391,0.207,0.073,2482.908,6.0,0.2932163,6.577,3.256,1.086,0.433222,3.33426625,21.273582,49.065449,18.209263
482,6.0,211.329,8.362,0.189,0.961,0.165,0.746,0.525,0.358,0.843,0.516,0.136,0.501,0.19,0.433,0.198,0.543,0.498,2361.854,4.0,0.1697538,5.02,4.741,1.062,0.363656,4.00637637,73.759155,133.243744,94.334557
483,5.40000018605658,134.045,7.894,1.761,0.933,0.174,0.141,0.496,0.39,0.064,0.481,0.1,0.426,0.169,0.582,0.21,0.342,0.215,3315.59,3.0,0.0976061,4.753,3.521,1.073,0.321643,6.30341689,50.77079,47.575363,27.131067
484,7.0,263.547,40.599,2.833,0.859,0.159,0.661,0.035,0.472,0.465,0.003,0.004,0.007,0.226,0.011,0.392,0.389,0.157,42184.268,10.0,0.207404,5.812,2.461,1.035,0.431429,4.09214471,36.195904,41.77581,34.319698
485,5.700000503883016,391.931,21.256,4.354,0.939,0.14,0.949,0.465,0.359,0.956,0.389,0.203,0.401,0.272,0.421,0.315,0.591,0.516,46823.169,6.0,0.3032387,8.491,3.74,1.049,0.531406,3.86819406,50.605316,96.697563,37.019958
486,6.399996913372259,379.967,4.491,1.9,0.983,0.156,0.856,0.461,0.479,1.04,0.326,0.219,0.427,0.274,0.431,0.379,0.599,0.528,6065.922,7.0,0.1147993,5.73,4.149,1.166,0.444295,9.70637368,77.04158,139.266571,196.930573
487,7.0,132.857,24.827,11.407,0.786,0.151,0.284,0.03,0.498,0.203,0.276,0.001,0.013,0.032,0.014,0.155,0.271,0.16,42892.054,7.0,0.158565,7.177,3.402,1.061,0.528744,5.97346871,64.746811,86.433998,72.095482
488,7.50003813440381,87.651,7.392,1.617,0.907,0.154,0.152,0.502,0.425,0.26,0.516,0.285,0.443,0.29,0.77,0.446,0.36,0.354,1945.696,9.0,0.0717513,5.988,5.08,1.046,0.39857,2.47324781,42.890572,139.270233,109.403664
489,5.200000237109354,101.191,10.434,2.071,0.89,0.163,0.148,0.511,0.364,0.115,0.303,0.278,0.382,0.248,0.385,0.247,0.341,0.232,3586.7,4.0,0.069593,5.107,4.098,1.045,0.36316,5.38735644,70.780144,141.57373,165.405029
490,5.700000503883016,18.327,5.519,1.045,0.736,0.146,0.525,0.36,0.411,0.398,0.551,0.181,0.375,0.242,0.378,0.265,0.432,0.377,256.617,8.0,0.2513629,7.045,2.743,1.027,0.476076,2.78373769,55.824039,135.171112,59.391899
491,6.499996931948306,298.862,143.827,43.828,0.614,0.146,0.414,0.177,0.079,0.528,0.252,0.059,0.17,0.045,0.092,0.033,0.223,0.279,1946799.658,9.0,0.1461708,7.198,4.926,1.031,0.503161,1.35435595,108.734756,118.484497,134.198837
492,7.50003813440381,161.987,90.364,2.075,0.637,0.156,0.525,0.134,0.42,0.59,0.112,0.273,0.093,0.249,0.098,0.486,0.36,0.325,45794.758,6.0,0.1500888,5.919,6.07,1.038,0.474123,5.42954622,87.142166,99.365128,172.472839
493,6.399996913372259,47.265,9.949,2.705,0.789,0.163,0.068,0.525,0.478,0.022,0.005,0.257,0.387,0.326,0.605,0.327,0.357,0.095,1957.094,4.0,0.0846312,4.844,4.147,1.045,0.367395,4.79824318,54.686646,134.886948,58.568008
494,5.300000202445418,176.468,25.883,1.3,0.867,0.142,0.252,0.521,0.312,0.111,0.457,0.053,0.497,0.109,0.475,0.153,0.361,0.207,10972.251,9.0,0.1664132,8.138,3.061,1.12,0.553647,13.6795677,60.067085,54.778419,87.332413
495,6.199998172182031,28.964,6.528,2.01,0.772,0.145,0.496,0.491,0.507,0.404,0.265,0.202,0.365,0.273,0.389,0.317,0.498,0.29,677.882,7.0,0.3354259,8.322,4.314,1.068,0.566246,5.39638042,79.34185,176.302368,133.749619
496,7.899974269892137,285.587,11.394,2.232,0.954,0.16,0.397,0.418,0.368,0.337,0.369,0.159,0.359,0.216,0.421,0.251,0.395,0.288,11477.34,7.0,0.1238909,5.74,5.879,1.062,0.419603,4.09620871,122.003929,171.397415,140.004913
497,5.300000202445418,10.112,2.223,1.313,0.741,0.168,0.534,0.364,0.307,0.588,0.356,0.141,0.242,0.171,0.539,0.191,0.402,0.362,81.838,6.0,0.1119095,5.047,4.159,1.331,0.369789,12.6061938,61.916534,72.377113,66.401199
499,5.499999678657065,287.783,6.213,3.943,0.966,0.145,0.797,0.4,0.372,0.751,0.619,0.125,0.462,0.201,0.486,0.236,0.523,0.498,10294.368,10.0,0.2243519,8.373,2.138,1.358,0.477883,15.3879796,41.470554,57.647659,53.73703
500,8.599980364934842,28.943,5.43,0.976,0.819,0.146,0.608,0.448,0.208,0.563,0.307,0.068,0.352,0.106,0.431,0.15,0.421,0.313,379.475,6.0,0.2087917,7.445,4.675,1.02,0.569918,3.21789035,74.965034,97.000153,137.922852
501,6.699991797446187,38.691,6.65,0.978,0.835,0.156,0.057,0.377,0.393,0.026,0.007,0.015,0.049,0.131,0.084,0.155,0.276,0.016,599.669,7.0,0.0853886,5.506,4.387,1.038,0.430973,5.49720385,65.504883,192.856613,87.821762
502,8.500038134403809,474.038,233.475,54.706,0.622,0.146,0.936,0.705,0.085,0.953,0.668,0.039,0.73,0.057,0.842,0.07,0.575,0.553,6204772.983,9.0,0.1421666,7.526,3.862,1.146,0.489348,10.6212371,47.538219,157.983704,93.262711
503,5.59999938302362,340.856,161.88,3.668,0.673,0.171,0.507,0.858,0.473,0.459,0.705,0.325,0.846,0.351,0.824,0.24,0.613,0.496,259910.662,5.0,0.0340565,5.22,3.609,1.009,0.345037,2.48748679,92.049454,190.769928,119.672913
504,8.199970640755867,26.351,8.92,0.789,0.731,0.155,0.046,0.5,0.333,0.426,0.005,0.012,0.418,0.081,0.529,0.11,0.293,0.148,484.291,4.0,0.2391011,5.734,3.269,1.129,0.382701,8.45329454,44.393158,66.134254,61.294956
505,5.59999938302362,171.477,2.406,1.051,0.98,0.167,0.598,0.454,0.438,0.813,0.286,0.358,0.31,0.291,0.504,0.306,0.496,0.486,1203.815,4.0,0.0635804,5.138,2.995,1.009,0.352129,2.25180638,87.479401,93.843117,62.470085
506,6.199998172182031,320.178,5.611,2.556,0.975,0.155,0.912,0.386,0.388,0.858,0.396,0.216,0.369,0.261,0.479,0.31,0.562,0.49,7549.12,6.0,0.1344201,6.111,2.381,1.05,0.379259,6.17733652,33.261505,83.306084,76.744873
507,5.200000237109354,14.907,5.015,0.587,0.727,0.155,0.548,0.409,0.307,0.408,0.427,0.047,0.364,0.116,0.536,0.124,0.421,0.294,150.832,5.0,0.1321187,5.834,3.913,1.026,0.419612,2.11826722,66.580627,148.362488,100.951996
508,7.899974269892137,20.808,2.332,1.899,0.831,0.156,0.602,0.45,0.263,0.444,0.311,0.111,0.375,0.177,0.36,0.25,0.438,0.289,209.619,6.0,0.1130871,5.975,4.259,1.125,0.450851,9.59075432,39.890984,68.692436,71.107742
509,6.699991797446187,189.288,4.183,0.924,0.974,0.171,0.692,0.532,0.425,0.459,0.434,0.214,0.435,0.24,0.342,0.293,0.55,0.369,1896.58,5.0,0.1595653,4.948,3.976,1.11,0.430161,7.53448589,39.36496,110.011131,98.701759
510,5.499999678657065,14.448,2.937,0.565,0.805,0.164,0.581,0.47,0.409,0.778,0.469,0.192,0.43,0.219,0.553,0.264,0.487,0.48,94.164,7.0,0.1923047,5.69,3.389,1.044,0.440116,0.291092683,43.359489,73.296707,37.403465
511,5.300000202445418,54.253,2.087,1.775,0.934,0.143,0.558,0.414,0.397,0.38,0.222,0.121,0.259,0.195,0.407,0.244,0.456,0.241,472.228,10.0,0.2035556,8.784,3.166,1.059,0.68648,8.98340972,35.076691,67.599945,53.308754
512,6.0999990348465305,11.881,3.539,0.246,0.758,0.171,0.549,0.424,0.362,0.368,0.343,0.146,0.3,0.165,0.348,0.328,0.445,0.286,71.868,3.0,0.1645762,4.665,6.022,1.061,0.352648,6.49183283,84.62574,321.119873,116.6446
513,6.299997602857746,27.302,2.719,0.893,0.883,0.15,0.539,0.43,0.306,0.39,0.292,0.149,0.31,0.18,0.327,0.147,0.425,0.277,198.28,7.0,0.0815376,6.596,2.861,1.175,0.502841,10.0636707,52.790043,261.121887,58.990879
514,5.700000503883016,7.8,6.02,1.271,0.517,0.158,0.429,0.35,0.235,0.543,0.406,0.04,0.312,0.095,0.419,0.092,0.338,0.33,139.288,9.0,0.0314337,5.217,4.565,1.029,0.370997,4.19627352,48.498055,75.439316,119.382881
515,5.800000874803203,24.099,11.265,5.155,0.595,0.151,0.028,0.627,0.512,0.644,0.003,0.004,0.144,0.146,0.607,0.257,0.389,0.217,1893.804,6.0,0.2398041,6.348,4.032,1.037,0.41212,2.85395533,69.47715,58.935699,69.292862
516,5.200000237109354,7.563,2.098,0.006,0.782,0.188,0.593,0.532,0.419,0.712,0.172,0.145,0.303,0.217,0.445,0.308,0.515,0.343,25.703,3.0,0.0122058,4.071,4.996,1.053,0.307707,4.70753006,75.60994,93.464539,80.820641
518,6.0999990348465305,289.293,39.45,2.799,0.873,0.156,0.639,0.068,0.383,0.761,0.005,0.013,0.014,0.327,0.022,0.435,0.364,0.26,44609.13,8.0,0.0865862,5.968,2.265,1.075,0.429775,7.6964527,19.615906,42.886929,33.836716
519,6.399996913372259,19.183,2.467,0.98,0.848,0.158,0.574,0.429,0.421,0.534,0.38,0.09,0.321,0.184,0.415,0.215,0.475,0.335,137.541,6.0,0.2084512,6.056,4.306,1.108,0.458628,4.00634825,36.399532,163.850174,96.830185
520,5.59999938302362,17.877,6.547,1.712,0.684,0.141,0.512,0.293,0.272,0.378,0.524,0.11,0.344,0.169,0.409,0.235,0.359,0.337,385.349,8.0,0.1191549,7.872,4.361,1.219,0.475501,10.3571915,64.280113,126.335968,67.161072
521,5.499999678657065,106.432,60.517,0.666,0.635,0.157,0.116,0.116,0.321,0.093,0.088,0.145,0.105,0.167,0.127,0.169,0.184,0.109,11012.545,5.0,0.1332017,5.832,3.52,1.088,0.464149,8.48442778,96.249634,284.313446,145.252014
522,4.300000029139088,129.102,4.751,0.606,0.96,0.183,0.272,0.475,0.36,0.603,0.341,0.153,0.349,0.186,0.58,0.215,0.369,0.366,1200.374,6.0,0.0395804,3.537,3.096,1.08,0.256368,5.68176614,40.371861,71.604568,118.789658
524,6.699991797446187,413.012,4.992,1.433,0.985,0.151,0.931,0.416,0.487,0.944,0.393,0.218,0.362,0.303,0.461,0.339,0.611,0.518,6035.175,4.0,0.3334971,6.112,3.456,1.037,0.417719,4.31872785,19.813038,64.122139,120.713562
525,6.0,193.225,9.433,2.234,0.943,0.155,0.616,0.446,0.4,0.628,0.358,0.342,0.371,0.28,0.535,0.358,0.487,0.443,6552.003,9.0,0.1545155,6.531,4.817,1.088,0.578223,7.38972828,66.767899,112.786743,77.178375
526,6.900008766455316,128.608,5.828,1.976,0.943,0.154,0.237,0.281,0.386,0.334,0.167,0.163,0.194,0.212,0.261,0.25,0.302,0.221,2632.354,4.0,0.2328651,6.671,4.365,1.026,0.457297,4.01481532,83.842621,186.643509,79.778717
527,5.700000503883016,16.133,3.249,1.081,0.788,0.156,0.636,0.373,0.435,0.508,0.421,0.162,0.318,0.229,0.691,0.267,0.481,0.364,150.512,6.0,0.1455194,5.719,3.654,1.035,0.420931,1.96345551,46.683556,92.502327,87.293602
528,6.399996913372259,138.827,5.952,2.398,0.943,0.149,0.196,0.495,0.263,0.349,0.29,0.109,0.349,0.155,0.404,0.189,0.318,0.249,3302.241,7.0,0.1717049,7.165,3.759,1.144,0.411776,9.11591368,49.146713,179.817825,51.336212
529,4.70000006855703,6.905,2.798,0.669,0.666,0.174,0.514,0.473,0.33,0.538,0.209,0.065,0.261,0.133,0.33,0.141,0.439,0.271,49.112,4.0,0.071687,4.122,5.253,1.033,0.303557,3.34651725,68.30851,105.277466,121.438255
530,6.0999990348465305,16.535,6.165,1.988,0.67,0.149,0.429,0.382,0.36,0.31,0.424,0.193,0.346,0.225,0.502,0.241,0.39,0.309,374.41,10.0,0.2293849,7.217,1.914,1.146,0.463478,10.585609,52.27697,92.306114,84.484886
531,5.300000202445418,250.664,119.26,2.042,0.674,0.153,0.586,0.779,0.367,0.591,0.837,0.42,0.848,0.332,0.862,0.634,0.577,0.616,92077.386,5.0,0.1164309,6.129,5.815,1.072,0.47433,7.04435548,56.643524,118.682724,61.250923
532,6.0,181.512,13.292,0.713,0.928,0.15,0.651,0.399,0.304,0.724,0.328,0.065,0.362,0.116,0.478,0.135,0.451,0.372,4468.133,8.0,0.1164623,6.849,3.47,1.051,0.517312,7.20351828,52.334064,95.656616,108.808029
533,7.0,285.426,166.984,6.474,0.622,0.172,0.602,0.259,0.445,0.659,0.109,0.406,0.145,0.322,0.09,0.404,0.435,0.391,359602.474,7.0,0.0929715,4.296,5.088,1.129,0.341383,8.74709293,84.48436,161.295563,110.738312
534,4.0,202.941,1.945,0.491,0.988,0.181,0.952,0.472,0.406,1.048,0.395,0.116,0.323,0.261,0.207,0.331,0.61,0.52,894.426,4.0,0.0241661,4.443,3.457,1.002,0.288502,1.32830541,53.783714,100.459404,44.430725
535,5.300000202445418,150.364,5.64,1.383,0.955,0.153,0.557,0.413,0.315,0.629,0.364,0.168,0.322,0.193,0.328,0.196,0.428,0.387,2393.97,4.0,0.2261961,6.383,2.358,1.018,0.508004,3.80867181,45.47979,25.703676,56.397949
536,8.400007822415901,174.888,9.894,2.369,0.934,0.151,0.518,0.427,0.495,0.39,0.364,0.402,0.393,0.364,0.321,0.44,0.48,0.385,6454.264,13.0,0.1868671,7.502,3.905,1.21,0.540634,12.7808795,84.480865,309.719208,86.968048
537,5.499999678657065,7.991,3.178,1.275,0.642,0.169,0.528,0.374,0.213,0.607,0.461,0.19,0.305,0.142,0.348,0.291,0.372,0.419,84.451,6.0,0.0270642,5.46,4.465,1.094,0.357853,6.00485771,53.400124,138.833771,73.375885
538,5.59999938302362,10.701,2.076,0.023,0.836,0.177,0.568,0.547,0.466,0.55,0.172,0.2,0.247,0.333,0.371,0.323,0.527,0.307,35.83,8.0,0.0821385,4.239,2.458,1.103,0.336063,7.09490889,58.115864,34.572788,80.046654
540,5.700000503883016,18.739,5.394,0.747,0.753,0.156,0.552,0.43,0.236,0.471,0.198,0.042,0.274,0.097,0.301,0.094,0.406,0.237,219.455,8.0,0.1326111,6.491,2.106,1.04,0.461832,4.56741477,46.073738,44.212475,31.46118
541,5.59999938302362,264.613,7.756,1.232,0.967,0.146,0.828,0.54,0.452,0.92,0.448,0.208,0.475,0.263,0.558,0.35,0.606,0.525,5191.069,6.0,0.2208146,7.092,4.202,1.098,0.459313,8.70111095,48.517284,181.404938,172.797607
542,5.59999938302362,25.459,4.786,1.524,0.801,0.15,0.539,0.464,0.384,0.516,0.177,0.134,0.268,0.203,0.251,0.224,0.462,0.276,385.447,6.0,0.1233826,6.757,3.837,1.03,0.529254,5.40002833,61.947533,178.728485,133.600967
543,6.900008766455316,315.434,8.077,1.82,0.97,0.155,0.493,0.482,0.38,0.359,0.299,0.125,0.344,0.201,0.338,0.226,0.452,0.261,8099.546,6.0,0.2157462,5.923,3.654,1.052,0.426611,4.32772312,47.382767,85.367531,76.333252
544,7.899974269892137,13.563,4.366,1.282,0.706,0.153,0.503,0.454,0.338,0.438,0.272,0.101,0.316,0.168,0.397,0.177,0.432,0.27,177.292,8.0,0.1947061,6.051,3.144,1.079,0.407113,5.82209935,64.178596,151.525177,92.776733
545,7.599980364934842,10.716,3.047,0.99,0.726,0.168,0.569,0.472,0.462,0.566,0.308,0.214,0.314,0.256,0.412,0.171,0.501,0.363,93.387,5.0,0.1546688,5.006,3.315,1.064,0.371231,6.46920032,71.653831,165.922318,72.014008
546,5.40000018605658,99.627,17.88,6.203,0.805,0.139,0.122,0.43,0.372,0.082,0.44,0.212,0.463,0.263,0.461,0.277,0.308,0.245,13683.038,4.0,0.179392,8.354,3.406,1.083,0.545005,9.83753097,51.242706,63.195442,50.357822
547,6.299997602857746,169.995,7.095,1.804,0.95,0.161,0.35,0.383,0.427,0.289,0.184,0.15,0.256,0.214,0.266,0.26,0.387,0.208,3879.655,4.0,0.1768677,5.472,3.137,1.01,0.372256,3.20459859,96.242821,150.762314,217.269501
548,6.299997602857746,19.257,3.627,1.833,0.779,0.156,0.616,0.391,0.389,0.58,0.215,0.202,0.287,0.253,0.36,0.228,0.465,0.332,264.557,5.0,0.2031616,6.793,2.871,1.122,0.470969,11.2474345,39.530357,76.048523,95.721161
549,7.700057099977233,48.586,8.487,3.655,0.8,0.155,0.053,0.527,0.465,0.002,0.28,0.226,0.378,0.386,0.395,0.551,0.348,0.169,2188.83,4.0,0.0458931,5.416,3.87,1.205,0.330672,10.0414396,60.328949,106.799927,79.341553
550,7.79997073344623,227.793,80.944,3.804,0.729,0.151,0.507,0.098,0.44,0.598,0.032,0.253,0.054,0.306,0.068,0.371,0.349,0.294,90066.469,6.0,0.1090549,6.212,2.646,1.119,0.404275,7.83812807,47.828224,80.367363,91.963928
