mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,19,20,21,31,32,75,76,100,101,106,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,7.698970004336019,4.81,134.466,65.415,10.601,0.639,0.163,0.106,0.123,0.459,0.263,0.043,0.318,0.147,0.396,0.091,0.34,0.229,0.208,0.18,5.0,0.1984017,5.815,4.441,1.065,0.444925,6.42185129,44.996712,89.369522,49.038628
2,7.698970004336019,4.83,80.067,6.488,2.963,0.894,0.151,0.13,0.436,0.413,0.044,0.415,0.14,0.392,0.263,0.5,0.172,0.326,0.2,0.237,3.0,0.1649067,7.278,3.007,1.045,0.506915,6.11165851,84.389748,180.509476,112.152733
3,8.0,6.31,124.348,6.355,4.352,0.921,0.153,0.187,0.348,0.389,0.12,0.305,0.296,0.3,0.304,0.357,0.409,0.308,0.24,0.276,3.0,0.2186365,7.51,3.11,1.04,0.481841,4.98312777,64.965866,150.995743,60.706264
4,8.0,7.21,22.761,7.313,1.211,0.728,0.149,0.557,0.359,0.327,0.475,0.229,0.105,0.255,0.164,0.318,0.176,0.414,0.269,0.325,3.0,0.1495366,7.272,4.582,1.036,0.524195,5.67589216,66.829216,158.052521,116.424225
5,7.301029995663981,2.62,83.966,18.029,4.943,0.785,0.151,0.102,0.459,0.395,0.161,0.707,0.285,0.426,0.316,0.18,0.255,0.319,0.384,0.157,5.0,0.2365062,7.437,3.076,1.048,0.530042,4.6635705,91.122169,166.60643,65.814041
6,4.721246399047171,9.47,219.572,5.85,3.069,0.961,0.157,0.922,0.527,0.535,0.93,0.252,0.187,0.343,0.303,0.309,0.271,0.661,0.457,0.501,4.0,0.2074276,5.599,3.042,1.011,0.418847,2.89399986,46.837173,996.835876,61.604687
7,4.638272163982407,2.67,27.692,12.895,4.149,0.619,0.157,0.033,0.501,0.471,0.124,0.607,0.163,0.496,0.277,0.011,0.242,0.335,0.298,0.133,,,,,,,,,,
8,7.096910013008056,6.96,10.995,7.097,2.386,0.537,0.151,0.467,0.529,0.438,0.294,0.565,0.141,0.53,0.205,0.623,0.198,0.478,0.333,0.387,6.0,0.2901292,6.428,3.178,1.071,0.414105,4.90653442,52.36832,1007.30603,79.37117
9,7.522878745280337,3.3,15.877,7.923,1.012,0.64,0.153,0.489,0.393,0.344,0.614,0.162,0.167,0.247,0.179,0.204,0.314,0.409,0.314,0.43,4.0,0.1576932,6.645,4.643,1.028,0.481786,4.11692475,71.527664,120.992271,74.395515
10,7.0,8.56,14.16,7.092,1.221,0.63,0.151,0.471,0.364,0.37,0.58,0.167,0.267,0.231,0.236,0.212,0.259,0.402,0.338,0.361,3.0,0.2557409,7.364,3.007,1.085,0.455669,5.88752188,79.112541,154.204208,80.258331
