mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,19,20,21,31,32,75,76,100,101,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,7.698970004336019,0.64,180.604,2.618,1.508,0.978,0.163,0.905,0.349,0.372,0.886,0.151,0.127,0.204,0.212,0.204,0.253,0.542,0.388,7.0,0.1094346,5.786,4.326,1.063,0.440464,5.20857721,33.93795,72.360168,45.206413
2,7.698970004336019,7.61,257.757,13.717,2.397,0.941,0.151,0.568,0.569,0.382,0.444,0.719,0.213,0.553,0.259,0.734,0.33,0.507,0.458,5.0,0.2309322,7.094,2.973,1.05,0.499599,7.00594744,76.126198,150.675079,84.056068
3,8.0,3.77,16.119,8.043,0.917,0.643,0.153,0.491,0.397,0.346,0.598,0.248,0.143,0.271,0.177,0.33,0.25,0.411,0.33,5.0,0.1924575,7.22,3.007,1.04,0.495343,6.49023211,62.753468,149.608536,70.935036
4,8.0,4.78,24.451,5.628,1.192,0.782,0.149,0.473,0.339,0.378,0.333,0.317,0.11,0.291,0.183,0.488,0.207,0.397,0.253,7.0,0.2225447,7.798,4.379,1.036,0.51233,4.08601032,79.238022,179.984741,84.62159
5,7.301029995663981,9.59,127.512,82.056,7.333,0.588,0.151,0.103,0.088,0.471,0.123,0.03,0.273,0.052,0.415,0.025,0.167,0.221,0.142,3.0,0.1291309,7.616,3.007,1.052,0.544028,3.68704812,98.405167,150.7827,93.089172
6,4.721246399047171,1.1,233.002,151.216,3.461,0.601,0.157,0.413,0.909,0.473,0.503,0.689,0.216,0.929,0.298,0.403,0.26,0.598,0.469,4.0,0.0656609,5.894,2.836,1.01,0.408789,2.7194352,50.684212,1017.507324,61.942741
7,4.638272163982407,9.07,14.948,4.834,1.099,0.716,0.157,0.529,0.395,0.345,0.705,0.16,0.175,0.25,0.201,0.2,0.311,0.423,0.347,,,,,,,,,,
8,7.096910013008056,1.92,186.584,6.718,0.931,0.961,0.151,0.53,0.637,0.328,0.719,0.587,0.097,0.582,0.168,0.581,0.217,0.498,0.468,3.0,0.38792,6.029,2.973,1.062,0.403193,4.13692116,46.912708,1013.229675,62.19812
9,7.522878745280337,3.05,91.167,6.025,2.495,0.915,0.153,0.099,0.319,0.337,0.041,0.158,0.172,0.219,0.223,0.189,0.178,0.252,0.124,8.0,0.167407,6.97,4.673,1.029,0.484686,3.1010159,89.728271,167.748383,97.308296
10,7.0,2.15,24.969,14.011,2.232,0.606,0.151,0.035,0.461,0.356,0.559,0.003,0.016,0.013,0.088,0.01,0.135,0.284,0.193,4.0,0.2019544,7.5,2.939,1.052,0.452918,5.85217316,70.192657,159.791214,87.564713
11,7.522878745280337,8.24,98.286,22.02,7.187,0.771,0.149,0.065,0.507,0.373,0.392,0.002,0.175,0.433,0.25,0.404,0.272,0.315,0.19,5.0,0.1130302,7.312,3.042,1.017,0.510491,3.26154392,81.946815,179.442749,114.313293
12,6.102372908709558,5.17,15.058,9.357,1.239,0.587,0.151,0.455,0.391,0.332,0.322,0.3,0.172,0.285,0.205,0.352,0.263,0.393,0.265,4.0,0.2104357,7.282,4.344,1.048,0.464902,4.86297777,68.496857,192.876083,83.098877
13,5.801342913045577,0.72,17.517,8.579,1.185,0.642,0.151,0.457,0.362,0.395,0.677,0.207,0.18,0.244,0.223,0.254,0.282,0.405,0.354,3.0,0.2720953,7.61,3.144,1.034,0.533635,5.7490375,62.041317,152.437653,88.959137
14,6.200659450546418,4.3,18.747,6.397,1.253,0.71,0.149,0.444,0.441,0.382,0.544,0.348,0.17,0.348,0.234,0.441,0.272,0.423,0.354,3.0,0.2265317,7.852,3.144,1.07,0.50672,8.30648642,86.198601,168.215942,83.316299
15,6.823908740944319,5.31,21.877,6.473,1.437,0.734,0.147,0.465,0.437,0.417,0.298,0.415,0.17,0.351,0.243,0.623,0.277,0.44,0.294,5.0,0.3322821,7.365,2.973,1.04,0.495423,4.99615943,87.077827,170.478119,104.151848
16,7.698970004336019,6.91,349.962,9.952,1.097,0.969,0.153,0.916,0.376,0.361,0.901,0.19,0.122,0.242,0.188,0.246,0.193,0.551,0.405,6.0,0.1693457,6.658,4.448,1.037,0.456636,4.86863727,96.508873,174.50824,109.233223
17,7.838631997765025,1.87,175.509,3.607,1.488,0.972,0.164,0.631,0.446,0.472,0.548,0.424,0.153,0.372,0.239,0.53,0.273,0.516,0.375,8.0,0.1135249,5.472,3.007,1.014,0.422253,3.01017308,34.530586,167.304123,66.909683
18,4.701146923590294,2.9,379.331,3.905,2.061,0.985,0.161,0.961,0.428,0.426,1.007,0.238,0.178,0.291,0.266,0.226,0.337,0.605,0.474,4.0,0.0376187,5.631,3.007,1.02,0.418388,3.05751522,35.151661,136.422958,44.866436
19,5.221848749616356,5.83,342.682,139.343,7.797,0.7,0.161,0.437,0.573,0.487,0.2,0.431,0.448,0.58,0.423,0.51,0.329,0.499,0.36,2.0,0.1767023,5.624,3.042,1.014,0.403011,3.01460921,80.4683,152.66452,59.992287
20,8.0,3.57,21.771,2.038,1.057,0.876,0.16,0.574,0.497,0.341,0.437,0.221,0.139,0.29,0.186,0.355,0.207,0.471,0.266,10.0,0.142351,5.967,2.871,1.019,0.455426,2.78735866,71.035797,121.581871,83.363266
21,7.522878745280337,0.48,26.058,1.877,0.873,0.905,0.156,0.593,0.471,0.425,0.473,0.206,0.109,0.267,0.198,0.36,0.221,0.496,0.263,6.0,0.1479747,5.781,3.773,1.011,0.48741,2.69825571,62.238026,142.831772,61.493546
22,6.920818753952375,9.8,11.521,5.394,0.839,0.649,0.153,0.545,0.47,0.298,0.443,0.432,0.062,0.418,0.126,0.548,0.143,0.438,0.312,6.0,0.2423877,5.86,3.178,1.041,0.389909,4.3071053,47.911537,120.064606,49.726677
