mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,19,20,21,31,32,75,76,100,101,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,7.698970004336019,7.91,208.438,179.714,3.332,0.532,0.163,0.195,0.739,0.328,0.256,0.246,0.297,0.498,0.241,0.089,0.187,0.421,0.267,6.0,0.1250537,6.061,4.474,1.065,0.449631,7.00613801,69.20034,99.176109,53.586964
2,7.698970004336019,9.79,287.506,202.839,1.187,0.585,0.151,0.588,0.377,0.395,0.607,0.25,0.348,0.323,0.262,0.196,0.535,0.454,0.401,5.0,0.1561892,7.532,3.315,1.05,0.517717,6.73093182,73.09584,173.612396,82.00853
3,8.0,2.4,190.908,12.033,1.124,0.936,0.153,0.499,0.464,0.343,0.457,0.608,0.104,0.459,0.148,0.876,0.162,0.435,0.39,4.0,0.13298,7.096,3.144,1.036,0.499634,4.03600553,55.051144,146.183289,74.266884
4,8.0,1.19,151.376,16.197,1.436,0.896,0.149,0.29,0.499,0.275,0.22,0.445,0.098,0.436,0.146,0.474,0.187,0.355,0.254,7.0,0.2306033,7.805,4.549,1.025,0.514468,4.9925602,68.981781,169.598053,100.435585
5,7.301029995663981,8.31,179.113,17.196,1.067,0.907,0.151,0.194,0.498,0.375,0.087,0.851,0.187,0.546,0.209,0.958,0.266,0.355,0.375,1.0,0.1423484,7.789,2.973,1.049,0.542359,2.6809867,59.152386,166.23526,89.43483
6,4.721246399047171,9.78,203.575,9.815,1.814,0.946,0.157,0.355,0.474,0.262,0.434,0.344,0.128,0.401,0.168,0.3,0.205,0.364,0.302,4.0,0.2171765,6.172,3.076,1.011,0.419052,2.78658087,46.314911,1005.372009,61.653831
7,4.638272163982407,7.34,39.434,14.155,1.975,0.71,0.159,0.031,0.501,0.447,0.666,0.001,0.028,0.068,0.246,0.012,0.303,0.326,0.232,,,,,,,,,,
8,7.096910013008056,8.97,193.629,10.178,1.722,0.942,0.151,0.47,0.47,0.282,0.639,0.307,0.136,0.353,0.192,0.399,0.211,0.407,0.361,3.0,0.4024206,6.255,3.007,1.072,0.403739,7.20087631,65.928314,155.082596,90.283134
9,7.522878745280337,8.22,17.308,5.989,1.087,0.71,0.153,0.441,0.366,0.382,0.486,0.171,0.122,0.258,0.187,0.223,0.216,0.396,0.26,4.0,0.2210566,6.823,4.841,1.024,0.473282,5.75100631,90.507523,140.123077,116.944504
10,7.0,3.74,370.009,68.656,3.489,0.837,0.151,0.952,0.125,0.406,0.973,0.025,0.303,0.054,0.337,0.028,0.225,0.495,0.434,6.0,0.3962675,6.88,3.007,1.075,0.444403,8.72388111,75.549835,164.048782,86.581444
