mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,19,20,21,31,32,75,76,100,101,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,7.698970004336019,3.21,28.061,16.108,1.668,0.612,0.163,0.034,0.518,0.407,0.091,0.499,0.143,0.457,0.232,0.009,0.293,0.32,0.245,7.0,0.1475982,5.366,4.522,1.063,0.444182,5.26582317,54.293884,91.717781,47.240662
2,7.698970004336019,3.52,175.27,32.104,6.892,0.818,0.151,0.284,0.027,0.271,0.284,0.031,0.001,0.008,0.037,0.008,0.083,0.194,0.105,7.0,0.1389335,7.182,3.11,1.039,0.524875,5.54736652,80.626221,170.146378,93.939728
3,8.0,3.33,15.523,8.057,1.093,0.629,0.153,0.488,0.384,0.288,0.646,0.222,0.092,0.257,0.127,0.287,0.184,0.387,0.32,2.0,0.1438561,6.828,3.007,1.04,0.494717,5.00914425,83.973076,154.910431,97.213058
4,8.0,9.92,250.202,21.544,4.009,0.907,0.149,0.576,0.588,0.393,0.536,0.485,0.213,0.5,0.268,0.511,0.239,0.519,0.411,3.0,0.0844679,7.398,4.378,1.036,0.532569,4.49698456,75.668991,164.870392,78.621765
5,7.301029995663981,4.97,248.102,7.902,5.781,0.948,0.151,0.312,0.358,0.35,0.498,0.284,0.232,0.245,0.306,0.309,0.131,0.34,0.338,4.0,0.1150591,7.607,3.11,1.045,0.54321,6.04801337,61.929054,156.357224,118.170616
6,4.721246399047171,7.34,128.034,6.363,1.132,0.945,0.157,0.312,0.405,0.32,0.244,0.257,0.12,0.307,0.17,0.31,0.22,0.346,0.207,6.0,0.1794719,5.86,3.007,1.011,0.415688,2.47626886,44.507767,988.369873,59.575394
7,4.638272163982407,3.5,282.499,7.582,4.701,0.958,0.157,0.988,0.227,0.399,1.032,0.101,0.13,0.13,0.218,0.17,0.208,0.538,0.421,,,,,,,,,,
8,7.096910013008056,8.96,209.041,9.605,1.382,0.95,0.151,0.58,0.401,0.237,0.806,0.294,0.091,0.318,0.125,0.323,0.166,0.406,0.397,8.0,0.3702577,6.078,3.007,1.072,0.397909,8.66819981,61.148163,180.565903,54.358444
9,7.522878745280337,4.29,17.196,5.861,1.178,0.71,0.153,0.432,0.37,0.352,0.501,0.178,0.12,0.265,0.162,0.231,0.243,0.385,0.266,4.0,0.2162049,7.006,4.64,1.026,0.475468,4.31900023,62.943756,154.189484,60.902054
10,7.0,1.67,189.933,13.754,1.206,0.927,0.151,0.45,0.483,0.322,0.516,0.512,0.232,0.455,0.194,0.511,0.315,0.418,0.42,2.0,0.1977555,7.063,3.11,1.052,0.448557,5.88761957,93.650444,164.738144,89.362198
