mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,19,20,21,31,32,75,76,100,101,106,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,7.698970004336019,3.32,72.492,13.209,0.912,0.837,0.163,0.111,0.466,0.33,0.265,0.335,0.102,0.395,0.177,0.389,0.162,0.302,0.234,0.227,5.0,0.1448425,5.537,4.712,1.063,0.44731,7.70272592,78.745209,97.524803,73.697624
2,7.698970004336019,6.6,219.283,8.47,3.221,0.949,0.151,0.318,0.376,0.318,0.376,0.306,0.304,0.263,0.248,0.264,0.134,0.337,0.329,0.273,6.0,0.1476596,7.253,3.042,1.045,0.519666,6.48390941,81.845703,179.991379,86.433365
3,8.0,8.3,17.101,8.2,0.784,0.656,0.154,0.492,0.415,0.399,0.628,0.229,0.111,0.276,0.18,0.297,0.208,0.435,0.323,0.432,5.0,0.1228936,7.054,3.007,1.039,0.50759,3.67467516,69.830238,155.973053,79.091362
4,8.0,9.98,259.121,11.625,5.897,0.937,0.149,0.735,0.36,0.4,0.793,0.2,0.282,0.255,0.295,0.184,0.383,0.498,0.425,0.468,5.0,0.1160121,7.779,4.343,1.036,0.526694,5.13862254,76.41188,174.442383,79.940666
5,7.301029995663981,4.0,298.479,159.974,111.031,0.524,0.151,0.586,0.562,0.14,0.811,0.494,0.198,0.338,0.175,0.194,0.181,0.43,0.501,0.327,6.0,0.2373801,8.048,2.973,1.05,0.528325,3.96626934,125.476135,190.205933,85.126541
6,4.721246399047171,0.55,14.84,4.675,1.118,0.719,0.157,0.533,0.376,0.379,0.43,0.186,0.114,0.253,0.188,0.243,0.22,0.429,0.244,0.322,5.0,0.1417919,6.057,2.973,1.01,0.411931,2.02571692,61.61507,983.001526,72.384697
7,4.638272163982407,7.34,39.434,14.155,1.975,0.71,0.159,0.031,0.501,0.447,0.666,0.001,0.028,0.068,0.246,0.012,0.303,0.326,0.232,0.132,,,,,,,,,,
8,7.096910013008056,8.31,11.238,6.208,1.145,0.605,0.152,0.507,0.558,0.252,0.399,0.591,0.082,0.572,0.136,0.679,0.139,0.439,0.357,0.428,7.0,0.3813591,6.447,3.076,1.07,0.401919,6.71166955,57.732162,181.199188,57.37817
9,7.522878745280337,6.71,260.874,144.77,2.553,0.639,0.153,0.524,0.826,0.281,0.618,0.92,0.131,0.9,0.184,0.731,0.181,0.544,0.557,0.499,5.0,0.2120871,7.417,4.775,1.024,0.475946,3.21306924,63.897625,169.997879,68.729912
10,7.0,2.31,275.732,34.707,3.604,0.878,0.151,0.558,0.034,0.34,0.755,0.002,0.227,0.008,0.255,0.008,0.323,0.31,0.328,0.329,4.0,0.2356211,7.654,3.007,1.051,0.464461,7.26276816,73.976242,145.134171,87.993935
