mol_id,PKI,0,1,2,3,5,8,9,10,19,20,21,31,32,75,76,100,101,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
12,6.102372908709558,15.73,9.331,1.19,0.599,0.151,0.475,0.387,0.37,0.382,0.273,0.171,0.278,0.2,0.322,0.278,0.411,0.275,4.0,0.2200942,7.255,4.413,1.043,0.472203,4.96245578,88.459457,182.782928,121.409714
13,5.801342913045577,181.249,7.898,0.704,0.955,0.151,0.51,0.391,0.23,0.494,0.299,0.108,0.271,0.134,0.403,0.169,0.377,0.3,5.0,0.2265593,7.537,3.042,1.047,0.490141,4.85298563,80.779282,166.219513,90.557625
14,6.200659450546418,19.131,7.269,1.566,0.684,0.149,0.434,0.394,0.389,0.582,0.379,0.194,0.326,0.235,0.571,0.205,0.406,0.385,8.0,0.2700747,7.949,3.11,1.062,0.53696,8.30676422,96.589264,173.473297,67.956863
15,6.823908740944319,65.371,9.108,2.393,0.85,0.147,0.129,0.486,0.505,0.051,0.444,0.288,0.445,0.361,0.679,0.373,0.373,0.261,8.0,0.2696843,7.432,3.007,1.042,0.512464,6.12995853,106.679947,177.763916,114.910194
16,7.698970004336019,15.981,7.808,0.913,0.647,0.153,0.484,0.379,0.408,0.405,0.227,0.095,0.259,0.173,0.287,0.185,0.423,0.242,2.0,0.1330315,7.18,4.241,1.036,0.459644,5.38796262,79.886719,169.971771,90.884125
17,7.838631997765025,186.056,1.764,1.244,0.984,0.164,0.832,0.404,0.346,0.891,0.187,0.11,0.267,0.168,0.286,0.184,0.527,0.396,4.0,0.096519,5.362,2.871,1.014,0.424811,2.64829213,63.070999,167.256836,69.73735
18,4.701146923590294,257.382,5.824,1.386,0.973,0.161,0.352,0.492,0.327,0.474,0.331,0.082,0.435,0.145,0.381,0.139,0.39,0.296,7.0,0.1007082,5.439,3.076,1.02,0.416335,3.00175844,46.5485,110.092194,37.299427
19,5.221848749616356,156.769,10.895,1.537,0.927,0.161,0.143,0.505,0.279,0.097,0.355,0.062,0.42,0.122,0.392,0.103,0.309,0.171,4.0,0.1602362,5.469,3.042,1.014,0.424158,2.85866452,51.239319,113.012886,63.760994
20,8.0,90.52,26.308,11.497,0.705,0.16,0.066,0.089,0.545,0.042,0.277,0.001,0.012,0.332,0.016,0.48,0.233,0.107,8.0,0.1739562,5.991,2.939,1.019,0.449991,2.98987376,60.801601,114.188362,33.525261
21,7.522878745280337,172.514,8.09,1.527,0.947,0.156,0.575,0.363,0.4,0.392,0.299,0.176,0.321,0.225,0.366,0.309,0.446,0.289,4.0,0.1564033,6.384,3.808,1.014,0.479662,2.84744835,66.084229,138.100616,54.460476
22,6.920818753952375,173.287,10.822,1.059,0.936,0.153,0.456,0.429,0.335,0.554,0.298,0.129,0.355,0.18,0.344,0.247,0.407,0.327,5.0,0.1645623,6.072,3.007,1.05,0.429262,5.51765653,47.137596,136.13269,66.487579
23,7.301029995663981,323.015,78.986,1.382,0.801,0.153,0.655,0.239,0.346,0.893,0.183,0.102,0.179,0.157,0.227,0.16,0.413,0.393,6.0,0.1757978,6.435,3.007,1.012,0.475833,2.74388456,44.586586,118.574326,46.264397
24,7.958212681028248,22.692,2.412,1.46,0.854,0.156,0.564,0.292,0.363,0.507,0.136,0.142,0.164,0.217,0.224,0.243,0.407,0.262,6.0,0.0872843,6.234,3.042,1.029,0.483335,2.50069615,60.896824,119.849274,61.274189
25,8.0,137.204,17.376,0.832,0.883,0.164,0.204,0.545,0.303,0.046,0.648,0.142,0.537,0.158,0.788,0.246,0.351,0.279,9.0,0.2105703,5.543,4.414,1.016,0.458533,3.88988049,75.570282,131.930832,94.730042
26,8.0,148.797,6.104,1.792,0.95,0.164,0.274,0.402,0.327,0.205,0.574,0.113,0.418,0.192,0.458,0.203,0.334,0.298,5.0,0.1649233,6.312,2.973,1.016,0.473054,3.28655131,61.050163,119.624947,49.657829
27,8.0,21.874,3.837,0.642,0.83,0.156,0.583,0.426,0.312,0.483,0.158,0.115,0.223,0.169,0.237,0.192,0.44,0.252,5.0,0.1781589,6.204,3.007,1.018,0.474018,0.974995376,53.180969,118.146523,44.492268
28,8.0,316.825,4.852,1.185,0.981,0.16,0.757,0.474,0.32,0.705,0.33,0.136,0.373,0.186,0.399,0.189,0.517,0.39,7.0,0.2270668,5.56,4.44,1.017,0.504566,2.24454264,51.915855,149.185928,35.365421
29,7.301029995663981,25.484,17.308,3.36,0.552,0.157,0.039,0.521,0.421,0.544,0.001,0.06,0.006,0.324,0.006,0.376,0.327,0.202,6.0,0.1181251,6.674,3.335,1.081,0.474309,5.00947158,53.20697,117.206444,59.091942
30,6.721246399047171,25.842,3.775,0.512,0.858,0.155,0.534,0.428,0.295,0.523,0.202,0.157,0.293,0.166,0.264,0.287,0.419,0.294,3.0,0.16965,6.306,3.605,1.021,0.525052,1.61656065,46.851208,156.787521,50.174656
31,6.102372908709558,15.293,6.237,1.264,0.671,0.153,0.461,0.418,0.314,0.336,0.41,0.228,0.393,0.217,0.437,0.328,0.398,0.325,6.0,0.3075917,6.739,3.232,1.076,0.434352,6.82040786,55.498894,126.795319,64.662292
32,7.0,99.225,13.66,1.234,0.869,0.156,0.216,0.52,0.362,0.119,0.462,0.134,0.512,0.201,0.457,0.234,0.366,0.239,4.0,0.1511139,5.938,3.572,1.014,0.495137,3.15276463,41.003918,144.502243,66.482796
33,7.301029995663981,26.935,1.984,1.231,0.893,0.156,0.568,0.483,0.452,0.577,0.381,0.181,0.339,0.271,0.52,0.3,0.501,0.38,4.0,0.213531,6.662,4.237,1.011,0.537638,2.838011,50.553116,189.836197,52.217525
34,7.301029995663981,30.647,14.854,1.486,0.652,0.159,0.125,0.105,0.37,0.354,0.001,0.104,0.007,0.201,0.012,0.3,0.2,0.153,7.0,0.1693449,5.971,4.306,1.011,0.500865,2.83608198,66.212311,126.102119,77.480682
35,7.154901959985743,48.075,19.779,0.919,0.699,0.158,0.073,0.541,0.336,0.183,0.376,0.129,0.436,0.183,0.068,0.206,0.317,0.229,5.0,0.122427,5.92,4.326,1.01,0.527363,3.01424289,51.419884,151.756744,43.475471
36,6.920818753952375,97.8,17.547,1.71,0.835,0.153,0.143,0.575,0.266,0.092,0.515,0.129,0.535,0.149,0.566,0.157,0.328,0.245,5.0,0.2433979,6.573,4.949,1.012,0.497356,3.1206096,55.29266,147.151321,42.268696
37,6.721246399047171,129.109,3.938,2.239,0.954,0.154,0.268,0.372,0.346,0.266,0.553,0.195,0.352,0.221,0.831,0.267,0.329,0.338,4.0,0.2434866,6.883,5.039,1.012,0.509113,1.68529424,68.829521,183.465057,58.051697
38,5.5003129173815966,172.999,4.415,2.66,0.961,0.152,0.827,0.464,0.405,0.819,0.383,0.258,0.373,0.276,0.56,0.304,0.565,0.487,6.0,0.1137983,7.128,4.305,1.011,0.568432,1.93818188,82.313972,141.128616,96.753914
39,6.200659450546418,387.625,128.433,7.06,0.741,0.155,0.735,0.34,0.486,0.683,0.609,0.285,0.378,0.329,0.811,0.354,0.52,0.526,1.0,0.222548,6.758,4.61,1.007,0.548744,2.98388232,84.716423,150.347519,66.002884
40,7.522878745280337,268.414,21.37,4.471,0.912,0.155,0.224,0.545,0.469,0.142,0.483,0.249,0.506,0.318,0.414,0.345,0.413,0.291,6.0,0.0693653,6.214,3.538,1.009,0.492758,2.28798139,57.884487,133.877258,86.351715
41,7.301029995663981,155.169,14.532,1.348,0.907,0.158,0.258,0.477,0.282,0.129,0.816,0.134,0.524,0.165,0.983,0.211,0.339,0.36,4.0,0.205763,6.173,4.706,1.017,0.52539,3.27889663,53.401699,133.087616,68.887497
42,8.0,297.401,18.389,1.019,0.939,0.155,0.374,0.457,0.292,0.168,0.511,0.074,0.381,0.146,0.698,0.13,0.374,0.251,5.0,0.2235364,6.919,2.973,1.025,0.492287,4.56206721,76.688286,132.811356,52.442177
43,8.0,14.39,5.978,1.184,0.668,0.156,0.574,0.449,0.392,0.454,0.244,0.177,0.307,0.238,0.345,0.281,0.472,0.292,10.0,0.1283883,5.88,3.978,1.046,0.422178,3.95599237,35.050037,139.256104,53.58432
44,6.823908740944319,27.11,3.966,1.555,0.831,0.153,0.57,0.394,0.361,0.575,0.249,0.203,0.298,0.213,0.309,0.292,0.442,0.343,4.0,0.13871,6.998,4.209,1.02,0.557001,3.80441538,52.662487,144.469116,61.50135
45,6.920818753952375,177.71,2.919,1.738,0.974,0.151,0.845,0.438,0.484,0.93,0.23,0.249,0.312,0.276,0.292,0.421,0.589,0.47,5.0,0.1425867,7.363,3.042,1.009,0.585706,2.85979296,72.999268,144.627289,127.390457
46,8.0,36.22,14.27,4.79,0.655,0.155,0.028,0.482,0.397,0.336,0.002,0.005,0.121,0.17,0.288,0.214,0.302,0.114,4.0,0.1645722,6.493,4.174,1.015,0.426816,3.00816638,61.771271,168.98555,112.005791
47,8.0,209.137,14.633,2.28,0.925,0.153,0.211,0.483,0.308,0.071,0.413,0.131,0.387,0.189,0.571,0.188,0.334,0.205,7.0,0.230483,6.329,3.212,1.019,0.481339,5.59914548,57.36834,154.646133,77.515228
48,8.0,131.76,95.062,5.11,0.568,0.155,0.12,0.248,0.293,0.344,0.079,0.126,0.333,0.197,0.092,0.164,0.22,0.183,4.0,0.0994112,6.069,2.973,1.02,0.471339,4.99806297,56.165314,166.798645,74.523125
49,8.0,14.202,5.505,1.581,0.667,0.155,0.439,0.392,0.388,0.517,0.183,0.248,0.274,0.224,0.237,0.429,0.406,0.316,2.0,0.2507886,6.1,3.076,1.013,0.449616,2.81977023,73.57618,139.811539,100.038666
50,7.698970004336019,335.96,235.461,2.163,0.586,0.154,0.927,0.346,0.317,0.726,0.527,0.14,0.372,0.179,0.433,0.183,0.53,0.465,4.0,0.1722164,7.262,3.042,1.039,0.509687,5.86009289,56.361946,183.337082,68.625534
51,7.698970004336019,295.081,58.863,1.488,0.83,0.155,0.431,0.119,0.321,0.371,0.045,0.199,0.071,0.232,0.066,0.268,0.291,0.205,4.0,0.2333132,6.554,3.042,1.032,0.42937,5.05659188,96.055664,135.533539,80.870911
52,7.698970004336019,365.768,109.704,1.745,0.766,0.153,0.837,0.357,0.326,0.812,0.237,0.375,0.301,0.242,0.285,0.554,0.507,0.475,4.0,0.1692367,6.605,3.042,1.042,0.494286,3.21967297,75.331985,128.010361,103.26432
53,7.698970004336019,398.557,125.134,3.318,0.756,0.155,0.742,0.248,0.418,0.873,0.09,0.232,0.136,0.274,0.144,0.336,0.469,0.398,5.0,0.0972839,6.533,3.076,1.036,0.488313,2.94058335,63.615761,135.088806,84.428757
54,7.397940008672037,16.741,5.703,1.446,0.701,0.153,0.483,0.398,0.398,0.748,0.283,0.143,0.305,0.199,0.393,0.201,0.426,0.391,5.0,0.250677,6.989,3.042,1.05,0.505544,6.72323235,60.937836,163.835449,103.2826
55,8.0,183.851,8.012,3.226,0.942,0.151,0.52,0.344,0.221,0.675,0.226,0.103,0.265,0.115,0.28,0.161,0.362,0.335,4.0,0.1252148,7.247,2.973,1.025,0.49539,3.94148559,67.728226,153.286407,79.456528
56,5.300162274132754,295.578,10.325,7.742,0.942,0.152,0.38,0.538,0.339,0.356,0.316,0.135,0.409,0.192,0.379,0.183,0.419,0.269,6.0,0.1946457,7.139,4.344,1.03,0.44263,3.67193427,74.386848,151.854874,89.022751
57,4.500312917381596,379.74,209.364,68.529,0.577,0.15,0.591,0.474,0.141,0.7,0.373,0.025,0.433,0.055,0.377,0.033,0.402,0.366,4.0,0.2795188,7.474,4.284,1.04,0.529387,3.09901564,92.456062,167.173157,81.933907
58,5.100179497572904,187.08,13.366,3.916,0.915,0.152,0.333,0.43,0.372,0.299,0.399,0.313,0.313,0.306,0.551,0.391,0.379,0.337,5.0,0.2161358,6.604,4.079,1.076,0.468387,5.74174417,100.024635,175.400833,107.003517
59,4.508638306165727,19.109,4.628,1.437,0.759,0.15,0.479,0.34,0.331,0.548,0.225,0.298,0.26,0.236,0.296,0.238,0.383,0.357,5.0,0.1552481,7.316,4.01,1.102,0.493091,5.15199133,64.814835,139.938934,75.675247
60,5.300162274132754,20.889,7.737,1.164,0.701,0.148,0.522,0.307,0.316,0.446,0.189,0.108,0.219,0.164,0.249,0.184,0.381,0.248,7.0,0.1869181,7.61,4.25,1.03,0.509467,4.56819901,85.679077,154.78804,127.509872
61,6.823908740944319,423.353,30.458,4.28,0.924,0.154,0.972,0.038,0.348,1.002,0.003,0.285,0.009,0.299,0.009,0.522,0.453,0.43,4.0,0.2907364,6.39,5.517,1.037,0.421808,3.98969046,98.125938,176.892365,77.416954
62,6.508638306165727,120.286,6.738,1.218,0.938,0.153,0.128,0.395,0.28,0.314,0.33,0.222,0.326,0.193,0.396,0.346,0.268,0.289,5.0,0.0205074,7.43,2.905,1.045,0.538763,4.57865923,76.555397,166.484985,68.704468
63,7.301029995663981,206.248,127.877,2.076,0.613,0.149,0.221,0.242,0.269,0.209,0.131,0.211,0.15,0.193,0.106,0.306,0.244,0.184,4.0,0.2538982,6.999,3.178,1.042,0.470861,3.87589463,77.959991,159.375854,104.198235
64,6.0,21.801,5.132,1.422,0.769,0.151,0.516,0.312,0.378,0.855,0.211,0.138,0.236,0.206,0.224,0.194,0.402,0.401,4.0,0.2566639,7.949,4.275,1.05,0.574509,1.84168849,96.27491,219.481781,94.053833
65,5.903089986991944,233.339,12.714,1.292,0.943,0.155,0.905,0.525,0.382,0.903,0.388,0.118,0.432,0.18,0.465,0.212,0.604,0.47,4.0,0.1634504,6.869,3.042,1.03,0.438694,5.33168411,81.460411,189.672577,101.505737
66,5.600326278518962,16.181,5.266,1.452,0.707,0.154,0.473,0.399,0.369,0.484,0.456,0.114,0.371,0.181,0.304,0.203,0.413,0.351,5.0,0.3063675,7.501,3.11,1.04,0.474683,7.01212575,62.963631,156.859894,74.057602
67,6.0,14.947,6.733,0.979,0.66,0.155,0.494,0.366,0.209,0.67,0.336,0.072,0.304,0.114,0.295,0.123,0.357,0.36,2.0,0.1554411,6.677,3.11,1.03,0.494373,2.88236164,82.443993,158.342545,99.79248
68,5.400116927926312,365.068,4.994,2.043,0.981,0.153,0.92,0.377,0.418,0.865,0.265,0.426,0.275,0.33,0.36,0.557,0.572,0.519,3.0,0.2449681,8.076,3.076,1.049,0.50355,7.11732756,44.095306,144.190994,85.036636
69,6.102372908709558,34.909,19.53,1.295,0.626,0.151,0.037,0.508,0.395,0.226,0.004,0.004,0.014,0.084,0.033,0.127,0.313,0.078,4.0,0.1866014,7.145,3.11,1.03,0.523305,4.90374699,88.343811,157.627274,96.474014
70,7.301029995663981,17.522,5.476,1.286,0.722,0.153,0.435,0.389,0.395,0.292,0.217,0.109,0.288,0.187,0.296,0.207,0.407,0.206,5.0,0.2285772,6.882,4.308,1.017,0.437163,3.09764884,72.29052,145.320404,92.267929
71,7.397940008672037,284.113,165.84,5.238,0.624,0.151,0.57,0.585,0.362,0.559,0.696,0.173,0.587,0.235,0.809,0.224,0.506,0.476,4.0,0.1409504,6.632,2.905,1.026,0.505005,5.16050429,65.84697,170.777252,88.870239
72,5.096910013008056,253.767,3.029,1.323,0.983,0.15,0.407,0.404,0.415,0.426,0.365,0.177,0.303,0.244,0.587,0.274,0.409,0.322,7.0,0.1772583,6.533,3.212,1.058,0.502914,5.57586265,78.935768,153.928192,106.268753
73,7.472284193781353,19.909,2.359,0.536,0.873,0.165,0.547,0.493,0.287,0.676,0.255,0.035,0.323,0.106,0.274,0.163,0.442,0.322,5.0,0.1337896,5.654,4.4,1.083,0.472966,5.05233317,61.105316,127.40126,160.759308
74,7.657577319177793,10.104,8.418,0.295,0.537,0.16,0.464,0.458,0.22,0.317,0.273,0.054,0.357,0.095,0.363,0.11,0.381,0.215,7.0,0.1193433,5.403,4.144,1.089,0.380033,5.22151419,33.668518,108.953033,37.88271
75,5.985479461242076,127.956,69.827,13.198,0.606,0.153,0.152,0.111,0.461,0.175,0.025,0.257,0.039,0.343,0.088,0.325,0.241,0.153,7.0,0.1170676,6.821,2.631,1.137,0.464603,6.48783031,91.813522,95.076546,56.840618
76,6.638272163982407,297.873,13.691,3.448,0.946,0.154,0.415,0.446,0.428,0.309,0.326,0.434,0.366,0.39,0.341,0.514,0.43,0.356,7.0,0.1727385,6.371,4.377,1.078,0.46691,5.76524622,50.191257,87.073219,42.772488
77,5.537602002101044,165.98,7.239,4.37,0.935,0.156,0.279,0.495,0.45,0.249,0.417,0.293,0.424,0.355,0.565,0.334,0.408,0.32,7.0,0.1529969,5.46,3.395,1.072,0.360894,5.22313739,53.660271,87.0355,135.29483
78,10.045757490560677,124.712,22.945,1.232,0.838,0.152,0.104,0.468,0.389,0.057,0.707,0.29,0.531,0.244,0.456,0.31,0.32,0.351,7.0,0.2175732,7.755,3.076,1.052,0.584281,3.29175509,45.195721,93.05555,70.343018
79,7.136677139879544,10.527,7.917,0.142,0.566,0.162,0.48,0.465,0.245,0.346,0.309,0.039,0.39,0.087,0.39,0.102,0.397,0.231,10.0,0.0294771,5.336,4.796,1.07,0.383666,5.92890627,64.16111,102.26944,115.75
80,7.619788758288394,90.171,6.095,5.332,0.888,0.158,0.097,0.457,0.435,0.006,0.387,0.065,0.366,0.329,0.419,0.359,0.33,0.153,7.0,0.0520888,5.774,3.349,1.013,0.37031,3.06244915,107.524307,67.863426,56.365665
81,6.505845405981557,270.555,179.816,2.449,0.597,0.156,0.379,0.623,0.497,0.276,0.866,0.263,0.727,0.366,0.751,0.374,0.5,0.468,10.0,0.1284862,6.186,2.973,1.135,0.41588,8.50656919,69.759872,95.240799,54.301727
82,7.292429823902063,351.818,9.567,4.607,0.961,0.159,0.876,0.468,0.53,0.869,0.328,0.343,0.38,0.39,0.397,0.426,0.625,0.513,9.0,0.1228495,6.188,3.076,1.023,0.393754,3.05102145,58.502316,101.52562,86.834038
83,6.767003889607846,10.133,9.335,0.516,0.507,0.16,0.474,0.497,0.349,0.343,0.225,0.448,0.356,0.297,0.337,0.254,0.44,0.339,7.0,0.0999843,6.191,3.097,1.092,0.390053,5.05491983,65.703636,91.441231,60.721355
84,6.899629454882437,9.712,8.159,0.933,0.516,0.159,0.462,0.507,0.418,0.353,0.212,0.27,0.399,0.302,0.443,0.311,0.463,0.278,7.0,0.167176,5.737,2.985,1.073,0.372851,4.46006358,91.715538,116.78833,99.82872
85,7.481486060122112,324.465,3.848,1.044,0.985,0.159,0.731,0.291,0.423,0.956,0.253,0.212,0.181,0.274,0.318,0.246,0.481,0.474,9.0,0.1176697,6.392,3.032,1.113,0.424523,9.29926727,76.522041,86.601562,61.190605
86,7.356547323513812,249.019,159.455,43.18,0.551,0.159,0.545,0.452,0.037,0.681,0.487,0.001,0.542,0.005,0.507,0.008,0.345,0.39,7.0,0.1625932,6.687,3.02,1.102,0.435655,10.473761,76.222153,90.139175,66.145409
87,7.318758762624412,151.123,9.528,3.613,0.92,0.159,0.218,0.442,0.366,0.3,0.345,0.339,0.337,0.323,0.303,0.386,0.342,0.328,13.0,0.1433276,6.53,2.877,1.154,0.432439,11.5748653,68.337776,104.100479,72.531723
88,8.096910013008056,352.92,10.893,3.11,0.962,0.159,0.925,0.311,0.425,0.984,0.542,0.171,0.359,0.271,0.361,0.326,0.554,0.566,10.0,0.1863975,6.463,3.094,1.134,0.447122,9.53637197,78.050552,102.739624,94.805344
89,6.94692155651658,13.497,7.237,0.763,0.628,0.159,0.503,0.483,0.363,0.357,0.24,0.274,0.337,0.312,0.364,0.303,0.45,0.29,10.0,0.1840133,6.567,3.305,1.151,0.400902,9.72429235,110.626236,124.761147,49.525932
90,6.665546248849069,15.275,5.43,1.483,0.688,0.156,0.618,0.467,0.448,0.383,0.234,0.308,0.351,0.292,0.377,0.302,0.511,0.308,9.0,0.1522715,6.268,2.917,1.168,0.410987,7.9050244,95.416862,91.052711,70.651131
91,6.906578314837765,47.047,38.799,5.146,0.517,0.156,0.081,0.042,0.515,0.034,0.003,0.016,0.012,0.195,0.015,0.28,0.213,0.018,13.0,0.1218158,6.545,3.63,1.169,0.453487,9.42848653,64.86927,108.017883,85.238182
92,5.932557157223619,19.083,6.969,1.092,0.703,0.153,0.608,0.482,0.416,0.38,0.249,0.415,0.344,0.331,0.361,0.358,0.502,0.348,7.0,0.1182457,6.627,4.342,1.129,0.455051,9.90159551,97.071503,107.099464,84.388931
93,7.173925197299173,207.124,14.661,1.094,0.929,0.153,0.547,0.469,0.482,0.454,0.4,0.174,0.403,0.266,0.342,0.297,0.499,0.343,12.0,0.0437541,6.682,4.44,1.072,0.489489,8.5013366,77.297119,101.519341,74.524422
94,7.769551078621726,296.107,5.042,0.923,0.98,0.151,0.53,0.463,0.42,0.418,0.288,0.198,0.335,0.249,0.429,0.242,0.471,0.302,11.0,0.1741852,6.508,4.947,1.179,0.492178,10.5819883,97.584885,107.067924,87.050842
95,5.823908740944319,19.647,7.871,1.59,0.675,0.151,0.575,0.388,0.414,0.347,0.209,0.379,0.275,0.32,0.298,0.316,0.459,0.312,14.0,0.1767058,7.056,4.672,1.175,0.471129,13.5061679,76.894913,136.984589,141.30217
96,5.881404634776238,120.94,43.112,9.827,0.696,0.151,0.125,0.088,0.454,0.073,0.017,0.281,0.037,0.363,0.03,0.383,0.222,0.124,8.0,0.191947,6.656,4.291,1.159,0.482431,3.29996828,82.720314,110.090851,55.794037
97,6.218244625347531,190.357,79.828,3.768,0.695,0.156,0.443,0.138,0.336,0.381,0.039,0.203,0.068,0.284,0.058,0.277,0.305,0.208,9.0,0.1076625,5.963,4.515,1.103,0.461442,6.27335266,64.623985,1018.718628,94.177452
98,6.471083299722345,29.922,3.444,1.352,0.862,0.151,0.536,0.364,0.428,0.329,0.226,0.339,0.264,0.32,0.341,0.329,0.443,0.298,11.0,0.0799728,7.225,4.582,1.156,0.520286,11.6492353,109.185822,131.276031,70.565491
99,6.586700235918748,7.713,5.609,0.157,0.572,0.165,0.464,0.479,0.181,0.476,0.184,0.003,0.259,0.03,0.321,0.062,0.375,0.221,5.0,0.0231865,4.786,4.507,1.051,0.330564,4.46211431,90.641052,1001.610291,102.674408
100,6.698970004336019,43.276,11.902,1.352,0.766,0.168,0.039,0.578,0.498,0.007,0.01,0.015,0.475,0.279,0.486,0.328,0.372,0.011,5.0,0.1653004,5.122,3.325,1.031,0.365472,3.84612138,31.48101,54.877403,44.855892
101,6.6020599913279625,69.962,9.545,1.532,0.863,0.168,0.085,0.575,0.446,0.059,0.484,0.246,0.52,0.277,0.592,0.253,0.369,0.263,8.0,0.0753735,5.255,3.236,1.038,0.375099,3.91553108,39.656399,93.733932,46.48518
102,6.070581074285707,67.739,7.009,3.38,0.867,0.162,0.076,0.461,0.453,0.01,0.02,0.119,0.211,0.306,0.259,0.345,0.33,0.05,7.0,0.2079775,6.002,2.998,1.027,0.39566,3.26851606,53.462997,84.357765,57.380432
103,7.356547323513812,252.879,5.683,0.765,0.975,0.158,0.439,0.416,0.361,0.48,0.42,0.153,0.345,0.205,0.307,0.264,0.406,0.351,6.0,0.1808875,5.512,3.351,1.052,0.398007,3.29855273,40.463764,95.59256,53.960205
104,7.00436480540245,217.063,114.587,1.326,0.652,0.167,0.292,0.284,0.363,0.281,0.178,0.174,0.224,0.221,0.223,0.228,0.313,0.211,5.0,0.1322579,5.773,3.82,1.016,0.37247,3.41398215,54.616055,127.889214,87.832954
105,6.920818753952375,257.616,97.641,7.632,0.71,0.168,0.561,0.385,0.4,0.648,0.166,0.645,0.3,0.427,0.317,0.546,0.449,0.486,7.0,0.1953393,5.424,2.177,1.025,0.395943,5.06249267,46.237213,70.932053,67.436607
106,7.638272163982407,193.72,3.709,1.22,0.975,0.167,0.944,0.393,0.433,1.012,0.499,0.268,0.288,0.317,0.286,0.384,0.59,0.593,7.0,0.0985866,5.389,2.417,1.03,0.409418,4.55691696,44.414616,87.473503,49.532936
107,7.455931955649724,398.131,149.341,3.413,0.723,0.162,0.757,0.256,0.433,0.718,0.377,0.294,0.235,0.284,0.292,0.443,0.482,0.463,7.0,0.1484427,5.594,2.383,1.029,0.386354,2.90394972,42.124153,95.17598,54.962662
108,7.698970004336019,246.349,9.014,1.551,0.959,0.162,0.584,0.314,0.557,0.46,0.144,0.198,0.201,0.322,0.206,0.356,0.485,0.267,8.0,0.1172084,5.524,3.317,1.03,0.41481,3.86423435,40.43055,126.657288,72.715172
109,6.1938200260161125,272.714,159.337,2.32,0.628,0.163,0.744,0.39,0.253,0.833,0.366,0.103,0.381,0.132,0.385,0.131,0.462,0.434,9.0,0.1325395,5.651,3.589,1.04,0.388085,2.77062029,31.995224,97.223686,62.027882
110,7.698970004336019,16.544,3.537,0.928,0.787,0.163,0.571,0.388,0.323,0.373,0.354,0.085,0.305,0.149,0.313,0.164,0.427,0.271,12.0,0.1131075,5.577,3.762,1.044,0.412264,7.53616927,60.325268,110.793594,34.090008
112,7.744727494896693,262.882,12.831,1.735,0.948,0.158,0.837,0.408,0.45,0.672,0.142,0.149,0.202,0.247,0.244,0.268,0.565,0.321,8.0,0.1878928,5.923,3.968,1.035,0.417531,1.9609431,62.101555,136.366531,49.289509
