mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,19,20,21,31,32,75,76,100,101,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,7.698970004336019,7.1,17.123,2.973,0.627,0.826,0.163,0.535,0.472,0.433,0.545,0.202,0.136,0.286,0.257,0.285,0.3,0.48,0.295,5.0,0.2097529,5.798,4.441,1.065,0.444257,5.37334305,63.088905,107.667999,61.750862
2,7.698970004336019,9.39,196.603,126.401,1.666,0.606,0.151,0.393,0.196,0.394,0.343,0.212,0.186,0.152,0.24,0.044,0.215,0.328,0.247,4.0,0.1389856,6.866,2.871,1.049,0.517867,3.86560552,71.144058,144.11113,83.18483
3,8.0,0.21,16.576,7.871,0.97,0.652,0.154,0.5,0.403,0.369,0.621,0.241,0.151,0.272,0.188,0.319,0.272,0.424,0.338,5.0,0.1813425,6.55,2.973,1.018,0.499676,6.01588351,80.93103,152.178925,90.880089
4,8.0,4.74,22.477,6.31,1.589,0.74,0.149,0.5,0.326,0.374,0.378,0.285,0.13,0.267,0.202,0.437,0.219,0.4,0.264,7.0,0.191812,7.337,4.275,1.036,0.508954,4.55817359,63.415031,163.864258,99.222404
5,7.301029995663981,4.0,298.479,159.974,111.031,0.524,0.151,0.586,0.562,0.14,0.811,0.494,0.198,0.338,0.175,0.194,0.181,0.43,0.501,6.0,0.2373801,8.048,2.973,1.05,0.528325,3.96626934,125.476135,190.205933,85.126541
6,4.721246399047171,2.39,122.245,8.465,4.867,0.902,0.157,0.202,0.351,0.335,0.147,0.361,0.204,0.327,0.262,0.389,0.283,0.296,0.237,4.0,0.0920558,5.39,2.973,1.011,0.408071,2.53396609,55.804745,1009.17218,59.959423
7,4.638272163982407,4.76,15.234,4.326,1.037,0.74,0.157,0.494,0.423,0.339,0.657,0.141,0.12,0.235,0.185,0.173,0.191,0.419,0.306,,,,,,,,,,
8,7.096910013008056,3.15,101.312,9.489,1.705,0.901,0.151,0.08,0.622,0.436,0.007,0.429,0.098,0.482,0.241,0.512,0.264,0.38,0.178,6.0,0.3159718,6.18,3.076,1.065,0.410549,4.15804963,69.225044,1007.574097,63.738861
9,7.522878745280337,9.83,16.114,6.607,1.364,0.669,0.153,0.437,0.38,0.377,0.514,0.174,0.125,0.266,0.192,0.225,0.214,0.398,0.271,6.0,0.1623739,6.886,5.047,1.024,0.471077,5.45585454,48.683723,174.203552,88.69323
10,7.0,1.29,57.445,7.737,4.349,0.826,0.151,0.091,0.505,0.611,0.035,0.279,0.288,0.37,0.445,0.388,0.355,0.402,0.201,4.0,0.1897831,7.012,3.042,1.049,0.462086,6.56489488,86.652588,171.154602,80.836975
11,7.522878745280337,7.93,101.443,15.721,1.359,0.856,0.149,0.166,0.527,0.367,0.075,0.468,0.133,0.418,0.2,0.42,0.215,0.354,0.225,4.0,0.2273526,7.273,3.178,1.017,0.501466,3.54216202,91.891907,174.254333,96.511986
12,6.102372908709558,3.75,130.975,6.546,2.976,0.932,0.151,0.248,0.462,0.251,0.172,0.41,0.176,0.361,0.2,0.599,0.125,0.32,0.253,4.0,0.2194038,6.573,4.549,1.046,0.443151,5.08740997,66.613243,156.590118,92.808754
13,5.801342913045577,5.13,245.57,12.2,1.51,0.947,0.151,0.415,0.497,0.319,0.551,0.435,0.292,0.447,0.217,0.454,0.163,0.41,0.426,7.0,0.2238363,7.217,3.212,1.059,0.475875,7.42763097,77.985641,158.858978,91.626572
14,6.200659450546418,1.64,94.984,10.038,1.303,0.893,0.149,0.089,0.467,0.387,0.032,0.38,0.169,0.409,0.222,0.211,0.259,0.314,0.193,4.0,0.1776956,7.782,2.939,1.068,0.560175,3.70632675,85.472908,149.671463,112.594322
15,6.823908740944319,0.86,363.341,65.449,9.947,0.828,0.147,0.969,0.052,0.479,0.959,0.002,0.085,0.01,0.373,0.013,0.59,0.5,0.349,6.0,0.3137824,7.816,3.178,1.028,0.491849,4.48012181,101.353157,208.109009,148.037674
16,7.698970004336019,4.41,16.364,8.221,0.784,0.645,0.153,0.501,0.398,0.361,0.403,0.244,0.079,0.276,0.151,0.307,0.16,0.42,0.242,5.0,0.1507086,7.239,4.344,1.036,0.464772,5.31148808,121.404625,209.88942,112.548378
17,7.838631997765025,1.5,34.477,5.777,1.116,0.833,0.164,0.079,0.34,0.4,0.035,0.005,0.127,0.028,0.208,0.051,0.221,0.273,0.056,3.0,0.0951676,4.973,3.007,1.014,0.413925,3.36265122,81.621422,154.427628,75.148895
18,4.701146923590294,1.89,372.087,4.926,1.248,0.984,0.161,0.961,0.518,0.421,0.973,0.384,0.136,0.381,0.219,0.353,0.29,0.633,0.498,5.0,0.1215081,5.348,3.007,1.019,0.411432,3.85478437,42.373688,116.225464,57.914383
19,5.221848749616356,5.31,286.079,154.713,3.385,0.644,0.161,0.738,0.253,0.426,0.863,0.116,0.21,0.172,0.285,0.078,0.295,0.473,0.396,5.0,0.1882789,5.412,3.11,1.014,0.406267,2.37824538,36.182446,130.442749,45.415199
20,8.0,0.35,30.458,9.427,2.013,0.727,0.16,0.093,0.168,0.441,0.12,0.002,0.037,0.011,0.249,0.014,0.344,0.234,0.053,5.0,0.1752334,5.551,3.076,1.016,0.452589,2.47219,76.487358,131.803223,39.055458
21,7.522878745280337,2.78,25.501,1.767,0.958,0.903,0.156,0.589,0.422,0.356,0.462,0.202,0.088,0.249,0.164,0.345,0.184,0.455,0.251,3.0,0.1486152,5.952,4.081,1.014,0.481312,3.11175001,44.828785,139.174255,58.457359
