mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,19,20,21,31,32,75,76,100,101,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,7.698970004336019,8.73,406.995,150.179,1.49,0.729,0.163,0.749,0.564,0.352,0.931,0.377,0.118,0.401,0.18,0.38,0.19,0.555,0.475,7.0,0.1387912,5.942,4.403,1.065,0.437378,5.09917847,42.568615,99.889496,63.576092
2,7.698970004336019,6.29,191.364,17.092,1.927,0.91,0.151,0.311,0.527,0.383,0.208,0.698,0.362,0.525,0.311,0.924,0.475,0.407,0.423,2.0,0.1399614,6.715,2.905,1.044,0.526633,4.43780941,58.026203,172.189941,106.461731
3,8.0,8.93,35.29,8.213,1.084,0.791,0.153,0.061,0.373,0.289,0.162,0.223,0.193,0.255,0.168,0.335,0.226,0.241,0.193,5.0,0.1255913,7.062,3.076,1.04,0.495038,5.38663053,65.511147,174.651276,78.067848
4,8.0,6.83,23.894,6.126,1.331,0.762,0.149,0.5,0.376,0.368,0.358,0.317,0.117,0.303,0.185,0.486,0.2,0.415,0.264,9.0,0.1607175,7.562,4.377,1.036,0.513735,3.97266859,90.004921,172.883026,112.649376
5,7.301029995663981,3.32,57.149,30.662,13.967,0.562,0.151,0.079,0.036,0.381,0.099,0.121,0.516,0.036,0.224,0.093,0.01,0.165,0.245,7.0,0.1366922,7.266,3.144,1.044,0.540421,7.18743043,73.582642,154.406036,105.544029
6,4.721246399047171,7.7,33.626,9.172,1.21,0.764,0.157,0.056,0.41,0.366,0.034,0.005,0.12,0.051,0.19,0.061,0.221,0.277,0.053,4.0,0.1530913,6.065,3.11,1.011,0.41738,2.71462275,57.540962,1003.860535,67.133904
7,4.638272163982407,1.04,166.718,5.019,1.245,0.964,0.157,0.326,0.332,0.308,0.234,0.207,0.191,0.224,0.184,0.241,0.428,0.322,0.211,,,,,,,,,,
8,7.096910013008056,7.08,256.632,9.9,1.905,0.956,0.151,0.96,0.525,0.413,0.999,0.332,0.31,0.398,0.279,0.358,0.222,0.633,0.547,5.0,0.3931198,6.369,3.042,1.07,0.398315,5.46510374,77.37072,154.549072,46.313702
9,7.522878745280337,8.35,100.237,17.248,1.527,0.842,0.153,0.109,0.449,0.341,0.068,0.501,0.149,0.401,0.186,0.678,0.258,0.3,0.239,6.0,0.2087543,6.639,5.079,1.024,0.478332,5.20199602,65.734795,177.952667,71.565147
10,7.0,7.47,283.353,11.785,3.34,0.949,0.151,0.963,0.557,0.328,1.055,0.317,0.046,0.397,0.099,0.414,0.142,0.616,0.473,3.0,0.4133666,6.651,3.11,1.087,0.439845,9.21325479,59.3909,168.454865,93.323021
11,7.522878745280337,9.34,22.889,7.473,0.955,0.731,0.149,0.544,0.398,0.295,0.443,0.184,0.103,0.266,0.153,0.265,0.196,0.412,0.244,7.0,0.1328403,7.486,3.247,1.018,0.512031,3.28191878,77.123322,161.543259,101.343452
12,6.102372908709558,4.18,202.759,8.756,1.239,0.953,0.151,0.666,0.424,0.312,0.778,0.197,0.183,0.285,0.19,0.205,0.302,0.467,0.386,2.0,0.303055,7.51,4.243,1.046,0.501275,6.36779891,102.564331,184.404938,74.571434
13,5.801342913045577,5.67,231.492,9.132,1.344,0.957,0.151,0.453,0.389,0.351,0.435,0.294,0.143,0.277,0.199,0.404,0.22,0.398,0.291,2.0,0.19996,7.561,2.973,1.058,0.501945,5.19948393,102.102936,159.298355,96.542412
14,6.200659450546418,0.8,151.028,32.075,15.703,0.76,0.149,0.33,0.025,0.44,0.346,0.07,0.568,0.02,0.443,0.486,0.004,0.265,0.328,4.0,0.2140572,8.322,2.973,1.034,0.54053,5.61587132,66.642357,162.290405,79.000153
15,6.823908740944319,7.71,21.215,7.54,1.103,0.711,0.147,0.482,0.458,0.317,0.318,0.399,0.134,0.355,0.186,0.595,0.234,0.419,0.284,6.0,0.3144068,7.547,2.939,1.04,0.498088,4.07593392,79.957443,192.611832,106.86499
16,7.698970004336019,1.4,17.124,6.032,1.095,0.706,0.153,0.44,0.377,0.367,0.274,0.355,0.106,0.31,0.177,0.513,0.192,0.394,0.245,4.0,0.2034869,6.592,4.481,1.031,0.445593,4.26169508,63.030857,183.117004,105.410011
17,7.838631997765025,0.43,81.018,16.556,1.107,0.821,0.164,0.109,0.514,0.339,0.126,0.391,0.117,0.442,0.181,0.53,0.21,0.321,0.212,6.0,0.1299995,5.431,3.007,1.014,0.412676,3.19044355,64.196091,151.086868,77.48645
18,4.701146923590294,0.89,15.822,2.141,1.459,0.815,0.161,0.547,0.447,0.436,0.469,0.159,0.155,0.236,0.238,0.265,0.254,0.477,0.261,5.0,0.1383367,5.614,3.076,1.016,0.407633,3.00625882,60.079628,109.907684,64.078796
19,5.221848749616356,3.66,17.767,2.017,1.13,0.85,0.161,0.564,0.476,0.353,0.467,0.188,0.11,0.261,0.193,0.317,0.191,0.464,0.255,8.0,0.1277501,5.432,3.076,1.014,0.421619,2.37687952,53.724144,122.752037,100.17675
20,8.0,3.72,169.517,3.657,0.826,0.974,0.16,0.682,0.54,0.392,0.754,0.257,0.177,0.375,0.21,0.375,0.272,0.538,0.396,3.0,0.1446338,5.785,3.144,1.019,0.458905,2.31149016,57.874092,120.219086,69.959
21,7.522878745280337,1.39,236.163,6.532,1.766,0.966,0.156,0.963,0.388,0.42,1.052,0.268,0.204,0.28,0.246,0.247,0.356,0.59,0.508,6.0,0.1061561,6.2,4.148,1.013,0.48146,2.91607366,41.600101,129.566635,45.830147
22,6.920818753952375,3.79,274.486,81.146,9.927,0.751,0.153,0.403,0.118,0.482,0.576,0.006,0.282,0.024,0.389,0.038,0.394,0.335,0.288,4.0,0.0826145,6.424,2.973,1.049,0.447894,5.6928658,75.427246,128.305466,48.81263
23,7.301029995663981,0.6,27.593,1.812,1.039,0.906,0.153,0.586,0.395,0.315,0.487,0.199,0.059,0.238,0.128,0.337,0.136,0.432,0.249,5.0,0.0595692,5.899,3.178,1.013,0.504279,3.11852491,47.66592,146.939117,82.836319
24,7.958212681028248,3.94,175.764,3.002,1.198,0.977,0.158,0.883,0.528,0.386,0.867,0.159,0.267,0.256,0.276,0.283,0.23,0.599,0.431,7.0,0.1126298,6.156,2.905,1.028,0.481296,3.45933467,54.994705,127.47464,62.810669
