mol_id,PKI,0,1,2,3,5,8,9,10,20,21,32,75,76,100,101
1,9.154901959985745,9.015,2.35,1.824,0.684,0.156,0.486,0.481,0.489,0.27,0.211,0.286,0.359,0.225,0.486,0.346
2,9.30102999566398,8.151,3.208,1.985,0.611,0.158,0.491,0.514,0.48,0.358,0.223,0.298,0.483,0.25,0.495,0.428
3,6.214670164989233,119.698,13.275,2.731,0.882,0.151,0.097,0.47,0.463,0.553,0.195,0.298,0.654,0.288,0.343,0.251
4,7.920818753952375,328.028,196.937,105.749,0.52,0.151,0.644,0.212,0.356,0.166,0.226,0.265,0.225,0.293,0.404,0.415
6,7.823908740944319,56.197,9.37,2.02,0.831,0.156,0.09,0.521,0.361,0.547,0.154,0.219,0.735,0.233,0.324,0.25
7,7.207608310501746,341.522,92.271,2.529,0.783,0.158,0.735,0.375,0.458,0.394,0.231,0.293,0.38,0.399,0.523,0.469
8,8.619788758288394,284.041,6.325,2.573,0.97,0.153,0.928,0.526,0.424,0.231,0.251,0.283,0.278,0.414,0.626,0.466
9,7.341988603342887,7.68,2.805,0.869,0.676,0.165,0.582,0.429,0.305,0.285,0.056,0.125,0.478,0.114,0.439,0.288
10,8.698970004336019,234.524,2.388,1.586,0.983,0.155,0.931,0.426,0.318,0.226,0.145,0.197,0.365,0.209,0.558,0.417
12,7.744727494896693,378.347,14.647,2.06,0.958,0.154,0.946,0.499,0.427,0.376,0.241,0.273,0.598,0.37,0.624,0.527
13,7.552841968657781,11.804,2.869,2.305,0.695,0.153,0.551,0.436,0.434,0.182,0.273,0.327,0.48,0.298,0.474,0.33
14,8.017728766960431,263.256,9.55,2.709,0.956,0.153,0.981,0.424,0.442,0.214,0.173,0.247,0.392,0.306,0.616,0.461
15,8.920818753952375,10.033,2.879,0.949,0.724,0.159,0.508,0.399,0.3,0.204,0.08,0.136,0.423,0.128,0.402,0.331
16,7.301029995663981,10.441,2.557,0.824,0.755,0.159,0.514,0.416,0.305,0.29,0.055,0.126,0.503,0.124,0.412,0.273
17,8.537602002101044,8.145,3.361,0.961,0.653,0.159,0.503,0.431,0.292,0.244,0.087,0.134,0.291,0.158,0.409,0.375
19,7.494850021680094,16.899,2.144,1.136,0.837,0.153,0.53,0.366,0.347,0.24,0.123,0.173,0.467,0.157,0.414,0.29
20,7.657577319177793,372.903,75.827,2.515,0.826,0.147,0.525,0.316,0.365,0.64,0.133,0.209,0.55,0.235,0.402,0.499
21,7.958607314841775,18.608,2.602,1.102,0.834,0.149,0.567,0.441,0.354,0.25,0.106,0.171,0.477,0.176,0.454,0.31
22,7.017728766960431,6.199,3.184,0.944,0.6,0.162,0.53,0.464,0.305,0.277,0.055,0.126,0.447,0.119,0.433,0.285
23,8.080921907623926,153.396,4.84,1.202,0.962,0.153,0.352,0.325,0.351,0.346,0.098,0.164,0.435,0.204,0.343,0.281
24,8.769551078621726,10.739,2.531,1.272,0.738,0.158,0.487,0.409,0.354,0.219,0.079,0.158,0.469,0.173,0.417,0.295
25,7.481486060122112,11.023,2.614,0.912,0.758,0.156,0.504,0.428,0.325,0.214,0.071,0.136,0.29,0.14,0.419,0.355
27,7.958607314841775,236.357,3.252,1.335,0.981,0.153,0.946,0.381,0.396,0.244,0.182,0.266,0.362,0.231,0.575,0.452
28,8.031517051446064,200.976,5.144,1.681,0.967,0.153,0.516,0.395,0.449,0.414,0.158,0.258,0.594,0.225,0.453,0.447
30,8.229147988357855,312.109,125.34,3.125,0.708,0.151,0.328,0.247,0.278,0.387,0.334,0.291,0.469,0.171,0.284,0.4
31,8.568636235841012,153.945,24.789,4.907,0.838,0.156,0.165,0.029,0.392,0.005,0.003,0.305,0.012,0.392,0.196,0.095
32,8.022276394711152,269.979,7.235,1.705,0.968,0.156,0.401,0.374,0.461,0.41,0.122,0.227,0.504,0.261,0.412,0.357
33,7.886056647693163,224.918,64.62,1.594,0.773,0.154,0.283,0.286,0.446,0.069,0.198,0.275,0.178,0.365,0.338,0.194
34,8.494850021680094,10.129,3.952,1.284,0.659,0.159,0.492,0.515,0.452,0.268,0.215,0.284,0.411,0.297,0.486,0.317
35,7.045757490560675,7.542,3.798,0.996,0.611,0.16,0.531,0.444,0.283,0.241,0.107,0.131,0.385,0.248,0.42,0.272
36,8.585026652029182,118.55,9.652,1.792,0.912,0.154,0.182,0.364,0.361,0.302,0.169,0.227,0.308,0.305,0.302,0.196
37,8.214670164989233,170.485,6.096,0.862,0.961,0.155,0.551,0.425,0.265,0.284,0.055,0.117,0.434,0.123,0.414,0.364
38,8.346787486224656,12.086,3.699,0.931,0.723,0.154,0.478,0.356,0.333,0.168,0.065,0.148,0.345,0.162,0.389,0.319
39,8.823908740944319,11.133,4.623,0.828,0.671,0.153,0.484,0.397,0.291,0.303,0.07,0.132,0.347,0.143,0.391,0.325
40,8.698970004336019,5.908,4.253,1.013,0.529,0.162,0.521,0.425,0.293,0.19,0.202,0.165,0.271,0.404,0.413,0.272
41,6.823908740944319,7.355,3.806,0.78,0.616,0.162,0.534,0.441,0.305,0.246,0.054,0.115,0.393,0.129,0.427,0.259
42,8.55284196865778,6.661,3.967,0.554,0.596,0.163,0.526,0.474,0.267,0.24,0.097,0.127,0.386,0.158,0.422,0.271
43,7.744727494896693,162.655,34.963,1.086,0.819,0.163,0.251,0.042,0.39,0.004,0.131,0.219,0.02,0.199,0.228,0.097
44,8.886056647693163,7.848,3.112,0.852,0.664,0.161,0.526,0.463,0.282,0.265,0.055,0.117,0.454,0.12,0.424,0.263
45,9.045757490560677,8.32,4.548,0.892,0.605,0.156,0.465,0.399,0.294,0.287,0.048,0.114,0.349,0.132,0.386,0.308
46,8.886056647693163,194.288,4.618,1.47,0.97,0.151,0.589,0.452,0.488,0.217,0.226,0.295,0.31,0.359,0.509,0.33
47,8.0,7.283,3.422,0.81,0.633,0.164,0.54,0.489,0.286,0.262,0.063,0.125,0.447,0.124,0.438,0.276
49,9.221848749616356,217.931,10.632,2.129,0.945,0.151,0.32,0.412,0.358,0.485,0.114,0.203,0.451,0.205,0.363,0.249
50,8.522878745280337,317.61,8.919,1.004,0.97,0.154,0.98,0.382,0.325,0.245,0.095,0.165,0.319,0.18,0.562,0.458
51,8.481486060122112,202.243,6.559,5.055,0.946,0.152,0.33,0.383,0.456,0.302,0.163,0.378,0.397,0.486,0.39,0.278
52,8.275724130399212,221.474,4.289,2.963,0.968,0.156,0.732,0.544,0.465,0.358,0.201,0.319,0.455,0.401,0.58,0.435
53,8.67778070526608,217.542,6.06,3.623,0.957,0.152,0.285,0.546,0.304,0.36,0.216,0.27,0.43,0.287,0.378,0.313
54,8.585026652029182,9.36,5.274,0.937,0.601,0.154,0.401,0.427,0.332,0.252,0.085,0.149,0.463,0.156,0.386,0.278
55,8.585026652029182,80.281,5.84,2.313,0.908,0.154,0.115,0.47,0.453,0.324,0.233,0.296,0.447,0.335,0.346,0.229
56,8.0,57.184,7.615,1.145,0.867,0.155,0.093,0.48,0.369,0.298,0.154,0.212,0.351,0.224,0.314,0.173
57,7.552841968657781,8.302,5.121,1.265,0.565,0.155,0.431,0.467,0.512,0.223,0.182,0.275,0.366,0.279,0.47,0.301
58,7.997833938243493,8.329,5.13,1.25,0.566,0.156,0.431,0.454,0.454,0.333,0.318,0.317,0.41,0.234,0.446,0.334
59,8.3767507096021,216.643,5.812,1.511,0.967,0.153,0.765,0.425,0.478,0.421,0.235,0.301,0.661,0.276,0.556,0.428
60,8.301029995663981,163.131,8.316,5.09,0.924,0.151,0.19,0.414,0.431,0.538,0.283,0.344,0.69,0.285,0.345,0.327
61,7.920818753952375,8.388,7.765,0.762,0.496,0.151,0.43,0.443,0.261,0.228,0.068,0.112,0.221,0.15,0.378,0.341
62,8.769551078621726,13.364,8.022,0.757,0.604,0.149,0.441,0.419,0.317,0.508,0.07,0.13,0.576,0.153,0.392,0.333
63,8.431798275933005,270.849,151.358,2.563,0.638,0.149,0.452,0.705,0.458,0.338,0.178,0.27,0.285,0.334,0.538,0.286
64,8.267606240177031,45.02,37.47,5.777,0.51,0.145,0.049,0.052,0.378,0.007,0.034,0.451,0.025,0.455,0.159,0.017
65,8.136677139879543,10.286,6.065,1.004,0.593,0.15,0.43,0.399,0.359,0.464,0.08,0.157,0.447,0.187,0.396,0.337
66,8.075720713938118,12.724,7.889,0.837,0.593,0.148,0.36,0.437,0.27,0.389,0.061,0.122,0.486,0.129,0.355,0.284
67,7.795880017344075,30.681,8.079,1.047,0.771,0.151,0.037,0.502,0.396,0.126,0.04,0.141,0.401,0.191,0.312,0.058
68,7.886056647693163,12.944,7.894,1.158,0.588,0.147,0.433,0.404,0.353,0.426,0.087,0.163,0.389,0.187,0.397,0.28
70,8.031517051446064,357.157,8.306,2.907,0.97,0.147,0.783,0.388,0.365,0.431,0.231,0.263,0.573,0.2,0.512,0.524
76,8.040958607678906,9.544,4.494,1.13,0.629,0.151,0.412,0.483,0.364,0.249,0.072,0.155,0.415,0.183,0.419,0.299
78,8.337242168318426,9.572,5.67,0.907,0.593,0.152,0.414,0.443,0.326,0.206,0.061,0.136,0.351,0.165,0.394,0.288
79,7.0762380391713,46.317,13.767,2.364,0.742,0.162,0.041,0.476,0.34,0.001,0.093,0.245,0.076,0.322,0.286,0.044
80,9.522878745280336,10.794,4.616,1.018,0.657,0.152,0.411,0.363,0.32,0.227,0.072,0.134,0.387,0.193,0.364,0.291
81,10.0,174.008,4.993,1.471,0.964,0.154,0.317,0.417,0.4,0.192,0.249,0.267,0.348,0.249,0.378,0.33
82,8.958607314841775,9.93,5.322,1.036,0.61,0.152,0.486,0.364,0.324,0.272,0.09,0.156,0.361,0.163,0.391,0.317
83,8.309803919971486,9.593,5.075,0.877,0.617,0.154,0.439,0.38,0.331,0.241,0.078,0.146,0.374,0.173,0.383,0.243
85,7.508638306165727,6.787,4.765,1.011,0.54,0.159,0.481,0.554,0.346,0.303,0.077,0.15,0.498,0.172,0.46,0.29
86,7.366531544420414,9.978,5.047,1.456,0.605,0.152,0.432,0.348,0.319,0.147,0.182,0.205,0.22,0.247,0.366,0.348
87,8.2839966563652,167.717,5.631,1.866,0.957,0.153,0.407,0.466,0.408,0.36,0.358,0.305,0.531,0.288,0.427,0.364
88,8.698970004336019,8.771,5.036,1.05,0.59,0.153,0.446,0.39,0.352,0.225,0.222,0.198,0.324,0.465,0.396,0.265
89,8.468521082957745,9.102,5.459,0.985,0.585,0.153,0.45,0.399,0.3,0.307,0.069,0.128,0.425,0.168,0.383,0.297
90,8.585026652029182,176.006,7.942,0.975,0.952,0.153,0.457,0.477,0.383,0.666,0.101,0.167,0.843,0.222,0.439,0.368
