mol_id,PKI,0,1,2,3,5,8,9,10,20,21,31,32,75,76,100,101
1,9.154901959985745,256.905,3.216,2.031,0.98,0.156,0.96,0.353,0.434,0.276,0.216,0.297,0.272,0.334,0.295,0.582,0.475
2,9.30102999566398,7.979,3.069,2.397,0.593,0.156,0.496,0.383,0.344,0.262,0.206,0.302,0.239,0.421,0.158,0.408,0.395
3,6.214670164989233,12.814,3.971,1.309,0.708,0.151,0.465,0.488,0.349,0.241,0.095,0.33,0.166,0.355,0.183,0.434,0.299
4,7.920818753952375,11.037,3.725,2.221,0.65,0.151,0.512,0.48,0.43,0.275,0.251,0.353,0.283,0.436,0.4,0.474,0.363
6,7.823908740944319,12.178,2.444,2.2,0.724,0.156,0.545,0.489,0.483,0.286,0.147,0.335,0.243,0.464,0.219,0.506,0.335
7,7.207608310501746,14.437,2.288,0.903,0.819,0.158,0.513,0.424,0.474,0.252,0.128,0.288,0.222,0.431,0.242,0.47,0.288
8,8.619788758288394,15.123,2.643,0.816,0.814,0.153,0.485,0.423,0.28,0.249,0.057,0.283,0.118,0.423,0.113,0.396,0.282
9,7.341988603342887,72.338,6.152,2.659,0.891,0.165,0.071,0.548,0.466,0.358,0.301,0.483,0.342,0.566,0.517,0.362,0.221
10,8.698970004336019,15.385,2.132,0.998,0.831,0.155,0.478,0.367,0.345,0.232,0.088,0.264,0.155,0.378,0.182,0.397,0.309
12,7.744727494896693,9.59,3.987,1.648,0.63,0.154,0.459,0.512,0.504,0.275,0.263,0.337,0.319,0.388,0.32,0.491,0.348
13,7.552841968657781,38.894,15.515,1.425,0.697,0.153,0.051,0.535,0.504,0.002,0.17,0.441,0.323,0.655,0.373,0.364,0.236
14,8.017728766960431,84.125,13.893,1.412,0.846,0.153,0.109,0.503,0.43,0.565,0.271,0.568,0.281,0.71,0.245,0.347,0.306
15,8.920818753952375,281.31,85.368,5.667,0.756,0.159,0.445,0.134,0.485,0.112,0.659,0.121,0.484,0.18,0.435,0.355,0.314
16,7.301029995663981,10.335,2.6,0.84,0.75,0.159,0.524,0.415,0.31,0.292,0.054,0.323,0.125,0.509,0.127,0.416,0.282
17,8.537602002101044,70.29,6.462,3.411,0.877,0.159,0.06,0.488,0.462,0.013,0.258,0.534,0.33,0.68,0.303,0.337,0.092
19,7.494850021680094,17.103,2.522,0.818,0.837,0.154,0.549,0.453,0.415,0.271,0.134,0.326,0.2,0.48,0.181,0.473,0.306
20,7.657577319177793,248.944,156.361,1.155,0.612,0.147,0.383,0.872,0.37,0.695,0.159,0.831,0.21,0.567,0.217,0.541,0.453
21,7.958607314841775,256.507,135.626,4.079,0.647,0.149,0.303,0.579,0.357,0.507,0.17,0.955,0.222,0.624,0.283,0.413,0.339
22,7.017728766960431,6.368,3.179,0.898,0.61,0.164,0.539,0.482,0.295,0.285,0.055,0.335,0.124,0.467,0.118,0.439,0.289
23,8.080921907623926,212.228,71.266,2.183,0.743,0.153,0.339,0.12,0.46,0.232,0.268,0.145,0.331,0.429,0.356,0.306,0.33
24,8.769551078621726,113.318,4.795,2.463,0.94,0.156,0.201,0.46,0.435,0.335,0.213,0.385,0.31,0.555,0.517,0.365,0.336
