mol_id,PKI,0,1,2,3,5,8,9,10,20,21,32,75,76,100,101
1,9.154901959985745,9.793,2.417,1.708,0.704,0.156,0.493,0.487,0.443,0.264,0.238,0.282,0.36,0.219,0.475,0.355
2,9.30102999566398,7.286,3.114,2.133,0.581,0.158,0.499,0.531,0.447,0.398,0.146,0.238,0.464,0.203,0.493,0.382
3,6.214670164989233,290.953,114.019,1.764,0.715,0.151,0.39,0.428,0.378,0.435,0.147,0.21,0.332,0.319,0.398,0.313
4,7.920818753952375,167.145,6.414,2.451,0.95,0.151,0.319,0.383,0.391,0.289,0.233,0.276,0.35,0.421,0.364,0.303
6,7.823908740944319,12.536,2.439,1.849,0.745,0.156,0.542,0.417,0.356,0.272,0.126,0.198,0.45,0.205,0.438,0.324
7,7.207608310501746,345.173,243.004,2.62,0.584,0.158,0.558,0.572,0.538,0.695,0.308,0.396,0.963,0.439,0.556,0.595
8,8.619788758288394,13.823,2.765,1.311,0.772,0.154,0.503,0.427,0.313,0.251,0.106,0.168,0.423,0.17,0.414,0.312
9,7.341988603342887,7.556,2.985,0.572,0.68,0.165,0.587,0.478,0.281,0.303,0.035,0.096,0.501,0.101,0.448,0.292
10,8.698970004336019,14.574,2.46,0.805,0.817,0.155,0.465,0.422,0.304,0.275,0.058,0.122,0.446,0.117,0.397,0.308
12,7.744727494896693,14.246,2.95,1.456,0.764,0.154,0.521,0.411,0.348,0.21,0.157,0.203,0.351,0.183,0.427,0.313
13,7.552841968657781,47.279,24.627,2.242,0.638,0.153,0.054,0.069,0.456,0.003,0.256,0.313,0.038,0.364,0.193,0.099
14,8.017728766960431,272.851,135.823,9.252,0.653,0.153,0.977,0.264,0.439,0.181,0.439,0.387,0.306,0.406,0.56,0.559
15,8.920818753952375,206.85,114.262,36.202,0.579,0.159,0.447,0.233,0.04,0.279,0.001,0.007,0.487,0.014,0.24,0.243
16,7.301029995663981,10.348,2.612,0.805,0.752,0.159,0.516,0.425,0.302,0.287,0.05,0.118,0.498,0.123,0.414,0.275
17,8.537602002101044,176.464,6.163,0.979,0.961,0.159,0.219,0.433,0.298,0.505,0.073,0.127,0.591,0.142,0.316,0.271
19,7.494850021680094,29.562,5.455,1.071,0.819,0.153,0.086,0.201,0.359,0.012,0.031,0.142,0.092,0.152,0.215,0.032
20,7.657577319177793,19.744,16.403,2.348,0.513,0.147,0.023,0.548,0.47,0.001,0.037,0.28,0.012,0.342,0.347,0.236
21,7.958607314841775,166.193,12.844,2.066,0.918,0.149,0.146,0.47,0.452,0.463,0.209,0.286,0.537,0.405,0.356,0.302
22,7.017728766960431,221.246,3.167,1.06,0.981,0.162,0.66,0.496,0.324,0.307,0.076,0.148,0.469,0.142,0.493,0.455
23,8.080921907623926,94.132,5.38,3.988,0.909,0.153,0.139,0.328,0.367,0.382,0.377,0.377,0.471,0.461,0.278,0.284
24,8.769551078621726,128.711,9.643,1.216,0.922,0.156,0.197,0.447,0.39,0.502,0.103,0.181,0.491,0.223,0.345,0.278
25,7.481486060122112,363.251,8.975,0.956,0.973,0.156,0.978,0.429,0.31,0.579,0.066,0.129,0.89,0.129,0.572,0.56
27,7.958607314841775,139.739,32.085,3.573,0.797,0.153,0.401,0.026,0.496,0.001,0.287,0.358,0.01,0.452,0.308,0.345
28,8.031517051446064,48.536,13.84,2.505,0.748,0.154,0.05,0.469,0.354,0.002,0.24,0.258,0.573,0.406,0.291,0.213
30,8.229147988357855,20.188,3.053,0.866,0.837,0.151,0.499,0.409,0.336,0.249,0.092,0.159,0.372,0.175,0.415,0.354
31,8.568636235841012,276.844,178.858,4.452,0.602,0.156,0.655,0.397,0.412,0.678,0.233,0.291,0.358,0.533,0.488,0.659
32,8.022276394711152,207.851,2.569,0.757,0.984,0.156,0.831,0.374,0.353,0.238,0.07,0.146,0.39,0.174,0.519,0.406
33,7.886056647693163,11.747,3.276,1.329,0.718,0.154,0.543,0.449,0.406,0.24,0.086,0.176,0.414,0.195,0.466,0.331
34,8.494850021680094,163.164,41.453,6.527,0.773,0.159,0.386,0.035,0.399,0.005,0.007,0.175,0.015,0.308,0.273,0.111
35,7.045757490560675,7.285,3.647,1.129,0.604,0.16,0.523,0.445,0.271,0.24,0.118,0.132,0.376,0.263,0.413,0.273
36,8.585026652029182,12.238,4.154,0.899,0.708,0.154,0.434,0.367,0.325,0.202,0.06,0.134,0.328,0.142,0.376,0.256
37,8.214670164989233,12.273,3.672,0.787,0.734,0.156,0.448,0.361,0.286,0.197,0.055,0.118,0.339,0.125,0.365,0.252
38,8.346787486224656,105.16,7.802,1.961,0.915,0.154,0.182,0.406,0.402,0.571,0.164,0.283,0.421,0.356,0.33,0.326
39,8.823908740944319,294.647,5.822,1.344,0.976,0.153,0.705,0.367,0.345,0.276,0.236,0.252,0.379,0.212,0.472,0.477
40,8.698970004336019,6.175,4.221,0.937,0.545,0.164,0.524,0.421,0.291,0.196,0.204,0.162,0.278,0.404,0.412,0.276
41,6.823908740944319,6.775,4.032,0.696,0.589,0.162,0.52,0.442,0.262,0.235,0.06,0.108,0.377,0.121,0.408,0.26
42,8.55284196865778,7.496,3.542,0.744,0.636,0.163,0.547,0.457,0.307,0.246,0.073,0.131,0.402,0.144,0.437,0.264
43,7.744727494896693,293.891,200.06,1.448,0.593,0.163,0.659,0.507,0.287,0.254,0.091,0.148,0.29,0.136,0.484,0.368
44,8.886056647693163,7.634,3.152,0.859,0.656,0.161,0.531,0.47,0.289,0.267,0.056,0.12,0.459,0.121,0.43,0.267
45,9.045757490560677,212.089,4.578,1.289,0.973,0.156,0.334,0.409,0.376,0.284,0.116,0.187,0.446,0.253,0.373,0.213
46,8.886056647693163,331.65,144.908,7.154,0.686,0.151,0.536,0.644,0.361,0.326,0.156,0.219,0.563,0.282,0.514,0.366
47,8.0,6.828,3.608,0.953,0.599,0.162,0.548,0.45,0.323,0.241,0.064,0.14,0.396,0.134,0.44,0.282
49,9.221848749616356,28.645,7.261,1.041,0.775,0.152,0.043,0.522,0.356,0.076,0.027,0.142,0.368,0.174,0.307,0.039
50,8.522878745280337,200.939,138.648,3.312,0.586,0.154,0.314,0.598,0.428,0.115,0.343,0.377,0.149,0.385,0.447,0.267
51,8.481486060122112,7.966,6.889,1.166,0.497,0.152,0.4,0.444,0.375,0.355,0.14,0.214,0.353,0.185,0.406,0.296
52,8.275724130399212,7.925,5.147,1.071,0.56,0.156,0.436,0.478,0.421,0.279,0.078,0.179,0.392,0.217,0.445,0.305
53,8.67778070526608,10.38,5.563,1.37,0.6,0.153,0.419,0.427,0.443,0.309,0.117,0.225,0.416,0.26,0.43,0.34
54,8.585026652029182,320.132,6.051,3.474,0.971,0.154,0.729,0.497,0.394,0.283,0.215,0.295,0.459,0.331,0.54,0.411
