mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,13,20,21,31,32,75,76,100,101,107,108
174,7.920818753952375,6.51,92.247,10.889,3.064,0.869,0.148,0.098,0.389,0.23,1.934,0.291,0.086,0.324,0.124,0.287,0.144,0.239,0.145,4504.339,2203.471
175,5.920818753952375,6.49,8.228,5.52,0.634,0.572,0.163,0.563,0.503,0.2,0.27,0.325,0.038,0.438,0.083,0.439,0.096,0.422,0.338,97.337,72.493
176,6.815308569182402,7.11,8.059,5.441,1.078,0.553,0.161,0.488,0.485,0.302,0.675,0.402,0.097,0.384,0.158,0.516,0.175,0.425,0.324,120.275,81.767
177,8.638272163982407,1.78,379.822,59.795,6.882,0.851,0.146,0.788,0.093,0.515,7.026,0.034,0.532,0.058,0.525,0.029,0.587,0.465,0.475,182479.602,132482.479
178,8.795880017344075,8.74,14.229,6.904,2.024,0.614,0.15,0.507,0.382,0.368,1.413,0.48,0.164,0.38,0.214,0.403,0.226,0.419,0.323,362.993,260.912
179,7.546681659952962,2.57,16.853,3.368,0.513,0.813,0.162,0.573,0.466,0.239,0.54,0.367,0.185,0.34,0.196,0.461,0.239,0.426,0.374,117.001,107.539
180,8.356547323513812,2.67,87.352,9.337,2.807,0.878,0.153,0.114,0.377,0.372,3.428,0.287,0.576,0.325,0.369,0.346,0.465,0.288,0.311,3476.245,2718.45
181,7.75448733218585,8.96,96.597,7.324,3.057,0.903,0.161,0.141,0.428,0.388,3.591,0.243,0.47,0.326,0.396,0.469,0.418,0.319,0.302,3294.854,3370.411
182,7.07727454200674,2.66,189.848,5.211,0.543,0.971,0.163,0.256,0.521,0.229,0.645,0.283,0.336,0.367,0.178,0.334,0.241,0.336,0.283,1827.963,1435.805
183,8.42021640338319,5.9,296.643,16.558,2.063,0.941,0.145,0.441,0.497,0.317,2.776,0.27,0.604,0.368,0.346,0.405,0.427,0.418,0.397,16008.401,13647.754
184,8.55284196865778,6.23,284.639,8.632,0.685,0.968,0.161,0.413,0.558,0.387,0.725,0.552,0.433,0.53,0.305,0.614,0.365,0.453,0.452,4634.877,4472.915
185,7.443697499232712,2.6,185.454,24.402,2.063,0.875,0.156,0.4,0.569,0.277,1.193,0.521,0.072,0.495,0.114,0.728,0.107,0.415,0.288,14506.455,8397.788
186,9.154901959985745,6.15,35.975,7.943,3.675,0.756,0.146,0.062,0.409,0.268,1.906,0.082,0.006,0.161,0.032,0.253,0.062,0.246,0.039,1544.839,417.949
187,8.3767507096021,6.39,13.91,7.707,1.721,0.596,0.15,0.464,0.432,0.314,1.247,0.401,0.155,0.418,0.195,0.411,0.154,0.403,0.308,352.202,253.434
188,7.454692883534176,1.3,81.84,5.438,0.837,0.929,0.16,0.112,0.505,0.206,1.469,0.444,0.566,0.408,0.245,0.387,0.311,0.274,0.348,978.652,697.424
190,7.818156412055227,8.86,191.491,106.425,3.45,0.635,0.156,0.317,0.211,0.367,2.298,0.043,0.145,0.084,0.205,0.06,0.237,0.298,0.127,92009.315,31758.166
191,9.0,6.36,134.268,14.011,4.381,0.88,0.146,0.204,0.52,0.387,3.406,0.272,0.176,0.349,0.244,0.458,0.287,0.37,0.198,10924.489,5793.398
192,6.764471553092451,1.17,181.81,4.4,1.798,0.967,0.145,0.622,0.384,0.314,1.304,0.262,0.161,0.312,0.202,0.376,0.226,0.44,0.304,2761.227,1779.104
194,9.142667503568733,9.19,15.049,5.789,1.942,0.661,0.147,0.518,0.447,0.351,2.147,0.45,0.371,0.397,0.255,0.456,0.568,0.439,0.399,319.56,284.771
195,9.102372908709558,9.96,369.988,149.631,2.595,0.708,0.142,0.683,0.317,0.426,2.589,0.357,0.428,0.264,0.334,0.404,0.332,0.475,0.486,200895.635,203600.496
196,9.18045606445813,5.31,21.885,6.009,1.94,0.734,0.144,0.51,0.429,0.405,1.606,0.495,0.281,0.405,0.268,0.506,0.344,0.448,0.38,470.572,375.05
197,9.075720713938118,9.76,378.674,4.913,1.545,0.983,0.141,0.9,0.374,0.355,1.536,0.393,0.339,0.369,0.258,0.44,0.475,0.543,0.526,5712.238,5677.609
198,9.148741651280924,0.5,31.196,5.367,1.948,0.81,0.14,0.517,0.372,0.342,2.241,0.515,0.405,0.382,0.256,0.599,0.667,0.41,0.423,603.349,633.611
199,8.958607314841775,3.92,431.867,236.879,63.162,0.59,0.142,0.553,0.397,0.097,35.315,0.262,0.029,0.34,0.054,0.272,0.038,0.349,0.271,6606720.642,2916359.397
200,7.016193358021584,4.72,189.114,10.784,1.917,0.937,0.141,0.443,0.361,0.24,2.566,0.282,0.41,0.314,0.197,0.356,0.57,0.348,0.318,6534.487,5609.547
201,9.148741651280924,7.74,497.222,15.323,5.638,0.96,0.142,0.924,0.375,0.376,5.63,0.303,0.366,0.271,0.34,0.517,0.334,0.558,0.518,53984.905,46192.201
202,9.187086643357144,9.81,23.335,5.718,1.817,0.756,0.143,0.541,0.394,0.26,2.547,0.42,0.457,0.352,0.231,0.541,0.494,0.398,0.403,459.472,470.655
203,8.978810700930062,6.18,45.129,9.799,4.366,0.761,0.14,0.075,0.37,0.5,3.648,0.305,0.335,0.346,0.355,0.143,0.465,0.315,0.232,2672.063,1857.902
204,8.886056647693163,8.91,178.532,18.611,4.474,0.886,0.14,0.303,0.402,0.4,4.239,0.305,0.356,0.373,0.294,0.403,0.284,0.368,0.323,19270.486,16075.036
205,9.136677139879543,6.65,48.103,23.082,1.855,0.659,0.138,0.183,0.133,0.295,2.379,0.006,0.449,0.018,0.256,0.029,0.492,0.204,0.274,3374.582,1381.523
206,8.943095148663527,7.06,278.962,8.056,2.592,0.963,0.14,0.92,0.517,0.389,2.889,0.49,0.478,0.461,0.38,0.779,0.362,0.609,0.675,9106.236,10545.241
207,9.275724130399212,5.0,107.517,9.008,5.907,0.878,0.138,0.169,0.576,0.431,5.702,0.521,0.402,0.561,0.366,0.489,0.345,0.392,0.382,7500.873,7995.776
208,9.148741651280924,3.74,52.72,3.758,3.29,0.882,0.132,0.518,0.416,0.344,3.078,0.344,0.264,0.318,0.284,0.462,0.314,0.426,0.384,1095.517,1034.645
209,9.2518119729938,4.29,27.545,7.104,4.281,0.708,0.136,0.564,0.518,0.371,4.904,0.371,0.476,0.413,0.374,0.593,0.401,0.484,0.448,1220.742,1110.506
210,9.142667503568733,1.77,123.956,33.993,5.51,0.758,0.135,0.205,0.024,0.456,5.069,0.092,0.381,0.023,0.389,0.011,0.363,0.228,0.242,28462.48,55935.039
211,9.292429823902063,8.66,288.921,107.036,3.314,0.724,0.142,0.781,0.119,0.233,2.291,0.053,0.094,0.044,0.117,0.031,0.192,0.378,0.299,135133.38,81179.853
212,9.327902142064282,1.76,248.117,6.944,3.135,0.961,0.142,0.549,0.424,0.354,3.152,0.402,0.369,0.413,0.277,0.423,0.544,0.443,0.485,8182.023,9088.176
213,9.0268721464003,5.2,158.465,6.722,3.782,0.938,0.135,0.228,0.458,0.319,4.115,0.455,0.372,0.382,0.297,0.446,0.273,0.335,0.367,5887.406,6874.141
214,9.154901959985745,3.58,106.039,8.245,5.061,0.889,0.134,0.175,0.451,0.344,5.211,0.308,0.375,0.349,0.3,0.701,0.279,0.323,0.308,5997.178,6121.285
215,9.18045606445813,0.82,343.211,122.377,2.745,0.733,0.141,0.657,0.594,0.398,2.533,0.669,0.329,0.697,0.265,0.538,0.369,0.55,0.545,159040.669,165021.149
216,9.113509274827518,4.63,226.171,165.896,5.481,0.569,0.136,0.384,0.295,0.362,5.08,0.356,0.296,0.389,0.287,0.328,0.338,0.347,0.449,245721.735,293743.047
217,9.337242168318426,8.96,184.141,114.619,2.416,0.611,0.138,0.513,0.217,0.391,2.069,0.228,0.236,0.146,0.225,0.092,0.483,0.373,0.373,73118.036,75092.784
218,9.086186147616283,4.31,214.731,33.681,2.714,0.855,0.139,0.481,0.52,0.427,2.845,0.413,0.462,0.467,0.371,0.353,0.814,0.476,0.42,27787.941,22376.884
219,9.431798275933003,7.59,36.578,4.179,1.946,0.857,0.139,0.519,0.369,0.305,2.389,0.382,0.446,0.344,0.247,0.593,0.446,0.397,0.437,572.336,643.84
220,9.337242168318426,1.15,83.836,28.754,2.949,0.726,0.137,0.103,0.489,0.334,3.462,0.519,0.433,0.487,0.284,0.528,0.777,0.308,0.33,9967.251,6975.569
221,9.18045606445813,0.15,42.324,4.439,2.251,0.864,0.136,0.588,0.347,0.357,2.472,0.444,0.423,0.361,0.27,0.497,0.513,0.431,0.479,764.978,899.564
223,9.292429823902063,1.81,306.93,11.31,5.288,0.949,0.132,0.306,0.421,0.393,5.962,0.512,0.55,0.409,0.406,0.419,0.632,0.373,0.511,23836.997,34412.844
224,9.075720713938118,3.18,73.738,5.304,3.537,0.893,0.133,0.302,0.428,0.43,3.389,0.412,0.332,0.389,0.314,0.485,0.438,0.387,0.377,2136.412,2355.898
225,8.958607314841775,0.91,27.163,5.985,3.884,0.733,0.137,0.599,0.43,0.374,3.951,0.4,0.377,0.37,0.319,0.6,0.379,0.468,0.43,959.755,866.731
226,9.05551732784983,4.81,46.137,17.986,3.192,0.685,0.139,0.061,0.401,0.216,4.292,0.303,0.389,0.375,0.245,0.235,0.227,0.226,0.24,3750.278,2659.417
227,9.259637310505756,2.6,18.903,6.649,3.083,0.66,0.138,0.538,0.532,0.326,3.196,0.437,0.37,0.443,0.258,0.363,0.722,0.465,0.426,620.629,549.032
228,9.187086643357144,3.73,301.505,150.352,4.438,0.661,0.138,0.741,0.21,0.367,4.998,0.163,0.468,0.213,0.37,0.167,0.533,0.439,0.448,248980.67,256850.402
229,9.236572006437065,7.84,243.61,13.037,7.346,0.923,0.136,0.445,0.459,0.505,6.199,0.448,0.345,0.447,0.413,0.407,0.321,0.47,0.387,28653.953,21780.024
231,9.00436480540245,7.86,15.677,7.661,3.898,0.576,0.137,0.613,0.498,0.376,4.037,0.351,0.409,0.385,0.357,0.386,0.428,0.496,0.426,706.478,575.642
232,8.962573502059376,8.78,35.602,8.762,5.255,0.718,0.135,0.051,0.48,0.39,4.854,0.03,0.137,0.121,0.3,0.218,0.427,0.307,0.061,2234.013,672.644
233,9.187086643357144,9.86,196.02,10.312,4.518,0.93,0.136,0.126,0.4,0.499,4.28,0.336,0.429,0.378,0.417,0.393,0.314,0.342,0.314,12297.179,12991.132
234,9.119186407719209,5.27,494.527,13.421,3.148,0.968,0.135,0.611,0.486,0.298,3.792,0.39,0.422,0.454,0.277,0.431,0.283,0.465,0.411,29641.143,25537.259
235,9.070581074285707,7.13,183.573,133.013,9.717,0.563,0.135,0.226,0.219,0.391,7.653,0.272,0.243,0.269,0.297,0.219,0.298,0.279,0.293,265081.448,297719.311
236,9.130768280269024,9.19,24.837,5.589,1.864,0.769,0.14,0.533,0.334,0.363,1.988,0.378,0.406,0.316,0.272,0.435,0.594,0.41,0.385,486.623,450.195
237,9.229147988357855,4.72,36.282,16.923,1.527,0.663,0.139,0.375,0.041,0.301,1.683,0.006,0.382,0.011,0.224,0.016,0.695,0.239,0.25,1687.237,717.229
238,9.221848749616356,5.49,11.271,5.805,4.432,0.524,0.136,0.488,0.475,0.364,4.619,0.525,0.446,0.441,0.345,0.774,0.344,0.442,0.457,452.533,450.271
239,9.30102999566398,9.2,14.919,6.311,3.966,0.592,0.142,0.586,0.552,0.453,4.167,0.505,0.485,0.536,0.391,0.61,0.498,0.53,0.528,576.997,587.469
240,8.958607314841775,5.76,29.033,7.301,1.804,0.761,0.136,0.483,0.454,0.37,1.869,0.523,0.374,0.438,0.262,0.434,0.622,0.436,0.424,698.097,679.831
241,9.468521082957745,5.5,15.183,7.663,4.237,0.561,0.14,0.592,0.428,0.349,4.801,0.409,0.464,0.389,0.364,0.542,0.246,0.456,0.465,733.19,742.601
242,9.18045606445813,3.69,12.982,7.318,2.817,0.562,0.144,0.529,0.347,0.397,2.636,0.389,0.334,0.363,0.285,0.367,0.472,0.424,0.382,442.995,391.563
243,9.267606240177033,2.68,63.913,7.24,3.507,0.856,0.143,0.064,0.384,0.341,2.947,0.069,0.027,0.154,0.151,0.234,0.394,0.263,0.037,2409.657,766.305
245,9.050609993355089,1.45,226.731,94.695,5.254,0.694,0.142,0.155,0.137,0.324,5.485,0.201,0.39,0.113,0.28,0.058,0.244,0.205,0.241,136298.986,170622.634
246,9.130768280269024,6.68,32.881,4.847,2.396,0.819,0.139,0.556,0.347,0.326,2.642,0.412,0.399,0.354,0.248,0.602,0.467,0.41,0.41,671.68,674.82
247,9.065501548756432,2.23,12.158,6.409,3.303,0.556,0.14,0.537,0.484,0.475,3.017,0.566,0.387,0.486,0.389,0.502,0.388,0.498,0.476,418.444,378.083
248,9.173925197299171,9.77,22.907,15.792,3.843,0.538,0.141,0.143,0.061,0.463,3.511,0.35,0.375,0.511,0.362,0.014,0.382,0.222,0.341,1943.093,4765.269
249,9.148741651280924,7.2,479.39,14.2,3.841,0.964,0.139,0.958,0.303,0.407,4.085,0.259,0.467,0.291,0.36,0.319,0.381,0.556,0.545,35349.319,32721.998
250,9.013228265733757,2.56,58.708,5.444,4.469,0.856,0.14,0.047,0.438,0.465,3.802,0.355,0.289,0.488,0.374,0.518,0.324,0.317,0.217,2103.375,757.76
251,9.18045606445813,1.15,15.515,5.668,3.563,0.627,0.141,0.523,0.371,0.363,2.773,0.385,0.215,0.348,0.25,0.426,0.234,0.419,0.34,501.427,382.902
252,9.366531544420411,8.61,269.71,18.116,5.446,0.92,0.137,0.64,0.518,0.489,5.608,0.501,0.485,0.553,0.451,0.447,0.487,0.549,0.486,33356.875,29395.678
253,8.271646217978772,4.3,212.986,11.485,2.911,0.937,0.144,0.411,0.453,0.439,3.34,0.362,0.575,0.358,0.386,0.515,0.468,0.434,0.475,10446.341,11408.34
254,8.931814138253838,2.94,14.79,6.564,2.486,0.62,0.139,0.494,0.451,0.349,2.897,0.457,0.479,0.392,0.316,0.449,0.487,0.432,0.429,415.349,404.478
255,8.97061622231479,9.77,124.13,10.193,5.531,0.888,0.143,0.148,0.364,0.354,5.812,0.282,0.404,0.32,0.342,0.309,0.306,0.289,0.245,9146.09,4774.237
256,9.040958607678906,6.75,135.444,16.978,3.66,0.868,0.14,0.15,0.5,0.374,4.412,0.335,0.537,0.413,0.373,0.402,0.376,0.342,0.313,11431.21,7363.362
257,9.065501548756432,9.79,511.57,13.338,6.257,0.963,0.137,0.906,0.234,0.499,5.402,0.164,0.357,0.201,0.403,0.151,0.454,0.546,0.429,53334.538,37534.335
258,9.142667503568733,6.11,11.551,7.483,3.11,0.522,0.137,0.469,0.449,0.438,2.895,0.501,0.373,0.464,0.34,0.473,0.389,0.452,0.424,436.513,384.572
260,8.76447155309245,5.08,379.612,6.936,6.694,0.965,0.136,0.352,0.365,0.379,5.893,0.445,0.304,0.337,0.349,0.447,0.437,0.365,0.393,23239.851,25408.759
261,9.05551732784983,4.61,21.79,11.695,5.001,0.566,0.138,0.028,0.471,0.371,4.515,0.007,0.023,0.409,0.194,0.418,0.245,0.29,0.142,1735.318,654.164
262,9.022276394711152,6.67,46.241,12.008,3.094,0.754,0.137,0.067,0.571,0.386,3.894,0.346,0.535,0.388,0.365,0.314,0.348,0.342,0.308,2514.714,1948.831
263,9.1249387366083,6.21,80.806,77.607,52.446,0.383,0.137,0.084,0.194,0.15,48.011,0.036,0.108,0.062,0.132,0.023,0.059,0.142,0.135,343682.731,312259.9
264,9.036212172654444,1.5,39.681,4.988,2.599,0.839,0.138,0.514,0.373,0.408,3.0,0.402,0.542,0.348,0.367,0.498,0.426,0.431,0.517,875.616,1086.331
265,8.892790030352131,2.55,152.216,10.001,3.313,0.92,0.137,0.302,0.44,0.435,2.79,0.402,0.275,0.4,0.321,0.287,0.278,0.392,0.331,7268.117,6314.026
266,8.920818753952375,3.97,163.903,15.317,4.663,0.891,0.137,0.404,0.447,0.456,4.896,0.512,0.454,0.489,0.457,0.409,0.364,0.436,0.501,15235.601,19472.106
267,9.096910013008056,3.53,356.903,15.236,2.327,0.953,0.135,0.375,0.371,0.428,2.01,0.267,0.311,0.324,0.28,0.335,0.394,0.391,0.278,19333.471,12507.894
268,9.200659450546418,9.79,180.522,5.117,3.703,0.953,0.137,0.705,0.418,0.428,3.846,0.51,0.475,0.41,0.375,0.747,0.445,0.517,0.492,5221.422,4866.585
269,8.935542010773082,0.97,42.765,4.664,3.611,0.838,0.136,0.57,0.453,0.404,3.775,0.392,0.379,0.338,0.408,0.498,0.359,0.476,0.49,1141.909,1305.037
270,9.102372908709558,8.73,252.695,7.808,7.202,0.944,0.138,0.913,0.329,0.336,6.233,0.408,0.195,0.382,0.218,0.612,0.203,0.526,0.54,18326.714,15404.564
271,9.397940008672036,5.49,72.263,12.741,4.973,0.803,0.14,0.112,0.575,0.492,5.559,0.425,0.58,0.47,0.439,0.615,0.372,0.393,0.373,6012.349,5761.891
272,9.075720713938118,5.35,29.324,9.096,3.044,0.707,0.137,0.048,0.493,0.51,3.057,0.378,0.51,0.434,0.453,0.564,0.54,0.35,0.349,1237.107,2073.406
273,9.173925197299171,3.19,11.452,5.13,3.992,0.557,0.135,0.52,0.443,0.555,3.552,0.556,0.394,0.415,0.459,0.562,0.329,0.506,0.464,380.081,364.368
274,9.207608310501746,6.32,226.061,5.733,3.041,0.963,0.137,0.73,0.486,0.356,2.918,0.417,0.301,0.399,0.326,0.314,0.377,0.524,0.433,6177.177,5075.173
275,8.400116927926312,4.66,11.688,10.214,3.389,0.462,0.136,0.493,0.571,0.344,4.235,0.317,0.47,0.499,0.343,0.376,0.307,0.469,0.416,623.434,684.114
276,9.031517051446064,3.22,159.973,10.91,7.099,0.899,0.136,0.232,0.487,0.462,6.596,0.382,0.276,0.39,0.394,0.237,0.465,0.394,0.367,15527.34,19576.988
277,8.838631997765026,8.4,263.968,21.588,3.804,0.912,0.136,0.255,0.47,0.363,3.847,0.282,0.355,0.373,0.34,0.353,0.339,0.363,0.357,28751.82,29448.062
278,8.962573502059376,9.76,111.453,22.708,2.852,0.813,0.136,0.208,0.583,0.524,2.694,0.406,0.43,0.467,0.427,0.458,0.671,0.438,0.369,10268.882,9936.696
279,9.013228265733757,9.98,10.071,7.623,3.963,0.465,0.137,0.505,0.414,0.441,3.64,0.455,0.363,0.416,0.336,0.45,0.335,0.453,0.47,472.811,466.151
280,8.607303046740334,3.03,41.696,6.114,2.068,0.836,0.133,0.565,0.412,0.364,2.158,0.411,0.383,0.383,0.271,0.436,0.559,0.447,0.45,930.881,977.409
281,8.492144128304169,8.57,548.108,52.83,5.826,0.903,0.134,0.652,0.066,0.394,6.096,0.043,0.429,0.062,0.361,0.024,0.671,0.371,0.364,201758.737,166335.499
282,8.98296666070122,8.05,11.821,6.433,3.41,0.546,0.135,0.546,0.443,0.557,2.998,0.469,0.383,0.417,0.455,0.519,0.403,0.515,0.416,419.259,342.531
283,8.508638306165727,3.34,17.427,7.044,3.737,0.618,0.134,0.528,0.515,0.376,4.128,0.545,0.466,0.464,0.355,0.673,0.349,0.473,0.507,701.116,739.544
284,9.346787486224656,3.56,38.656,24.551,4.834,0.568,0.137,0.165,0.088,0.413,4.523,0.003,0.112,0.009,0.379,0.013,0.501,0.222,0.199,5910.823,1678.627
285,8.924453038607469,2.5,219.669,11.633,4.734,0.931,0.134,0.589,0.467,0.392,4.265,0.433,0.29,0.448,0.282,0.452,0.33,0.483,0.427,15983.727,13690.782
286,9.2839966563652,3.15,530.707,18.375,4.855,0.958,0.135,0.984,0.55,0.412,4.442,0.523,0.361,0.527,0.367,0.498,0.365,0.649,0.625,60320.595,54334.692
287,8.892790030352131,7.66,19.676,7.945,4.15,0.619,0.137,0.637,0.398,0.497,3.678,0.34,0.359,0.389,0.368,0.4,0.263,0.511,0.458,951.443,864.236
288,8.424812155072338,3.07,263.914,89.499,5.683,0.735,0.137,0.736,0.067,0.445,4.855,0.019,0.27,0.036,0.376,0.021,0.389,0.416,0.374,160217.03,80604.789
289,9.292429823902063,1.63,14.361,7.465,3.917,0.558,0.137,0.516,0.506,0.439,3.323,0.518,0.292,0.5,0.332,0.66,0.244,0.487,0.442,638.351,598.965
290,8.590066876668706,2.88,10.707,9.243,3.931,0.448,0.136,0.485,0.468,0.402,4.428,0.315,0.515,0.372,0.361,0.406,0.488,0.452,0.468,590.243,641.02
291,8.91721462968355,2.62,258.958,10.022,3.283,0.951,0.138,0.94,0.327,0.432,2.754,0.757,0.303,0.433,0.339,0.312,0.258,0.566,0.672,12271.087,15247.671
292,9.522878745280336,4.26,246.395,84.885,6.075,0.73,0.134,0.707,0.218,0.414,5.567,0.454,0.344,0.263,0.37,0.798,0.349,0.447,0.524,150323.337,180772.447
293,9.619788758288394,9.64,11.659,6.273,3.496,0.544,0.138,0.492,0.436,0.468,3.101,0.455,0.365,0.423,0.378,0.479,0.317,0.465,0.448,412.965,395.301
294,9.568636235841012,3.18,513.769,35.534,11.829,0.916,0.138,0.711,0.037,0.433,9.264,0.024,0.264,0.023,0.354,0.011,0.374,0.393,0.33,241257.634,160068.796
295,8.65169513695184,8.33,272.303,10.902,4.402,0.947,0.136,0.949,0.232,0.421,4.341,0.122,0.395,0.155,0.355,0.15,0.49,0.534,0.473,17572.944,12746.754
297,9.214670164989233,8.69,66.832,40.39,4.306,0.599,0.134,0.089,0.529,0.456,3.611,0.481,0.323,0.499,0.349,0.616,0.465,0.358,0.333,14894.668,18233.872
298,9.200659450546418,3.0,21.617,5.537,4.154,0.69,0.138,0.044,0.379,0.436,3.661,0.321,0.316,0.321,0.35,0.469,0.332,0.287,0.218,761.081,394.303
299,9.10790539730952,8.49,52.024,5.11,2.361,0.874,0.134,0.474,0.319,0.385,2.274,0.451,0.34,0.345,0.284,0.395,0.456,0.393,0.39,1087.969,1090.266
300,8.950781977329818,5.85,30.069,15.713,5.091,0.591,0.137,0.553,0.019,0.411,4.931,0.484,0.351,0.058,0.353,0.006,0.355,0.328,0.354,3161.489,9403.482
301,8.943095148663527,3.89,152.781,67.237,5.798,0.677,0.136,0.162,0.118,0.327,5.957,0.029,0.347,0.06,0.309,0.031,0.387,0.202,0.163,71334.518,35387.113
302,8.958607314841775,2.17,11.509,9.972,3.323,0.464,0.136,0.489,0.53,0.422,2.966,0.34,0.339,0.423,0.314,0.421,0.378,0.48,0.385,592.269,520.273
303,8.97061622231479,8.18,11.056,8.334,3.877,0.475,0.138,0.402,0.469,0.459,3.318,0.284,0.308,0.377,0.339,0.438,0.391,0.443,0.526,547.828,626.1
304,9.244125144327509,9.67,213.993,11.881,4.898,0.927,0.138,0.33,0.511,0.369,4.969,0.405,0.381,0.423,0.339,0.386,0.444,0.403,0.382,16331.829,15524.301
305,8.186419011431807,3.18,275.036,173.984,2.839,0.609,0.136,0.244,0.361,0.378,3.027,0.223,0.43,0.287,0.299,0.232,0.469,0.328,0.296,185425.282,152347.237
306,9.481486060122112,1.83,483.331,130.094,16.629,0.767,0.139,0.466,0.152,0.019,52.379,0.086,0.228,0.09,0.047,0.04,0.005,0.212,0.241,1119290.947,1855354.645
307,9.2839966563652,8.64,231.574,6.746,4.919,0.952,0.138,0.697,0.474,0.421,4.574,0.644,0.364,0.533,0.385,0.509,0.406,0.531,0.501,10662.222,8861.89
308,9.193820026016112,6.26,104.43,17.421,5.034,0.823,0.142,0.13,0.555,0.326,4.511,0.336,0.266,0.435,0.252,0.479,0.5,0.337,0.275,11718.574,11296.909
309,9.275724130399212,4.4,38.773,11.27,3.548,0.723,0.138,0.245,0.05,0.382,3.296,0.012,0.037,0.016,0.147,0.021,0.266,0.226,0.087,2218.596,915.255
310,9.2839966563652,7.59,170.201,10.551,4.188,0.92,0.143,0.301,0.348,0.493,4.308,0.184,0.527,0.256,0.442,0.165,0.661,0.381,0.297,10259.104,6233.946
311,9.10790539730952,1.74,182.61,36.91,4.837,0.814,0.141,0.385,0.09,0.406,4.907,0.024,0.391,0.043,0.374,0.054,0.505,0.294,0.27,40630.549,22227.43
312,9.337242168318426,1.52,184.405,22.264,1.481,0.886,0.139,0.146,0.552,0.301,1.635,0.469,0.345,0.51,0.225,0.467,0.578,0.333,0.324,10701.128,10807.207
313,9.167491087293763,8.09,16.009,6.876,2.568,0.629,0.138,0.48,0.502,0.334,3.064,0.412,0.496,0.395,0.34,0.392,0.413,0.439,0.421,477.054,431.632
314,8.782516055786093,8.59,154.976,128.093,2.668,0.542,0.14,0.344,0.156,0.424,3.016,0.249,0.53,0.269,0.391,0.031,0.796,0.308,0.297,73862.437,63685.774
315,9.119186407719209,6.27,41.907,16.34,1.804,0.698,0.136,0.549,0.031,0.312,2.09,0.007,0.274,0.013,0.221,0.018,0.653,0.297,0.251,2085.431,1076.519
316,9.267606240177033,3.93,97.282,13.439,1.975,0.863,0.138,0.084,0.455,0.347,2.115,0.454,0.354,0.438,0.241,0.35,0.643,0.295,0.292,4220.981,3952.524
317,9.244125144327509,5.16,137.123,99.8,2.777,0.572,0.137,0.159,0.297,0.456,2.77,0.096,0.452,0.107,0.377,0.077,0.616,0.304,0.219,52582.785,37766.044
318,9.346787486224656,9.98,464.583,39.409,5.228,0.912,0.138,0.417,0.068,0.372,5.412,0.02,0.414,0.037,0.356,0.023,0.571,0.286,0.241,117180.337,55801.538
319,9.259637310505756,6.6,140.467,107.279,9.727,0.546,0.137,0.155,0.186,0.478,9.249,0.28,0.438,0.201,0.425,0.127,0.59,0.273,0.321,164314.29,227568.867
320,9.193820026016112,9.4,238.573,7.405,1.598,0.964,0.138,0.82,0.335,0.286,1.911,0.33,0.386,0.336,0.217,0.439,0.594,0.48,0.461,5231.402,5466.256
321,9.09151498112135,0.41,29.503,5.507,1.934,0.799,0.142,0.489,0.321,0.283,2.272,0.411,0.345,0.316,0.212,0.467,0.529,0.364,0.372,581.312,626.701
322,9.136677139879543,1.41,184.383,31.276,4.802,0.836,0.139,0.117,0.486,0.308,4.728,0.389,0.299,0.429,0.276,0.381,0.258,0.304,0.263,34713.827,28395.468
323,8.698970004336019,4.27,195.797,158.428,3.748,0.547,0.136,0.336,0.593,0.282,4.133,0.345,0.383,0.448,0.229,0.386,0.181,0.404,0.394,148965.96,152893.971
324,8.96657624451305,0.31,32.946,9.173,1.806,0.75,0.136,0.583,0.325,0.297,2.179,0.295,0.403,0.33,0.229,0.395,0.567,0.402,0.423,968.005,1084.261
325,8.809668301829708,5.37,165.552,29.635,1.815,0.84,0.138,0.1,0.463,0.249,2.472,0.388,0.497,0.43,0.249,0.368,0.383,0.271,0.321,14361.845,14429.928
326,8.847711655616944,2.93,293.726,26.174,2.434,0.911,0.138,0.727,0.368,0.373,2.519,0.344,0.374,0.282,0.301,0.447,0.357,0.49,0.466,27504.091,26168.406
327,8.806875401645538,3.16,26.933,8.162,2.045,0.725,0.139,0.551,0.343,0.302,2.461,0.3,0.421,0.334,0.23,0.457,0.55,0.398,0.409,778.365,848.578
328,8.8153085691824,8.61,442.998,7.031,2.808,0.978,0.139,0.896,0.245,0.399,2.859,0.594,0.399,0.287,0.353,0.171,0.49,0.514,0.608,13576.576,18557.249
329,8.87942606879415,7.33,25.672,5.197,1.429,0.795,0.143,0.458,0.374,0.401,1.485,0.4,0.432,0.345,0.286,0.526,0.536,0.411,0.393,400.515,368.986
330,8.67366413907125,1.08,30.686,4.451,2.009,0.826,0.138,0.542,0.393,0.338,2.05,0.47,0.318,0.375,0.235,0.375,0.661,0.424,0.416,518.728,527.131
331,8.6345120151091,7.75,183.147,6.292,1.834,0.958,0.138,0.861,0.447,0.315,2.309,0.46,0.495,0.444,0.26,0.65,0.536,0.541,0.574,3804.636,4335.38
332,8.51999305704285,3.54,24.219,4.635,2.712,0.767,0.142,0.467,0.38,0.401,2.326,0.444,0.277,0.354,0.279,0.407,0.355,0.416,0.358,526.556,449.431
