mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,13,20,21,31,32,75,76,100,101,107,108
57,7.552841968657781,4.83,27.949,7.864,3.232,0.716,0.157,0.031,0.407,0.417,2.166,0.003,0.01,0.345,0.224,0.364,0.424,0.285,0.042,1084.912,205.762
58,7.997833938243493,1.98,298.376,8.018,2.451,0.966,0.156,0.972,0.545,0.302,1.784,0.545,0.144,0.517,0.201,0.506,0.179,0.606,0.567,9315.065,7723.214
59,8.3767507096021,9.39,7.697,5.609,1.318,0.526,0.153,0.422,0.433,0.442,0.934,0.336,0.21,0.391,0.269,0.387,0.21,0.432,0.307,132.209,89.474
60,8.301029995663981,7.08,325.715,8.202,1.421,0.971,0.151,0.846,0.424,0.389,1.139,0.466,0.214,0.428,0.235,0.353,0.36,0.553,0.543,7277.063,7020.584
61,7.920818753952375,2.95,8.349,7.892,0.811,0.49,0.151,0.42,0.345,0.272,0.399,0.205,0.066,0.258,0.116,0.204,0.15,0.345,0.335,149.541,119.075
62,8.769551078621726,3.83,134.274,7.065,3.637,0.926,0.148,0.253,0.399,0.375,2.807,0.48,0.17,0.39,0.244,0.562,0.323,0.342,0.273,5058.098,3671.644
63,8.431798275933005,6.08,11.292,6.455,1.524,0.586,0.149,0.49,0.402,0.451,0.805,0.419,0.115,0.386,0.22,0.45,0.277,0.448,0.343,230.294,175.018
64,8.267606240177031,4.37,10.658,5.969,2.237,0.565,0.145,0.53,0.409,0.463,1.468,0.441,0.144,0.441,0.276,0.421,0.317,0.467,0.372,262.012,200.81
65,8.136677139879543,7.01,281.274,6.299,1.592,0.973,0.15,0.774,0.419,0.397,1.238,0.427,0.236,0.405,0.284,0.476,0.255,0.53,0.53,5340.064,5092.848
66,8.075720713938118,3.76,11.59,5.512,1.452,0.625,0.148,0.475,0.575,0.43,0.812,0.468,0.117,0.493,0.209,0.489,0.245,0.493,0.381,200.04,145.206
67,7.795880017344075,5.86,149.998,6.506,3.315,0.939,0.151,0.16,0.391,0.415,2.931,0.303,0.327,0.32,0.352,0.413,0.487,0.322,0.258,4889.896,3858.365
68,7.886056647693163,6.22,203.746,6.601,1.216,0.963,0.147,0.388,0.348,0.342,0.555,0.425,0.071,0.368,0.145,0.328,0.181,0.359,0.297,3447.242,2673.314
70,8.031517051446064,9.84,107.707,9.853,1.639,0.904,0.147,0.121,0.407,0.531,1.57,0.312,0.486,0.322,0.48,0.36,0.611,0.353,0.315,3112.144,2840.957
76,8.040958607678906,1.64,10.717,5.353,1.117,0.624,0.151,0.413,0.388,0.358,0.495,0.209,0.07,0.27,0.152,0.356,0.184,0.386,0.288,156.566,99.477
78,8.337242168318426,4.76,104.769,22.433,3.504,0.802,0.151,0.103,0.044,0.381,2.259,0.013,0.151,0.02,0.236,0.035,0.302,0.176,0.091,11163.05,4850.633
79,7.0762380391713,4.39,19.429,2.929,0.621,0.846,0.162,0.562,0.369,0.293,0.698,0.38,0.209,0.275,0.276,0.384,0.385,0.408,0.319,129.082,100.149
80,9.522878745280336,0.42,255.015,5.926,2.573,0.968,0.154,0.982,0.462,0.434,2.011,0.283,0.208,0.332,0.246,0.43,0.254,0.626,0.487,6334.86,4458.549
81,10.0,1.0,8.507,5.458,0.986,0.569,0.154,0.433,0.37,0.347,0.552,0.222,0.11,0.254,0.163,0.398,0.195,0.383,0.303,120.954,85.484
82,8.958607314841775,0.73,239.097,6.781,2.177,0.964,0.151,0.527,0.433,0.445,1.767,0.488,0.307,0.432,0.307,0.403,0.4,0.468,0.434,5934.036,5276.546
83,8.309803919971486,8.53,9.141,5.642,0.787,0.587,0.154,0.436,0.369,0.297,0.367,0.225,0.064,0.265,0.125,0.34,0.153,0.367,0.234,119.343,70.869
85,7.508638306165727,2.42,204.715,5.394,0.786,0.971,0.159,0.327,0.412,0.303,0.368,0.213,0.066,0.278,0.127,0.342,0.136,0.347,0.163,2347.81,1104.562
86,7.366531544420414,7.39,9.957,5.188,1.62,0.594,0.156,0.442,0.341,0.336,1.329,0.177,0.213,0.234,0.232,0.255,0.291,0.373,0.37,176.602,152.583
87,8.2839966563652,4.55,74.988,8.067,1.762,0.884,0.153,0.083,0.459,0.341,1.754,0.254,0.405,0.494,0.329,0.528,0.184,0.294,0.222,1901.988,539.938
88,8.698970004336019,3.69,8.462,5.351,1.036,0.57,0.153,0.446,0.373,0.343,0.896,0.208,0.246,0.264,0.196,0.301,0.509,0.387,0.267,121.34,75.947
89,8.468521082957745,8.72,301.201,5.307,3.191,0.973,0.153,0.801,0.408,0.479,2.439,0.315,0.244,0.337,0.346,0.378,0.266,0.563,0.425,7986.481,5667.284
90,8.585026652029182,6.17,8.764,5.311,0.899,0.585,0.153,0.451,0.393,0.349,0.513,0.207,0.113,0.269,0.159,0.274,0.235,0.398,0.361,116.046,91.857
91,7.886056647693163,0.41,6.58,5.565,1.1,0.497,0.155,0.431,0.534,0.381,0.506,0.29,0.079,0.392,0.159,0.422,0.189,0.449,0.277,103.518,56.348
92,8.455931955649724,5.95,6.901,5.749,0.826,0.512,0.157,0.478,0.533,0.324,0.352,0.341,0.057,0.352,0.129,0.523,0.132,0.445,0.291,96.392,58.544
93,8.958607314841775,3.38,31.272,4.874,1.362,0.834,0.16,0.039,0.355,0.36,0.686,0.236,0.02,0.258,0.15,0.458,0.194,0.251,0.087,446.765,105.584
94,7.602059991327962,2.0,6.146,4.912,2.073,0.468,0.155,0.48,0.389,0.401,1.622,0.218,0.24,0.281,0.268,0.301,0.422,0.423,0.302,128.83,84.337
95,6.127843727251707,1.48,251.856,4.734,2.261,0.973,0.163,0.774,0.29,0.438,2.31,0.112,0.248,0.122,0.399,0.17,0.31,0.501,0.444,4727.735,3561.079
96,6.6777807052660805,9.14,127.114,40.744,1.916,0.749,0.167,0.221,0.048,0.473,1.291,0.006,0.045,0.014,0.304,0.022,0.322,0.247,0.072,15593.897,3775.13
97,6.806875401645538,2.76,11.411,2.62,0.804,0.769,0.156,0.483,0.414,0.295,0.316,0.275,0.044,0.295,0.109,0.502,0.126,0.397,0.314,80.054,59.696
98,6.91721462968355,4.85,15.768,2.118,1.95,0.795,0.151,0.561,0.373,0.401,1.199,0.276,0.137,0.276,0.222,0.463,0.179,0.445,0.33,153.245,104.693
99,6.920818753952375,9.65,105.137,98.746,5.833,0.501,0.151,0.226,0.175,0.46,5.307,0.051,0.384,0.092,0.451,0.093,0.451,0.287,0.229,72340.599,43506.928
100,7.67778070526608,9.07,8.907,2.432,0.888,0.728,0.163,0.564,0.416,0.281,0.394,0.314,0.056,0.324,0.123,0.521,0.103,0.421,0.285,63.185,39.229
101,7.795880017344075,3.21,56.473,9.322,1.651,0.837,0.155,0.091,0.411,0.531,1.343,0.373,0.354,0.397,0.371,0.453,0.695,0.344,0.288,1571.657,1619.423
102,7.920818753952375,4.94,33.069,26.764,2.6,0.53,0.16,0.055,0.039,0.446,1.89,0.003,0.024,0.01,0.306,0.015,0.48,0.18,0.013,3404.146,296.575
103,7.920818753952375,8.3,13.643,2.714,0.868,0.792,0.157,0.44,0.379,0.285,0.397,0.263,0.057,0.28,0.121,0.41,0.105,0.368,0.256,100.558,67.946
104,7.920818753952375,9.11,8.189,2.465,0.923,0.707,0.164,0.572,0.431,0.322,0.402,0.298,0.06,0.32,0.135,0.484,0.108,0.442,0.294,60.223,36.932
105,8.070581074285707,2.81,16.289,2.111,1.373,0.824,0.155,0.503,0.366,0.339,0.735,0.266,0.094,0.266,0.168,0.445,0.17,0.403,0.298,126.62,86.578
106,8.102372908709558,3.51,10.934,2.504,1.161,0.749,0.159,0.508,0.432,0.341,0.511,0.244,0.059,0.316,0.14,0.517,0.152,0.427,0.291,89.342,57.997
107,8.207608310501746,0.53,9.453,3.148,1.049,0.693,0.16,0.557,0.49,0.326,0.481,0.259,0.065,0.341,0.141,0.547,0.13,0.458,0.358,87.825,58.989
109,8.327902142064282,8.72,16.78,2.739,1.083,0.814,0.151,0.548,0.427,0.355,0.608,0.297,0.106,0.314,0.178,0.455,0.166,0.443,0.314,137.492,91.578
110,8.619788758288394,9.95,194.275,4.28,1.309,0.972,0.154,0.926,0.484,0.442,0.865,0.282,0.193,0.345,0.26,0.396,0.281,0.617,0.471,2380.231,1552.789
113,5.337242168318426,9.29,11.056,1.789,0.524,0.827,0.177,0.577,0.518,0.45,0.249,0.541,0.041,0.325,0.146,0.367,0.178,0.515,0.43,50.236,47.06
114,5.508638306165727,9.65,142.115,7.353,0.581,0.947,0.177,0.405,0.418,0.389,0.47,0.34,0.257,0.36,0.21,0.458,0.281,0.404,0.341,1888.781,1609.253
115,5.537602002101044,5.27,294.336,101.719,0.907,0.741,0.167,0.51,0.179,0.242,1.556,0.039,0.727,0.079,0.287,0.067,0.522,0.31,0.404,57845.534,34464.237
116,5.585026652029182,4.77,18.887,2.261,0.968,0.854,0.165,0.546,0.354,0.192,1.413,0.654,0.141,0.211,0.233,0.253,0.327,0.364,0.383,126.591,107.974
117,5.619788758288394,0.19,18.708,2.765,0.683,0.844,0.163,0.564,0.372,0.335,0.667,0.42,0.172,0.284,0.295,0.399,0.391,0.423,0.318,123.839,92.163
118,5.657577319177793,0.84,231.963,4.118,1.304,0.977,0.177,0.512,0.412,0.404,1.663,0.23,0.451,0.296,0.368,0.193,0.488,0.443,0.35,2745.446,1966.6
119,5.6777807052660805,9.96,10.946,1.773,0.61,0.821,0.177,0.598,0.431,0.391,0.261,1.022,0.032,0.395,0.111,0.471,0.139,0.474,0.509,52.322,52.672
120,5.698970004336019,8.49,51.435,8.055,0.71,0.854,0.172,0.046,0.535,0.285,0.432,0.005,0.078,0.213,0.146,0.903,0.197,0.289,0.03,811.028,143.414
121,5.769551078621726,9.31,147.286,1.675,1.207,0.981,0.174,0.373,0.333,0.332,0.732,0.303,0.1,0.216,0.16,0.344,0.212,0.346,0.227,874.531,624.167
122,5.769551078621726,4.89,11.105,2.032,0.272,0.828,0.177,0.608,0.525,0.395,0.125,0.573,0.033,0.37,0.122,0.559,0.121,0.509,0.326,45.673,34.386
123,5.823908740944319,1.39,41.459,19.868,2.25,0.652,0.159,0.035,0.578,0.351,1.562,0.001,0.139,0.01,0.227,0.062,0.312,0.321,0.116,2878.471,418.489
124,5.958607314841775,3.4,369.015,10.4,1.09,0.97,0.171,0.956,0.562,0.352,0.74,0.35,0.163,0.444,0.186,0.381,0.164,0.623,0.473,8817.392,5737.629
125,6.0,1.56,360.882,2.73,1.125,0.989,0.163,0.888,0.333,0.328,1.273,0.51,0.176,0.193,0.331,0.163,0.449,0.516,0.563,2867.087,2808.629
126,6.0,2.13,220.825,5.623,1.245,0.97,0.162,0.918,0.43,0.423,1.372,0.197,0.409,0.299,0.348,0.232,0.378,0.591,0.502,3297.329,2432.569
127,6.309803919971486,9.5,183.575,3.169,1.529,0.975,0.163,0.744,0.435,0.392,1.832,0.329,0.316,0.321,0.354,0.264,0.398,0.524,0.45,1945.481,1701.428
128,6.366531544420414,4.16,154.19,31.141,8.96,0.794,0.161,0.142,0.051,0.332,8.567,0.095,0.387,0.049,0.365,0.03,0.074,0.175,0.24,49679.805,87304.023
129,6.443697499232712,7.83,176.434,16.231,1.655,0.908,0.158,0.17,0.497,0.329,1.408,0.326,0.178,0.396,0.242,0.368,0.353,0.332,0.264,8116.797,7709.471
130,6.698970004336019,0.31,20.118,2.15,0.817,0.871,0.163,0.557,0.363,0.203,1.046,0.622,0.17,0.238,0.279,0.313,0.309,0.374,0.405,119.876,109.651
131,7.0,6.43,256.045,1.858,1.105,0.989,0.175,0.965,0.35,0.279,1.056,0.746,0.128,0.345,0.302,0.382,0.153,0.531,0.641,1545.441,1748.871
132,5.455931955649724,9.03,7.961,2.691,0.993,0.684,0.164,0.546,0.423,0.311,0.491,0.225,0.072,0.275,0.139,0.464,0.148,0.426,0.303,64.915,40.331
133,5.494850021680094,3.54,8.003,4.141,1.579,0.583,0.158,0.482,0.423,0.429,1.227,0.178,0.265,0.269,0.289,0.36,0.325,0.445,0.348,118.379,76.451
134,5.552841968657781,5.01,139.046,79.483,70.203,0.482,0.169,0.259,0.123,0.096,11.393,0.01,0.002,0.02,0.017,0.034,0.03,0.159,0.159,802552.709,41202.133
135,5.920818753952375,7.15,9.74,2.049,1.737,0.72,0.163,0.552,0.382,0.327,1.084,0.166,0.107,0.218,0.144,0.342,0.225,0.42,0.287,88.621,55.319
136,6.049148541111453,7.01,264.289,203.235,10.081,0.553,0.167,0.531,0.436,0.565,9.851,0.339,0.418,0.42,0.489,0.373,0.353,0.51,0.476,600381.722,582419.333
137,6.142667503568731,3.14,11.589,2.028,1.252,0.779,0.168,0.55,0.331,0.414,0.72,0.153,0.108,0.191,0.189,0.292,0.187,0.432,0.267,84.832,51.424
138,6.1487416512809245,2.97,10.331,2.49,0.678,0.765,0.165,0.579,0.37,0.242,0.248,0.218,0.032,0.258,0.089,0.444,0.103,0.397,0.299,65.339,41.505
139,6.179798540514359,3.45,10.43,2.163,0.659,0.787,0.168,0.555,0.371,0.305,0.369,0.169,0.085,0.231,0.146,0.391,0.143,0.411,0.282,58.965,38.724
140,6.191114132640188,6.35,63.376,11.908,1.571,0.825,0.164,0.069,0.584,0.386,1.173,0.009,0.175,0.539,0.265,0.511,0.434,0.346,0.065,2135.017,392.385
141,6.214670164989233,3.5,10.895,2.119,0.794,0.789,0.172,0.528,0.335,0.329,0.432,0.126,0.079,0.181,0.14,0.284,0.159,0.398,0.345,65.575,47.763
142,6.343901797987168,1.07,10.054,2.374,0.62,0.771,0.167,0.565,0.398,0.252,0.272,0.233,0.048,0.259,0.104,0.485,0.103,0.405,0.276,59.427,38.059
144,6.38933983691012,6.51,9.256,2.304,1.254,0.722,0.165,0.523,0.389,0.214,0.832,0.185,0.093,0.246,0.105,0.383,0.231,0.375,0.278,75.386,48.321
145,6.400116927926312,9.28,245.652,6.27,1.25,0.97,0.161,0.979,0.451,0.323,0.62,0.327,0.074,0.335,0.153,0.288,0.232,0.584,0.474,4032.945,2757.825
147,6.504455662453552,4.81,481.903,97.228,1.022,0.831,0.163,0.822,0.192,0.333,0.469,0.082,0.068,0.103,0.14,0.106,0.208,0.449,0.369,95899.839,50014.948
148,6.552841968657781,2.52,8.66,6.885,1.288,0.514,0.155,0.6,0.389,0.314,1.052,0.274,0.194,0.299,0.227,0.347,0.217,0.434,0.299,173.243,117.527
149,6.628932137728263,9.33,8.527,2.552,1.006,0.706,0.164,0.558,0.382,0.306,0.522,0.214,0.081,0.256,0.15,0.441,0.142,0.415,0.316,66.877,43.963
150,6.82102305270683,9.02,16.92,2.248,0.552,0.858,0.159,0.585,0.382,0.326,0.204,0.202,0.042,0.252,0.114,0.437,0.139,0.431,0.314,89.331,60.561
151,6.920818753952375,3.88,132.741,8.062,0.818,0.937,0.172,0.137,0.555,0.462,0.492,0.357,0.17,0.482,0.249,0.394,0.381,0.385,0.178,2202.48,410.144
152,7.008773924307505,9.99,265.337,5.353,1.486,0.975,0.169,0.567,0.429,0.527,1.027,0.229,0.228,0.272,0.319,0.288,0.384,0.508,0.27,4206.308,2174.391
153,7.1249387366083,8.71,9.578,2.284,0.737,0.76,0.168,0.576,0.346,0.317,0.358,0.185,0.071,0.225,0.139,0.413,0.142,0.413,0.276,59.325,37.199
155,8.337242168318426,0.49,83.47,7.426,0.921,0.909,0.161,0.145,0.534,0.319,0.75,0.514,0.217,0.493,0.237,0.498,0.173,0.333,0.29,1366.077,1189.171
156,8.522878745280337,9.62,141.05,5.105,2.077,0.952,0.16,0.184,0.483,0.422,1.903,0.184,0.341,0.288,0.391,0.384,0.342,0.363,0.256,2667.219,2096.182
158,8.130768280269024,1.99,148.435,13.262,2.341,0.905,0.156,0.283,0.535,0.41,1.809,0.437,0.193,0.452,0.322,0.48,0.262,0.409,0.241,7118.686,3123.283
159,6.110698297493689,9.41,15.499,3.776,0.078,0.801,0.165,0.523,0.426,0.206,0.091,0.215,0.26,0.262,0.158,0.341,0.078,0.385,0.344,83.98,67.802
160,6.958607314841775,7.37,198.756,7.636,1.029,0.958,0.16,0.336,0.536,0.279,1.566,0.539,0.646,0.521,0.283,0.668,0.426,0.384,0.47,3498.417,3633.091
161,7.33161408331,1.48,180.863,10.586,3.564,0.927,0.15,0.19,0.491,0.398,3.675,0.34,0.425,0.395,0.379,0.373,0.389,0.36,0.318,9616.376,8273.531
162,8.537602002101044,5.47,70.585,6.313,2.605,0.888,0.153,0.136,0.377,0.358,1.853,0.213,0.173,0.272,0.241,0.318,0.233,0.29,0.152,1886.46,852.552
163,8.318758762624412,2.93,8.74,5.184,1.743,0.558,0.159,0.556,0.488,0.216,1.247,0.273,0.107,0.317,0.129,0.346,0.088,0.42,0.31,164.23,112.722
164,8.823908740944319,8.81,14.452,5.772,1.499,0.665,0.149,0.5,0.409,0.334,1.43,0.426,0.309,0.39,0.24,0.342,0.319,0.414,0.406,260.451,253.046
165,7.066006836168758,5.0,204.42,11.842,2.397,0.935,0.147,0.63,0.425,0.348,1.394,0.421,0.105,0.411,0.19,0.358,0.195,0.468,0.443,8960.424,6991.588
166,7.335358024443875,1.0,13.112,5.165,1.414,0.666,0.159,0.484,0.427,0.24,1.175,0.316,0.129,0.304,0.154,0.334,0.16,0.383,0.271,208.993,146.981
167,9.30102999566398,3.97,17.646,6.062,1.864,0.69,0.146,0.51,0.458,0.369,1.552,0.439,0.174,0.408,0.214,0.468,0.199,0.446,0.331,376.099,279.778
168,7.542118103266008,9.49,93.748,5.146,3.002,0.92,0.148,0.085,0.449,0.478,2.204,0.337,0.21,0.375,0.3,0.482,0.281,0.337,0.202,2329.362,1380.2
169,7.394694953858891,7.77,71.644,11.013,1.836,0.848,0.156,0.091,0.496,0.198,1.794,0.405,0.2,0.443,0.188,0.545,0.088,0.262,0.203,2474.28,517.823
170,7.52432881167557,3.11,333.138,224.306,8.154,0.589,0.156,0.548,0.394,0.552,7.09,0.26,0.374,0.313,0.442,0.227,0.498,0.498,0.459,689129.91,614695.732
171,6.882728704344236,5.85,10.532,5.557,0.481,0.636,0.16,0.471,0.462,0.202,0.7,0.186,0.343,0.363,0.168,0.354,0.137,0.378,0.397,110.987,89.376
172,8.67778070526608,6.35,13.04,5.021,1.556,0.665,0.152,0.538,0.525,0.243,1.245,0.457,0.129,0.404,0.143,0.457,0.148,0.435,0.32,215.095,151.768
173,9.154901959985745,3.24,165.931,11.952,1.839,0.923,0.157,0.254,0.495,0.381,1.206,0.245,0.142,0.345,0.202,0.451,0.228,0.377,0.225,6138.124,3666.287
