mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,20,21,32,75,76,100,101
1,9.154901959985745,0.46,231.505,4.0,1.745,0.976,0.156,0.707,0.421,0.328,0.313,0.073,0.148,0.435,0.158,0.485,0.36
2,9.30102999566398,2.13,229.415,6.565,1.926,0.964,0.156,0.797,0.423,0.467,0.465,0.142,0.243,0.449,0.267,0.563,0.445
3,6.214670164989233,6.13,217.47,169.254,2.788,0.558,0.151,0.836,0.317,0.394,0.209,0.15,0.236,0.213,0.291,0.516,0.377
4,7.920818753952375,5.91,11.228,3.381,2.29,0.664,0.151,0.492,0.477,0.379,0.266,0.234,0.261,0.416,0.385,0.449,0.348
6,7.823908740944319,6.19,15.021,2.594,1.14,0.801,0.156,0.519,0.342,0.359,0.202,0.075,0.151,0.3,0.171,0.407,0.277
7,7.207608310501746,8.47,13.485,2.521,1.681,0.762,0.159,0.551,0.47,0.37,0.243,0.163,0.215,0.442,0.232,0.464,0.315
8,8.619788758288394,1.19,12.913,2.649,1.616,0.752,0.153,0.501,0.422,0.375,0.249,0.13,0.205,0.412,0.214,0.433,0.316
9,7.341988603342887,0.15,7.48,2.8,0.832,0.673,0.165,0.585,0.429,0.276,0.281,0.048,0.112,0.477,0.102,0.43,0.285
10,8.698970004336019,2.44,12.401,2.821,1.586,0.738,0.155,0.525,0.467,0.403,0.241,0.201,0.248,0.352,0.309,0.465,0.37
12,7.744727494896693,0.43,82.395,12.606,1.206,0.856,0.154,0.113,0.469,0.465,0.566,0.207,0.266,0.777,0.31,0.349,0.291
13,7.552841968657781,0.83,298.806,144.746,1.733,0.671,0.153,0.662,0.317,0.448,0.22,0.204,0.288,0.147,0.365,0.476,0.447
14,8.017728766960431,7.54,171.289,137.919,2.164,0.55,0.153,0.344,0.161,0.364,0.266,0.155,0.236,0.075,0.341,0.29,0.245
15,8.920818753952375,6.59,240.765,4.407,0.884,0.978,0.159,0.449,0.414,0.315,0.3,0.091,0.147,0.386,0.19,0.393,0.304
16,7.301029995663981,6.67,182.908,2.551,1.032,0.981,0.159,0.454,0.391,0.277,0.279,0.068,0.129,0.515,0.131,0.374,0.201
17,8.537602002101044,0.12,10.544,2.842,1.052,0.73,0.159,0.517,0.367,0.305,0.201,0.099,0.145,0.259,0.177,0.397,0.363
19,7.494850021680094,1.72,23.533,8.247,2.297,0.691,0.153,0.036,0.509,0.496,0.007,0.004,0.126,0.115,0.194,0.347,0.018
20,7.657577319177793,2.5,17.283,3.121,1.179,0.801,0.147,0.553,0.504,0.38,0.274,0.125,0.192,0.521,0.193,0.479,0.332
21,7.958607314841775,9.56,17.717,2.479,1.601,0.813,0.149,0.569,0.43,0.46,0.251,0.157,0.236,0.435,0.214,0.487,0.336
22,7.017728766960431,3.1,223.666,3.851,1.079,0.978,0.162,0.58,0.471,0.416,0.507,0.096,0.192,0.622,0.202,0.489,0.441
23,8.080921907623926,5.66,385.066,167.265,5.139,0.691,0.153,0.787,0.367,0.466,0.33,0.348,0.361,0.259,0.357,0.54,0.503
24,8.769551078621726,5.25,215.645,3.698,1.801,0.975,0.156,0.727,0.406,0.417,0.195,0.156,0.248,0.391,0.347,0.517,0.336
25,7.481486060122112,8.9,302.648,5.099,1.467,0.979,0.156,0.594,0.389,0.427,0.643,0.118,0.207,0.889,0.184,0.47,0.455
27,7.958607314841775,4.63,14.261,3.13,1.21,0.767,0.153,0.547,0.408,0.339,0.241,0.089,0.162,0.405,0.159,0.431,0.319
28,8.031517051446064,8.98,239.484,4.528,1.282,0.976,0.153,0.854,0.415,0.408,0.184,0.182,0.26,0.303,0.236,0.559,0.468
30,8.229147988357855,5.55,151.905,2.938,1.162,0.974,0.151,0.418,0.33,0.433,0.234,0.229,0.271,0.318,0.267,0.393,0.305
31,8.568636235841012,0.8,12.974,2.323,1.191,0.787,0.156,0.522,0.373,0.315,0.206,0.062,0.14,0.466,0.149,0.404,0.338
32,8.022276394711152,2.22,15.246,2.432,0.76,0.827,0.156,0.463,0.368,0.295,0.217,0.08,0.132,0.393,0.115,0.375,0.262
33,7.886056647693163,6.74,12.1,3.746,0.794,0.727,0.154,0.547,0.467,0.291,0.246,0.049,0.117,0.431,0.126,0.435,0.32
34,8.494850021680094,7.52,11.132,3.738,0.654,0.717,0.16,0.496,0.471,0.252,0.259,0.039,0.097,0.402,0.098,0.406,0.278
35,7.045757490560675,3.21,223.608,5.475,3.358,0.962,0.16,0.395,0.454,0.4,0.383,0.209,0.266,0.403,0.286,0.416,0.284
36,8.585026652029182,0.52,14.866,3.29,0.808,0.784,0.155,0.431,0.335,0.253,0.181,0.047,0.107,0.309,0.107,0.34,0.233
37,8.214670164989233,9.19,129.397,3.901,1.302,0.961,0.155,0.29,0.288,0.409,0.266,0.158,0.237,0.228,0.296,0.329,0.314
38,8.346787486224656,6.59,123.296,8.414,0.972,0.929,0.154,0.187,0.454,0.357,0.516,0.069,0.158,0.528,0.242,0.333,0.279
39,8.823908740944319,9.19,11.17,4.05,1.084,0.685,0.153,0.485,0.362,0.362,0.266,0.12,0.19,0.342,0.175,0.403,0.338
