mol_id,PKI,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,5.823908740944319,2.0,0.2896142,7.114,3.627,1.047,0.472501,5.3290841,64.855667,101.554443,77.998421
2,6.045757490560675,6.0,0.2692686,6.95,4.53,1.04,0.518918,4.65459454,49.703773,104.123688,91.410568
3,6.1938200260161125,2.0,0.2285853,7.118,2.478,1.037,0.505486,3.21331591,38.541397,104.750961,46.84164
4,5.522878745280337,5.0,0.2172482,7.729,3.891,1.067,0.510519,5.54578476,50.049103,85.928123,118.770401
5,5.522878745280337,6.0,0.2528237,7.235,3.728,1.06,0.50801,6.48820138,52.004978,103.509308,56.060768
6,5.522878745280337,8.0,0.2063909,7.401,4.496,1.041,0.557539,6.60720111,93.620453,117.730339,86.762115
7,5.552841968657781,7.0,0.1700112,6.842,3.29,1.038,0.501295,2.90613273,55.240074,71.052109,40.866035
9,5.619788758288394,5.0,0.238601,7.494,3.291,1.055,0.554244,4.47047498,61.072144,111.957932,59.898293
10,5.180456064458132,5.0,0.1886944,6.565,4.63,1.044,0.496815,2.44902353,48.837719,88.931374,82.715988
11,6.3979400086720375,5.0,0.297929,5.762,2.947,1.047,0.371329,2.65611154,52.206619,101.839813,40.295883
12,5.6020599913279625,7.0,0.3010345,7.672,4.069,1.041,0.521512,6.73731032,60.387535,129.748901,110.40033
13,5.0,4.0,0.2271132,6.864,4.205,1.032,0.500302,5.67624348,39.789963,87.049713,84.65461
14,5.102372908709558,5.0,0.3074175,6.311,5.14,1.021,0.437526,1.73146356,54.234825,86.31559,132.613083
15,5.795880017344075,5.0,0.2077857,7.053,4.036,1.026,0.508622,3.764379,58.728642,92.115181,78.710449
16,5.102372908709558,6.0,0.2461504,6.939,4.002,1.046,0.511432,4.04239627,44.773598,109.359344,57.265884
17,6.795880017344075,4.0,0.2263436,6.761,4.136,1.032,0.570908,5.37409381,44.953033,96.190689,103.803688
18,7.0,4.0,0.2359551,7.471,4.07,1.022,0.608327,4.52592994,64.922401,119.466736,67.847885
19,5.6020599913279625,7.0,0.2524606,7.349,3.936,1.021,0.521071,2.54126865,76.266106,139.282578,84.697609
20,6.301029995663981,7.0,0.1351773,7.331,3.901,1.024,0.632307,5.33705847,55.179443,116.469711,82.231903
21,6.301029995663981,6.0,0.1927981,7.65,4.002,1.029,0.673338,3.65565269,52.166492,119.439102,83.279984
22,5.102372908709558,5.0,0.4834505,6.441,4.138,1.017,0.419704,0.455557315,58.599854,114.174408,73.536705
24,5.795880017344075,7.0,0.1884163,6.455,4.002,1.031,0.473439,5.83430591,57.797966,104.927856,95.643127
25,6.301029995663981,6.0,0.2464146,7.505,4.069,1.061,0.598283,3.08771466,60.420986,114.837326,97.94783
26,5.3979400086720375,4.0,0.2316401,7.353,3.968,1.038,0.532174,5.64900909,74.197998,129.186874,104.373642
27,6.102372908709558,3.0,0.2035244,7.283,4.07,1.021,0.509191,4.78474617,66.224564,69.889351,79.944656
28,5.301029995663981,5.0,0.2098691,7.909,4.205,1.017,0.615139,3.82453398,102.566689,157.888763,81.023048
29,5.520856752021387,1.0,0.4755234,6.418,3.661,1.019,0.372038,4.27535045,67.837891,128.056335,113.547562
30,7.031517051446065,4.0,0.2943295,9.118,3.729,1.125,0.5402,12.3672076,91.990395,164.259369,123.354713
31,6.366531544420414,2.0,0.254798,7.538,4.586,1.076,0.457636,6.29930173,73.28421,1017.103149,242.891785
32,6.0,8.0,0.3410039,9.508,5.597,1.059,0.551552,5.28994979,83.455566,1069.233398,199.384323
33,6.0,7.0,0.2274927,9.125,4.386,1.051,0.518312,5.77433815,86.125977,1076.44104,223.793976
34,7.721246399047171,4.0,0.2621436,8.863,3.397,1.12,0.577869,9.39809893,101.411377,248.874619,160.261398
35,6.795880017344075,7.0,0.3893952,8.072,5.252,1.03,0.499006,4.04976708,96.762512,149.192535,214.986893
36,6.0,3.0,0.1834966,9.38,5.089,1.026,0.642056,1.86819116,192.929214,323.590271,159.154587
38,5.2441251443275085,4.0,0.2199843,7.265,3.047,1.035,0.456255,4.27866374,47.254791,83.295525,107.648773
39,6.3979400086720375,3.0,0.3417017,8.018,3.013,1.018,0.503813,2.88674139,96.002983,97.759056,154.531281
40,5.698970004336019,3.0,0.3656962,7.588,2.947,1.017,0.508649,3.79127676,65.839447,114.645515,127.737991
41,6.154901959985743,4.0,0.2509656,8.223,5.156,1.043,0.521218,5.66267156,65.368797,135.55957,140.734039
42,5.508638306165727,4.0,0.188597,7.877,3.64,1.06,0.52813,5.8350484,34.954807,147.132095,111.918938
43,5.522878745280337,5.0,0.2796636,8.226,5.057,1.011,0.531081,3.67842002,49.620274,115.789108,97.523987
44,6.102372908709558,6.0,0.2194791,7.839,3.844,1.051,0.502173,5.48789997,74.551651,153.370209,175.130402
45,6.721246399047171,6.0,0.2684099,9.093,3.877,1.054,0.582935,5.22428589,64.76796,173.299194,102.963188
46,8.102372908709558,4.0,0.4569857,6.936,4.474,1.043,0.404079,6.90864971,35.271294,147.743652,99.862991
47,5.040958607678906,6.0,0.2337346,6.886,3.872,1.043,0.520883,5.48706592,83.340027,88.311646,73.136887
48,5.42021640338319,4.0,0.2202574,7.154,4.382,1.018,0.588344,3.84594194,57.541653,85.246155,89.373352
49,5.580044251510242,7.0,0.209638,6.646,3.93,1.037,0.588861,4.18835482,50.215073,112.739471,86.333969
50,8.522878745280337,4.0,0.1644845,8.199,4.662,1.072,0.606685,8.09820962,62.817314,138.138229,94.04821
51,5.329754146925876,4.0,0.2376429,6.846,3.817,1.017,0.570404,1.78333992,60.676453,132.406845,106.070953
52,6.8297382846050425,5.0,0.2293444,7.882,4.266,1.033,0.634725,5.12454477,49.768734,154.640762,76.114151
53,6.1938200260161125,8.0,0.2583839,7.853,4.635,1.037,0.566025,6.12070232,96.335251,131.269867,106.11145
55,5.978810700930062,6.0,0.2215643,6.919,3.884,1.025,0.593072,1.25461111,55.532135,124.970985,106.062256
56,5.510041520575165,6.0,0.2241662,7.075,4.842,1.018,0.522548,5.75513839,57.152836,111.025154,90.622078
57,7.886056647693163,5.0,0.2197285,8.156,4.869,1.034,0.579073,4.79529798,50.055305,130.14389,83.153229
58,6.764471553092451,7.0,0.3576791,8.209,5.305,1.048,0.487151,3.6057418,79.822922,164.86618,133.036682
59,5.441291429466834,7.0,0.2035784,7.039,4.786,1.049,0.596449,2.11843513,51.873611,82.068451,109.326866
60,5.429457060118103,2.0,0.1893055,6.406,1.406,1.012,0.545409,3.07805545,21.96409,110.47702,50.091766
61,6.3979400086720375,4.0,0.279958,8.878,4.366,1.041,0.578622,4.96484059,60.137379,157.003693,100.999329
62,5.5003129173815966,7.0,0.3306085,7.57,4.842,1.032,0.611858,4.43644051,60.477211,104.430298,85.554642
63,6.0655015487564325,5.0,0.2991969,8.271,4.5,1.037,0.603533,8.34817546,83.378059,181.992477,86.950439
64,7.795880017344075,6.0,0.1956094,8.377,5.171,1.044,0.603652,6.87803162,99.185768,167.366119,90.095963
65,5.480172006224281,5.0,0.3848968,6.914,3.75,1.013,0.422261,1.9823404,42.161114,161.956635,78.835449
66,7.698970004336019,7.0,0.465467,7.203,4.131,1.038,0.427551,4.48827989,58.82275,130.976593,55.585564
67,5.896196279044043,5.0,0.3991631,6.65,3.918,1.011,0.420271,1.71380439,48.345032,144.987503,55.640717
68,6.832682665251824,6.0,0.2629043,7.455,4.634,1.044,0.610705,5.38188779,58.590286,127.842262,110.234207
69,5.610833915635467,6.0,0.1664049,7.478,3.918,1.014,0.605922,3.46452881,43.070496,164.027618,112.375084
70,5.207608310501746,4.0,0.2190641,9.181,3.943,1.062,0.587697,5.34075938,46.060143,193.899673,159.522156
71,5.3979400086720375,6.0,0.3341503,9.33,4.921,1.022,0.606263,4.16995465,82.517883,150.203766,202.20282
73,5.301029995663981,3.0,0.4358299,8.029,3.935,1.081,0.460347,8.60324902,67.518524,143.354141,144.837646
74,5.958607314841775,6.0,0.2781297,8.748,4.357,1.065,0.57882,6.47207732,54.332863,168.534134,140.644348
75,5.522878745280337,5.0,0.4459568,6.559,3.641,1.024,0.398165,5.28796185,67.480003,147.166367,94.188263
76,5.537602002101044,5.0,0.3587208,6.382,3.642,1.013,0.37755,2.57918482,80.655716,128.936188,79.156258
77,5.522878745280337,7.0,0.3098833,8.454,3.911,1.013,0.695337,2.62190969,78.459557,127.208618,111.925056
78,5.522878745280337,6.0,0.2202775,8.318,3.912,1.029,0.573023,5.02580022,56.569489,122.335297,102.721542
80,8.045757490560675,2.0,0.3946664,6.57,5.081,1.039,0.396481,3.95225917,77.27594,116.803009,121.696259
81,8.190440285364732,7.0,0.326669,7.251,4.595,1.051,0.50101,5.10334399,71.160553,97.509758,79.099693
82,7.920818753952375,5.0,0.4129329,6.679,4.005,1.06,0.407093,6.58990436,59.610977,94.461723,108.248833
83,7.939302159646388,4.0,0.2400976,7.236,4.656,1.073,0.507399,5.79285392,61.550369,139.550705,88.073044
86,7.698970004336019,3.0,0.1887818,7.413,3.578,1.047,0.606686,6.80842341,53.792038,89.212997,84.337219
88,6.376750709602099,4.0,0.2559975,6.692,4.201,1.044,0.538043,5.68930074,64.947174,80.128708,102.268311
89,7.522878745280337,5.0,0.2692451,6.961,3.537,1.044,0.556469,6.78944417,46.110901,178.404083,103.974091
90,8.0,4.0,0.2207249,6.32,4.135,1.035,0.466606,2.81127756,48.742809,105.935974,76.919426
91,7.045757490560675,4.0,0.1429581,7.272,3.89,1.04,0.654267,4.5598752,99.554092,116.938919,63.601181
92,7.221848749616356,2.0,0.1590702,6.95,3.464,1.038,0.577001,6.04985155,38.102486,112.995232,69.739159
93,5.229147988357856,4.0,0.2008166,6.375,3.499,1.038,0.546078,4.86728539,54.734863,61.541878,78.586945
94,7.522878745280337,6.0,0.2476125,6.945,4.065,1.034,0.53926,6.15874308,52.930473,100.760895,115.740723
95,5.721246399047171,4.0,0.1505225,6.846,3.752,1.041,0.567489,3.72443932,57.111477,79.830139,77.947136
100,4.721246399047171,3.0,0.2430808,6.917,3.08,1.023,0.58257,1.84575376,44.223625,91.871017,51.541565
101,5.721246399047171,4.0,0.2748468,6.466,3.549,1.019,0.441893,3.24293382,20.708277,152.142242,180.673599
103,6.214670164989233,6.0,0.2816909,7.316,4.749,1.031,0.604379,5.08680584,62.351692,116.614578,87.288635
104,8.0,6.0,0.25124,7.388,5.018,1.048,0.579085,5.64771364,28.661306,72.497116,85.50592
105,7.096910013008056,7.0,0.1884474,7.731,4.95,1.042,0.591026,3.96210093,65.649742,120.883942,103.207108
106,6.614393726401688,9.0,0.1735997,7.779,5.286,1.026,0.679533,4.56998942,57.27779,105.907761,89.832451
107,6.431798275933005,7.0,0.235529,7.849,5.08,1.06,0.661483,6.74176047,92.142532,149.233551,96.918991
108,6.494850021680094,5.0,0.3186159,7.451,4.413,1.051,0.46969,6.63343479,74.727188,120.065536,103.475204
109,7.096910013008056,8.0,0.1408952,8.297,4.649,1.033,0.580196,3.14548773,61.39576,141.554718,88.947937
110,6.376750709602099,7.0,0.3755938,5.884,4.214,1.043,0.358326,3.97553865,38.373482,108.355087,102.116264
112,5.037630664329979,8.0,0.2467528,7.699,5.322,1.03,0.510475,3.13631208,48.103466,146.596832,66.4608
113,5.476253533188435,4.0,0.3125869,8.284,4.452,1.016,0.529089,3.74497101,50.948944,104.035995,98.813133
114,5.671620396561262,5.0,0.1762846,8.854,4.533,1.047,0.649772,5.68422726,63.942421,175.54425,107.313583
115,5.111259039317107,5.0,0.3054913,7.463,4.096,1.058,0.448116,7.29626795,53.44738,154.255646,113.658905
116,7.501689446210399,6.0,0.2946872,6.913,3.662,1.098,0.539307,5.42235641,64.296654,124.146118,50.624077
117,5.698970004336019,7.0,0.2441315,6.816,3.426,1.128,0.489631,9.50215947,57.291061,88.029289,68.325096
118,6.301029995663981,2.0,0.2208511,6.924,3.56,1.046,0.494793,2.63606605,39.27594,94.836227,54.45507
119,6.0,5.0,0.2743614,7.039,3.525,1.061,0.487335,5.21799983,24.824112,66.40464,70.555382
120,5.361510743045363,7.0,0.14846,7.842,4.432,1.049,0.663472,5.46750876,56.118481,89.719925,82.568024
121,5.3979400086720375,6.0,0.3399587,6.843,4.131,1.017,0.440102,1.80020778,72.73732,116.756653,105.660797
122,6.214670164989233,10.0,0.3137645,8.078,4.904,1.038,0.601407,8.65375948,67.380768,122.791359,124.419083
123,5.276544327964814,6.0,0.3829259,7.422,4.164,1.044,0.470303,1.73466311,77.469757,146.937668,126.671097
124,5.251811972993799,5.0,0.1744522,8.08,4.87,1.045,0.66776,5.91844529,70.131546,149.574417,84.936829
125,6.301029995663981,5.0,0.3105805,8.444,4.736,1.035,0.569997,5.37231717,69.844849,163.281647,133.509735
126,5.309803919971486,8.0,0.5305161,7.843,4.466,1.044,0.444784,3.01963851,120.089821,111.856552,124.0317
127,5.651695136951839,6.0,0.3147378,7.91,4.453,1.016,0.53222,3.99685924,71.910179,138.820374,83.12236
128,6.013228265733755,5.0,0.2977915,7.498,2.98,1.012,0.474337,5.32112239,82.798279,68.274254,119.429756
129,7.522878745280337,3.0,0.1740782,8.476,4.145,1.046,0.646192,8.4454493,90.211708,127.165512,110.151657
130,7.397940008672037,6.0,0.1827044,8.711,6.186,1.026,0.658808,6.00527306,89.915955,125.495773,206.441742
131,6.6777807052660805,10.0,0.1650779,8.602,6.254,1.033,0.604804,4.70509143,85.29245,133.847168,88.511879
132,7.397940008672037,5.0,0.2065087,8.581,4.078,1.009,0.602924,1.98609893,88.431297,157.827606,124.305939
134,6.958607314841775,7.0,0.3092626,8.327,6.052,1.024,0.544015,5.1541384,149.972168,122.99688,146.683167
135,7.221848749616356,4.0,0.2572146,9.593,2.913,1.024,0.630265,4.24481325,107.999184,115.164856,98.808418
136,7.154901959985743,5.0,0.2192402,8.861,2.98,1.027,0.617087,4.64202725,71.589241,86.990654,84.544609
137,7.154901959985743,4.0,0.1909879,8.18,4.051,1.019,0.634515,4.44082035,61.822586,120.366135,115.186813
139,6.251811972993799,4.0,0.2232483,8.15,2.98,1.041,0.605841,7.05289894,74.216187,123.564087,157.262695
140,7.522878745280337,5.0,0.2228036,9.175,5.19,1.012,0.627227,4.41139085,86.603371,144.060135,167.687775
142,6.309803919971486,7.0,0.2393058,9.489,5.1,1.012,0.621956,1.40991212,86.008018,136.949844,137.432632
143,6.455931955649724,7.0,0.2047934,8.459,5.156,1.02,0.550951,1.99476275,58.016453,131.516159,128.796021
144,6.795880017344075,2.0,0.3277363,7.977,2.827,1.04,0.532652,4.08367265,89.11174,96.315781,89.585205
145,6.267606240177032,4.0,0.2984593,8.218,2.545,1.031,0.546378,4.10813779,76.398697,117.378403,120.523056
146,7.522878745280337,4.0,0.3491035,8.467,3.195,1.031,0.550782,5.3334738,84.624931,100.536102,84.96225
147,7.154901959985743,5.0,0.2310441,8.279,3.047,1.022,0.597995,3.58566299,98.564079,151.880005,123.698898
148,8.0,3.0,0.2846785,8.526,3.013,1.023,0.56984,5.25251202,84.674278,97.417473,77.164902
149,6.251811972993799,6.0,0.3163017,7.437,2.846,1.011,0.507905,2.34930742,80.213058,98.527275,105.77227
150,7.301029995663981,3.0,0.2036513,9.261,2.913,1.02,0.666163,4.33617967,100.932541,127.008743,202.686752
151,6.958607314841775,5.0,0.1650786,8.34,2.98,1.022,0.646348,4.0463078,114.676483,133.586609,143.510513
155,6.585026652029182,6.0,0.1924566,6.835,4.507,1.067,0.40905,7.91156463,95.633072,117.701591,120.958145
156,6.508638306165727,8.0,0.395275,7.063,4.339,1.044,0.410488,5.81638197,71.352921,95.655022,98.881577
158,7.045757490560675,6.0,0.2724075,7.193,4.27,1.043,0.414372,6.56818653,60.377827,123.447487,95.706924
159,5.586700235918748,3.0,0.3884882,7.691,4.238,1.041,0.473244,5.17280799,65.098892,168.150894,115.977234
160,7.522878745280337,6.0,0.2469934,7.078,4.035,1.038,0.417908,5.23955215,72.283241,994.108276,103.059258
