mol_id,PKI,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,5.823908740944319,3.0,0.2302427,7.102,3.694,1.044,0.511645,3.91317139,85.796188,142.08699,49.496948
2,6.045757490560675,4.0,0.2201352,6.82,4.563,1.035,0.518223,5.63643756,46.744255,98.627808,96.138947
3,6.1938200260161125,2.0,0.2211544,6.461,2.478,1.044,0.511598,4.54403677,46.433228,97.640259,59.522816
4,5.522878745280337,3.0,0.2098407,7.405,4.083,1.064,0.5586,8.03857339,53.89996,92.058731,58.391869
5,5.522878745280337,5.0,0.2462016,7.019,3.827,1.063,0.532562,2.8780179,54.026527,103.814667,83.927811
6,5.522878745280337,6.0,0.1919317,7.668,4.531,1.046,0.57037,5.32983364,83.080078,133.157211,109.204391
7,5.552841968657781,5.0,0.2336927,6.286,3.426,1.038,0.50887,3.5555154,40.713139,91.603333,65.171814
9,5.619788758288394,4.0,0.2061191,7.281,3.391,1.049,0.519811,7.21206693,54.675652,130.333801,57.503578
10,5.180456064458132,5.0,0.2238958,6.81,4.43,1.051,0.516679,6.62369281,47.346928,103.657898,44.82766
11,6.3979400086720375,4.0,0.2320724,6.683,2.947,1.049,0.495115,4.88756083,85.950165,100.805305,101.01123
12,5.6020599913279625,8.0,0.3240141,7.024,4.103,1.04,0.478469,4.99274446,58.375854,133.515945,85.608742
13,5.0,6.0,0.3124797,6.217,3.834,1.029,0.418225,3.28756905,73.735779,88.881592,95.657265
14,5.102372908709558,4.0,0.2301685,7.488,5.142,1.02,0.611121,2.09706097,48.413784,123.405197,126.728928
15,5.795880017344075,7.0,0.3698534,5.941,3.969,1.024,0.388052,3.4400547,39.67522,99.292267,103.233246
16,5.102372908709558,8.0,0.1779459,6.665,4.104,1.029,0.547274,2.0432758,53.896889,77.447433,86.228561
17,6.795880017344075,6.0,0.2266409,7.16,4.103,1.037,0.592363,6.58019029,71.260452,132.062836,86.82518
18,7.0,9.0,0.3099351,7.654,3.936,1.038,0.522503,4.39235978,52.906487,93.584816,106.170761
19,5.6020599913279625,6.0,0.2097659,7.165,3.901,1.021,0.578242,4.53979233,66.610359,125.276611,75.173004
20,6.301029995663981,4.0,0.3648342,7.33,3.969,1.023,0.47042,4.78086219,60.227608,94.734306,59.170349
21,6.301029995663981,4.0,0.156312,7.493,4.036,1.029,0.663656,4.93382638,118.525681,96.189468,109.110611
22,5.102372908709558,5.0,0.2774459,7.453,3.968,1.021,0.524574,2.64655921,57.110504,108.41317,84.237686
24,5.795880017344075,6.0,0.2178788,7.042,3.934,1.025,0.487265,2.06234946,41.112949,112.777573,78.150154
25,6.301029995663981,6.0,0.2973085,7.642,4.136,1.039,0.581183,3.47475077,37.245773,107.712967,94.892418
