mol_id,PKI,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,5.823908740944319,3.0,0.279743,6.784,3.29,1.037,0.502414,2.41015962,63.347626,147.7966,48.343258
2,6.045757490560675,7.0,0.1946839,7.124,4.529,1.038,0.545787,3.28547209,60.849007,79.573471,91.342529
3,6.1938200260161125,2.0,0.2093853,6.797,2.478,1.04,0.490315,5.27348811,49.307472,131.401505,50.720718
4,5.522878745280337,7.0,0.2799423,7.282,4.15,1.067,0.544212,6.19489122,44.909496,100.863739,88.203545
5,5.522878745280337,4.0,0.1696645,6.984,3.961,1.067,0.535464,5.96642418,41.6129,89.685356,65.273804
6,5.522878745280337,8.0,0.2731796,7.59,4.429,1.043,0.514724,5.57634972,42.474194,93.282242,110.062981
7,5.552841968657781,3.0,0.204323,6.48,3.425,1.035,0.524957,3.04014542,69.55632,98.399109,62.369713
9,5.619788758288394,5.0,0.2911082,7.199,3.428,1.052,0.519123,5.05874473,66.57695,106.527184,70.350418
10,5.180456064458132,5.0,0.1910988,6.703,4.53,1.049,0.505414,5.95369073,61.528542,77.46489,55.395515
11,6.3979400086720375,4.0,0.2971413,6.55,3.147,1.047,0.400128,3.75842249,81.021637,104.379738,84.342865
12,5.6020599913279625,5.0,0.3120424,7.325,4.372,1.041,0.514312,5.35091425,57.825291,154.655823,113.259407
13,5.0,6.0,0.2980733,6.972,4.071,1.036,0.442794,6.03180032,40.158569,109.463013,84.888817
14,5.102372908709558,5.0,0.287733,7.373,5.041,1.021,0.629172,0.880968836,62.425392,100.516853,128.917908
15,5.795880017344075,6.0,0.22842,7.312,4.138,1.026,0.51277,6.40434303,66.026657,91.840294,68.741104
16,5.102372908709558,6.0,0.3147699,7.295,4.035,1.042,0.473118,2.02891934,84.700928,95.802956,71.703323
17,6.795880017344075,5.0,0.4112626,6.494,3.869,1.033,0.418497,4.72519879,51.359901,105.724785,80.065659
18,7.0,6.0,0.2581629,7.932,4.103,1.027,0.574629,5.54463377,55.462875,79.551033,87.083916
19,5.6020599913279625,5.0,0.323507,6.786,4.002,1.02,0.430766,3.86291656,54.796623,95.44117,92.690796
20,6.301029995663981,4.0,0.239907,7.242,4.035,1.024,0.625392,4.6135528,41.236656,115.371658,70.853119
21,6.301029995663981,7.0,0.2021308,7.597,3.903,1.029,0.663789,5.24379156,55.190834,106.724304,80.438004
22,5.102372908709558,3.0,0.2129165,7.339,4.002,1.021,0.576754,4.24583436,52.50922,150.232788,96.984512
24,5.795880017344075,7.0,0.2843404,6.992,3.969,1.03,0.475238,3.06181717,66.163269,119.487396,90.054626
25,6.301029995663981,4.0,0.2399531,7.726,4.339,1.053,0.613715,1.05583869,65.582497,79.788605,86.330292
26,5.3979400086720375,8.0,0.2763802,6.832,4.035,1.037,0.479592,5.70549668,45.580956,110.812637,113.32972
27,6.102372908709558,6.0,0.2895229,7.653,4.07,1.028,0.654985,5.86264792,47.88279,92.836609,76.460281
28,5.301029995663981,5.0,0.2585917,7.953,4.104,1.016,0.497283,4.26897282,69.534515,118.392914,106.667122
29,5.520856752021387,2.0,0.2690142,8.31,4.028,1.019,0.565049,3.82711669,72.002167,117.949905,77.595184
30,7.031517051446065,6.0,0.32041,9.432,3.899,1.136,0.594284,9.19584062,85.136002,138.129898,172.410309
31,6.366531544420414,7.0,0.2467159,8.087,4.892,1.089,0.500149,5.69084479,118.827972,1045.665405,190.914948
32,6.0,8.0,0.3213171,9.363,5.121,1.06,0.502929,6.57911409,67.971825,1036.527344,203.936127
33,6.0,6.0,0.2318409,8.937,4.892,1.053,0.548767,7.86347312,112.703896,1086.89209,234.644226
34,7.721246399047171,6.0,0.4268886,9.563,3.465,1.133,0.604252,11.6274865,102.605217,164.779434,163.149948
35,6.795880017344075,4.0,0.4525463,8.672,5.759,1.029,0.513789,7.54287203,85.102524,177.322266,221.566162
36,6.0,6.0,0.2401265,9.094,5.19,1.023,0.595792,3.87912051,97.482613,284.693665,144.483047
38,5.2441251443275085,3.0,0.2072846,7.788,2.98,1.034,0.563595,3.51163738,79.012985,66.805222,128.471588
39,6.3979400086720375,4.0,0.2714571,7.977,2.947,1.019,0.536705,5.08417092,55.799278,78.670898,117.812408
40,5.698970004336019,2.0,0.293798,8.562,3.013,1.017,0.56583,3.78121673,50.184204,81.729851,116.588898
41,6.154901959985743,8.0,0.2040277,8.404,5.123,1.045,0.539833,6.56184638,79.64032,136.222595,178.924316
42,5.508638306165727,4.0,0.1813784,8.722,3.739,1.059,0.557681,7.15280045,80.514648,196.547607,111.384056
43,5.522878745280337,10.0,0.3197457,7.794,4.921,1.013,0.527224,2.50646884,70.074951,142.921814,108.809082
44,6.102372908709558,5.0,0.1172069,7.802,3.707,1.052,0.511667,6.49840088,59.447273,124.356293,169.335922
45,6.721246399047171,5.0,0.2697843,8.749,3.64,1.055,0.579137,5.74264429,75.670212,132.572617,110.118713
46,8.102372908709558,5.0,0.2400901,8.233,4.273,1.053,0.597198,5.722321,76.215408,169.744415,70.036385
47,5.040958607678906,4.0,0.0842491,6.845,4.001,1.044,0.554473,4.50781457,52.844341,71.985786,112.633194
48,5.42021640338319,7.0,0.2735478,6.707,4.046,1.017,0.509094,3.10498157,40.210686,84.015266,72.758499
49,5.580044251510242,6.0,0.2274939,7.052,4.199,1.035,0.608206,3.36424522,60.571854,96.017265,106.302521
50,8.522878745280337,2.0,0.2517611,7.465,4.628,1.077,0.520535,8.11671077,57.256348,128.571472,109.161064
51,5.329754146925876,4.0,0.2044596,7.082,3.951,1.016,0.584249,1.63728129,42.279552,119.685089,100.986565
52,6.8297382846050425,2.0,0.3170851,7.935,4.466,1.04,0.591921,7.03657084,69.671341,197.781525,107.567184
53,6.1938200260161125,4.0,0.2020196,8.949,4.501,1.041,0.711778,4.27315211,78.341385,188.282013,97.240974
55,5.978810700930062,5.0,0.3223553,6.981,3.884,1.024,0.457957,4.4998915,62.95475,93.179359,91.687897
56,5.510041520575165,5.0,0.208334,7.08,4.54,1.017,0.576752,3.14954109,46.403435,135.157562,101.91819
57,7.886056647693163,5.0,0.2129721,8.527,4.97,1.04,0.590197,4.82051764,48.274124,115.556305,97.608971
58,6.764471553092451,8.0,0.3066977,9.01,5.103,1.048,0.58087,6.41028937,54.376518,123.159492,147.248627
59,5.441291429466834,9.0,0.1821264,6.961,4.686,1.048,0.578387,5.29621131,57.780441,93.981949,123.666153
60,5.429457060118103,1.0,0.1186662,6.652,1.406,1.012,0.580284,2.49778436,28.28709,93.21537,52.29464
61,6.3979400086720375,7.0,0.2368697,8.371,4.769,1.043,0.598123,6.79360231,57.652679,163.078857,108.53553
62,5.5003129173815966,7.0,0.2813672,7.166,4.607,1.034,0.625139,6.92367427,41.578381,116.515953,55.680428
63,6.0655015487564325,3.0,0.2295147,8.763,4.434,1.044,0.64679,8.17231415,65.609726,145.243164,108.576874
64,7.795880017344075,6.0,0.3025714,7.423,4.87,1.057,0.549622,2.91019199,82.764877,177.569458,102.570694
65,5.480172006224281,8.0,0.182634,7.956,3.75,1.012,0.605802,2.29250133,52.744526,135.792236,51.096901
66,7.698970004336019,5.0,0.272067,7.687,4.534,1.052,0.567175,7.39964992,57.286911,147.237305,106.062515
67,5.896196279044043,4.0,0.1889647,7.864,3.884,1.01,0.598627,2.26575631,58.501827,142.721405,52.226265
68,6.832682665251824,6.0,0.2018589,8.337,4.535,1.045,0.633047,5.61144526,65.483017,154.489838,60.735233
69,5.610833915635467,4.0,0.2380879,7.168,3.817,1.014,0.605315,3.19348341,80.645126,140.492981,98.903542
70,5.207608310501746,6.0,0.2060032,9.066,3.943,1.063,0.612387,2.14778073,51.363667,157.907883,122.624741
71,5.3979400086720375,6.0,0.3608003,8.591,4.657,1.023,0.534031,7.41698638,63.739712,144.061264,129.34819
73,5.301029995663981,4.0,0.4014842,7.748,3.867,1.09,0.490881,8.03789776,41.513504,133.622177,142.062363
74,5.958607314841775,4.0,0.2176432,9.594,4.398,1.075,0.595555,7.62748971,52.968822,205.125946,107.192268
75,5.522878745280337,8.0,0.4373342,6.618,3.609,1.03,0.379981,3.99027541,65.10083,125.39782,107.806816
76,5.537602002101044,5.0,0.3613642,6.437,3.105,1.015,0.366565,1.86704115,66.915001,129.454468,121.7285
77,5.522878745280337,8.0,0.2693462,8.374,3.845,1.012,0.650385,3.94572104,72.06871,147.343384,107.799789
78,5.522878745280337,5.0,0.2678612,7.926,3.776,1.027,0.55416,4.02816701,65.28936,144.817535,101.347198
80,8.045757490560675,4.0,0.3712614,7.454,5.259,1.034,0.482657,3.90342389,40.316666,125.47245,114.443169
81,8.190440285364732,3.0,0.3457454,7.144,4.689,1.053,0.50476,8.40545896,62.554733,96.9496,90.880692
82,7.920818753952375,4.0,0.4197821,6.478,4.615,1.062,0.37598,5.55162059,34.541565,85.346443,67.502373
83,7.939302159646388,6.0,0.4157074,6.491,4.354,1.072,0.411655,7.67001483,41.491173,109.202621,90.287025
86,7.698970004336019,3.0,0.3023594,6.924,3.765,1.049,0.525745,3.28672272,58.338249,114.592888,93.539185
88,6.376750709602099,4.0,0.25305,6.874,4.201,1.049,0.558559,7.4499805,46.249748,89.559875,104.900658
89,7.522878745280337,8.0,0.2184574,6.735,3.791,1.043,0.596171,5.72991134,87.062897,112.296799,78.224693
90,8.0,4.0,0.2265422,6.18,4.041,1.034,0.435902,6.7987982,85.199745,141.802917,92.598526
91,7.045757490560675,5.0,0.2860942,6.862,3.685,1.043,0.526393,5.15609039,60.237118,97.73996,61.584427
92,7.221848749616356,4.0,0.2094208,6.735,3.297,1.043,0.535961,5.21963717,57.027023,92.328613,43.597488
93,5.229147988357856,3.0,0.148299,6.575,3.633,1.042,0.513607,4.59726365,63.219597,76.341827,92.413452
94,7.522878745280337,7.0,0.2718738,7.323,3.834,1.036,0.49469,6.54503035,41.919056,111.384781,71.78463
