mol_id,PKI,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,5.823908740944319,3,0.2844257,7.151,3.56,1.039,0.50768,2.78798408,60.619949,115.147003,52.788963
2,6.045757490560675,6,0.186332,6.788,4.129,1.038,0.543113,6.24879639,48.146111,138.303635,79.742172
3,6.1938200260161125,3,0.2434484,6.561,2.679,1.045,0.433195,6.04723887,60.070866,93.804367,55.670322
4,5.522878745280337,4,0.268873,6.848,4.096,1.061,0.563278,5.05538422,55.386471,94.719986,62.643478
5,5.522878745280337,4,0.2503207,7.185,3.759,1.064,0.51115,7.30879549,74.3228,121.01297,77.733459
6,5.522878745280337,6,0.229394,7.852,4.43,1.044,0.559772,4.58847353,51.455891,112.876167,100.151398
7,5.552841968657781,7,0.2515275,6.625,3.391,1.039,0.525679,5.07475763,38.92963,86.014603,84.748169
9,5.619788758288394,6,0.227108,7.362,3.46,1.046,0.542328,4.99924611,42.380795,77.564728,61.760834
10,5.180456064458132,6,0.2434448,6.838,4.564,1.049,0.514335,5.30835935,61.119835,103.42112,88.743492
11,6.3979400086720375,3,0.2607646,6.319,2.88,1.05,0.468406,6.80857285,45.439117,109.243942,82.262878
12,5.6020599913279625,4,0.175432,7.425,4.003,1.044,0.539531,4.94170708,74.606606,152.016129,103.231682
13,5.0,6,0.2700271,6.807,3.901,1.028,0.44578,1.24493241,35.047634,83.156342,116.637527
14,5.102372908709558,8,0.2374218,6.653,5.142,1.021,0.506353,1.47997795,60.330307,116.723633,123.695251
15,5.795880017344075,4,0.3845436,6.237,3.968,1.023,0.388909,1.91906702,59.550575,135.957611,80.97757
16,5.102372908709558,6,0.3695041,6.021,3.968,1.027,0.399267,1.79498933,50.451416,83.162064,79.13768
17,6.795880017344075,7,0.3615246,6.92,4.069,1.037,0.465463,3.94871914,61.488998,113.272118,72.821342
18,7.0,5,0.4290872,6.469,4.036,1.039,0.415909,3.23077894,48.598164,132.105194,105.810608
19,5.6020599913279625,8,0.1989297,7.292,3.969,1.023,0.542181,4.85702163,33.058041,104.177032,105.120407
20,6.301029995663981,9,0.2290337,7.281,3.968,1.027,0.540712,6.85975154,45.454689,75.47776,91.434807
21,6.301029995663981,8,0.2483695,7.382,4.173,1.03,0.555943,2.28950117,72.230515,138.641113,89.504539
22,5.102372908709558,5,0.3980907,7.598,3.968,1.021,0.468013,3.72158941,68.013702,124.086067,116.685616
24,5.795880017344075,5,0.3085343,6.507,4.103,1.025,0.429249,5.52646529,62.316673,122.488014,83.510422
25,6.301029995663981,7,0.2775329,8.116,4.203,1.034,0.548159,2.36854718,56.65889,111.978714,92.186874
26,5.3979400086720375,5,0.1568544,7.385,4.071,1.034,0.548902,3.69955233,50.266708,73.590553,79.168411
27,6.102372908709558,6,0.1927111,7.299,4.137,1.035,0.60393,5.94514475,25.439571,103.076111,108.973656
28,5.301029995663981,3,0.1890038,7.629,4.036,1.02,0.593707,2.93085017,38.369316,164.598267,95.272415
29,5.520856752021387,5,0.2355511,7.773,4.332,1.021,0.590971,3.96864722,77.895294,96.735619,98.516289
30,7.031517051446065,7,0.3123961,9.257,3.83,1.127,0.546101,12.2557924,70.12896,137.169312,149.810303
31,6.366531544420414,7,0.2971478,8.013,4.787,1.092,0.550611,5.54305085,92.363403,1017.206421,219.185303
32,6.0,8,0.3437802,9.175,5.36,1.07,0.514541,2.03844587,83.467789,1068.417725,198.878815
33,6.0,11,0.2534604,8.526,4.928,1.052,0.539066,8.05148595,114.631119,1016.632935,261.640198
34,7.721246399047171,4,0.3866347,9.157,3.464,1.154,0.63195,10.9563776,84.559822,145.063416,142.275558
35,6.795880017344075,6,0.4058135,7.925,5.49,1.054,0.485609,1.50116856,82.117737,128.135056,232.491745
36,6.0,4,0.1891386,9.035,5.089,1.023,0.617795,4.21362192,88.0047,212.260696,181.463547
38,5.2441251443275085,3,0.2192835,6.787,3.08,1.021,0.479464,3.41073533,87.006447,128.974014,169.931549
39,6.3979400086720375,3,0.2148056,8.313,2.947,1.024,0.617219,3.70881451,75.77124,115.983109,144.880722
40,5.698970004336019,2,0.3630981,8.053,2.98,1.017,0.481485,2.43063164,87.220467,119.40834,145.767288
41,6.154901959985743,7,0.2578777,7.929,5.123,1.046,0.539272,6.23903827,68.098267,131.244171,162.571182
42,5.508638306165727,2,0.2335974,7.583,3.504,1.067,0.476073,8.79077206,67.666702,168.848999,101.958611
43,5.522878745280337,7,0.4207365,7.59,5.049,1.012,0.447939,2.95850027,80.368881,109.913574,107.439232
44,6.102372908709558,3,0.1851223,7.752,3.707,1.055,0.507073,4.70707977,63.004898,103.465836,174.220932
45,6.721246399047171,5,0.2896403,9.754,3.843,1.059,0.558216,5.17018603,59.611477,144.367828,95.843201
46,8.102372908709558,4,0.4672306,7.83,4.448,1.059,0.414573,5.277841,65.796402,156.251343,105.370422
47,5.040958607678906,6,0.1794888,6.493,4.296,1.047,0.549705,4.09957497,83.176735,122.430809,80.103683
48,5.42021640338319,4,0.3082023,6.607,4.011,1.015,0.476163,1.27722213,59.540871,120.494049,86.473709
49,5.580044251510242,5,0.2059367,6.444,4.03,1.03,0.552413,5.44663925,64.748703,82.809395,89.459129
50,8.522878745280337,3,0.2565025,8.612,4.729,1.074,0.63516,3.33189312,73.053535,118.792679,121.185539
51,5.329754146925876,5,0.2910642,6.716,3.918,1.015,0.462338,1.65445626,38.029343,122.44455,144.023254
52,6.8297382846050425,5,0.2570962,8.039,4.232,1.039,0.632156,3.66171672,109.044853,135.273941,86.620758
53,6.1938200260161125,6,0.2141485,8.304,4.634,1.043,0.725731,3.43778608,79.217003,135.316574,77.324997
55,5.978810700930062,3,0.4246802,5.841,3.75,1.022,0.384258,3.85742675,80.812721,109.999565,106.894173
56,5.510041520575165,8,0.1742742,7.539,4.91,1.018,0.606189,3.58720434,38.947971,109.618919,91.880638
57,7.886056647693163,4,0.3530185,7.435,4.199,1.046,0.421841,5.25421594,80.843552,151.640076,98.797874
