mol_id,PKI,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,5.823908740944319,4.0,0.1889964,7.419,3.527,1.046,0.57389,9.66417049,76.842194,112.870026,52.173157
2,6.045757490560675,5.0,0.2139105,6.871,4.597,1.039,0.558951,5.94449159,53.0882,124.354736,81.581787
3,6.1938200260161125,4.0,0.2046253,6.962,2.545,1.036,0.508439,4.5240081,68.259674,112.323524,52.895767
4,5.522878745280337,3.0,0.2843361,7.145,4.021,1.07,0.554666,3.88379833,72.984116,132.318558,75.730453
5,5.522878745280337,5.0,0.2206893,6.801,3.425,1.061,0.497067,5.77341809,58.691963,95.609482,75.064392
6,5.522878745280337,5.0,0.2207482,7.313,4.462,1.044,0.578988,5.88799152,55.337975,134.255829,61.963627
7,5.552841968657781,6.0,0.1691947,6.476,3.594,1.044,0.491677,4.53720163,34.236309,69.114159,78.605988
9,5.619788758288394,3.0,0.1999364,6.954,3.124,1.051,0.513456,5.30292691,54.18922,83.099846,86.066277
10,5.180456064458132,7.0,0.1508942,6.459,4.598,1.035,0.485908,2.66826495,60.954933,101.253647,83.810471
11,6.3979400086720375,5.0,0.2451136,6.583,3.08,1.053,0.477405,6.6611668,51.509293,134.717712,72.226997
12,5.6020599913279625,7.0,0.2742805,7.275,4.137,1.037,0.578417,6.05247453,49.747704,103.609619,87.879974
13,5.0,5.0,0.162517,6.876,3.901,1.031,0.552577,4.75444599,47.306686,141.040329,77.361633
14,5.102372908709558,3.0,0.3351527,6.354,5.344,1.019,0.435014,3.83194563,58.922134,145.978714,144.835922
15,5.795880017344075,4.0,0.2520588,7.464,3.935,1.022,0.536462,3.02896518,50.640877,133.87323,79.544708
16,5.102372908709558,3.0,0.3131813,6.403,4.136,1.042,0.411593,5.01060715,80.807587,112.60244,83.681648
17,6.795880017344075,5.0,0.271908,6.861,4.036,1.023,0.492059,5.61369921,56.214108,109.42527,70.859306
18,7.0,8.0,0.1866883,7.633,4.339,1.013,0.596963,1.61712484,50.47625,98.814789,75.05761
19,5.6020599913279625,5.0,0.2223074,6.925,4.104,1.019,0.573958,3.01395473,45.158401,79.4002,84.638306
