mol_id,PKI,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,5.823908740944319,5.0,0.0004873,7.383,3.358,1.0,0.568356,6.20312252,45.602287,99.177361,48.516403
2,6.045757490560675,4.0,0.0005077,7.135,4.631,1.0,0.545321,3.72262452,34.680897,125.546753,70.465073
3,6.1938200260161125,4.0,0.0004609,6.913,2.478,1.0,0.509899,5.26774184,47.123867,71.933395,64.879524
4,5.522878745280337,7.0,0.0004494,6.714,3.713,1.0,0.468543,6.63909305,61.576767,93.988388,65.74752
5,5.522878745280337,2.0,0.0004993,7.08,3.693,1.0,0.506847,4.58416685,42.883137,88.883591,58.299213
6,5.522878745280337,5.0,0.000496,7.406,4.465,1.0,0.556147,4.60528403,57.618088,134.874405,87.101654
7,5.552841968657781,4.0,0.0005168,6.526,3.223,1.0,0.501646,4.42066556,62.158493,67.433838,52.070755
9,5.619788758288394,6.0,0.0005054,7.173,3.391,1.0,0.526324,4.08939557,58.699081,97.075211,60.375999
10,5.180456064458132,3.0,0.0004949,6.557,4.496,1.0,0.461679,5.43521055,46.056076,106.6586,43.585999
11,6.3979400086720375,4.0,0.0004945,6.942,3.214,1.0,0.464207,5.23515002,56.536919,94.446571,62.436935
12,5.6020599913279625,6.0,0.0005087,7.336,4.307,1.0,0.574991,1.42332186,71.941086,137.881927,101.048508
13,5.0,7.0,0.0004849,6.619,4.103,1.0,0.549737,3.90788693,49.877781,109.90593,72.046318
14,5.102372908709558,4.0,0.0004907,7.742,5.377,1.0,0.551062,3.96857828,83.307045,183.546356,78.72451
15,5.795880017344075,5.0,0.0004548,7.275,3.901,1.0,0.505707,2.57270658,51.516006,157.630493,78.624908
16,5.102372908709558,7.0,0.0004935,6.978,4.035,1.0,0.578022,6.7125815,70.121887,99.6689,84.628868
17,6.795880017344075,7.0,0.0004949,7.369,4.204,1.0,0.599963,1.17012422,31.665466,92.98159,88.316772
18,7.0,5.0,0.0004493,7.527,4.307,1.0,0.62707,4.18112992,66.853638,113.032089,69.895691
19,5.6020599913279625,7.0,0.0004791,7.064,4.002,1.0,0.544594,2.19392682,54.984787,123.724548,69.553154
20,6.301029995663981,7.0,0.00045,7.126,3.936,1.0,0.624688,3.07035232,47.577454,100.791199,76.098572
21,6.301029995663981,7.0,0.0004411,7.861,4.002,1.0,0.65385,6.22096656,55.450371,111.131866,95.003662
22,5.102372908709558,6.0,0.0004955,8.113,3.901,1.0,0.638306,1.80874821,46.326088,102.227951,87.709732
24,5.795880017344075,7.0,0.0004826,6.906,4.002,1.0,0.512958,2.23068339,37.725746,101.502708,67.510361
25,6.301029995663981,5.0,0.0004608,8.215,4.273,1.0,0.655327,4.3265801,88.402496,110.080338,84.355927
26,5.3979400086720375,6.0,0.000474,6.768,4.069,1.0,0.576337,5.73396592,50.951469,93.707191,109.608444
27,6.102372908709558,5.0,0.0004345,7.453,4.339,1.0,0.565201,4.31084084,49.56245,117.443901,75.468552
28,5.301029995663981,5.0,0.0004988,7.777,4.238,1.0,0.603118,3.84332542,55.929398,151.409409,62.442894
29,5.520856752021387,4.0,0.000499,8.069,4.3,1.0,0.62948,4.44424988,71.263611,114.340805,88.756012
30,7.031517051446065,6.0,0.0004829,8.801,3.864,1.0,0.58681,11.6340922,86.376129,174.009048,134.392929
31,6.366531544420414,7.0,0.0004744,8.733,5.129,1.0,0.562079,7.76170836,82.159271,1044.990845,226.886871
32,6.0,5.0,0.000485,8.798,5.023,1.0,0.534847,4.96425667,73.696594,1042.272827,242.933304
33,6.0,5.0,0.0004996,9.301,5.162,1.0,0.572341,4.20049031,106.677322,1079.366943,245.315826
34,7.721246399047171,5.0,0.0004997,8.666,3.398,1.0,0.583072,8.53112534,82.026405,119.222397,157.88913
35,6.795880017344075,5.0,0.0004978,10.111,5.557,1.0,0.628458,6.52006154,85.472694,129.509125,238.572083
36,6.0,6.0,0.0005048,9.576,5.123,1.0,0.650172,4.37830451,92.451096,266.7677,178.016937
38,5.2441251443275085,3.0,0.0004758,7.023,2.947,1.0,0.522944,3.80143183,58.707054,124.582794,150.608231
39,6.3979400086720375,4.0,0.0004767,8.425,3.013,1.0,0.617322,3.83147448,71.20063,85.778458,130.642548
40,5.698970004336019,3.0,0.0004411,7.831,3.114,1.0,0.511635,4.05647962,50.98056,118.677071,149.788757
41,6.154901959985743,5.0,0.0004926,8.379,5.156,1.0,0.571781,7.51006956,51.659508,151.286972,140.758118
42,5.508638306165727,3.0,0.0004437,8.398,3.741,1.0,0.552108,8.37443769,49.471336,145.715805,103.662994
43,5.522878745280337,5.0,0.0004746,8.992,5.318,1.0,0.630361,1.503612,70.682343,136.392639,115.541664
44,6.102372908709558,6.0,0.0004839,8.017,3.672,1.0,0.513794,6.81844002,48.952446,138.843063,186.969574
45,6.721246399047171,4.0,0.0004789,9.179,3.739,1.0,0.555552,7.16214157,82.738518,121.67762,74.514679
46,8.102372908709558,3.0,0.0004883,8.559,4.34,1.0,0.590733,5.93487416,81.999664,163.703934,99.546204
47,5.040958607678906,7.0,0.0004942,7.09,4.08,1.0,0.551995,4.49481165,67.282555,83.295815,55.71862
48,5.42021640338319,5.0,0.0004891,7.684,4.213,1.0,0.565857,1.46676158,54.166355,115.951065,97.111931
49,5.580044251510242,8.0,0.0004869,6.819,3.827,1.0,0.507015,3.92719897,41.829426,77.711479,103.436646
50,8.522878745280337,3.0,0.0004944,7.883,4.515,1.0,0.576314,6.56076363,62.505745,136.413528,74.132233
51,5.329754146925876,3.0,0.0005103,6.923,4.018,1.0,0.59025,1.91284759,36.038998,146.786148,128.652664
52,6.8297382846050425,2.0,0.0004948,8.068,4.535,1.0,0.664035,5.72456634,65.027115,127.088432,93.245148
53,6.1938200260161125,5.0,0.0005128,8.466,4.701,1.0,0.694048,4.36919759,80.715942,129.095001,83.360863
55,5.978810700930062,3.0,0.0004623,6.976,3.851,1.0,0.57717,3.45034477,41.388027,140.647018,86.640816
56,5.510041520575165,3.0,0.0005166,7.09,5.01,1.0,0.586571,4.05760586,42.94239,127.354477,92.833984
57,7.886056647693163,9.0,0.0004505,8.326,4.802,1.0,0.616754,5.79999395,81.441658,153.311401,74.749435
