mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,19,20,21,31,32,75,76,100,101,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,7.698970004336019,9.66,375.28,4.213,1.175,0.986,0.163,0.949,0.467,0.259,1.014,0.421,0.093,0.354,0.142,0.363,0.127,0.558,0.51,5.0,0.1040375,5.672,4.414,1.066,0.442735,5.69018133,64.515755,89.539833,88.576164
2,7.698970004336019,2.57,118.241,10.086,1.99,0.907,0.151,0.174,0.438,0.324,0.326,0.257,0.26,0.329,0.288,0.274,0.189,0.312,0.281,5.0,0.1995057,7.495,3.178,1.044,0.511332,3.06976357,52.072472,181.614532,78.331306
3,8.0,9.29,264.83,5.913,1.323,0.973,0.153,0.672,0.403,0.281,0.688,0.313,0.102,0.314,0.132,0.48,0.131,0.452,0.368,2.0,0.2093355,6.954,2.973,1.04,0.481054,6.02982881,57.429249,138.809616,75.878822
4,8.0,3.5,23.619,5.794,1.377,0.767,0.149,0.491,0.352,0.403,0.355,0.312,0.131,0.289,0.206,0.482,0.225,0.415,0.266,8.0,0.2483023,7.523,4.412,1.036,0.510508,3.76299705,76.588516,164.781616,112.043037
5,7.301029995663981,8.72,302.528,207.331,2.63,0.59,0.151,0.445,0.361,0.325,0.357,0.32,0.247,0.317,0.239,0.179,0.182,0.377,0.308,2.0,0.2495784,7.673,3.144,1.05,0.519053,7.86266062,97.111176,160.026718,89.140396
6,4.721246399047171,8.61,146.911,4.881,1.526,0.958,0.157,0.478,0.433,0.351,0.423,0.188,0.221,0.268,0.248,0.274,0.303,0.421,0.277,4.0,0.1774008,5.794,3.178,1.011,0.409823,2.17360352,64.365601,1001.568237,58.950916
7,4.638272163982407,6.77,76.773,5.886,0.982,0.918,0.159,0.115,0.516,0.334,0.12,0.359,0.11,0.369,0.169,0.379,0.206,0.322,0.196,,,,,,,,,,
8,7.096910013008056,4.96,11.864,8.088,1.111,0.563,0.151,0.463,0.522,0.374,0.302,0.526,0.129,0.49,0.186,0.578,0.187,0.453,0.319,7.0,0.3138662,6.561,3.076,1.066,0.418875,4.86973951,37.501221,1016.675598,95.644142
9,7.522878745280337,5.41,67.781,13.02,2.918,0.81,0.154,0.06,0.473,0.359,0.022,0.005,0.038,0.193,0.192,0.132,0.202,0.297,0.022,4.0,0.1897689,6.759,5.081,1.025,0.477443,3.05547449,50.512962,141.041214,95.052109
10,7.0,7.28,15.519,4.403,1.848,0.713,0.151,0.461,0.461,0.316,0.483,0.276,0.235,0.343,0.236,0.365,0.209,0.413,0.331,2.0,0.3278293,6.956,3.076,1.086,0.445303,9.25115986,68.162102,147.082718,79.833588
