mol_id,PKI,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,7.698970004336019,5.0,0.1450321,5.758,4.292,1.062,0.434056,5.85304808,66.799347,75.553741,71.686035
2,7.698970004336019,5.0,0.1765677,7.298,3.076,1.043,0.52071,5.97824171,71.156151,163.728119,77.81472
3,8.0,3.0,0.2093012,6.919,3.007,1.039,0.485393,4.76797868,67.05838,161.042755,89.376518
4,8.0,4.0,0.2336413,7.066,4.617,1.032,0.491337,4.32747643,58.615662,159.637085,102.320839
5,7.301029995663981,4.0,0.1352734,7.651,2.905,1.049,0.533352,4.92165346,79.222198,146.01651,100.186813
6,4.721246399047171,5.0,0.1131452,5.942,3.042,1.011,0.416905,3.15447918,55.758949,1010.78717,64.979691
8,7.096910013008056,6.0,0.2862425,6.14,2.939,1.062,0.398904,2.61873762,61.920074,982.369934,37.953503
9,7.522878745280337,4.0,0.1901,6.526,5.01,1.025,0.468257,2.09090718,63.320732,158.712311,65.261993
10,7.0,6.0,0.1414097,7.796,3.007,1.052,0.488291,3.98647652,85.115868,158.156021,92.193924
11,7.522878745280337,6.0,0.1124604,7.15,2.905,1.014,0.507346,3.81131504,82.567955,159.672714,77.044968
12,6.102372908709558,4.0,0.2108601,7.035,4.379,1.043,0.435283,4.53471127,61.419964,184.193863,93.974213
13,5.801342913045577,3.0,0.2506904,7.372,3.076,1.048,0.530682,6.44179325,77.302963,160.555878,92.201935
14,6.200659450546418,4.0,0.2487847,8.08,3.076,1.063,0.590874,3.82109484,87.475967,175.409576,85.344254
15,6.823908740944319,6.0,0.2934097,7.636,3.144,1.04,0.510078,4.52171879,119.348045,174.260056,106.405151
16,7.698970004336019,6.0,0.1077375,6.466,4.481,1.035,0.475745,5.18084053,70.735191,181.113602,109.914345
17,7.838631997765025,4.0,0.0702565,5.268,3.076,1.014,0.419359,2.83417612,85.156807,142.431839,99.004166
18,4.701146923590294,3.0,0.1290517,5.469,2.973,1.019,0.418992,2.68499831,48.645809,101.765396,55.164978
19,5.221848749616356,2.0,0.0839169,5.488,2.905,1.014,0.422934,2.6198722,36.18166,109.325485,63.629002
20,8.0,5.0,0.1523128,6.068,3.144,1.019,0.447621,2.14690194,46.02969,123.512817,55.605034
21,7.522878745280337,5.0,0.1013956,5.952,4.047,1.013,0.486095,2.53850173,68.188332,115.611153,65.486069
22,6.920818753952375,4.0,0.124193,6.017,3.076,1.047,0.46162,5.64509082,50.733658,120.732246,53.685905
23,7.301029995663981,5.0,0.1472008,6.035,3.178,1.012,0.481968,2.4817783,58.706619,154.068481,93.666267
24,7.958212681028248,4.0,0.1141632,6.234,3.076,1.029,0.488674,4.41660734,65.717255,157.790924,49.161217
25,8.0,4.0,0.1637921,5.424,4.346,1.013,0.427832,2.78988572,58.127041,155.677505,57.391026
26,8.0,3.0,0.082598,6.161,3.007,1.014,0.486864,3.33851012,54.856979,124.189362,56.00312
27,8.0,7.0,0.1924047,6.196,2.802,1.019,0.463171,1.94746796,61.117477,109.838707,70.027344
28,8.0,4.0,0.2136821,6.161,4.746,1.017,0.504923,3.66325988,79.883324,169.311584,55.472866
