mol_id,PKI,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,7.698970004336019,6.0,0.14464,5.418,4.514,1.065,0.435685,3.70875458,75.598099,116.164238,77.044907
2,7.698970004336019,4.0,0.2065946,6.601,3.007,1.051,0.497659,2.64124925,68.504799,162.53125,84.491455
3,8.0,5.0,0.1387618,7.171,2.768,1.04,0.492653,7.13835763,84.478378,163.165237,151.042496
4,8.0,4.0,0.2122411,7.444,4.379,1.036,0.512582,4.38906103,82.824608,161.895233,76.928177
5,7.301029995663981,4.0,0.2698433,7.53,3.007,1.051,0.527642,6.73192804,75.670662,178.685883,76.215874
6,4.721246399047171,1.0,0.1740754,5.965,3.042,1.011,0.405279,3.15810093,51.020119,981.878723,63.839386
8,7.096910013008056,6.0,0.4151765,6.319,3.076,1.072,0.383757,6.97311543,80.777756,156.94252,75.915176
9,7.522878745280337,6.0,0.1167697,7.026,4.844,1.024,0.49012,1.2007038,74.934746,137.718338,73.800629
10,7.0,2.0,0.2054134,7.187,3.007,1.084,0.447025,6.85916093,86.267914,170.252533,77.56514
11,7.522878745280337,6.0,0.1100402,7.288,3.11,1.017,0.514145,3.56915835,112.878189,194.281662,78.562706
12,6.102372908709558,2.0,0.2013338,7.208,4.343,1.048,0.457824,4.79497513,83.695724,156.039795,85.495529
13,5.801342913045577,4.0,0.2013423,7.49,2.905,1.063,0.493235,8.02358779,81.583511,160.817993,76.201485
14,6.200659450546418,3.0,0.2768056,8.146,3.076,1.073,0.54201,6.79255519,98.657333,222.352417,81.415558
15,6.823908740944319,6.0,0.143221,7.813,2.973,1.041,0.568566,6.23517321,109.23735,185.39682,94.772491
16,7.698970004336019,3.0,0.1130174,6.77,4.48,1.037,0.464237,5.09794887,76.603752,152.187271,63.009895
17,7.838631997765025,7.0,0.1364411,5.203,3.11,1.015,0.41485,3.00887442,43.059963,113.242104,49.279793
18,4.701146923590294,4.0,0.1927928,5.427,3.042,1.021,0.390606,3.92689648,50.649357,133.329254,57.145973
19,5.221848749616356,5.0,0.1813043,5.73,3.247,1.015,0.399304,2.57995954,55.457855,139.060303,33.419258
20,8.0,6.0,0.2151532,5.96,3.076,1.019,0.432261,3.63405595,46.37529,118.708572,73.959305
21,7.522878745280337,3.0,0.1397083,6.008,3.877,1.014,0.467251,2.59216087,39.287857,120.641426,66.695213
22,6.920818753952375,2.0,0.2455976,5.731,3.007,1.041,0.391907,4.41388966,57.426216,156.552872,59.299568
23,7.301029995663981,6.0,0.1884277,5.814,3.178,1.012,0.484621,2.50197093,53.479874,144.212265,69.127205
24,7.958212681028248,8.0,0.1645971,6.214,3.042,1.025,0.467736,4.82906909,44.268513,182.999619,58.292297
25,8.0,2.0,0.1326352,5.723,4.379,1.022,0.438253,4.72420425,55.73555,125.088272,63.863033
26,8.0,6.0,0.1499719,5.939,3.076,1.015,0.492936,3.39744961,55.909973,140.636993,36.153461
27,8.0,4.0,0.1127953,6.447,2.973,1.019,0.451511,3.0306922,40.829552,143.254181,57.481117
28,8.0,5.0,0.1779819,6.306,4.612,1.018,0.468854,3.1577814,71.096092,131.341324,44.456955
29,7.301029995663981,4.0,0.2063129,5.987,3.639,1.078,0.453938,4.06402345,65.663857,135.507477,58.152023
30,6.721246399047171,4.0,0.1214354,6.502,3.3,1.02,0.533597,4.19016322,51.860985,161.050766,63.089287
31,6.102372908709558,3.0,0.2850478,6.381,3.403,1.075,0.443665,5.30835875,81.330109,163.874191,78.053795
32,7.0,8.0,0.1743462,6.436,3.266,1.014,0.481879,3.19364559,60.009914,184.091003,43.862682
33,7.301029995663981,5.0,0.1583969,6.22,4.61,1.011,0.505562,1.79574282,58.098408,153.512817,47.162846
34,7.301029995663981,7.0,0.1666632,6.209,4.441,1.013,0.499931,2.27079126,68.199966,178.091782,51.062634
35,7.154901959985743,8.0,0.1390178,5.871,4.631,1.011,0.538556,4.60562525,46.418457,151.268494,102.281349
36,6.920818753952375,6.0,0.1107527,6.509,4.915,1.013,0.520535,0.799277574,62.478756,160.372513,87.093063
37,6.721246399047171,8.0,0.2278193,7.015,5.007,1.012,0.517927,2.86083866,43.18396,132.257355,73.783875
38,5.5003129173815966,8.0,0.1838201,6.811,4.237,1.013,0.539446,1.73967964,83.072495,153.00769,81.707397
39,6.200659450546418,4.0,0.1180074,6.924,4.304,1.008,0.516455,1.1631322,62.580379,145.912354,80.994308
40,7.522878745280337,6.0,0.2053767,6.371,3.574,1.009,0.534064,1.93315855,73.602348,158.960968,93.14296
41,7.301029995663981,3.0,0.1334858,5.732,4.74,1.022,0.491452,2.0370032,54.518173,112.970901,50.4011
42,8.0,5.0,0.1565801,6.251,3.178,1.021,0.510283,2.43383437,74.323669,155.869354,47.083546
43,8.0,4.0,0.2417255,5.624,3.774,1.046,0.396939,5.49520479,45.308418,132.533325,52.261662
44,6.823908740944319,4.0,0.1474478,6.956,4.446,1.021,0.567649,2.87826191,58.150608,131.852859,68.81794
45,6.920818753952375,6.0,0.1751893,7.044,3.076,1.01,0.584067,2.00052989,67.762726,138.810287,90.023491
46,8.0,5.0,0.2104012,6.052,4.241,1.016,0.425251,3.70860484,71.830521,158.68924,72.189575
47,8.0,4.0,0.236488,7.345,3.11,1.027,0.50393,5.26885837,73.47261,165.496094,80.923065
48,8.0,5.0,0.1669293,6.616,3.144,1.023,0.477839,4.36329942,73.502129,134.223099,85.824356
49,8.0,4.0,0.2198685,6.628,3.212,1.014,0.444984,2.88965225,63.684204,149.536545,81.651497
50,7.698970004336019,5.0,0.1288401,7.542,3.144,1.036,0.503695,5.46052449,97.36039,170.226517,104.292152
51,7.698970004336019,3.0,0.0806557,6.096,3.11,1.032,0.449056,4.55929066,101.583359,156.622162,94.515961
