mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,19,20,21,31,32,75,76,100,101,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,7.698970004336019,5.55,319.056,88.583,2.612,0.778,0.163,0.682,0.148,0.405,0.827,0.169,0.347,0.155,0.285,0.057,0.243,0.412,0.448,3.0,0.1837153,5.644,4.307,1.065,0.442277,6.1351612,51.876045,96.823334,47.326725
2,7.698970004336019,5.4,190.544,5.999,3.167,0.954,0.151,0.369,0.411,0.3,0.497,0.364,0.204,0.35,0.241,0.444,0.113,0.36,0.355,5.0,0.2000179,7.334,2.973,1.045,0.507521,3.31419693,60.076351,155.966202,89.709923
3,8.0,8.9,15.928,8.106,1.188,0.632,0.153,0.494,0.387,0.365,0.626,0.232,0.141,0.263,0.178,0.304,0.264,0.415,0.333,3.0,0.1305123,7.201,2.973,1.04,0.497488,5.96547882,74.519379,152.337662,81.208855
4,8.0,4.0,23.248,7.695,0.854,0.731,0.149,0.555,0.392,0.394,0.467,0.25,0.118,0.28,0.19,0.34,0.212,0.447,0.278,7.0,0.1344773,7.791,4.378,1.035,0.527429,4.83779351,99.011086,163.155884,85.915276
5,7.301029995663981,5.89,219.984,8.205,2.085,0.955,0.151,0.891,0.396,0.354,0.902,0.191,0.318,0.254,0.246,0.277,0.389,0.547,0.47,4.0,0.1565426,7.523,3.076,1.047,0.537414,4.05693936,72.634865,175.650055,110.32576
6,4.721246399047171,0.55,14.84,4.675,1.118,0.719,0.157,0.533,0.376,0.379,0.43,0.186,0.114,0.253,0.188,0.243,0.22,0.429,0.244,5.0,0.1417919,6.057,2.973,1.01,0.411931,2.02571692,61.61507,983.001526,72.384697
7,4.638272163982407,0.66,15.594,4.36,0.932,0.747,0.157,0.493,0.42,0.318,0.659,0.14,0.108,0.236,0.165,0.169,0.188,0.41,0.302,,,,,,,,,,
8,7.096910013008056,9.61,11.709,7.636,2.285,0.541,0.151,0.486,0.544,0.439,0.372,0.529,0.154,0.537,0.218,0.62,0.221,0.49,0.352,5.0,0.266902,6.865,3.144,1.071,0.426267,2.0276141,52.102936,186.651352,69.828705
9,7.522878745280337,9.34,16.099,7.981,0.96,0.643,0.153,0.501,0.403,0.36,0.616,0.172,0.137,0.257,0.18,0.218,0.252,0.421,0.308,3.0,0.1116014,6.919,4.977,1.024,0.482777,5.37940155,79.118591,142.382278,61.501465
10,7.0,3.77,168.574,5.359,3.385,0.951,0.151,0.2,0.541,0.369,0.092,0.588,0.285,0.517,0.287,0.511,0.337,0.37,0.321,5.0,0.3972546,7.087,2.905,1.075,0.454639,8.46641835,42.622597,148.508057,105.774994
