mol_id,PKI,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,7.698970004336019,5.0,0.1617544,5.622,4.557,1.063,0.440547,5.8311426,39.245575,87.716415,64.655411
2,7.698970004336019,5.0,0.1459211,6.776,3.178,1.042,0.534193,5.81460345,95.321922,149.855225,68.662086
3,8.0,3.0,0.0984963,7.22,2.939,1.04,0.512482,2.61717877,70.102364,145.696869,72.746857
4,8.0,7.0,0.1344773,7.791,4.378,1.035,0.527429,4.83779351,99.011086,163.155884,85.915276
5,7.301029995663981,6.0,0.2373801,8.048,2.973,1.05,0.528325,3.96626934,125.476135,190.205933,85.126541
6,4.721246399047171,3.0,0.184852,5.742,3.076,1.011,0.40949,2.34135586,31.768278,1013.347778,62.43116
8,7.096910013008056,7.0,0.3661783,6.379,3.144,1.066,0.386419,7.07587989,77.019112,1018.64679,59.243137
9,7.522878745280337,3.0,0.1639053,6.944,4.912,1.026,0.48339,4.19722963,64.72525,158.922516,98.257912
10,7.0,4.0,0.4050716,7.149,2.939,1.078,0.45019,8.5121112,51.472942,173.102737,91.055687
11,7.522878745280337,10.0,0.1162042,7.575,3.11,1.016,0.510422,3.32462174,55.652,182.984482,89.642113
12,6.102372908709558,4.0,0.2047462,7.297,4.413,1.046,0.465675,4.58427828,64.227966,163.656311,92.429741
13,5.801342913045577,3.0,0.1155158,6.683,3.144,1.052,0.450395,7.90063792,77.550827,160.654572,69.884346
14,6.200659450546418,5.0,0.2498442,8.203,3.144,1.067,0.546918,5.18731229,84.709915,192.487823,56.211784
15,6.823908740944319,6.0,0.2735195,7.69,3.076,1.042,0.498595,5.69604536,109.374802,181.386185,99.169418
16,7.698970004336019,6.0,0.2163573,6.649,4.513,1.036,0.45078,4.45271311,103.969627,215.267029,103.462929
17,7.838631997765025,8.0,0.0610128,5.404,3.11,1.014,0.422183,2.90269113,65.783363,176.929565,95.082024
18,4.701146923590294,3.0,0.1066277,5.511,3.007,1.02,0.410815,3.70231533,43.042641,110.803429,50.777679
19,5.221848749616356,2.0,0.1745871,5.578,3.007,1.014,0.40141,2.2781414,58.297058,124.603058,68.296936
20,8.0,3.0,0.1557239,5.962,3.144,1.019,0.453248,2.27412538,42.976326,120.238655,51.296017
21,7.522878745280337,7.0,0.0584874,6.213,3.911,1.014,0.479714,2.8111007,78.001366,108.261101,57.428631
22,6.920818753952375,3.0,0.2586442,5.898,3.178,1.049,0.384925,4.59098416,83.308746,131.849564,59.901176
23,7.301029995663981,3.0,0.1641133,5.808,3.247,1.012,0.479131,2.69809503,64.421097,159.355225,48.067268
24,7.958212681028248,8.0,0.1079573,6.512,2.939,1.028,0.491333,4.15249532,59.976864,135.989975,46.7691
