mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,19,20,21,31,32,75,76,100,101,106,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,7.698970004336019,6.18,244.966,8.89,1.486,0.959,0.163,0.773,0.454,0.344,0.871,0.221,0.195,0.281,0.239,0.216,0.225,0.524,0.429,0.424,5.0,0.1695023,5.898,4.536,1.065,0.443499,6.45759393,72.641235,106.638321,61.443611
2,7.698970004336019,3.9,154.009,16.291,1.909,0.894,0.151,0.231,0.47,0.336,0.207,0.485,0.214,0.407,0.253,0.648,0.193,0.346,0.302,0.34,4.0,0.1361882,7.163,2.939,1.041,0.513239,7.00356178,78.983543,156.857788,68.862991
3,8.0,3.95,15.868,7.876,0.982,0.642,0.153,0.494,0.397,0.362,0.635,0.232,0.109,0.27,0.173,0.299,0.19,0.418,0.325,0.428,3.0,0.0880531,6.986,3.042,1.04,0.494331,3.93337527,88.734734,152.207199,65.002556
4,8.0,5.79,31.09,14.82,2.478,0.643,0.149,0.081,0.227,0.382,0.245,0.008,0.005,0.021,0.053,0.03,0.066,0.23,0.086,0.077,5.0,0.1356892,7.373,4.31,1.036,0.522045,5.2053764,86.671097,164.913361,104.040878
5,7.301029995663981,0.1,19.047,7.385,1.47,0.683,0.151,0.54,0.388,0.376,0.857,0.223,0.229,0.262,0.229,0.329,0.329,0.435,0.436,0.499,5.0,0.131361,7.943,2.939,1.012,0.544688,6.88982663,95.310997,177.040405,81.885208
6,4.721246399047171,6.65,15.469,4.145,1.242,0.742,0.157,0.509,0.375,0.354,0.432,0.152,0.112,0.228,0.181,0.18,0.211,0.413,0.232,0.303,2.0,0.1756615,5.651,3.007,1.011,0.418388,2.40457846,46.083885,993.514648,60.451576
7,4.638272163982407,8.49,250.187,130.756,4.725,0.649,0.157,0.603,0.29,0.34,0.727,0.727,0.176,0.357,0.254,0.95,0.127,0.411,0.543,0.622,,,,,,,,,,
8,7.096910013008056,7.99,104.785,8.472,1.584,0.912,0.151,0.172,0.476,0.387,0.143,0.479,0.187,0.457,0.234,0.595,0.258,0.345,0.27,0.316,8.0,0.3779871,6.29,3.11,1.07,0.396582,8.32439779,80.697128,156.069687,95.651459
9,7.522878745280337,7.73,15.944,8.048,1.031,0.637,0.153,0.49,0.396,0.369,0.614,0.164,0.186,0.248,0.207,0.208,0.33,0.418,0.322,0.435,8.0,0.1556503,6.733,4.679,1.024,0.48348,3.5136295,75.147255,164.06929,78.374207
10,7.0,4.74,14.005,4.307,2.37,0.677,0.151,0.473,0.419,0.297,0.494,0.272,0.275,0.311,0.233,0.365,0.4,0.396,0.347,0.427,4.0,0.3120492,6.78,3.076,1.081,0.43085,9.12501379,40.832287,148.926422,79.20787
