mol_id,PKI,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,7.698970004336019,9.0,0.1675987,5.741,4.441,1.066,0.413082,3.18028301,34.037346,77.926247,79.0634
2,7.698970004336019,6.0,0.2215109,7.395,3.247,1.05,0.509192,4.35384016,65.918236,168.80777,87.874367
3,8.0,5.0,0.0824061,7.06,2.871,1.041,0.499141,3.09328115,72.267815,158.578217,97.373383
4,8.0,6.0,0.0831225,6.929,4.412,1.036,0.526206,4.79553066,82.12886,181.933014,88.077644
5,7.301029995663981,1.0,0.1326959,7.576,2.939,1.052,0.53706,4.36940015,65.285301,146.767105,96.842506
6,4.721246399047171,1.0,0.1778645,5.73,3.076,1.011,0.411481,2.90805046,52.955948,1003.812134,66.937599
8,7.096910013008056,6.0,0.3892206,5.942,3.11,1.071,0.388842,7.8096247,54.707764,151.605911,87.3563
9,7.522878745280337,3.0,0.2238265,6.897,4.811,1.024,0.477437,3.84688976,89.926323,154.160904,65.479477
10,7.0,3.0,0.2675993,7.152,2.973,1.082,0.437594,7.7147437,81.347359,170.268158,79.397911
11,7.522878745280337,5.0,0.1776199,7.396,2.836,1.018,0.520267,3.35100154,72.762947,184.671082,108.918137
12,6.102372908709558,4.0,0.3035333,7.207,4.582,1.048,0.49002,5.73914926,90.57357,179.005783,84.003952
13,5.801342913045577,4.0,0.1710587,7.067,3.042,1.062,0.492369,6.19683597,101.373383,169.395447,74.997559
14,6.200659450546418,5.0,0.2426921,7.801,3.11,1.074,0.572252,2.60609861,85.63665,151.513321,102.482658
15,6.823908740944319,9.0,0.3261677,7.435,3.007,1.041,0.502612,4.35102908,71.670647,157.428329,83.372673
16,7.698970004336019,2.0,0.2053732,6.831,4.308,1.037,0.454609,5.21772737,74.756065,156.186844,66.757202
17,7.838631997765025,2.0,0.1873607,5.559,3.11,1.015,0.399708,2.44238425,45.644043,125.228363,48.571339
18,4.701146923590294,10.0,0.0272351,5.567,3.042,1.021,0.410645,2.85713227,67.214226,128.067459,54.484612
19,5.221848749616356,2.0,0.1642984,5.737,3.178,1.014,0.399782,2.64398492,40.375229,120.877525,43.757824
20,8.0,7.0,0.2180522,5.794,2.905,1.019,0.44571,4.21275911,41.408615,141.937485,72.590683
21,7.522878745280337,2.0,0.1304931,5.803,4.047,1.014,0.462935,2.85987096,44.659492,132.690109,50.609398
22,6.920818753952375,2.0,0.2420045,5.735,3.042,1.041,0.394149,4.75392517,61.552708,147.975861,73.967087
