mol_id,PKI,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,7.698970004336019,7.0,0.0004515,5.922,4.401,1.0,0.451845,6.2275747,62.387714,114.752846,66.805428
2,7.698970004336019,2.0,0.000471,7.195,3.144,1.0,0.523495,6.20816003,97.821854,173.04776,93.448349
3,8.0,5.0,0.0004885,6.621,2.973,1.0,0.501128,3.14442772,72.823967,151.822311,85.260452
4,8.0,7.0,0.000464,7.321,4.446,1.0,0.525403,4.54344011,70.880699,175.263,80.82608
5,7.301029995663981,3.0,0.0004915,7.44,2.973,1.0,0.539691,6.71810841,86.557281,177.232147,71.08239
6,4.721246399047171,5.0,0.000451,5.497,2.973,1.0,0.41174,2.51688289,48.225845,1022.620605,51.019001
8,7.096910013008056,6.0,0.0004659,6.797,2.871,1.0,0.507147,3.0621926,52.105461,1009.723572,71.340614
9,7.522878745280337,5.0,0.0004603,6.726,5.246,1.0,0.487691,3.83041225,82.637581,142.331451,79.228333
10,7.0,0.0,0.0005057,7.216,3.212,1.0,0.491039,3.42711642,75.26783,149.0466,103.852921
11,7.522878745280337,7.0,0.0004993,7.349,3.042,1.0,0.512187,3.44790226,70.468727,149.582947,76.16143
12,6.102372908709558,3.0,0.0005001,6.681,4.107,1.0,0.449834,4.79380118,88.899689,154.902435,97.259048
13,5.801342913045577,5.0,0.0004901,6.982,3.11,1.0,0.475538,7.02528585,70.260834,155.917023,98.939026
14,6.200659450546418,2.0,0.0004836,7.831,3.144,1.0,0.527824,6.71055274,61.991646,143.714966,84.947235
15,6.823908740944319,8.0,0.0005094,8.106,3.212,1.0,0.56272,5.88699464,94.027023,178.160645,95.255653
16,7.698970004336019,6.0,0.0004968,6.724,4.446,1.0,0.461473,4.90325557,91.1278,181.217697,117.998291
17,7.838631997765025,4.0,0.0005057,5.312,3.076,1.0,0.425071,2.6216635,68.68573,166.485001,69.6306
18,4.701146923590294,4.0,0.0005377,5.36,3.042,1.0,0.41013,3.5183416,27.617224,108.412064,59.915039
19,5.221848749616356,3.0,0.0004686,5.48,3.11,1.0,0.422579,2.16718175,63.274605,113.071602,59.371864
20,8.0,7.0,0.0005058,5.737,3.007,1.0,0.459216,5.15063643,67.800507,124.524612,43.269867
21,7.522878745280337,5.0,0.0004566,5.816,3.637,1.0,0.484102,2.35617039,45.504036,117.244087,61.23291
22,6.920818753952375,5.0,0.000479,6.443,3.076,1.0,0.46605,5.05843629,49.26889,135.582382,46.399574
23,7.301029995663981,6.0,0.0005089,6.292,2.836,1.0,0.505199,2.37367331,61.873108,153.777206,62.68364
24,7.958212681028248,7.0,0.0004686,6.214,3.247,1.0,0.488456,4.65765868,52.283062,172.224503,52.403004
25,8.0,4.0,0.0005278,5.164,4.31,1.0,0.443019,1.2458419,52.8568,153.564331,62.188572
26,8.0,4.0,0.0005151,5.621,2.973,1.0,0.486367,2.35798806,49.402729,142.843979,34.63607
27,8.0,7.0,0.0004957,6.022,3.042,1.0,0.459889,2.65789489,63.38414,136.698944,42.259434
28,8.0,6.0,0.0004738,5.298,4.543,1.0,0.475998,3.81819045,56.808304,146.81694,43.608326
29,7.301029995663981,5.0,0.0004007,6.294,3.538,1.0,0.507828,4.31429211,60.854893,138.952759,74.926468
30,6.721246399047171,3.0,0.0004794,6.437,3.641,1.0,0.542145,1.38407156,55.989456,158.710876,60.142639
31,6.102372908709558,6.0,0.0005235,6.558,3.471,1.0,0.553383,4.46690053,46.498184,131.113861,50.084957
32,7.0,6.0,0.000466,6.084,3.436,1.0,0.488884,1.57902064,72.038933,169.346985,82.506561
33,7.301029995663981,8.0,0.0004894,6.36,4.442,1.0,0.506076,0.852823636,64.658432,132.817886,68.403992
34,7.301029995663981,3.0,0.0004836,6.016,4.169,1.0,0.481653,2.18923706,52.503277,170.363922,84.616463
35,7.154901959985743,6.0,0.000515,6.429,4.734,1.0,0.535727,2.98081241,63.382767,118.340462,71.012741
36,6.920818753952375,9.0,0.0004661,6.759,5.016,1.0,0.526195,3.39166279,72.563255,120.997467,66.119308
37,6.721246399047171,7.0,0.0005017,6.362,4.904,1.0,0.5478,1.97879999,63.488735,142.024231,50.740051
38,5.5003129173815966,2.0,0.0004693,7.253,3.999,1.0,0.554342,2.60336644,77.742279,149.849457,65.06781
39,6.200659450546418,4.0,0.0005237,7.245,4.203,1.0,0.522581,1.55980279,94.485016,210.648407,90.463936
40,7.522878745280337,5.0,0.0005234,6.675,3.675,1.0,0.492532,1.890036,59.119637,148.30748,74.218895
41,7.301029995663981,3.0,0.0004995,6.202,4.706,1.0,0.50396,2.66180271,63.100815,163.903244,73.232391
42,8.0,5.0,0.000477,6.437,3.144,1.0,0.495536,2.76741702,65.293228,135.170471,59.381546
43,8.0,8.0,0.0004794,6.327,3.741,1.0,0.4644,4.99540822,57.069809,140.674072,51.177666
44,6.823908740944319,5.0,0.0004725,6.877,4.513,1.0,0.55288,1.99990008,70.635941,170.670349,66.804939
45,6.920818753952375,6.0,0.0004974,7.067,3.144,1.0,0.600525,2.69383327,95.276978,139.587143,98.579613
46,8.0,6.0,0.0004498,6.067,4.515,1.0,0.432131,3.30958698,66.301132,125.034111,94.640648
47,8.0,5.0,0.0005328,6.772,3.11,1.0,0.500158,3.18813904,71.865677,133.882065,78.859451
48,8.0,4.0,0.0004945,6.673,3.076,1.0,0.460791,5.00893129,70.016891,136.051926,60.881687
49,8.0,5.0,0.0005045,6.983,3.076,1.0,0.467396,2.91152891,75.301857,142.385498,71.696266
50,7.698970004336019,2.0,0.0004808,6.941,3.11,1.0,0.509929,2.90050759,66.473854,125.47596,68.472511
51,7.698970004336019,3.0,0.0004896,5.982,2.939,1.0,0.445147,4.37811039,69.109306,135.473663,107.697243
52,7.698970004336019,3.0,0.0005075,6.569,3.076,1.0,0.515877,2.09956252,78.441925,148.632263,101.557358
53,7.698970004336019,3.0,0.000463,6.726,2.973,1.0,0.484713,4.83115535,92.47052,180.550171,102.256371
54,7.397940008672037,5.0,0.0004673,7.246,3.007,1.0,0.529524,5.81394721,79.740746,136.301422,75.844223
55,8.0,8.0,0.0005023,7.749,3.144,1.0,0.517255,3.83963745,62.439251,161.006668,96.119995
56,5.300162274132754,3.0,0.0004884,7.309,4.517,1.0,0.471947,4.71438555,81.586433,174.57222,112.653816
57,4.500312917381596,2.0,0.000461,7.412,4.25,1.0,0.49483,4.98936388,80.994301,190.153641,113.552666
58,5.100179497572904,5.0,0.0004819,7.221,4.045,1.0,0.469415,5.30867961,75.886093,195.338287,104.197617
59,4.508638306165727,6.0,0.0005141,7.916,3.976,1.0,0.515924,2.36546536,87.662346,174.69899,79.919632
60,5.300162274132754,8.0,0.0005123,7.122,4.181,1.0,0.526941,4.34943152,85.011444,173.464798,119.401855
61,6.823908740944319,4.0,0.000477,7.088,5.38,1.0,0.491907,5.97906768,78.228127,178.499298,96.860382
62,6.508638306165727,7.0,0.0005162,7.572,2.973,1.0,0.530578,4.16363083,96.639145,153.337692,94.268036
63,7.301029995663981,7.0,0.0004919,7.629,3.11,1.0,0.51375,4.60732479,78.290359,156.282196,115.98111
64,6.0,5.0,0.000503,7.255,4.344,1.0,0.532767,6.78445124,72.11647,192.634308,108.797531
65,5.903089986991944,3.0,0.0004233,6.758,3.042,1.0,0.461005,4.71767208,55.809746,185.893188,109.677094
66,5.600326278518962,5.0,0.0004777,7.394,3.247,1.0,0.527639,3.70738379,68.925751,139.917465,72.294609
67,6.0,6.0,0.000549,6.762,3.11,1.0,0.499674,3.34416683,66.484741,147.644257,84.557381
68,5.400116927926312,3.0,0.0004728,7.662,3.212,1.0,0.527684,2.77370624,60.22422,153.701126,71.632721
69,6.102372908709558,4.0,0.0004729,7.768,2.973,1.0,0.538858,4.38312634,83.136139,163.616608,87.257408
70,7.301029995663981,4.0,0.0004843,6.594,4.515,1.0,0.441114,2.6798909,60.89534,168.769226,106.570625
71,7.397940008672037,3.0,0.0004961,6.83,3.11,1.0,0.5106,4.82874557,81.961449,154.773941,99.054695
72,5.096910013008056,8.0,0.0004885,6.665,3.042,1.0,0.521422,8.32499049,101.083267,140.096863,111.483505
73,7.472284193781353,6.0,0.0004611,5.27,4.669,1.0,0.456856,5.46009106,38.506985,154.354401,181.146362
74,7.657577319177793,8.0,0.0004668,5.838,4.454,1.0,0.388459,11.4294121,59.540085,95.799118,27.887085
75,5.985479461242076,11.0,0.0004467,6.651,2.529,1.0,0.433125,12.3851112,43.773872,86.43689,65.667595
76,6.638272163982407,6.0,0.0004688,6.129,4.712,1.0,0.432461,3.72281401,79.888794,116.041061,81.227768
77,5.537602002101044,4.0,0.0004742,5.792,3.295,1.0,0.410089,4.03858949,53.199993,99.090149,120.939468
78,10.045757490560677,7.0,0.0004693,7.731,3.281,1.0,0.546192,1.66863698,64.294144,141.956284,78.729568
79,7.136677139879544,9.0,0.0005095,5.628,4.864,1.0,0.379817,5.68322731,76.259453,92.179108,139.894699
80,7.619788758288394,8.0,0.000464,6.048,3.383,1.0,0.386489,3.65810419,73.403107,139.213715,59.817448
81,6.505845405981557,6.0,0.0004148,6.018,2.939,1.0,0.414279,10.9426407,48.642891,91.29052,61.464619
82,7.292429823902063,8.0,0.0004892,5.503,2.905,1.0,0.370513,2.78697154,70.51915,109.563339,81.747574
83,6.767003889607846,8.0,0.000447,5.84,2.893,1.0,0.38176,9.72381796,48.854774,85.482895,63.442535
84,6.899629454882437,5.0,0.0004934,6.444,3.128,1.0,0.40608,7.39929834,61.516247,88.207512,48.037865
85,7.481486060122112,10.0,0.0004827,6.212,2.957,1.0,0.416931,6.28691716,79.2033,76.106369,54.453369
86,7.356547323513812,8.0,0.000439,6.215,3.026,1.0,0.458262,7.65909046,54.577293,140.505554,61.079391
87,7.318758762624412,10.0,0.0004604,6.449,3.128,1.0,0.406049,6.96296476,75.807404,68.352539,89.991302
88,8.096910013008056,8.0,0.0004619,6.738,3.1,1.0,0.409325,8.17984651,67.194954,67.207932,88.460892
89,6.94692155651658,6.0,0.0004318,7.239,2.979,1.0,0.425158,8.95369172,48.264324,100.039307,55.704288
90,6.665546248849069,5.0,0.0004943,6.506,3.128,1.0,0.432336,5.90890339,86.492065,86.673904,37.806137
91,6.906578314837765,11.0,0.0004798,6.568,3.447,1.0,0.436444,10.0951884,46.409847,92.363251,101.229195
