mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,19,20,21,31,32,75,76,100,101,106,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,7.698970004336019,2.81,17.087,1.885,1.481,0.835,0.163,0.543,0.416,0.383,0.554,0.129,0.144,0.213,0.222,0.196,0.172,0.447,0.276,0.277,7.0,0.1757629,5.681,4.373,1.063,0.440719,6.2939885,56.877663,86.220688,62.711872
2,7.698970004336019,7.32,90.548,6.522,2.85,0.906,0.151,0.158,0.417,0.507,0.294,0.367,0.253,0.378,0.329,0.424,0.283,0.36,0.305,0.402,4.0,0.2311237,6.889,2.973,1.049,0.498022,7.13719434,46.358879,149.462326,99.787292
3,8.0,4.81,38.59,13.748,4.19,0.683,0.153,0.034,0.509,0.42,0.147,0.005,0.003,0.068,0.06,0.038,0.07,0.321,0.051,0.047,4.0,0.1615424,6.899,3.212,1.042,0.494733,5.41673846,57.048779,167.253418,82.277611
4,8.0,7.46,22.685,7.297,1.111,0.73,0.149,0.555,0.376,0.36,0.464,0.237,0.117,0.265,0.185,0.329,0.199,0.43,0.272,0.331,3.0,0.1349971,7.564,4.65,1.036,0.521596,4.91931864,67.016685,159.192139,88.453102
5,7.301029995663981,4.35,18.744,7.935,1.272,0.671,0.151,0.545,0.378,0.343,0.89,0.195,0.185,0.248,0.185,0.249,0.235,0.422,0.423,0.461,2.0,0.1235864,7.374,2.939,1.048,0.546028,3.90392292,80.749123,159.459579,107.44928
6,4.721246399047171,1.1,233.002,151.216,3.461,0.601,0.157,0.413,0.909,0.473,0.503,0.689,0.216,0.929,0.298,0.403,0.26,0.598,0.469,0.396,4.0,0.0656609,5.894,2.836,1.01,0.408789,2.7194352,50.684212,1017.507324,61.942741
7,4.638272163982407,9.07,14.948,4.834,1.099,0.716,0.157,0.529,0.395,0.345,0.705,0.16,0.175,0.25,0.201,0.2,0.311,0.423,0.347,0.469,,,,,,,,,,
8,7.096910013008056,1.92,186.584,6.718,0.931,0.961,0.151,0.53,0.637,0.328,0.719,0.587,0.097,0.582,0.168,0.581,0.217,0.498,0.468,0.499,3.0,0.38792,6.029,2.973,1.062,0.403193,4.13692116,46.912708,1013.229675,62.19812
9,7.522878745280337,5.81,205.933,7.775,5.218,0.941,0.153,0.292,0.432,0.354,0.439,0.23,0.203,0.3,0.274,0.237,0.214,0.359,0.291,0.309,6.0,0.1620306,6.684,4.947,1.025,0.483009,3.83243751,54.789871,171.10762,60.649242
10,7.0,4.14,117.774,13.748,3.985,0.869,0.151,0.159,0.468,0.396,0.083,0.472,0.274,0.396,0.297,0.512,0.328,0.341,0.276,0.299,3.0,0.2957107,6.898,3.042,1.078,0.437498,8.80897451,66.65136,180.914246,102.376617
11,7.522878745280337,8.24,98.286,22.02,7.187,0.771,0.149,0.065,0.507,0.373,0.392,0.002,0.175,0.433,0.25,0.404,0.272,0.315,0.19,0.232,5.0,0.1130302,7.312,3.042,1.017,0.510491,3.26154392,81.946815,179.442749,114.313293
12,6.102372908709558,7.0,124.962,13.67,4.825,0.871,0.151,0.126,0.401,0.388,0.055,0.283,0.283,0.316,0.315,0.336,0.365,0.305,0.207,0.243,3.0,0.2038438,6.84,4.414,1.048,0.446333,5.37965686,72.801941,169.291031,109.283966
13,5.801342913045577,0.69,17.61,8.249,1.299,0.648,0.151,0.467,0.357,0.364,0.669,0.202,0.15,0.24,0.2,0.248,0.229,0.396,0.34,0.446,1.0,0.2654163,7.576,3.042,1.033,0.529921,4.42807901,69.377556,152.743393,99.871811
14,6.200659450546418,3.3,144.101,19.1,3.649,0.864,0.149,0.148,0.432,0.225,0.134,0.508,0.275,0.397,0.172,0.622,0.085,0.268,0.305,0.276,2.0,0.2778272,8.359,3.042,1.065,0.531981,8.06857143,63.875683,168.056915,66.509415
15,6.823908740944319,7.35,114.781,6.123,1.338,0.939,0.147,0.114,0.4,0.352,0.035,0.427,0.131,0.345,0.199,0.612,0.222,0.288,0.198,0.289,8.0,0.3137149,7.654,3.007,1.04,0.502619,5.69673572,92.011139,211.044785,85.824692
16,7.698970004336019,2.36,262.627,154.523,6.893,0.619,0.153,0.304,0.349,0.391,0.269,0.193,0.227,0.28,0.273,0.189,0.253,0.348,0.23,0.256,5.0,0.1281233,6.827,4.548,1.036,0.461524,4.59316721,59.653816,158.26622,94.76799
17,7.838631997765025,1.87,175.509,3.607,1.488,0.972,0.164,0.631,0.446,0.472,0.548,0.424,0.153,0.372,0.239,0.53,0.273,0.516,0.375,0.444,8.0,0.1135249,5.472,3.007,1.014,0.422253,3.01017308,34.530586,167.304123,66.909683
18,4.701146923590294,2.9,379.331,3.905,2.061,0.985,0.161,0.961,0.428,0.426,1.007,0.238,0.178,0.291,0.266,0.226,0.337,0.605,0.474,0.507,4.0,0.0376187,5.631,3.007,1.02,0.418388,3.05751522,35.151661,136.422958,44.866436
19,5.221848749616356,2.47,358.904,156.728,1.413,0.694,0.161,0.483,0.271,0.444,0.44,0.147,0.367,0.182,0.339,0.078,0.487,0.399,0.318,0.33,5.0,0.1698158,5.59,3.144,1.014,0.422672,2.40277561,59.884686,127.310204,49.911739
20,8.0,2.12,25.968,20.233,1.151,0.548,0.16,0.034,0.565,0.295,0.483,0.001,0.155,0.006,0.183,0.008,0.238,0.298,0.213,0.247,4.0,0.1465717,6.007,3.11,1.019,0.455816,2.74725428,43.050888,125.151321,38.390099
21,7.522878745280337,3.93,26.407,1.878,0.741,0.91,0.156,0.58,0.404,0.215,0.452,0.187,0.041,0.235,0.087,0.321,0.101,0.4,0.227,0.307,4.0,0.1002354,5.807,3.842,1.014,0.487187,2.63478052,40.413197,117.861145,36.614643
22,6.920818753952375,4.59,57.713,5.454,0.968,0.9,0.154,0.11,0.449,0.401,0.048,0.353,0.156,0.356,0.225,0.482,0.226,0.32,0.186,0.248,4.0,0.2192749,5.641,2.871,1.047,0.406833,4.08744013,45.516533,148.117538,76.164955
23,7.301029995663981,7.97,219.261,58.393,2.754,0.782,0.153,0.898,0.087,0.456,0.813,0.127,0.379,0.096,0.389,0.033,0.349,0.48,0.439,0.41,3.0,0.1616302,6.175,3.144,1.012,0.476706,2.70399531,66.65406,135.260803,58.219856
