mol_id,PKI,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,9.154901959985745,6,0.0661642,5.272,4.158,1.198,0.381402,12.3411549,29.3764,110.134933,116.879807
2,9.30102999566398,6,0.0624863,5.311,4.26,1.224,0.356166,7.43524205,56.416622,263.545288,89.968742
3,6.214670164989233,6,0.1582498,5.999,2.905,1.066,0.413508,5.74140049,28.549473,97.63047,157.189316
4,7.920818753952375,7,0.1088678,6.156,3.247,1.201,0.411487,10.9578839,47.569019,265.468872,139.281937
6,7.823908740944319,7,0.1802747,5.518,3.349,1.122,0.406492,7.00677379,43.971283,264.412567,69.819878
7,7.207608310501746,4,0.1037248,5.333,3.247,1.158,0.394799,9.19986715,66.358963,305.552826,173.445679
8,8.619788758288394,9,0.1463237,5.966,3.247,1.177,0.427929,10.0660393,41.049072,259.264343,134.156662
9,7.341988603342887,8,0.0787495,4.509,3.52,1.198,0.302551,9.0209707,28.709538,264.175171,60.309677
10,8.698970004336019,7,0.1923751,5.907,4.614,1.13,0.416664,8.29937655,93.08889,248.759415,130.471878
12,7.744727494896693,8,0.1270475,5.615,3.846,1.18,0.420511,11.4592179,57.535027,249.909531,112.831909
13,7.552841968657781,9,0.1765257,5.58,3.676,1.173,0.395659,10.5333602,39.6791,261.794037,81.768181
14,8.017728766960431,7,0.1651725,5.844,3.952,1.261,0.420611,12.0303222,48.557564,276.711548,121.283905
15,8.920818753952375,8,0.0437603,5.077,3.809,1.392,0.375474,12.9904659,47.878029,240.632278,100.449966
16,7.301029995663981,5,0.0756821,4.676,3.247,1.174,0.339717,9.24931818,35.453903,215.381271,107.062943
17,8.537602002101044,7,0.139581,4.603,3.281,1.146,0.360231,7.40441349,31.783909,250.744156,128.836151
19,7.494850021680094,9,0.06024,5.739,4.225,1.187,0.411854,9.98715903,55.413845,297.430145,102.062286
20,7.657577319177793,10,0.094506,6.415,4.225,1.157,0.433956,8.20799659,38.749794,329.789062,202.369736
21,7.958607314841775,11,0.0824279,6.131,4.261,1.233,0.459512,13.172321,45.301559,282.986877,138.162613
22,7.017728766960431,6,0.031667,4.506,3.452,1.211,0.301423,11.6185068,54.19651,267.836243,104.983795
23,8.080921907623926,8,0.1621441,5.445,4.135,1.422,0.340934,13.4258941,59.393269,299.1427,168.32576
24,8.769551078621726,8,0.0946974,5.075,4.02,1.104,0.373756,5.35049614,36.544285,284.992065,98.995865
25,7.481486060122112,8,0.1023906,4.852,3.349,1.215,0.390592,10.1912788,43.770088,285.842194,120.524925
27,7.958607314841775,7,0.0669993,5.716,3.847,1.317,0.421076,13.0726805,46.813881,252.567978,69.251518
28,8.031517051446064,8,0.0972984,5.596,3.657,1.182,0.401105,9.80500803,30.303696,1102.470825,74.494774
30,8.229147988357855,10,0.1002927,6.573,4.819,1.15,0.51452,9.99010386,51.868946,255.64595,71.998001
31,8.568636235841012,9,0.1085897,4.975,4.286,1.209,0.413019,10.0443031,42.733078,261.930328,71.573837
32,8.022276394711152,8,0.0463041,5.383,4.145,1.282,0.420149,11.6228554,45.46254,214.190842,71.003853
33,7.886056647693163,6,0.1611939,5.858,4.282,1.136,0.39448,7.59055199,27.661308,265.288513,98.191879
34,8.494850021680094,10,0.1359957,5.187,3.941,1.217,0.375492,9.8859379,33.685589,228.960922,102.001823
35,7.045757490560675,7,0.0402759,4.885,2.957,1.244,0.311833,10.9307187,23.002312,230.692047,69.147209
36,8.585026652029182,8,0.0569272,5.461,4.35,1.19,0.417478,10.7116336,33.034393,256.093597,74.814377
37,8.214670164989233,6,0.0689816,5.486,3.949,1.205,0.39456,10.6959503,38.695335,260.792328,67.806236
38,8.346787486224656,8,0.1023818,5.745,4.497,1.12,0.41911,7.0620047,28.602978,249.640228,78.570244
39,8.823908740944319,9,0.0971706,5.533,4.545,1.115,0.401616,7.87394696,30.262688,255.699768,88.783386
40,8.698970004336019,6,0.0538197,4.562,3.383,1.222,0.305659,9.09764626,42.565838,257.089813,66.986488
41,6.823908740944319,8,0.0297436,4.377,3.11,1.171,0.306228,9.10301283,28.204689,227.60202,84.670807
42,8.55284196865778,7,0.0550402,4.66,3.195,1.136,0.307182,7.97239099,31.581347,204.548386,111.270424
43,7.744727494896693,5,0.046833,4.753,3.194,1.142,0.298647,8.60689387,36.183281,238.644562,70.276665
44,8.886056647693163,5,0.1474574,4.521,2.392,1.176,0.307395,9.52863064,22.443844,225.528687,68.014236
45,9.045757490560677,7,0.1444308,5.559,4.135,1.087,0.359764,7.75297836,30.590809,252.763535,100.606773
46,8.886056647693163,5,0.1327977,6.027,3.383,1.165,0.430905,7.66596807,75.826775,237.765106,122.998642
47,8.0,6,0.0817707,4.664,3.52,1.15,0.307774,8.05941144,31.211483,239.400925,81.741249
49,9.221848749616356,8,0.168869,6.075,4.047,1.126,0.406111,11.9717264,30.50074,255.012482,103.111099
50,8.522878745280337,6,0.1307102,5.745,3.266,1.084,0.357736,4.52889498,44.676208,231.445175,137.18631
51,8.481486060122112,7,0.0775668,5.605,3.761,1.15,0.389492,8.71997571,43.117329,288.628662,81.114342
52,8.275724130399212,7,0.0644472,5.335,3.808,1.156,0.360635,4.30412439,61.891335,270.518372,99.76799
53,8.67778070526608,7,0.1710199,5.441,3.709,1.175,0.383182,4.05303617,29.013634,288.490143,95.514023
54,8.585026652029182,7,0.0593954,5.213,3.718,1.123,0.369926,3.2170076,37.160381,281.521423,85.684105
55,8.585026652029182,8,0.1438288,5.946,3.369,1.255,0.372228,12.4586156,76.840515,280.028137,55.640095
56,8.0,8,0.0923611,5.775,3.369,1.145,0.352949,6.65874042,51.872375,231.518845,73.847893
57,7.552841968657781,10,0.2073922,5.337,3.834,1.169,0.338846,7.55345997,47.041458,264.680176,147.175705
58,7.997833938243493,8,0.1508811,5.333,4.576,1.126,0.35806,6.91131467,48.665989,258.568512,74.529472
59,8.3767507096021,12,0.1672249,5.544,4.373,1.12,0.355357,11.6596476,34.064865,271.026947,99.755592
60,8.301029995663981,10,0.1231383,6.265,4.566,1.089,0.428781,7.21485462,52.940727,293.194366,125.156349
61,7.920818753952375,8,0.1035433,6.019,4.121,1.098,0.418919,7.4898365,42.256409,268.663147,113.98967
62,8.769551078621726,11,0.0840937,6.397,5.378,1.126,0.423795,5.60883577,39.519569,317.593292,141.017365
63,8.431798275933005,8,0.1963365,6.345,5.144,1.144,0.446308,12.3559925,39.348915,282.428467,133.11882
64,8.267606240177031,10,0.1868551,7.027,5.385,1.103,0.434363,8.43313662,50.612614,320.324646,131.091003
65,8.136677139879543,8,0.1722288,5.906,5.0,1.086,0.39527,0.798420297,52.091782,270.498535,114.48391
66,8.075720713938118,9,0.2277754,6.333,4.937,1.059,0.417038,9.06589944,59.077934,299.381622,127.494888
67,7.795880017344075,8,0.211166,5.92,5.009,1.108,0.398937,8.44168861,63.689274,297.74826,109.74968
68,7.886056647693163,7,0.1058069,7.169,5.229,1.097,0.44276,8.83311743,51.049164,270.464203,133.88385
70,8.031517051446064,9,0.1509079,6.544,5.263,1.045,0.437592,7.93334223,64.485184,299.795776,121.88945
76,8.040958607678906,8,0.1328535,6.041,4.238,1.145,0.389035,9.65857118,30.118984,263.109955,128.423996
78,8.337242168318426,5,0.1338763,6.502,4.067,1.098,0.401237,6.40892544,53.986313,250.352661,127.654266
79,7.0762380391713,7,0.2175109,5.864,3.048,1.168,0.43431,9.39806526,58.232162,942.927673,109.819588
80,9.522878745280336,9,0.075219,5.94,4.154,1.092,0.401229,4.34803749,21.630812,276.444824,87.184189
81,10.0,7,0.0600024,5.469,4.052,1.166,0.37734,7.42555813,37.501999,239.296677,85.833031
82,8.958607314841775,7,0.1928183,6.066,4.291,1.128,0.406451,9.24628788,42.296532,289.870178,122.478523
83,8.309803919971486,7,0.110456,5.592,3.997,1.168,0.357051,8.34367297,29.719704,251.868408,77.766594
85,7.508638306165727,8,0.0580965,5.09,3.794,1.168,0.323376,7.55381575,62.526489,228.258026,98.991501
86,7.366531544420414,10,0.0826708,5.955,3.939,1.289,0.4219,12.7940967,46.040962,308.998383,97.686905
87,8.2839966563652,9,0.1029593,6.049,4.688,1.238,0.37576,6.88725389,49.021149,236.410065,143.915161
88,8.698970004336019,7,0.0450697,5.383,3.744,1.208,0.338976,10.8737589,54.869438,260.330292,163.759186
89,8.468521082957745,12,0.1290471,5.776,4.598,1.112,0.378271,7.98169524,47.069801,260.299042,113.455948
90,8.585026652029182,7,0.0944578,5.592,3.677,1.133,0.398896,8.42177948,38.669212,272.821106,148.138626
91,7.886056647693163,6,0.090138,5.307,2.924,1.148,0.329315,8.28548304,60.575905,274.569305,87.405388
92,8.455931955649724,6,0.0684756,5.356,3.261,1.136,0.330258,10.3161333,24.57687,262.194458,57.939854
93,8.958607314841775,7,0.0719873,5.053,2.993,1.169,0.30974,7.28227357,42.791893,241.386276,76.323967
94,7.602059991327962,6,0.2658748,5.637,3.247,1.204,0.349134,10.7321117,51.904266,254.654846,90.159599
95,6.127843727251707,10,0.1378664,4.858,3.623,1.251,0.324786,10.4941474,28.652332,246.243622,54.503433
96,6.6777807052660805,8,0.0756732,4.267,3.417,1.237,0.308015,10.301666,32.192795,221.559662,81.099609
97,6.806875401645538,10,0.0901521,5.393,4.033,1.233,0.377739,13.0568107,38.045979,310.113495,106.648018
98,6.91721462968355,7,0.0567417,6.141,4.16,1.325,0.44332,10.9951745,43.960915,333.404266,134.220291
99,6.920818753952375,9,0.1126665,6.224,4.386,1.331,0.475499,13.3083539,53.566902,286.437103,69.067764
100,7.67778070526608,8,0.0220191,4.169,3.52,1.25,0.316602,11.3019476,38.477875,242.378525,54.96233
101,7.795880017344075,9,0.1267642,5.192,4.101,1.131,0.423602,8.29443221,86.500961,270.094971,127.356514
102,7.920818753952375,11,0.1614106,4.991,4.077,1.276,0.374222,11.6994764,52.659489,254.775375,93.116913
