mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,13,20,21,31,32,75,76,100,101,107,108,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
117,5.619788758288394,0.19,18.708,2.765,0.683,0.844,0.163,0.564,0.372,0.335,0.667,0.42,0.172,0.284,0.295,0.399,0.391,0.423,0.318,123.839,92.163,6,0.1911743,6.146,2.845,1.075,0.416141,9.04471564,43.865757,62.273273,59.44479
118,5.657577319177793,0.84,231.963,4.118,1.304,0.977,0.177,0.512,0.412,0.404,1.663,0.23,0.451,0.296,0.368,0.193,0.488,0.443,0.35,2745.446,1966.6,5,0.0372233,4.933,2.206,1.115,0.327229,7.68312199,39.132969,39.252422,60.962849
119,5.6777807052660805,9.96,10.946,1.773,0.61,0.821,0.177,0.598,0.431,0.391,0.261,1.022,0.032,0.395,0.111,0.471,0.139,0.474,0.509,52.322,52.672,3,0.1135077,4.642,2.241,1.077,0.354299,6.40686116,59.736366,19.464592,38.594646
120,5.698970004336019,8.49,51.435,8.055,0.71,0.854,0.172,0.046,0.535,0.285,0.432,0.005,0.078,0.213,0.146,0.903,0.197,0.289,0.03,811.028,143.414,3,0.148481,5.251,2.275,1.052,0.369474,4.92098047,36.835407,60.486488,56.25444
121,5.769551078621726,9.31,147.286,1.675,1.207,0.981,0.174,0.373,0.333,0.332,0.732,0.303,0.1,0.216,0.16,0.344,0.212,0.346,0.227,874.531,624.167,5,0.0525899,4.529,2.687,1.132,0.322281,8.22722447,44.869915,31.579239,69.883484
122,5.769551078621726,4.89,11.105,2.032,0.272,0.828,0.177,0.608,0.525,0.395,0.125,0.573,0.033,0.37,0.122,0.559,0.121,0.509,0.326,45.673,34.386,5,0.0274852,4.85,2.173,1.127,0.329146,7.56101912,23.677578,57.088722,42.908878
123,5.823908740944319,1.39,41.459,19.868,2.25,0.652,0.159,0.035,0.578,0.351,1.562,0.001,0.139,0.01,0.227,0.062,0.312,0.321,0.116,2878.471,418.489,8,0.0595073,6.544,2.877,1.153,0.468674,12.4055698,25.953655,251.239914,133.430893
124,5.958607314841775,3.4,369.015,10.4,1.09,0.97,0.171,0.956,0.562,0.352,0.74,0.35,0.163,0.444,0.186,0.381,0.164,0.623,0.473,8817.392,5737.629,8,0.1539174,5.014,2.549,1.099,0.342752,6.32289084,37.684654,54.775803,75.329643
125,6.0,1.56,360.882,2.73,1.125,0.989,0.163,0.888,0.333,0.328,1.273,0.51,0.176,0.193,0.331,0.163,0.449,0.516,0.563,2867.087,2808.629,8,0.0515793,6.068,3.231,1.135,0.458307,10.6272273,37.584053,87.668961,67.829765
126,6.0,2.13,220.825,5.623,1.245,0.97,0.162,0.918,0.43,0.423,1.372,0.197,0.409,0.299,0.348,0.232,0.378,0.591,0.502,3297.329,2432.569,7,0.1917094,6.416,3.062,1.077,0.448908,7.09666465,41.204903,79.424385,51.2229
127,6.309803919971486,9.5,183.575,3.169,1.529,0.975,0.163,0.744,0.435,0.392,1.832,0.329,0.316,0.321,0.354,0.264,0.398,0.524,0.45,1945.481,1701.428,9,0.1842631,5.792,3.199,1.102,0.446647,7.9404183,43.904533,46.798283,86.827126
128,6.366531544420414,4.16,154.19,31.141,8.96,0.794,0.161,0.142,0.051,0.332,8.567,0.095,0.387,0.049,0.365,0.03,0.074,0.175,0.24,49679.805,87304.023,5,0.1891246,6.231,3.218,1.119,0.444235,5.55305928,31.954937,52.460762,92.767395
129,6.443697499232712,7.83,176.434,16.231,1.655,0.908,0.158,0.17,0.497,0.329,1.408,0.326,0.178,0.396,0.242,0.368,0.353,0.332,0.264,8116.797,7709.471,6,0.1109055,6.567,3.301,1.125,0.48344,6.91947061,86.012428,101.516228,116.422707
130,6.698970004336019,0.31,20.118,2.15,0.817,0.871,0.163,0.557,0.363,0.203,1.046,0.622,0.17,0.238,0.279,0.313,0.309,0.374,0.405,119.876,109.651,5,0.0653938,6.039,3.472,1.085,0.449898,9.52779909,45.691341,86.107979,94.878563
131,7.0,6.43,256.045,1.858,1.105,0.989,0.175,0.965,0.35,0.279,1.056,0.746,0.128,0.345,0.302,0.382,0.153,0.531,0.641,1545.441,1748.871,7,0.0245698,5.036,2.399,1.095,0.340763,7.81425432,18.657558,45.172997,44.399651
132,5.455931955649724,9.03,7.961,2.691,0.993,0.684,0.164,0.546,0.423,0.311,0.491,0.225,0.072,0.275,0.139,0.464,0.148,0.426,0.303,64.915,40.331,7,0.1082877,4.641,2.724,1.323,0.314932,12.890704,44.007877,66.368668,66.319122
133,5.494850021680094,3.54,8.003,4.141,1.579,0.583,0.158,0.482,0.423,0.429,1.227,0.178,0.265,0.269,0.289,0.36,0.325,0.445,0.348,118.379,76.451,10,0.1393948,4.989,3.486,1.334,0.347592,15.8962293,36.824444,107.692635,74.394363
134,5.552841968657781,5.01,139.046,79.483,70.203,0.482,0.169,0.259,0.123,0.096,11.393,0.01,0.002,0.02,0.017,0.034,0.03,0.159,0.159,802552.709,41202.133,5,0.083004,4.643,2.743,1.41,0.319682,13.7394582,39.957439,67.547539,68.324074
135,5.920818753952375,7.15,9.74,2.049,1.737,0.72,0.163,0.552,0.382,0.327,1.084,0.166,0.107,0.218,0.144,0.342,0.225,0.42,0.287,88.621,55.319,9,0.0564499,4.415,3.288,1.501,0.34217,14.9741424,36.846153,79.601349,65.402847
136,6.049148541111453,7.01,264.289,203.235,10.081,0.553,0.167,0.531,0.436,0.565,9.851,0.339,0.418,0.42,0.489,0.373,0.353,0.51,0.476,600381.722,582419.333,7,0.0475524,4.518,3.626,1.41,0.347679,13.4487447,59.452709,68.135162,69.83609
137,6.142667503568731,3.14,11.589,2.028,1.252,0.779,0.168,0.55,0.331,0.414,0.72,0.153,0.108,0.191,0.189,0.292,0.187,0.432,0.267,84.832,51.424,8,0.1190626,4.571,2.825,1.419,0.363114,14.590496,65.176003,63.946285,35.277943
138,6.1487416512809245,2.97,10.331,2.49,0.678,0.765,0.165,0.579,0.37,0.242,0.248,0.218,0.032,0.258,0.089,0.444,0.103,0.397,0.299,65.339,41.505,6,0.0740667,4.569,2.825,1.402,0.339244,14.6560517,40.26371,74.122986,34.221836
139,6.179798540514359,3.45,10.43,2.163,0.659,0.787,0.168,0.555,0.371,0.305,0.369,0.169,0.085,0.231,0.146,0.391,0.143,0.411,0.282,58.965,38.724,9,0.0210613,4.686,3.492,1.543,0.345076,15.1345329,38.379333,65.267044,66.004311
140,6.191114132640188,6.35,63.376,11.908,1.571,0.825,0.164,0.069,0.584,0.386,1.173,0.009,0.175,0.539,0.265,0.511,0.434,0.346,0.065,2135.017,392.385,4,0.1174696,4.823,2.655,1.421,0.36251,13.9157589,46.421078,78.240814,71.935898
141,6.214670164989233,3.5,10.895,2.119,0.794,0.789,0.172,0.528,0.335,0.329,0.432,0.126,0.079,0.181,0.14,0.284,0.159,0.398,0.345,65.575,47.763,7,0.0590739,5.039,2.825,1.435,0.389281,15.1669297,60.706669,37.102592,40.91811
142,6.343901797987168,1.07,10.054,2.374,0.62,0.771,0.167,0.565,0.398,0.252,0.272,0.233,0.048,0.259,0.104,0.485,0.103,0.405,0.276,59.427,38.059,9,0.1130023,4.576,3.187,1.39,0.334589,15.7568772,53.370712,67.543449,61.958382
144,6.38933983691012,6.51,9.256,2.304,1.254,0.722,0.165,0.523,0.389,0.214,0.832,0.185,0.093,0.246,0.105,0.383,0.231,0.375,0.278,75.386,48.321,8,0.054395,4.852,3.152,1.464,0.332619,12.4908635,53.295361,97.296547,75.207596
145,6.400116927926312,9.28,245.652,6.27,1.25,0.97,0.161,0.979,0.451,0.323,0.62,0.327,0.074,0.335,0.153,0.288,0.232,0.584,0.474,4032.945,2757.825,7,0.0447716,4.815,2.893,1.443,0.360111,14.488941,61.975452,73.15789,58.270962
147,6.504455662453552,4.81,481.903,97.228,1.022,0.831,0.163,0.822,0.192,0.333,0.469,0.082,0.068,0.103,0.14,0.106,0.208,0.449,0.369,95899.839,50014.948,7,0.098446,4.672,2.792,1.43,0.349802,14.062996,55.959671,150.948486,45.321156
148,6.552841968657781,2.52,8.66,6.885,1.288,0.514,0.155,0.6,0.389,0.314,1.052,0.274,0.194,0.299,0.227,0.347,0.217,0.434,0.299,173.243,117.527,11,0.1235033,6.049,4.311,1.316,0.374518,11.758887,53.168762,112.270958,75.694389
149,6.628932137728263,9.33,8.527,2.552,1.006,0.706,0.164,0.558,0.382,0.306,0.522,0.214,0.081,0.256,0.15,0.441,0.142,0.415,0.316,66.877,43.963,9,0.0192346,4.524,2.859,1.449,0.325943,15.3102125,71.48909,64.242981,39.852264
150,6.82102305270683,9.02,16.92,2.248,0.552,0.858,0.159,0.585,0.382,0.326,0.204,0.202,0.042,0.252,0.114,0.437,0.139,0.431,0.314,89.331,60.561,8,0.076004,5.213,2.724,1.412,0.429303,14.332105,63.569153,96.615051,46.10099
151,6.920818753952375,3.88,132.741,8.062,0.818,0.937,0.172,0.137,0.555,0.462,0.492,0.357,0.17,0.482,0.249,0.394,0.381,0.385,0.178,2202.48,410.144,7,0.0540993,4.253,2.893,1.436,0.30142,13.9016962,28.160971,185.903015,118.955711
152,7.008773924307505,9.99,265.337,5.353,1.486,0.975,0.169,0.567,0.429,0.527,1.027,0.229,0.228,0.272,0.319,0.288,0.384,0.508,0.27,4206.308,2174.391,7,0.0156669,4.125,2.859,1.485,0.300522,14.8358506,50.821201,50.960613,33.297962
153,7.1249387366083,8.71,9.578,2.284,0.737,0.76,0.168,0.576,0.346,0.317,0.358,0.185,0.071,0.225,0.139,0.413,0.142,0.413,0.276,59.325,37.199,4,0.0250799,4.496,2.689,1.446,0.325405,14.8156551,29.432341,58.627892,69.524719
155,8.337242168318426,0.49,83.47,7.426,0.921,0.909,0.161,0.145,0.534,0.319,0.75,0.514,0.217,0.493,0.237,0.498,0.173,0.333,0.29,1366.077,1189.171,8,0.0364155,5.071,3.407,1.194,0.344359,12.3096539,65.488861,116.427551,85.833931
156,8.522878745280337,9.62,141.05,5.105,2.077,0.952,0.16,0.184,0.483,0.422,1.903,0.184,0.341,0.288,0.391,0.384,0.342,0.363,0.256,2667.219,2096.182,9,0.206941,5.751,3.475,1.363,0.351698,14.1642627,73.675476,106.570953,63.056068
158,8.130768280269024,1.99,148.435,13.262,2.341,0.905,0.156,0.283,0.535,0.41,1.809,0.437,0.193,0.452,0.322,0.48,0.262,0.409,0.241,7118.686,3123.283,7,0.0600567,6.581,3.714,1.14,0.422013,7.95759475,46.003799,76.117172,91.317596
159,6.110698297493689,9.41,15.499,3.776,0.078,0.801,0.165,0.523,0.426,0.206,0.091,0.215,0.26,0.262,0.158,0.341,0.078,0.385,0.344,83.98,67.802,9,0.0582784,5.732,3.674,1.043,0.429877,2.23967276,44.779472,152.039459,73.681519
160,6.958607314841775,7.37,198.756,7.636,1.029,0.958,0.16,0.336,0.536,0.279,1.566,0.539,0.646,0.521,0.283,0.668,0.426,0.384,0.47,3498.417,3633.091,1,0.2591769,6.194,3.269,1.074,0.383647,3.51199183,58.872787,144.476913,72.253403
161,7.33161408331,1.48,180.863,10.586,3.564,0.927,0.15,0.19,0.491,0.398,3.675,0.34,0.425,0.395,0.379,0.373,0.389,0.36,0.318,9616.376,8273.531,4,0.048593,6.376,3.695,1.016,0.475238,2.46298805,39.338104,122.001846,202.95697
162,8.537602002101044,5.47,70.585,6.313,2.605,0.888,0.153,0.136,0.377,0.358,1.853,0.213,0.173,0.272,0.241,0.318,0.233,0.29,0.152,1886.46,852.552,6,0.0861499,6.614,3.92,1.033,0.432381,3.76992695,75.846581,174.47493,80.446114
163,8.318758762624412,2.93,8.74,5.184,1.743,0.558,0.159,0.556,0.488,0.216,1.247,0.273,0.107,0.317,0.129,0.346,0.088,0.42,0.31,164.23,112.722,6,0.1878329,5.509,4.937,1.068,0.376054,3.90492234,45.378231,151.027451,59.517651
164,8.823908740944319,8.81,14.452,5.772,1.499,0.665,0.149,0.5,0.409,0.334,1.43,0.426,0.309,0.39,0.24,0.342,0.319,0.414,0.406,260.451,253.046,4,0.2637511,7.294,4.639,1.031,0.455779,4.88529022,51.9063,183.393951,107.623116
165,7.066006836168758,5.0,204.42,11.842,2.397,0.935,0.147,0.63,0.425,0.348,1.394,0.421,0.105,0.411,0.19,0.358,0.195,0.468,0.443,8960.424,6991.588,6,0.1772653,6.344,4.107,1.073,0.419614,6.27906059,71.875946,229.82399,102.125923
166,7.335358024443875,1.0,13.112,5.165,1.414,0.666,0.159,0.484,0.427,0.24,1.175,0.316,0.129,0.304,0.154,0.334,0.16,0.383,0.271,208.993,146.981,7,0.0916492,6.376,3.475,1.089,0.408986,7.2183525,55.375946,78.227257,97.67881
167,9.30102999566398,3.97,17.646,6.062,1.864,0.69,0.146,0.51,0.458,0.369,1.552,0.439,0.174,0.408,0.214,0.468,0.199,0.446,0.331,376.099,279.778,7,0.2255717,7.499,4.541,1.074,0.469708,7.7134378,64.840332,196.146912,142.365631
168,7.542118103266008,9.49,93.748,5.146,3.002,0.92,0.148,0.085,0.449,0.478,2.204,0.337,0.21,0.375,0.3,0.482,0.281,0.337,0.202,2329.362,1380.2,6,0.2363771,6.628,3.696,1.054,0.448156,4.37178023,38.049618,123.06105,186.198959
169,7.394694953858891,7.77,71.644,11.013,1.836,0.848,0.156,0.091,0.496,0.198,1.794,0.405,0.2,0.443,0.188,0.545,0.088,0.262,0.203,2474.28,517.823,9,0.2273564,6.441,4.091,1.109,0.389388,3.57599742,38.240475,104.348381,81.213974
170,7.52432881167557,3.11,333.138,224.306,8.154,0.589,0.156,0.548,0.394,0.552,7.09,0.26,0.374,0.313,0.442,0.227,0.498,0.498,0.459,689129.91,614695.732,4,0.280545,5.646,3.609,1.085,0.356214,7.78911272,72.656876,67.304657,99.053726
171,6.882728704344236,5.85,10.532,5.557,0.481,0.636,0.16,0.471,0.462,0.202,0.7,0.186,0.343,0.363,0.168,0.354,0.137,0.378,0.397,110.987,89.376,4,0.1307976,5.643,3.302,1.147,0.377984,8.55231289,83.646698,66.745613,80.685623
172,8.67778070526608,6.35,13.04,5.021,1.556,0.665,0.152,0.538,0.525,0.243,1.245,0.457,0.129,0.404,0.143,0.457,0.148,0.435,0.32,215.095,151.768,10,0.1143104,6.777,4.551,1.139,0.409199,8.37025777,72.903969,176.138031,115.091751
173,9.154901959985745,3.24,165.931,11.952,1.839,0.923,0.157,0.254,0.495,0.381,1.206,0.245,0.142,0.345,0.202,0.451,0.228,0.377,0.225,6138.124,3666.287,7,0.2438687,6.531,3.771,1.114,0.400715,7.83824513,43.575462,183.349243,76.242523
174,7.920818753952375,6.51,92.247,10.889,3.064,0.869,0.148,0.098,0.389,0.23,1.934,0.291,0.086,0.324,0.124,0.287,0.144,0.239,0.145,4504.339,2203.471,11,0.2406376,7.535,4.951,1.118,0.450867,12.5624156,116.907867,232.178711,116.316544
175,5.920818753952375,6.49,8.228,5.52,0.634,0.572,0.163,0.563,0.503,0.2,0.27,0.325,0.038,0.438,0.083,0.439,0.096,0.422,0.338,97.337,72.493,5,0.2169414,5.561,3.268,1.07,0.369033,5.68575154,78.084595,65.923248,79.193275
176,6.815308569182402,7.11,8.059,5.441,1.078,0.553,0.161,0.488,0.485,0.302,0.675,0.402,0.097,0.384,0.158,0.516,0.175,0.425,0.324,120.275,81.767,2,0.0661533,5.337,3.234,1.098,0.359404,6.83799192,44.738487,45.492931,83.673462
177,8.638272163982407,1.78,379.822,59.795,6.882,0.851,0.146,0.788,0.093,0.515,7.026,0.034,0.532,0.058,0.525,0.029,0.587,0.465,0.475,182479.602,132482.479,9,0.1193711,7.734,4.834,1.059,0.479715,4.57711215,35.147778,131.778641,119.93972
178,8.795880017344075,8.74,14.229,6.904,2.024,0.614,0.15,0.507,0.382,0.368,1.413,0.48,0.164,0.38,0.214,0.403,0.226,0.419,0.323,362.993,260.912,10,0.2623967,7.682,4.485,1.079,0.447806,6.66858288,66.631226,190.553589,86.991829
179,7.546681659952962,2.57,16.853,3.368,0.513,0.813,0.162,0.573,0.466,0.239,0.54,0.367,0.185,0.34,0.196,0.461,0.239,0.426,0.374,117.001,107.539,6,0.173819,5.747,3.738,1.081,0.445921,6.38396152,64.976067,121.555183,81.633614
180,8.356547323513812,2.67,87.352,9.337,2.807,0.878,0.153,0.114,0.377,0.372,3.428,0.287,0.576,0.325,0.369,0.346,0.465,0.288,0.311,3476.245,2718.45,6,0.1001852,6.767,4.334,1.067,0.424651,8.27851716,78.395248,189.896088,83.275406
181,7.75448733218585,8.96,96.597,7.324,3.057,0.903,0.161,0.141,0.428,0.388,3.591,0.243,0.47,0.326,0.396,0.469,0.418,0.319,0.302,3294.854,3370.411,5,0.2559238,6.131,3.814,1.061,0.356439,6.80144978,45.188805,65.579491,91.900551
182,7.07727454200674,2.66,189.848,5.211,0.543,0.971,0.163,0.256,0.521,0.229,0.645,0.283,0.336,0.367,0.178,0.334,0.241,0.336,0.283,1827.963,1435.805,2,0.2433938,5.216,3.233,1.093,0.353572,8.58448303,56.444786,71.147659,62.216793
183,8.42021640338319,5.9,296.643,16.558,2.063,0.941,0.145,0.441,0.497,0.317,2.776,0.27,0.604,0.368,0.346,0.405,0.427,0.418,0.397,16008.401,13647.754,7,0.28916,7.713,4.537,1.029,0.456282,3.5205102,49.996864,190.295395,109.690048
184,8.55284196865778,6.23,284.639,8.632,0.685,0.968,0.161,0.413,0.558,0.387,0.725,0.552,0.433,0.53,0.305,0.614,0.365,0.453,0.452,4634.877,4472.915,7,0.2851715,5.787,3.747,1.089,0.377593,3.25681876,59.325058,134.737747,48.098438
185,7.443697499232712,2.6,185.454,24.402,2.063,0.875,0.156,0.4,0.569,0.277,1.193,0.521,0.072,0.495,0.114,0.728,0.107,0.415,0.288,14506.455,8397.788,5,0.1090762,6.587,3.641,1.019,0.522387,3.89434769,54.1866,102.62484,55.970757
186,9.154901959985745,6.15,35.975,7.943,3.675,0.756,0.146,0.062,0.409,0.268,1.906,0.082,0.006,0.161,0.032,0.253,0.062,0.246,0.039,1544.839,417.949,4,0.2806532,7.961,4.643,1.06,0.481104,4.10095604,44.489883,241.706726,122.059082
187,8.3767507096021,6.39,13.91,7.707,1.721,0.596,0.15,0.464,0.432,0.314,1.247,0.401,0.155,0.418,0.195,0.411,0.154,0.403,0.308,352.202,253.434,10,0.214735,7.152,5.923,1.115,0.45676,3.85171842,53.612061,166.916534,115.999245
188,7.454692883534176,1.3,81.84,5.438,0.837,0.929,0.16,0.112,0.505,0.206,1.469,0.444,0.566,0.408,0.245,0.387,0.311,0.274,0.348,978.652,697.424,3,0.1102339,6.084,3.063,1.097,0.367522,7.98400459,44.437733,96.480728,100.339493
190,7.818156412055227,8.86,191.491,106.425,3.45,0.635,0.156,0.317,0.211,0.367,2.298,0.043,0.145,0.084,0.205,0.06,0.237,0.298,0.127,92009.315,31758.166,8,0.1284136,6.052,3.935,1.131,0.390691,7.06160195,42.016972,197.075531,90.795303
191,9.0,6.36,134.268,14.011,4.381,0.88,0.146,0.204,0.52,0.387,3.406,0.272,0.176,0.349,0.244,0.458,0.287,0.37,0.198,10924.489,5793.398,11,0.0896128,7.319,5.394,1.068,0.477498,4.11175781,91.95929,221.640457,158.090302
192,6.764471553092451,1.17,181.81,4.4,1.798,0.967,0.145,0.622,0.384,0.314,1.304,0.262,0.161,0.312,0.202,0.376,0.226,0.44,0.304,2761.227,1779.104,8,0.2213361,7.391,4.58,1.117,0.517988,9.8354376,106.518044,102.1586,148.028549
194,9.142667503568733,9.19,15.049,5.789,1.942,0.661,0.147,0.518,0.447,0.351,2.147,0.45,0.371,0.397,0.255,0.456,0.568,0.439,0.399,319.56,284.771,6,0.2406766,7.326,4.76,1.049,0.447533,2.95312999,95.674957,238.639465,116.689606
195,9.102372908709558,9.96,369.988,149.631,2.595,0.708,0.142,0.683,0.317,0.426,2.589,0.357,0.428,0.264,0.334,0.404,0.332,0.475,0.486,200895.635,203600.496,7,0.3262553,8.233,5.094,1.081,0.531555,6.57117957,66.338562,203.490692,189.828949
196,9.18045606445813,5.31,21.885,6.009,1.94,0.734,0.144,0.51,0.429,0.405,1.606,0.495,0.281,0.405,0.268,0.506,0.344,0.448,0.38,470.572,375.05,9,0.2367046,8.124,5.431,1.058,0.507597,5.31971184,81.577553,233.693237,168.089462
197,9.075720713938118,9.76,378.674,4.913,1.545,0.983,0.141,0.9,0.374,0.355,1.536,0.393,0.339,0.369,0.258,0.44,0.475,0.543,0.526,5712.238,5677.609,8,0.2393956,8.395,5.5,1.061,0.542724,5.95095724,70.637321,263.362915,205.737946
198,9.148741651280924,0.5,31.196,5.367,1.948,0.81,0.14,0.517,0.372,0.342,2.241,0.515,0.405,0.382,0.256,0.599,0.667,0.41,0.423,603.349,633.611,8,0.2670074,9.691,5.262,1.051,0.571328,7.03663053,96.389938,1113.116455,210.131104
199,8.958607314841775,3.92,431.867,236.879,63.162,0.59,0.142,0.553,0.397,0.097,35.315,0.262,0.029,0.34,0.054,0.272,0.038,0.349,0.271,6606720.642,2916359.397,10,0.2223191,8.701,5.878,1.067,0.531291,6.03640664,69.902328,233.997238,188.848694
200,7.016193358021584,4.72,189.114,10.784,1.917,0.937,0.141,0.443,0.361,0.24,2.566,0.282,0.41,0.314,0.197,0.356,0.57,0.348,0.318,6534.487,5609.547,8,0.3809639,9.026,5.398,1.069,0.540308,10.9040646,80.238754,235.375031,210.714981
201,9.148741651280924,7.74,497.222,15.323,5.638,0.96,0.142,0.924,0.375,0.376,5.63,0.303,0.366,0.271,0.34,0.517,0.334,0.558,0.518,53984.905,46192.201,9,0.235173,8.868,5.571,1.042,0.518719,5.39076448,77.632935,251.711533,177.749603
202,9.187086643357144,9.81,23.335,5.718,1.817,0.756,0.143,0.541,0.394,0.26,2.547,0.42,0.457,0.352,0.231,0.541,0.494,0.398,0.403,459.472,470.655,12,0.1249659,8.262,5.604,1.055,0.510055,8.32963736,95.31028,242.865997,195.776138
203,8.978810700930062,6.18,45.129,9.799,4.366,0.761,0.14,0.075,0.37,0.5,3.648,0.305,0.335,0.346,0.355,0.143,0.465,0.315,0.232,2672.063,1857.902,8,0.3173474,9.167,5.535,1.057,0.518242,6.1940995,91.651611,268.738831,212.623657
204,8.886056647693163,8.91,178.532,18.611,4.474,0.886,0.14,0.303,0.402,0.4,4.239,0.305,0.356,0.373,0.294,0.403,0.284,0.368,0.323,19270.486,16075.036,12,0.3564028,8.484,5.297,1.054,0.499078,2.41750501,62.654144,225.304779,227.778473
205,9.136677139879543,6.65,48.103,23.082,1.855,0.659,0.138,0.183,0.133,0.295,2.379,0.006,0.449,0.018,0.256,0.029,0.492,0.204,0.274,3374.582,1381.523,7,0.1783347,9.835,5.231,1.051,0.669977,3.89826,86.802429,281.689209,227.19693
206,8.943095148663527,7.06,278.962,8.056,2.592,0.963,0.14,0.92,0.517,0.389,2.889,0.49,0.478,0.461,0.38,0.779,0.362,0.609,0.675,9106.236,10545.241,9,0.1911747,8.588,5.959,1.129,0.560368,5.62660842,62.593071,253.070923,179.354721
207,9.275724130399212,5.0,107.517,9.008,5.907,0.878,0.138,0.169,0.576,0.431,5.702,0.521,0.402,0.561,0.366,0.489,0.345,0.392,0.382,7500.873,7995.776,15,0.3303067,8.782,6.623,1.159,0.490616,8.6354207,78.160728,254.597534,209.059464
208,9.148741651280924,3.74,52.72,3.758,3.29,0.882,0.132,0.518,0.416,0.344,3.078,0.344,0.264,0.318,0.284,0.462,0.314,0.426,0.384,1095.517,1034.645,9,0.2627334,11.05,6.943,1.088,0.767762,10.8699364,135.131775,340.144318,255.090286
209,9.2518119729938,4.29,27.545,7.104,4.281,0.708,0.136,0.564,0.518,0.371,4.904,0.371,0.476,0.413,0.374,0.593,0.401,0.484,0.448,1220.742,1110.506,10,0.3771797,10.367,6.478,1.101,0.596749,13.3971163,77.457787,264.964142,215.900131
210,9.142667503568733,1.77,123.956,33.993,5.51,0.758,0.135,0.205,0.024,0.456,5.069,0.092,0.381,0.023,0.389,0.011,0.363,0.228,0.242,28462.48,55935.039,9,0.5815653,8.816,6.578,1.057,0.483174,5.61385612,54.930199,293.090149,282.343811
211,9.292429823902063,8.66,288.921,107.036,3.314,0.724,0.142,0.781,0.119,0.233,2.291,0.053,0.094,0.044,0.117,0.031,0.192,0.378,0.299,135133.38,81179.853,8,0.3962932,8.536,5.159,1.059,0.49979,6.53840464,79.717911,229.056763,170.749741
212,9.327902142064282,1.76,248.117,6.944,3.135,0.961,0.142,0.549,0.424,0.354,3.152,0.402,0.369,0.413,0.277,0.423,0.544,0.443,0.485,8182.023,9088.176,5,0.2206445,7.899,5.159,1.063,0.471508,6.25784715,68.132866,245.041931,184.116882
213,9.0268721464003,5.2,158.465,6.722,3.782,0.938,0.135,0.228,0.458,0.319,4.115,0.455,0.372,0.382,0.297,0.446,0.273,0.335,0.367,5887.406,6874.141,7,0.5640829,8.43,6.17,1.085,0.455747,5.5375508,82.18364,273.048859,229.438202
214,9.154901959985745,3.58,106.039,8.245,5.061,0.889,0.134,0.175,0.451,0.344,5.211,0.308,0.375,0.349,0.3,0.701,0.279,0.323,0.308,5997.178,6121.285,7,0.4695642,9.799,6.808,1.06,0.551309,9.59632731,111.441757,325.605652,270.260468
215,9.18045606445813,0.82,343.211,122.377,2.745,0.733,0.141,0.657,0.594,0.398,2.533,0.669,0.329,0.697,0.265,0.538,0.369,0.55,0.545,159040.669,165021.149,8,0.3257788,8.687,5.197,1.054,0.549651,5.0063905,73.219604,237.25354,159.76828
216,9.113509274827518,4.63,226.171,165.896,5.481,0.569,0.136,0.384,0.295,0.362,5.08,0.356,0.296,0.389,0.287,0.328,0.338,0.347,0.449,245721.735,293743.047,6,0.4376971,8.336,5.515,1.097,0.453933,8.07615908,71.854225,239.572952,251.871033
217,9.337242168318426,8.96,184.141,114.619,2.416,0.611,0.138,0.513,0.217,0.391,2.069,0.228,0.236,0.146,0.225,0.092,0.483,0.373,0.373,73118.036,75092.784,9,0.4865381,8.582,6.238,1.138,0.496775,12.12561,69.814697,285.139618,164.606506
218,9.086186147616283,4.31,214.731,33.681,2.714,0.855,0.139,0.481,0.52,0.427,2.845,0.413,0.462,0.467,0.371,0.353,0.814,0.476,0.42,27787.941,22376.884,8,0.2357672,9.723,5.295,1.057,0.608559,2.29725014,100.368111,253.127533,218.90567
219,9.431798275933003,7.59,36.578,4.179,1.946,0.857,0.139,0.519,0.369,0.305,2.389,0.382,0.446,0.344,0.247,0.593,0.446,0.397,0.437,572.336,643.84,7,0.1880565,9.371,6.154,1.115,0.643099,14.7380357,81.553116,275.712006,175.193939
220,9.337242168318426,1.15,83.836,28.754,2.949,0.726,0.137,0.103,0.489,0.334,3.462,0.519,0.433,0.487,0.284,0.528,0.777,0.308,0.33,9967.251,6975.569,8,0.3594185,9.346,6.637,1.102,0.661129,6.62766777,84.614464,280.458221,245.758301
221,9.18045606445813,0.15,42.324,4.439,2.251,0.864,0.136,0.588,0.347,0.357,2.472,0.444,0.423,0.361,0.27,0.497,0.513,0.431,0.479,764.978,899.564,7,0.1602544,9.906,5.295,1.026,0.691405,4.74142686,90.212891,279.476654,243.502899
223,9.292429823902063,1.81,306.93,11.31,5.288,0.949,0.132,0.306,0.421,0.393,5.962,0.512,0.55,0.409,0.406,0.419,0.632,0.373,0.511,23836.997,34412.844,12,0.1878769,11.29,7.69,1.047,0.710131,3.84528898,75.140007,394.572632,287.696442
224,9.075720713938118,3.18,73.738,5.304,3.537,0.893,0.133,0.302,0.428,0.43,3.389,0.412,0.332,0.389,0.314,0.485,0.438,0.387,0.377,2136.412,2355.898,9,0.2564534,11.031,6.991,1.071,0.727418,7.09694036,95.701416,339.866699,266.844879
