mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,13,20,21,31,32,75,76,100,101,107,108,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
330,8.67366413907125,1.08,30.686,4.451,2.009,0.826,0.138,0.542,0.393,0.338,2.05,0.47,0.318,0.375,0.235,0.375,0.661,0.424,0.416,518.728,527.131,6,0.2759749,8.935,5.768,1.056,0.580116,7.37568051,48.5033,205.147751,206.677704
331,8.6345120151091,7.75,183.147,6.292,1.834,0.958,0.138,0.861,0.447,0.315,2.309,0.46,0.495,0.444,0.26,0.65,0.536,0.541,0.574,3804.636,4335.38,6,0.2117773,9.608,6.35,1.052,0.620338,2.8399796,76.757584,246.811752,234.397537
332,8.51999305704285,3.54,24.219,4.635,2.712,0.767,0.142,0.467,0.38,0.401,2.326,0.444,0.277,0.354,0.279,0.407,0.355,0.416,0.358,526.556,449.431,11,0.3343675,9.18,5.805,1.063,0.526969,1.54568493,61.002934,229.939392,224.076569
333,8.910094888560602,5.33,246.41,105.775,4.754,0.69,0.137,0.365,0.219,0.424,6.176,0.159,0.702,0.215,0.439,0.176,0.428,0.336,0.485,151999.368,232075.157,9,0.2692116,9.807,6.416,1.094,0.642576,8.8588621,124.108109,250.269684,272.424774
334,9.229147988357855,5.45,72.709,10.597,2.078,0.852,0.141,0.101,0.519,0.323,2.256,0.361,0.335,0.37,0.242,0.217,0.642,0.314,0.263,2630.144,2321.888,12,0.3487245,8.796,6.112,1.052,0.51969,8.0453012,61.455231,266.93515,183.49173
335,9.161150909262744,2.79,25.723,5.056,1.446,0.798,0.139,0.512,0.448,0.359,1.615,0.433,0.433,0.386,0.282,0.445,0.537,0.44,0.43,394.88,382.414,12,0.195796,8.699,6.015,1.071,0.54047,6.42422412,59.586388,228.441116,216.458344
336,9.356547323513812,8.74,313.073,14.095,4.45,0.944,0.137,0.938,0.521,0.386,4.231,0.544,0.395,0.477,0.307,0.778,0.53,0.615,0.642,25837.475,26424.459,11,0.3543881,9.569,6.152,1.081,0.608152,7.52419057,89.67392,317.106018,237.398682
337,9.42021640338319,0.32,22.782,5.983,1.395,0.755,0.142,0.474,0.38,0.322,1.493,0.372,0.384,0.333,0.231,0.51,0.586,0.392,0.384,396.806,375.382,11,0.1507488,8.0,5.909,1.039,0.52573,1.43549885,88.117645,212.012741,193.730423
338,9.040958607678906,6.66,196.287,11.984,6.503,0.914,0.134,0.44,0.516,0.295,6.368,0.362,0.275,0.422,0.234,0.435,0.267,0.417,0.332,19219.472,14883.439,9,0.4586903,11.209,6.118,1.078,0.584229,4.83434126,103.89563,287.074829,250.644058
339,9.275724130399212,4.6,27.79,5.304,3.644,0.756,0.136,0.562,0.415,0.398,3.072,0.388,0.279,0.392,0.288,0.419,0.381,0.458,0.404,841.864,703.55,8,0.2699191,10.159,6.18,1.051,0.588398,7.43772963,118.550827,245.437286,180.805237
340,8.832682665251824,4.96,401.141,70.619,6.884,0.838,0.14,0.294,0.104,0.425,6.222,0.038,0.272,0.051,0.327,0.03,0.479,0.274,0.161,227059.988,103234.534,11,0.3077305,9.194,5.772,1.07,0.595509,6.62949315,172.110397,222.500168,206.080002
341,8.935542010773082,7.55,31.466,5.215,1.927,0.815,0.137,0.498,0.465,0.459,1.779,0.415,0.323,0.402,0.312,0.394,0.604,0.474,0.402,589.686,515.564,10,0.2553276,9.245,6.641,1.07,0.599995,7.9281641,81.713791,261.447876,232.255615
342,8.777283528852417,7.5,244.69,86.885,9.864,0.717,0.142,0.399,0.189,0.374,8.774,0.145,0.281,0.154,0.335,0.11,0.431,0.321,0.274,234587.064,187235.852,10,0.2426513,8.465,5.776,1.071,0.561918,5.04240891,63.202007,226.086441,216.085007
343,9.142667503568733,5.58,71.569,15.285,7.075,0.762,0.145,0.084,0.54,0.345,7.536,0.328,0.396,0.428,0.354,0.391,0.32,0.323,0.296,9541.589,11240.038,8,0.2445104,8.021,4.762,1.038,0.47511,4.6708158,95.94281,241.155075,150.793991
344,9.05551732784983,1.99,121.054,14.743,6.755,0.849,0.144,0.121,0.44,0.377,7.337,0.305,0.463,0.356,0.357,0.391,0.561,0.313,0.271,14899.964,8243.952,6,0.1537738,7.763,4.658,1.023,0.472972,2.75084443,72.960281,256.376984,162.823135
345,9.236572006437065,9.56,241.052,45.981,6.05,0.822,0.137,0.939,0.059,0.321,6.016,0.191,0.296,0.08,0.299,0.066,0.556,0.44,0.491,80175.545,137624.078,7,0.3297658,9.942,5.81,1.112,0.592449,6.42037558,99.478638,268.020874,259.014099
346,9.173925197299171,5.97,22.016,20.898,6.921,0.442,0.141,0.078,0.067,0.351,6.207,0.346,0.275,0.426,0.335,0.01,0.094,0.165,0.303,3991.459,11073.007,7,0.2812947,8.726,4.559,1.04,0.510894,8.12503461,75.36557,259.075653,205.833771
347,9.10790539730952,5.49,178.347,80.419,10.335,0.663,0.139,0.353,0.178,0.383,11.237,0.38,0.485,0.176,0.409,0.524,0.328,0.305,0.443,165516.331,255395.434,7,0.2781315,9.741,5.83,1.033,0.58283,2.93392674,78.011681,234.957703,185.969528
348,9.167491087293763,6.2,284.692,169.305,10.055,0.613,0.143,0.481,0.513,0.387,8.955,0.507,0.262,0.587,0.281,0.408,0.16,0.46,0.446,537868.784,529013.381,8,0.256538,8.539,5.19,1.064,0.521742,11.0911495,70.86618,220.509827,196.528625
349,9.346787486224656,9.43,402.464,8.633,5.003,0.967,0.14,0.826,0.463,0.363,5.271,0.331,0.362,0.367,0.334,0.517,0.391,0.551,0.486,23331.872,20331.696,9,0.2092482,8.352,6.121,1.117,0.571199,6.68686929,102.750702,229.060104,209.511642
350,8.910094888560602,2.54,119.628,20.468,2.857,0.837,0.141,0.155,0.473,0.379,2.685,0.359,0.347,0.439,0.281,0.491,0.608,0.336,0.305,9988.546,9770.969,7,0.2243978,8.819,4.558,1.022,0.528008,4.05271921,100.550873,272.030212,192.205353
351,8.517126416391246,7.33,431.666,9.745,5.292,0.966,0.137,0.587,0.42,0.348,5.509,0.266,0.381,0.293,0.328,0.312,0.353,0.452,0.348,29248.666,19945.559,7,0.2892926,9.12,4.559,1.035,0.62774,2.36981739,79.475815,255.50499,223.442276
353,8.701146923590294,9.25,18.065,5.682,3.323,0.667,0.135,0.478,0.484,0.342,3.427,0.405,0.377,0.387,0.305,0.371,0.671,0.435,0.392,549.757,474.736,7,0.4709105,8.833,5.699,1.036,0.491543,3.56906958,77.937851,244.549927,197.365189
354,9.119186407719209,6.39,28.45,10.507,4.852,0.649,0.145,0.061,0.23,0.339,5.493,0.355,0.458,0.253,0.312,0.065,0.123,0.21,0.31,1982.314,3349.48,6,0.2598947,8.129,4.932,1.037,0.471024,8.25315891,86.415955,217.725388,148.076904
355,8.1518108830086,0.72,48.729,7.162,1.711,0.846,0.134,0.659,0.468,0.272,2.125,0.445,0.411,0.433,0.217,0.55,0.417,0.466,0.495,1099.398,1199.553,7,0.1664372,11.307,7.27,1.092,0.733276,6.16188651,99.888824,274.276672,309.654846
356,8.899629454882437,1.43,82.204,10.913,3.118,0.854,0.144,0.098,0.389,0.316,3.476,0.089,0.239,0.308,0.281,0.37,0.359,0.268,0.112,4080.487,928.322,7,0.1988976,8.22,4.696,1.029,0.470935,4.4863675,94.828781,213.26976,153.273697
357,8.586700235918748,7.67,87.825,15.566,3.381,0.823,0.142,0.121,0.477,0.393,3.277,0.502,0.368,0.471,0.307,0.41,0.649,0.331,0.333,6445.089,6596.962,8,0.282517,8.823,5.578,1.067,0.50715,4.98831635,67.775948,254.132278,198.403122
358,8.570247719997592,3.94,115.768,22.496,9.022,0.786,0.143,0.183,0.036,0.232,8.119,0.097,0.287,0.031,0.241,0.03,0.031,0.151,0.156,27495.167,28585.486,6,0.2230372,8.745,5.174,1.062,0.499993,7.07679051,116.179337,272.169983,148.821533
359,8.53313237964589,7.3,19.583,8.829,2.613,0.631,0.142,0.598,0.391,0.361,3.09,0.309,0.506,0.375,0.316,0.45,0.451,0.45,0.417,730.012,668.169,8,0.3004057,8.807,5.345,1.062,0.511296,3.88315043,69.511848,260.243469,135.08255
360,8.301029995663981,4.07,17.058,8.538,4.197,0.573,0.141,0.643,0.487,0.409,3.99,0.321,0.33,0.404,0.34,0.426,0.352,0.513,0.392,894.19,742.014,4,0.41532,9.762,4.76,1.07,0.514049,5.58655676,61.833954,238.030304,184.6241
361,8.65169513695184,10.0,192.968,22.529,5.051,0.875,0.14,0.37,0.548,0.412,4.594,0.448,0.321,0.461,0.377,0.59,0.469,0.443,0.359,27616.065,21170.709,10,0.2763761,9.043,6.168,1.081,0.546109,9.97290323,89.427505,276.125763,168.523941
362,8.642065152999546,7.27,401.358,85.951,7.925,0.81,0.144,0.64,0.164,0.377,6.684,0.162,0.251,0.122,0.344,0.092,0.355,0.394,0.307,312251.806,236852.652,7,0.2248667,8.507,4.643,1.081,0.518986,4.81395616,116.687279,368.58017,260.0625
363,8.866461091629782,7.47,93.02,13.138,5.518,0.833,0.144,0.112,0.481,0.329,6.021,0.28,0.297,0.385,0.336,0.458,0.3,0.307,0.22,8663.111,6243.102,6,0.2876102,8.717,4.435,1.069,0.478189,5.85683746,91.810387,377.476135,280.494293
364,8.7594507517174,5.48,371.798,7.423,1.759,0.976,0.144,0.842,0.337,0.321,1.913,0.308,0.362,0.321,0.235,0.318,0.563,0.5,0.459,8660.592,8246.727,2,0.2375262,8.433,4.829,1.064,0.521233,5.72386549,86.415321,394.985626,227.296722
365,9.050609993355089,3.99,23.247,8.353,2.192,0.688,0.137,0.619,0.399,0.378,2.07,0.355,0.311,0.385,0.275,0.445,0.397,0.465,0.412,722.855,648.328,8,0.330194,9.068,5.981,1.093,0.55204,9.5888225,121.732407,289.667786,207.608246
366,8.5654310959658,9.68,392.751,247.9,18.055,0.596,0.143,0.505,0.438,0.023,55.496,0.492,0.282,0.391,0.055,0.843,0.006,0.322,0.426,1867425.733,5924524.617,7,0.2010044,9.109,4.726,1.063,0.522157,3.34692406,76.452003,282.384888,167.060699
367,8.913640169325252,2.84,74.849,20.012,5.908,0.743,0.14,0.094,0.583,0.407,5.861,0.477,0.361,0.51,0.367,0.504,0.374,0.361,0.294,11008.625,6760.772,4,0.2557337,8.838,4.825,1.071,0.520506,7.14613906,99.695786,278.231842,186.771713
368,8.906578314837764,6.66,88.885,38.936,5.337,0.668,0.139,0.118,0.064,0.426,3.913,0.017,0.014,0.025,0.102,0.029,0.35,0.202,0.057,22745.998,8306.369,6,0.1930707,9.091,5.621,1.062,0.540497,7.93284847,87.869659,386.187134,269.915375
369,8.296708621881338,1.02,64.43,45.364,13.799,0.521,0.14,0.085,0.077,0.378,7.333,0.089,0.004,0.046,0.045,0.041,0.171,0.18,0.096,44891.334,17479.177,8,0.2874258,8.771,4.923,1.082,0.560214,6.56181318,99.856552,251.407394,212.591492
370,8.958607314841775,4.67,294.597,85.941,12.04,0.75,0.136,0.196,0.139,0.441,14.26,0.074,0.632,0.096,0.474,0.051,0.67,0.258,0.292,335127.114,299027.527,6,0.1280035,9.709,6.005,1.116,0.6205,9.80411247,114.71151,308.798462,262.782349
371,8.26121944151563,8.37,232.977,6.487,2.303,0.964,0.137,0.744,0.34,0.382,2.285,0.359,0.366,0.347,0.273,0.502,0.486,0.489,0.596,5784.823,7261.04,7,0.2137836,9.399,5.478,1.061,0.587502,5.02524556,74.559273,298.871033,194.715103
372,8.698970004336019,4.24,261.679,23.985,5.449,0.899,0.132,0.671,0.383,0.275,5.573,0.317,0.244,0.333,0.245,0.473,0.254,0.443,0.491,42324.178,46110.462,10,0.2906659,11.236,6.675,1.13,0.691166,6.3291214,106.976295,390.996185,248.395737
373,9.096910013008056,5.32,14.136,8.944,1.75,0.569,0.147,0.5,0.465,0.244,2.393,0.403,0.42,0.405,0.217,0.421,0.554,0.403,0.369,412.945,367.676,4,0.2366633,7.905,4.792,1.067,0.455136,4.81548735,56.391537,227.119034,137.011978
374,7.852632892206214,6.68,163.461,12.39,7.604,0.891,0.141,0.216,0.395,0.381,7.759,0.289,0.397,0.337,0.37,0.428,0.23,0.331,0.269,18946.338,12943.507,4,0.2018614,9.019,4.544,1.068,0.578784,6.20596609,110.2659,250.620926,163.01976
375,8.995678626217357,9.11,28.017,10.755,6.008,0.626,0.144,0.105,0.126,0.253,3.442,0.318,0.002,0.089,0.013,0.088,0.047,0.161,0.145,2389.195,666.043,6,0.3598818,8.425,4.902,1.064,0.503862,4.65069816,64.981476,1141.855591,174.670425
376,8.860120913598763,9.4,312.419,107.912,5.962,0.733,0.146,0.857,0.266,0.29,6.068,0.147,0.337,0.235,0.225,0.132,0.536,0.471,0.428,237659.044,197600.164,5,0.1756533,7.993,4.566,1.065,0.515732,7.53401583,72.736053,263.051605,204.561859
379,8.958607314841775,3.78,23.416,4.618,2.244,0.773,0.143,0.554,0.342,0.411,2.162,0.488,0.377,0.369,0.314,0.483,0.473,0.436,0.408,443.939,410.474,5,0.284764,8.364,5.023,1.051,0.506879,10.2193161,55.467171,480.569397,245.761566
380,9.040958607678906,0.76,207.862,8.445,4.204,0.943,0.141,0.658,0.358,0.368,4.87,0.33,0.508,0.297,0.379,0.504,0.392,0.461,0.578,10265.172,13030.656,6,0.3457923,8.657,5.296,1.03,0.539604,4.73525709,75.662437,225.598648,216.888367
381,8.826813731587725,0.74,280.318,18.777,3.447,0.927,0.139,0.703,0.596,0.415,3.2,0.472,0.336,0.524,0.291,0.489,0.302,0.571,0.492,24738.421,20416.409,8,0.3080369,8.548,5.624,1.054,0.498585,10.0834408,64.946075,209.392883,275.634766
382,8.931814138253838,5.91,80.664,11.859,4.145,0.834,0.144,0.11,0.386,0.422,3.927,0.294,0.384,0.35,0.342,0.38,0.486,0.306,0.244,5401.5,3200.271,8,0.1444013,8.077,5.328,1.078,0.477313,7.53694144,110.834,579.759277,288.263824
383,8.876148359032914,7.92,21.537,6.188,1.96,0.726,0.14,0.532,0.348,0.382,1.744,0.358,0.303,0.318,0.271,0.452,0.4,0.421,0.353,478.515,391.737,11,0.2493449,8.364,5.658,1.06,0.508956,6.44290894,65.309708,274.603394,263.205841
384,8.94692155651658,8.76,333.473,7.102,3.266,0.97,0.141,0.877,0.371,0.452,3.5,0.403,0.519,0.36,0.35,0.667,0.409,0.567,0.663,11558.928,13983.033,7,0.3454553,8.742,5.397,1.083,0.512176,5.9134719,82.581177,413.287079,317.313019
385,8.97061622231479,3.56,20.955,4.729,2.644,0.74,0.142,0.487,0.372,0.431,2.472,0.419,0.357,0.349,0.314,0.447,0.459,0.43,0.377,457.339,389.081,8,0.2431765,8.013,5.403,1.052,0.494466,2.42785189,100.180069,448.595642,293.484924
386,8.995678626217357,5.35,23.824,4.841,2.711,0.759,0.142,0.589,0.372,0.401,3.222,0.4,0.545,0.364,0.329,0.573,0.422,0.454,0.452,537.146,528.769,8,0.3091688,8.384,5.599,1.103,0.518645,10.3885371,67.801392,332.322632,271.153168
387,9.2518119729938,1.89,24.796,5.084,1.703,0.785,0.144,0.532,0.375,0.246,2.007,0.408,0.275,0.358,0.173,0.411,0.588,0.384,0.343,423.121,397.812,8,0.1425834,8.135,5.6,1.062,0.515149,3.70887404,91.874619,433.257172,254.105713
388,8.913640169325252,2.73,24.821,5.375,1.803,0.776,0.144,0.516,0.405,0.289,2.286,0.481,0.428,0.389,0.244,0.527,0.495,0.403,0.412,460.394,466.502,7,0.1961089,8.509,5.329,1.077,0.520308,5.42673786,75.737785,419.131226,310.432312
389,9.036212172654444,7.71,424.42,7.666,5.314,0.97,0.142,0.975,0.363,0.394,5.284,0.31,0.391,0.333,0.328,0.492,0.36,0.577,0.558,23276.877,22244.921,6,0.2607651,8.264,5.466,1.069,0.518387,8.14313773,61.847546,414.511932,279.772949
390,9.267606240177033,3.79,290.086,13.12,2.639,0.948,0.14,0.9,0.22,0.418,2.955,0.164,0.467,0.203,0.35,0.111,0.62,0.513,0.475,14956.206,13210.364,10,0.1867667,9.616,5.465,1.083,0.535039,7.39338431,77.94516,228.976471,234.635117
391,9.356547323513812,9.49,22.374,7.645,2.097,0.697,0.141,0.61,0.342,0.377,2.737,0.318,0.669,0.339,0.355,0.424,0.502,0.443,0.486,624.8,659.939,6,0.2836537,8.811,5.707,1.093,0.53199,7.85344003,70.673965,196.271057,224.219833
392,9.2518119729938,7.36,22.556,7.146,2.711,0.696,0.14,0.56,0.344,0.433,3.057,0.373,0.499,0.346,0.352,0.489,0.551,0.446,0.427,711.015,703.911,9,0.2226726,8.567,5.536,1.059,0.531639,8.57773658,74.533585,260.861969,221.149902
393,9.4089353929735,1.72,33.042,12.279,2.78,0.687,0.137,0.022,0.549,0.427,2.728,0.461,0.409,0.497,0.355,0.583,0.455,0.333,0.32,1707.617,3092.665,7,0.4975236,8.536,5.396,1.058,0.469449,5.12706416,95.084068,220.557892,234.304871
394,9.387216143280265,1.33,54.06,8.457,4.301,0.809,0.13,0.583,0.527,0.348,4.879,0.389,0.459,0.449,0.348,0.472,0.464,0.486,0.487,2759.637,2735.403,9,0.3567345,12.483,7.015,1.055,0.808594,9.40008346,123.413895,348.497498,290.588257
395,9.259637310505756,4.03,17.506,5.533,2.967,0.673,0.144,0.602,0.461,0.476,3.314,0.503,0.506,0.451,0.398,0.621,0.533,0.513,0.46,478.559,445.921,8,0.2400907,8.521,4.783,1.057,0.47274,9.05822996,73.864891,214.345871,144.473755
396,9.327902142064282,2.19,260.334,11.405,4.042,0.944,0.142,0.959,0.233,0.445,3.651,0.177,0.365,0.21,0.332,0.162,0.497,0.546,0.481,16345.417,12624.429,12,0.2753774,8.191,5.655,1.089,0.518558,6.64163957,72.388145,207.453262,184.948547
397,9.42021640338319,6.17,17.064,6.089,4.324,0.621,0.141,0.593,0.375,0.383,3.562,0.379,0.244,0.377,0.261,0.431,0.294,0.451,0.385,680.816,541.587,9,0.3494335,8.414,5.555,1.077,0.494926,5.83764468,72.204803,190.723038,208.804718
399,9.267606240177033,3.89,448.366,4.9,4.172,0.98,0.139,0.949,0.412,0.346,4.224,0.432,0.346,0.395,0.261,0.564,0.308,0.569,0.581,13711.011,14540.654,9,0.2212524,9.405,6.628,1.087,0.579169,5.66639687,99.473839,254.743713,216.161926
400,9.130768280269024,5.79,288.101,194.205,22.863,0.57,0.14,0.727,0.126,0.526,21.467,0.137,0.408,0.087,0.467,0.281,0.34,0.46,0.4,1346706.459,1279771.856,11,0.1981993,9.46,6.349,1.086,0.611351,12.1238838,75.696106,233.118225,216.781769
401,9.10790539730952,2.0,189.971,6.924,3.346,0.949,0.143,0.719,0.319,0.387,2.611,0.304,0.188,0.308,0.244,0.362,0.284,0.475,0.359,6575.786,4918.689,5,0.2486656,8.833,4.99,1.077,0.491475,4.4383529,72.390541,188.903152,199.735458
402,9.387216143280265,9.83,25.101,5.085,3.04,0.755,0.141,0.532,0.446,0.438,3.556,0.432,0.574,0.385,0.377,0.614,0.375,0.472,0.471,640.582,619.78,4,0.1683604,8.803,5.429,1.071,0.544974,8.00661116,117.470444,217.061996,193.645935
403,9.494850021680094,2.39,22.272,6.879,3.976,0.672,0.141,0.605,0.429,0.363,4.425,0.378,0.488,0.377,0.369,0.49,0.284,0.465,0.46,911.273,879.53,9,0.3716163,9.299,6.287,1.03,0.556434,6.56978171,108.702454,224.464844,187.036926
404,9.346787486224656,6.65,24.216,5.921,3.85,0.713,0.139,0.506,0.473,0.368,4.345,0.404,0.433,0.415,0.345,0.628,0.323,0.449,0.442,845.38,907.338,6,0.3443659,8.994,6.283,1.067,0.580832,7.17547057,103.697762,230.386002,182.171478
405,8.809668301829708,8.24,14.893,7.495,2.857,0.59,0.143,0.531,0.427,0.393,3.444,0.457,0.534,0.406,0.335,0.677,0.446,0.45,0.448,519.709,508.633,8,0.3681151,8.222,5.091,1.081,0.47392,7.76734056,84.813965,204.98848,208.25592
406,9.0,7.55,163.423,13.28,2.885,0.91,0.141,0.325,0.439,0.469,2.753,0.399,0.422,0.374,0.363,0.394,0.566,0.411,0.414,9119.97,9710.535,11,0.1833875,8.292,6.093,1.111,0.510689,8.15664603,78.102219,194.581512,226.424606
407,9.060480747381382,7.73,21.958,7.388,2.185,0.696,0.143,0.562,0.359,0.319,2.308,0.368,0.34,0.357,0.24,0.44,0.51,0.413,0.378,612.343,572.062,10,0.2862452,9.198,5.09,1.104,0.52442,4.72591549,77.08699,247.025421,286.70813
408,9.022276394711152,6.77,133.104,33.835,3.755,0.78,0.142,0.135,0.042,0.412,3.621,0.03,0.381,0.043,0.327,0.013,0.618,0.196,0.191,22210.735,17388.071,6,0.3082751,8.249,5.088,1.075,0.475057,9.04554611,71.364258,276.922821,196.430588
409,9.309803919971486,5.49,213.196,5.264,2.115,0.967,0.143,0.659,0.345,0.356,2.288,0.374,0.381,0.31,0.276,0.353,0.494,0.453,0.419,4178.48,3936.528,10,0.2118738,8.09,5.227,1.054,0.481708,8.78422841,76.243462,233.094513,178.687515
410,9.309803919971486,3.46,16.86,5.445,3.497,0.653,0.142,0.576,0.343,0.389,3.175,0.362,0.34,0.327,0.304,0.375,0.438,0.436,0.382,516.639,430.406,11,0.3258686,8.421,6.3,1.06,0.479099,6.48487484,94.421349,245.79866,227.315735
411,9.455931955649724,9.78,410.235,9.479,4.369,0.967,0.14,0.645,0.29,0.366,4.758,0.366,0.429,0.263,0.342,0.18,0.42,0.434,0.419,23136.666,22041.852,13,0.1654155,9.494,5.758,1.065,0.5551,1.79678914,59.997143,239.278992,261.345306
412,8.96657624451305,7.53,19.381,7.552,2.344,0.662,0.142,0.57,0.364,0.366,2.874,0.366,0.495,0.366,0.302,0.488,0.616,0.433,0.41,581.896,558.41,9,0.2933422,8.248,5.23,1.067,0.500753,4.68317352,79.85981,250.436295,221.554733
413,9.259637310505756,1.87,318.169,182.382,13.014,0.62,0.142,0.616,0.335,0.299,8.083,0.195,0.112,0.29,0.169,0.175,0.177,0.416,0.323,820254.77,399834.864,10,0.1728979,8.638,5.302,1.057,0.536247,4.13728876,89.479362,234.551086,198.604553
414,9.207608310501746,5.82,107.565,23.652,4.912,0.79,0.14,0.127,0.465,0.39,4.984,0.393,0.385,0.434,0.344,0.321,0.584,0.327,0.303,15822.658,14361.622,7,0.1685456,9.08,5.333,1.075,0.552064,8.35128294,109.803284,1123.619019,235.202393
415,9.136677139879543,4.89,39.326,27.99,6.145,0.535,0.145,0.065,0.054,0.431,4.159,0.011,0.028,0.019,0.093,0.025,0.235,0.183,0.065,8351.921,4789.063,8,0.2619997,7.815,5.23,1.06,0.466364,5.72337558,91.455704,214.98645,199.641724
416,9.080921907623926,3.96,34.581,7.475,2.295,0.78,0.142,0.078,0.388,0.352,2.722,0.136,0.449,0.225,0.288,0.308,0.61,0.273,0.203,992.561,523.912,5,0.2037395,8.419,5.096,1.054,0.499646,8.36576998,88.814346,204.784363,215.664429
417,9.2518119729938,4.03,344.81,122.824,7.485,0.726,0.139,0.305,0.266,0.246,9.333,0.285,0.45,0.25,0.299,0.296,0.227,0.273,0.373,363326.68,508671.689,5,0.2852291,9.572,6.0,1.089,0.624832,6.76503524,119.350716,260.220154,199.547897
418,8.787812395596042,5.94,12.937,8.711,1.63,0.556,0.153,0.475,0.482,0.225,2.036,0.354,0.319,0.394,0.17,0.433,0.589,0.394,0.33,354.976,303.352,4,0.067846,7.364,4.608,1.055,0.448463,4.66459716,66.283096,178.364502,104.871613
419,9.2518119729938,5.95,28.758,6.227,1.959,0.778,0.145,0.537,0.4,0.308,2.338,0.455,0.378,0.38,0.223,0.503,0.648,0.415,0.369,635.424,555.777,5,0.1717774,8.409,5.011,1.053,0.533505,5.71160496,95.624306,248.450439,120.243561
420,8.882728704344236,6.19,226.516,6.688,4.223,0.954,0.145,0.663,0.434,0.499,4.262,0.367,0.405,0.365,0.461,0.368,0.293,0.532,0.432,9135.681,7875.369,6,0.2690513,8.69,4.955,1.064,0.559819,4.41684257,71.120079,361.87442,211.381165
421,8.53313237964589,8.96,197.223,9.491,1.944,0.945,0.145,0.518,0.364,0.345,1.864,0.313,0.3,0.358,0.237,0.316,0.526,0.409,0.329,6120.77,4664.485,4,0.1513247,8.405,4.895,1.057,0.591686,6.1533777,77.831055,362.080444,190.317963
422,8.931814138253838,3.04,30.39,7.521,1.316,0.775,0.142,0.617,0.353,0.216,1.686,0.337,0.342,0.326,0.17,0.385,0.571,0.395,0.36,618.553,579.158,7,0.1090542,8.715,5.285,1.039,0.563337,6.64998985,86.437164,254.815521,181.963699
423,9.031517051446064,4.64,162.39,6.24,2.217,0.951,0.142,0.176,0.348,0.373,2.196,0.39,0.278,0.32,0.231,0.368,0.588,0.299,0.25,3804.423,2731.275,6,0.2823744,9.087,5.768,1.081,0.591382,7.90657913,112.605171,257.632507,228.705383
424,8.111259039317108,8.37,254.407,9.156,4.501,0.949,0.143,0.876,0.429,0.451,4.462,0.324,0.32,0.307,0.431,0.418,0.535,0.586,0.48,14268.163,11708.491,9,0.3111902,8.512,4.906,1.052,0.502887,5.09193,69.754326,255.587326,208.771042
425,7.747146969020107,7.17,24.636,7.393,2.265,0.718,0.144,0.505,0.357,0.286,2.721,0.343,0.378,0.332,0.205,0.456,0.572,0.383,0.357,701.414,669.851,8,0.1418347,8.92,4.213,1.055,0.543859,4.86534501,70.004845,235.422409,166.160019
426,8.233587152887601,8.24,15.586,8.362,3.032,0.578,0.144,0.639,0.425,0.428,3.233,0.406,0.48,0.401,0.334,0.596,0.442,0.497,0.431,625.034,528.53,6,0.263079,8.156,4.929,1.089,0.479634,7.92067893,79.369614,269.5401,151.317078
427,8.823908740944319,1.58,20.411,5.022,1.872,0.748,0.147,0.493,0.369,0.294,2.24,0.452,0.368,0.356,0.222,0.451,0.702,0.385,0.356,369.36,337.404,6,0.2079521,7.517,4.092,1.039,0.467123,4.53052207,62.917007,261.850525,131.576599
428,8.570247719997592,4.71,200.749,7.168,3.033,0.952,0.144,0.426,0.446,0.478,2.819,0.424,0.387,0.391,0.337,0.376,0.483,0.45,0.44,6644.28,6695.582,8,0.240619,8.056,5.1,1.043,0.496612,4.55402512,77.813187,292.344147,170.155563
429,8.440093374963887,9.37,262.904,11.901,2.025,0.95,0.143,0.293,0.553,0.367,1.943,0.458,0.292,0.463,0.263,0.444,0.328,0.404,0.368,10297.579,10084.312,7,0.2577298,8.139,5.068,1.044,0.495996,4.94512134,69.579773,268.880188,196.540466
430,9.619788758288394,0.82,220.95,9.174,4.279,0.943,0.142,0.422,0.394,0.436,4.312,0.327,0.447,0.348,0.383,0.445,0.469,0.417,0.334,11919.288,8057.758,12,0.1937564,8.279,5.922,1.065,0.489699,5.82386541,86.534706,249.549026,165.21611
431,9.18045606445813,7.5,55.945,10.858,4.106,0.789,0.143,0.08,0.533,0.415,4.339,0.162,0.496,0.325,0.412,0.125,0.424,0.343,0.233,3447.1,2010.838,9,0.3317517,8.218,5.541,1.059,0.494507,3.14681378,84.825577,249.316727,190.879898
432,9.309803919971486,7.33,66.732,6.391,2.955,0.877,0.145,0.125,0.406,0.281,2.644,0.372,0.228,0.394,0.182,0.39,0.501,0.271,0.212,1978.761,950.285,10,0.180545,8.104,5.143,1.097,0.482276,4.15253943,83.415192,226.860229,150.60791
433,9.481486060122112,7.68,179.789,12.07,1.931,0.928,0.145,0.203,0.382,0.281,2.498,0.257,0.462,0.321,0.261,0.377,0.339,0.289,0.355,6923.859,8975.508,11,0.2680032,8.404,5.111,1.085,0.516652,7.28829762,87.291702,210.171097,175.669159
434,9.481486060122112,0.89,183.405,6.549,3.51,0.948,0.143,0.268,0.426,0.311,3.919,0.467,0.439,0.389,0.32,0.541,0.233,0.335,0.39,6277.228,6912.566,9,0.202734,8.93,5.912,1.046,0.51332,7.4385932,88.052536,285.427734,171.303284
