mol_id,PKI,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,9.154901959985745,8,0.0005014,5.072,3.852,1.0,0.367495,10.8888686,57.686829,123.380463,123.815727
2,9.30102999566398,11,0.0004529,5.53,4.091,1.0,0.370228,9.22933074,47.236488,266.503967,102.208527
3,6.214670164989233,5,0.0004588,5.881,2.905,1.0,0.424852,5.86986701,67.537354,119.195938,170.527649
4,7.920818753952375,7,0.000498,6.353,3.144,1.0,0.418478,10.381529,54.590027,269.094269,112.492798
6,7.823908740944319,6,0.0005386,5.507,3.315,1.0,0.430411,7.98394011,40.071072,245.051849,109.998131
7,7.207608310501746,5,0.0004634,5.722,3.11,1.0,0.405403,9.30579941,32.157593,335.888885,154.449539
8,8.619788758288394,6,0.0005106,6.12,3.212,1.0,0.408869,11.3915433,61.518631,228.379196,153.823196
9,7.341988603342887,6,0.0005245,4.286,3.281,1.0,0.299019,9.62466114,36.02858,215.422241,73.98288
10,8.698970004336019,7,0.0004964,5.627,4.409,1.0,0.425108,9.97972931,58.515953,219.87146,165.270325
12,7.744727494896693,8,0.0005161,5.474,3.642,1.0,0.378387,13.633001,37.025513,239.531815,158.760132
13,7.552841968657781,9,0.0004942,5.66,3.779,1.0,0.430164,7.4948032,54.654591,246.612488,91.212395
14,8.017728766960431,7,0.0004603,5.438,4.115,1.0,0.416331,11.1987894,78.358231,267.928497,108.911331
15,8.920818753952375,8,0.0004735,4.784,4.145,1.0,0.368183,14.2515981,25.677425,281.538574,103.234848
16,7.301029995663981,6,0.000459,4.779,3.315,1.0,0.35142,10.1201148,46.448917,242.982529,129.03714
17,8.537602002101044,7,0.0004256,5.235,3.212,1.0,0.392123,9.55435703,48.856575,242.761414,135.307709
19,7.494850021680094,8,0.000488,5.714,4.19,1.0,0.415693,12.0157966,46.341137,268.12381,112.336838
20,7.657577319177793,9,0.0004341,6.434,4.261,1.0,0.45795,8.36099183,42.064922,292.928406,209.87616
21,7.958607314841775,9,0.0004759,6.178,4.023,1.0,0.453055,7.4063349,43.23687,293.237244,204.198532
22,7.017728766960431,7,0.0005066,4.172,3.349,1.0,0.297916,9.64122808,50.433479,280.778076,85.511612
23,8.080921907623926,10,0.0004652,5.573,4.238,1.0,0.384688,15.6192538,37.359436,286.455261,146.141403
24,8.769551078621726,8,0.0004603,4.744,4.224,1.0,0.352656,9.32729889,34.334702,283.341461,89.652969
25,7.481486060122112,7,0.0004761,5.326,3.212,1.0,0.404723,10.6076073,42.181778,321.927734,103.493782
27,7.958607314841775,7,0.0004845,5.753,4.017,1.0,0.43267,11.6398382,42.971733,246.977859,73.322777
28,8.031517051446064,6,0.0004711,5.87,3.554,1.0,0.432866,9.49737276,33.262451,1175.658203,98.543579
30,8.229147988357855,8,0.0004423,6.948,4.682,1.0,0.524019,10.7178341,49.558643,276.870331,84.840851
31,8.568636235841012,7,0.0004304,5.147,4.258,1.0,0.421547,10.2875638,43.622108,265.664673,79.309502
32,8.022276394711152,9,0.0004701,5.576,4.282,1.0,0.425194,12.7533896,58.409184,230.120773,81.70993
33,7.886056647693163,7,0.000481,5.561,4.146,1.0,0.400745,9.3811664,39.331459,291.06192,115.260437
34,8.494850021680094,10,0.0004996,5.499,3.906,1.0,0.403476,10.9031255,35.158806,224.04689,112.643356
35,7.045757490560675,9,0.0004643,4.982,3.093,1.0,0.311754,11.0845107,33.288692,247.259964,91.895561
36,8.585026652029182,9,0.0004915,5.479,4.213,1.0,0.413134,10.3138187,30.762993,226.88591,73.912285
37,8.214670164989233,6,0.0004652,5.268,4.017,1.0,0.398511,11.0873444,19.638708,285.010376,76.372444
38,8.346787486224656,9,0.0004531,5.1,4.163,1.0,0.394364,9.53649218,47.329285,293.44455,73.2024
39,8.823908740944319,7,0.0004528,5.677,4.272,1.0,0.387486,5.97817772,45.872124,256.563721,135.318649
40,8.698970004336019,6,0.0005006,4.911,3.247,1.0,0.3013,12.6342896,47.515877,254.894958,97.608719
41,6.823908740944319,5,0.000464,4.645,3.212,1.0,0.310684,9.15748996,33.13472,246.899246,79.096024
42,8.55284196865778,7,0.0005064,4.599,3.194,1.0,0.306157,8.33399392,32.296783,227.381958,89.236534
43,7.744727494896693,5,0.0004803,4.65,3.16,1.0,0.300436,8.13447954,31.290882,243.579712,71.120033
44,8.886056647693163,5,0.0005135,4.468,2.666,1.0,0.296724,8.89735591,29.19298,217.114716,117.851723
