mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,20,21,31,32,75,76,100,101,106,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,9.154901959985745,3.64,10.844,2.07,1.825,0.736,0.156,0.45,0.433,0.46,0.314,0.162,0.326,0.252,0.45,0.243,0.448,0.357,0.402,8,0.0865694,5.652,3.819,1.19,0.389364,13.0932163,25.887056,113.478989,112.346581
2,9.30102999566398,5.45,7.843,3.16,2.356,0.587,0.156,0.512,0.382,0.37,0.319,0.23,0.332,0.262,0.419,0.163,0.422,0.424,0.406,10,0.051717,5.444,4.363,1.205,0.367802,8.63135632,30.535801,304.513611,77.912689
3,6.214670164989233,5.86,176.131,95.914,3.633,0.639,0.151,0.407,0.192,0.415,0.18,0.215,0.21,0.271,0.133,0.335,0.338,0.368,0.384,4,0.1371378,6.228,3.042,1.066,0.419812,5.94012336,52.937057,94.826897,153.998962
4,7.920818753952375,0.81,8.576,4.39,2.434,0.557,0.151,0.57,0.498,0.411,0.247,0.243,0.347,0.277,0.381,0.407,0.493,0.374,0.514,6,0.1469407,5.955,3.452,1.098,0.371729,10.186597,44.331024,272.255768,121.514359
6,7.823908740944319,1.35,69.022,6.47,1.719,0.894,0.156,0.136,0.439,0.528,0.358,0.214,0.397,0.3,0.46,0.423,0.367,0.208,0.313,6,0.11572,5.538,3.247,1.123,0.41044,10.6975101,48.897396,252.972702,90.898735
7,7.207608310501746,0.53,9.838,2.816,2.349,0.656,0.158,0.561,0.48,0.443,0.267,0.199,0.308,0.27,0.422,0.277,0.495,0.338,0.455,7,0.1447244,5.147,3.212,1.113,0.363496,8.81285282,52.178078,338.350769,147.800293
8,8.619788758288394,5.32,13.609,2.661,1.448,0.768,0.153,0.5,0.413,0.344,0.248,0.116,0.28,0.185,0.411,0.185,0.419,0.307,0.428,5,0.1489583,5.656,3.383,1.174,0.411933,9.70956909,46.612457,275.002899,133.553177
9,7.341988603342887,4.14,101.888,5.27,1.663,0.936,0.165,0.161,0.455,0.489,0.464,0.255,0.437,0.337,0.672,0.405,0.369,0.293,0.386,8,0.0392669,4.225,3.383,1.194,0.303366,9.12306732,32.717033,248.314636,46.82312
10,8.698970004336019,5.18,12.958,2.629,1.45,0.761,0.155,0.492,0.419,0.358,0.229,0.155,0.275,0.207,0.353,0.242,0.423,0.339,0.465,8,0.1856225,5.562,4.648,1.133,0.420113,7.32829411,63.30394,253.697983,84.382668
12,7.744727494896693,0.59,197.646,10.032,0.852,0.948,0.154,0.474,0.496,0.427,0.548,0.231,0.475,0.274,0.39,0.314,0.466,0.399,0.364,7,0.2216941,5.609,3.949,1.202,0.394227,8.21343394,26.227776,216.060089,160.228668
13,7.552841968657781,3.65,164.372,4.976,1.577,0.962,0.153,0.347,0.435,0.438,0.511,0.176,0.464,0.249,0.571,0.269,0.406,0.412,0.441,8,0.14041,5.534,3.54,1.175,0.403813,8.50960658,32.68454,247.696396,72.090332
14,8.017728766960431,3.03,45.681,10.277,2.725,0.778,0.153,0.053,0.505,0.477,0.003,0.071,0.604,0.275,0.648,0.377,0.345,0.063,0.349,8,0.1144936,5.705,4.156,1.26,0.407229,10.9349616,68.84156,242.960983,106.86235
15,8.920818753952375,1.73,77.165,10.091,2.724,0.858,0.159,0.092,0.47,0.367,0.522,0.217,0.444,0.268,0.467,0.376,0.31,0.265,0.293,9,0.0294674,5.023,3.916,1.321,0.378758,14.4356164,48.865395,233.640442,95.373634
16,7.301029995663981,1.17,293.94,2.859,1.33,0.986,0.159,0.731,0.367,0.38,0.174,0.123,0.239,0.198,0.374,0.214,0.492,0.291,0.372,7,0.0863836,4.987,3.417,1.142,0.346596,9.04056347,36.717903,237.462692,83.1035
17,8.537602002101044,3.4,337.425,3.362,2.459,0.983,0.159,0.927,0.445,0.456,0.316,0.193,0.344,0.303,0.353,0.206,0.609,0.469,0.491,6,0.1183929,5.226,3.452,1.184,0.368966,7.67635882,61.635063,248.168274,80.489456
19,7.494850021680094,8.33,221.311,5.484,1.66,0.969,0.154,0.962,0.561,0.468,0.285,0.22,0.375,0.302,0.384,0.434,0.664,0.486,0.591,11,0.1635186,5.44,4.328,1.186,0.429601,9.92967249,49.837082,236.746613,89.698875
20,7.657577319177793,3.64,16.682,2.951,1.363,0.795,0.147,0.555,0.506,0.451,0.273,0.141,0.352,0.235,0.514,0.229,0.504,0.333,0.488,8,0.0749266,6.294,4.092,1.156,0.440176,8.92366406,43.883804,300.859894,183.710312
21,7.958607314841775,9.31,19.108,2.659,0.967,0.84,0.149,0.574,0.423,0.347,0.228,0.13,0.284,0.173,0.445,0.167,0.448,0.319,0.452,7,0.0939257,6.166,4.329,1.23,0.460838,11.09773,45.89608,315.777222,125.600647
22,7.017728766960431,0.12,6.154,3.276,0.953,0.593,0.168,0.538,0.478,0.308,0.276,0.056,0.326,0.128,0.452,0.12,0.441,0.286,0.406,7,0.0174844,4.419,3.178,1.038,0.295149,9.48423391,30.418451,289.775452,98.848953
23,8.080921907623926,0.48,8.433,4.053,2.141,0.577,0.153,0.518,0.473,0.356,0.33,0.225,0.357,0.262,0.476,0.37,0.449,0.374,0.52,8,0.1107043,5.665,4.067,1.407,0.367555,13.0844649,34.98156,280.038574,150.628693
24,8.769551078621726,0.62,9.233,2.497,1.671,0.689,0.158,0.507,0.444,0.421,0.217,0.173,0.32,0.24,0.555,0.209,0.457,0.37,0.442,8,0.097137,5.038,4.047,1.111,0.367386,5.69656803,25.447147,290.938049,92.079575
25,7.481486060122112,6.23,10.525,2.781,0.936,0.739,0.156,0.499,0.423,0.299,0.217,0.058,0.29,0.12,0.289,0.115,0.407,0.352,0.488,9,0.0214091,5.406,3.486,1.215,0.396717,10.5962992,40.704163,281.046692,104.718987
27,7.958607314841775,8.35,237.159,8.24,1.115,0.962,0.153,0.683,0.315,0.403,0.228,0.113,0.215,0.193,0.239,0.274,0.467,0.278,0.335,7,0.0996559,5.909,3.983,1.306,0.430883,13.044565,46.915615,234.048813,80.078506
28,8.031517051446064,5.89,23.503,9.654,2.364,0.662,0.153,0.053,0.207,0.483,0.001,0.025,0.01,0.353,0.023,0.535,0.248,0.075,0.213,6,0.1138449,5.464,3.452,1.181,0.412379,9.79079522,38.661285,1107.522705,76.393814
30,8.229147988357855,2.22,251.25,5.365,1.694,0.973,0.151,0.317,0.41,0.465,0.418,0.198,0.383,0.279,0.319,0.32,0.397,0.386,0.34,11,0.2382446,6.232,4.784,1.152,0.447909,10.4978948,79.90654,262.654907,110.187584
31,8.568636235841012,1.91,74.921,13.172,1.174,0.839,0.156,0.055,0.518,0.475,0.005,0.152,0.551,0.298,0.54,0.468,0.349,0.059,0.343,8,0.106999,5.435,4.417,1.223,0.426008,13.175352,35.463654,259.38205,74.939682
32,8.022276394711152,1.0,27.621,13.747,0.764,0.656,0.156,0.037,0.454,0.36,0.002,0.053,0.013,0.16,0.043,0.191,0.283,0.145,0.094,7,0.0599614,5.471,4.282,1.181,0.425657,12.4239492,59.151695,229.409286,57.128719
33,7.886056647693163,8.15,11.878,3.65,0.982,0.719,0.154,0.542,0.456,0.341,0.236,0.067,0.302,0.148,0.416,0.157,0.446,0.323,0.427,6,0.0785817,5.532,4.248,1.138,0.399195,8.78454765,49.495556,233.554672,111.551842
34,8.494850021680094,4.99,402.82,10.681,1.648,0.97,0.159,0.988,0.565,0.473,0.537,0.201,0.539,0.276,0.514,0.322,0.675,0.589,0.603,8,0.1210708,5.503,3.872,1.217,0.38142,10.3343271,37.949039,224.788116,95.037888
35,7.045757490560675,7.46,7.308,3.62,1.149,0.605,0.16,0.53,0.435,0.258,0.239,0.105,0.296,0.121,0.369,0.248,0.408,0.272,0.395,8,0.0408639,5.001,2.957,1.243,0.313127,11.2941401,50.902264,244.024033,62.594425
36,8.585026652029182,3.38,13.582,3.781,0.869,0.745,0.154,0.421,0.35,0.328,0.187,0.089,0.243,0.146,0.314,0.14,0.366,0.247,0.33,6,0.0663078,5.58,4.043,1.19,0.414695,10.3750895,37.063526,267.856079,71.16671
37,8.214670164989233,9.86,137.177,6.599,1.342,0.945,0.155,0.152,0.451,0.467,0.642,0.191,0.5,0.276,0.593,0.282,0.357,0.292,0.313,6,0.099297,5.637,4.051,1.206,0.387418,10.2112784,30.402338,245.910416,74.27681
38,8.346787486224656,2.36,11.6,3.264,0.885,0.737,0.154,0.487,0.389,0.303,0.193,0.09,0.269,0.145,0.379,0.135,0.393,0.316,0.366,9,0.1140319,5.396,4.178,1.112,0.403222,7.91624865,47.640751,260.788208,65.385941
39,8.823908740944319,6.67,12.243,3.422,0.981,0.736,0.153,0.473,0.357,0.316,0.194,0.067,0.24,0.135,0.347,0.15,0.382,0.301,0.355,9,0.1702864,5.78,4.135,1.129,0.411737,8.97430995,51.957905,268.601929,85.88784
40,8.698970004336019,1.14,6.874,3.953,0.975,0.582,0.162,0.528,0.42,0.292,0.2,0.221,0.275,0.17,0.283,0.414,0.413,0.277,0.392,6,0.0463888,5.027,3.349,1.269,0.30846,11.0106606,47.513142,241.550247,64.970856
41,6.823908740944319,1.43,7.325,3.822,0.706,0.618,0.162,0.53,0.442,0.282,0.241,0.06,0.297,0.117,0.39,0.124,0.418,0.26,0.368,5,0.0513606,4.392,3.212,1.154,0.311616,8.87829459,48.672718,222.403992,65.539421
42,8.55284196865778,0.0,6.873,3.915,0.618,0.603,0.163,0.527,0.468,0.257,0.231,0.077,0.303,0.116,0.382,0.136,0.418,0.26,0.366,7,0.0005064,4.599,3.194,1.0,0.306157,8.33399392,32.296783,227.381958,89.236534
43,7.744727494896693,6.43,5.811,4.249,0.928,0.529,0.163,0.518,0.424,0.307,0.22,0.054,0.274,0.125,0.337,0.117,0.416,0.246,0.349,6,0.0437584,4.264,3.365,1.142,0.298852,8.47008454,31.799166,228.82901,62.802856
44,8.886056647693163,6.56,7.635,3.179,0.836,0.655,0.161,0.528,0.47,0.29,0.271,0.056,0.326,0.121,0.463,0.122,0.429,0.266,0.39,5,0.1439196,4.891,2.529,1.172,0.306952,9.34904058,19.575644,227.597733,49.271114
45,9.045757490560677,9.07,8.233,4.633,0.925,0.597,0.156,0.479,0.407,0.294,0.295,0.053,0.308,0.119,0.349,0.133,0.393,0.315,0.366,6,0.1495098,5.333,4.238,1.086,0.3639,7.47491772,47.33429,263.402161,91.317841
46,8.886056647693163,2.86,367.146,153.725,2.159,0.702,0.151,0.563,0.281,0.409,0.23,0.188,0.225,0.253,0.154,0.309,0.418,0.314,0.344,4,0.0288069,6.257,3.281,1.172,0.432285,10.3478094,58.253651,222.129669,116.56736
47,8.0,5.19,132.871,5.355,1.78,0.949,0.162,0.192,0.444,0.413,0.317,0.218,0.348,0.288,0.462,0.354,0.35,0.223,0.299,6,0.0160719,4.582,3.315,1.143,0.307115,7.84328488,49.40379,221.166016,79.311813
49,9.221848749616356,7.7,11.586,5.008,1.486,0.641,0.151,0.422,0.446,0.43,0.327,0.163,0.394,0.266,0.519,0.346,0.433,0.324,0.398,10,0.1896801,6.154,3.917,1.128,0.411951,3.91135791,39.986977,244.05603,154.912735
50,8.522878745280337,7.45,213.729,6.623,1.824,0.962,0.154,0.361,0.469,0.375,0.254,0.249,0.323,0.269,0.377,0.304,0.402,0.346,0.414,9,0.0730937,5.631,3.334,1.082,0.35833,5.69717303,42.182232,274.274139,92.22065
51,8.481486060122112,2.05,8.196,6.124,1.263,0.526,0.152,0.376,0.46,0.37,0.277,0.131,0.373,0.196,0.406,0.193,0.402,0.302,0.374,9,0.0531812,5.799,3.678,1.125,0.375982,3.41185891,46.300186,293.614899,84.826546
52,8.275724130399212,6.23,7.554,5.44,1.098,0.536,0.156,0.426,0.511,0.425,0.266,0.1,0.366,0.194,0.404,0.218,0.454,0.312,0.376,10,0.072021,5.416,3.564,1.146,0.359769,8.58913333,47.843658,279.676544,64.075706
53,8.67778070526608,7.79,39.174,9.867,2.031,0.767,0.152,0.057,0.406,0.368,0.479,0.115,0.378,0.199,0.421,0.238,0.277,0.214,0.231,9,0.1637554,5.636,3.838,1.172,0.394537,2.94876759,45.146511,251.877823,84.456703
54,8.585026652029182,4.02,243.685,144.342,1.499,0.626,0.154,0.431,0.462,0.432,0.625,0.224,0.512,0.269,0.412,0.269,0.442,0.511,0.418,9,0.1441856,5.587,3.607,1.119,0.358048,9.67397767,68.078049,267.620789,65.988342
55,8.585026652029182,7.01,9.038,5.904,0.952,0.569,0.153,0.424,0.451,0.335,0.332,0.087,0.407,0.158,0.491,0.18,0.403,0.27,0.351,8,0.1537801,6.04,3.437,1.265,0.369428,8.49649881,26.490068,245.754028,53.317265
56,8.0,8.2,87.902,8.602,1.012,0.901,0.155,0.086,0.417,0.426,0.339,0.142,0.336,0.218,0.422,0.302,0.31,0.176,0.257,7,0.0866999,5.439,3.471,1.14,0.355139,8.03147196,28.26148,251.853104,47.314342
57,7.552841968657781,7.38,334.017,5.905,4.48,0.97,0.155,0.754,0.475,0.562,0.435,0.357,0.447,0.451,0.536,0.401,0.597,0.483,0.543,8,0.1266338,5.312,3.922,1.171,0.340103,9.82743398,67.380051,276.619476,144.713379
58,7.997833938243493,9.42,127.966,109.03,6.408,0.526,0.156,0.158,0.191,0.442,0.005,0.335,0.028,0.372,0.081,0.405,0.263,0.144,0.196,9,0.1762002,5.461,4.408,1.124,0.34004,7.511012,87.174522,262.972687,67.890625
59,8.3767507096021,6.77,8.783,5.094,1.009,0.59,0.153,0.389,0.456,0.388,0.313,0.168,0.39,0.209,0.525,0.278,0.411,0.303,0.422,11,0.1407619,5.577,4.176,1.121,0.366307,2.29760974,59.624397,280.325409,81.483002
60,8.301029995663981,6.07,8.289,7.105,1.059,0.504,0.151,0.44,0.456,0.385,0.363,0.13,0.357,0.193,0.245,0.191,0.427,0.382,0.525,9,0.1240495,6.384,4.35,1.077,0.413096,4.53108811,54.039333,298.070251,124.518204
61,7.920818753952375,7.87,8.739,8.175,0.762,0.494,0.151,0.456,0.395,0.264,0.21,0.068,0.256,0.114,0.208,0.147,0.372,0.333,0.503,7,0.1104546,6.198,3.915,1.098,0.424883,7.34174025,63.929684,277.148743,118.320267
62,8.769551078621726,2.74,11.181,7.931,1.072,0.554,0.149,0.457,0.421,0.407,0.52,0.109,0.451,0.193,0.315,0.226,0.428,0.351,0.378,11,0.0437052,6.754,5.654,1.106,0.45034,3.86887864,50.345798,272.906494,116.719604
63,8.431798275933005,4.11,310.844,6.59,1.86,0.974,0.149,0.874,0.389,0.459,0.366,0.289,0.356,0.312,0.357,0.318,0.574,0.547,0.558,10,0.2088165,6.609,5.145,1.162,0.41859,3.93831414,61.305588,279.91922,109.938538
64,8.267606240177031,0.96,208.335,11.053,4.605,0.93,0.145,0.389,0.426,0.373,0.306,0.329,0.342,0.378,0.337,0.403,0.396,0.333,0.371,8,0.1832009,7.019,5.001,1.08,0.404013,6.1331539,38.130512,325.49762,174.934906
65,8.136677139879543,3.64,72.077,7.756,2.59,0.874,0.15,0.075,0.455,0.524,0.64,0.501,0.462,0.554,0.388,0.574,0.351,0.394,0.334,8,0.1570189,6.52,5.111,1.072,0.404037,8.71039934,43.857998,276.94278,110.183907
66,8.075720713938118,10.0,57.034,11.306,2.795,0.802,0.148,0.045,0.411,0.49,0.441,0.285,0.411,0.36,0.448,0.435,0.315,0.255,0.302,9,0.2277754,6.333,4.937,1.059,0.417038,9.06589944,59.077934,299.381622,127.494888
67,7.795880017344075,4.72,253.818,4.837,1.219,0.977,0.151,0.457,0.46,0.447,0.54,0.131,0.461,0.223,0.368,0.244,0.455,0.426,0.426,8,0.1702168,5.797,4.737,1.11,0.393714,4.67358508,53.669525,237.753601,97.386383
68,7.886056647693163,2.98,227.86,107.322,5.607,0.669,0.147,0.311,0.181,0.4,0.375,0.417,0.234,0.401,0.129,0.361,0.298,0.366,0.262,9,0.1365633,6.481,4.989,1.085,0.402108,5.93633278,15.841983,299.031067,103.036705
70,8.031517051446064,0.74,226.883,7.524,1.269,0.963,0.147,0.431,0.396,0.379,0.308,0.218,0.321,0.253,0.372,0.285,0.402,0.297,0.344,8,0.1169376,6.53,5.536,1.051,0.440433,2.42518721,79.580421,287.133453,130.599304
76,8.040958607678906,0.16,9.947,5.457,1.234,0.598,0.151,0.395,0.376,0.392,0.206,0.082,0.265,0.17,0.351,0.205,0.387,0.291,0.338,6,0.0799403,6.203,4.169,1.047,0.405329,8.45456946,53.138123,276.153107,136.525848
78,8.337242168318426,6.25,196.376,6.45,2.986,0.954,0.151,0.582,0.388,0.386,0.278,0.171,0.307,0.253,0.341,0.255,0.452,0.321,0.352,8,0.1558531,5.927,4.306,1.093,0.394814,8.11773212,53.88797,259.354584,106.163605
79,7.0762380391713,2.0,36.476,7.765,0.716,0.811,0.162,0.085,0.288,0.338,0.007,0.006,0.029,0.15,0.062,0.236,0.237,0.018,0.116,9,0.2071611,6.12,2.979,1.117,0.43973,11.7131877,46.765434,961.974487,91.424423
80,9.522878745280336,9.87,10.266,4.812,0.919,0.642,0.152,0.402,0.38,0.331,0.268,0.067,0.275,0.133,0.453,0.183,0.371,0.3,0.358,9,0.0671859,5.322,4.12,1.093,0.404916,4.8037621,47.853832,282.097168,113.863686
81,10.0,8.52,8.546,5.585,0.891,0.569,0.154,0.466,0.384,0.334,0.27,0.081,0.281,0.139,0.395,0.186,0.395,0.29,0.358,6,0.1068469,5.538,4.085,1.166,0.372681,6.42382913,42.6092,256.28244,75.074104
82,8.958607314841775,9.87,286.231,20.405,7.015,0.913,0.151,0.638,0.026,0.417,0.306,0.001,0.007,0.286,0.011,0.298,0.36,0.313,0.294,10,0.2009713,6.22,4.018,1.126,0.402872,11.4530057,50.596992,282.107758,98.745911
83,8.309803919971486,7.9,9.229,5.221,0.862,0.603,0.154,0.426,0.377,0.329,0.249,0.069,0.272,0.143,0.388,0.156,0.377,0.24,0.343,6,0.1138118,5.028,4.098,1.169,0.361935,10.2094455,38.587791,224.870468,89.750816
85,7.508638306165727,4.57,6.66,5.334,0.807,0.52,0.159,0.456,0.537,0.31,0.259,0.06,0.359,0.125,0.418,0.136,0.434,0.273,0.376,9,0.0528751,4.965,3.694,1.162,0.324923,8.38684772,47.837852,243.369049,80.647018
86,7.366531544420414,9.41,184.149,5.668,1.221,0.964,0.152,0.248,0.444,0.31,0.202,0.141,0.287,0.174,0.32,0.174,0.334,0.199,0.225,7,0.1193893,5.917,3.974,1.29,0.403584,11.4987906,39.105255,279.545105,108.76519
87,8.2839966563652,7.6,279.563,6.508,1.199,0.973,0.153,0.577,0.44,0.37,0.3,0.181,0.337,0.215,0.31,0.244,0.463,0.404,0.43,10,0.1063327,5.989,4.69,1.238,0.368465,9.86696186,52.645184,235.391098,103.430069
