mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,20,21,31,32,75,76,100,101,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,9.154901959985745,2.86,9.897,2.968,1.819,0.674,0.156,0.478,0.387,0.442,0.338,0.171,0.329,0.248,0.337,0.34,0.436,0.359,7,0.1050269,5.262,3.989,1.182,0.378561,10.9689436,58.711357,147.892715,112.844963
2,9.30102999566398,2.77,190.402,6.408,2.95,0.953,0.156,0.458,0.437,0.362,0.42,0.288,0.398,0.301,0.382,0.165,0.419,0.414,8,0.0636432,5.259,4.328,1.18,0.354922,8.83791249,36.021763,298.412201,106.389122
3,6.214670164989233,8.67,23.785,13.869,1.384,0.609,0.151,0.039,0.309,0.369,0.001,0.102,0.007,0.185,0.016,0.197,0.239,0.203,4,0.1267307,5.918,2.973,1.066,0.439075,6.62505082,63.575489,94.348915,160.149246
4,7.920818753952375,2.53,233.105,8.562,2.368,0.955,0.151,0.757,0.54,0.421,0.565,0.253,0.565,0.291,0.672,0.397,0.573,0.472,6,0.169505,5.523,3.417,1.156,0.374435,10.6419598,45.734127,257.707275,96.276688
6,7.823908740944319,2.47,275.402,216.038,122.377,0.449,0.156,0.384,0.638,0.313,0.526,0.383,0.602,0.293,0.534,0.18,0.445,0.441,6,0.2215226,5.766,3.212,1.16,0.376836,7.09425101,59.127922,232.545013,90.49823
7,7.207608310501746,4.45,12.942,2.504,0.924,0.791,0.158,0.499,0.429,0.442,0.261,0.123,0.298,0.208,0.434,0.226,0.457,0.282,2,0.1516546,5.34,3.212,1.159,0.381463,9.12423065,40.043446,352.720306,138.21492
8,8.619788758288394,5.96,13.252,2.657,1.398,0.766,0.153,0.488,0.413,0.346,0.249,0.117,0.28,0.184,0.412,0.191,0.416,0.305,7,0.1601694,5.685,3.383,1.172,0.407836,9.70914179,44.249634,276.507111,131.19426
9,7.341988603342887,2.4,30.873,7.237,0.867,0.792,0.167,0.038,0.543,0.296,0.007,0.061,0.496,0.13,0.587,0.123,0.292,0.026,7,0.0741156,4.448,3.178,1.184,0.308213,9.28106459,40.134815,231.305756,51.667618
10,8.698970004336019,2.46,14.597,2.44,0.806,0.818,0.155,0.485,0.424,0.332,0.283,0.064,0.312,0.135,0.452,0.13,0.414,0.322,7,0.1775875,5.815,4.511,1.129,0.432066,9.4160206,46.181702,246.310333,85.3592
12,7.744727494896693,1.45,13.134,2.536,1.839,0.75,0.158,0.494,0.362,0.348,0.224,0.138,0.241,0.203,0.319,0.215,0.401,0.294,8,0.2006914,5.621,3.745,1.156,0.407202,5.12592678,48.392319,228.385056,148.65921
13,7.552841968657781,0.22,16.249,2.121,1.144,0.833,0.153,0.545,0.41,0.388,0.297,0.123,0.324,0.19,0.511,0.193,0.448,0.309,10,0.0843851,5.671,3.47,1.252,0.414255,9.09158841,38.107712,248.361633,79.87973
14,8.017728766960431,7.63,327.306,5.456,1.386,0.98,0.153,0.696,0.34,0.414,0.273,0.1,0.252,0.192,0.307,0.224,0.483,0.359,7,0.1394154,5.647,4.019,1.262,0.406169,11.0109194,69.589012,257.804108,103.31369
15,8.920818753952375,6.33,209.176,8.629,1.274,0.955,0.159,0.514,0.392,0.424,0.325,0.079,0.353,0.16,0.358,0.2,0.443,0.286,8,0.0453698,5.083,3.917,1.388,0.374007,14.6378055,29.138603,269.514221,72.836403
16,7.301029995663981,1.25,10.198,2.585,0.816,0.75,0.159,0.529,0.428,0.306,0.296,0.054,0.331,0.125,0.518,0.125,0.421,0.286,7,0.1136943,4.997,3.486,1.144,0.341619,9.40247656,48.950584,244.261215,97.823036
17,8.537602002101044,8.64,8.362,3.415,0.931,0.658,0.16,0.494,0.432,0.296,0.248,0.083,0.307,0.132,0.289,0.154,0.408,0.374,7,0.0663834,5.256,3.417,1.15,0.372493,7.37313878,41.342587,263.117096,96.448128
19,7.494850021680094,8.73,245.323,9.69,1.581,0.956,0.153,0.956,0.459,0.484,0.293,0.251,0.389,0.308,0.241,0.424,0.633,0.537,9,0.1229264,5.819,4.091,1.188,0.425421,10.9827944,32.235588,292.404327,105.985542
20,7.657577319177793,3.04,18.761,2.72,1.356,0.822,0.147,0.566,0.438,0.427,0.237,0.129,0.299,0.215,0.45,0.205,0.477,0.323,7,0.0329721,6.662,4.227,1.152,0.46128,7.4092792,42.16927,281.600525,207.018646
21,7.958607314841775,6.68,193.309,32.88,5.321,0.835,0.149,0.725,0.024,0.468,0.001,0.168,0.005,0.273,0.011,0.318,0.406,0.385,10,0.074188,6.238,4.058,1.224,0.458549,11.9682093,63.013298,312.267822,127.725105
22,7.017728766960431,4.91,115.048,3.906,1.6,0.954,0.162,0.147,0.445,0.502,0.396,0.267,0.398,0.377,0.556,0.345,0.365,0.28,9,0.0407607,4.668,3.315,1.208,0.299438,9.20412779,43.609585,267.528625,90.092644
23,8.080921907623926,8.97,41.479,4.635,1.766,0.866,0.153,0.066,0.405,0.483,0.308,0.155,0.323,0.313,0.481,0.361,0.318,0.157,6,0.0615707,5.351,3.862,1.423,0.362362,16.7066008,47.514812,297.717133,151.976898
24,8.769551078621726,1.51,134.752,5.391,1.088,0.954,0.156,0.249,0.369,0.449,0.309,0.14,0.315,0.252,0.37,0.283,0.355,0.259,8,0.118013,5.109,4.075,1.109,0.376952,7.1481305,30.68524,271.529419,94.068001
25,7.481486060122112,0.81,318.03,3.509,2.669,0.981,0.156,0.732,0.512,0.463,0.192,0.225,0.319,0.327,0.158,0.296,0.569,0.358,6,0.0786711,4.955,3.212,1.183,0.397714,10.4326991,43.743439,273.073944,122.913223
27,7.958607314841775,9.76,333.712,40.089,3.432,0.885,0.153,0.943,0.048,0.417,0.002,0.197,0.01,0.307,0.02,0.388,0.469,0.359,7,0.155866,5.75,3.915,1.314,0.433494,12.3724183,46.510559,278.0784,60.507328
28,8.031517051446064,8.09,131.445,6.62,2.288,0.937,0.153,0.222,0.427,0.421,0.394,0.235,0.373,0.281,0.491,0.38,0.357,0.264,8,0.1143286,5.437,3.52,1.183,0.423994,9.81819968,39.596054,1150.592529,86.624298
30,8.229147988357855,6.17,122.759,11.83,2.979,0.892,0.151,0.163,0.567,0.439,0.69,0.27,0.63,0.297,0.777,0.39,0.39,0.347,6,0.2502792,6.286,4.682,1.154,0.443478,9.0345771,44.321384,247.663605,76.426605
31,8.568636235841012,2.95,273.06,157.826,3.141,0.629,0.156,0.607,0.391,0.392,0.162,0.236,0.245,0.277,0.14,0.392,0.463,0.396,10,0.1233325,5.296,4.36,1.247,0.421554,13.2665428,31.843515,242.949951,98.864525
32,8.022276394711152,6.37,134.681,6.461,2.49,0.938,0.156,0.241,0.478,0.42,0.452,0.263,0.442,0.303,0.509,0.47,0.379,0.339,8,0.0304633,5.622,4.452,1.276,0.420765,12.3767101,40.905857,238.98439,56.116783
33,7.886056647693163,3.98,184.769,87.508,1.137,0.676,0.154,0.488,0.182,0.362,0.255,0.103,0.233,0.184,0.118,0.202,0.344,0.278,6,0.1540619,5.602,4.384,1.135,0.403146,8.84614281,36.965832,268.238068,98.376968
34,8.494850021680094,3.3,119.688,11.116,2.365,0.899,0.159,0.094,0.444,0.447,0.33,0.225,0.397,0.299,0.417,0.37,0.328,0.186,8,0.1197324,4.991,4.111,1.211,0.38334,10.9347657,53.485878,222.319443,97.188187
35,7.045757490560675,5.4,7.188,3.781,1.062,0.597,0.16,0.523,0.438,0.288,0.229,0.115,0.289,0.135,0.363,0.269,0.416,0.27,6,0.0403231,4.743,3.128,1.239,0.311784,10.529724,39.506809,222.85878,68.184273
36,8.585026652029182,3.23,13.163,3.885,0.839,0.736,0.154,0.426,0.352,0.311,0.194,0.078,0.248,0.135,0.32,0.135,0.363,0.249,8,0.079125,6.095,4.112,1.188,0.41121,9.80573715,56.984577,267.582703,87.796722
37,8.214670164989233,9.56,400.384,87.176,7.92,0.808,0.155,0.958,0.121,0.344,0.125,0.103,0.11,0.193,0.06,0.224,0.474,0.392,8,0.0620079,5.476,4.017,1.207,0.391897,11.0479269,32.42308,247.652023,54.947464
38,8.346787486224656,6.89,157.982,5.554,1.398,0.958,0.154,0.271,0.465,0.443,0.508,0.181,0.409,0.315,0.532,0.288,0.393,0.335,9,0.1333009,5.733,4.525,1.119,0.414967,8.65423717,31.509525,251.226074,55.633369
39,8.823908740944319,9.38,293.497,191.678,3.023,0.601,0.153,0.505,0.366,0.404,0.272,0.116,0.302,0.205,0.355,0.263,0.425,0.332,7,0.0885229,5.836,4.511,1.117,0.408751,7.30970619,31.911514,264.609314,85.18602
40,8.698970004336019,3.65,6.75,3.919,0.917,0.583,0.162,0.531,0.434,0.293,0.203,0.203,0.279,0.166,0.289,0.41,0.419,0.271,6,0.0446458,4.794,3.315,1.228,0.303581,11.2349859,22.46278,230.961716,89.609329
41,6.823908740944319,3.28,7.402,3.832,0.702,0.62,0.162,0.533,0.439,0.301,0.235,0.066,0.292,0.126,0.385,0.132,0.424,0.258,4,0.045815,4.914,3.315,1.144,0.311759,9.10475357,28.74044,227.412598,56.450966
42,8.55284196865778,0.86,7.278,3.621,0.68,0.629,0.163,0.546,0.464,0.294,0.258,0.065,0.317,0.122,0.408,0.135,0.435,0.262,7,0.0573287,4.456,3.296,1.108,0.307742,8.14969006,18.632988,223.574875,87.171066
43,7.744727494896693,1.98,5.799,4.136,0.929,0.534,0.163,0.53,0.437,0.312,0.219,0.056,0.276,0.129,0.345,0.12,0.427,0.251,7,0.0518095,4.583,3.398,1.138,0.297257,8.50032569,28.267891,251.938324,69.299728
44,8.886056647693163,1.28,130.105,4.482,1.234,0.958,0.161,0.24,0.379,0.316,0.226,0.096,0.263,0.162,0.371,0.163,0.312,0.15,6,0.1401809,4.343,2.495,1.149,0.308474,9.03858429,24.542339,249.142883,61.978489
45,9.045757490560677,6.23,32.046,3.744,0.975,0.872,0.156,0.049,0.327,0.342,0.184,0.04,0.222,0.138,0.341,0.186,0.24,0.079,10,0.0859389,5.627,4.135,1.086,0.393455,6.10261652,43.928749,256.265503,116.312996
46,8.886056647693163,6.02,14.186,3.387,1.629,0.739,0.151,0.496,0.319,0.362,0.18,0.12,0.212,0.195,0.265,0.225,0.392,0.291,6,0.1704466,5.769,3.417,1.172,0.428255,9.82043865,28.06213,264.695831,108.959389
47,8.0,1.86,221.001,132.928,0.937,0.623,0.162,0.438,0.303,0.268,0.225,0.082,0.25,0.144,0.191,0.119,0.336,0.197,8,0.0448155,4.642,3.486,1.146,0.309677,7.48443986,35.200771,224.718719,69.242348
49,9.221848749616356,6.09,239.074,6.981,1.179,0.967,0.151,0.416,0.487,0.365,0.608,0.101,0.443,0.178,0.353,0.238,0.423,0.441,8,0.1121896,5.758,3.992,1.138,0.396126,13.1966016,46.661079,320.568268,76.333733
50,8.522878745280337,1.82,177.066,7.28,1.69,0.952,0.154,0.419,0.442,0.438,0.327,0.123,0.359,0.219,0.38,0.268,0.433,0.346,7,0.0885575,5.352,3.335,1.067,0.347269,8.41818695,53.618839,266.503418,98.681412
51,8.481486060122112,4.65,8.196,5.681,1.322,0.539,0.152,0.402,0.485,0.382,0.269,0.108,0.371,0.187,0.428,0.194,0.423,0.304,9,0.09854,5.547,3.733,1.133,0.371703,3.89280887,57.496048,255.375336,88.978325
52,8.275724130399212,0.41,9.613,4.125,0.934,0.655,0.158,0.454,0.477,0.374,0.31,0.072,0.382,0.162,0.465,0.188,0.435,0.299,8,0.1343696,5.53,3.705,1.087,0.37096,10.0690512,27.103184,218.699081,125.082191
53,8.67778070526608,8.81,67.75,9.765,1.346,0.859,0.152,0.112,0.451,0.385,0.634,0.113,0.43,0.205,0.429,0.249,0.316,0.286,6,0.1112076,6.062,4.02,1.167,0.417912,14.7309965,81.115463,272.09198,74.654663
54,8.585026652029182,8.5,6.232,5.465,1.607,0.468,0.154,0.479,0.449,0.451,0.314,0.114,0.379,0.222,0.416,0.237,0.459,0.351,8,0.1358218,5.409,3.673,1.123,0.351,12.5293631,39.127197,262.873413,78.306236
55,8.585026652029182,4.66,10.784,5.225,0.97,0.635,0.153,0.38,0.438,0.341,0.342,0.113,0.373,0.171,0.445,0.168,0.386,0.268,8,0.072456,5.83,3.54,1.255,0.385273,11.2049318,45.455597,259.723206,63.519218
56,8.0,6.07,8.187,4.635,1.183,0.585,0.155,0.441,0.529,0.41,0.379,0.081,0.434,0.177,0.521,0.192,0.46,0.313,8,0.0783361,5.352,3.402,1.141,0.352141,9.56504244,35.239452,303.262695,54.083881
57,7.552841968657781,7.99,33.731,5.239,1.288,0.838,0.156,0.04,0.492,0.446,0.259,0.137,0.349,0.299,0.389,0.251,0.326,0.134,11,0.1484074,5.521,4.016,1.168,0.363876,2.79314626,54.495186,267.687653,163.019623
58,7.997833938243493,9.04,8.217,5.909,0.874,0.548,0.156,0.448,0.433,0.373,0.332,0.277,0.362,0.273,0.371,0.186,0.418,0.329,9,0.144631,5.488,4.453,1.122,0.362466,10.2490562,61.727291,256.637177,61.066814
59,8.3767507096021,7.28,274.592,8.661,1.182,0.965,0.153,0.823,0.425,0.389,0.257,0.177,0.318,0.221,0.269,0.257,0.546,0.419,9,0.1235083,5.671,4.445,1.116,0.376692,3.53726648,28.470343,254.151764,109.477692
60,8.301029995663981,7.25,53.826,6.693,2.651,0.852,0.151,0.054,0.413,0.505,0.423,0.215,0.354,0.354,0.317,0.335,0.324,0.288,8,0.1159917,6.23,4.561,1.077,0.425003,8.82402798,79.407906,268.963837,154.818741
61,7.920818753952375,3.56,9.13,5.902,1.062,0.567,0.151,0.467,0.514,0.407,0.293,0.097,0.38,0.184,0.249,0.209,0.463,0.372,8,0.1302495,5.982,3.95,1.095,0.41418,9.97689987,67.150673,252.075272,155.613342
62,8.769551078621726,5.38,285.206,10.019,0.923,0.963,0.148,0.502,0.377,0.358,0.465,0.14,0.357,0.188,0.393,0.176,0.413,0.332,10,0.1125827,6.793,5.512,1.126,0.456909,7.04821226,42.576965,295.907471,120.772476
63,8.431798275933005,1.49,189.222,7.307,1.784,0.954,0.149,0.479,0.404,0.325,0.528,0.14,0.444,0.194,0.421,0.237,0.403,0.359,8,0.1440738,6.277,5.556,1.2,0.423333,10.8972352,55.231606,266.521301,125.841179
64,8.267606240177031,9.02,47.482,6.722,1.212,0.857,0.145,0.054,0.385,0.431,0.345,0.084,0.44,0.196,0.396,0.24,0.29,0.145,10,0.1974863,6.782,5.381,1.103,0.423885,8.35293502,49.718121,303.657043,147.639847
65,8.136677139879543,5.53,8.408,6.945,1.104,0.511,0.15,0.451,0.458,0.329,0.431,0.105,0.431,0.159,0.316,0.171,0.413,0.4,10,0.1565892,6.389,5.483,1.099,0.415378,9.20396724,36.086678,282.376953,120.622421
66,8.075720713938118,5.79,180.522,8.898,1.117,0.947,0.148,0.411,0.4,0.437,0.222,0.217,0.277,0.265,0.311,0.311,0.416,0.329,9,0.1908552,6.969,5.172,1.054,0.430909,5.69163799,53.913475,278.132965,149.458481
67,7.795880017344075,6.0,10.216,4.363,1.205,0.647,0.151,0.473,0.545,0.374,0.443,0.068,0.444,0.153,0.484,0.187,0.464,0.36,8,0.1680902,5.92,4.975,1.107,0.396297,4.75034873,49.409771,235.938461,124.251038
68,7.886056647693163,9.58,143.995,11.828,1.935,0.913,0.147,0.172,0.458,0.32,0.331,0.339,0.373,0.305,0.495,0.212,0.317,0.318,9,0.1145302,6.765,5.16,1.095,0.451757,9.51998451,45.442619,279.757812,110.190857
70,8.031517051446064,2.53,295.404,20.337,4.486,0.922,0.147,0.887,0.035,0.355,0.022,0.002,0.019,0.025,0.019,0.109,0.426,0.31,8,0.1220902,6.922,5.434,1.041,0.446737,2.63304652,74.153198,246.845627,107.298683
76,8.040958607678906,3.66,9.658,4.707,1.108,0.624,0.151,0.419,0.488,0.35,0.241,0.07,0.321,0.15,0.409,0.177,0.419,0.3,8,0.1292413,5.866,4.238,1.146,0.388051,10.8549318,38.346382,286.896362,96.777008
78,8.337242168318426,7.09,9.758,5.512,0.81,0.607,0.151,0.44,0.432,0.297,0.203,0.05,0.277,0.116,0.34,0.142,0.39,0.289,6,0.1232806,5.883,4.101,1.093,0.395559,4.22784864,54.003441,259.771149,97.521698
79,7.0762380391713,4.37,18.961,3.068,0.488,0.842,0.162,0.567,0.384,0.332,0.368,0.154,0.284,0.228,0.399,0.271,0.428,0.302,6,0.1171676,5.941,2.948,1.155,0.426879,8.58680319,33.932808,942.540283,76.715195
80,9.522878745280336,0.34,245.692,5.966,1.88,0.969,0.152,0.834,0.484,0.319,0.33,0.082,0.356,0.129,0.449,0.189,0.546,0.449,8,0.1017972,5.613,3.983,1.073,0.368647,9.74217603,48.484261,248.471786,99.887177
81,10.0,8.69,8.616,5.476,0.873,0.576,0.154,0.45,0.373,0.329,0.219,0.113,0.256,0.16,0.357,0.164,0.384,0.297,8,0.1064695,5.67,3.881,1.165,0.375054,10.0619895,48.405273,215.109772,95.30481
82,8.958607314841775,4.69,10.539,5.44,0.975,0.622,0.151,0.475,0.345,0.315,0.214,0.095,0.247,0.147,0.298,0.187,0.378,0.329,8,0.1598925,5.48,4.085,1.106,0.416364,5.21881479,36.985165,298.077454,107.716064
83,8.309803919971486,1.6,25.666,5.345,2.724,0.761,0.154,0.042,0.459,0.407,0.247,0.003,0.32,0.05,0.454,0.109,0.303,0.087,9,0.1017229,5.586,4.098,1.168,0.362122,10.4605001,50.665009,244.727875,89.94677
85,7.508638306165727,9.31,100.954,5.949,1.099,0.935,0.159,0.178,0.477,0.381,0.476,0.091,0.444,0.171,0.61,0.169,0.345,0.208,9,0.0385234,4.81,3.725,1.17,0.326645,9.59935914,34.599895,245.292557,111.521912
86,7.366531544420414,3.28,143.786,74.901,2.217,0.651,0.152,0.183,0.133,0.347,0.104,0.527,0.111,0.307,0.045,0.913,0.221,0.289,9,0.0538769,6.398,3.971,1.287,0.423069,14.9005486,47.094986,287.522186,94.100525
87,8.2839966563652,2.91,210.932,5.859,1.829,0.965,0.153,0.755,0.425,0.443,0.286,0.146,0.308,0.242,0.47,0.265,0.541,0.367,12,0.0868011,5.911,4.451,1.234,0.375546,9.57038054,36.081291,257.46048,109.256897
88,8.698970004336019,9.71,8.165,5.376,1.05,0.56,0.153,0.449,0.377,0.347,0.214,0.244,0.27,0.195,0.306,0.514,0.391,0.271,7,0.0502151,4.949,3.677,1.209,0.33909,10.9351424,51.316299,273.904144,168.743469
89,8.468521082957745,2.69,232.966,7.313,0.954,0.966,0.153,0.39,0.465,0.363,0.412,0.093,0.406,0.163,0.403,0.258,0.406,0.365,9,0.0522914,5.912,4.838,1.125,0.398844,7.02486244,37.812271,260.021027,132.244873
90,8.585026652029182,5.32,8.682,5.41,0.847,0.581,0.153,0.44,0.401,0.299,0.194,0.099,0.265,0.139,0.264,0.191,0.38,0.36,5,0.1191828,5.732,3.678,1.131,0.399122,8.36928015,67.921265,237.29361,172.722137
91,7.886056647693163,9.32,6.375,5.692,1.007,0.488,0.155,0.417,0.49,0.342,0.279,0.073,0.368,0.143,0.408,0.176,0.416,0.272,8,0.1174781,4.81,3.026,1.148,0.325585,8.62954508,37.704964,269.478363,81.856194
92,8.455931955649724,2.52,7.139,5.096,0.836,0.546,0.157,0.497,0.543,0.339,0.361,0.064,0.369,0.142,0.565,0.143,0.46,0.306,6,0.07366,4.929,3.365,1.138,0.333573,8.71981197,40.386028,216.392181,72.915123
93,8.958607314841775,7.29,323.411,189.084,4.434,0.626,0.16,0.868,0.53,0.374,0.475,0.119,0.525,0.19,0.445,0.28,0.591,0.496,6,0.0666915,4.532,2.993,1.167,0.313776,9.74483978,28.097168,222.114395,64.162521
94,7.602059991327962,4.81,39.374,11.758,2.514,0.734,0.155,0.028,0.476,0.425,0.001,0.025,0.032,0.291,0.065,0.38,0.309,0.024,8,0.1051044,5.792,3.144,1.202,0.408226,11.0580304,53.751339,249.847153,104.934128
