mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,20,21,31,32,75,76,100,101,106,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,9.154901959985745,8.17,129.605,7.348,1.817,0.934,0.156,0.191,0.385,0.395,0.306,0.198,0.319,0.248,0.342,0.267,0.324,0.262,0.315,7,0.0897743,5.397,3.883,1.198,0.35542,6.9839008,42.781666,106.189026,120.905807
2,9.30102999566398,8.46,98.572,5.157,2.965,0.924,0.156,0.123,0.45,0.425,0.652,0.297,0.517,0.337,0.681,0.188,0.333,0.354,0.312,8,0.0689636,5.477,4.022,1.22,0.37347,10.9848077,42.544369,314.531952,61.179157
3,6.214670164989233,2.35,370.925,193.679,117.149,0.544,0.151,0.599,0.272,0.226,0.19,0.126,0.239,0.173,0.163,0.165,0.366,0.347,0.346,6,0.157246,5.59,3.076,1.066,0.437726,6.07322035,67.233795,105.876701,172.153061
4,7.920818753952375,0.0,14.016,2.422,1.813,0.768,0.152,0.472,0.39,0.361,0.233,0.139,0.262,0.211,0.396,0.219,0.408,0.299,0.422,7,0.000498,6.353,3.144,1.0,0.418478,10.381529,54.590027,269.094269,112.492798
6,7.823908740944319,5.34,13.786,2.571,1.435,0.775,0.156,0.531,0.468,0.41,0.289,0.119,0.329,0.203,0.477,0.205,0.47,0.32,0.447,6,0.1748953,5.239,3.178,1.139,0.405186,7.24315247,48.344894,234.726608,89.259872
7,7.207608310501746,2.84,387.859,3.708,2.211,0.985,0.158,0.973,0.419,0.446,0.137,0.207,0.218,0.275,0.222,0.314,0.613,0.442,0.503,5,0.1748984,5.655,3.11,1.151,0.368822,9.50304103,41.131329,336.507782,129.626495
8,8.619788758288394,6.24,15.161,2.365,1.116,0.813,0.153,0.489,0.373,0.41,0.228,0.087,0.252,0.175,0.372,0.188,0.424,0.284,0.41,7,0.1654642,5.516,3.383,1.17,0.424325,9.91361277,56.412033,255.605942,148.41597
9,7.341988603342887,0.71,7.462,2.89,0.857,0.666,0.165,0.588,0.436,0.292,0.284,0.046,0.319,0.113,0.465,0.106,0.439,0.283,0.397,9,0.0387233,4.423,3.247,1.171,0.30496,9.61302054,18.262243,226.795929,76.014381
10,8.698970004336019,2.85,238.024,113.873,1.463,0.674,0.155,0.615,0.127,0.494,0.125,0.223,0.107,0.321,0.048,0.252,0.412,0.303,0.263,7,0.1448025,5.714,4.819,1.131,0.428359,9.44155441,71.513504,249.718124,82.038544
12,7.744727494896693,5.04,168.441,10.87,0.957,0.934,0.154,0.183,0.534,0.328,0.551,0.084,0.553,0.144,0.7,0.18,0.348,0.245,0.318,5,0.2279972,5.827,3.54,1.2,0.399372,9.03326788,44.653687,240.218658,140.06813
13,7.552841968657781,3.3,123.017,10.527,2.79,0.902,0.153,0.207,0.465,0.443,0.396,0.259,0.445,0.309,0.404,0.339,0.372,0.336,0.358,8,0.1313386,5.504,3.711,1.177,0.421588,9.88735114,56.836117,274.952881,71.569908
14,8.017728766960431,4.49,13.41,3.269,1.205,0.75,0.153,0.529,0.41,0.356,0.3,0.128,0.297,0.179,0.355,0.165,0.432,0.341,0.428,7,0.1573617,5.972,3.967,1.248,0.417,12.5914022,73.694641,251.012177,102.794525
15,8.920818753952375,3.62,10.637,2.785,0.921,0.742,0.159,0.495,0.366,0.301,0.214,0.087,0.263,0.141,0.41,0.123,0.388,0.297,0.365,8,0.0241809,4.592,4.122,1.383,0.374774,14.3367055,25.507143,268.810394,88.619873
16,7.301029995663981,1.4,70.784,9.748,0.97,0.869,0.159,0.062,0.511,0.28,0.507,0.055,0.491,0.12,0.703,0.151,0.284,0.211,0.294,6,0.1050753,5.021,3.281,1.146,0.347025,9.40305187,51.50602,243.506241,85.117477
17,8.537602002101044,0.24,10.178,2.795,0.974,0.73,0.159,0.506,0.37,0.319,0.2,0.092,0.259,0.146,0.255,0.165,0.399,0.356,0.506,5,0.1128896,5.275,3.452,1.094,0.391899,9.2404561,41.145302,268.206757,109.017258
19,7.494850021680094,0.44,78.352,3.875,1.674,0.934,0.153,0.132,0.511,0.401,0.319,0.124,0.356,0.2,0.492,0.246,0.348,0.203,0.274,8,0.157774,5.655,4.293,1.086,0.39971,7.6585108,57.003933,274.379395,134.862106
20,7.657577319177793,7.94,17.431,3.147,1.313,0.796,0.147,0.562,0.434,0.327,0.255,0.113,0.306,0.17,0.446,0.174,0.441,0.324,0.459,9,0.0826708,6.532,4.056,1.159,0.452695,9.49656611,54.138721,305.941437,190.989334
21,7.958607314841775,2.79,170.732,5.541,1.768,0.959,0.149,0.61,0.426,0.391,0.236,0.127,0.326,0.203,0.274,0.276,0.476,0.386,0.441,7,0.1086283,6.137,4.227,1.214,0.442235,12.2966647,69.459335,321.183289,138.784912
22,7.017728766960431,9.29,186.383,3.683,1.461,0.973,0.162,0.509,0.463,0.511,0.301,0.185,0.371,0.279,0.469,0.318,0.494,0.266,0.355,7,0.0349997,4.421,3.452,1.209,0.300867,9.93500658,46.188282,303.536316,76.277496
23,8.080921907623926,5.6,320.152,237.485,3.703,0.57,0.153,0.596,0.633,0.488,0.312,0.233,0.428,0.325,0.304,0.309,0.572,0.328,0.36,7,0.1340274,5.531,4.272,1.402,0.354003,16.0387255,59.145233,294.352661,157.876862
24,8.769551078621726,9.26,9.926,2.464,1.437,0.718,0.156,0.51,0.42,0.365,0.214,0.112,0.306,0.181,0.522,0.18,0.432,0.342,0.426,6,0.1093669,5.362,4.053,1.104,0.374841,6.20865213,30.767242,266.247375,99.384499
25,7.481486060122112,0.77,10.546,2.765,0.938,0.74,0.161,0.497,0.43,0.318,0.219,0.062,0.296,0.127,0.293,0.123,0.415,0.357,0.499,6,0.094912,5.108,3.281,1.182,0.397846,10.7108091,41.274986,274.352478,115.335709
27,7.958607314841775,5.94,30.652,17.881,8.678,0.536,0.153,0.073,0.048,0.218,0.002,0.001,0.008,0.012,0.014,0.026,0.113,0.027,0.037,9,0.0583613,5.811,4.222,1.312,0.425302,12.1718964,24.132017,283.63208,59.003296
28,8.031517051446064,0.06,15.545,2.482,1.041,0.815,0.153,0.527,0.387,0.357,0.255,0.084,0.277,0.161,0.436,0.166,0.424,0.298,0.412,8,0.082713,5.768,3.657,1.052,0.418946,9.68974641,27.294823,1138.38916,84.449532
30,8.229147988357855,2.5,446.788,21.621,0.977,0.952,0.151,0.987,0.523,0.376,0.671,0.141,0.607,0.201,0.562,0.336,0.629,0.61,0.62,7,0.1681273,6.528,4.579,1.153,0.525591,7.84741601,82.750404,254.803909,120.410973
31,8.568636235841012,9.42,415.335,10.514,3.132,0.968,0.156,0.962,0.477,0.44,0.408,0.204,0.439,0.295,0.27,0.321,0.626,0.534,0.497,9,0.1267258,5.574,4.315,1.212,0.413921,11.4295074,42.841686,239.591705,73.591827
32,8.022276394711152,1.45,13.342,3.249,0.726,0.77,0.156,0.465,0.404,0.343,0.229,0.082,0.283,0.142,0.376,0.137,0.404,0.277,0.368,8,0.0985483,5.533,4.181,1.192,0.407103,11.9288837,47.364983,265.166138,67.193367
33,7.886056647693163,8.99,211.411,110.507,1.394,0.654,0.154,0.716,0.135,0.468,0.04,0.171,0.071,0.26,0.045,0.301,0.44,0.373,0.424,9,0.0789858,5.844,4.519,1.137,0.400717,8.94129932,42.886833,254.559128,111.151001
34,8.494850021680094,4.05,10.099,3.396,1.756,0.662,0.159,0.508,0.52,0.41,0.253,0.22,0.331,0.288,0.414,0.325,0.479,0.319,0.447,9,0.1682436,5.02,4.01,1.213,0.362977,11.0720603,27.348072,243.891357,89.943657
35,7.045757490560675,4.79,7.16,3.887,0.871,0.601,0.16,0.526,0.467,0.308,0.259,0.123,0.313,0.143,0.406,0.29,0.434,0.287,0.427,6,0.0556808,4.831,2.922,1.24,0.312749,11.3766099,38.511253,244.907272,59.386993
36,8.585026652029182,1.37,91.905,4.998,2.27,0.927,0.154,0.157,0.39,0.424,0.493,0.182,0.405,0.263,0.439,0.372,0.324,0.265,0.293,7,0.0373302,5.769,4.18,1.168,0.421941,9.05550064,53.415195,247.649063,87.422462
37,8.214670164989233,9.01,167.333,5.408,0.907,0.964,0.155,0.552,0.444,0.283,0.306,0.072,0.337,0.126,0.371,0.136,0.427,0.379,0.417,7,0.0782462,5.561,3.983,1.207,0.393891,11.3195873,37.615318,270.351837,61.344254
38,8.346787486224656,8.53,222.409,10.524,2.086,0.946,0.154,0.728,0.443,0.45,0.408,0.187,0.414,0.283,0.361,0.266,0.54,0.43,0.433,9,0.0821725,5.466,4.218,1.12,0.415777,7.97397013,58.632641,244.046646,56.001717
39,8.823908740944319,4.24,66.188,10.27,3.248,0.83,0.153,0.079,0.484,0.359,0.529,0.199,0.545,0.243,0.571,0.341,0.307,0.26,0.315,8,0.1738274,5.87,4.477,1.119,0.424958,5.98022571,43.682331,285.196259,76.98333
40,8.698970004336019,9.93,250.25,3.63,0.974,0.982,0.162,0.66,0.477,0.32,0.226,0.192,0.308,0.175,0.236,0.443,0.486,0.414,0.426,7,0.0545546,4.43,3.281,1.222,0.305102,8.56791631,25.372778,241.440491,75.261673
41,6.823908740944319,4.53,71.388,6.339,2.98,0.885,0.162,0.064,0.479,0.371,0.03,0.299,0.496,0.338,0.66,0.4,0.304,0.111,0.362,7,0.0322175,4.865,3.11,1.149,0.311331,9.23627578,42.765457,224.565369,82.534904
42,8.55284196865778,5.46,6.992,3.937,0.564,0.608,0.163,0.539,0.485,0.26,0.233,0.067,0.311,0.107,0.388,0.131,0.428,0.265,0.375,6,0.0265041,4.554,3.093,1.136,0.308659,8.31541538,28.241318,225.92926,72.64875
43,7.744727494896693,1.54,6.175,4.059,0.939,0.553,0.165,0.531,0.436,0.304,0.219,0.051,0.279,0.122,0.35,0.115,0.424,0.256,0.36,6,0.046201,4.26,3.263,1.135,0.3039,7.78869731,23.90637,240.966202,64.41188
44,8.886056647693163,9.79,7.846,3.105,0.88,0.663,0.161,0.534,0.464,0.289,0.261,0.056,0.316,0.121,0.456,0.121,0.429,0.265,0.39,6,0.0939117,4.654,2.461,1.176,0.308991,9.10450493,33.857372,218.202011,79.825333
45,9.045757490560677,7.88,160.122,78.465,2.585,0.664,0.156,0.2,0.138,0.375,0.143,0.372,0.121,0.382,0.066,0.554,0.238,0.229,0.239,6,0.129933,5.416,3.862,1.087,0.368255,4.46462379,40.96999,251.767715,96.03286
46,8.886056647693163,0.68,15.898,3.337,0.681,0.798,0.151,0.474,0.409,0.241,0.206,0.047,0.258,0.098,0.342,0.097,0.375,0.265,0.368,6,0.1509105,6.019,3.349,1.087,0.439578,9.72555293,33.066593,247.928421,127.771172
47,8.0,7.5,7.542,3.089,0.898,0.654,0.164,0.536,0.479,0.286,0.261,0.055,0.33,0.12,0.458,0.116,0.434,0.272,0.392,7,0.0836227,4.211,3.383,1.146,0.309085,8.66445036,24.804316,263.193024,54.36993
49,9.221848749616356,8.31,264.5,8.911,3.921,0.954,0.151,0.915,0.426,0.448,0.218,0.189,0.282,0.296,0.306,0.28,0.597,0.445,0.517,8,0.1734317,5.768,3.843,1.126,0.38597,2.14945751,37.635117,209.289886,144.873795
50,8.522878745280337,0.83,161.691,6.334,1.047,0.956,0.154,0.225,0.398,0.332,0.327,0.122,0.3,0.181,0.359,0.187,0.318,0.189,0.233,9,0.0838386,5.46,3.265,1.056,0.358994,5.2563408,51.339951,317.060913,79.693039
51,8.481486060122112,2.15,8.174,5.605,1.23,0.545,0.152,0.399,0.485,0.364,0.267,0.114,0.369,0.184,0.426,0.184,0.416,0.299,0.394,8,0.0771959,5.4,3.78,1.123,0.36825,3.08313464,57.550106,278.994751,116.881966
52,8.275724130399212,5.46,136.074,6.844,1.553,0.942,0.156,0.247,0.421,0.396,0.539,0.174,0.396,0.25,0.375,0.352,0.355,0.271,0.28,7,0.1276458,5.314,3.638,1.141,0.359787,7.94903217,41.005054,277.746368,95.219116
53,8.67778070526608,7.27,10.472,5.886,1.195,0.597,0.152,0.416,0.437,0.436,0.344,0.187,0.386,0.26,0.421,0.25,0.429,0.324,0.35,9,0.0873052,6.12,3.877,1.164,0.401156,13.8286902,36.296299,266.716095,93.329567
54,8.585026652029182,8.91,8.942,4.941,0.997,0.601,0.154,0.396,0.448,0.35,0.264,0.108,0.366,0.169,0.489,0.166,0.398,0.264,0.376,7,0.0408412,4.96,3.53,1.119,0.358873,4.97881072,29.550512,256.764893,76.181648
55,8.585026652029182,6.34,28.177,8.133,5.619,0.672,0.153,0.029,0.404,0.434,0.379,0.001,0.037,0.387,0.218,0.448,0.289,0.138,0.227,5,0.114373,5.708,3.745,1.262,0.392731,12.9666605,48.095631,257.106934,65.707169
56,8.0,0.19,8.909,5.803,0.815,0.574,0.155,0.369,0.453,0.304,0.31,0.06,0.383,0.127,0.451,0.136,0.375,0.247,0.331,8,0.0737331,5.291,3.3,1.067,0.36278,7.56741004,40.335854,251.649475,68.093765
57,7.552841968657781,9.28,7.836,5.792,1.094,0.532,0.155,0.403,0.484,0.365,0.314,0.071,0.386,0.162,0.386,0.186,0.417,0.299,0.353,7,0.1110007,5.84,4.064,1.171,0.368598,10.6166312,51.542648,299.444763,123.127205
58,7.997833938243493,1.31,289.297,203.901,3.041,0.583,0.156,0.626,0.552,0.371,0.383,0.265,0.47,0.271,0.528,0.234,0.516,0.364,0.4,8,0.1433712,5.239,4.366,1.168,0.355321,12.4969339,49.260269,249.017944,77.45742
59,8.3767507096021,1.07,8.77,5.356,1.093,0.576,0.154,0.399,0.431,0.374,0.296,0.137,0.374,0.195,0.508,0.201,0.401,0.297,0.38,9,0.1400501,5.661,4.645,1.142,0.372003,4.09360679,53.221371,247.22348,84.027657
60,8.301029995663981,5.61,80.165,8.419,5.229,0.855,0.151,0.071,0.423,0.348,0.646,0.316,0.471,0.324,1.165,0.201,0.28,0.333,0.462,9,0.0954768,6.41,4.573,1.078,0.427159,4.76891721,35.171673,279.010834,148.372894
61,7.920818753952375,1.51,411.639,209.678,8.125,0.654,0.151,0.717,0.389,0.437,0.247,0.706,0.284,0.478,0.245,0.627,0.514,0.587,0.55,7,0.1105589,6.228,4.018,1.091,0.425266,7.09935377,63.501251,285.39743,112.427803
62,8.769551078621726,8.77,10.628,7.87,0.979,0.546,0.148,0.482,0.43,0.353,0.496,0.063,0.445,0.145,0.33,0.188,0.422,0.42,0.381,13,0.1128588,6.761,5.682,1.127,0.462191,11.9094705,52.344086,308.658356,143.776474
63,8.431798275933005,2.13,36.506,9.3,2.681,0.753,0.149,0.054,0.465,0.55,0.378,0.008,0.386,0.16,0.36,0.308,0.356,0.132,0.234,10,0.167653,6.197,5.452,1.182,0.41443,11.0042138,52.244869,272.375671,133.545563
64,8.267606240177031,2.25,13.433,7.226,1.486,0.607,0.145,0.498,0.384,0.484,0.42,0.23,0.414,0.305,0.473,0.324,0.455,0.31,0.392,11,0.194529,6.923,5.18,1.091,0.430852,9.84382272,54.476974,381.888672,143.432892
65,8.136677139879543,6.21,8.07,7.644,1.085,0.48,0.15,0.485,0.432,0.378,0.496,0.096,0.352,0.175,0.355,0.202,0.432,0.412,0.397,10,0.1630989,6.211,5.284,1.101,0.418809,9.4198312,69.590508,262.429779,136.864441
66,8.075720713938118,3.26,26.34,10.995,4.266,0.633,0.148,0.031,0.365,0.377,0.247,0.419,0.279,0.414,0.329,0.15,0.258,0.25,0.165,9,0.1552276,6.821,5.579,1.051,0.449654,4.09900785,46.282112,259.274841,187.456146
67,7.795880017344075,2.33,50.72,7.568,2.182,0.839,0.151,0.053,0.381,0.44,0.318,0.309,0.325,0.338,0.429,0.437,0.291,0.256,0.297,11,0.1907775,6.284,5.01,1.104,0.401054,8.66487991,57.936405,235.934921,99.128891
68,7.886056647693163,1.78,12.443,8.333,1.048,0.57,0.148,0.396,0.364,0.354,0.468,0.066,0.4,0.146,0.341,0.171,0.371,0.282,0.315,9,0.1213988,6.851,5.4,1.087,0.458916,8.58395372,53.195492,274.290955,125.152336
70,8.031517051446064,4.93,147.754,84.072,3.895,0.627,0.147,0.182,0.163,0.31,0.074,0.325,0.11,0.283,0.064,0.238,0.218,0.198,0.17,8,0.1344084,6.711,5.365,1.043,0.435719,5.4094532,57.451,299.810242,120.807312
