mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,20,21,31,32,75,76,100,101,106,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,9.154901959985745,5.22,94.06,4.962,1.804,0.933,0.156,0.124,0.382,0.39,0.452,0.263,0.423,0.297,0.678,0.237,0.299,0.278,0.328,8,0.0764121,5.191,4.056,1.198,0.372035,8.45202917,51.125244,124.410202,108.750214
2,9.30102999566398,4.46,8.115,3.067,2.315,0.601,0.158,0.493,0.385,0.342,0.271,0.197,0.308,0.233,0.417,0.151,0.407,0.396,0.394,10,0.0475148,5.605,4.33,1.198,0.373115,10.16868,52.518166,291.521362,72.706169
3,6.214670164989233,7.64,21.571,13.041,1.872,0.591,0.151,0.031,0.501,0.412,0.001,0.195,0.008,0.252,0.017,0.413,0.315,0.242,0.2,5,0.1432614,6.148,3.007,1.065,0.427798,6.06715975,67.093758,100.563972,158.045715
4,7.920818753952375,1.75,22.656,9.955,2.482,0.646,0.151,0.039,0.387,0.418,0.002,0.236,0.014,0.277,0.033,0.433,0.281,0.16,0.174,7,0.0514041,5.788,3.144,1.14,0.41765,10.3974358,32.853645,286.355347,99.805916
6,7.823908740944319,3.12,12.426,2.512,1.78,0.743,0.156,0.534,0.475,0.42,0.281,0.143,0.327,0.227,0.469,0.218,0.476,0.33,0.454,7,0.182692,5.742,3.212,1.158,0.392634,7.12060498,30.628536,250.158371,86.841209
7,7.207608310501746,1.84,10.761,2.687,2.228,0.686,0.158,0.555,0.472,0.421,0.261,0.199,0.303,0.262,0.429,0.283,0.483,0.333,0.458,3,0.1657678,5.22,3.144,1.149,0.372949,9.32336645,62.129356,335.298309,133.651566
8,8.619788758288394,0.95,117.316,6.732,2.624,0.926,0.153,0.115,0.466,0.438,0.554,0.21,0.549,0.275,0.622,0.378,0.34,0.298,0.351,5,0.1671738,5.433,3.417,1.125,0.419505,9.35071295,55.860428,236.250519,113.970558
9,7.341988603342887,3.55,328.824,157.085,3.588,0.672,0.165,0.951,0.353,0.447,0.176,0.18,0.22,0.272,0.193,0.273,0.584,0.457,0.485,6,0.0412379,4.259,3.315,1.193,0.305933,9.36583749,19.688496,225.380508,41.527916
10,8.698970004336019,9.2,15.162,2.386,0.978,0.818,0.155,0.483,0.414,0.296,0.236,0.089,0.278,0.145,0.392,0.145,0.398,0.314,0.439,10,0.1304867,5.763,4.511,1.13,0.440961,7.30693686,59.780159,228.16748,99.576355
12,7.744727494896693,4.48,13.115,3.313,1.389,0.736,0.154,0.515,0.445,0.39,0.234,0.196,0.286,0.234,0.369,0.208,0.45,0.333,0.43,7,0.2001172,6.042,3.676,1.209,0.412377,6.37652972,34.776737,232.255325,138.166534
13,7.552841968657781,1.66,14.819,2.485,1.227,0.8,0.154,0.548,0.413,0.318,0.255,0.141,0.295,0.18,0.453,0.155,0.426,0.313,0.426,8,0.1403184,5.531,3.54,1.178,0.407963,9.238844,52.549118,265.64093,62.102619
14,8.017728766960431,3.0,272.851,135.823,9.252,0.653,0.153,0.977,0.264,0.439,0.181,0.439,0.247,0.387,0.139,0.378,0.56,0.559,0.51,9,0.1018617,6.01,4.183,1.261,0.414756,12.6983166,48.204914,265.671112,103.510544
15,8.920818753952375,7.99,10.389,2.799,0.949,0.735,0.159,0.508,0.376,0.303,0.212,0.075,0.27,0.135,0.42,0.126,0.395,0.317,0.377,6,0.0365873,5.395,3.912,1.389,0.377869,14.0181284,49.99202,251.109924,88.593224
16,7.301029995663981,9.54,10.323,2.546,0.879,0.751,0.159,0.51,0.404,0.312,0.288,0.057,0.314,0.127,0.493,0.134,0.409,0.271,0.402,8,0.1095386,4.676,3.486,1.173,0.340541,8.99504045,29.522697,239.815475,83.446404
17,8.537602002101044,4.21,95.515,4.625,0.977,0.945,0.159,0.139,0.422,0.344,0.277,0.089,0.334,0.153,0.294,0.167,0.302,0.285,0.46,6,0.1157358,5.358,3.383,1.173,0.371953,7.50311763,48.12479,227.318863,91.62178
19,7.494850021680094,7.15,15.685,2.411,1.456,0.802,0.153,0.546,0.431,0.423,0.281,0.124,0.311,0.204,0.415,0.17,0.467,0.316,0.416,7,0.0885401,5.667,4.361,1.184,0.421898,9.41897948,47.791973,289.565796,105.670921
20,7.657577319177793,7.93,16.597,3.259,1.244,0.787,0.147,0.559,0.485,0.312,0.254,0.124,0.334,0.17,0.481,0.168,0.452,0.328,0.465,10,0.076759,6.529,4.295,1.159,0.443738,9.54963143,28.291193,310.813538,186.365524
21,7.958607314841775,7.91,19.009,2.615,0.962,0.842,0.149,0.571,0.425,0.353,0.236,0.121,0.291,0.173,0.465,0.17,0.45,0.313,0.451,9,0.1068525,5.996,4.091,1.226,0.457338,10.5151669,56.056492,282.052032,130.126831
22,7.017728766960431,0.49,6.26,3.266,0.932,0.599,0.162,0.541,0.487,0.294,0.281,0.054,0.334,0.122,0.461,0.114,0.441,0.289,0.406,7,0.0139499,4.611,3.281,1.189,0.296994,9.263158,39.758858,238.696945,92.551727
23,8.080921907623926,5.02,320.898,207.39,5.065,0.602,0.153,0.826,0.484,0.411,0.352,0.336,0.391,0.349,0.263,0.338,0.574,0.484,0.435,9,0.1364753,5.65,3.964,1.404,0.350808,15.713509,54.33651,257.16629,163.139984
24,8.769551078621726,0.75,9.687,2.451,1.619,0.704,0.156,0.511,0.436,0.396,0.221,0.113,0.317,0.192,0.55,0.195,0.447,0.35,0.438,8,0.0973376,5.327,4.047,1.118,0.373457,5.40657156,28.021049,270.098083,91.884369
25,7.481486060122112,3.15,114.115,3.548,0.914,0.962,0.156,0.256,0.351,0.358,0.198,0.075,0.254,0.157,0.238,0.136,0.321,0.236,0.331,6,0.0207768,5.187,3.315,1.201,0.396235,10.2077656,43.947109,301.150574,105.918495
