mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,20,21,32,75,76,100,101,107,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,9.154901959985745,5.78,360.397,228.697,2.083,0.61,0.156,0.635,0.378,0.471,0.217,0.186,0.273,0.249,0.339,0.495,0.417,255923.034,6,0.1301361,5.633,3.883,1.199,0.370763,8.73450752,39.048855,104.854454,112.82164
2,9.30102999566398,0.08,7.514,3.082,2.164,0.589,0.156,0.513,0.48,0.53,0.356,0.205,0.32,0.403,0.206,0.508,0.398,108.938,8,0.0959377,5.517,4.122,1.05,0.350469,6.65400291,49.000019,291.753784,101.113693
3,6.214670164989233,4.04,143.574,3.729,1.941,0.962,0.151,0.322,0.486,0.418,0.291,0.168,0.242,0.411,0.322,0.409,0.281,2009.862,5,0.1757467,5.502,3.281,1.066,0.427873,5.73574623,67.890846,116.919685,160.170639
4,7.920818753952375,5.7,7.446,4.807,2.25,0.513,0.151,0.567,0.476,0.43,0.238,0.253,0.285,0.375,0.406,0.491,0.365,158.409,7,0.1918233,5.559,3.212,1.186,0.358069,10.2299618,36.432915,256.905823,129.164703
6,7.823908740944319,7.17,175.443,3.529,1.857,0.97,0.156,0.643,0.423,0.411,0.233,0.179,0.243,0.316,0.269,0.492,0.316,2281.966,8,0.2258358,5.595,3.315,1.129,0.376686,7.29801241,40.141258,252.22023,110.092743
7,7.207608310501746,5.62,265.205,8.776,2.283,0.96,0.158,0.31,0.387,0.452,0.247,0.226,0.307,0.429,0.318,0.383,0.223,8542.753,3,0.1954603,5.507,3.178,1.159,0.359032,9.15066334,44.101879,340.438141,157.157593
8,8.619788758288394,0.89,13.178,2.646,1.523,0.76,0.153,0.51,0.432,0.339,0.262,0.114,0.181,0.439,0.185,0.427,0.319,129.449,6,0.1403882,5.44,3.178,1.119,0.408701,9.558139,40.36512,233.357376,121.616547
9,7.341988603342887,0.15,7.48,2.8,0.832,0.673,0.165,0.585,0.429,0.276,0.281,0.048,0.112,0.477,0.102,0.43,0.285,58.045,7,0.0724043,4.407,3.178,1.044,0.305256,9.64139997,19.680048,206.190613,58.252655
10,8.698970004336019,4.39,239.126,124.059,3.578,0.652,0.155,0.734,0.19,0.465,0.231,0.287,0.38,0.122,0.249,0.463,0.379,137461.868,8,0.1147384,5.812,4.614,1.134,0.412226,8.02825337,29.994465,248.565811,77.523857
12,7.744727494896693,6.04,12.795,3.086,0.969,0.759,0.154,0.466,0.449,0.283,0.254,0.17,0.168,0.446,0.125,0.4,0.286,110.015,6,0.1289992,5.63,3.37,1.189,0.387817,15.5514781,62.09063,244.71402,170.741577
13,7.552841968657781,9.95,183.187,6.003,1.529,0.961,0.153,0.446,0.386,0.428,0.439,0.178,0.258,0.411,0.434,0.42,0.297,3261.762,7,0.1643942,5.614,3.676,1.173,0.399248,9.48268676,35.461124,264.200806,63.03014
14,8.017728766960431,9.75,37.649,5.775,1.464,0.839,0.153,0.044,0.362,0.491,0.011,0.087,0.231,0.116,0.251,0.299,0.037,644.144,6,0.1571819,5.625,3.877,1.26,0.420367,12.9720815,69.335175,270.365845,112.348709
