mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,20,21,31,32,75,76,101,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
13,7.552841968657781,0.22,16.249,2.121,1.144,0.833,0.153,0.545,0.41,0.388,0.297,0.123,0.324,0.19,0.511,0.193,0.309,10,0.0843851,5.671,3.47,1.252,0.414255,9.09158841,38.107712,248.361633,79.87973
14,8.017728766960431,0.25,12.492,3.747,1.293,0.713,0.153,0.541,0.438,0.364,0.314,0.115,0.33,0.18,0.376,0.181,0.362,7,0.1414158,6.031,4.116,1.175,0.415472,10.4986228,65.988754,247.588913,102.468864
15,8.920818753952375,6.33,209.176,8.629,1.274,0.955,0.159,0.514,0.392,0.424,0.325,0.079,0.353,0.16,0.358,0.2,0.286,8,0.0453698,5.083,3.917,1.388,0.374007,14.6378055,29.138603,269.514221,72.836403
16,7.301029995663981,7.38,116.158,3.705,1.632,0.956,0.159,0.228,0.35,0.393,0.176,0.352,0.254,0.343,0.235,0.559,0.304,3,0.0992758,4.846,3.417,1.173,0.342003,9.01564332,28.355595,228.649033,86.335815
17,8.537602002101044,0.54,7.604,3.508,0.934,0.631,0.159,0.512,0.446,0.306,0.303,0.074,0.334,0.129,0.334,0.147,0.314,6,0.1526805,5.196,3.417,1.18,0.337912,10.6179327,31.152994,255.410797,86.925423
19,7.494850021680094,8.73,245.323,9.69,1.581,0.956,0.153,0.956,0.459,0.484,0.293,0.251,0.389,0.308,0.241,0.424,0.537,9,0.1229264,5.819,4.091,1.188,0.425421,10.9827944,32.235588,292.404327,105.985542
20,7.657577319177793,3.04,18.761,2.72,1.356,0.822,0.147,0.566,0.438,0.427,0.237,0.129,0.299,0.215,0.45,0.205,0.323,7,0.0329721,6.662,4.227,1.152,0.46128,7.4092792,42.16927,281.600525,207.018646
21,7.958607314841775,6.68,193.309,32.88,5.321,0.835,0.149,0.725,0.024,0.468,0.001,0.168,0.005,0.273,0.011,0.318,0.385,10,0.074188,6.238,4.058,1.224,0.458549,11.9682093,63.013298,312.267822,127.725105
22,7.017728766960431,4.91,115.048,3.906,1.6,0.954,0.162,0.147,0.445,0.502,0.396,0.267,0.398,0.377,0.556,0.345,0.28,9,0.0407607,4.668,3.315,1.208,0.299438,9.20412779,43.609585,267.528625,90.092644
23,8.080921907623926,7.03,84.457,54.129,3.652,0.594,0.153,0.145,0.051,0.42,0.004,0.036,0.012,0.318,0.022,0.45,0.07,7,0.1183229,5.687,4.067,1.425,0.357282,16.00543,63.856453,291.72171,165.786209
24,8.769551078621726,6.39,281.184,218.877,2.961,0.559,0.156,0.592,0.77,0.514,0.23,0.274,0.412,0.353,0.712,0.344,0.38,8,0.1160788,5.086,4.232,1.104,0.381216,6.4493673,23.964624,272.586456,107.77523
25,7.481486060122112,0.81,318.03,3.509,2.669,0.981,0.156,0.732,0.512,0.463,0.192,0.225,0.319,0.327,0.158,0.296,0.358,6,0.0786711,4.955,3.212,1.183,0.397714,10.4326991,43.743439,273.073944,122.913223
27,7.958607314841775,3.64,16.329,2.571,0.999,0.821,0.153,0.55,0.423,0.33,0.274,0.067,0.301,0.141,0.45,0.151,0.307,7,0.1446529,5.692,3.846,1.299,0.430763,13.463133,20.522785,237.386414,78.730408
28,8.031517051446064,5.37,56.057,3.805,1.138,0.919,0.153,0.115,0.365,0.421,0.27,0.234,0.294,0.275,0.401,0.402,0.235,6,0.0842446,5.608,3.52,1.181,0.415906,10.7024311,29.642271,1127.278442,76.099503
30,8.229147988357855,0.53,221.792,3.816,1.549,0.976,0.151,0.935,0.435,0.318,0.3,0.27,0.324,0.259,0.422,0.169,0.465,7,0.1386215,6.936,4.614,1.07,0.494565,9.2212448,49.996605,274.714783,77.814178
31,8.568636235841012,3.04,316.075,155.516,5.174,0.663,0.156,0.646,0.345,0.531,0.188,0.138,0.222,0.309,0.2,0.256,0.408,7,0.1361711,5.462,4.088,1.248,0.416208,10.8583366,38.421577,245.751297,91.213287
32,8.022276394711152,4.88,14.805,2.962,0.699,0.802,0.156,0.458,0.381,0.329,0.226,0.075,0.271,0.135,0.369,0.126,0.265,8,0.0827798,5.327,4.247,1.276,0.420723,12.5132005,24.797029,261.82782,77.218102
33,7.886056647693163,3.98,184.769,87.508,1.137,0.676,0.154,0.488,0.182,0.362,0.255,0.103,0.233,0.184,0.118,0.202,0.278,6,0.1540619,5.602,4.384,1.135,0.403146,8.84614281,36.965832,268.238068,98.376968
34,8.494850021680094,2.77,26.952,4.426,2.383,0.798,0.159,0.054,0.363,0.276,0.029,0.01,0.12,0.126,0.251,0.128,0.019,8,0.1340936,5.115,3.905,1.214,0.376093,10.1886485,27.788559,236.216415,92.421608
35,7.045757490560675,5.4,7.188,3.781,1.062,0.597,0.16,0.523,0.438,0.288,0.229,0.115,0.289,0.135,0.363,0.269,0.27,6,0.0403231,4.743,3.128,1.239,0.311784,10.529724,39.506809,222.85878,68.184273
36,8.585026652029182,7.12,48.912,12.634,2.684,0.762,0.154,0.053,0.403,0.351,0.003,0.105,0.387,0.243,0.467,0.322,0.084,10,0.0620372,5.676,4.35,1.192,0.419825,9.32074946,37.081127,287.035156,65.801964
37,8.214670164989233,8.77,200.88,5.585,3.304,0.958,0.155,0.375,0.408,0.356,0.516,0.186,0.391,0.241,0.375,0.395,0.326,7,0.0869115,5.366,4.154,1.206,0.394235,10.4866005,50.58268,223.649582,58.627357
38,8.346787486224656,2.36,11.6,3.264,0.885,0.737,0.154,0.487,0.389,0.303,0.193,0.09,0.269,0.145,0.379,0.135,0.316,9,0.1140319,5.396,4.178,1.112,0.403222,7.91624865,47.640751,260.788208,65.385941
39,8.823908740944319,5.23,153.991,9.87,0.945,0.934,0.153,0.219,0.489,0.429,0.193,0.145,0.29,0.227,0.465,0.257,0.173,6,0.1667884,5.854,4.443,1.136,0.420361,6.63549947,42.812065,234.851181,73.229446
40,8.698970004336019,3.65,6.75,3.919,0.917,0.583,0.162,0.531,0.434,0.293,0.203,0.203,0.279,0.166,0.289,0.41,0.271,6,0.0446458,4.794,3.315,1.228,0.303581,11.2349859,22.46278,230.961716,89.609329
41,6.823908740944319,3.28,7.402,3.832,0.702,0.62,0.162,0.533,0.439,0.301,0.235,0.066,0.292,0.126,0.385,0.132,0.258,4,0.045815,4.914,3.315,1.144,0.311759,9.10475357,28.74044,227.412598,56.450966
42,8.55284196865778,0.86,7.278,3.621,0.68,0.629,0.163,0.546,0.464,0.294,0.258,0.065,0.317,0.122,0.408,0.135,0.262,7,0.0573287,4.456,3.296,1.108,0.307742,8.14969006,18.632988,223.574875,87.171066
43,7.744727494896693,1.98,5.799,4.136,0.929,0.534,0.163,0.53,0.437,0.312,0.219,0.056,0.276,0.129,0.345,0.12,0.251,7,0.0518095,4.583,3.398,1.138,0.297257,8.50032569,28.267891,251.938324,69.299728
44,8.886056647693163,1.28,130.105,4.482,1.234,0.958,0.161,0.24,0.379,0.316,0.226,0.096,0.263,0.162,0.371,0.163,0.15,6,0.1401809,4.343,2.495,1.149,0.308474,9.03858429,24.542339,249.142883,61.978489
45,9.045757490560677,6.23,32.046,3.744,0.975,0.872,0.156,0.049,0.327,0.342,0.184,0.04,0.222,0.138,0.341,0.186,0.079,10,0.0859389,5.627,4.135,1.086,0.393455,6.10261652,43.928749,256.265503,116.312996
46,8.886056647693163,0.18,15.083,3.333,1.482,0.758,0.151,0.506,0.337,0.351,0.184,0.111,0.219,0.184,0.283,0.205,0.298,6,0.1061192,5.733,3.315,1.046,0.439732,9.81271664,49.290451,239.889786,119.281578
47,8.0,1.86,221.001,132.928,0.937,0.623,0.162,0.438,0.303,0.268,0.225,0.082,0.25,0.144,0.191,0.119,0.197,8,0.0448155,4.642,3.486,1.146,0.309677,7.48443986,35.200771,224.718719,69.242348
49,9.221848749616356,8.28,10.785,5.471,1.235,0.617,0.151,0.421,0.494,0.443,0.331,0.11,0.419,0.219,0.458,0.294,0.33,9,0.1536331,6.132,4.061,1.126,0.411454,10.5616515,37.512142,290.516144,100.619637
50,8.522878745280337,1.82,177.066,7.28,1.69,0.952,0.154,0.419,0.442,0.438,0.327,0.123,0.359,0.219,0.38,0.268,0.346,7,0.0885575,5.352,3.335,1.067,0.347269,8.41818695,53.618839,266.503418,98.681412
51,8.481486060122112,4.65,8.196,5.681,1.322,0.539,0.152,0.402,0.485,0.382,0.269,0.108,0.371,0.187,0.428,0.194,0.304,9,0.09854,5.547,3.733,1.133,0.371703,3.89280887,57.496048,255.375336,88.978325
52,8.275724130399212,1.42,9.94,4.344,0.751,0.661,0.156,0.444,0.472,0.337,0.222,0.103,0.337,0.153,0.444,0.154,0.284,8,0.0894079,5.517,3.727,1.141,0.371338,3.08333601,53.822647,215.298126,112.05442
53,8.67778070526608,0.92,59.304,9.693,3.311,0.82,0.152,0.053,0.439,0.392,0.006,0.132,0.421,0.323,0.497,0.355,0.05,8,0.1250581,6.258,4.151,1.176,0.421762,13.1388209,61.972523,257.91449,82.825775
54,8.585026652029182,8.5,6.232,5.465,1.607,0.468,0.154,0.479,0.449,0.451,0.314,0.114,0.379,0.222,0.416,0.237,0.351,8,0.1358218,5.409,3.673,1.123,0.351,12.5293631,39.127197,262.873413,78.306236
55,8.585026652029182,5.66,11.096,5.001,0.894,0.653,0.153,0.382,0.41,0.341,0.333,0.094,0.358,0.157,0.439,0.159,0.26,7,0.0764669,5.36,3.641,1.262,0.386358,11.9001122,54.716476,250.064194,71.92923
56,8.0,6.07,8.187,4.635,1.183,0.585,0.155,0.441,0.529,0.41,0.379,0.081,0.434,0.177,0.521,0.192,0.313,8,0.0783361,5.352,3.402,1.141,0.352141,9.56504244,35.239452,303.262695,54.083881
57,7.552841968657781,1.61,35.157,6.164,3.395,0.786,0.155,0.033,0.496,0.486,0.017,0.003,0.333,0.118,0.337,0.264,0.009,9,0.1131494,5.424,3.801,1.166,0.3575,14.1262967,45.562683,284.281281,138.977036
58,7.997833938243493,9.04,8.217,5.909,0.874,0.548,0.156,0.448,0.433,0.373,0.332,0.277,0.362,0.273,0.371,0.186,0.329,9,0.144631,5.488,4.453,1.122,0.362466,10.2490562,61.727291,256.637177,61.066814
59,8.3767507096021,7.28,274.592,8.661,1.182,0.965,0.153,0.823,0.425,0.389,0.257,0.177,0.318,0.221,0.269,0.257,0.419,9,0.1235083,5.671,4.445,1.116,0.376692,3.53726648,28.470343,254.151764,109.477692
60,8.301029995663981,2.92,8.531,7.624,0.907,0.5,0.151,0.386,0.431,0.374,0.348,0.115,0.368,0.179,0.249,0.214,0.355,7,0.1070402,6.234,4.439,1.073,0.419657,3.36499313,46.384521,293.054565,153.448914
61,7.920818753952375,6.72,8.636,7.84,0.799,0.5,0.151,0.425,0.348,0.28,0.206,0.07,0.256,0.12,0.204,0.159,0.336,9,0.0935424,5.963,3.95,1.1,0.422095,7.62684247,39.460911,236.370392,120.769707
62,8.769551078621726,2.74,11.181,7.931,1.072,0.554,0.149,0.457,0.421,0.407,0.52,0.109,0.451,0.193,0.315,0.226,0.351,11,0.0437052,6.754,5.654,1.106,0.45034,3.86887864,50.345798,272.906494,116.719604
63,8.431798275933005,8.92,261.614,30.794,3.993,0.883,0.149,0.513,0.039,0.29,0.006,0.012,0.012,0.091,0.019,0.188,0.203,10,0.2244526,6.62,5.009,1.151,0.421358,4.44415586,45.83247,276.800415,111.559471
64,8.267606240177031,7.25,197.6,6.777,3.374,0.951,0.145,0.428,0.353,0.353,0.444,0.299,0.392,0.302,0.394,0.346,0.384,13,0.2604809,7.114,5.246,1.092,0.428426,9.20906574,44.30468,294.032257,136.988235
65,8.136677139879543,3.64,72.077,7.756,2.59,0.874,0.15,0.075,0.455,0.524,0.64,0.501,0.462,0.554,0.388,0.574,0.394,8,0.1570189,6.52,5.111,1.072,0.404037,8.71039934,43.857998,276.94278,110.183907
66,8.075720713938118,5.79,180.522,8.898,1.117,0.947,0.148,0.411,0.4,0.437,0.222,0.217,0.277,0.265,0.311,0.311,0.329,9,0.1908552,6.969,5.172,1.054,0.430909,5.69163799,53.913475,278.132965,149.458481
67,7.795880017344075,5.79,362.763,5.568,3.53,0.976,0.151,0.935,0.38,0.443,0.216,0.217,0.247,0.288,0.284,0.31,0.447,10,0.2161497,5.614,4.907,1.108,0.388201,9.30571928,33.987312,263.443542,91.195656
68,7.886056647693163,9.58,143.995,11.828,1.935,0.913,0.147,0.172,0.458,0.32,0.331,0.339,0.373,0.305,0.495,0.212,0.318,9,0.1145302,6.765,5.16,1.095,0.451757,9.51998451,45.442619,279.757812,110.190857
70,8.031517051446064,5.75,22.674,8.771,0.985,0.699,0.148,0.057,0.447,0.355,0.339,0.03,0.388,0.11,0.342,0.145,0.129,7,0.1370692,6.793,5.195,1.041,0.435528,7.93160826,49.578377,268.362305,126.908432
76,8.040958607678906,7.22,170.795,8.285,1.604,0.945,0.151,0.369,0.404,0.393,0.474,0.108,0.409,0.188,0.371,0.244,0.306,11,0.131536,6.154,4.272,1.139,0.391756,9.3041661,37.390373,293.122284,107.726372
78,8.337242168318426,6.99,9.662,6.144,0.796,0.582,0.151,0.428,0.421,0.307,0.201,0.05,0.272,0.119,0.331,0.147,0.284,8,0.120167,6.136,4.067,1.093,0.401332,3.99878348,47.056541,290.125671,90.76268
79,7.0762380391713,2.54,34.396,16.891,1.001,0.658,0.162,0.044,0.566,0.315,0.002,0.03,0.013,0.293,0.078,0.457,0.106,7,0.204407,6.404,2.844,1.13,0.434342,12.0909592,43.84864,932.486877,95.23024
80,9.522878745280336,1.12,298.534,5.303,1.519,0.978,0.152,0.778,0.403,0.49,0.29,0.222,0.299,0.314,0.467,0.267,0.386,8,0.0911909,5.269,4.052,1.107,0.374515,7.11191139,32.069489,234.375626,129.891495
81,10.0,8.69,8.616,5.476,0.873,0.576,0.154,0.45,0.373,0.329,0.219,0.113,0.256,0.16,0.357,0.164,0.297,8,0.1064695,5.67,3.881,1.165,0.375054,10.0619895,48.405273,215.109772,95.30481
82,8.958607314841775,3.78,67.823,8.323,2.839,0.859,0.151,0.079,0.431,0.399,0.493,0.244,0.369,0.326,0.729,0.351,0.262,9,0.1791817,6.274,4.086,1.116,0.419736,8.59168785,49.90583,258.386169,115.507629
83,8.309803919971486,1.6,25.666,5.345,2.724,0.761,0.154,0.042,0.459,0.407,0.247,0.003,0.32,0.05,0.454,0.109,0.087,9,0.1017229,5.586,4.098,1.168,0.362122,10.4605001,50.665009,244.727875,89.94677
85,7.508638306165727,9.31,100.954,5.949,1.099,0.935,0.159,0.178,0.477,0.381,0.476,0.091,0.444,0.171,0.61,0.169,0.208,9,0.0385234,4.81,3.725,1.17,0.326645,9.59935914,34.599895,245.292557,111.521912
86,7.366531544420414,3.28,143.786,74.901,2.217,0.651,0.152,0.183,0.133,0.347,0.104,0.527,0.111,0.307,0.045,0.913,0.289,9,0.0538769,6.398,3.971,1.287,0.423069,14.9005486,47.094986,287.522186,94.100525
87,8.2839966563652,2.91,210.932,5.859,1.829,0.965,0.153,0.755,0.425,0.443,0.286,0.146,0.308,0.242,0.47,0.265,0.367,12,0.0868011,5.911,4.451,1.234,0.375546,9.57038054,36.081291,257.46048,109.256897
88,8.698970004336019,9.71,8.165,5.376,1.05,0.56,0.153,0.449,0.377,0.347,0.214,0.244,0.27,0.195,0.306,0.514,0.271,7,0.0502151,4.949,3.677,1.209,0.33909,10.9351424,51.316299,273.904144,168.743469
89,8.468521082957745,2.69,232.966,7.313,0.954,0.966,0.153,0.39,0.465,0.363,0.412,0.093,0.406,0.163,0.403,0.258,0.365,9,0.0522914,5.912,4.838,1.125,0.398844,7.02486244,37.812271,260.021027,132.244873
90,8.585026652029182,8.03,222.164,5.299,1.129,0.972,0.153,0.93,0.453,0.381,0.211,0.144,0.264,0.202,0.263,0.192,0.395,7,0.1401155,5.681,3.711,1.131,0.402453,7.7474896,54.204163,289.522034,136.616684
91,7.886056647693163,9.32,6.375,5.692,1.007,0.488,0.155,0.417,0.49,0.342,0.279,0.073,0.368,0.143,0.408,0.176,0.272,8,0.1174781,4.81,3.026,1.148,0.325585,8.62954508,37.704964,269.478363,81.856194
92,8.455931955649724,2.52,7.139,5.096,0.836,0.546,0.157,0.497,0.543,0.339,0.361,0.064,0.369,0.142,0.565,0.143,0.306,6,0.07366,4.929,3.365,1.138,0.333573,8.71981197,40.386028,216.392181,72.915123
93,8.958607314841775,7.29,323.411,189.084,4.434,0.626,0.16,0.868,0.53,0.374,0.475,0.119,0.525,0.19,0.445,0.28,0.496,6,0.0666915,4.532,2.993,1.167,0.313776,9.74483978,28.097168,222.114395,64.162521
94,7.602059991327962,4.81,39.374,11.758,2.514,0.734,0.155,0.028,0.476,0.425,0.001,0.025,0.032,0.291,0.065,0.38,0.024,8,0.1051044,5.792,3.144,1.202,0.408226,11.0580304,53.751339,249.847153,104.934128
95,6.127843727251707,5.59,271.414,28.745,3.799,0.893,0.163,0.989,0.05,0.476,0.012,0.006,0.019,0.075,0.026,0.259,0.343,11,0.1442847,4.582,3.452,1.251,0.325175,10.4552782,54.39637,238.434799,45.853199
96,6.6777807052660805,7.25,7.862,2.484,0.912,0.698,0.167,0.591,0.412,0.316,0.334,0.054,0.325,0.128,0.549,0.106,0.294,6,0.0599198,4.317,3.554,1.238,0.306495,9.85086289,34.356499,232.170914,34.996014
97,6.806875401645538,6.48,11.463,2.529,0.938,0.768,0.156,0.491,0.425,0.297,0.292,0.05,0.313,0.115,0.526,0.132,0.324,10,0.0323243,5.518,4.306,1.234,0.392903,9.99535862,43.86319,321.829346,105.50914
98,6.91721462968355,4.94,16.017,2.109,1.971,0.797,0.151,0.555,0.426,0.387,0.26,0.137,0.296,0.228,0.487,0.179,0.318,6,0.1239305,6.017,4.262,1.314,0.42974,15.489726,46.442764,299.328613,140.673355
99,6.920818753952375,5.03,21.344,2.464,0.978,0.861,0.151,0.573,0.4,0.359,0.267,0.071,0.287,0.151,0.432,0.145,0.299,10,0.0858985,6.464,4.42,1.307,0.47567,14.1299745,39.145851,253.205978,78.800758
100,7.67778070526608,6.44,8.815,2.346,0.944,0.728,0.163,0.58,0.422,0.301,0.309,0.061,0.32,0.133,0.52,0.111,0.295,9,0.0222697,4.34,3.349,1.252,0.318761,11.9198885,21.841112,258.947357,44.240662
101,7.795880017344075,5.99,199.752,88.89,2.085,0.687,0.155,0.565,0.155,0.348,0.044,0.274,0.079,0.277,0.032,0.432,0.318,8,0.1081493,5.834,4.033,1.134,0.423274,9.02978904,51.99659,280.606964,122.521713
102,7.920818753952375,4.96,10.289,3.278,1.508,0.683,0.16,0.524,0.504,0.49,0.307,0.124,0.347,0.243,0.456,0.186,0.32,11,0.1704204,5.199,3.939,1.263,0.368018,12.5817705,30.52084,277.713257,95.765778
103,7.920818753952375,9.0,96.678,2.456,1.019,0.965,0.159,0.184,0.324,0.339,0.27,0.083,0.254,0.164,0.446,0.173,0.163,11,0.1058735,5.294,4.555,1.189,0.410243,9.23808312,42.822769,250.964615,58.004738
104,7.920818753952375,2.45,8.382,2.448,0.955,0.711,0.164,0.559,0.421,0.333,0.327,0.075,0.334,0.15,0.511,0.136,0.298,11,0.0281877,4.302,3.397,1.198,0.316958,9.32060423,49.472725,223.155685,62.054054
105,8.070581074285707,9.75,150.099,97.392,2.062,0.601,0.154,0.273,0.22,0.387,0.165,0.287,0.212,0.346,0.17,0.277,0.264,8,0.1632324,5.635,3.52,1.196,0.428744,10.500514,57.4244,303.637085,105.839935
106,8.102372908709558,0.32,6.438,3.232,1.926,0.555,0.157,0.489,0.5,0.531,0.249,0.298,0.336,0.375,0.561,0.226,0.406,8,0.0580806,4.64,3.763,1.212,0.328318,11.9215174,76.155968,307.866852,93.797546
107,8.207608310501746,4.58,8.3,3.278,0.858,0.667,0.161,0.544,0.493,0.314,0.243,0.084,0.334,0.143,0.533,0.121,0.361,9,0.1323569,4.651,4.081,1.354,0.356479,10.5204373,62.875809,247.800522,101.048843
109,8.327902142064282,7.36,285.332,145.794,2.367,0.658,0.151,0.434,0.383,0.401,0.431,0.158,0.421,0.246,0.35,0.308,0.382,7,0.1290625,5.809,3.777,1.381,0.424497,15.1755524,58.038162,303.859344,59.808514
110,8.619788758288394,6.93,387.802,7.147,0.947,0.98,0.154,0.968,0.465,0.34,0.401,0.145,0.419,0.182,0.399,0.196,0.514,10,0.2884826,5.59,4.282,1.283,0.378579,11.2788534,44.267525,346.904999,105.972885
113,5.337242168318426,7.42,337.896,3.473,0.213,0.989,0.177,0.844,0.309,0.378,0.697,0.221,0.316,0.247,0.155,0.172,0.587,4,0.1138723,4.687,2.207,1.083,0.36465,6.42681238,30.780918,35.368687,36.996777
114,5.508638306165727,8.19,11.061,1.749,0.453,0.834,0.177,0.602,0.553,0.486,0.455,0.101,0.316,0.231,0.748,0.141,0.311,6,0.1558795,4.453,2.206,1.111,0.325201,7.04795618,33.432098,22.959932,38.644051
115,5.537602002101044,7.22,15.586,2.701,0.767,0.818,0.168,0.557,0.382,0.268,0.504,0.121,0.257,0.349,0.359,0.44,0.333,7,0.1284581,5.678,2.98,1.178,0.393163,9.89031431,40.776443,49.16626,64.772675
116,5.585026652029182,8.07,18.917,2.611,0.443,0.861,0.165,0.534,0.392,0.317,0.415,0.287,0.297,0.347,0.411,0.398,0.347,8,0.1205874,6.097,3.076,1.138,0.419803,7.00738258,35.985489,66.771812,61.091293
117,5.619788758288394,5.86,18.387,2.466,0.832,0.848,0.163,0.566,0.349,0.403,0.436,0.16,0.257,0.338,0.371,0.4,0.32,6,0.2106465,6.187,3.014,1.163,0.412521,9.57277325,33.498512,46.924343,71.701744
118,5.657577319177793,7.66,157.882,44.035,6.031,0.759,0.177,0.309,0.048,0.421,0.003,0.01,0.008,0.337,0.018,0.449,0.137,5,0.0639079,5.055,2.241,1.114,0.325983,7.43404747,21.751041,38.51857,55.211632
119,5.6777807052660805,2.48,163.637,4.245,0.209,0.974,0.177,0.32,0.374,0.339,0.472,0.276,0.38,0.245,0.551,0.184,0.402,2,0.1571506,4.64,2.138,1.076,0.357653,6.24223759,34.556404,36.828629,29.192175
120,5.698970004336019,5.95,11.489,2.482,0.524,0.793,0.172,0.611,0.44,0.397,0.748,0.114,0.409,0.165,0.458,0.25,0.455,5,0.1438502,4.988,2.343,1.052,0.372041,4.90649514,23.979977,56.214252,48.619736
121,5.769551078621726,1.4,10.275,2.0,0.761,0.788,0.174,0.578,0.439,0.442,0.392,0.133,0.247,0.222,0.346,0.184,0.298,6,0.0309283,4.849,3.061,1.134,0.324752,7.10932193,33.386322,26.851549,68.997826
122,5.769551078621726,0.54,10.76,2.18,0.166,0.821,0.18,0.601,0.511,0.42,0.518,0.237,0.354,0.263,0.53,0.201,0.376,4,0.1108035,4.026,2.241,1.127,0.327305,7.64181099,25.604294,45.986092,32.843487
123,5.823908740944319,0.08,21.636,2.391,0.853,0.87,0.159,0.595,0.352,0.314,0.407,0.333,0.253,0.292,0.382,0.365,0.389,6,0.061671,6.101,2.844,1.11,0.449833,11.5792297,30.022175,197.524445,172.078934
124,5.958607314841775,2.65,216.304,2.567,1.746,0.98,0.171,0.864,0.365,0.433,0.46,0.085,0.34,0.179,0.297,0.325,0.505,6,0.1953185,5.223,2.652,1.101,0.344068,5.89569604,54.491711,36.101608,52.012314
125,6.0,5.77,91.599,12.786,2.294,0.859,0.163,0.072,0.565,0.409,0.457,0.467,0.507,0.326,0.418,0.484,0.319,5,0.0668495,6.155,3.301,1.125,0.445121,9.99459648,48.51561,67.890869,71.273529
126,6.0,3.0,187.221,7.852,2.487,0.948,0.162,0.367,0.479,0.428,0.389,0.222,0.441,0.295,0.4,0.381,0.356,5,0.1255884,5.953,3.095,1.079,0.448605,7.00176892,39.393257,69.822617,79.157188
127,6.309803919971486,9.25,20.745,1.813,0.906,0.884,0.163,0.548,0.307,0.164,0.648,0.105,0.163,0.208,0.207,0.249,0.386,8,0.197448,6.362,3.369,1.102,0.451314,8.3292771,56.689705,67.194412,83.616913
128,6.366531544420414,3.42,21.685,1.885,0.736,0.892,0.161,0.57,0.403,0.388,0.733,0.141,0.356,0.256,0.451,0.311,0.418,5,0.1290118,6.365,3.254,1.113,0.442222,8.89824896,38.155163,82.784485,68.187263
129,6.443697499232712,5.63,268.267,19.197,1.197,0.929,0.158,0.843,0.483,0.403,0.453,0.427,0.494,0.314,0.401,0.37,0.603,6,0.1441829,6.57,3.335,1.121,0.484927,8.20304022,38.483826,129.607819,123.032585
130,6.698970004336019,8.79,20.883,2.25,0.732,0.875,0.163,0.575,0.409,0.202,0.539,0.236,0.273,0.292,0.329,0.343,0.412,8,0.1004729,6.324,3.777,1.133,0.462226,7.1252864,50.501892,89.214699,76.0271
131,7.0,4.84,11.614,1.882,0.575,0.825,0.175,0.588,0.505,0.408,0.814,0.224,0.39,0.321,0.502,0.356,0.456,4,0.0356059,4.728,2.535,1.096,0.340933,7.50005762,32.391106,51.561584,60.725105
132,5.455931955649724,9.75,104.972,2.841,0.971,0.965,0.164,0.119,0.392,0.327,0.243,0.088,0.276,0.147,0.482,0.158,0.113,6,0.1068417,4.405,2.723,1.321,0.31453,12.6556228,51.901127,75.793724,87.071129
