mol_id,PKI,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,9.154901959985745,5,0.0852105,5.498,3.989,1.2,0.384474,12.5896814,43.135887,115.785545,148.402573
2,9.30102999566398,7,0.0706322,5.75,4.089,1.206,0.362896,9.86562761,44.084393,309.124847,78.573624
3,6.214670164989233,3,0.156995,6.024,3.11,1.066,0.412813,6.06921299,64.884125,106.320564,172.005112
4,7.920818753952375,4,0.1008832,5.648,3.452,1.188,0.3949,10.1241102,52.346142,255.872864,100.04393
6,7.823908740944319,6,0.1963688,5.27,3.144,1.135,0.384892,7.46179158,37.782768,257.231781,85.194695
7,7.207608310501746,7,0.2283884,4.965,3.144,1.159,0.351739,8.64443141,47.005402,351.523712,143.774261
8,8.619788758288394,6,0.1835087,5.455,3.247,1.171,0.422736,9.44911656,54.014038,252.35936,134.516022
9,7.341988603342887,5,0.0434509,4.206,3.383,1.198,0.303498,9.33566832,20.590235,205.879059,40.601513
10,8.698970004336019,10,0.1368781,5.489,4.306,1.13,0.427674,7.85173321,58.195534,270.414062,75.58065
12,7.744727494896693,5,0.1502434,5.453,3.471,1.187,0.409721,14.9686292,34.129601,248.337967,143.0681
13,7.552841968657781,8,0.1461061,5.66,3.812,1.177,0.408673,9.39750335,45.111343,297.841919,74.516991
14,8.017728766960431,9,0.1019707,5.654,4.087,1.261,0.413133,10.9093301,49.114563,248.062759,114.974289
15,8.920818753952375,6,0.0314481,5.002,4.013,1.388,0.362823,15.0857651,19.362593,251.529297,88.136459
16,7.301029995663981,7,0.111788,4.994,3.486,1.175,0.341567,9.35817735,24.603273,239.783737,109.397263
17,8.537602002101044,6,0.1038832,4.921,3.315,1.161,0.370431,7.46365478,28.079754,237.989365,90.036484
19,7.494850021680094,9,0.139861,6.13,4.091,1.178,0.425569,11.0833279,51.067951,282.495178,95.125587
20,7.657577319177793,8,0.0583162,6.689,4.056,1.158,0.448779,8.49305306,33.6217,322.189209,199.869919
21,7.958607314841775,9,0.0751964,5.881,4.193,1.223,0.44581,11.0627936,49.97411,273.006104,142.975967
22,7.017728766960431,7,0.0278235,4.426,3.383,1.207,0.298325,11.4189517,45.825241,254.909454,85.233002
23,8.080921907623926,10,0.1523694,5.773,4.374,1.407,0.438415,13.0993932,53.015511,305.30484,134.316696
24,8.769551078621726,8,0.1152304,4.754,4.116,1.104,0.380925,6.55088264,33.609818,270.430756,100.209732
25,7.481486060122112,7,0.0872797,5.058,3.281,1.215,0.394245,10.5333542,24.649639,297.795898,123.404121
27,7.958607314841775,8,0.0984705,5.959,3.847,1.312,0.429826,13.1543985,39.404251,247.233154,68.238609
28,8.031517051446064,8,0.0892332,5.631,3.554,1.181,0.424569,9.61587961,48.827888,1125.625,91.643524
30,8.229147988357855,10,0.1138525,6.44,4.784,1.156,0.51342,7.86960541,37.858517,261.023987,73.896187
31,8.568636235841012,9,0.1187858,5.152,4.372,1.225,0.416474,10.6379709,22.182968,250.357407,54.423206
32,8.022276394711152,9,0.0659001,5.497,4.077,1.274,0.420078,11.8789394,28.770237,227.724731,83.818428
33,7.886056647693163,9,0.1595835,5.411,4.317,1.136,0.390071,7.79744777,27.55633,254.992142,110.071068
34,8.494850021680094,7,0.1032201,5.089,3.907,1.217,0.390691,9.54494292,33.823318,250.753403,83.849838
35,7.045757490560675,7,0.0426518,4.952,2.923,1.242,0.311635,10.8732642,33.229496,238.284821,59.222477
