mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,20,21,31,32,75,76,100,101,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,9.154901959985745,0.77,345.245,6.596,1.987,0.976,0.156,0.974,0.31,0.376,0.239,0.157,0.208,0.229,0.176,0.355,0.553,0.484,7,0.1096471,5.283,4.122,1.108,0.385172,10.2623888,65.564751,119.198402,113.5737
2,9.30102999566398,5.26,7.715,2.871,2.427,0.593,0.156,0.516,0.433,0.39,0.281,0.22,0.28,0.245,0.452,0.151,0.447,0.383,9,0.0779597,5.335,4.292,1.207,0.355258,7.97741714,52.489803,288.877991,68.603584
3,6.214670164989233,3.28,358.618,4.45,2.107,0.982,0.151,0.846,0.43,0.391,0.252,0.167,0.314,0.228,0.295,0.287,0.555,0.408,3,0.1460481,5.71,2.871,1.066,0.41288,6.26107867,31.987114,95.170815,167.161362
4,7.920818753952375,5.92,8.949,4.289,2.376,0.573,0.151,0.566,0.485,0.432,0.251,0.248,0.339,0.286,0.397,0.411,0.495,0.375,5,0.1435863,5.774,3.383,1.188,0.374354,10.214856,68.002403,287.847046,114.709152
6,7.823908740944319,1.49,210.612,5.646,1.48,0.967,0.156,0.823,0.403,0.453,0.377,0.16,0.351,0.251,0.256,0.288,0.56,0.492,6,0.1107564,5.186,3.144,1.139,0.409599,10.9925594,40.635841,233.653091,106.020691
7,7.207608310501746,0.86,351.574,3.925,1.272,0.985,0.158,0.938,0.505,0.448,0.288,0.133,0.352,0.206,0.411,0.268,0.631,0.466,4,0.0645551,4.748,3.178,1.124,0.379738,8.64262446,34.020012,345.490326,169.830643
8,8.619788758288394,5.68,235.003,3.104,1.38,0.981,0.153,0.917,0.437,0.396,0.251,0.123,0.295,0.205,0.426,0.184,0.583,0.396,6,0.1687191,5.668,3.452,1.172,0.414965,9.66794194,75.719032,256.491638,123.968086
9,7.341988603342887,0.71,7.462,2.89,0.857,0.666,0.165,0.588,0.436,0.292,0.284,0.046,0.319,0.113,0.465,0.106,0.439,0.283,9,0.0387233,4.423,3.247,1.171,0.30496,9.61302054,18.262243,226.795929,76.014381
10,8.698970004336019,7.49,204.032,6.373,1.488,0.963,0.155,0.613,0.348,0.424,0.243,0.183,0.268,0.247,0.348,0.253,0.462,0.429,10,0.1715727,5.717,4.272,1.13,0.426094,8.30283377,41.757729,246.763947,92.630333
12,7.744727494896693,0.06,9.831,3.847,1.806,0.635,0.154,0.503,0.477,0.525,0.22,0.3,0.309,0.331,0.383,0.395,0.502,0.345,9,0.0313549,5.483,3.335,1.028,0.371324,15.2985531,37.538071,218.491684,181.33432
13,7.552841968657781,4.25,255.249,72.861,44.922,0.684,0.153,0.932,0.09,0.193,0.166,0.132,0.088,0.177,0.047,0.099,0.405,0.423,8,0.1120481,5.486,3.505,1.173,0.40969,8.3147788,23.685623,297.242493,75.718231
14,8.017728766960431,2.29,13.898,3.222,1.173,0.76,0.153,0.529,0.409,0.345,0.291,0.132,0.294,0.178,0.361,0.16,0.428,0.338,9,0.0929836,5.839,3.911,1.258,0.421538,12.046234,35.524742,264.485199,114.256897
15,8.920818753952375,3.01,249.542,132.365,1.134,0.651,0.159,0.446,0.291,0.383,0.343,0.13,0.329,0.199,0.319,0.223,0.373,0.328,9,0.0310168,4.649,4.047,1.378,0.377359,14.1675423,46.528484,257.649872,81.211227
16,7.301029995663981,0.51,9.628,2.645,1.066,0.722,0.159,0.533,0.428,0.31,0.285,0.063,0.315,0.135,0.478,0.138,0.424,0.288,8,0.1113532,5.013,3.349,1.163,0.337069,9.42830212,53.703934,263.949768,78.910439
17,8.537602002101044,1.83,7.818,3.466,0.977,0.638,0.159,0.51,0.445,0.307,0.298,0.07,0.335,0.127,0.326,0.142,0.421,0.31,6,0.1365774,4.762,3.281,1.195,0.341172,10.5820023,53.303146,277.486938,94.76329
19,7.494850021680094,2.39,98.085,7.756,1.443,0.914,0.153,0.192,0.453,0.397,0.444,0.142,0.447,0.22,0.544,0.281,0.347,0.297,8,0.1762053,5.505,4.431,1.137,0.423459,10.8662621,32.6656,264.121826,89.942474
20,7.657577319177793,6.08,17.565,3.201,1.148,0.802,0.147,0.564,0.454,0.315,0.256,0.099,0.314,0.157,0.447,0.166,0.444,0.323,10,0.0748352,6.185,4.227,1.158,0.453165,9.50525597,35.876915,309.99408,208.143616
21,7.958607314841775,9.56,17.717,2.479,1.601,0.813,0.149,0.569,0.43,0.46,0.251,0.157,0.289,0.236,0.435,0.214,0.487,0.336,9,0.1371328,6.208,4.225,1.231,0.450935,11.8132477,61.753906,270.443665,144.21196
22,7.017728766960431,2.23,308.888,5.985,1.676,0.976,0.162,0.947,0.517,0.457,0.456,0.173,0.441,0.266,0.47,0.284,0.64,0.515,8,0.0291371,4.482,3.315,1.198,0.297395,9.71561143,35.656578,247.918213,83.051247
23,8.080921907623926,1.94,9.97,3.661,1.622,0.654,0.153,0.464,0.469,0.474,0.339,0.175,0.362,0.262,0.495,0.268,0.469,0.336,11,0.1048604,5.335,4.169,1.372,0.375356,16.051086,58.810951,288.911591,145.499496
24,8.769551078621726,3.36,228.176,2.818,2.242,0.978,0.156,0.894,0.461,0.429,0.198,0.144,0.301,0.239,0.524,0.314,0.595,0.388,7,0.0944904,5.15,3.774,1.106,0.371118,6.5905496,29.233763,294.693726,91.163483
25,7.481486060122112,9.8,10.711,2.738,0.912,0.746,0.158,0.496,0.429,0.291,0.214,0.064,0.295,0.12,0.282,0.127,0.405,0.35,7,0.096164,4.997,3.383,1.215,0.398649,10.5860658,48.181862,276.256897,102.993721
27,7.958607314841775,5.02,16.302,2.801,0.835,0.818,0.153,0.544,0.391,0.342,0.232,0.133,0.273,0.173,0.406,0.154,0.426,0.311,8,0.0501902,5.652,3.916,1.31,0.429949,13.1820447,28.992626,247.362946,49.468254
28,8.031517051446064,2.13,14.347,2.646,1.16,0.79,0.153,0.532,0.38,0.358,0.241,0.099,0.266,0.175,0.416,0.171,0.424,0.307,9,0.1315602,5.801,3.588,1.172,0.410427,9.90124632,39.642521,1131.345825,74.64917
30,8.229147988357855,3.81,95.287,12.737,2.65,0.861,0.151,0.129,0.489,0.368,0.546,0.341,0.522,0.325,0.708,0.24,0.329,0.324,6,0.2510504,6.396,4.511,1.152,0.441526,11.0404195,47.05254,243.240005,76.303024
31,8.568636235841012,2.8,12.292,2.973,0.747,0.768,0.156,0.527,0.44,0.347,0.21,0.093,0.297,0.148,0.46,0.148,0.438,0.358,7,0.1211461,5.351,4.328,1.239,0.415295,12.6211688,35.1134,243.500717,71.285896
32,8.022276394711152,2.03,13.858,3.168,0.705,0.782,0.156,0.461,0.389,0.368,0.222,0.096,0.274,0.152,0.365,0.143,0.406,0.273,10,0.0822612,5.308,4.112,1.245,0.411824,11.4725554,22.93829,234.309601,66.986923
33,7.886056647693163,9.69,224.258,60.703,1.17,0.784,0.154,0.721,0.076,0.414,0.094,0.138,0.049,0.22,0.036,0.268,0.403,0.323,6,0.1358601,5.764,4.247,1.136,0.401223,8.52532588,35.082363,274.094177,93.768173
34,8.494850021680094,5.42,166.809,10.25,1.0,0.937,0.159,0.383,0.527,0.371,0.584,0.182,0.504,0.255,0.368,0.317,0.427,0.364,6,0.1458491,4.872,4.077,1.217,0.37727,8.67461939,31.071449,239.240387,90.337646
35,7.045757490560675,7.37,7.009,3.606,1.125,0.597,0.161,0.517,0.428,0.255,0.233,0.087,0.289,0.115,0.357,0.202,0.4,0.259,8,0.0557625,4.87,3.094,1.243,0.306932,10.9813727,31.029337,262.565277,62.089024
36,8.585026652029182,0.78,198.442,5.707,1.79,0.964,0.154,0.48,0.429,0.362,0.321,0.206,0.346,0.236,0.405,0.214,0.424,0.414,6,0.0340558,5.774,4.281,1.129,0.421102,10.6098615,33.072342,291.241699,73.354622
37,8.214670164989233,3.94,11.735,3.754,0.824,0.719,0.155,0.456,0.349,0.303,0.193,0.086,0.243,0.137,0.33,0.132,0.369,0.264,7,0.0895737,5.253,3.95,1.178,0.389627,11.0777144,24.036173,267.357544,60.769016
38,8.346787486224656,1.31,225.323,7.062,2.184,0.961,0.154,0.894,0.416,0.509,0.115,0.333,0.229,0.405,0.269,0.42,0.606,0.452,6,0.1056327,5.397,4.192,1.111,0.407964,6.03951522,42.758423,285.171417,82.22419
