mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,20,21,31,32,75,76,100,101,106,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,9.154901959985745,8.17,129.605,7.348,1.817,0.934,0.156,0.191,0.385,0.395,0.306,0.198,0.319,0.248,0.342,0.267,0.324,0.262,0.315,7,0.0897743,5.397,3.883,1.198,0.35542,6.9839008,42.781666,106.189026,120.905807
2,9.30102999566398,2.16,109.763,7.378,2.865,0.915,0.156,0.158,0.487,0.368,0.497,0.243,0.473,0.283,0.587,0.177,0.338,0.261,0.278,10,0.0531193,5.596,4.192,1.185,0.361403,7.74635756,50.739403,259.396881,90.305199
3,6.214670164989233,0.52,16.34,2.043,1.335,0.829,0.151,0.461,0.419,0.352,0.197,0.097,0.257,0.173,0.406,0.165,0.411,0.275,0.405,5,0.1590748,5.834,3.383,1.062,0.440554,5.80306242,42.492592,101.438736,168.698349
4,7.920818753952375,4.49,22.745,9.4,3.39,0.64,0.152,0.03,0.528,0.463,0.002,0.112,0.022,0.312,0.214,0.32,0.34,0.154,0.184,6,0.1011448,6.061,3.281,1.185,0.395068,11.1551106,45.798012,278.494873,101.98793
6,7.823908740944319,1.6,114.56,5.587,1.627,0.941,0.156,0.203,0.384,0.369,0.304,0.188,0.316,0.254,0.387,0.22,0.319,0.218,0.245,5,0.1139008,5.606,3.212,1.143,0.397621,10.4859915,65.353989,278.352936,91.992432
7,7.207608310501746,4.3,42.493,8.114,2.858,0.795,0.158,0.03,0.506,0.439,0.006,0.212,0.477,0.278,0.609,0.283,0.325,0.074,0.301,7,0.2202431,5.072,3.11,1.159,0.351686,8.749228,48.034615,338.171661,131.562515
8,8.619788758288394,6.6,13.658,2.791,1.126,0.777,0.153,0.495,0.436,0.328,0.265,0.104,0.299,0.17,0.44,0.171,0.42,0.307,0.43,7,0.1726198,5.905,3.212,1.172,0.410733,9.80383785,39.397118,273.08252,138.209488
9,7.341988603342887,1.02,7.265,2.993,0.628,0.667,0.167,0.571,0.474,0.281,0.312,0.04,0.351,0.101,0.5,0.101,0.442,0.287,0.402,5,0.094945,4.301,3.247,1.181,0.302087,8.93098913,30.561443,240.252609,68.499832
10,8.698970004336019,5.4,86.371,2.575,0.988,0.96,0.156,0.144,0.388,0.269,0.188,0.093,0.247,0.148,0.324,0.143,0.267,0.147,0.178,7,0.1446957,5.275,4.682,1.131,0.443043,7.70970534,52.309547,228.618103,104.905304
12,7.744727494896693,6.3,16.651,2.54,1.0,0.825,0.154,0.523,0.396,0.27,0.202,0.149,0.248,0.155,0.379,0.119,0.396,0.302,0.399,7,0.1999651,6.046,3.573,1.189,0.44133,10.4564952,66.150589,258.552063,142.131805
13,7.552841968657781,8.72,13.808,2.597,1.599,0.767,0.153,0.559,0.484,0.435,0.29,0.168,0.335,0.268,0.491,0.248,0.493,0.336,0.468,9,0.1706105,5.407,3.471,1.174,0.399906,10.3223571,32.585346,256.154053,74.515358
14,8.017728766960431,8.9,341.166,120.947,3.078,0.733,0.153,0.644,0.227,0.437,0.278,0.195,0.265,0.321,0.186,0.381,0.436,0.39,0.369,7,0.1446293,5.527,3.873,1.262,0.40976,11.3149293,55.959255,259.49704,112.457741
15,8.920818753952375,4.67,9.651,3.013,0.927,0.71,0.159,0.503,0.389,0.296,0.205,0.073,0.272,0.132,0.419,0.124,0.396,0.329,0.379,5,0.058005,5.475,4.054,1.386,0.373648,12.1970876,26.301884,262.27478,81.337387
16,7.301029995663981,6.07,10.465,2.536,0.832,0.757,0.159,0.52,0.412,0.324,0.291,0.056,0.324,0.131,0.503,0.135,0.419,0.276,0.408,6,0.1061762,4.725,3.349,1.175,0.342268,8.66385266,33.349854,262.670166,89.074104
