mol_id,PKI,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,9.154901959985745,9,0.0736219,5.244,3.816,1.186,0.366633,7.45666974,53.076614,118.233864,100.439362
2,9.30102999566398,10,0.1150361,5.091,4.395,1.183,0.343592,13.19539,33.778381,258.393677,116.162209
3,6.214670164989233,3,0.1296576,5.804,3.076,1.066,0.451659,5.90082835,77.538185,100.997833,171.224091
4,7.920818753952375,8,0.1055817,5.8,3.212,1.151,0.399436,10.3506976,61.481178,293.536835,108.659058
6,7.823908740944319,6,0.1864832,5.458,3.315,1.158,0.39386,7.17596442,31.754244,237.77655,88.466263
7,7.207608310501746,6,0.2102286,4.997,3.076,1.151,0.332699,9.04771213,69.191536,329.445465,149.880127
8,8.619788758288394,6,0.1700756,5.754,3.144,1.173,0.41653,9.7236449,64.765236,262.679077,121.212402
9,7.341988603342887,7,0.0963589,4.172,3.212,1.19,0.306538,9.40056513,29.155512,243.447388,47.095596
10,8.698970004336019,10,0.1721294,5.645,4.579,1.131,0.431698,8.69686443,56.048351,262.302521,101.652054
12,7.744727494896693,8,0.1999801,5.887,3.847,1.218,0.423269,6.14777567,26.292866,228.698975,152.318481
13,7.552841968657781,7,0.1661715,5.481,3.608,1.172,0.397031,10.6149493,42.439674,261.127838,71.363228
14,8.017728766960431,9,0.1018617,6.01,4.183,1.261,0.414756,12.6983166,48.204914,265.671112,103.510544
15,8.920818753952375,8,0.0672751,5.312,3.781,1.378,0.367908,14.1541799,55.817169,248.339569,94.615257
16,7.301029995663981,6,0.1132932,4.517,3.349,1.167,0.34226,8.88980022,22.988941,241.051712,74.010765
17,8.537602002101044,5,0.1177124,4.709,3.52,1.194,0.364844,7.3224181,27.261272,284.143799,90.58139
19,7.494850021680094,6,0.1652051,5.831,4.329,1.148,0.429991,11.3242521,44.042309,306.078156,94.074387
20,7.657577319177793,8,0.057848,6.47,4.125,1.152,0.449159,7.45734362,42.102634,312.00061,188.858261
21,7.958607314841775,9,0.0986409,6.659,4.16,1.214,0.44864,12.8600631,51.137028,278.387604,173.746521
22,7.017728766960431,5,0.0311989,4.391,3.281,1.21,0.299626,10.3541029,37.091698,289.054077,108.545311
23,8.080921907623926,8,0.1534321,5.866,4.203,1.372,0.349053,14.547476,48.498634,309.203247,160.778442
24,8.769551078621726,8,0.1162327,5.21,3.986,1.106,0.379452,6.05149662,19.902901,293.123932,91.198326
25,7.481486060122112,7,0.0311594,5.488,3.315,1.201,0.400709,10.3449059,38.436707,290.782776,103.685974
27,7.958607314841775,6,0.1267316,5.767,4.017,1.296,0.408982,11.087242,41.648029,247.386215,79.160973
28,8.031517051446064,7,0.0669997,5.869,3.554,1.178,0.425383,9.6487431,33.682987,1116.952515,131.350922
30,8.229147988357855,9,0.1373892,6.138,4.579,1.158,0.520098,10.7028075,47.053013,253.48645,73.660904
31,8.568636235841012,6,0.1321022,5.278,4.157,1.248,0.420699,10.7456709,22.828602,204.511917,122.619179
32,8.022276394711152,9,0.0757955,5.569,4.248,1.271,0.420736,12.9682251,44.637299,217.27562,74.341362
33,7.886056647693163,6,0.0640208,5.583,4.384,1.137,0.397981,8.50907464,31.783541,263.765381,93.438416
34,8.494850021680094,10,0.1474455,5.203,3.941,1.214,0.380705,10.8083406,30.967154,242.781586,104.277809
35,7.045757490560675,6,0.0372466,4.805,2.991,1.23,0.312989,10.1166012,37.439484,259.956085,58.121677
36,8.585026652029182,7,0.0812121,5.513,4.077,1.186,0.403759,9.34408985,51.325455,305.736786,85.209976
37,8.214670164989233,9,0.0722681,5.647,3.949,1.176,0.395191,10.2744909,33.707962,246.584091,78.759277
38,8.346787486224656,8,0.111401,5.831,4.23,1.114,0.39372,10.1969736,46.217251,282.275665,75.789696
39,8.823908740944319,8,0.1756005,5.582,4.238,1.113,0.398796,9.05328714,32.650124,282.265656,82.000183
