mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,13,20,21,31,32,75,76,100,101,106,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,9.154901959985745,9.99,127.847,3.456,2.033,0.959,0.156,0.202,0.337,0.438,1.53,0.487,0.245,0.388,0.289,0.306,0.305,0.326,0.28,0.234,8,0.0884481,5.409,4.123,1.198,0.36005,7.2218348,31.033804,117.649628,121.690994
2,9.30102999566398,3.06,8.173,2.955,2.3,0.609,0.156,0.485,0.45,0.346,1.742,0.304,0.206,0.346,0.237,0.465,0.193,0.427,0.405,0.414,8,0.0291484,5.618,4.228,1.183,0.370641,9.6954454,55.868458,303.061646,92.214417
3,6.214670164989233,4.19,324.877,10.13,1.3,0.966,0.151,0.563,0.462,0.33,0.698,0.232,0.091,0.314,0.159,0.385,0.186,0.452,0.342,0.404,5,0.1366956,6.126,3.11,1.066,0.447701,5.85084852,75.330009,146.227554,169.764984
4,7.920818753952375,2.97,200.152,9.785,2.785,0.941,0.151,0.418,0.526,0.445,2.303,0.566,0.325,0.55,0.351,0.49,0.565,0.463,0.467,0.478,7,0.1211111,6.051,3.212,1.15,0.382179,10.9857937,50.794289,279.274261,101.081833
6,7.823908740944319,5.1,13.832,2.73,1.004,0.787,0.156,0.543,0.458,0.332,0.468,0.295,0.071,0.333,0.142,0.483,0.16,0.445,0.311,0.439,6,0.1696752,5.315,3.212,1.14,0.403265,7.26584633,43.339573,257.625183,89.189407
7,7.207608310501746,1.51,10.429,2.726,2.299,0.675,0.158,0.572,0.493,0.435,1.611,0.27,0.208,0.315,0.272,0.422,0.284,0.5,0.345,0.461,5,0.1702929,5.182,2.939,1.149,0.369577,8.61748334,40.486568,352.664032,144.425461
8,8.619788758288394,7.21,14.569,2.713,0.987,0.798,0.153,0.487,0.431,0.303,0.484,0.258,0.074,0.29,0.137,0.432,0.14,0.407,0.293,0.416,7,0.1647116,5.664,3.076,1.172,0.420575,9.79969009,34.268974,266.156921,121.978592
9,7.341988603342887,9.34,7.458,2.875,0.789,0.671,0.165,0.578,0.445,0.315,0.322,0.289,0.051,0.328,0.121,0.478,0.113,0.446,0.29,0.405,7,0.0840064,4.525,3.144,1.198,0.306266,9.39701976,26.14974,219.221924,37.221409
10,8.698970004336019,6.38,14.959,2.463,0.773,0.822,0.155,0.477,0.417,0.278,0.339,0.248,0.053,0.287,0.113,0.411,0.101,0.391,0.307,0.431,7,0.1659709,5.27,4.443,1.131,0.438256,7.8347301,51.366333,235.502563,92.855011
12,7.744727494896693,9.2,66.78,44.973,2.165,0.586,0.154,0.06,0.111,0.469,2.327,0.112,0.487,0.089,0.375,0.09,0.292,0.213,0.216,0.138,8,0.1706528,5.867,3.642,1.181,0.434569,8.95772777,47.352413,261.227417,121.827042
