mol_id,PKI,0,1,2,3,5,8,9,10,20,21,32,75,76,100,101,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
39,8.823908740944319,294.647,5.822,1.344,0.976,0.153,0.705,0.367,0.345,0.276,0.236,0.252,0.379,0.212,0.472,0.477,8,0.1756005,5.582,4.238,1.113,0.398796,9.05328714,32.650124,282.265656,82.000183
40,8.698970004336019,6.175,4.221,0.937,0.545,0.164,0.524,0.421,0.291,0.196,0.204,0.162,0.278,0.404,0.412,0.276,7,0.0430771,4.525,3.417,1.237,0.302297,9.68192225,50.466419,250.973541,66.37484
41,6.823908740944319,6.775,4.032,0.696,0.589,0.162,0.52,0.442,0.262,0.235,0.06,0.108,0.377,0.121,0.408,0.26,8,0.0161372,4.755,3.144,1.15,0.307372,8.78316596,24.132576,235.123642,54.849674
42,8.55284196865778,7.496,3.542,0.744,0.636,0.163,0.547,0.457,0.307,0.246,0.073,0.131,0.402,0.144,0.437,0.264,7,0.0512674,4.395,3.296,1.138,0.31133,7.54262367,44.586178,216.13472,86.485512
43,7.744727494896693,293.891,200.06,1.448,0.593,0.163,0.659,0.507,0.287,0.254,0.091,0.148,0.29,0.136,0.484,0.368,6,0.0472126,5.051,3.398,1.141,0.302135,8.29686846,31.913364,251.971603,60.302856
44,8.886056647693163,7.634,3.152,0.859,0.656,0.161,0.531,0.47,0.289,0.267,0.056,0.12,0.459,0.121,0.43,0.267,6,0.1449038,4.714,2.529,1.171,0.306872,8.87479432,35.284622,224.55426,58.14225
45,9.045757490560677,212.089,4.578,1.289,0.973,0.156,0.334,0.409,0.376,0.284,0.116,0.187,0.446,0.253,0.373,0.213,7,0.100967,5.177,4.272,1.082,0.392192,5.79324593,40.704376,267.709656,100.179962
46,8.886056647693163,331.65,144.908,7.154,0.686,0.151,0.536,0.644,0.361,0.326,0.156,0.219,0.563,0.282,0.514,0.366,6,0.163363,5.951,3.383,1.172,0.43833,9.87604882,55.590988,298.713226,121.386238
47,8.0,6.828,3.608,0.953,0.599,0.162,0.548,0.45,0.323,0.241,0.064,0.14,0.396,0.134,0.44,0.282,9,0.0551427,4.525,3.281,1.145,0.308257,8.52398446,26.31146,198.713516,119.708359
49,9.221848749616356,28.645,7.261,1.041,0.775,0.152,0.043,0.522,0.356,0.076,0.027,0.142,0.368,0.174,0.307,0.039,8,0.1261739,5.775,3.885,1.133,0.404738,8.055889,59.523376,301.252411,85.677582
50,8.522878745280337,200.939,138.648,3.312,0.586,0.154,0.314,0.598,0.428,0.115,0.343,0.377,0.149,0.385,0.447,0.267,9,0.0430015,5.138,3.572,1.077,0.366226,5.92036716,66.484192,302.423126,71.944496
51,8.481486060122112,7.966,6.889,1.166,0.497,0.152,0.4,0.444,0.375,0.355,0.14,0.214,0.353,0.185,0.406,0.296,10,0.1637896,5.657,3.56,1.132,0.373089,11.711695,42.168343,282.575409,99.164268
52,8.275724130399212,7.925,5.147,1.071,0.56,0.156,0.436,0.478,0.421,0.279,0.078,0.179,0.392,0.217,0.445,0.305,7,0.1375716,5.574,3.709,1.145,0.360751,9.41326255,25.563931,247.345779,85.803406
53,8.67778070526608,10.38,5.563,1.37,0.6,0.153,0.419,0.427,0.443,0.309,0.117,0.225,0.416,0.26,0.43,0.34,6,0.1188793,6.266,4.1,1.169,0.414733,14.6375712,33.541,245.985565,102.416451
54,8.585026652029182,320.132,6.051,3.474,0.971,0.154,0.729,0.497,0.394,0.283,0.215,0.295,0.459,0.331,0.54,0.411,5,0.1247819,5.474,3.58,1.113,0.359329,9.74092526,33.100914,237.349579,93.092178
55,8.585026652029182,10.419,5.623,0.781,0.619,0.153,0.405,0.441,0.361,0.321,0.089,0.163,0.478,0.2,0.402,0.26,8,0.1442052,5.602,3.436,1.27,0.38041,7.1323012,41.632687,220.15094,59.473072
56,8.0,55.183,8.43,3.128,0.827,0.155,0.056,0.377,0.422,0.354,0.053,0.259,0.393,0.3,0.285,0.136,6,0.046794,5.518,3.095,1.122,0.360606,6.041387,28.957645,284.387451,57.019035
57,7.552841968657781,52.215,6.747,4.698,0.82,0.155,0.054,0.435,0.479,0.304,0.327,0.408,0.341,0.308,0.323,0.227,8,0.1884969,5.638,3.907,1.166,0.348273,5.58194468,44.616863,300.13858,117.852516
58,7.997833938243493,243.287,5.737,0.955,0.973,0.156,0.506,0.418,0.325,0.337,0.115,0.181,0.462,0.157,0.416,0.336,6,0.1211695,5.452,4.689,1.135,0.37628,2.13417866,51.609657,239.2939,90.696205
59,8.3767507096021,61.851,7.785,1.605,0.868,0.153,0.086,0.438,0.427,0.263,0.188,0.285,0.308,0.357,0.317,0.152,8,0.1242708,5.623,4.243,1.152,0.35847,11.6539146,74.828613,263.770966,115.219963
60,8.301029995663981,78.326,7.307,4.814,0.866,0.151,0.072,0.396,0.475,0.472,0.347,0.356,0.512,0.234,0.314,0.353,8,0.094973,6.248,4.492,1.074,0.426433,11.2228284,59.717472,323.899506,126.81102
61,7.920818753952375,8.802,7.693,0.743,0.511,0.151,0.373,0.444,0.308,0.246,0.086,0.133,0.256,0.182,0.375,0.347,8,0.0696571,5.958,4.155,1.091,0.416643,6.38428952,53.22752,284.416382,125.150253
62,8.769551078621726,12.113,7.649,0.897,0.586,0.148,0.451,0.413,0.34,0.498,0.067,0.15,0.599,0.173,0.401,0.369,11,0.0865514,6.86,5.825,1.108,0.468019,9.4117167,33.932682,246.088989,116.748108
63,8.431798275933005,13.113,6.312,1.224,0.635,0.149,0.466,0.388,0.43,0.397,0.084,0.187,0.497,0.235,0.428,0.323,10,0.2634482,6.86,5.146,1.175,0.448638,9.0588731,52.916512,270.715027,97.394928
64,8.267606240177031,149.724,6.881,3.583,0.935,0.145,0.189,0.38,0.243,0.455,0.152,0.175,0.515,0.159,0.271,0.227,9,0.193876,6.586,5.112,1.097,0.413258,10.1473479,38.052261,288.295624,137.201797
65,8.136677139879543,204.011,52.05,4.77,0.782,0.15,0.55,0.054,0.367,0.003,0.081,0.446,0.024,0.407,0.324,0.194,10,0.1665278,6.286,5.222,1.074,0.408207,2.54534967,41.742546,303.74231,128.204956
66,8.075720713938118,12.014,7.898,1.026,0.574,0.148,0.373,0.376,0.346,0.461,0.079,0.156,0.348,0.177,0.365,0.275,9,0.0876555,6.823,5.479,1.051,0.44201,3.01586554,99.141823,281.248688,148.152145
67,7.795880017344075,9.647,8.026,0.789,0.523,0.151,0.458,0.351,0.304,0.213,0.059,0.12,0.271,0.141,0.371,0.26,10,0.1562684,6.374,5.214,1.11,0.417812,7.71997142,40.374512,275.534546,103.830765
68,7.886056647693163,314.835,200.811,5.088,0.605,0.147,0.629,0.338,0.401,0.464,0.376,0.354,0.503,0.313,0.456,0.507,10,0.1607042,6.617,5.16,1.085,0.401312,8.3887034,49.360508,310.555786,116.179924
70,8.031517051446064,22.181,8.891,1.685,0.677,0.148,0.063,0.425,0.224,0.426,0.195,0.204,0.277,0.065,0.238,0.246,10,0.117023,7.024,5.297,1.041,0.449567,1.51540228,60.163284,264.515594,127.466545
76,8.040958607678906,28.836,7.42,2.122,0.751,0.151,0.031,0.424,0.362,0.497,0.142,0.214,0.566,0.234,0.272,0.246,7,0.1277147,5.821,4.203,1.148,0.391317,7.95396238,50.608639,250.097244,111.017448
78,8.337242168318426,9.418,5.258,1.041,0.599,0.151,0.423,0.471,0.318,0.212,0.07,0.14,0.36,0.158,0.404,0.296,8,0.1639915,5.859,4.033,1.087,0.390424,7.80999426,53.723328,263.220734,111.605209
79,7.0762380391713,233.818,10.522,2.038,0.949,0.162,0.662,0.4,0.441,0.336,0.102,0.211,0.312,0.255,0.501,0.368,5,0.1176209,6.534,2.878,1.142,0.422127,8.71679936,45.692429,947.713867,94.740814
80,9.522878745280336,301.695,6.509,2.463,0.971,0.152,0.664,0.429,0.357,0.416,0.317,0.298,0.53,0.206,0.484,0.504,7,0.1218664,5.479,3.95,1.112,0.367803,10.3044598,64.900208,289.605988,98.471519
81,10.0,223.627,6.387,1.043,0.968,0.154,0.779,0.39,0.337,0.172,0.07,0.14,0.369,0.161,0.502,0.292,10,0.0423871,5.319,3.983,1.17,0.381992,9.07809263,43.809368,270.719666,88.251213
82,8.958607314841775,249.786,4.709,0.961,0.978,0.151,0.743,0.365,0.322,0.252,0.073,0.142,0.37,0.149,0.477,0.326,7,0.2216761,5.897,3.881,1.107,0.398357,10.7555552,28.101322,298.117645,117.789627
83,8.309803919971486,24.419,8.133,2.091,0.705,0.154,0.035,0.445,0.41,0.01,0.005,0.112,0.43,0.177,0.297,0.013,7,0.1068066,5.33,4.029,1.165,0.356714,8.01662909,36.79546,257.555817,109.674973
85,7.508638306165727,6.673,4.929,0.968,0.531,0.159,0.475,0.551,0.324,0.289,0.074,0.138,0.481,0.166,0.45,0.292,10,0.0411386,4.559,3.624,1.167,0.324277,10.8055538,29.489573,229.106262,88.427338
86,7.366531544420414,199.458,6.694,1.63,0.96,0.152,0.488,0.412,0.357,0.571,0.271,0.26,0.834,0.371,0.419,0.452,10,0.0787068,5.705,4.006,1.282,0.406057,15.061608,37.88884,250.738205,105.881462
87,8.2839966563652,218.999,6.011,2.012,0.965,0.153,0.814,0.423,0.272,0.336,0.297,0.258,0.476,0.147,0.503,0.497,9,0.0713648,5.688,4.658,1.234,0.373022,10.0511227,47.97831,232.90567,149.934372
88,8.698970004336019,8.928,5.07,1.017,0.595,0.153,0.442,0.377,0.378,0.219,0.233,0.216,0.311,0.483,0.399,0.262,8,0.0410151,5.508,3.78,1.186,0.341921,11.6316166,52.309639,288.058105,193.962875
89,8.468521082957745,65.769,7.319,1.771,0.879,0.153,0.085,0.437,0.464,0.391,0.251,0.279,0.504,0.503,0.329,0.256,8,0.0486591,6.366,4.563,1.122,0.403962,8.2239109,66.386116,248.364944,131.133972
90,8.585026652029182,218.006,5.541,1.083,0.971,0.153,0.899,0.433,0.449,0.333,0.143,0.222,0.492,0.251,0.594,0.445,8,0.102048,5.502,3.779,1.122,0.393039,8.59689605,36.508648,269.648285,140.553009
91,7.886056647693163,176.573,6.14,2.415,0.954,0.155,0.375,0.419,0.423,0.329,0.191,0.296,0.418,0.234,0.406,0.342,7,0.0614257,4.963,2.89,1.149,0.324826,8.11283853,31.827127,229.155075,97.014145
92,8.455931955649724,6.941,5.868,0.774,0.511,0.157,0.471,0.533,0.286,0.318,0.048,0.114,0.508,0.112,0.43,0.284,6,0.0887651,4.949,3.16,1.138,0.337806,7.44086301,27.951284,244.763016,48.741402
93,8.958607314841775,224.043,5.027,1.112,0.973,0.16,0.967,0.411,0.329,0.339,0.077,0.142,0.506,0.16,0.569,0.489,7,0.0659375,4.378,3.026,1.158,0.305867,7.01128651,22.180908,251.559067,61.027908
94,7.602059991327962,10.224,3.819,2.149,0.631,0.154,0.514,0.485,0.411,0.243,0.269,0.288,0.321,0.469,0.47,0.342,8,0.2120399,5.54,3.076,1.189,0.378978,10.3823429,46.417973,293.887665,100.289642
95,6.127843727251707,8.215,2.867,0.858,0.688,0.163,0.607,0.489,0.34,0.362,0.083,0.152,0.57,0.169,0.479,0.34,7,0.1519212,4.291,3.657,1.249,0.321942,10.786339,22.03928,241.907867,65.468399
96,6.6777807052660805,191.371,6.107,0.831,0.965,0.167,0.6,0.442,0.349,0.315,0.05,0.124,0.401,0.121,0.464,0.426,11,0.0854986,4.305,3.212,1.249,0.301155,10.4779914,54.784634,230.57547,54.857517
97,6.806875401645538,207.968,7.2,1.454,0.96,0.156,0.464,0.391,0.479,0.241,0.248,0.286,0.33,0.378,0.445,0.324,8,0.0896471,5.023,4.306,1.23,0.383006,13.5569715,46.79126,309.001556,104.116806
98,6.91721462968355,16.471,2.127,1.86,0.805,0.151,0.564,0.431,0.472,0.275,0.144,0.259,0.458,0.181,0.489,0.329,10,0.1201329,5.662,4.194,1.301,0.433986,15.1851047,51.96418,298.349121,143.609421
99,6.920818753952375,279.871,99.756,42.174,0.664,0.151,0.326,0.385,0.1,0.741,0.06,0.09,0.756,0.098,0.27,0.402,12,0.1003774,6.59,4.283,1.275,0.479791,14.3533195,44.722439,328.689636,70.231682
100,7.67778070526608,9.167,2.34,0.931,0.737,0.163,0.555,0.416,0.313,0.318,0.061,0.133,0.528,0.117,0.428,0.28,14,0.0995766,4.261,3.588,1.247,0.319799,9.80330693,31.366648,281.199951,54.552761
101,7.795880017344075,15.079,2.464,0.834,0.821,0.155,0.481,0.436,0.268,0.299,0.047,0.105,0.494,0.096,0.395,0.298,9,0.115092,5.422,4.238,1.13,0.426662,7.95638826,61.84227,322.589386,128.841446
102,7.920818753952375,439.681,10.796,2.318,0.971,0.161,0.984,0.601,0.404,0.567,0.272,0.302,0.573,0.358,0.663,0.622,10,0.09095,4.881,4.075,1.265,0.39302,12.8288391,37.512901,246.104294,96.654503
103,7.920818753952375,13.288,2.72,0.919,0.785,0.157,0.444,0.382,0.3,0.268,0.075,0.136,0.425,0.112,0.376,0.269,11,0.1265892,5.385,4.317,1.17,0.401047,10.0418974,41.101784,301.044464,70.024902
104,7.920818753952375,28.667,7.993,2.248,0.737,0.164,0.033,0.563,0.4,0.001,0.041,0.295,0.634,0.434,0.332,0.148,11,0.1006272,4.146,3.33,1.21,0.313491,10.2082311,49.118176,225.103104,72.15773
105,8.070581074285707,15.709,2.356,1.411,0.807,0.154,0.516,0.402,0.348,0.263,0.096,0.171,0.395,0.174,0.422,0.306,6,0.140609,5.415,3.383,1.188,0.432988,10.6520237,57.622116,276.588684,86.275803
106,8.102372908709558,9.676,2.325,1.458,0.719,0.157,0.512,0.417,0.362,0.232,0.112,0.181,0.598,0.161,0.43,0.347,8,0.0961179,5.263,3.951,1.163,0.368841,5.64990719,33.853424,298.596283,104.537384
107,8.207608310501746,8.938,3.043,1.172,0.679,0.16,0.556,0.48,0.314,0.249,0.042,0.12,0.523,0.126,0.45,0.341,11,0.100833,4.874,3.959,1.351,0.3623,8.98280768,59.983398,267.773804,96.621284
109,8.327902142064282,195.564,65.074,3.406,0.741,0.151,0.691,0.049,0.396,0.002,0.183,0.272,0.019,0.293,0.379,0.377,12,0.1262274,5.904,3.847,1.386,0.424986,15.5862747,45.183815,279.838531,72.634338
110,8.619788758288394,174.16,3.217,0.99,0.976,0.153,0.817,0.37,0.375,0.255,0.085,0.17,0.368,0.17,0.521,0.355,9,0.1789284,5.662,4.043,1.263,0.437446,12.7081391,59.383141,275.20459,117.9478
113,5.337242168318426,268.154,9.522,0.499,0.964,0.177,0.986,0.51,0.326,0.204,0.154,0.177,0.373,0.221,0.607,0.471,3,0.1490576,4.675,2.274,1.084,0.369954,6.46502424,30.495678,23.944221,65.069313
114,5.508638306165727,188.512,2.903,2.071,0.974,0.177,0.511,0.483,0.553,0.642,0.36,0.299,0.817,0.665,0.516,0.475,5,0.1211717,4.067,2.24,1.112,0.324942,6.99881281,47.893284,43.828171,59.272846
115,5.537602002101044,377.432,195.992,5.124,0.652,0.167,0.779,0.585,0.364,0.262,0.268,0.284,0.445,0.37,0.576,0.433,7,0.2172233,5.401,2.912,1.143,0.401307,8.64410658,28.019531,67.93869,44.164169
116,5.585026652029182,17.606,3.047,0.332,0.839,0.165,0.53,0.392,0.24,0.363,0.267,0.234,0.412,0.232,0.387,0.324,7,0.1427204,6.006,3.278,1.142,0.411763,8.09677453,26.993004,58.136791,70.33551
117,5.619788758288394,16.513,3.395,0.412,0.813,0.163,0.571,0.41,0.231,0.32,0.097,0.119,0.412,0.099,0.404,0.278,8,0.1925915,5.856,2.879,1.156,0.406664,10.5968397,46.982121,70.497978,80.978096
118,5.657577319177793,223.575,146.556,0.898,0.603,0.177,0.404,0.427,0.495,0.254,0.349,0.317,0.331,0.355,0.442,0.343,4,0.1103059,4.981,2.274,1.112,0.323251,7.48009204,21.491995,27.411568,54.227749
119,5.6777807052660805,473.25,66.729,1.492,0.874,0.177,0.896,0.131,0.285,0.107,0.947,0.328,0.047,0.434,0.437,0.666,3,0.1148493,4.551,2.173,1.077,0.354789,6.18226858,23.26021,41.731613,47.203514
120,5.698970004336019,167.949,11.132,1.119,0.932,0.172,0.264,0.592,0.353,0.506,0.403,0.332,0.748,0.33,0.403,0.378,6,0.1102177,5.229,2.41,1.051,0.376551,5.16155093,51.464855,38.328705,59.438423
121,5.769551078621726,10.039,2.134,0.549,0.789,0.174,0.571,0.485,0.433,0.469,0.097,0.167,0.418,0.204,0.496,0.328,4,0.0993521,4.834,2.924,1.133,0.327493,7.78593196,35.993305,38.810673,66.306931
122,5.769551078621726,256.368,1.463,0.902,0.991,0.177,0.624,0.389,0.42,0.658,0.059,0.134,0.402,0.118,0.478,0.436,3,0.1229303,4.474,2.206,1.128,0.32558,8.03800044,26.637051,26.89188,64.500023
123,5.823908740944319,281.182,16.334,2.399,0.938,0.159,0.321,0.511,0.438,0.279,0.523,0.372,0.401,0.542,0.423,0.342,7,0.1114858,6.174,3.014,1.165,0.457957,11.6303908,37.791729,218.074356,159.66507
124,5.958607314841775,10.733,3.125,0.225,0.762,0.171,0.579,0.486,0.14,0.456,0.141,0.1,0.452,0.059,0.401,0.315,5,0.1570085,5.199,2.583,1.099,0.339033,5.83510346,33.370796,38.372013,86.83744
125,6.0,21.003,2.005,0.545,0.892,0.163,0.558,0.464,0.29,0.566,0.193,0.22,0.449,0.181,0.437,0.402,11,0.1699633,6.034,3.335,1.138,0.45936,8.73561272,56.596161,55.562927,104.461403
126,6.0,187.221,7.852,2.487,0.948,0.162,0.367,0.479,0.428,0.389,0.222,0.295,0.413,0.397,0.425,0.356,5,0.1255884,5.953,3.095,1.079,0.448605,7.00176892,39.393257,69.822617,79.157188
127,6.309803919971486,434.392,30.766,11.869,0.911,0.165,0.988,0.034,0.362,0.263,0.001,0.086,0.01,0.165,0.461,0.422,4,0.0826952,5.784,3.438,1.099,0.454114,7.46845541,46.732697,64.851822,109.776619
128,6.366531544420414,20.05,1.894,0.88,0.878,0.161,0.563,0.43,0.407,0.577,0.195,0.334,0.478,0.344,0.467,0.384,6,0.1434945,6.3,3.05,1.107,0.428299,8.16674342,25.011091,69.449181,93.876961
129,6.443697499232712,286.932,56.471,1.045,0.833,0.158,0.429,0.08,0.33,0.124,0.259,0.261,0.08,0.217,0.279,0.351,7,0.1868319,6.626,3.3,1.119,0.486052,9.75665061,26.282427,84.793655,120.236092
130,6.698970004336019,20.333,2.514,0.289,0.879,0.163,0.56,0.429,0.21,0.378,0.176,0.142,0.367,0.115,0.4,0.335,8,0.1359886,5.788,3.505,1.121,0.454242,9.70430294,37.898582,47.593979,100.731133
131,7.0,12.33,2.191,0.233,0.836,0.175,0.592,0.506,0.345,0.788,0.226,0.234,0.507,0.229,0.481,0.451,5,0.080607,4.846,2.568,1.096,0.349447,7.40141965,44.883213,60.634411,79.071182
132,5.455931955649724,119.298,4.282,1.603,0.953,0.164,0.207,0.439,0.437,0.387,0.213,0.319,0.531,0.357,0.361,0.302,6,0.1137444,4.413,2.825,1.336,0.314681,13.1234388,65.094452,90.061607,80.114998
133,5.494850021680094,64.815,6.726,3.815,0.86,0.158,0.06,0.513,0.448,0.084,0.228,0.34,0.432,0.384,0.34,0.105,7,0.11838,5.125,3.656,1.31,0.342923,13.1716678,59.17128,99.904655,65.824844
134,5.552841968657781,9.444,2.253,0.76,0.758,0.169,0.582,0.332,0.292,0.17,0.061,0.125,0.386,0.125,0.402,0.259,5,0.0696484,4.405,2.879,1.407,0.318828,14.1526161,55.740746,69.04187,77.828804
135,5.920818753952375,9.491,2.805,0.786,0.725,0.163,0.54,0.488,0.365,0.284,0.1,0.166,0.567,0.224,0.464,0.318,9,0.1161655,4.612,3.22,1.501,0.338496,15.7351387,61.372459,78.404625,100.755783
136,6.049148541111453,262.893,6.854,0.917,0.971,0.167,0.925,0.351,0.287,0.102,0.052,0.123,0.241,0.11,0.521,0.396,7,0.0709008,4.538,3.457,1.426,0.350026,13.6885388,34.913986,66.036247,72.423264
