mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,20,21,32,75,76,100,101,106,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,9.154901959985745,8.58,10.629,2.01,1.758,0.738,0.156,0.454,0.481,0.408,0.24,0.172,0.237,0.399,0.204,0.448,0.344,0.372,7,0.0989929,5.332,4.157,1.2,0.384829,9.90088487,48.076809,100.251442,107.505348
2,9.30102999566398,7.6,8.085,3.019,2.271,0.604,0.156,0.49,0.457,0.41,0.322,0.242,0.281,0.489,0.212,0.453,0.426,0.435,7,0.0578362,5.458,4.33,1.214,0.370145,10.9716698,30.611,271.803253,70.503754
3,6.214670164989233,1.52,131.858,35.185,1.808,0.781,0.151,0.233,0.101,0.453,0.004,0.226,0.304,0.03,0.346,0.262,0.204,0.241,7,0.1625285,5.978,2.973,1.065,0.416048,6.41315751,61.277229,117.942368,160.790955
4,7.920818753952375,8.18,385.4,163.193,41.464,0.653,0.151,0.881,0.334,0.062,0.216,0.004,0.014,0.222,0.024,0.426,0.384,0.367,8,0.0525588,5.683,3.315,1.198,0.423022,10.7294216,57.592037,282.108093,107.663078
6,7.823908740944319,0.76,349.01,106.439,2.161,0.763,0.156,0.495,0.213,0.432,0.104,0.17,0.264,0.103,0.264,0.38,0.246,0.275,6,0.1603614,5.599,3.11,1.092,0.406787,7.36366727,46.939667,210.523132,89.456703
7,7.207608310501746,3.44,13.411,2.51,0.995,0.793,0.158,0.501,0.449,0.435,0.269,0.142,0.219,0.45,0.235,0.462,0.291,0.42,6,0.0618442,5.243,3.11,1.157,0.388336,9.0365928,45.650112,338.664246,139.145554
8,8.619788758288394,4.46,14.846,2.671,0.85,0.808,0.153,0.482,0.431,0.299,0.265,0.061,0.125,0.437,0.121,0.404,0.287,0.408,5,0.1533539,5.505,3.178,1.176,0.42185,9.18990836,52.622177,247.444183,118.017227
9,7.341988603342887,3.1,190.646,38.154,2.903,0.823,0.165,0.575,0.035,0.484,0.001,0.125,0.383,0.014,0.534,0.365,0.306,0.401,9,0.0962339,4.406,3.349,1.189,0.304124,9.6629406,24.941978,217.125153,64.448326
10,8.698970004336019,5.85,14.753,2.45,0.856,0.817,0.155,0.473,0.414,0.297,0.263,0.058,0.121,0.431,0.118,0.395,0.308,0.437,9,0.1757189,5.525,4.579,1.13,0.434303,8.82333695,63.079041,260.674622,99.319366
12,7.744727494896693,7.01,13.026,3.301,1.437,0.733,0.154,0.519,0.434,0.346,0.22,0.154,0.202,0.361,0.185,0.433,0.317,0.425,8,0.204401,5.551,3.605,1.182,0.411156,7.20205847,58.755417,262.094452,131.163864
13,7.552841968657781,2.26,14.105,2.723,1.445,0.772,0.153,0.558,0.476,0.444,0.328,0.126,0.228,0.469,0.222,0.493,0.334,0.453,9,0.1641303,5.697,3.335,1.169,0.403679,10.4001456,34.546188,253.72641,90.658752
14,8.017728766960431,8.91,409.654,136.899,2.728,0.746,0.153,0.578,0.247,0.386,0.11,0.178,0.269,0.102,0.396,0.404,0.331,0.387,10,0.131261,5.965,4.014,1.262,0.420642,12.1533064,56.98885,248.342224,106.356125
15,8.920818753952375,4.55,10.066,2.899,0.866,0.728,0.159,0.503,0.374,0.3,0.207,0.08,0.135,0.409,0.124,0.392,0.321,0.374,8,0.0605051,5.138,4.121,1.386,0.375511,13.6759619,35.633659,242.228134,81.181046
16,7.301029995663981,7.78,9.837,2.499,1.156,0.729,0.159,0.531,0.402,0.348,0.281,0.078,0.159,0.478,0.162,0.427,0.287,0.417,6,0.090541,4.661,3.349,1.173,0.33878,8.95772907,37.369946,207.568237,104.024971
17,8.537602002101044,3.4,337.425,3.362,2.459,0.983,0.159,0.927,0.445,0.456,0.316,0.193,0.303,0.353,0.206,0.609,0.469,0.491,6,0.1183929,5.226,3.452,1.184,0.368966,7.67635882,61.635063,248.168274,80.489456
19,7.494850021680094,4.97,120.193,12.339,1.377,0.898,0.153,0.175,0.456,0.383,0.529,0.164,0.216,0.683,0.236,0.338,0.288,0.351,8,0.1849648,5.853,3.953,1.165,0.414469,10.9683033,41.182739,242.665695,98.371094
20,7.657577319177793,0.13,17.513,3.211,1.255,0.797,0.147,0.568,0.456,0.316,0.246,0.113,0.167,0.451,0.168,0.447,0.322,0.461,9,0.0696982,6.46,4.364,1.032,0.451941,8.64541477,40.594841,285.315186,188.602798
21,7.958607314841775,1.94,61.471,8.544,1.704,0.857,0.149,0.121,0.448,0.404,0.031,0.159,0.254,0.519,0.272,0.324,0.072,0.284,9,0.0844027,6.418,4.397,1.207,0.448033,12.5256105,42.525581,255.447205,147.014038
22,7.017728766960431,0.92,6.485,3.276,0.91,0.608,0.164,0.537,0.481,0.302,0.289,0.052,0.122,0.464,0.116,0.44,0.286,0.405,6,0.0343467,4.536,3.349,1.194,0.299229,9.91835958,46.310715,242.990112,74.818169
23,8.080921907623926,7.93,348.506,109.472,2.983,0.756,0.153,0.907,0.25,0.424,0.217,0.188,0.252,0.214,0.378,0.527,0.465,0.525,5,0.1214487,5.535,4.033,1.422,0.345019,15.2963834,54.166706,292.833618,144.451263
24,8.769551078621726,6.77,301.712,219.539,1.566,0.577,0.156,0.663,0.678,0.33,0.434,0.071,0.15,0.373,0.159,0.557,0.434,0.374,7,0.1193659,5.472,4.069,1.104,0.379498,7.71084773,64.1035,269.897247,107.177353
25,7.481486060122112,4.19,200.501,7.304,2.629,0.953,0.156,0.527,0.46,0.406,0.52,0.203,0.282,0.283,0.297,0.464,0.41,0.386,6,0.0340654,5.339,3.281,1.207,0.39199,10.657451,35.050293,274.747467,104.059273
27,7.958607314841775,4.24,16.037,2.703,0.874,0.818,0.153,0.545,0.424,0.333,0.241,0.123,0.167,0.441,0.154,0.434,0.311,0.422,9,0.1623588,5.546,4.017,1.31,0.426351,11.9673133,27.394407,230.597244,76.324661
28,8.031517051446064,4.14,25.297,9.672,1.073,0.702,0.153,0.062,0.233,0.3,0.003,0.085,0.153,0.043,0.173,0.198,0.073,0.096,6,0.1244872,5.673,3.623,1.182,0.424638,10.0636974,41.716438,1145.055542,78.482254
30,8.229147988357855,5.97,18.893,3.486,0.893,0.812,0.151,0.503,0.389,0.359,0.297,0.123,0.184,0.329,0.168,0.417,0.369,0.398,8,0.1106074,6.399,4.682,1.156,0.506329,7.85298455,43.295525,262.881683,84.58802
