mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,20,21,32,75,76,100,101,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
131,7.0,0.87,241.689,8.341,0.638,0.964,0.175,0.812,0.438,0.311,0.296,0.488,0.337,0.3,0.223,0.52,0.549,6,0.0305784,4.888,2.502,1.096,0.337083,7.47944917,28.917582,47.362091,59.025513
132,5.455931955649724,3.25,31.67,4.194,1.779,0.841,0.164,0.044,0.417,0.429,0.281,0.219,0.283,0.328,0.327,0.297,0.226,5,0.1094651,4.41,2.553,1.332,0.314528,12.9197211,35.833973,81.181946,66.599449
133,5.494850021680094,0.27,7.525,5.041,1.349,0.541,0.158,0.453,0.384,0.406,0.134,0.245,0.276,0.258,0.385,0.414,0.286,9,0.1218309,5.113,3.521,1.188,0.336578,13.1688331,50.225456,105.421638,67.892349
134,5.552841968657781,4.62,245.616,2.449,1.081,0.986,0.169,0.758,0.4,0.455,0.217,0.129,0.225,0.321,0.236,0.537,0.301,5,0.0887354,4.627,2.642,1.409,0.315134,13.9500831,59.627632,92.322823,86.403526
135,5.920818753952375,5.75,103.311,39.34,3.471,0.707,0.163,0.152,0.041,0.418,0.003,0.062,0.34,0.015,0.361,0.204,0.038,7,0.112212,4.803,3.289,1.501,0.3371,15.7346831,54.472836,89.394981,85.771553
136,6.049148541111453,1.83,9.789,2.268,0.726,0.766,0.167,0.566,0.398,0.337,0.175,0.11,0.171,0.398,0.171,0.433,0.3,10,0.1080857,4.452,3.423,1.457,0.339937,13.3444115,36.320976,40.245674,55.490761
137,6.142667503568731,0.6,99.926,9.363,0.955,0.906,0.168,0.174,0.441,0.393,0.378,0.208,0.235,0.323,0.402,0.336,0.236,7,0.1319113,4.522,2.893,1.327,0.365818,15.0558308,76.02932,57.816772,36.820011
138,6.1487416512809245,4.57,10.084,2.504,0.663,0.761,0.165,0.57,0.381,0.252,0.216,0.035,0.094,0.442,0.109,0.401,0.296,7,0.1389222,4.785,2.962,1.433,0.33592,14.6427245,56.460094,78.257172,36.764393
139,6.179798540514359,9.48,155.304,7.278,1.898,0.944,0.167,0.352,0.467,0.301,0.271,0.143,0.186,0.261,0.37,0.373,0.225,9,0.0172185,4.602,3.525,1.549,0.345988,14.9243879,60.511238,71.344475,67.416191
140,6.191114132640188,8.57,12.223,2.207,0.749,0.805,0.164,0.58,0.362,0.336,0.192,0.06,0.136,0.423,0.136,0.426,0.294,8,0.1350111,4.517,3.03,1.423,0.365509,13.8355546,46.733185,88.458649,81.078217
141,6.214670164989233,6.93,11.247,2.081,0.697,0.802,0.172,0.53,0.351,0.302,0.127,0.042,0.108,0.278,0.122,0.394,0.334,4,0.0566575,4.593,2.859,1.436,0.393512,14.8565649,62.096535,61.326874,37.872715
142,6.343901797987168,7.16,293.012,8.067,0.627,0.971,0.167,0.605,0.549,0.265,0.463,0.034,0.088,0.357,0.139,0.473,0.356,7,0.1033936,4.598,3.188,1.537,0.33475,15.6125922,49.624138,79.282623,67.241333
144,6.38933983691012,3.32,9.36,2.356,1.371,0.715,0.163,0.53,0.394,0.222,0.181,0.098,0.109,0.379,0.236,0.382,0.278,9,0.0436224,5.181,3.187,1.467,0.335527,13.0127717,69.939636,99.81694,69.143608
145,6.400116927926312,4.3,51.19,7.319,1.727,0.85,0.161,0.074,0.511,0.353,0.01,0.185,0.227,0.366,0.397,0.313,0.068,7,0.0544435,4.918,2.86,1.434,0.35853,14.5877384,53.873047,75.112076,65.080948
147,6.504455662453552,2.36,237.791,27.18,4.289,0.883,0.163,0.376,0.036,0.405,0.006,0.004,0.21,0.016,0.529,0.273,0.17,5,0.0930601,4.664,2.894,1.423,0.351107,14.8621499,39.231098,132.647141,43.394241
148,6.552841968657781,9.38,8.659,6.044,1.173,0.545,0.159,0.539,0.431,0.349,0.311,0.271,0.253,0.516,0.252,0.44,0.326,9,0.0754577,5.629,4.414,1.341,0.361045,13.2744296,55.548508,154.022308,76.698166
149,6.628932137728263,9.87,7.967,2.638,0.992,0.687,0.164,0.553,0.391,0.326,0.233,0.086,0.16,0.455,0.159,0.424,0.321,7,0.039877,4.69,2.757,1.45,0.318737,15.1366185,58.066257,58.9748,57.823048
150,6.82102305270683,4.64,319.238,3.134,1.262,0.986,0.158,0.835,0.491,0.375,0.266,0.105,0.192,0.424,0.182,0.567,0.469,7,0.1760156,5.428,3.234,1.412,0.399574,14.1696532,54.200741,116.246521,41.358288
151,6.920818753952375,2.79,254.04,2.973,1.727,0.982,0.172,0.91,0.237,0.414,0.225,0.126,0.344,0.145,0.409,0.52,0.37,6,0.0904464,4.061,2.655,1.434,0.309908,14.3218938,32.446606,188.487167,105.841248
152,7.008773924307505,4.48,145.261,6.254,0.81,0.954,0.169,0.182,0.49,0.292,0.379,0.06,0.127,0.354,0.15,0.321,0.166,7,0.0317339,4.154,2.961,1.477,0.298471,15.0571803,62.460724,75.944046,37.724556
153,7.1249387366083,7.46,9.661,2.314,0.724,0.761,0.168,0.575,0.371,0.291,0.189,0.062,0.124,0.422,0.125,0.413,0.274,7,0.0287385,4.176,2.825,1.447,0.326508,14.2959404,42.74918,70.601845,59.721733
155,8.337242168318426,6.4,8.668,4.743,0.76,0.612,0.161,0.503,0.371,0.251,0.167,0.188,0.198,0.302,0.12,0.375,0.274,7,0.0527404,5.481,3.713,1.276,0.341094,11.2601542,89.304443,105.618347,82.369743
156,8.522878745280337,9.62,141.05,5.105,2.077,0.952,0.16,0.184,0.483,0.422,0.184,0.341,0.391,0.384,0.342,0.363,0.256,9,0.206941,5.751,3.475,1.363,0.351698,14.1642627,73.675476,106.570953,63.056068
158,8.130768280269024,6.01,224.554,6.861,2.038,0.962,0.156,0.957,0.502,0.4,0.291,0.157,0.216,0.344,0.278,0.62,0.488,4,0.2651277,5.939,3.576,1.105,0.366339,7.14773839,48.099655,102.531898,95.239342
159,6.110698297493689,0.02,14.645,3.985,0.165,0.779,0.163,0.526,0.422,0.256,0.216,0.405,0.255,0.33,0.241,0.401,0.388,6,0.0792826,5.627,3.774,1.007,0.420956,2.77660003,52.520786,182.17894,67.099571
160,6.958607314841775,8.36,10.292,6.216,0.561,0.603,0.16,0.526,0.496,0.244,0.346,0.364,0.229,0.376,0.279,0.422,0.397,5,0.1539066,5.927,3.304,1.068,0.384535,4.29664228,37.77734,128.422653,58.5448
161,7.33161408331,7.58,168.71,64.713,3.758,0.711,0.15,0.648,0.076,0.39,0.131,0.21,0.274,0.026,0.33,0.372,0.322,6,0.1592189,6.541,3.863,1.027,0.462689,3.79022005,80.003998,160.119461,215.943207
162,8.537602002101044,6.06,255.178,5.442,2.134,0.971,0.153,0.846,0.418,0.372,0.197,0.097,0.176,0.299,0.19,0.545,0.429,5,0.0562234,6.264,3.818,1.032,0.42472,3.9017659,26.631426,137.935638,76.134575
163,8.318758762624412,5.0,324.81,155.589,5.167,0.669,0.159,0.407,0.91,0.499,0.67,0.282,0.303,0.404,0.311,0.605,0.428,8,0.2424622,5.847,4.967,1.05,0.385703,1.96391177,80.381813,160.778168,41.556622
164,8.823908740944319,8.53,14.191,6.856,1.316,0.635,0.149,0.487,0.441,0.328,0.281,0.333,0.244,0.282,0.301,0.419,0.368,3,0.2940966,7.363,4.533,1.031,0.45556,3.56706635,71.487885,184.601486,66.967636
165,7.066006836168758,5.0,204.42,11.842,2.397,0.935,0.147,0.63,0.425,0.348,0.421,0.105,0.19,0.358,0.195,0.468,0.443,6,0.1772653,6.344,4.107,1.073,0.419614,6.27906059,71.875946,229.82399,102.125923
166,7.335358024443875,2.47,34.158,11.136,1.602,0.728,0.157,0.039,0.494,0.281,0.004,0.038,0.273,0.122,0.353,0.271,0.022,9,0.1334382,6.521,3.305,1.086,0.400656,6.9331291,43.3083,82.820755,111.87928
167,9.30102999566398,6.14,230.477,7.623,2.564,0.958,0.146,0.838,0.437,0.413,0.348,0.186,0.261,0.503,0.289,0.563,0.438,6,0.2340914,7.601,4.779,1.071,0.462929,7.92502408,63.781364,192.375153,131.431549
168,7.542118103266008,3.59,80.231,15.904,2.464,0.814,0.148,0.13,0.666,0.383,0.346,0.222,0.287,0.596,0.306,0.393,0.204,10,0.1942668,6.54,3.764,1.053,0.477394,4.20138011,36.618484,122.579811,186.457581
169,7.394694953858891,2.97,215.606,8.01,2.697,0.953,0.156,0.399,0.421,0.425,0.25,0.205,0.286,0.28,0.31,0.415,0.334,5,0.1232486,5.725,3.953,1.133,0.368359,7.25132544,44.047699,80.668404,83.965492
170,7.52432881167557,8.44,9.538,5.286,1.086,0.599,0.156,0.425,0.493,0.221,0.361,0.051,0.105,0.406,0.111,0.38,0.248,5,0.2503422,5.487,3.747,1.109,0.35657,7.99556218,45.789505,123.310562,85.450981
171,6.882728704344236,3.86,9.869,5.074,1.022,0.618,0.16,0.443,0.468,0.256,0.297,0.223,0.188,0.358,0.171,0.389,0.269,2,0.0584479,5.962,3.438,1.146,0.346982,8.39048672,38.975243,67.95282,86.255371
172,8.67778070526608,2.84,26.671,8.276,2.692,0.709,0.152,0.042,0.462,0.432,0.02,0.011,0.177,0.135,0.23,0.312,0.017,11,0.0776464,6.617,4.887,1.125,0.402547,10.5193474,45.535664,182.298523,110.679657
173,9.154901959985745,6.13,169.273,4.204,2.195,0.964,0.157,0.271,0.359,0.258,0.163,0.072,0.129,0.247,0.128,0.296,0.181,7,0.2267206,6.483,3.893,1.118,0.407251,7.70243032,52.57196,180.798782,68.643906
174,7.920818753952375,0.66,30.39,13.932,2.953,0.643,0.148,0.028,0.478,0.443,0.018,0.006,0.11,0.27,0.095,0.316,0.013,5,0.1809331,7.3,4.646,1.014,0.445019,1.2951711,71.140312,186.786301,87.78215
175,5.920818753952375,1.36,90.963,6.984,1.577,0.914,0.163,0.155,0.413,0.278,0.27,0.391,0.264,0.46,0.28,0.282,0.283,2,0.2236177,5.318,3.372,1.063,0.364479,6.23735612,42.029701,74.597549,82.697311
176,6.815308569182402,6.12,31.552,7.112,4.802,0.726,0.161,0.033,0.561,0.51,0.452,0.297,0.376,0.155,0.368,0.368,0.293,4,0.0736948,5.369,3.302,1.097,0.361128,7.74491619,45.963127,53.664337,72.557602
177,8.638272163982407,5.75,13.091,8.724,1.701,0.557,0.146,0.513,0.441,0.26,0.342,0.144,0.154,0.46,0.245,0.404,0.294,7,0.2122438,7.285,4.733,1.059,0.451403,7.90893796,54.861889,177.494354,131.661545
178,8.795880017344075,1.51,17.732,6.11,1.069,0.712,0.15,0.5,0.374,0.242,0.56,0.122,0.137,0.476,0.147,0.372,0.31,5,0.0643724,7.617,5.029,1.036,0.45367,3.17888228,73.505997,183.744583,84.299812
179,7.546681659952962,9.82,202.344,6.262,0.512,0.968,0.162,0.578,0.436,0.266,0.391,0.145,0.153,0.334,0.182,0.427,0.42,6,0.2405741,5.351,3.738,1.069,0.368491,5.42669082,47.412594,130.293579,54.451603
180,8.356547323513812,5.6,229.992,7.558,1.751,0.961,0.153,0.578,0.395,0.269,0.356,0.541,0.303,0.253,0.243,0.414,0.513,6,0.1252968,6.935,4.437,1.072,0.441465,6.76970199,54.103207,153.0168,66.536621
181,7.75448733218585,8.55,56.936,7.524,5.623,0.812,0.161,0.063,0.598,0.552,0.538,0.215,0.342,0.711,0.384,0.404,0.306,4,0.2649052,5.812,3.713,1.06,0.367706,6.87069179,58.367561,96.658112,81.062973
182,7.07727454200674,8.62,305.223,7.728,1.306,0.971,0.163,0.607,0.592,0.349,0.624,0.402,0.326,0.475,0.32,0.516,0.561,4,0.2397128,4.963,3.472,1.127,0.354077,8.75836005,44.951893,71.885857,81.340332
183,8.42021640338319,5.12,242.851,140.292,5.877,0.624,0.145,0.494,0.183,0.405,0.026,0.555,0.4,0.048,0.495,0.361,0.314,5,0.225212,7.604,4.468,1.028,0.454419,5.35475896,81.614647,198.436844,116.173279
184,8.55284196865778,2.36,276.251,9.92,2.293,0.958,0.161,0.981,0.397,0.46,0.3,0.206,0.271,0.215,0.342,0.613,0.487,7,0.2329243,6.042,3.646,1.098,0.401089,7.50783207,38.670906,157.943314,55.688484
185,7.443697499232712,0.35,25.03,3.424,1.157,0.845,0.158,0.573,0.425,0.236,0.193,0.15,0.149,0.253,0.239,0.411,0.306,7,0.1125706,6.652,3.675,1.019,0.528382,2.48330873,71.547661,80.628883,75.133598
186,9.154901959985745,1.56,18.223,4.939,2.444,0.712,0.146,0.46,0.373,0.465,0.496,0.204,0.297,0.388,0.322,0.433,0.344,10,0.2457017,7.259,4.613,1.056,0.471182,4.24499016,53.902649,212.861023,140.524536
187,8.3767507096021,5.67,110.501,72.436,3.66,0.592,0.149,0.145,0.195,0.538,0.1,0.297,0.37,0.045,0.422,0.292,0.178,11,0.2001502,7.138,6.027,1.112,0.454059,5.66150771,72.430199,212.61586,123.832413
188,7.454692883534176,9.55,10.015,5.301,0.827,0.62,0.16,0.444,0.461,0.169,0.374,0.55,0.209,0.384,0.269,0.358,0.42,3,0.0511942,5.997,3.405,1.118,0.369241,8.13985269,46.341141,93.501976,98.518921
190,7.818156412055227,0.96,37.804,12.686,1.914,0.721,0.156,0.033,0.438,0.274,0.282,0.106,0.167,0.316,0.173,0.248,0.154,5,0.1965016,6.371,3.722,1.113,0.397081,9.55204523,84.262505,184.864471,71.832481
191,9.0,2.72,209.997,13.539,5.767,0.916,0.146,0.335,0.371,0.36,0.26,0.174,0.225,0.372,0.232,0.355,0.201,9,0.1961251,7.292,5.226,1.057,0.470998,5.91999374,72.395126,191.890869,146.194244
192,6.764471553092451,0.3,205.748,9.254,2.495,0.946,0.145,0.72,0.355,0.366,0.263,0.265,0.3,0.31,0.414,0.481,0.384,6,0.1999494,7.458,4.784,1.052,0.527314,7.58342704,81.13002,101.778557,141.180237
194,9.142667503568733,4.37,13.843,8.68,1.552,0.575,0.147,0.514,0.492,0.312,0.393,0.605,0.316,0.355,0.489,0.439,0.457,10,0.2445229,7.415,4.933,1.05,0.463539,7.49360567,69.036835,225.977768,157.179047
195,9.102372908709558,5.99,22.116,9.11,1.917,0.667,0.142,0.645,0.386,0.258,0.342,0.426,0.212,0.467,0.543,0.43,0.411,6,0.2110365,8.864,5.196,1.075,0.535522,10.6424636,77.408493,263.124908,162.131104
196,9.18045606445813,1.71,376.427,18.373,2.68,0.947,0.144,0.678,0.364,0.299,0.271,0.473,0.293,0.28,0.323,0.447,0.542,8,0.1730037,8.133,5.128,1.051,0.528138,2.50955199,64.08033,213.162689,180.259857
197,9.075720713938118,8.6,99.729,11.692,3.845,0.865,0.141,0.175,0.532,0.474,0.48,0.426,0.393,0.406,0.467,0.394,0.364,6,0.3605537,8.057,5.124,1.063,0.512084,6.08449144,68.337242,278.377991,195.23465
198,9.148741651280924,0.8,32.887,6.384,1.894,0.799,0.139,0.591,0.45,0.287,0.463,0.402,0.217,0.648,0.543,0.443,0.434,7,0.1630987,9.184,5.5,1.044,0.593551,5.55441134,83.770828,1134.936768,227.487045
199,8.958607314841775,2.09,281.515,7.6,5.504,0.956,0.142,0.845,0.297,0.458,0.429,0.321,0.341,0.292,0.436,0.534,0.576,8,0.2068928,8.571,5.605,1.053,0.50903,8.94666677,75.81028,239.889389,165.225098
200,7.016193358021584,5.08,262.093,6.623,5.496,0.956,0.141,0.818,0.316,0.379,0.335,0.374,0.305,0.282,0.443,0.505,0.49,6,0.3705197,8.545,4.955,1.069,0.50374,4.34440274,60.404648,254.895706,169.019836
201,9.148741651280924,8.5,17.602,6.903,3.096,0.638,0.142,0.596,0.441,0.43,0.49,0.389,0.316,0.594,0.411,0.489,0.44,6,0.2166841,8.883,5.64,1.042,0.495277,5.68759135,79.124588,238.315521,185.378036
202,9.187086643357144,3.17,191.36,22.629,2.715,0.883,0.143,0.352,0.513,0.403,0.33,0.459,0.318,0.429,0.411,0.423,0.447,9,0.3674091,8.352,5.605,1.054,0.511131,3.61388134,98.019073,254.750427,216.078705
203,8.978810700930062,3.77,289.635,10.937,1.893,0.958,0.14,0.648,0.438,0.315,0.346,0.17,0.207,0.478,0.248,0.467,0.341,8,0.1865685,8.408,5.297,1.061,0.532715,5.6611901,95.312515,264.295105,195.142059
204,8.886056647693163,7.17,179.774,13.333,2.262,0.92,0.14,0.333,0.443,0.367,0.409,0.261,0.256,0.375,0.418,0.381,0.372,8,0.229292,8.925,5.263,1.057,0.546549,4.38635417,57.258766,246.475159,222.796692
205,9.136677139879543,6.41,40.312,5.628,1.547,0.849,0.137,0.519,0.353,0.387,0.416,0.326,0.266,0.445,0.48,0.419,0.393,6,0.2832835,9.389,5.298,1.051,0.655666,7.21171552,145.030045,295.09259,193.622864
206,8.943095148663527,4.81,27.602,7.314,1.933,0.749,0.139,0.666,0.388,0.272,0.36,0.389,0.212,0.477,0.647,0.442,0.421,10,0.2551871,9.333,5.963,1.155,0.565462,9.81184009,79.073502,249.325958,205.080566
207,9.275724130399212,6.96,31.668,13.641,5.18,0.627,0.139,0.055,0.487,0.399,0.012,0.098,0.264,0.112,0.598,0.314,0.069,7,0.4826069,9.351,6.994,1.137,0.512077,7.90204494,80.404564,255.709702,199.746201
208,9.148741651280924,8.58,320.245,12.464,4.675,0.949,0.132,0.924,0.488,0.543,0.356,0.62,0.498,0.449,0.622,0.652,0.622,8,0.7930697,8.747,6.266,1.092,0.468335,8.32939334,72.088966,315.056427,244.190399
209,9.2518119729938,9.62,122.376,20.042,4.868,0.831,0.136,0.083,0.479,0.352,0.386,0.347,0.295,0.318,0.642,0.304,0.287,11,0.3176476,9.488,6.749,1.109,0.611779,7.60309843,69.829903,298.737976,231.141785
210,9.142667503568733,5.94,161.88,22.829,1.992,0.867,0.136,0.129,0.48,0.342,0.411,0.335,0.232,0.479,0.679,0.317,0.274,8,0.2992399,10.41,6.613,1.07,0.704772,3.76175664,91.611931,334.411224,241.121658
211,9.292429823902063,2.47,287.144,192.849,3.881,0.593,0.142,0.576,0.323,0.352,0.193,0.317,0.281,0.247,0.542,0.417,0.419,6,0.1957031,8.665,5.433,1.048,0.526303,5.810061,77.84816,244.818542,167.644485
212,9.327902142064282,9.08,348.949,168.205,1.626,0.673,0.142,0.353,0.29,0.276,0.302,0.247,0.192,0.194,0.127,0.306,0.349,5,0.1973274,7.578,5.6,1.072,0.497894,3.7563437,60.768368,253.539185,189.167557
213,9.0268721464003,7.83,228.246,37.582,6.832,0.837,0.135,0.389,0.063,0.461,0.009,0.082,0.283,0.028,0.325,0.305,0.23,11,0.5112262,8.383,6.171,1.077,0.458672,5.60543809,90.371033,304.451874,232.73291
214,9.154901959985745,4.38,26.945,7.343,2.455,0.733,0.134,0.409,0.471,0.321,0.372,0.353,0.236,0.344,0.626,0.4,0.354,10,0.4279582,10.592,6.841,1.062,0.574136,9.38605683,73.794113,302.912781,263.733185
215,9.18045606445813,5.77,444.735,5.209,4.894,0.978,0.141,0.837,0.342,0.51,0.566,0.391,0.383,0.769,0.402,0.563,0.648,8,0.3998877,7.703,4.889,1.049,0.445608,7.25999171,73.500366,235.904709,182.299164
216,9.113509274827518,9.55,124.66,6.349,4.67,0.919,0.136,0.195,0.437,0.495,0.44,0.449,0.443,0.498,0.452,0.376,0.319,9,0.523196,7.746,5.62,1.101,0.445129,7.17437135,62.40921,260.056213,243.228653
217,9.337242168318426,5.21,545.625,61.828,14.741,0.877,0.138,0.678,0.118,0.446,0.041,0.229,0.39,0.049,0.293,0.414,0.284,9,0.27345,10.005,6.342,1.146,0.625897,8.30886275,113.666031,246.311554,233.750443
218,9.086186147616283,5.45,198.355,6.236,2.389,0.958,0.139,0.421,0.463,0.185,0.447,0.313,0.26,0.281,0.139,0.357,0.481,6,0.3820017,8.152,5.126,1.055,0.497199,5.79615026,88.387405,238.180649,215.485962
219,9.431798275933003,2.21,11.61,6.293,4.454,0.519,0.139,0.452,0.489,0.46,0.607,0.315,0.332,0.494,0.177,0.467,0.429,13,0.4223614,8.152,6.085,1.104,0.45873,9.81975136,61.762955,292.594818,199.897919
220,9.337242168318426,3.89,10.44,5.372,4.074,0.525,0.137,0.523,0.475,0.361,0.557,0.449,0.369,0.511,0.404,0.453,0.463,10,0.5203615,7.554,6.262,1.11,0.438516,8.47509382,87.838463,290.679749,225.604065
221,9.18045606445813,6.28,240.228,203.824,5.302,0.535,0.136,0.491,0.168,0.399,0.114,0.329,0.338,0.09,0.428,0.353,0.355,6,0.4790677,8.44,5.188,1.056,0.469753,6.95174573,127.314224,275.973999,219.130554
223,9.292429823902063,7.15,315.945,56.077,7.244,0.833,0.133,0.914,0.084,0.446,0.052,0.395,0.425,0.031,0.486,0.481,0.415,8,0.5800082,8.796,7.144,1.07,0.493597,4.55262975,64.857933,312.771362,274.021484
224,9.075720713938118,3.73,58.449,25.617,2.74,0.673,0.134,0.181,0.198,0.381,0.023,0.3,0.29,0.032,0.483,0.253,0.192,10,0.1224595,10.153,7.125,1.073,0.69672,5.11265663,94.619545,291.231232,271.4198
225,8.958607314841775,9.73,20.264,6.221,2.826,0.691,0.137,0.534,0.476,0.48,0.42,0.301,0.314,0.511,0.393,0.496,0.4,8,0.174993,8.924,5.827,1.09,0.514484,8.18835448,108.289856,320.232361,240.478058
226,9.05551732784983,3.05,195.61,7.196,4.877,0.942,0.138,0.592,0.409,0.387,0.408,0.38,0.365,0.423,0.401,0.463,0.4,12,0.3660954,9.834,6.131,1.073,0.531058,4.4689306,52.949638,251.408829,163.74382
227,9.259637310505756,0.72,23.415,5.641,2.862,0.734,0.138,0.54,0.539,0.431,0.475,0.378,0.337,0.433,0.609,0.503,0.434,10,0.2831358,8.278,6.402,1.026,0.533471,4.21965011,79.255287,383.349792,243.448608
228,9.187086643357144,1.99,35.198,4.696,1.546,0.849,0.138,0.558,0.358,0.303,0.443,0.46,0.257,0.418,0.598,0.406,0.434,9,0.3053824,8.92,5.361,1.058,0.590747,5.76067987,98.430595,369.684967,318.932861
229,9.236572006437065,8.92,143.426,22.326,2.745,0.851,0.136,0.23,0.552,0.303,0.397,0.303,0.239,0.471,0.6,0.362,0.341,4,0.2061907,9.811,5.756,1.076,0.63107,5.66015469,110.098312,272.633545,216.117188
231,9.00436480540245,7.03,49.014,20.67,1.853,0.685,0.137,0.211,0.102,0.346,0.006,0.419,0.252,0.027,0.716,0.22,0.236,9,0.28137,9.849,6.195,1.043,0.644476,5.17015759,80.397484,244.5047,211.217438
232,8.962573502059376,9.94,14.817,5.506,4.042,0.608,0.134,0.539,0.505,0.381,0.449,0.511,0.383,0.442,0.458,0.475,0.458,7,0.628638,8.305,6.091,1.087,0.466914,9.48516696,83.528831,304.033112,250.689209
233,9.187086643357144,9.04,22.131,7.799,3.449,0.663,0.137,0.046,0.445,0.435,0.211,0.139,0.342,0.745,0.316,0.308,0.123,10,0.4840195,8.718,5.427,1.077,0.46188,8.82027852,51.41362,279.58429,225.536011
234,9.119186407719209,1.96,308.724,7.18,4.999,0.962,0.135,0.799,0.436,0.477,0.485,0.497,0.452,0.42,0.412,0.57,0.629,8,0.6654119,8.099,6.201,1.09,0.454468,8.78655154,106.460785,255.561798,212.903717
235,9.070581074285707,2.98,43.923,6.318,2.069,0.84,0.135,0.536,0.456,0.301,0.383,0.311,0.208,0.407,0.665,0.431,0.393,10,0.3701237,10.679,6.236,1.066,0.690237,12.8617683,91.304993,423.353546,295.062927
236,9.130768280269024,2.34,20.042,13.033,6.513,0.506,0.14,0.024,0.566,0.545,0.487,0.517,0.483,0.04,0.105,0.378,0.356,10,0.3122843,8.474,5.603,1.063,0.469627,6.28664119,92.358543,222.664001,188.996201
237,9.229147988357855,8.86,28.354,23.061,5.985,0.494,0.139,0.023,0.351,0.59,0.384,0.325,0.421,0.006,0.426,0.321,0.318,10,0.3191676,8.917,5.537,1.044,0.529154,5.46609689,78.877472,1194.172607,220.42836
238,9.221848749616356,1.24,9.794,8.135,3.888,0.449,0.136,0.501,0.401,0.448,0.432,0.41,0.4,0.38,0.471,0.45,0.485,7,0.607384,8.047,5.163,1.041,0.459415,3.19354587,102.470253,317.077087,212.862915
239,9.30102999566398,3.29,450.516,11.242,2.15,0.971,0.141,0.906,0.328,0.403,0.405,0.463,0.332,0.576,0.479,0.546,0.615,6,0.1741337,9.275,5.532,1.058,0.596784,2.43596995,84.621872,236.01886,194.276093
240,8.958607314841775,5.81,38.581,18.392,3.95,0.633,0.136,0.048,0.442,0.497,0.003,0.516,0.396,0.067,0.507,0.329,0.22,8,0.4982637,9.571,6.036,1.041,0.52306,5.8171198,122.290611,251.697189,178.903397
241,9.468521082957745,5.5,15.183,7.663,4.237,0.561,0.14,0.592,0.428,0.349,0.409,0.464,0.364,0.542,0.246,0.456,0.465,11,0.3481281,9.08,6.182,1.08,0.507729,5.51860151,61.626305,252.028,208.260483
242,9.18045606445813,9.29,117.163,25.878,1.384,0.811,0.144,0.178,0.534,0.323,0.318,0.38,0.24,0.461,0.786,0.345,0.312,5,0.258906,8.142,5.125,1.087,0.519788,3.19338728,49.53463,385.506958,187.722595
243,9.267606240177033,0.86,22.123,5.274,2.197,0.748,0.143,0.531,0.396,0.413,0.453,0.311,0.286,0.432,0.431,0.447,0.375,7,0.1527312,8.133,5.259,1.053,0.499098,7.74883712,92.040588,222.374756,197.638245
245,9.050609993355089,8.18,181.672,163.424,87.339,0.42,0.142,0.17,0.236,0.289,0.203,0.081,0.315,0.116,0.383,0.231,0.183,8,0.1965726,8.926,5.501,1.066,0.523022,1.98426332,102.804794,236.1492,182.424118
246,9.130768280269024,2.03,115.237,6.254,3.923,0.919,0.139,0.231,0.516,0.362,0.39,0.429,0.387,0.358,0.24,0.37,0.417,7,0.1692684,9.154,6.163,1.086,0.556688,7.80100441,70.350983,231.252472,188.334732
247,9.065501548756432,2.84,10.552,7.339,2.65,0.514,0.14,0.522,0.482,0.488,0.417,0.432,0.387,0.517,0.493,0.498,0.447,6,0.3775722,7.768,5.023,1.11,0.441067,11.2617764,86.449028,237.668015,206.86647
248,9.173925197299171,5.63,284.101,217.83,23.084,0.541,0.14,0.253,0.34,0.452,0.218,0.345,0.411,0.186,0.423,0.349,0.316,7,0.2372998,8.829,5.535,1.061,0.568618,4.23191221,109.791191,243.052185,169.637375
249,9.148741651280924,2.55,160.615,27.338,5.919,0.828,0.139,0.185,0.466,0.318,0.342,0.46,0.366,0.413,0.38,0.323,0.284,8,0.2790136,9.73,6.202,1.087,0.595046,5.3672677,52.885193,234.984161,183.546219
250,9.013228265733757,7.57,102.908,19.981,6.896,0.793,0.14,0.09,0.029,0.412,0.004,0.323,0.32,0.013,0.337,0.177,0.132,8,0.2132203,8.61,5.892,1.075,0.543825,7.03482299,66.935623,240.310669,167.067383
251,9.18045606445813,6.55,67.318,44.092,5.254,0.577,0.141,0.088,0.099,0.419,0.014,0.069,0.201,0.023,0.371,0.202,0.036,10,0.338849,8.956,5.536,1.07,0.501891,4.8227878,87.617638,251.582809,189.24826
252,9.366531544420411,7.42,136.904,27.635,2.243,0.821,0.137,0.111,0.541,0.349,0.471,0.39,0.252,0.525,0.561,0.334,0.335,7,0.3292632,9.98,5.976,1.087,0.606996,5.1975833,82.390297,259.409698,184.826569
253,8.271646217978772,2.47,277.245,5.659,4.575,0.964,0.144,0.942,0.349,0.36,0.533,0.38,0.418,0.517,0.457,0.55,0.639,8,0.2386337,8.004,4.827,1.054,0.496616,9.85716378,65.951141,217.812103,166.955276
254,8.931814138253838,8.97,16.915,7.606,2.026,0.637,0.139,0.521,0.4,0.362,0.415,0.384,0.285,0.382,0.548,0.428,0.397,10,0.3120328,8.724,5.643,1.052,0.483186,6.22387921,60.351425,275.332092,180.484039
255,8.97061622231479,7.68,89.219,28.649,9.454,0.701,0.143,0.163,0.051,0.114,0.081,0.001,0.008,0.039,0.025,0.11,0.078,10,0.1256429,8.374,5.504,1.068,0.541719,7.06791415,62.810493,225.400146,197.209457
