mol_id,PKI,0,1,2,3,5,8,9,10,20,21,32,75,76,100,101,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
46,8.886056647693163,194.288,4.618,1.47,0.97,0.151,0.589,0.452,0.488,0.217,0.226,0.295,0.31,0.359,0.509,0.33,6,0.1511973,6.012,3.417,1.172,0.411535,9.75835468,46.496841,234.803238,165.69632
47,8.0,7.283,3.422,0.81,0.633,0.164,0.54,0.489,0.286,0.262,0.063,0.125,0.447,0.124,0.438,0.276,6,0.0756975,4.71,3.247,1.148,0.308734,8.4476836,46.981236,267.073853,71.495468
49,9.221848749616356,217.931,10.632,2.129,0.945,0.151,0.32,0.412,0.358,0.485,0.114,0.203,0.451,0.205,0.363,0.249,6,0.1651087,5.676,4.088,1.123,0.391476,3.83711679,58.065296,258.015533,162.123428
50,8.522878745280337,317.61,8.919,1.004,0.97,0.154,0.98,0.382,0.325,0.245,0.095,0.165,0.319,0.18,0.562,0.458,6,0.0379396,5.522,3.3,1.082,0.366384,6.46578042,43.755554,304.198517,64.361771
51,8.481486060122112,202.243,6.559,5.055,0.946,0.152,0.33,0.383,0.456,0.302,0.163,0.378,0.397,0.486,0.39,0.278,9,0.1220808,6.163,3.769,1.141,0.381698,9.75758007,40.457088,250.852982,119.913139
52,8.275724130399212,221.474,4.289,2.963,0.968,0.156,0.732,0.544,0.465,0.358,0.201,0.319,0.455,0.401,0.58,0.435,7,0.0915105,5.359,3.641,1.156,0.350446,10.966909,39.240604,256.583191,103.488564
53,8.67778070526608,217.542,6.06,3.623,0.957,0.152,0.285,0.546,0.304,0.36,0.216,0.27,0.43,0.287,0.378,0.313,7,0.1412294,6.244,3.952,1.169,0.407886,10.3095514,57.530567,290.224945,86.848061
54,8.585026652029182,9.36,5.274,0.937,0.601,0.154,0.401,0.427,0.332,0.252,0.085,0.149,0.463,0.156,0.386,0.278,8,0.0570512,5.535,3.814,1.118,0.378294,2.91591733,69.687424,225.350891,84.847839
55,8.585026652029182,80.281,5.84,2.313,0.908,0.154,0.115,0.47,0.453,0.324,0.233,0.296,0.447,0.335,0.346,0.229,5,0.1450347,5.862,3.777,1.259,0.376734,12.1974415,52.755608,262.144287,69.679985
56,8.0,57.184,7.615,1.145,0.867,0.155,0.093,0.48,0.369,0.298,0.154,0.212,0.351,0.224,0.314,0.173,7,0.0525312,5.631,3.403,1.144,0.36081,11.451328,42.309052,255.945343,70.886169
57,7.552841968657781,8.302,5.121,1.265,0.565,0.155,0.431,0.467,0.512,0.223,0.182,0.275,0.366,0.279,0.47,0.301,10,0.1244646,5.642,4.032,1.171,0.358421,4.16756115,46.735909,271.890808,135.427322
58,7.997833938243493,8.329,5.13,1.25,0.566,0.156,0.431,0.454,0.454,0.333,0.318,0.317,0.41,0.234,0.446,0.334,8,0.1564496,5.378,4.306,1.122,0.352342,10.2107051,31.257065,257.855743,68.186806
59,8.3767507096021,216.643,5.812,1.511,0.967,0.153,0.765,0.425,0.478,0.421,0.235,0.301,0.661,0.276,0.556,0.428,10,0.1785035,5.315,4.139,1.117,0.34904,8.77136234,39.440426,255.557938,83.719383
60,8.301029995663981,163.131,8.316,5.09,0.924,0.151,0.19,0.414,0.431,0.538,0.283,0.344,0.69,0.285,0.345,0.327,8,0.1207748,5.896,4.255,1.089,0.414188,4.61638552,34.737827,315.550201,132.171417
61,7.920818753952375,8.388,7.765,0.762,0.496,0.151,0.43,0.443,0.261,0.228,0.068,0.112,0.221,0.15,0.378,0.341,7,0.1213846,5.978,4.189,1.099,0.417602,6.68237106,49.54435,326.190491,102.607712
62,8.769551078621726,13.364,8.022,0.757,0.604,0.149,0.441,0.419,0.317,0.508,0.07,0.13,0.576,0.153,0.392,0.333,13,0.1078943,7.019,5.727,1.125,0.470841,5.77198521,43.114857,309.494263,127.218773
63,8.431798275933005,270.849,151.358,2.563,0.638,0.149,0.452,0.705,0.458,0.338,0.178,0.27,0.285,0.334,0.538,0.286,10,0.251659,6.595,5.317,1.151,0.449679,8.21406764,47.156139,253.987625,103.026566
64,8.267606240177031,45.02,37.47,5.777,0.51,0.145,0.049,0.052,0.378,0.007,0.034,0.451,0.025,0.455,0.159,0.017,8,0.1744689,6.541,5.449,1.103,0.420861,8.43394908,29.425625,311.663544,146.794464
65,8.136677139879543,10.286,6.065,1.004,0.593,0.15,0.43,0.399,0.359,0.464,0.08,0.157,0.447,0.187,0.396,0.337,10,0.1358474,6.322,5.387,1.092,0.418457,2.80706839,41.229591,257.61203,140.133972
66,8.075720713938118,12.724,7.889,0.837,0.593,0.148,0.36,0.437,0.27,0.389,0.061,0.122,0.486,0.129,0.355,0.284,8,0.1787247,6.702,5.07,1.054,0.438964,7.373825,22.509953,250.54895,121.753166
67,7.795880017344075,30.681,8.079,1.047,0.771,0.151,0.037,0.502,0.396,0.126,0.04,0.141,0.401,0.191,0.312,0.058,9,0.1642058,6.51,5.008,1.11,0.410869,7.72082636,42.237366,272.872711,104.282349
68,7.886056647693163,12.944,7.894,1.158,0.588,0.147,0.433,0.404,0.353,0.426,0.087,0.163,0.389,0.187,0.397,0.28,11,0.1195876,7.212,5.297,1.094,0.448494,11.3647239,50.140938,279.690308,104.612854
70,8.031517051446064,357.157,8.306,2.907,0.97,0.147,0.783,0.388,0.365,0.431,0.231,0.263,0.573,0.2,0.512,0.524,10,0.1063834,6.737,5.092,1.042,0.44528,2.12972345,50.437515,254.045792,123.620667
76,8.040958607678906,9.544,4.494,1.13,0.629,0.151,0.412,0.483,0.364,0.249,0.072,0.155,0.415,0.183,0.419,0.299,8,0.1242022,6.203,4.203,1.143,0.385342,10.2811744,44.637699,245.185669,114.378235
78,8.337242168318426,9.572,5.67,0.907,0.593,0.152,0.414,0.443,0.326,0.206,0.061,0.136,0.351,0.165,0.394,0.288,7,0.1433841,6.112,4.238,1.097,0.395926,7.71943592,27.871494,279.036652,95.820374
79,7.0762380391713,46.317,13.767,2.364,0.742,0.162,0.041,0.476,0.34,0.001,0.093,0.245,0.076,0.322,0.286,0.044,8,0.1217527,6.052,2.879,1.169,0.431666,8.96956547,40.630177,945.998291,63.675705
80,9.522878745280336,10.794,4.616,1.018,0.657,0.152,0.411,0.363,0.32,0.227,0.072,0.134,0.387,0.193,0.364,0.291,8,0.10691,5.807,4.086,1.092,0.407915,4.47526449,36.72905,269.679199,100.509789
81,10.0,174.008,4.993,1.471,0.964,0.154,0.317,0.417,0.4,0.192,0.249,0.267,0.348,0.249,0.378,0.33,10,0.0683996,5.405,4.017,1.165,0.38299,9.32862933,50.627262,248.772598,89.944237
82,8.958607314841775,9.93,5.322,1.036,0.61,0.152,0.486,0.364,0.324,0.272,0.09,0.156,0.361,0.163,0.391,0.317,7,0.193895,5.73,4.051,1.124,0.398497,9.68409914,46.11515,261.542877,101.759262
83,8.309803919971486,9.593,5.075,0.877,0.617,0.154,0.439,0.38,0.331,0.241,0.078,0.146,0.374,0.173,0.383,0.243,9,0.1117141,5.56,3.893,1.168,0.362847,10.464795,47.214195,243.919586,106.502426
85,7.508638306165727,6.787,4.765,1.011,0.54,0.159,0.481,0.554,0.346,0.303,0.077,0.15,0.498,0.172,0.46,0.29,9,0.044609,5.043,3.658,1.17,0.323788,11.0840924,31.591259,239.874207,102.316177
86,7.366531544420414,9.978,5.047,1.456,0.605,0.152,0.432,0.348,0.319,0.147,0.182,0.205,0.22,0.247,0.366,0.348,7,0.0777876,6.051,3.633,1.291,0.412957,12.8661427,51.757385,277.036041,107.736732
87,8.2839966563652,167.717,5.631,1.866,0.957,0.153,0.407,0.466,0.408,0.36,0.358,0.305,0.531,0.288,0.427,0.364,9,0.0714028,6.229,4.624,1.237,0.372405,12.9868016,70.885712,255.940628,111.960022
88,8.698970004336019,8.771,5.036,1.05,0.59,0.153,0.446,0.39,0.352,0.225,0.222,0.198,0.324,0.465,0.396,0.265,8,0.038654,5.697,3.643,1.208,0.341468,12.4940763,66.557961,261.529877,184.162292
89,8.468521082957745,9.102,5.459,0.985,0.585,0.153,0.45,0.399,0.3,0.307,0.069,0.128,0.425,0.168,0.383,0.297,11,0.1119904,5.573,4.566,1.111,0.382357,8.46079517,61.896023,275.330597,118.62487
90,8.585026652029182,176.006,7.942,0.975,0.952,0.153,0.457,0.477,0.383,0.666,0.101,0.167,0.843,0.222,0.439,0.368,8,0.1344581,5.577,3.508,1.132,0.382839,9.70448699,66.965645,271.867981,142.775604
91,7.886056647693163,6.338,5.757,1.069,0.482,0.155,0.454,0.454,0.381,0.292,0.085,0.166,0.418,0.193,0.429,0.278,7,0.0962538,4.989,3.026,1.148,0.324756,8.84410325,59.581467,270.853668,105.19458
92,8.455931955649724,6.968,5.45,1.027,0.518,0.157,0.488,0.474,0.346,0.327,0.076,0.152,0.544,0.156,0.436,0.293,7,0.1067914,5.094,3.398,1.136,0.336634,8.28480741,23.527895,246.256668,66.489227
93,8.958607314841775,33.767,4.895,2.901,0.812,0.16,0.035,0.491,0.468,0.137,0.008,0.215,0.5,0.335,0.332,0.049,5,0.0760185,4.379,2.924,1.168,0.309913,8.65851612,36.655643,228.361023,70.264153
94,7.602059991327962,6.596,3.383,2.269,0.539,0.154,0.522,0.554,0.429,0.309,0.228,0.279,0.461,0.383,0.502,0.294,9,0.3100016,5.158,3.042,1.203,0.313976,10.4185186,65.432289,251.949432,114.56665
95,6.127843727251707,209.109,7.697,1.446,0.958,0.163,0.31,0.569,0.418,0.548,0.159,0.229,0.644,0.216,0.433,0.322,7,0.1438208,4.476,3.691,1.252,0.319597,10.3314074,42.421646,250.830078,66.999413
96,6.6777807052660805,160.608,65.985,3.31,0.699,0.167,0.435,0.081,0.46,0.003,0.151,0.357,0.024,0.414,0.325,0.281,6,0.0196512,4.287,3.383,1.236,0.306305,10.3477328,52.537201,246.765656,42.021816
97,6.806875401645538,11.594,2.51,0.934,0.771,0.156,0.483,0.421,0.303,0.273,0.053,0.119,0.507,0.136,0.402,0.318,7,0.0389347,5.351,4.272,1.229,0.394872,10.6839931,48.868813,323.07016,101.866669
98,6.91721462968355,17.704,2.661,0.745,0.839,0.152,0.558,0.481,0.319,0.305,0.078,0.135,0.522,0.134,0.453,0.31,9,0.0536983,6.208,4.329,1.322,0.439981,11.6670124,52.004784,291.31012,133.908356
99,6.920818753952375,401.429,9.24,1.606,0.974,0.151,0.932,0.354,0.46,0.107,0.313,0.325,0.185,0.556,0.582,0.439,9,0.0886808,6.325,4.248,1.33,0.474335,13.8469433,45.326645,320.538879,84.021973
100,7.67778070526608,8.415,2.387,1.003,0.713,0.163,0.566,0.415,0.3,0.315,0.058,0.128,0.53,0.11,0.427,0.292,10,0.0211882,4.264,3.623,1.25,0.314946,11.982415,26.777695,241.086868,49.451244
101,7.795880017344075,15.107,2.397,0.821,0.824,0.155,0.483,0.428,0.282,0.311,0.055,0.117,0.51,0.102,0.398,0.304,6,0.1226322,5.418,4.033,1.131,0.426143,7.33556905,50.292675,268.622162,109.281387
102,7.920818753952375,273.723,12.286,1.955,0.951,0.16,0.839,0.515,0.492,0.499,0.229,0.312,0.576,0.309,0.615,0.492,12,0.1203631,4.949,4.078,1.273,0.392551,13.6151501,77.783257,278.21524,93.2705
103,7.920818753952375,96.678,2.456,1.019,0.965,0.159,0.184,0.324,0.339,0.27,0.083,0.164,0.419,0.16,0.282,0.163,11,0.1058735,5.294,4.555,1.189,0.410243,9.23808312,42.822769,250.964615,58.004738
104,7.920818753952375,279.286,4.706,0.893,0.98,0.164,0.552,0.422,0.254,0.324,0.018,0.065,0.34,0.085,0.409,0.244,7,0.0227038,4.535,3.465,1.22,0.319175,10.3642072,65.24807,235.846802,66.53286
105,8.070581074285707,192.562,11.07,1.518,0.939,0.154,0.474,0.411,0.385,0.375,0.129,0.201,0.473,0.235,0.424,0.317,7,0.0981244,6.046,3.383,1.194,0.431178,9.83207988,74.794792,241.226166,118.192146
106,8.102372908709558,9.861,2.368,1.44,0.721,0.159,0.522,0.441,0.388,0.238,0.149,0.21,0.607,0.18,0.45,0.36,9,0.0903711,5.274,4.162,1.13,0.37049,6.81012113,47.028896,327.245453,114.148087
107,8.207608310501746,146.669,3.816,0.997,0.968,0.16,0.341,0.326,0.322,0.296,0.149,0.182,0.36,0.135,0.33,0.299,11,0.0889379,4.863,4.144,1.374,0.375472,14.8120355,57.742989,249.247223,94.54554
109,8.327902142064282,155.755,76.741,3.071,0.661,0.151,0.17,0.103,0.389,0.035,0.223,0.295,0.061,0.286,0.221,0.18,12,0.1379889,5.913,4.052,1.387,0.413775,14.4069621,40.534119,270.826111,71.242264
110,8.619788758288394,18.929,2.353,1.242,0.84,0.153,0.581,0.399,0.323,0.268,0.072,0.147,0.44,0.129,0.434,0.286,11,0.1344358,5.867,4.01,1.284,0.443148,12.9855173,44.248135,283.259338,108.225441
113,5.337242168318426,10.899,2.145,0.136,0.827,0.177,0.571,0.506,0.2,0.42,0.186,0.167,0.371,0.098,0.425,0.436,4,0.1220444,4.771,2.377,1.083,0.36417,6.88075524,27.556835,32.730137,38.127773
114,5.508638306165727,10.508,2.228,0.107,0.818,0.177,0.605,0.551,0.378,0.391,0.329,0.281,0.609,0.184,0.512,0.37,3,0.1793665,3.891,2.205,1.111,0.322176,6.9030455,21.343838,45.396996,29.443333
115,5.537602002101044,16.971,2.634,0.326,0.851,0.167,0.564,0.446,0.331,0.491,0.204,0.249,0.456,0.23,0.447,0.355,6,0.1946661,5.509,3.116,1.176,0.403391,10.8288164,24.671471,56.971066,47.964672
116,5.585026652029182,188.823,109.077,5.119,0.623,0.165,0.213,0.172,0.357,0.086,0.511,0.393,0.167,0.38,0.247,0.234,6,0.2170187,5.761,3.142,1.142,0.42647,10.2180973,38.18531,79.263855,87.653847
117,5.619788758288394,16.882,3.927,0.335,0.798,0.163,0.583,0.431,0.3,0.285,0.309,0.21,0.406,0.2,0.438,0.335,6,0.1353727,6.008,3.012,1.167,0.408555,6.98438177,36.219112,64.95018,66.153595
118,5.657577319177793,10.769,1.891,0.569,0.814,0.177,0.601,0.512,0.412,0.797,0.163,0.293,0.464,0.252,0.508,0.428,4,0.0305192,4.785,2.341,1.114,0.326694,7.32534101,23.316793,56.752266,54.391422
119,5.6777807052660805,10.549,2.341,0.156,0.809,0.177,0.601,0.479,0.215,0.795,0.18,0.139,0.501,0.073,0.432,0.485,3,0.1623427,4.839,2.207,1.077,0.350864,6.07264959,38.244804,41.345951,61.850075
120,5.698970004336019,180.572,2.356,0.868,0.982,0.172,0.885,0.348,0.33,0.814,0.078,0.134,0.371,0.188,0.521,0.66,5,0.1483393,4.494,2.376,1.052,0.371083,4.46977442,29.740004,24.790625,56.177704
121,5.769551078621726,9.896,2.451,0.313,0.782,0.174,0.576,0.496,0.427,0.461,0.126,0.246,0.42,0.233,0.5,0.323,7,0.1311002,4.514,2.755,1.132,0.322618,8.93194839,30.403467,47.754066,66.111832
122,5.769551078621726,10.151,1.557,0.882,0.806,0.177,0.599,0.483,0.471,0.626,0.091,0.192,0.471,0.149,0.518,0.365,3,0.1172151,4.643,2.274,1.129,0.321729,7.97250591,37.253162,50.334858,54.675282
123,5.823908740944319,356.307,5.963,1.049,0.981,0.159,0.861,0.326,0.247,0.115,0.549,0.248,0.271,0.38,0.478,0.47,6,0.1087735,6.57,2.912,1.15,0.449292,7.50673789,51.064735,239.222031,160.177292
124,5.958607314841775,11.44,3.055,0.177,0.78,0.171,0.582,0.485,0.13,0.468,0.146,0.098,0.461,0.058,0.399,0.32,6,0.1505423,5.266,2.617,1.101,0.344864,5.23402324,38.603283,45.134342,76.645576
125,6.0,20.376,1.804,0.734,0.889,0.163,0.545,0.404,0.282,0.623,0.393,0.367,0.389,0.378,0.41,0.471,9,0.0454367,6.056,3.336,1.127,0.44719,10.9353866,51.190552,68.047867,86.783836
126,6.0,221.976,3.849,1.855,0.975,0.162,0.253,0.309,0.281,0.301,0.183,0.261,0.202,0.317,0.281,0.209,6,0.1782413,5.766,3.061,1.085,0.405347,7.87831551,61.794716,70.536278,108.320953
127,6.309803919971486,165.042,8.627,0.757,0.946,0.163,0.328,0.428,0.428,0.336,0.571,0.379,0.397,0.381,0.395,0.46,5,0.0711408,6.053,3.267,1.102,0.451136,6.88874681,44.185059,39.748646,98.047249
128,6.366531544420414,194.754,2.495,1.377,0.981,0.161,0.822,0.341,0.363,0.587,0.161,0.337,0.256,0.455,0.509,0.62,6,0.2070442,6.081,3.22,1.122,0.444264,6.08218697,38.326233,77.725037,79.733421
129,6.443697499232712,26.206,1.65,0.967,0.909,0.158,0.554,0.306,0.396,0.567,0.104,0.255,0.373,0.299,0.419,0.352,3,0.1427497,6.384,3.402,1.126,0.480882,5.20758553,61.94622,104.379509,93.77916
130,6.698970004336019,84.103,13.898,1.17,0.848,0.163,0.112,0.523,0.348,0.359,0.736,0.331,0.456,0.384,0.328,0.396,7,0.2168591,6.21,3.541,1.133,0.451378,9.72966229,66.806252,129.011353,96.599922
131,7.0,64.851,9.424,1.212,0.859,0.175,0.094,0.544,0.226,0.31,0.711,0.27,0.505,0.319,0.288,0.361,6,0.0277721,4.867,2.672,1.095,0.344458,7.330545,47.147179,56.341022,53.630577
132,5.455931955649724,7.936,2.71,1.042,0.679,0.164,0.544,0.416,0.345,0.229,0.078,0.156,0.457,0.153,0.435,0.308,6,0.1173979,4.218,2.792,1.323,0.316434,12.5708764,57.849823,87.811386,60.233273
133,5.494850021680094,9.756,4.312,1.973,0.608,0.158,0.541,0.456,0.336,0.159,0.19,0.224,0.294,0.401,0.444,0.315,10,0.1041242,5.564,3.656,1.349,0.368104,15.5132551,64.271179,143.338806,62.942192
134,5.552841968657781,9.446,2.358,0.694,0.756,0.169,0.583,0.366,0.303,0.179,0.051,0.117,0.396,0.119,0.417,0.26,6,0.0225802,4.495,2.675,1.411,0.319387,13.6316966,37.655415,61.232567,90.002655
135,5.920818753952375,9.746,2.622,0.74,0.743,0.163,0.522,0.518,0.392,0.258,0.173,0.207,0.517,0.401,0.477,0.314,8,0.1217572,5.051,3.325,1.506,0.334317,14.2242003,49.468697,79.688087,86.927254
136,6.049148541111453,10.627,2.24,0.724,0.782,0.168,0.576,0.414,0.36,0.175,0.085,0.162,0.4,0.15,0.45,0.294,7,0.0972837,4.538,3.626,1.415,0.35019,13.6145272,59.802467,76.900742,66.003777
