mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,20,21,31,32,75,76,100,101,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,9.154901959985745,2.96,9.97,2.323,1.789,0.708,0.156,0.469,0.525,0.474,0.237,0.205,0.335,0.291,0.395,0.227,0.49,0.357,6,0.045426,5.248,3.92,1.184,0.379173,11.9523758,42.898499,137.317551,112.092155
2,9.30102999566398,0.59,7.541,3.075,2.315,0.583,0.156,0.511,0.481,0.442,0.395,0.208,0.399,0.293,0.417,0.213,0.478,0.416,8,0.087223,5.538,4.395,1.163,0.353478,12.5990763,48.34016,266.456116,104.242828
3,6.214670164989233,0.52,16.34,2.043,1.335,0.829,0.151,0.461,0.419,0.352,0.197,0.097,0.257,0.173,0.406,0.165,0.411,0.275,5,0.1590748,5.834,3.383,1.062,0.440554,5.80306242,42.492592,101.438736,168.698349
4,7.920818753952375,6.41,117.158,6.512,3.371,0.922,0.151,0.199,0.366,0.46,0.367,0.293,0.366,0.371,0.522,0.48,0.342,0.304,8,0.1274344,5.679,3.383,1.192,0.383766,10.4280003,36.440315,275.236328,125.597145
6,7.823908740944319,0.93,339.127,2.73,2.032,0.986,0.156,0.88,0.481,0.46,0.307,0.205,0.35,0.275,0.488,0.261,0.607,0.439,7,0.11668,5.534,3.247,1.091,0.417468,10.9899932,50.564285,246.832291,104.074623
7,7.207608310501746,4.42,9.378,3.188,1.968,0.645,0.158,0.522,0.486,0.411,0.272,0.219,0.318,0.27,0.383,0.366,0.473,0.33,5,0.2078579,4.997,2.973,1.159,0.357235,9.24968457,60.554996,340.426086,191.697556
8,8.619788758288394,9.24,134.258,40.786,2.077,0.758,0.153,0.271,0.054,0.497,0.058,0.334,0.036,0.381,0.026,0.433,0.274,0.206,5,0.1498737,5.361,3.281,1.176,0.420813,9.64102193,40.520851,229.930969,138.951141
9,7.341988603342887,1.02,7.265,2.993,0.628,0.667,0.167,0.571,0.474,0.281,0.312,0.04,0.351,0.101,0.5,0.101,0.442,0.287,5,0.094945,4.301,3.247,1.181,0.302087,8.93098913,30.561443,240.252609,68.499832
10,8.698970004336019,1.02,67.789,11.474,0.841,0.846,0.155,0.087,0.429,0.336,0.499,0.065,0.447,0.136,0.74,0.184,0.284,0.231,7,0.1965933,5.752,4.34,1.155,0.428995,9.57656442,65.619659,219.502411,92.82531
12,7.744727494896693,1.97,50.647,11.999,3.327,0.768,0.154,0.058,0.571,0.42,0.003,0.276,0.093,0.308,0.199,0.348,0.349,0.107,7,0.1883479,5.46,3.608,1.15,0.43084,10.6479812,40.763264,251.945679,159.282745
13,7.552841968657781,8.72,13.808,2.597,1.599,0.767,0.153,0.559,0.484,0.435,0.29,0.168,0.335,0.268,0.491,0.248,0.493,0.336,9,0.1706105,5.407,3.471,1.174,0.399906,10.3223571,32.585346,256.154053,74.515358
14,8.017728766960431,8.42,245.346,59.409,1.488,0.801,0.153,0.349,0.1,0.389,0.043,0.105,0.068,0.186,0.051,0.244,0.279,0.183,7,0.1441426,5.859,4.246,1.262,0.414141,11.1947999,70.221771,257.926056,99.609161
15,8.920818753952375,4.67,9.651,3.013,0.927,0.71,0.159,0.503,0.389,0.296,0.205,0.073,0.272,0.132,0.419,0.124,0.396,0.329,5,0.058005,5.475,4.054,1.386,0.373648,12.1970876,26.301884,262.27478,81.337387
16,7.301029995663981,5.11,181.651,112.931,1.278,0.614,0.159,0.336,0.184,0.296,0.052,0.161,0.089,0.199,0.071,0.211,0.272,0.218,7,0.0928358,4.82,3.281,1.173,0.343179,9.06130114,35.484566,212.877869,99.40921
17,8.537602002101044,6.24,8.355,3.379,0.941,0.659,0.159,0.49,0.427,0.291,0.239,0.081,0.301,0.131,0.283,0.15,0.403,0.372,6,0.0936141,5.097,3.349,1.159,0.372585,7.81690498,34.577927,270.194244,90.371872
19,7.494850021680094,0.38,172.575,8.517,1.091,0.947,0.153,0.356,0.383,0.311,0.314,0.1,0.337,0.156,0.317,0.147,0.35,0.322,8,0.1221574,5.883,4.159,1.094,0.402025,6.82559301,48.119194,257.731049,111.711365
20,7.657577319177793,5.55,116.702,8.287,2.602,0.915,0.147,0.208,0.497,0.433,0.413,0.235,0.485,0.294,0.425,0.303,0.379,0.352,8,0.0527766,6.204,4.091,1.158,0.452539,8.9001418,51.866776,311.965179,202.087143
21,7.958607314841775,9.62,16.892,2.369,1.803,0.802,0.149,0.562,0.432,0.345,0.265,0.118,0.31,0.183,0.496,0.19,0.447,0.32,9,0.1180839,5.91,4.226,1.232,0.440334,12.4798281,41.399029,304.970428,139.514221
22,7.017728766960431,2.31,135.221,3.814,0.89,0.966,0.162,0.302,0.466,0.307,0.434,0.053,0.413,0.124,0.601,0.18,0.358,0.29,8,0.0359211,4.736,3.349,1.196,0.297566,9.43130492,26.082386,252.830597,103.287369
23,8.080921907623926,1.17,255.975,4.989,3.442,0.968,0.153,0.441,0.386,0.372,0.29,0.226,0.297,0.275,0.461,0.265,0.4,0.307,9,0.1132166,5.283,4.067,1.413,0.346072,15.4389661,52.209736,271.759827,150.000122
24,8.769551078621726,8.87,10.463,2.572,1.237,0.733,0.156,0.508,0.43,0.354,0.221,0.065,0.301,0.149,0.479,0.173,0.431,0.32,9,0.1152754,5.396,3.883,1.104,0.380503,7.56582345,38.840515,307.141296,104.664017
25,7.481486060122112,4.61,151.888,67.899,3.627,0.68,0.156,0.409,0.058,0.404,0.002,0.635,0.011,0.439,0.016,0.907,0.29,0.375,6,0.0372648,5.158,3.212,1.207,0.404367,10.5066625,80.122429,286.197784,123.06881
27,7.958607314841775,3.52,13.588,3.423,1.08,0.751,0.153,0.544,0.446,0.384,0.296,0.083,0.336,0.171,0.438,0.196,0.458,0.336,9,0.1216252,5.894,3.983,1.292,0.413869,11.7752456,59.71146,260.7258,90.431564
28,8.031517051446064,8.48,28.953,7.876,1.134,0.763,0.153,0.053,0.297,0.352,0.004,0.095,0.028,0.174,0.083,0.19,0.234,0.05,7,0.1040356,5.601,3.486,1.183,0.414478,10.0023572,30.407021,1130.086426,86.341293
30,8.229147988357855,5.56,140.083,4.703,3.774,0.943,0.151,0.242,0.416,0.432,0.498,0.291,0.393,0.324,0.484,0.211,0.363,0.33,7,0.1811556,6.278,4.75,1.158,0.438594,10.6435477,47.284569,254.937424,65.963783
31,8.568636235841012,3.88,292.922,140.052,1.942,0.674,0.156,0.453,0.659,0.375,0.717,0.151,0.789,0.239,0.831,0.213,0.496,0.427,9,0.1565703,5.714,4.53,1.251,0.408768,12.0636418,29.779224,242.762299,75.854088
32,8.022276394711152,2.35,14.707,2.541,0.87,0.812,0.156,0.46,0.37,0.293,0.24,0.054,0.271,0.125,0.38,0.128,0.375,0.261,9,0.0706731,5.411,4.453,1.259,0.41619,12.2070428,35.491684,221.439148,107.359177
33,7.886056647693163,6.98,10.919,3.945,0.81,0.697,0.155,0.515,0.46,0.283,0.25,0.057,0.313,0.121,0.415,0.128,0.419,0.312,8,0.1040858,5.095,4.213,1.137,0.387436,7.91204042,55.748074,262.197937,112.303497
34,8.494850021680094,1.41,14.269,2.395,0.646,0.824,0.159,0.462,0.42,0.278,0.285,0.04,0.325,0.104,0.491,0.105,0.387,0.25,9,0.0813788,5.032,3.907,1.211,0.39463,11.5619424,43.48225,233.480576,110.469215
35,7.045757490560675,7.08,48.362,5.426,2.095,0.865,0.16,0.068,0.448,0.482,0.178,0.141,0.346,0.3,0.393,0.383,0.332,0.108,8,0.0537746,5.107,3.026,1.242,0.310223,10.8997336,25.324345,229.366974,53.021755
36,8.585026652029182,1.03,47.328,8.433,0.756,0.837,0.154,0.07,0.447,0.274,0.01,0.042,0.138,0.108,0.248,0.124,0.263,0.025,9,0.0589213,5.758,4.247,1.138,0.412103,9.5100476,40.543621,237.825256,63.864395
37,8.214670164989233,3.98,11.337,3.836,0.827,0.709,0.155,0.45,0.345,0.316,0.193,0.081,0.241,0.138,0.327,0.137,0.37,0.26,5,0.0985444,5.723,4.052,1.179,0.385015,9.85886401,41.202133,276.058044,59.256065
38,8.346787486224656,0.33,11.664,3.636,0.986,0.716,0.154,0.491,0.396,0.406,0.179,0.076,0.258,0.178,0.366,0.208,0.431,0.322,8,0.1242805,5.428,4.183,1.099,0.411723,7.90245096,40.35463,276.494415,75.497269
39,8.823908740944319,3.65,181.127,3.56,2.083,0.97,0.153,0.465,0.451,0.331,0.252,0.357,0.302,0.329,0.367,0.226,0.416,0.449,8,0.196372,5.726,4.374,1.118,0.409466,11.0307177,50.101784,258.890228,88.758156
40,8.698970004336019,7.82,253.362,86.324,2.867,0.74,0.162,0.582,0.179,0.484,0.14,0.164,0.142,0.277,0.069,0.349,0.415,0.366,5,0.0448359,4.415,3.452,1.232,0.302257,9.06926095,53.482178,272.972565,57.703735
41,6.823908740944319,1.87,7.564,3.63,0.749,0.633,0.162,0.535,0.444,0.291,0.237,0.076,0.297,0.133,0.394,0.134,0.423,0.266,7,0.0453601,4.725,3.281,1.155,0.313224,9.34606082,48.569565,220.440247,74.82579
42,8.55284196865778,5.02,7.866,3.37,0.732,0.657,0.163,0.552,0.464,0.254,0.247,0.063,0.313,0.11,0.41,0.119,0.423,0.259,6,0.0451471,4.396,3.364,1.136,0.313205,7.78741758,30.002972,240.886765,67.887871
43,7.744727494896693,4.91,144.199,66.088,2.886,0.676,0.163,0.328,0.079,0.431,0.003,0.182,0.015,0.293,0.028,0.362,0.28,0.145,6,0.0491652,4.264,3.398,1.141,0.297232,8.04961699,55.054245,256.036102,74.685257
44,8.886056647693163,9.44,7.465,3.276,0.896,0.642,0.161,0.525,0.472,0.299,0.269,0.059,0.325,0.125,0.456,0.127,0.432,0.267,6,0.1527765,4.415,2.529,1.175,0.306906,8.96400045,31.309628,217.341232,44.234634
45,9.045757490560677,6.96,202.986,22.364,7.719,0.871,0.156,0.279,0.027,0.43,0.094,0.393,0.038,0.421,0.014,0.463,0.245,0.286,6,0.0550213,5.51,4.169,1.087,0.377249,9.29186766,34.81781,219.158081,138.080872
