mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,20,21,31,32,75,76,100,101,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,9.154901959985745,8.62,9.488,2.702,1.921,0.672,0.156,0.488,0.345,0.405,0.342,0.174,0.32,0.24,0.351,0.289,0.413,0.368,8,0.0889287,5.358,3.853,1.2,0.372245,12.0118983,50.304176,106.986679,130.22847
2,9.30102999566398,4.37,7.632,2.825,2.405,0.593,0.156,0.513,0.368,0.422,0.337,0.259,0.331,0.323,0.419,0.157,0.434,0.411,8,0.0848633,5.598,4.122,1.196,0.352864,7.31041824,39.712856,241.672607,81.700462
3,6.214670164989233,2.57,16.742,2.213,1.187,0.831,0.151,0.467,0.378,0.31,0.191,0.081,0.239,0.148,0.397,0.143,0.385,0.265,6,0.1326113,6.001,3.042,1.066,0.443124,5.68042919,58.717339,136.097015,159.153503
4,7.920818753952375,9.98,13.776,2.565,1.723,0.763,0.151,0.473,0.399,0.348,0.239,0.14,0.269,0.207,0.407,0.213,0.407,0.303,5,0.1014365,6.13,3.417,1.201,0.41651,10.6500498,62.498718,257.073547,123.928444
6,7.823908740944319,1.49,210.612,5.646,1.48,0.967,0.156,0.823,0.403,0.453,0.377,0.16,0.351,0.251,0.256,0.288,0.56,0.492,6,0.1107564,5.186,3.144,1.139,0.409599,10.9925594,40.635841,233.653091,106.020691
7,7.207608310501746,4.12,10.597,2.593,2.305,0.684,0.163,0.546,0.462,0.461,0.253,0.204,0.291,0.28,0.37,0.28,0.49,0.326,6,0.1912819,5.231,3.178,1.159,0.370039,9.10291397,48.310749,366.174408,153.079819
8,8.619788758288394,2.39,50.449,13.395,1.862,0.768,0.153,0.05,0.468,0.488,0.002,0.201,0.562,0.34,0.753,0.436,0.335,0.283,7,0.1569699,5.686,3.349,1.171,0.420716,10.1205085,35.785717,286.699127,114.357529
9,7.341988603342887,3.1,190.646,38.154,2.903,0.823,0.165,0.575,0.035,0.484,0.001,0.125,0.007,0.383,0.014,0.534,0.365,0.306,9,0.0962339,4.406,3.349,1.189,0.304124,9.6629406,24.941978,217.125153,64.448326
10,8.698970004336019,7.53,250.055,5.333,2.562,0.969,0.155,0.958,0.454,0.428,0.317,0.24,0.362,0.284,0.346,0.37,0.613,0.519,7,0.160789,5.525,4.716,1.13,0.435127,8.12911333,57.034035,224.337082,88.457199
12,7.744727494896693,0.59,197.646,10.032,0.852,0.948,0.154,0.474,0.496,0.427,0.548,0.231,0.475,0.274,0.39,0.314,0.466,0.399,7,0.2216941,5.609,3.949,1.202,0.394227,8.21343394,26.227776,216.060089,160.228668
13,7.552841968657781,0.22,16.249,2.121,1.144,0.833,0.153,0.545,0.41,0.388,0.297,0.123,0.324,0.19,0.511,0.193,0.448,0.309,10,0.0843851,5.671,3.47,1.252,0.414255,9.09158841,38.107712,248.361633,79.87973
14,8.017728766960431,4.69,97.36,10.888,2.946,0.876,0.153,0.143,0.443,0.437,0.364,0.195,0.446,0.27,0.574,0.352,0.341,0.293,7,0.1381611,5.931,4.111,1.248,0.413786,11.2598345,64.433701,244.898438,105.151436
15,8.920818753952375,6.24,10.656,2.684,0.971,0.745,0.159,0.502,0.365,0.3,0.243,0.082,0.28,0.135,0.436,0.124,0.389,0.299,9,0.0307651,4.91,4.129,1.388,0.372854,14.7352138,54.939999,269.057892,80.63443
16,7.301029995663981,7.38,116.158,3.705,1.632,0.956,0.159,0.228,0.35,0.393,0.176,0.352,0.254,0.343,0.235,0.559,0.324,0.304,3,0.0992758,4.846,3.417,1.173,0.342003,9.01564332,28.355595,228.649033,86.335815
17,8.537602002101044,9.08,8.26,3.406,0.953,0.655,0.159,0.494,0.432,0.299,0.245,0.076,0.307,0.131,0.287,0.142,0.409,0.378,5,0.0663245,5.26,3.315,1.149,0.372668,7.35985546,32.87011,227.471985,113.690918
19,7.494850021680094,5.3,263.391,2.544,1.417,0.985,0.153,0.581,0.405,0.389,0.303,0.178,0.33,0.23,0.554,0.186,0.459,0.327,9,0.1450486,5.781,4.156,1.169,0.421616,8.2106525,42.312294,256.356628,101.373383
20,7.657577319177793,0.26,16.903,3.265,1.218,0.79,0.147,0.561,0.514,0.396,0.267,0.13,0.356,0.204,0.511,0.204,0.491,0.331,6,0.0750213,6.158,4.124,1.036,0.44401,9.95160295,54.044525,327.992157,200.241379
21,7.958607314841775,4.76,16.691,2.479,1.668,0.801,0.149,0.556,0.436,0.334,0.265,0.124,0.31,0.182,0.493,0.186,0.442,0.323,9,0.1053382,6.199,4.192,1.226,0.440336,11.9732889,68.385773,317.271667,131.572266
22,7.017728766960431,0.92,6.485,3.276,0.91,0.608,0.164,0.537,0.481,0.302,0.289,0.052,0.337,0.122,0.464,0.116,0.44,0.286,6,0.0343467,4.536,3.349,1.194,0.299229,9.91835958,46.310715,242.990112,74.818169
23,8.080921907623926,9.21,8.808,3.976,1.688,0.609,0.153,0.479,0.495,0.491,0.363,0.193,0.384,0.276,0.525,0.302,0.488,0.351,7,0.0550797,5.574,3.998,1.426,0.36239,16.2072414,64.09462,276.502014,143.724365
24,8.769551078621726,0.83,251.049,6.795,1.967,0.966,0.156,0.953,0.555,0.509,0.483,0.166,0.476,0.312,0.462,0.336,0.672,0.542,9,0.1294537,5.218,4.155,1.123,0.380653,8.43732112,42.459526,277.757172,118.411362
25,7.481486060122112,7.46,386.143,185.74,4.321,0.67,0.156,0.85,0.451,0.459,0.494,0.199,0.502,0.282,0.287,0.176,0.587,0.584,5,0.0396683,5.133,3.281,1.214,0.391763,10.2100789,46.724869,322.565369,115.237419
27,7.958607314841775,8.72,36.649,9.34,1.139,0.778,0.153,0.042,0.335,0.396,0.003,0.074,0.027,0.206,0.08,0.223,0.258,0.038,10,0.05505,5.63,4.052,1.311,0.430098,12.8098483,37.285652,231.6008,77.661217
28,8.031517051446064,9.5,128.795,3.004,1.987,0.963,0.153,0.233,0.446,0.339,0.478,0.202,0.436,0.235,0.649,0.318,0.339,0.262,5,0.1204679,5.464,3.52,1.181,0.414095,9.62728965,43.196766,1107.80542,75.019577
30,8.229147988357855,2.22,251.25,5.365,1.694,0.973,0.151,0.317,0.41,0.465,0.418,0.198,0.383,0.279,0.319,0.32,0.397,0.386,11,0.2382446,6.232,4.784,1.152,0.447909,10.4978948,79.90654,262.654907,110.187584
31,8.568636235841012,3.05,240.746,169.534,4.422,0.581,0.156,0.959,0.343,0.449,0.124,0.147,0.191,0.263,0.188,0.331,0.583,0.411,9,0.1281377,5.618,4.11,1.248,0.424148,11.5982529,36.038475,227.442596,74.238686
32,8.022276394711152,5.14,14.364,2.993,0.798,0.791,0.156,0.463,0.383,0.343,0.224,0.09,0.273,0.149,0.374,0.136,0.397,0.272,8,0.0694044,5.448,4.282,1.273,0.416905,12.2775777,45.996708,229.689987,57.79388
33,7.886056647693163,4.34,10.749,3.57,1.186,0.693,0.154,0.528,0.461,0.389,0.254,0.082,0.314,0.17,0.422,0.186,0.459,0.327,7,0.0897924,5.687,4.146,1.137,0.385199,6.97752987,24.10018,255.011597,114.364426
34,8.494850021680094,5.21,189.771,4.583,1.388,0.969,0.159,0.728,0.508,0.388,0.258,0.2,0.34,0.25,0.392,0.262,0.541,0.371,9,0.1836529,4.843,3.804,1.218,0.360745,10.6413129,53.519089,251.294998,83.308502
35,7.045757490560675,3.21,223.608,5.475,3.358,0.962,0.16,0.395,0.454,0.4,0.383,0.209,0.4,0.266,0.403,0.286,0.416,0.284,6,0.0422744,4.675,3.094,1.231,0.312784,10.7630907,26.397585,248.764908,77.289909
36,8.585026652029182,1.76,226.332,6.287,0.877,0.969,0.154,0.936,0.389,0.361,0.099,0.076,0.182,0.158,0.25,0.191,0.562,0.383,6,0.0735331,5.724,4.351,1.167,0.419731,10.2200116,38.478172,244.613297,80.946892
37,8.214670164989233,9.2,212.34,4.407,1.179,0.974,0.155,0.916,0.404,0.466,0.207,0.139,0.272,0.233,0.351,0.246,0.595,0.385,7,0.0952968,5.191,4.051,1.207,0.386739,9.9506361,29.608177,249.805847,56.584938
