mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,20,21,32,75,76,100,101,106,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
35,7.045757490560675,4.79,7.16,3.887,0.871,0.601,0.16,0.526,0.467,0.308,0.259,0.123,0.143,0.406,0.29,0.434,0.287,0.427,6,0.0556808,4.831,2.922,1.24,0.312749,11.3766099,38.511253,244.907272,59.386993
36,8.585026652029182,3.28,14.72,3.284,0.835,0.781,0.154,0.427,0.331,0.275,0.179,0.053,0.116,0.307,0.116,0.344,0.233,0.319,6,0.0618371,5.773,4.214,1.189,0.423911,10.6107212,33.064812,257.529327,82.742851
37,8.214670164989233,9.39,12.696,3.517,0.766,0.748,0.155,0.454,0.348,0.268,0.194,0.049,0.112,0.331,0.118,0.357,0.251,0.333,8,0.0611151,5.59,4.051,1.207,0.399611,10.8232423,46.854851,208.798645,65.634842
38,8.346787486224656,0.66,241.241,34.604,4.473,0.861,0.154,0.475,0.033,0.417,0.008,0.002,0.076,0.017,0.348,0.308,0.154,0.296,7,0.0562674,5.558,4.218,1.114,0.404452,7.52920556,36.318958,240.1194,74.446747
39,8.823908740944319,4.99,12.184,3.516,0.822,0.737,0.153,0.498,0.385,0.316,0.255,0.064,0.131,0.375,0.147,0.399,0.296,0.376,8,0.1846645,5.771,4.409,1.135,0.398403,11.7166413,65.564606,243.656647,81.995483
40,8.698970004336019,9.93,250.25,3.63,0.974,0.982,0.162,0.66,0.477,0.32,0.226,0.192,0.175,0.236,0.443,0.486,0.414,0.426,7,0.0545546,4.43,3.281,1.222,0.305102,8.56791631,25.372778,241.440491,75.261673
41,6.823908740944319,4.53,71.388,6.339,2.98,0.885,0.162,0.064,0.479,0.371,0.03,0.299,0.338,0.66,0.4,0.304,0.111,0.362,7,0.0322175,4.865,3.11,1.149,0.311331,9.23627578,42.765457,224.565369,82.534904
42,8.55284196865778,5.46,6.992,3.937,0.564,0.608,0.163,0.539,0.485,0.26,0.233,0.067,0.107,0.388,0.131,0.428,0.265,0.375,6,0.0265041,4.554,3.093,1.136,0.308659,8.31541538,28.241318,225.92926,72.64875
43,7.744727494896693,1.54,6.175,4.059,0.939,0.553,0.165,0.531,0.436,0.304,0.219,0.051,0.122,0.35,0.115,0.424,0.256,0.36,6,0.046201,4.26,3.263,1.135,0.3039,7.78869731,23.90637,240.966202,64.41188
44,8.886056647693163,9.79,7.846,3.105,0.88,0.663,0.161,0.534,0.464,0.289,0.261,0.056,0.121,0.456,0.121,0.429,0.265,0.39,6,0.0939117,4.654,2.461,1.176,0.308991,9.10450493,33.857372,218.202011,79.825333
45,9.045757490560677,7.88,160.122,78.465,2.585,0.664,0.156,0.2,0.138,0.375,0.143,0.372,0.382,0.066,0.554,0.238,0.229,0.239,6,0.129933,5.416,3.862,1.087,0.368255,4.46462379,40.96999,251.767715,96.03286
46,8.886056647693163,6.69,253.171,10.401,1.213,0.956,0.151,0.322,0.422,0.413,0.241,0.143,0.217,0.31,0.282,0.386,0.203,0.282,6,0.1523815,6.072,3.486,1.172,0.442508,10.0209144,32.593239,241.039246,114.784668
47,8.0,7.5,7.542,3.089,0.898,0.654,0.164,0.536,0.479,0.286,0.261,0.055,0.12,0.458,0.116,0.434,0.272,0.392,7,0.0836227,4.211,3.383,1.146,0.309085,8.66445036,24.804316,263.193024,54.36993
49,9.221848749616356,3.25,11.029,5.019,1.438,0.631,0.151,0.431,0.455,0.453,0.335,0.164,0.28,0.485,0.349,0.446,0.342,0.398,10,0.1746925,6.32,4.122,1.133,0.409731,7.95801258,40.370098,300.09906,145.469269
50,8.522878745280337,0.83,161.691,6.334,1.047,0.956,0.154,0.225,0.398,0.332,0.327,0.122,0.181,0.359,0.187,0.318,0.189,0.233,9,0.0838386,5.46,3.265,1.056,0.358994,5.2563408,51.339951,317.060913,79.693039
51,8.481486060122112,2.15,8.174,5.605,1.23,0.545,0.152,0.399,0.485,0.364,0.267,0.114,0.184,0.426,0.184,0.416,0.299,0.394,8,0.0771959,5.4,3.78,1.123,0.36825,3.08313464,57.550106,278.994751,116.881966
52,8.275724130399212,1.85,262.53,6.713,1.291,0.97,0.156,0.795,0.41,0.397,0.506,0.124,0.207,0.33,0.191,0.534,0.424,0.378,8,0.1416685,5.322,3.803,1.126,0.352709,7.2200527,42.209686,280.519104,70.581345
53,8.67778070526608,4.03,11.514,5.516,1.132,0.634,0.152,0.426,0.424,0.403,0.304,0.069,0.176,0.436,0.215,0.418,0.314,0.349,8,0.1107937,6.221,4.293,1.159,0.423148,13.3152354,29.646343,258.957581,70.906174
54,8.585026652029182,8.91,8.942,4.941,0.997,0.601,0.154,0.396,0.448,0.35,0.264,0.108,0.169,0.489,0.166,0.398,0.264,0.376,7,0.0408412,4.96,3.53,1.119,0.358873,4.97881072,29.550512,256.764893,76.181648
55,8.585026652029182,2.19,10.828,5.114,0.951,0.641,0.153,0.382,0.426,0.377,0.345,0.157,0.203,0.454,0.203,0.395,0.286,0.362,8,0.1228697,5.934,3.743,1.276,0.385781,11.0121596,49.849434,288.034149,58.012486
56,8.0,0.19,8.909,5.803,0.815,0.574,0.155,0.369,0.453,0.304,0.31,0.06,0.127,0.451,0.136,0.375,0.247,0.331,8,0.0737331,5.291,3.3,1.067,0.36278,7.56741004,40.335854,251.649475,68.093765
57,7.552841968657781,0.19,6.844,6.123,1.413,0.476,0.155,0.453,0.466,0.525,0.291,0.18,0.294,0.308,0.344,0.481,0.352,0.4,8,0.1509345,5.644,4.132,1.067,0.36258,9.57105343,28.038265,253.163513,123.670242
58,7.997833938243493,1.31,289.297,203.901,3.041,0.583,0.156,0.626,0.552,0.371,0.383,0.265,0.271,0.528,0.234,0.516,0.364,0.4,8,0.1433712,5.239,4.366,1.168,0.355321,12.4969339,49.260269,249.017944,77.45742
59,8.3767507096021,1.07,8.77,5.356,1.093,0.576,0.154,0.399,0.431,0.374,0.296,0.137,0.195,0.508,0.201,0.401,0.297,0.38,9,0.1400501,5.661,4.645,1.142,0.372003,4.09360679,53.221371,247.22348,84.027657
60,8.301029995663981,7.4,156.07,6.174,1.611,0.952,0.151,0.198,0.407,0.317,0.47,0.093,0.16,0.351,0.124,0.307,0.291,0.357,11,0.1153663,6.448,4.378,1.079,0.422114,11.3336763,68.350883,281.37381,126.22522
61,7.920818753952375,1.78,146.493,8.171,1.431,0.938,0.151,0.166,0.347,0.386,0.21,0.127,0.215,0.199,0.202,0.3,0.246,0.342,9,0.1008512,6.075,4.087,1.092,0.416591,6.28214376,39.082291,276.891266,110.430153
62,8.769551078621726,4.73,149.472,9.192,1.954,0.931,0.148,0.149,0.474,0.494,0.668,0.346,0.425,0.359,0.469,0.372,0.406,0.346,10,0.1033668,6.518,5.625,1.124,0.456314,12.6253905,34.643726,250.880478,133.633957
63,8.431798275933005,5.42,200.011,47.247,2.336,0.801,0.149,0.622,0.05,0.474,0.005,0.047,0.263,0.034,0.391,0.382,0.265,0.387,10,0.2651989,6.71,5.145,1.158,0.456976,7.10406373,51.907207,267.516632,114.039291
64,8.267606240177031,3.33,14.365,5.449,1.752,0.666,0.145,0.504,0.394,0.456,0.413,0.178,0.268,0.593,0.316,0.451,0.313,0.424,11,0.2309235,7.006,5.083,1.1,0.429659,9.18681932,27.20183,288.64328,121.315598
65,8.136677139879543,7.43,248.883,8.374,2.166,0.959,0.15,0.346,0.435,0.275,0.391,0.182,0.239,0.34,0.161,0.352,0.322,0.327,9,0.1638511,6.32,5.247,1.097,0.396661,4.4899693,53.314613,275.999817,131.99585
66,8.075720713938118,0.54,381.509,8.51,3.611,0.969,0.148,0.963,0.502,0.5,0.345,0.345,0.405,0.37,0.361,0.655,0.526,0.54,6,0.1276593,6.665,5.003,1.034,0.425234,3.45701592,63.049477,280.745056,142.685669
67,7.795880017344075,1.91,9.622,7.236,0.909,0.542,0.151,0.406,0.362,0.355,0.219,0.065,0.147,0.296,0.184,0.374,0.275,0.325,8,0.1796027,6.338,5.076,1.092,0.412006,6.61781871,68.768883,252.16066,115.943024
68,7.886056647693163,1.78,12.443,8.333,1.048,0.57,0.148,0.396,0.364,0.354,0.468,0.066,0.146,0.341,0.171,0.371,0.282,0.315,9,0.1213988,6.851,5.4,1.087,0.458916,8.58395372,53.195492,274.290955,125.152336
70,8.031517051446064,7.68,10.977,8.538,0.915,0.537,0.148,0.4,0.38,0.303,0.4,0.064,0.13,0.304,0.158,0.361,0.309,0.331,7,0.1368257,6.454,5.536,1.04,0.44468,2.96923818,62.448467,288.418182,105.41713
76,8.040958607678906,1.39,9.991,5.464,1.208,0.6,0.151,0.399,0.374,0.378,0.206,0.075,0.162,0.35,0.194,0.384,0.29,0.338,8,0.0903137,5.894,4.067,1.133,0.405623,8.9038825,29.912048,287.975586,126.472427
78,8.337242168318426,6.32,213.415,8.602,4.671,0.941,0.151,0.524,0.382,0.474,0.506,0.196,0.291,0.334,0.321,0.46,0.341,0.36,6,0.168271,5.714,4.409,1.093,0.391626,8.008853,37.033997,248.605225,111.102982
79,7.0762380391713,8.49,440.471,42.425,2.666,0.907,0.162,0.433,0.075,0.409,0.435,0.474,0.355,0.033,0.23,0.306,0.446,0.241,6,0.1154259,6.32,2.878,1.171,0.422725,9.31452233,45.421848,961.772522,99.83165
80,9.522878745280336,3.99,8.839,5.289,1.092,0.581,0.152,0.47,0.386,0.319,0.282,0.143,0.195,0.407,0.173,0.392,0.314,0.371,8,0.1110483,5.895,4.052,1.107,0.374775,9.40425232,44.000927,251.943436,89.580345
81,10.0,1.34,8.666,5.31,0.963,0.58,0.154,0.443,0.371,0.378,0.23,0.13,0.193,0.417,0.182,0.397,0.309,0.354,8,0.0875015,5.88,4.188,1.161,0.377583,11.2070673,25.301428,202.093948,113.878372
82,8.958607314841775,4.49,219.555,6.535,1.552,0.964,0.151,0.855,0.413,0.359,0.283,0.126,0.2,0.236,0.188,0.542,0.419,0.409,11,0.2110435,6.211,4.052,1.109,0.39728,9.68516404,47.241261,293.814209,116.056137
83,8.309803919971486,4.56,63.634,5.45,3.025,0.882,0.154,0.09,0.326,0.483,0.245,0.367,0.372,0.374,0.441,0.3,0.253,0.287,8,0.1012751,5.115,4.098,1.162,0.360468,7.99794946,31.615673,275.518005,90.038055
85,7.508638306165727,9.06,6.294,5.183,0.926,0.507,0.16,0.461,0.542,0.333,0.257,0.07,0.135,0.417,0.169,0.445,0.277,0.389,8,0.0607688,4.912,3.592,1.17,0.319287,7.51499931,33.386314,254.305573,102.97625
86,7.366531544420414,1.76,318.479,44.833,4.791,0.865,0.152,0.603,0.06,0.357,0.28,0.185,0.246,0.03,0.31,0.34,0.311,0.234,8,0.0781582,6.106,3.803,1.278,0.410608,13.9026813,84.14489,266.805115,121.072083
87,8.2839966563652,2.63,32.756,5.476,1.34,0.828,0.153,0.039,0.364,0.318,0.27,0.183,0.201,0.416,0.16,0.24,0.184,0.197,9,0.1335938,5.822,4.758,1.231,0.38444,9.63706379,58.192226,257.146576,111.022995
88,8.698970004336019,9.26,231.568,5.149,4.853,0.959,0.153,0.708,0.417,0.52,0.397,0.246,0.306,0.482,0.274,0.548,0.396,0.42,8,0.0455995,5.293,3.644,1.209,0.338762,10.8063079,53.972343,242.749664,169.184326
89,8.468521082957745,1.96,8.392,5.037,1.04,0.58,0.153,0.417,0.416,0.325,0.222,0.093,0.153,0.381,0.174,0.386,0.29,0.34,6,0.1249541,5.84,4.531,1.126,0.371686,6.38433932,40.581017,264.781616,148.906113
90,8.585026652029182,3.71,208.401,6.631,1.196,0.964,0.153,0.694,0.439,0.443,0.448,0.16,0.221,0.582,0.273,0.526,0.448,0.498,8,0.1389009,5.747,3.439,1.129,0.392179,7.32476923,56.895706,259.81076,135.111832
91,7.886056647693163,9.83,6.724,5.695,1.021,0.5,0.155,0.429,0.511,0.367,0.281,0.075,0.154,0.41,0.175,0.436,0.27,0.378,6,0.0917128,5.164,3.095,1.148,0.327116,8.6160617,32.358509,269.084717,96.581223
92,8.455931955649724,3.79,209.242,6.285,1.099,0.966,0.157,0.359,0.441,0.344,0.361,0.066,0.139,0.532,0.192,0.381,0.219,0.315,8,0.1065645,5.632,3.126,1.136,0.334396,8.26571563,34.540836,209.170624,88.187279
93,8.958607314841775,0.33,5.837,4.612,0.972,0.511,0.16,0.494,0.416,0.303,0.298,0.077,0.136,0.505,0.154,0.404,0.277,0.411,4,0.0248998,5.105,2.992,1.099,0.306725,9.66833286,32.085014,243.661469,51.124531
94,7.602059991327962,3.51,6.283,5.379,2.31,0.45,0.154,0.478,0.366,0.428,0.227,0.249,0.289,0.319,0.453,0.424,0.347,0.486,6,0.2651713,5.569,3.11,1.197,0.342528,10.3501598,61.637627,259.228668,104.10421
95,6.127843727251707,6.6,8.112,2.696,1.097,0.681,0.163,0.589,0.434,0.364,0.338,0.091,0.17,0.524,0.164,0.463,0.333,0.444,8,0.025239,4.817,3.554,1.247,0.323073,11.1007339,55.873295,235.693222,51.166183
96,6.6777807052660805,2.97,141.027,5.989,0.707,0.955,0.167,0.169,0.499,0.398,0.446,0.1,0.176,0.476,0.206,0.355,0.202,0.249,7,0.0849151,4.381,3.315,1.25,0.302142,10.0911862,22.078964,237.411774,42.681339
97,6.806875401645538,3.54,223.127,3.173,1.074,0.981,0.156,0.784,0.358,0.367,0.245,0.078,0.155,0.417,0.152,0.503,0.312,0.371,9,0.0321466,5.322,4.238,1.23,0.388694,10.6136114,25.975969,303.763214,110.336594
98,6.91721462968355,8.7,18.251,2.642,0.766,0.843,0.151,0.566,0.49,0.343,0.268,0.106,0.156,0.504,0.146,0.466,0.311,0.441,9,0.0513801,5.746,4.363,1.321,0.44508,12.2884143,40.319275,279.778748,136.894516
99,6.920818753952375,8.76,20.1,2.695,1.009,0.844,0.151,0.568,0.398,0.451,0.257,0.116,0.204,0.412,0.195,0.472,0.309,0.429,9,0.1246619,6.45,4.111,1.329,0.464822,13.0272309,81.044998,265.260162,95.877197
100,7.67778070526608,2.08,204.255,71.855,3.18,0.731,0.163,0.451,0.071,0.336,0.078,0.175,0.234,0.027,0.349,0.286,0.211,0.24,7,0.0833035,4.772,3.554,1.237,0.318165,10.8701746,54.029938,282.380768,49.879162
101,7.795880017344075,5.83,135.188,87.679,0.931,0.604,0.155,0.339,0.12,0.327,0.104,0.098,0.167,0.055,0.198,0.262,0.21,0.227,6,0.1271701,5.525,4.101,1.135,0.415725,7.46212513,66.847839,296.973633,119.480759
102,7.920818753952375,1.05,210.167,97.863,4.827,0.672,0.16,0.615,0.137,0.333,0.043,0.332,0.251,0.052,0.181,0.362,0.344,0.268,7,0.1981006,5.048,4.042,1.228,0.364584,12.256361,46.160656,274.717773,81.068138
103,7.920818753952375,2.04,81.757,8.455,0.964,0.897,0.157,0.127,0.467,0.33,0.683,0.09,0.158,0.556,0.174,0.308,0.271,0.26,8,0.1183176,5.283,4.521,1.137,0.400687,9.82296375,46.512672,299.173676,68.67543
104,7.920818753952375,5.79,141.807,6.442,0.817,0.951,0.164,0.157,0.458,0.307,0.32,0.054,0.138,0.399,0.139,0.307,0.147,0.196,10,0.022796,4.611,3.398,1.217,0.31911,10.8982723,27.732151,232.065063,63.647678
105,8.070581074285707,1.52,15.153,2.487,1.397,0.796,0.154,0.52,0.458,0.329,0.278,0.13,0.192,0.478,0.185,0.436,0.322,0.444,6,0.1504881,5.761,3.281,1.167,0.426063,10.3962488,53.45694,267.013763,85.194801
106,8.102372908709558,9.99,190.688,5.194,1.428,0.966,0.157,0.303,0.367,0.39,0.221,0.187,0.219,0.292,0.273,0.353,0.278,0.336,6,0.0992571,5.063,4.014,1.128,0.37709,5.77549526,34.229305,314.052063,112.617683
107,8.207608310501746,6.44,105.119,5.948,1.623,0.933,0.16,0.102,0.37,0.524,0.215,0.21,0.312,0.395,0.351,0.332,0.326,0.267,9,0.1342447,5.271,4.019,1.357,0.388104,14.0994028,47.812798,221.585281,97.287537
109,8.327902142064282,0.32,23.732,13.184,1.078,0.625,0.152,0.03,0.537,0.393,0.571,0.118,0.186,0.129,0.232,0.32,0.262,0.131,10,0.1194839,5.665,3.948,1.285,0.413312,12.925173,44.638195,293.993988,62.201294
110,8.619788758288394,9.54,162.935,24.137,1.859,0.862,0.153,0.669,0.03,0.443,0.002,0.16,0.324,0.014,0.342,0.381,0.35,0.375,9,0.1053268,5.707,4.01,1.285,0.462854,13.6808409,47.949593,267.811768,94.460472
113,5.337242168318426,0.15,213.1,5.037,1.405,0.971,0.177,0.625,0.423,0.434,0.814,0.124,0.202,0.478,0.242,0.494,0.521,0.416,5,0.1212178,4.976,2.206,1.066,0.371772,6.34800064,36.355686,43.611679,20.458698
114,5.508638306165727,5.12,11.102,1.855,0.358,0.834,0.177,0.601,0.561,0.494,0.431,0.123,0.258,0.738,0.143,0.552,0.311,0.465,6,0.0638194,4.192,2.241,1.112,0.326446,6.75698282,54.22031,34.7015,27.711292
115,5.537602002101044,4.98,15.748,2.855,0.381,0.83,0.167,0.558,0.424,0.314,0.42,0.145,0.235,0.427,0.246,0.432,0.313,0.374,8,0.1900933,5.636,2.948,1.164,0.393655,9.97518094,24.096821,40.501377,74.761131
116,5.585026652029182,4.5,204.956,17.016,0.813,0.92,0.165,0.214,0.49,0.193,0.213,0.652,0.233,0.445,0.45,0.299,0.344,0.327,8,0.1070063,6.157,3.278,1.134,0.420667,6.4025469,24.834282,43.511536,39.765209
117,5.619788758288394,7.17,88.434,5.519,0.395,0.937,0.163,0.185,0.458,0.25,0.202,0.154,0.141,0.329,0.114,0.297,0.146,0.177,8,0.1367652,6.303,3.014,1.168,0.418546,12.0266359,19.970181,59.092602,75.280075
118,5.657577319177793,3.31,312.012,137.127,1.508,0.692,0.177,0.619,0.77,0.38,0.743,0.101,0.162,0.601,0.169,0.59,0.479,0.49,5,0.0377291,4.644,2.309,1.111,0.328042,7.86789994,29.78557,39.110901,59.273163
119,5.6777807052660805,5.26,272.471,120.997,1.46,0.69,0.177,0.445,0.665,0.493,0.241,0.386,0.365,0.165,0.404,0.534,0.387,0.383,5,0.145296,4.949,2.342,1.078,0.355289,6.3887439,34.89006,33.184067,27.042591
120,5.698970004336019,6.81,11.332,2.905,0.254,0.782,0.172,0.611,0.464,0.342,0.663,0.363,0.218,0.423,0.595,0.472,0.512,0.629,4,0.1619378,5.039,2.309,1.052,0.373641,4.76436339,45.422783,74.226311,43.742226
121,5.769551078621726,9.81,9.833,1.678,1.097,0.78,0.174,0.575,0.311,0.384,0.393,0.133,0.184,0.308,0.164,0.423,0.295,0.363,4,0.0507052,4.815,2.961,1.132,0.318294,7.91741125,35.757401,49.298889,68.088753
122,5.769551078621726,7.72,10.772,2.263,0.059,0.823,0.177,0.6,0.513,0.169,0.474,0.202,0.128,0.516,0.06,0.427,0.352,0.37,4,0.069844,4.856,2.343,1.129,0.326705,7.44104285,21.678047,44.466347,22.244555
123,5.823908740944319,8.03,189.068,21.041,0.533,0.898,0.159,0.171,0.573,0.304,0.423,0.157,0.169,0.395,0.206,0.35,0.258,0.224,6,0.1887866,6.647,3.047,1.148,0.450687,9.35001858,55.440765,258.375946,163.573822
124,5.958607314841775,1.37,171.237,5.173,2.036,0.96,0.171,0.326,0.453,0.401,0.576,0.613,0.353,0.504,0.522,0.394,0.457,0.404,3,0.0728301,5.36,2.549,1.107,0.345252,9.43078062,35.495533,22.615328,75.845192
125,6.0,0.29,21.407,1.767,0.894,0.889,0.163,0.555,0.368,0.168,0.639,0.15,0.213,0.3,0.25,0.364,0.403,0.366,6,0.1991193,6.117,3.266,1.108,0.459698,5.47273871,56.273106,80.295692,53.572445
126,6.0,9.65,251.021,87.351,1.356,0.739,0.162,0.897,0.066,0.391,0.002,0.716,0.359,0.019,0.493,0.451,0.523,0.457,7,0.1799673,6.328,2.993,1.088,0.406529,7.28132411,44.116108,88.734604,80.625511
127,6.309803919971486,9.74,353.724,192.276,3.434,0.644,0.163,0.523,0.649,0.417,0.939,0.236,0.275,0.54,0.204,0.53,0.564,0.402,6,0.1072082,5.827,3.402,1.102,0.452117,7.40388778,63.320072,84.346985,89.742294
128,6.366531544420414,7.95,22.394,1.706,0.903,0.896,0.161,0.57,0.398,0.391,0.631,0.224,0.327,0.46,0.249,0.453,0.413,0.386,7,0.1868932,6.278,3.356,1.123,0.447796,5.75789286,43.966854,79.854095,85.881065
