mol_id,PKI,0,1,2,3,5,8,9,10,20,21,31,32,75,76,100,101,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
16,7.301029995663981,9.656,2.527,1.083,0.728,0.159,0.524,0.415,0.295,0.275,0.065,0.308,0.135,0.486,0.132,0.411,0.284,6,0.1156985,4.623,3.281,1.172,0.336507,9.54214104,23.349182,203.160126,99.05867
17,8.537602002101044,187.396,7.608,2.137,0.951,0.159,0.446,0.502,0.478,0.702,0.205,0.545,0.293,0.778,0.225,0.475,0.397,7,0.1422475,5.087,3.349,1.168,0.356777,8.35752198,37.050568,272.645142,90.950226
19,7.494850021680094,24.821,11.744,1.134,0.658,0.153,0.037,0.515,0.314,0.002,0.082,0.018,0.145,0.053,0.146,0.289,0.137,8,0.2225456,5.646,4.362,1.165,0.400727,10.2614837,44.427448,279.632904,93.589081
20,7.657577319177793,15.266,3.295,1.617,0.757,0.147,0.554,0.496,0.317,0.251,0.15,0.337,0.195,0.479,0.187,0.455,0.337,8,0.1057921,6.236,4.021,1.159,0.434414,8.84543262,49.172371,286.95755,200.828354
21,7.958607314841775,18.635,2.788,1.143,0.826,0.149,0.566,0.419,0.335,0.264,0.093,0.3,0.156,0.443,0.163,0.44,0.32,9,0.0651105,6.378,4.262,1.226,0.460622,11.9276083,75.851608,378.397064,147.531174
22,7.017728766960431,5.986,3.312,0.967,0.583,0.162,0.538,0.491,0.302,0.287,0.057,0.338,0.127,0.467,0.118,0.444,0.291,5,0.0151871,4.332,3.281,1.209,0.293669,9.88295613,34.562969,262.687408,97.224121
23,8.080921907623926,23.58,8.63,3.736,0.656,0.161,0.026,0.519,0.449,0.001,0.328,0.116,0.349,0.215,0.483,0.331,0.238,9,0.1074518,5.502,3.828,1.405,0.362617,15.9951588,52.924309,315.30481,159.165985
24,8.769551078621726,9.711,2.506,1.492,0.708,0.158,0.506,0.434,0.37,0.22,0.132,0.321,0.193,0.559,0.178,0.437,0.354,10,0.1067128,5.106,4.081,1.104,0.373765,5.99449657,34.685596,270.400879,91.132668
25,7.481486060122112,199.045,5.636,1.264,0.966,0.156,0.659,0.376,0.374,0.243,0.119,0.289,0.186,0.359,0.191,0.47,0.368,6,0.0923639,4.962,3.52,1.213,0.397971,10.6427268,37.292412,288.095032,106.519508
27,7.958607314841775,95.932,4.907,2.718,0.926,0.153,0.157,0.501,0.39,0.52,0.232,0.514,0.27,0.554,0.418,0.349,0.267,9,0.1120891,6.392,4.017,1.31,0.430655,13.0449879,35.440052,225.599487,88.299896
28,8.031517051446064,14.805,2.66,0.675,0.816,0.153,0.518,0.418,0.329,0.289,0.043,0.31,0.115,0.48,0.143,0.422,0.297,5,0.0994264,5.21,3.793,1.182,0.412176,9.17388872,43.614635,1132.77356,96.179802
30,8.229147988357855,65.055,4.82,1.384,0.913,0.151,0.059,0.504,0.283,0.364,0.203,0.387,0.206,0.432,0.121,0.282,0.208,7,0.2728802,6.217,4.75,1.158,0.421272,10.1303413,47.886406,248.814346,86.43116
31,8.568636235841012,250.557,10.365,2.626,0.951,0.156,0.734,0.397,0.351,0.199,0.185,0.283,0.243,0.308,0.409,0.494,0.452,9,0.0873471,5.628,4.163,1.232,0.423041,9.01626599,36.779701,283.455658,74.031746
32,8.022276394711152,15.484,2.622,0.755,0.821,0.158,0.457,0.375,0.32,0.221,0.065,0.264,0.128,0.371,0.122,0.384,0.257,10,0.0457444,5.345,4.281,1.274,0.425231,12.7080179,17.976566,252.055847,63.477444
33,7.886056647693163,25.116,11.362,3.729,0.625,0.154,0.026,0.562,0.452,0.001,0.218,0.014,0.303,0.084,0.412,0.347,0.273,7,0.141888,5.723,4.453,1.138,0.396471,8.02219013,24.688414,272.052246,101.723923
34,8.494850021680094,191.902,6.626,2.031,0.957,0.159,0.215,0.514,0.37,0.486,0.209,0.486,0.26,0.54,0.412,0.366,0.311,8,0.1525948,5.054,4.078,1.218,0.37135,11.7686272,35.964329,218.742767,98.319397
35,7.045757490560675,7.238,3.406,1.124,0.615,0.16,0.522,0.433,0.285,0.245,0.136,0.298,0.144,0.376,0.299,0.413,0.28,6,0.0411747,4.783,2.991,1.24,0.310229,11.4757239,44.542515,279.867401,81.512833
36,8.585026652029182,14.988,3.39,0.81,0.781,0.154,0.419,0.326,0.277,0.179,0.061,0.226,0.119,0.305,0.117,0.34,0.23,10,0.0586894,5.713,4.35,1.19,0.426937,10.5764722,43.352398,257.006073,87.713898
37,8.214670164989233,75.469,48.831,1.521,0.6,0.155,0.117,0.071,0.354,0.008,0.183,0.022,0.247,0.033,0.317,0.181,0.106,7,0.0796306,5.408,4.018,1.185,0.394073,9.60520416,37.426399,246.70813,66.578728
38,8.346787486224656,87.151,6.627,1.413,0.916,0.154,0.089,0.441,0.438,0.38,0.106,0.403,0.222,0.525,0.335,0.323,0.183,9,0.1400547,5.914,4.395,1.117,0.423964,9.98743807,35.39854,255.075287,68.77446
39,8.823908740944319,11.122,3.694,1.106,0.698,0.154,0.501,0.35,0.289,0.195,0.21,0.239,0.211,0.343,0.133,0.38,0.324,7,0.142289,5.956,4.545,1.135,0.388811,11.6273472,40.310059,253.628693,82.66642
40,8.698970004336019,6.421,4.175,0.906,0.558,0.162,0.519,0.421,0.292,0.2,0.223,0.271,0.169,0.287,0.44,0.411,0.277,6,0.0495839,4.937,3.452,1.244,0.302419,12.1144071,34.377693,238.507675,72.097198
41,6.823908740944319,258.885,114.759,1.769,0.69,0.162,0.63,0.267,0.378,0.402,0.229,0.307,0.282,0.586,0.262,0.425,0.479,8,0.0475176,4.525,3.144,1.15,0.309788,8.79399964,18.632286,250.928238,76.980019
42,8.55284196865778,7.202,3.646,0.7,0.624,0.163,0.542,0.461,0.301,0.253,0.063,0.313,0.122,0.405,0.134,0.435,0.258,7,0.0598733,4.509,3.092,1.136,0.306839,7.89153551,22.442453,245.287125,85.389748
43,7.744727494896693,6.265,4.0,0.986,0.557,0.163,0.528,0.421,0.315,0.222,0.057,0.277,0.13,0.346,0.122,0.421,0.259,7,0.0475578,4.32,3.296,1.141,0.304992,7.81249944,38.456593,222.992783,110.448227
44,8.886056647693163,32.846,7.335,3.206,0.757,0.161,0.03,0.521,0.457,0.001,0.161,0.455,0.32,0.57,0.455,0.336,0.152,3,0.0681776,4.411,2.631,1.172,0.306627,9.36382668,19.148403,251.825012,53.125427
45,9.045757490560677,10.595,3.742,0.893,0.696,0.156,0.439,0.326,0.286,0.182,0.05,0.22,0.115,0.323,0.13,0.35,0.281,6,0.0915412,5.261,4.34,1.083,0.393573,6.9255049,80.405052,260.022095,111.847252
46,8.886056647693163,15.931,3.336,0.831,0.793,0.151,0.485,0.404,0.302,0.198,0.072,0.251,0.135,0.331,0.143,0.397,0.277,7,0.1363184,6.087,3.247,1.17,0.442212,9.70767371,41.969425,263.720001,116.744827
47,8.0,148.186,3.844,1.573,0.965,0.162,0.246,0.358,0.325,0.182,0.157,0.242,0.209,0.32,0.217,0.31,0.243,6,0.0332618,4.517,3.247,1.143,0.313779,7.26085446,39.194881,223.326874,100.033463
49,9.221848749616356,259.02,21.743,6.089,0.903,0.151,0.699,0.025,0.476,0.224,0.001,0.005,0.404,0.011,0.361,0.4,0.364,5,0.1542567,5.794,4.027,1.136,0.393439,11.1370977,60.026314,295.294006,146.065063
50,8.522878745280337,7.991,6.295,0.936,0.525,0.154,0.381,0.465,0.349,0.337,0.094,0.435,0.159,0.42,0.171,0.399,0.257,7,0.0539732,5.556,3.302,1.077,0.352141,9.07213396,41.976158,286.215912,125.462852
51,8.481486060122112,178.863,7.317,1.121,0.955,0.152,0.249,0.421,0.331,0.403,0.081,0.338,0.163,0.32,0.165,0.334,0.215,7,0.1117609,5.754,3.952,1.131,0.379824,6.04187055,45.547295,252.139328,113.980957
52,8.275724130399212,113.357,5.965,2.583,0.93,0.156,0.123,0.472,0.288,0.436,0.392,0.42,0.3,0.591,0.166,0.294,0.29,10,0.1289,5.248,3.607,1.136,0.353923,9.88435527,43.987217,276.978973,71.422112
53,8.67778070526608,102.001,11.415,2.209,0.882,0.152,0.168,0.465,0.371,0.422,0.226,0.369,0.318,0.323,0.347,0.335,0.294,8,0.1350145,5.738,4.049,1.164,0.417988,6.77278766,38.652283,299.980286,68.040192
54,8.585026652029182,8.029,4.97,1.319,0.561,0.155,0.405,0.456,0.405,0.343,0.111,0.401,0.197,0.456,0.204,0.422,0.29,10,0.1429565,5.452,3.641,1.128,0.356714,14.3975831,35.130161,255.730911,95.560295
55,8.585026652029182,10.928,5.305,0.957,0.636,0.153,0.38,0.433,0.363,0.367,0.109,0.381,0.182,0.438,0.194,0.392,0.269,8,0.1010457,5.708,3.847,1.255,0.388306,12.9603138,34.391594,247.660004,63.822014
56,8.0,276.01,7.116,1.908,0.968,0.155,0.687,0.44,0.386,0.384,0.155,0.378,0.238,0.471,0.25,0.504,0.348,4,0.0537718,5.37,3.266,1.135,0.366032,6.69929098,30.063223,222.885651,79.973091
57,7.552841968657781,7.066,6.277,1.088,0.49,0.155,0.43,0.492,0.428,0.278,0.181,0.366,0.25,0.323,0.224,0.45,0.332,7,0.0872081,5.321,3.995,1.172,0.360507,9.2219526,37.351021,304.809021,110.346016
58,7.997833938243493,135.741,6.526,0.706,0.949,0.156,0.163,0.505,0.374,0.281,0.105,0.343,0.178,0.378,0.18,0.347,0.168,9,0.1299878,5.697,4.798,1.104,0.379522,3.77867293,57.391953,252.801666,94.206207
59,8.3767507096021,151.517,7.063,1.296,0.948,0.153,0.351,0.497,0.492,0.313,0.234,0.344,0.308,0.356,0.432,0.446,0.333,11,0.1251894,5.718,4.465,1.134,0.35308,8.12729184,41.943916,259.262207,98.488144
60,8.301029995663981,329.798,7.584,3.863,0.966,0.151,0.963,0.459,0.466,0.562,0.177,0.411,0.299,0.617,0.324,0.63,0.567,8,0.0751977,6.173,4.336,1.078,0.424493,3.70151994,43.262585,287.868805,125.640091
61,7.920818753952375,266.61,7.718,1.618,0.966,0.151,0.423,0.421,0.325,0.243,0.145,0.365,0.207,0.264,0.191,0.389,0.277,6,0.0936726,6.281,4.087,1.103,0.422703,7.18962252,56.401848,285.646393,112.619041
62,8.769551078621726,54.277,8.439,2.69,0.83,0.148,0.052,0.403,0.436,0.512,0.226,0.389,0.301,0.471,0.355,0.297,0.286,8,0.1086555,6.631,5.688,1.125,0.446015,7.25016328,71.593063,262.614807,134.674042
63,8.431798275933005,198.995,134.335,7.185,0.584,0.149,0.372,0.193,0.423,0.245,0.265,0.201,0.361,0.19,0.35,0.33,0.282,9,0.2279904,6.798,5.145,1.161,0.449661,5.16345963,34.471252,234.754059,133.539612
64,8.267606240177031,206.453,13.297,1.339,0.934,0.145,0.515,0.443,0.396,0.378,0.215,0.399,0.251,0.466,0.262,0.451,0.337,12,0.2315195,7.299,5.666,1.104,0.46702,8.36489002,68.747475,323.472351,130.560364
65,8.136677139879543,101.329,8.144,1.234,0.915,0.15,0.167,0.426,0.36,0.237,0.134,0.305,0.196,0.314,0.238,0.318,0.175,9,0.1599774,6.355,5.485,1.092,0.405866,8.66779486,72.232925,289.493713,113.47403
66,8.075720713938118,179.4,8.39,3.859,0.936,0.148,0.323,0.35,0.257,0.427,0.035,0.381,0.075,0.349,0.12,0.31,0.272,9,0.1172807,6.734,5.172,1.056,0.456014,4.49660986,49.779182,265.646545,147.846191
67,7.795880017344075,368.562,8.445,2.579,0.971,0.151,0.979,0.427,0.366,0.494,0.135,0.432,0.209,0.516,0.229,0.591,0.536,10,0.1662887,6.503,5.077,1.11,0.412925,8.21882072,72.456436,250.208557,88.242546
68,7.886056647693163,272.101,30.903,2.294,0.891,0.147,0.931,0.047,0.413,0.115,0.153,0.058,0.242,0.023,0.247,0.464,0.409,9,0.1023354,7.018,5.4,1.085,0.462258,6.65404309,37.12962,279.379395,111.291687
70,8.031517051446064,376.201,163.727,7.625,0.687,0.147,0.624,0.319,0.348,0.098,0.452,0.152,0.387,0.155,0.301,0.43,0.426,7,0.1462139,6.847,5.502,1.043,0.435369,7.66107399,45.513313,277.467285,142.070007
76,8.040958607678906,345.286,90.948,4.493,0.783,0.151,0.79,0.211,0.463,0.159,0.218,0.174,0.307,0.103,0.393,0.488,0.361,7,0.1142656,5.825,4.238,1.142,0.392135,7.41785073,32.620964,262.17038,120.306976
78,8.337242168318426,451.829,211.228,3.78,0.678,0.151,0.686,0.339,0.492,0.291,0.229,0.303,0.319,0.278,0.43,0.506,0.416,6,0.1669114,6.06,4.203,1.092,0.393944,6.8770122,44.802116,221.258301,97.254944
79,7.0762380391713,20.236,2.585,0.697,0.86,0.162,0.587,0.39,0.338,0.473,0.28,0.295,0.311,0.417,0.391,0.439,0.389,5,0.2085091,6.106,2.945,1.154,0.440107,11.9090195,37.119133,941.524902,87.415337
80,9.522878745280336,244.142,74.503,2.517,0.76,0.152,0.662,0.11,0.401,0.135,0.455,0.088,0.428,0.217,0.337,0.391,0.477,9,0.0908555,5.633,4.052,1.112,0.401142,4.53541637,52.785282,252.503174,90.395737
81,10.0,8.736,5.443,0.958,0.577,0.154,0.447,0.369,0.347,0.221,0.115,0.253,0.166,0.389,0.192,0.388,0.304,8,0.0875013,5.72,4.017,1.166,0.379419,8.83408581,53.480022,244.910751,90.296341
82,8.958607314841775,11.829,5.068,0.966,0.662,0.151,0.45,0.334,0.331,0.207,0.074,0.243,0.148,0.294,0.143,0.372,0.324,6,0.1475791,5.851,4.018,1.105,0.43653,8.74430763,49.748192,270.200714,118.275803
83,8.309803919971486,278.699,51.983,0.938,0.84,0.154,0.718,0.068,0.342,0.085,0.08,0.054,0.155,0.074,0.17,0.376,0.369,8,0.1056141,5.413,4.029,1.163,0.360268,6.77144639,48.710297,269.832703,86.364929
85,7.508638306165727,6.494,5.197,0.877,0.517,0.159,0.476,0.541,0.331,0.246,0.077,0.346,0.141,0.401,0.172,0.449,0.275,10,0.0609794,4.811,3.591,1.16,0.320659,9.02546318,35.661942,236.578384,101.691689
86,7.366531544420414,9.576,5.449,1.44,0.582,0.152,0.467,0.353,0.304,0.187,0.157,0.238,0.185,0.26,0.236,0.375,0.346,9,0.1010633,6.313,3.904,1.295,0.406629,11.5972478,52.653366,259.518982,118.862648
87,8.2839966563652,181.622,7.616,1.742,0.951,0.153,0.256,0.458,0.419,0.403,0.316,0.401,0.348,0.386,0.382,0.378,0.342,11,0.1018104,5.873,4.619,1.237,0.370532,8.25611987,30.326065,234.416443,119.361252
88,8.698970004336019,8.503,5.431,1.139,0.564,0.153,0.441,0.37,0.373,0.215,0.244,0.265,0.213,0.309,0.493,0.395,0.267,8,0.0446001,5.445,3.914,1.196,0.344975,10.5949365,77.457718,297.334351,166.904282
89,8.468521082957745,315.791,9.356,0.924,0.968,0.153,0.686,0.472,0.364,0.432,0.106,0.461,0.176,0.425,0.215,0.508,0.36,7,0.0420201,5.712,4.633,1.113,0.400546,7.43439425,65.122467,245.040314,114.605354
90,8.585026652029182,8.557,5.424,0.938,0.574,0.153,0.462,0.398,0.343,0.221,0.099,0.276,0.159,0.285,0.205,0.401,0.361,9,0.1221805,5.616,3.643,1.131,0.394127,8.47300986,45.8144,264.845642,117.154312
91,7.886056647693163,186.767,6.425,1.022,0.962,0.155,0.493,0.433,0.379,0.316,0.085,0.344,0.163,0.429,0.197,0.435,0.346,8,0.0959791,5.136,2.89,1.149,0.324622,8.06254898,38.563587,260.873169,99.609955
92,8.455931955649724,149.472,6.407,0.838,0.954,0.157,0.359,0.412,0.32,0.379,0.059,0.337,0.134,0.56,0.129,0.364,0.214,7,0.0938914,5.121,3.466,1.136,0.331805,10.4931296,41.231644,251.957077,104.433678
93,8.958607314841775,124.86,4.64,1.096,0.956,0.16,0.234,0.403,0.403,0.368,0.114,0.368,0.199,0.488,0.198,0.347,0.21,8,0.0771168,4.904,2.958,1.161,0.312767,9.61301053,35.543438,245.25441,64.525909
94,7.602059991327962,15.295,3.061,0.747,0.801,0.154,0.48,0.451,0.301,0.265,0.058,0.316,0.123,0.439,0.112,0.411,0.264,10,0.1158722,5.501,3.144,1.204,0.41632,10.836177,60.05331,257.139771,132.323563
95,6.127843727251707,110.042,28.272,2.528,0.781,0.163,0.151,0.048,0.402,0.006,0.011,0.014,0.136,0.019,0.25,0.2,0.022,9,0.1304945,4.787,3.657,1.251,0.32854,10.5130538,43.903934,245.801361,49.664234
96,6.6777807052660805,303.279,4.305,0.78,0.984,0.167,0.862,0.438,0.317,0.172,0.051,0.22,0.123,0.343,0.113,0.539,0.304,10,0.0231623,4.385,3.315,1.243,0.306913,9.53376751,34.947739,240.609344,58.802147
97,6.806875401645538,45.6,2.991,1.194,0.916,0.156,0.079,0.365,0.481,0.245,0.176,0.265,0.258,0.419,0.366,0.308,0.202,7,0.0337467,5.299,4.409,1.236,0.394327,10.6553383,40.318531,301.44278,103.920837
98,6.91721462968355,17.384,2.371,1.507,0.818,0.151,0.576,0.396,0.361,0.274,0.125,0.286,0.197,0.47,0.166,0.445,0.334,10,0.1077227,6.218,3.989,1.316,0.446101,14.8481412,46.001564,298.357178,134.811783
99,6.920818753952375,19.305,2.735,1.088,0.835,0.151,0.569,0.414,0.415,0.28,0.085,0.303,0.176,0.429,0.178,0.466,0.31,12,0.100725,6.123,4.282,1.308,0.460347,12.8504739,56.928429,326.709656,92.521103
100,7.67778070526608,8.627,2.504,0.921,0.716,0.163,0.587,0.435,0.317,0.323,0.065,0.334,0.138,0.531,0.123,0.447,0.302,7,0.110838,4.442,3.486,1.252,0.317862,10.2076986,27.86483,258.378479,70.088692
101,7.795880017344075,310.96,131.161,4.448,0.696,0.155,0.598,0.324,0.394,0.135,0.122,0.189,0.208,0.152,0.194,0.439,0.332,9,0.1065436,5.295,4.033,1.137,0.430177,7.55698526,48.794048,308.046997,124.191002
102,7.920818753952375,9.752,3.558,1.569,0.655,0.16,0.514,0.503,0.411,0.277,0.218,0.336,0.289,0.427,0.307,0.476,0.322,10,0.1969341,5.1,4.147,1.264,0.357866,11.9638425,26.876757,257.850342,93.677216
103,7.920818753952375,15.086,2.28,0.891,0.826,0.157,0.458,0.344,0.268,0.266,0.042,0.263,0.107,0.441,0.098,0.356,0.26,9,0.0852941,5.475,4.486,1.186,0.418051,9.17826918,32.966133,282.480011,68.617218
104,7.920818753952375,222.154,2.708,1.686,0.981,0.164,0.875,0.365,0.463,0.384,0.163,0.287,0.239,0.715,0.236,0.568,0.502,8,0.0256587,4.201,3.465,1.218,0.31712,11.0863844,40.823975,238.39061,77.146751
105,8.070581074285707,27.126,9.161,1.673,0.715,0.154,0.059,0.216,0.487,0.002,0.056,0.011,0.263,0.021,0.323,0.254,0.061,6,0.1068143,5.524,3.383,1.192,0.432109,10.2568553,54.65189,246.576019,118.043648
106,8.102372908709558,6.149,3.162,1.875,0.55,0.157,0.465,0.494,0.543,0.282,0.307,0.35,0.374,0.518,0.233,0.501,0.371,11,0.0948362,4.948,3.43,1.146,0.314154,14.2052467,61.297779,302.473907,106.667778
107,8.207608310501746,234.68,8.617,1.672,0.958,0.16,0.767,0.546,0.447,0.713,0.308,0.53,0.343,0.497,0.33,0.587,0.538,10,0.1325853,5.187,4.015,1.356,0.363411,12.1274554,32.711128,258.40033,119.575562
109,8.327902142064282,13.95,3.476,1.065,0.754,0.151,0.536,0.467,0.362,0.338,0.075,0.362,0.159,0.448,0.167,0.455,0.339,11,0.1279039,5.924,3.95,1.385,0.416673,14.4897121,53.393318,238.946289,113.664703
110,8.619788758288394,45.174,15.179,1.54,0.73,0.153,0.054,0.585,0.392,0.004,0.166,0.387,0.244,0.533,0.258,0.344,0.095,11,0.2086184,6.021,4.077,1.282,0.419569,11.9681171,53.876965,295.936554,98.57811
113,5.337242168318426,10.99,1.727,0.553,0.828,0.177,0.573,0.497,0.468,0.581,0.048,0.334,0.157,0.374,0.181,0.513,0.446,5,0.1018231,5.341,2.207,1.083,0.367717,6.39395976,29.439566,44.982643,31.083372
114,5.508638306165727,31.48,3.448,1.282,0.869,0.177,0.079,0.423,0.311,0.438,0.003,0.044,0.218,0.048,0.732,0.271,0.152,3,0.1319957,4.466,2.207,1.112,0.329705,7.1058316,32.25893,38.190479,30.818596
115,5.537602002101044,16.2,2.688,0.451,0.838,0.167,0.557,0.399,0.356,0.446,0.124,0.299,0.241,0.421,0.272,0.437,0.308,7,0.1862062,5.89,2.877,1.165,0.39341,8.41295497,38.16658,59.157116,82.651489
116,5.585026652029182,20.421,1.79,1.052,0.878,0.165,0.545,0.304,0.208,0.694,0.104,0.175,0.256,0.219,0.339,0.352,0.384,10,0.213648,6.086,3.38,1.137,0.435726,10.3446258,41.928562,54.461784,66.217415
117,5.619788758288394,17.899,2.245,1.167,0.84,0.163,0.591,0.356,0.333,0.572,0.158,0.263,0.33,0.382,0.393,0.427,0.379,7,0.0768589,5.78,3.048,1.168,0.414843,11.6141995,49.99229,62.456123,75.080978
118,5.657577319177793,10.463,1.963,0.582,0.804,0.177,0.604,0.468,0.306,0.752,0.24,0.362,0.24,0.474,0.179,0.459,0.439,4,0.1094961,4.738,2.138,1.115,0.324715,7.88736996,58.364658,55.979271,83.063057
119,5.6777807052660805,96.52,9.45,1.421,0.899,0.177,0.156,0.506,0.484,0.504,0.262,0.479,0.322,0.598,0.288,0.382,0.362,4,0.1144469,4.62,2.241,1.077,0.35951,5.91495225,47.248352,48.809559,19.554382
120,5.698970004336019,361.815,70.27,2.609,0.832,0.172,0.76,0.196,0.476,0.194,0.724,0.176,0.391,0.088,0.533,0.477,0.53,4,0.1108376,5.205,2.24,1.051,0.368234,4.75955287,27.261606,55.204552,41.840691
121,5.769551078621726,71.464,4.127,1.6,0.926,0.174,0.1,0.433,0.289,0.062,0.028,0.257,0.252,0.359,0.345,0.274,0.033,6,0.0799037,4.574,2.89,1.132,0.324815,8.12331539,34.108475,46.494923,37.639137
122,5.769551078621726,116.138,3.595,0.674,0.965,0.177,0.242,0.398,0.39,0.478,0.167,0.348,0.207,0.384,0.165,0.343,0.263,1,0.0426082,4.793,2.207,1.127,0.321939,7.63481212,52.40559,34.436924,59.898136
123,5.823908740944319,59.411,18.298,3.471,0.732,0.159,0.058,0.578,0.445,0.447,0.26,0.499,0.321,0.47,0.485,0.36,0.252,5,0.1431262,6.223,3.012,1.173,0.434707,11.8183996,40.565071,244.720535,184.238541
124,5.958607314841775,234.157,180.919,1.328,0.562,0.171,0.438,0.452,0.435,0.383,0.254,0.399,0.319,0.454,0.409,0.442,0.409,5,0.1241919,5.062,2.686,1.102,0.344354,7.3078116,47.618244,28.027775,67.589371
125,6.0,273.504,145.549,1.489,0.65,0.163,0.706,0.326,0.359,0.087,0.601,0.209,0.325,0.214,0.449,0.463,0.581,8,0.12048,5.958,3.438,1.12,0.448338,9.34014396,54.601208,63.74279,76.22084
126,6.0,376.587,4.419,1.442,0.985,0.162,0.932,0.461,0.489,0.308,0.287,0.352,0.333,0.415,0.344,0.627,0.492,8,0.0823968,5.923,3.028,1.076,0.457823,5.8750705,38.840557,72.792229,63.326965
127,6.309803919971486,20.721,2.606,0.36,0.875,0.163,0.55,0.44,0.369,0.402,0.275,0.31,0.329,0.377,0.329,0.453,0.372,9,0.11226,6.297,3.403,1.102,0.458416,6.63913346,75.328827,95.482925,70.922707
128,6.366531544420414,234.464,30.257,3.151,0.875,0.161,0.846,0.039,0.468,0.002,0.273,0.008,0.288,0.013,0.376,0.451,0.34,7,0.1963335,6.092,3.22,1.121,0.435601,6.18077916,33.794724,61.03849,87.216171
129,6.443697499232712,26.252,2.05,1.112,0.892,0.159,0.578,0.357,0.35,0.608,0.136,0.276,0.364,0.349,0.435,0.428,0.388,9,0.2317961,6.601,3.573,1.122,0.490837,10.757103,33.412132,105.859489,107.213135
130,6.698970004336019,20.408,1.936,0.959,0.876,0.163,0.558,0.371,0.313,0.643,0.13,0.263,0.382,0.348,0.395,0.414,0.399,9,0.031516,6.125,3.54,1.131,0.452743,9.60228969,43.303787,94.648972,104.534912
131,7.0,11.813,1.528,0.969,0.826,0.175,0.588,0.488,0.487,0.804,0.16,0.341,0.254,0.458,0.336,0.521,0.434,6,0.1446404,5.266,2.704,1.096,0.3454,5.58719837,34.867985,31.675709,71.20237
132,5.455931955649724,329.837,7.519,0.937,0.975,0.164,0.938,0.502,0.399,0.459,0.105,0.435,0.184,0.422,0.223,0.613,0.482,7,0.1041271,4.546,2.893,1.31,0.313077,12.7323255,52.716129,97.530083,69.598892
